year,age_gr,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,30-45 y.,female,No,0.97134,1329,1369,0.96250,0.98018
1990,46-65 y.,male,Yes,0.05230,93,1439,0.04079,0.06380
1990,46-65 y.,male,No,0.94770,1346,1439,0.93620,0.95921
1990,46-65 y.,female,Yes,0.03934,55,1366,0.02902,0.04965
1990,46-65 y.,female,No,0.96066,1311,1366,0.95035,0.97098
1991,17-29 y.,male,Yes,0.04328,102,1854,0.03402,0.05255
1991,17-29 y.,male,No,0.95672,1752,1854,0.94745,0.96598
1991,17-29 y.,female,Yes,0.06221,117,1795,0.05104,0.07339
1991,17-29 y.,female,No,0.93779,1678,1795,0.92661,0.94896
1991,30-45 y.,male,Yes,0.05201,115,2084,0.04247,0.06154
1991,30-45 y.,male,No,0.94799,1969,2084,0.93846,0.95753
1991,30-45 y.,female,Yes,0.04743,140,2173,0.03849,0.05637
1991,30-45 y.,female,No,0.95257,2033,2173,0.94363,0.96151
1991,46-65 y.,male,Yes,0.06389,158,2057,0.05332,0.07447
1991,46-65 y.,male,No,0.93611,1899,2057,0.92553,0.94668
1991,46-65 y.,female,Yes,0.04643,119,1994,0.03720,0.05567
1991,46-65 y.,female,No,0.95357,1875,1994,0.94433,0.96280
1991,66 and older,male,No,0.99619,530,530,0.99093,1.00144
1991,66 and older,female,No,0.99965,863,863,0.99840,1.00090
1992,17-29 y.,male,Yes,0.04992,105,1777,0.03979,0.06005
1992,17-29 y.,male,No,0.95008,1672,1777,0.93995,0.96021
1992,17-29 y.,female,Yes,0.07809,133,1747,0.06551,0.09068
1992,17-29 y.,female,No,0.92191,1614,1747,0.90932,0.93449
1992,30-45 y.,male,Yes,0.05039,109,2036,0.04088,0.05989
1992,30-45 y.,male,No,0.94961,1927,2036,0.94011,0.95912
1992,30-45 y.,female,Yes,0.07378,225,2174,0.06279,0.08477
1992,30-45 y.,female,No,0.92622,1949,2174,0.91523,0.93721
1992,46-65 y.,male,Yes,0.08142,185,2004,0.06944,0.09339
1992,46-65 y.,male,No,0.91858,1819,2004,0.90661,0.93056
1992,46-65 y.,female,Yes,0.06692,169,1916,0.05573,0.07811
1992,46-65 y.,female,No,0.93308,1747,1916,0.92189,0.94427
1992,66 and older,male,No,0.99621,520,520,0.99092,1.00150
1992,66 and older,female,No,0.99796,848,848,0.99493,1.00100
1993,17-29 y.,male,Yes,0.06032,119,1710,0.04903,0.07161
1993,17-29 y.,male,No,0.93968,1591,1710,0.92839,0.95097
1993,17-29 y.,female,Yes,0.09109,155,1712,0.07746,0.10473
1993,17-29 y.,female,No,0.90891,1557,1712,0.89527,0.92254
1993,30-45 y.,male,Yes,0.05859,123,2028,0.04836,0.06881
1993,30-45 y.,male,No,0.94141,1905,2028,0.93119,0.95164
1993,30-45 y.,female,Yes,0.06990,206,2121,0.05905,0.08076
1993,30-45 y.,female,No,0.93010,1915,2121,0.91924,0.94095
1993,46-65 y.,male,Yes,0.09508,204,2001,0.08223,0.10794
1993,46-65 y.,male,No,0.90492,1797,2001,0.89206,0.91777
1993,46-65 y.,female,Yes,0.07138,174,1899,0.05980,0.08296
1993,46-65 y.,female,No,0.92862,1725,1899,0.91704,0.94020
1993,66 and older,male,No,0.99987,545,545,0.99891,1.00083
1993,66 and older,female,No,0.99882,898,898,0.99658,1.00107
1994,17-29 y.,male,Yes,0.07830,145,1630,0.06525,0.09134
1994,17-29 y.,male,No,0.92170,1485,1630,0.90866,0.93475
1994,17-29 y.,female,Yes,0.08934,145,1684,0.07571,0.10296
1994,17-29 y.,female,No,0.91066,1539,1684,0.89704,0.92429
1994,30-45 y.,male,Yes,0.06405,151,2022,0.05338,0.07473
1994,30-45 y.,male,No,0.93595,1871,2022,0.92527,0.94662
1994,30-45 y.,female,Yes,0.08389,233,2105,0.07204,0.09573
1994,30-45 y.,female,No,0.91611,1872,2105,0.90427,0.92796
1994,46-65 y.,male,Yes,0.10951,217,1949,0.09564,0.12338
1994,46-65 y.,male,No,0.89049,1732,1949,0.87662,0.90436
1994,46-65 y.,female,Yes,0.08488,205,1909,0.07237,0.09738
1994,46-65 y.,female,No,0.91512,1704,1909,0.90262,0.92763
1994,66 and older,male,No,0.99956,559,559,0.99783,1.00130
1994,66 and older,female,No,0.99839,907,907,0.99578,1.00100
1995,17-29 y.,male,Yes,0.07594,127,1624,0.06305,0.08883
1995,17-29 y.,male,No,0.92406,1497,1624,0.91117,0.93695
1995,17-29 y.,female,Yes,0.07437,128,1689,0.06185,0.08689
1995,17-29 y.,female,No,0.92563,1561,1689,0.91311,0.93815
1995,30-45 y.,male,Yes,0.05579,134,2144,0.04608,0.06551
1995,30-45 y.,male,No,0.94421,2010,2144,0.93449,0.95392
1995,30-45 y.,female,Yes,0.09110,239,2273,0.07926,0.10293
1995,30-45 y.,female,No,0.90890,2034,2273,0.89707,0.92074
1995,46-65 y.,male,Yes,0.10918,221,2007,0.09553,0.12283
1995,46-65 y.,male,No,0.89082,1786,2007,0.87717,0.90447
1995,46-65 y.,female,Yes,0.09349,215,1910,0.08043,0.10655
1995,46-65 y.,female,No,0.90651,1695,1910,0.89345,0.91957
1995,66 and older,female,No,0.99739,899,899,0.99405,1.00073
1996,17-29 y.,male,Yes,0.07732,125,1501,0.06380,0.09083
1996,17-29 y.,male,No,0.92268,1376,1501,0.90917,0.93620
1996,17-29 y.,female,Yes,0.08567,130,1586,0.07190,0.09945
1996,17-29 y.,female,No,0.91433,1456,1586,0.90055,0.92810
1996,30-45 y.,male,Yes,0.06169,145,2143,0.05150,0.07188
1996,30-45 y.,male,No,0.93831,1998,2143,0.92812,0.94850
1996,30-45 y.,female,Yes,0.07628,202,2209,0.06521,0.08735
1996,30-45 y.,female,No,0.92372,2007,2209,0.91265,0.93479
1996,46-65 y.,male,Yes,0.11418,229,1933,0.10000,0.12836
1996,46-65 y.,male,No,0.88582,1704,1933,0.87164,0.90000
1996,46-65 y.,female,Yes,0.09798,217,1878,0.08453,0.11143
1996,46-65 y.,female,No,0.90202,1661,1878,0.88857,0.91547
1996,66 and older,female,No,0.99937,906,906,0.99774,1.00100
1997,17-29 y.,male,Yes,0.07692,121,1487,0.06337,0.09047
1997,17-29 y.,male,No,0.92308,1366,1487,0.90953,0.93663
1997,17-29 y.,female,Yes,0.08996,130,1541,0.07567,0.10425
1997,17-29 y.,female,No,0.91004,1411,1541,0.89575,0.92433
1997,30-45 y.,male,Yes,0.07655,165,2155,0.06532,0.08778
1997,30-45 y.,male,No,0.92345,1990,2155,0.91222,0.93468
1997,30-45 y.,female,Yes,0.07950,197,2210,0.06822,0.09078
1997,30-45 y.,female,No,0.92050,2013,2210,0.90922,0.93178
1997,46-65 y.,male,Yes,0.12411,256,1929,0.10940,0.13883
1997,46-65 y.,male,No,0.87589,1673,1929,0.86117,0.89060
1997,46-65 y.,female,Yes,0.09134,213,1923,0.07846,0.10422
1997,46-65 y.,female,No,0.90866,1710,1923,0.89578,0.92154
1997,66 and older,male,No,0.99574,635,635,0.99068,1.00081
1998,17-29 y.,male,Yes,0.08007,140,1558,0.06659,0.09355
1998,17-29 y.,male,No,0.91993,1418,1558,0.90645,0.93341
1998,17-29 y.,female,Yes,0.06624,112,1587,0.05400,0.07848
1998,17-29 y.,female,No,0.93376,1475,1587,0.92152,0.94600
1998,30-45 y.,male,Yes,0.07288,173,2345,0.06236,0.08340
1998,30-45 y.,male,No,0.92712,2172,2345,0.91660,0.93764
1998,30-45 y.,female,Yes,0.07891,218,2428,0.06818,0.08963
1998,30-45 y.,female,No,0.92109,2210,2428,0.91037,0.93182
1998,46-65 y.,male,Yes,0.10989,262,2156,0.09668,0.12309
1998,46-65 y.,male,No,0.89011,1894,2156,0.87691,0.90332
1998,46-65 y.,female,Yes,0.09126,235,2184,0.07918,0.10334
1998,46-65 y.,female,No,0.90874,1949,2184,0.89666,0.92082
1998,66 and older,male,No,0.99781,755,755,0.99448,1.00115
1998,66 and older,female,No,0.99196,1090,1090,0.98665,0.99726
1999,17-29 y.,male,Yes,0.08475,120,1441,0.07037,0.09914
1999,17-29 y.,male,No,0.91525,1321,1441,0.90086,0.92963
1999,17-29 y.,female,Yes,0.05599,92,1519,0.04443,0.06756
1999,17-29 y.,female,No,0.94401,1427,1519,0.93244,0.95557
1999,30-45 y.,male,Yes,0.05230,128,2322,0.04324,0.06136
1999,30-45 y.,male,No,0.94770,2194,2322,0.93864,0.95676
1999,30-45 y.,female,Yes,0.07628,185,2369,0.06559,0.08697
1999,30-45 y.,female,No,0.92372,2184,2369,0.91303,0.93441
1999,46-65 y.,male,Yes,0.10163,238,2069,0.08861,0.11466
1999,46-65 y.,male,No,0.89837,1831,2069,0.88534,0.91139
1999,46-65 y.,female,Yes,0.07379,189,2096,0.06260,0.08499
1999,46-65 y.,female,No,0.92621,1907,2096,0.91501,0.93740
2000,17-29 y.,male,Yes,0.06010,139,2224,0.05022,0.06998
2000,17-29 y.,male,No,0.93990,2085,2224,0.93002,0.94978
2000,17-29 y.,female,Yes,0.04969,118,2354,0.04091,0.05847
2000,17-29 y.,female,No,0.95031,2236,2354,0.94153,0.95909
2000,30-45 y.,male,Yes,0.05454,244,3993,0.04749,0.06158
2000,30-45 y.,male,No,0.94546,3749,3993,0.93842,0.95251
2000,30-45 y.,female,Yes,0.06747,314,4172,0.05985,0.07508
2000,30-45 y.,female,No,0.93253,3858,4172,0.92492,0.94015
2000,46-65 y.,male,Yes,0.08477,364,3831,0.07595,0.09359
2000,46-65 y.,male,No,0.91523,3467,3831,0.90641,0.92405
2000,46-65 y.,female,Yes,0.06887,321,3936,0.06096,0.07678
2000,46-65 y.,female,No,0.93113,3615,3936,0.92322,0.93904
2000,66 and older,female,No,0.99948,2061,2061,0.99849,1.00046
2001,17-29 y.,male,Yes,0.06295,130,1981,0.05225,0.07365
2001,17-29 y.,male,No,0.93705,1851,1981,0.92635,0.94775
2001,17-29 y.,female,Yes,0.06024,127,2118,0.05010,0.07038
2001,17-29 y.,female,No,0.93976,1991,2118,0.92962,0.94990
2001,30-45 y.,male,Yes,0.06619,234,3542,0.05800,0.07437
2001,30-45 y.,male,No,0.93381,3308,3542,0.92563,0.94200
2001,30-45 y.,female,Yes,0.06541,273,3786,0.05753,0.07329
2001,30-45 y.,female,No,0.93459,3513,3786,0.92671,0.94247
2001,46-65 y.,male,Yes,0.09063,324,3525,0.08115,0.10011
2001,46-65 y.,male,No,0.90937,3201,3525,0.89989,0.91885
2001,46-65 y.,female,Yes,0.07870,309,3570,0.06987,0.08754
2001,46-65 y.,female,No,0.92130,3261,3570,0.91246,0.93013
2001,66 and older,male,No,0.99666,1473,1473,0.99371,0.99961
2001,66 and older,female,No,0.99913,1921,1921,0.99782,1.00045
2002,17-29 y.,male,Yes,0.08131,144,2016,0.06937,0.09324
2002,17-29 y.,male,No,0.91869,1872,2016,0.90676,0.93063
2002,17-29 y.,female,Yes,0.07196,129,2125,0.06097,0.08295
2002,17-29 y.,female,No,0.92804,1996,2125,0.91705,0.93903
2002,30-45 y.,male,Yes,0.07184,245,3565,0.06336,0.08031
2002,30-45 y.,male,No,0.92816,3320,3565,0.91969,0.93664
2002,30-45 y.,female,Yes,0.08012,274,3875,0.07157,0.08867
2002,30-45 y.,female,No,0.91988,3601,3875,0.91133,0.92843
2002,46-65 y.,male,Yes,0.10320,323,3929,0.09369,0.11272
2002,46-65 y.,male,No,0.89680,3606,3929,0.88728,0.90631
2002,46-65 y.,female,Yes,0.07828,305,3925,0.06988,0.08669
2002,46-65 y.,female,No,0.92172,3620,3925,0.91331,0.93012
2002,66 and older,male,No,0.99937,1616,1616,0.99814,1.00059
2002,66 and older,female,No,0.99876,1972,1972,0.99720,1.00031
2003,17-29 y.,male,Yes,0.10202,171,1932,0.08852,0.11552
2003,17-29 y.,male,No,0.89798,1761,1932,0.88448,0.91148
2003,17-29 y.,female,Yes,0.07028,135,2074,0.05928,0.08129
2003,17-29 y.,female,No,0.92972,1939,2074,0.91871,0.94072
2003,30-45 y.,male,Yes,0.09557,293,3329,0.08558,0.10556
2003,30-45 y.,male,No,0.90443,3036,3329,0.89444,0.91442
2003,30-45 y.,female,Yes,0.08933,300,3607,0.08002,0.09863
2003,30-45 y.,female,No,0.91067,3307,3607,0.90137,0.91998
2003,46-65 y.,male,Yes,0.09831,312,3755,0.08879,0.10783
2003,46-65 y.,male,No,0.90169,3443,3755,0.89217,0.91121
2003,46-65 y.,female,Yes,0.08851,315,3817,0.07949,0.09752
2003,46-65 y.,female,No,0.91149,3502,3817,0.90248,0.92051
2003,66 and older,male,No,0.99900,1658,1658,0.99748,1.00052
2003,66 and older,female,No,0.99671,1982,1982,0.99419,0.99923
2004,17-29 y.,male,Yes,0.11581,176,1911,0.10146,0.13016
2004,17-29 y.,male,No,0.88419,1735,1911,0.86984,0.89854
2004,17-29 y.,female,Yes,0.06996,132,2047,0.05891,0.08101
2004,17-29 y.,female,No,0.93004,1915,2047,0.91899,0.94109
2004,30-45 y.,male,Yes,0.09423,261,3126,0.08399,0.10447
2004,30-45 y.,male,No,0.90577,2865,3126,0.89553,0.91601
2004,30-45 y.,female,Yes,0.10263,306,3403,0.09244,0.11283
2004,30-45 y.,female,No,0.89737,3097,3403,0.88717,0.90756
2004,46-65 y.,male,Yes,0.11728,349,3626,0.10681,0.12776
2004,46-65 y.,male,No,0.88272,3277,3626,0.87224,0.89319
2004,46-65 y.,female,Yes,0.09234,315,3739,0.08306,0.10162
2004,46-65 y.,female,No,0.90766,3424,3739,0.89838,0.91694
2005,17-29 y.,male,Yes,0.13011,190,1829,0.11468,0.14553
2005,17-29 y.,male,No,0.86989,1639,1829,0.85447,0.88532
2005,17-29 y.,female,Yes,0.09353,160,1998,0.08076,0.10630
2005,17-29 y.,female,No,0.90647,1838,1998,0.89370,0.91924
2005,30-45 y.,male,Yes,0.10118,253,2903,0.09021,0.11215
2005,30-45 y.,male,No,0.89882,2650,2903,0.88785,0.90979
2005,30-45 y.,female,Yes,0.09591,284,3185,0.08568,0.10614
2005,30-45 y.,female,No,0.90409,2901,3185,0.89386,0.91432
2005,46-65 y.,male,Yes,0.10954,319,3431,0.09909,0.12000
2005,46-65 y.,male,No,0.89046,3112,3431,0.88000,0.90091
2005,46-65 y.,female,Yes,0.08846,282,3585,0.07916,0.09776
2005,46-65 y.,female,No,0.91154,3303,3585,0.90224,0.92084
2006,17-29 y.,male,Yes,0.12155,189,1762,0.10629,0.13681
2006,17-29 y.,male,No,0.87845,1573,1762,0.86319,0.89371
2006,17-29 y.,female,Yes,0.11911,201,1918,0.10460,0.13361
2006,17-29 y.,female,No,0.88089,1717,1918,0.86639,0.89540
2006,30-45 y.,male,Yes,0.09422,261,2975,0.08372,0.10472
2006,30-45 y.,male,No,0.90578,2714,2975,0.89528,0.91628
2006,30-45 y.,female,Yes,0.10292,299,3305,0.09256,0.11328
2006,30-45 y.,female,No,0.89708,3006,3305,0.88672,0.90744
2006,46-65 y.,male,Yes,0.11748,360,3654,0.10704,0.12792
2006,46-65 y.,male,No,0.88252,3294,3654,0.87208,0.89296
2006,46-65 y.,female,Yes,0.09854,327,3923,0.08922,0.10787
2006,46-65 y.,female,No,0.90146,3596,3923,0.89213,0.91078
2006,66 and older,male,No,0.99922,2078,2078,0.99802,1.00042
2007,17-29 y.,male,Yes,0.11919,148,1629,0.10345,0.13493
2007,17-29 y.,male,No,0.88081,1481,1629,0.86507,0.89655
2007,17-29 y.,female,Yes,0.10672,165,1769,0.09233,0.12111
2007,17-29 y.,female,No,0.89328,1604,1769,0.87889,0.90767
2007,30-45 y.,male,Yes,0.07709,187,2708,0.06704,0.08714
2007,30-45 y.,male,No,0.92291,2521,2708,0.91286,0.93296
2007,30-45 y.,female,Yes,0.10636,268,3001,0.09533,0.11739
2007,30-45 y.,female,No,0.89364,2733,3001,0.88261,0.90467
2007,46-65 y.,male,Yes,0.09548,284,3397,0.08560,0.10537
2007,46-65 y.,male,No,0.90452,3113,3397,0.89463,0.91440
2007,46-65 y.,female,Yes,0.10142,314,3663,0.09165,0.11120
2007,46-65 y.,female,No,0.89858,3349,3663,0.88880,0.90835
2007,66 and older,female,No,0.99964,2302,2302,0.99887,1.00041
2008,17-29 y.,male,Yes,0.08588,117,1512,0.07175,0.10001
2008,17-29 y.,male,No,0.91412,1395,1512,0.89999,0.92825
2008,17-29 y.,female,Yes,0.08724,135,1645,0.07360,0.10088
2008,17-29 y.,female,No,0.91276,1510,1645,0.89912,0.92640
2008,30-45 y.,male,Yes,0.06158,145,2463,0.05209,0.07108
2008,30-45 y.,male,No,0.93842,2318,2463,0.92892,0.94791
2008,30-45 y.,female,Yes,0.08585,221,2706,0.07529,0.09641
2008,30-45 y.,female,No,0.91415,2485,2706,0.90359,0.92471
2008,46-65 y.,male,Yes,0.10109,263,3194,0.09064,0.11155
2008,46-65 y.,male,No,0.89891,2931,3194,0.88845,0.90936
2008,46-65 y.,female,Yes,0.09354,271,3500,0.08389,0.10319
2008,46-65 y.,female,No,0.90646,3229,3500,0.89681,0.91611
2008,66 and older,male,No,0.99862,2033,2033,0.99700,1.00023
2008,66 and older,female,No,0.99989,2259,2259,0.99947,1.00032
2009,17-29 y.,male,Yes,0.10376,123,1397,0.08777,0.11976
2009,17-29 y.,male,No,0.89624,1274,1397,0.88024,0.91223
2009,17-29 y.,female,Yes,0.08568,132,1457,0.07131,0.10006
2009,17-29 y.,female,No,0.91432,1325,1457,0.89994,0.92869
2009,30-45 y.,male,Yes,0.06770,147,2205,0.05721,0.07819
2009,30-45 y.,male,No,0.93230,2058,2205,0.92181,0.94279
2009,30-45 y.,female,Yes,0.08296,188,2470,0.07208,0.09384
2009,30-45 y.,female,No,0.91704,2282,2470,0.90616,0.92792
2009,46-65 y.,male,Yes,0.10128,242,3015,0.09051,0.11205
2009,46-65 y.,male,No,0.89872,2773,3015,0.88795,0.90949
2009,46-65 y.,female,Yes,0.09340,237,3310,0.08348,0.10331
2009,46-65 y.,female,No,0.90660,3073,3310,0.89669,0.91652
2009,66 and older,female,No,0.99953,2181,2181,0.99861,1.00044
2010,17-29 y.,male,Yes,0.10029,173,1705,0.08603,0.11456
2010,17-29 y.,male,No,0.89971,1532,1705,0.88544,0.91397
2010,17-29 y.,female,Yes,0.09057,365,2214,0.07861,0.10253
2010,17-29 y.,female,No,0.90943,1849,2214,0.89747,0.92139
2010,30-45 y.,male,Yes,0.08328,328,3938,0.07465,0.09191
2010,30-45 y.,male,No,0.91672,3610,3938,0.90809,0.92535
2010,30-45 y.,female,Yes,0.08608,586,5131,0.07841,0.09376
2010,30-45 y.,female,No,0.91392,4545,5131,0.90624,0.92159
2010,46-65 y.,male,Yes,0.10050,291,3345,0.09031,0.11069
2010,46-65 y.,male,No,0.89950,3054,3345,0.88931,0.90969
2010,46-65 y.,female,Yes,0.09186,318,3607,0.08243,0.10129
2010,46-65 y.,female,No,0.90814,3289,3607,0.89871,0.91757
2010,66 and older,female,No,0.99967,2104,2104,0.99890,1.00045
2011,17-29 y.,male,Yes,0.08641,176,1877,0.07369,0.09912
2011,17-29 y.,male,No,0.91359,1701,1877,0.90088,0.92631
2011,17-29 y.,female,Yes,0.07255,289,2297,0.06194,0.08316
2011,17-29 y.,female,No,0.92745,2008,2297,0.91684,0.93806
2011,30-45 y.,male,Yes,0.06481,289,4168,0.05733,0.07228
2011,30-45 y.,male,No,0.93519,3879,4168,0.92772,0.94267
2011,30-45 y.,female,Yes,0.07769,615,5761,0.07078,0.08461
2011,30-45 y.,female,No,0.92231,5146,5761,0.91539,0.92922
2011,46-65 y.,male,Yes,0.08789,334,4331,0.07945,0.09632
2011,46-65 y.,male,No,0.91211,3997,4331,0.90368,0.92055
2011,46-65 y.,female,Yes,0.07556,393,4792,0.06808,0.08305
2011,46-65 y.,female,No,0.92444,4399,4792,0.91695,0.93192
2011,66 and older,male,No,0.99980,2472,2472,0.99925,1.00036
2011,66 and older,female,No,0.99992,2669,2669,0.99957,1.00026
2012,17-29 y.,male,Yes,0.08591,163,1857,0.07316,0.09866
2012,17-29 y.,male,No,0.91409,1694,1857,0.90134,0.92684
2012,17-29 y.,female,Yes,0.07655,237,2124,0.06524,0.08786
2012,17-29 y.,female,No,0.92345,1887,2124,0.91214,0.93476
2012,30-45 y.,male,Yes,0.06455,249,3784,0.05672,0.07238
2012,30-45 y.,male,No,0.93545,3535,3784,0.92762,0.94328
2012,30-45 y.,female,Yes,0.07723,539,5290,0.07004,0.08443
2012,30-45 y.,female,No,0.92277,4751,5290,0.91557,0.92996
2012,46-65 y.,male,Yes,0.08699,354,4383,0.07864,0.09533
2012,46-65 y.,male,No,0.91301,4029,4383,0.90467,0.92136
2012,46-65 y.,female,Yes,0.08000,422,4992,0.07247,0.08752
2012,46-65 y.,female,No,0.92000,4570,4992,0.91248,0.92753
2012,66 and older,male,No,0.99930,2526,2526,0.99827,1.00033
2013,17-29 y.,male,Yes,0.08211,201,2352,0.07102,0.09321
2013,17-29 y.,male,No,0.91789,2151,2352,0.90679,0.92898
2013,17-29 y.,female,Yes,0.08065,295,2673,0.07032,0.09097
2013,17-29 y.,female,No,0.91935,2378,2673,0.90903,0.92968
2013,30-45 y.,male,Yes,0.07933,386,4371,0.07132,0.08734
2013,30-45 y.,male,No,0.92067,3985,4371,0.91266,0.92868
2013,30-45 y.,female,Yes,0.08998,703,5992,0.08273,0.09723
2013,30-45 y.,female,No,0.91002,5289,5992,0.90277,0.91727
2013,46-65 y.,male,Yes,0.08641,447,4805,0.07846,0.09435
2013,46-65 y.,male,No,0.91359,4358,4805,0.90565,0.92154
2013,46-65 y.,female,Yes,0.07416,486,5384,0.06716,0.08116
2013,46-65 y.,female,No,0.92584,4898,5384,0.91884,0.93284
2013,66 and older,male,No,0.99889,2450,2450,0.99757,1.00021
2014,17-29 y.,male,Yes,0.07823,165,2049,0.06660,0.08986
2014,17-29 y.,male,No,0.92177,1884,2049,0.91014,0.93340
2014,17-29 y.,female,Yes,0.06796,203,2246,0.05755,0.07837
2014,17-29 y.,female,No,0.93204,2043,2246,0.92163,0.94245
2014,30-45 y.,male,Yes,0.08868,314,3600,0.07939,0.09796
2014,30-45 y.,male,No,0.91132,3286,3600,0.90204,0.92061
2014,30-45 y.,female,Yes,0.08868,524,4918,0.08073,0.09662
2014,30-45 y.,female,No,0.91132,4394,4918,0.90338,0.91927
2014,46-65 y.,male,Yes,0.08088,365,4355,0.07278,0.08898
2014,46-65 y.,male,No,0.91912,3990,4355,0.91102,0.92722
2014,46-65 y.,female,Yes,0.07061,412,4955,0.06348,0.07774
2014,46-65 y.,female,No,0.92939,4543,4955,0.92226,0.93652
2014,66 and older,male,No,0.99929,2424,2424,0.99824,1.00035
2014,66 and older,female,No,0.99981,2527,2527,0.99928,1.00035
2015,17-29 y.,male,Yes,0.08134,185,2108,0.06967,0.09302
