year,sampreg,plb0021,proportion,n,lower_confidence,upper_confidence
2012,Westdeutschland,Ja,0.04400376347977129,40229,0.041999478578178526,0.04600804838136406
2012,Ostdeutschland,Ja,0.027176666425417963,40229,0.025587748245799468,0.02876558460503646
2013,Westdeutschland,Nein,0.7420187563310786,44486,0.7379529573727265,0.7460845552894307
2013,Ostdeutschland,Nein,0.1755383459137993,44486,0.1720031326001882,0.1790735592274104
2013,Westdeutschland,Ja,0.05849099761461295,44486,0.056310271394281707,0.06067172383494419
2013,Ostdeutschland,Ja,0.0239519001405091,44486,0.022531044391187798,0.0253727558898304
2014,Westdeutschland,Nein,0.7432317636195752,38694,0.7388789804093703,0.7475845468297801
2014,Ostdeutschland,Nein,0.1834533702677747,38694,0.17959692119686144,0.18730981933868796
2014,Westdeutschland,Ja,0.05063711911357341,38694,0.048452453987518615,0.0528217842396282
2014,Ostdeutschland,Ja,0.02267774699907664,38694,0.021194364658975673,0.024161129339177606
2015,Westdeutschland,Nein,0.743706581011429,38036,0.7393189692538433,0.7480941927690146
2015,Ostdeutschland,Nein,0.18054829312019122,38036,0.17668269209666881,0.18441389414371362
2015,Westdeutschland,Ja,0.05441846567565549,38036,0.052138746828846345,0.05669818452246463
2015,Ostdeutschland,Ja,0.021326660192724285,38036,0.019874752669866415,0.022778567715582156
2016,Westdeutschland,Nein,0.7439255415534141,41132,0.7397074692082155,0.7481436138986126
2016,Ostdeutschland,Nein,0.18701095461658843,41132,0.18324268448307857,0.1907792247500983
2016,Westdeutschland,Ja,0.04880158141833457,41132,0.04671939952580563,0.050883763310863514
2016,Ostdeutschland,Ja,0.02026192241166296,41132,0.018900284999822242,0.021623559823503676
2017,Westdeutschland,Nein,0.72228623302259,45410,0.7181668355929731,0.7264056304522069
2017,Ostdeutschland,Nein,0.18620159910617645,45410,0.1826212082471782,0.1897819899651747
2017,Westdeutschland,Ja,0.06951572919939947,45410,0.06717648059086068,0.07185497780793826
2017,Ostdeutschland,Ja,0.021996438671834085,45410,0.020647392777323893,0.023345484566344277
2018,Westdeutschland,Nein,0.7149701430356895,43121,0.7107092484495429,0.7192310376218362
2018,Ostdeutschland,Nein,0.1818844604915984,43121,0.1782434931918506,0.1855254277913462
2018,Westdeutschland,Ja,0.07832245521455354,43121,0.0757864840600748,0.08085842636903229
2018,Ostdeutschland,Ja,0.02482294125815859,43121,0.0233544207457937,0.02629146177052348
2019,Westdeutschland,Nein,0.7197777391908318,42417,0.7155037185172164,0.7240517598644471
2019,Ostdeutschland,Nein,0.18728945997569021,42417,0.18357658169876756,0.19100233825261287
2019,Westdeutschland,Ja,0.07028998089946172,42417,0.06785718001511677,0.07272278178380666
2019,Ostdeutschland,Ja,0.020003472825143254,42417,0.018671022382691162,0.021335923267595345
2019,-2,Nein,0.002430977600277826,42417,0.001962328214055856,0.002899626986499796
2019,-2,Ja,0.00020836950859524223,42417,7.101025287551812e-05,0.00034572876431496636
2020,Westdeutschland,Nein,0.7386483632523759,42741,0.7344828817149969,0.742813844789755
2020,Ostdeutschland,Nein,0.18211897219288983,42741,0.17846002287215582,0.18577792151362385
2020,Westdeutschland,Ja,0.06029567053854277,42741,0.05803897790967462,0.06255236316741092
2020,Ostdeutschland,Ja,0.01893699401619148,42741,0.0176447703141849,0.02022921771819806
2021,Westdeutschland,Nein,0.7455424442480636,27598,0.7404036511947356,0.7506812373013916
2021,Ostdeutschland,Nein,0.18557987212143265,27598,0.18099310225172838,0.19016664199113692
2021,Westdeutschland,Ja,0.05312678692103758,27598,0.05048060342231988,0.055772970419755284
2021,Ostdeutschland,Ja,0.015750896709466132,27598,0.014281894591798284,0.01721989882713398
