year,regtyp,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Rural regions,male,No,0.76137,3374,3687,0.74761,0.77513
2001,Rural regions,female,Yes,0.06377,353,3898,0.05610,0.07144
2001,Rural regions,female,No,0.76768,3545,3898,0.75442,0.78094
2002,Urban regions,male,Yes,0.04851,381,7367,0.04361,0.05342
2002,Urban regions,male,No,0.77205,6986,7367,0.76247,0.78163
2002,Urban regions,female,Yes,0.04466,391,7936,0.04012,0.04921
2002,Urban regions,female,No,0.79688,7545,7936,0.78803,0.80574
2002,Rural regions,male,Yes,0.08059,332,3760,0.07189,0.08929
2002,Rural regions,male,No,0.74602,3428,3760,0.73210,0.75993
2002,Rural regions,female,Yes,0.06116,319,3963,0.05370,0.06863
2002,Rural regions,female,No,0.77412,3644,3963,0.76110,0.78714
2003,Urban regions,male,Yes,0.05677,445,7088,0.05138,0.06215
2003,Urban regions,male,No,0.76646,6643,7088,0.75661,0.77631
2003,Urban regions,female,Yes,0.04805,422,7674,0.04326,0.05283
2003,Urban regions,female,No,0.79165,7252,7674,0.78257,0.80074
2003,Rural regions,male,Yes,0.08679,333,3588,0.07758,0.09600
2003,Rural regions,male,No,0.74173,3255,3588,0.72741,0.75606
2003,Rural regions,female,Yes,0.06932,336,3814,0.06126,0.07739
2003,Rural regions,female,No,0.77222,3478,3814,0.75891,0.78553
2004,Urban regions,male,Yes,0.06206,450,6879,0.05636,0.06776
2004,Urban regions,male,No,0.76414,6429,6879,0.75410,0.77417
2004,Urban regions,female,Yes,0.05143,430,7497,0.04643,0.05643
2004,Urban regions,female,No,0.79131,7067,7497,0.78211,0.80051
2004,Rural regions,male,Yes,0.09597,336,3501,0.08622,0.10573
2004,Rural regions,male,No,0.74114,3165,3501,0.72663,0.75566
2004,Rural regions,female,Yes,0.07182,323,3735,0.06354,0.08010
2004,Rural regions,female,No,0.77428,3412,3735,0.76087,0.78768
2005,Urban regions,male,Yes,0.06700,440,6572,0.06096,0.07305
2005,Urban regions,male,No,0.76435,6132,6572,0.75409,0.77462
2005,Urban regions,female,Yes,0.05463,413,7211,0.04939,0.05988
2005,Urban regions,female,No,0.79540,6798,7211,0.78609,0.80471
2005,Rural regions,male,Yes,0.09280,322,3326,0.08294,0.10266
2005,Rural regions,male,No,0.74391,3004,3326,0.72908,0.75875
2005,Rural regions,female,Yes,0.06973,313,3588,0.06139,0.07806
2005,Rural regions,female,No,0.77959,3275,3588,0.76603,0.79316
2006,Urban regions,male,Yes,0.06574,459,6893,0.05989,0.07159
2006,Urban regions,male,No,0.76142,6434,6893,0.75136,0.77149
2006,Urban regions,female,Yes,0.06121,480,7595,0.05582,0.06661
2006,Urban regions,female,No,0.78085,7115,7595,0.77154,0.79015
2006,Rural regions,male,Yes,0.08760,353,3578,0.07833,0.09686
2006,Rural regions,male,No,0.73595,3225,3578,0.72150,0.75039
2006,Rural regions,female,Yes,0.07578,347,3901,0.06748,0.08409
2006,Rural regions,female,No,0.76763,3554,3901,0.75437,0.78088
2007,Urban regions,male,Yes,0.05884,359,6384,0.05307,0.06461
2007,Urban regions,male,No,0.76670,6025,6384,0.75632,0.77707
2007,Urban regions,female,Yes,0.06063,430,7102,0.05508,0.06618
2007,Urban regions,female,No,0.77838,6672,7102,0.76872,0.78804
2007,Rural regions,male,Yes,0.06770,260,3389,0.05924,0.07616
2007,Rural regions,male,No,0.76027,3129,3389,0.74589,0.77464
2007,Rural regions,female,Yes,0.07590,318,3634,0.06728,0.08451
2007,Rural regions,female,No,0.77899,3316,3634,0.76550,0.79248
2008,Urban regions,male,Yes,0.05027,286,6016,0.04475,0.05579
2008,Urban regions,male,No,0.78120,5730,6016,0.77075,0.79165
2008,Urban regions,female,Yes,0.05157,358,6685,0.04626,0.05687
2008,Urban regions,female,No,0.79094,6327,6685,0.78119,0.80069
2008,Rural regions,male,Yes,0.06548,242,3189,0.05689,0.07407
2008,Rural regions,male,No,0.76736,2947,3189,0.75269,0.78202
2008,Rural regions,female,Yes,0.06611,270,3426,0.05779,0.07443
2008,Rural regions,female,No,0.79449,3156,3426,0.78095,0.80802
2009,Urban regions,male,Yes,0.05465,285,5552,0.04867,0.06063
2009,Urban regions,male,No,0.78084,5267,5552,0.76996,0.79172
2009,Urban regions,female,Yes,0.04922,311,6166,0.04382,0.05462
2009,Urban regions,female,No,0.79712,5855,6166,0.78708,0.80716
2009,Rural regions,male,Yes,0.06857,227,3045,0.05959,0.07755
2009,Rural regions,male,No,0.76760,2818,3045,0.75260,0.78261
2009,Rural regions,female,Yes,0.06883,248,3254,0.06013,0.07753
2009,Rural regions,female,No,0.79256,3006,3254,0.77863,0.80649
2010,Urban regions,male,Yes,0.06244,490,7094,0.05681,0.06807
2010,Urban regions,male,No,0.77349,6604,7094,0.76375,0.78324
2010,Urban regions,female,Yes,0.05231,750,8575,0.04759,0.05702
2010,Urban regions,female,No,0.79718,7825,8575,0.78867,0.80570
2010,Rural regions,male,Yes,0.06194,302,3814,0.05429,0.06959
2010,Rural regions,male,No,0.77989,3512,3814,0.76674,0.79304
2010,Rural regions,female,Yes,0.06485,520,4482,0.05764,0.07206
2010,Rural regions,female,No,0.79161,3962,4482,0.77972,0.80350
2011,Urban regions,male,Yes,0.04941,449,8186,0.04472,0.05411
2011,Urban regions,male,No,0.77788,7737,8186,0.76888,0.78689
2011,Urban regions,female,Yes,0.04207,739,10026,0.03814,0.04600
2011,Urban regions,female,No,0.80310,9287,10026,0.79532,0.81089
2011,Rural regions,male,Yes,0.05709,351,4663,0.05043,0.06375
2011,Rural regions,male,No,0.77769,4312,4663,0.76575,0.78963
2011,Rural regions,female,Yes,0.05760,559,5494,0.05144,0.06376
2011,Rural regions,female,No,0.79316,4935,5494,0.78245,0.80387
2012,Urban regions,male,Yes,0.04749,432,7909,0.04281,0.05218
2012,Urban regions,male,No,0.78187,7477,7909,0.77277,0.79098
2012,Urban regions,female,Yes,0.04246,682,9625,0.03843,0.04649
2012,Urban regions,female,No,0.80207,8943,9625,0.79411,0.81003
2012,Rural regions,male,Yes,0.06097,337,4644,0.05409,0.06785
2012,Rural regions,male,No,0.78016,4307,4644,0.76824,0.79207
2012,Rural regions,female,Yes,0.06198,516,5457,0.05558,0.06838
2012,Rural regions,female,No,0.79017,4941,5457,0.77936,0.80097
2013,Urban regions,male,Yes,0.04593,638,9168,0.04165,0.05022
2013,Urban regions,male,No,0.78493,8530,9168,0.77652,0.79334
2013,Urban regions,female,Yes,0.04729,937,11005,0.04332,0.05126
2013,Urban regions,female,No,0.79918,10068,11005,0.79170,0.80667
2013,Rural regions,male,Yes,0.07155,401,4815,0.06427,0.07883
2013,Rural regions,male,No,0.76878,4414,4815,0.75687,0.78069
2013,Rural regions,female,Yes,0.05690,547,5635,0.05085,0.06295
2013,Rural regions,female,No,0.79926,5088,5635,0.78880,0.80972
2014,Urban regions,male,Yes,0.04763,515,8066,0.04298,0.05228
2014,Urban regions,male,No,0.78452,7551,8066,0.77554,0.79349
2014,Urban regions,female,Yes,0.04560,716,9592,0.04142,0.04977
2014,Urban regions,female,No,0.79846,8876,9592,0.79044,0.80649
2014,Rural regions,male,Yes,0.06712,330,4363,0.05970,0.07455
2014,Rural regions,male,No,0.77881,4033,4363,0.76649,0.79112
2014,Rural regions,female,Yes,0.05079,424,5055,0.04474,0.05684
2014,Rural regions,female,No,0.80801,4631,5055,0.79715,0.81887
2015,Urban regions,male,Yes,0.05279,557,8001,0.04789,0.05769
2015,Urban regions,male,No,0.78501,7444,8001,0.77601,0.79402
2015,Urban regions,female,Yes,0.04638,749,9491,0.04215,0.05061
2015,Urban regions,female,No,0.80061,8742,9491,0.79257,0.80865
2015,Rural regions,male,Yes,0.06102,315,4305,0.05387,0.06817
2015,Rural regions,male,No,0.77916,3990,4305,0.76677,0.79155
2015,Rural regions,female,Yes,0.04624,407,4980,0.04040,0.05207
2015,Rural regions,female,No,0.80973,4573,4980,0.79883,0.82063
2016,Urban regions,male,Yes,0.05013,463,7190,0.04509,0.05517
2016,Urban regions,male,No,0.77671,6727,7190,0.76709,0.78634
2016,Urban regions,female,Yes,0.04264,590,8589,0.03836,0.04691
2016,Urban regions,female,No,0.80168,7999,8589,0.79325,0.81011
2016,Rural regions,male,Yes,0.05940,259,3933,0.05201,0.06679
2016,Rural regions,male,No,0.77273,3674,3933,0.75963,0.78583
2016,Rural regions,female,Yes,0.04589,365,4570,0.03982,0.05196
2016,Rural regions,female,No,0.80517,4205,4570,0.79369,0.81666
2017,Urban regions,male,Yes,0.05137,919,8783,0.04675,0.05599
2017,Urban regions,male,No,0.77643,7864,8783,0.76771,0.78514
2017,Urban regions,female,Yes,0.04037,888,9895,0.03649,0.04424
2017,Urban regions,female,No,0.80243,9007,9895,0.79458,0.81028
2017,Rural regions,male,Yes,0.05438,400,4761,0.04794,0.06082
2017,Rural regions,male,No,0.77847,4361,4761,0.76667,0.79027
2017,Rural regions,female,Yes,0.04244,414,5202,0.03696,0.04792
2017,Rural regions,female,No,0.80716,4788,5202,0.79643,0.81788
2018,Urban regions,male,Yes,0.05059,1037,9031,0.04607,0.05511
2018,Urban regions,male,No,0.78594,7994,9031,0.77748,0.79440
2018,Urban regions,female,Yes,0.04021,1005,9981,0.03635,0.04406
2018,Urban regions,female,No,0.80761,8976,9981,0.79988,0.81534
2018,Rural regions,male,Yes,0.05025,447,4657,0.04398,0.05653
2018,Rural regions,male,No,0.78365,4210,4657,0.77183,0.79548
2018,Rural regions,female,Yes,0.04418,482,5135,0.03855,0.04980
2018,Rural regions,female,No,0.81025,4653,5135,0.79952,0.82098
2019,Urban regions,male,Yes,0.04128,845,9115,0.03720,0.04537
2019,Urban regions,male,No,0.78844,8270,9115,0.78005,0.79682
2019,Urban regions,female,Yes,0.03830,887,9526,0.03444,0.04215
2019,Urban regions,female,No,0.80520,8639,9526,0.79724,0.81315
2019,Rural regions,male,Yes,0.04960,408,4700,0.04339,0.05580
2019,Rural regions,male,No,0.78304,4292,4700,0.77125,0.79482
2019,Rural regions,female,Yes,0.03953,430,4901,0.03407,0.04499
2019,Rural regions,female,No,0.80770,4471,4901,0.79667,0.81874
2020,Urban regions,male,Yes,0.03941,743,9385,0.03547,0.04334
2020,Urban regions,male,No,0.78557,8642,9385,0.77727,0.79388
2020,Urban regions,female,Yes,0.03923,800,9672,0.03536,0.04310
2020,Urban regions,female,No,0.80333,8872,9672,0.79540,0.81125
2020,Rural regions,male,Yes,0.04959,338,4583,0.04330,0.05587
2020,Rural regions,male,No,0.77993,4245,4583,0.76793,0.79192
2020,Rural regions,female,Yes,0.03665,370,4763,0.03131,0.04198
2020,Rural regions,female,No,0.79892,4393,4763,0.78753,0.81030
2021,Urban regions,male,Yes,0.04153,450,6353,0.03662,0.04644
2021,Urban regions,male,No,0.77391,5903,6353,0.76362,0.78419
2021,Urban regions,female,Yes,0.03991,511,6688,0.03522,0.04460
2021,Urban regions,female,No,0.79477,6177,6688,0.78509,0.80445
2021,Rural regions,male,Yes,0.04391,171,2983,0.03655,0.05126
2021,Rural regions,male,No,0.79084,2812,2983,0.77624,0.80544
2021,Rural regions,female,Yes,0.03074,192,3205,0.02476,0.03671
2021,Rural regions,female,No,0.79970,3013,3205,0.78585,0.81356
2022,Urban regions,male,Yes,0.03242,461,9382,0.02883,0.03600
2022,Urban regions,male,No,0.78322,8921,9382,0.77489,0.79156
2022,Urban regions,female,Yes,0.03259,521,9663,0.02905,0.03613
2022,Urban regions,female,No,0.79652,9142,9663,0.78850,0.80455
2022,Rural regions,male,Yes,0.03044,185,4192,0.02524,0.03564
2022,Rural regions,male,No,0.79630,4007,4192,0.78411,0.80850
2022,Rural regions,female,Yes,0.02750,246,4589,0.02276,0.03223
2022,Rural regions,female,No,0.81339,4343,4589,0.80212,0.82466
