year,bula_h,sampreg,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,North Rhine-Westphalia,West,No,0.76839,2360,2465,0.75173,0.78505
1992,Hesse,West,Yes,0.02740,37,935,0.01693,0.03787
1992,Hesse,West,No,0.80439,898,935,0.77895,0.82983
1992,"Rhineland-Palatinate, Saarland",West,No,0.78765,619,619,0.75540,0.81989
1992,Baden-Wuerttemberg,West,Yes,0.01755,62,1697,0.01130,0.02380
1992,Baden-Wuerttemberg,West,No,0.75072,1635,1697,0.73013,0.77131
1992,Bavaria,West,Yes,0.01995,50,1611,0.01312,0.02678
1992,Bavaria,West,No,0.78578,1561,1611,0.76574,0.80582
1992,Berlin,West,No,0.79563,286,286,0.74882,0.84245
1992,Berlin,East,Yes,0.10743,35,278,0.07096,0.14390
1992,Berlin,East,No,0.67685,243,278,0.62178,0.73193
1992,Brandenburg,East,Yes,0.10327,86,659,0.08002,0.12652
1992,Brandenburg,East,No,0.71101,573,659,0.67638,0.74565
1992,Mecklenburg-Western Pomerania,East,Yes,0.13743,68,408,0.10398,0.17088
1992,Mecklenburg-Western Pomerania,East,No,0.63841,340,408,0.59173,0.68509
1992,Saxony,East,Yes,0.12019,171,1142,0.10132,0.13905
1992,Saxony,East,No,0.68301,971,1142,0.65601,0.71001
1992,Saxony-Anhalt,East,Yes,0.10690,103,756,0.08486,0.12894
1992,Saxony-Anhalt,East,No,0.71610,653,756,0.68394,0.74827
1992,Thuringa,East,Yes,0.12167,106,669,0.09688,0.14646
1992,Thuringa,East,No,0.65488,563,669,0.61883,0.69094
1993,Schleswig-Holstein,West,No,0.75120,266,266,0.69915,0.80326
1993,Hamburg,West,No,0.86111,135,135,0.80255,0.91966
1993,Lower Saxony,West,Yes,0.03545,50,967,0.02379,0.04711
1993,Lower Saxony,West,No,0.78261,917,967,0.75660,0.80862
1993,Bremen,West,No,0.80678,84,84,0.72184,0.89172
1993,North Rhine-Westphalia,West,Yes,0.03229,118,2452,0.02529,0.03929
1993,North Rhine-Westphalia,West,No,0.76964,2334,2452,0.75297,0.78631
1993,Hesse,West,Yes,0.03561,39,914,0.02359,0.04764
1993,Hesse,West,No,0.79329,875,914,0.76702,0.81955
1993,"Rhineland-Palatinate, Saarland",West,Yes,0.04187,35,635,0.02628,0.05747
1993,"Rhineland-Palatinate, Saarland",West,No,0.78793,600,635,0.75611,0.81975
1993,Baden-Wuerttemberg,West,Yes,0.02129,74,1758,0.01454,0.02804
1993,Baden-Wuerttemberg,West,No,0.78105,1684,1758,0.76171,0.80039
1993,Bavaria,West,Yes,0.02154,54,1596,0.01441,0.02866
1993,Bavaria,West,No,0.80185,1542,1596,0.78229,0.82141
1993,Berlin,West,No,0.76282,258,258,0.71082,0.81483
1993,Berlin,East,No,0.70973,244,244,0.65266,0.76680
1993,Brandenburg,East,Yes,0.09958,80,626,0.07611,0.12306
1993,Brandenburg,East,No,0.72132,546,626,0.68617,0.75647
1993,Mecklenburg-Western Pomerania,East,Yes,0.14179,68,405,0.10777,0.17580
1993,Mecklenburg-Western Pomerania,East,No,0.64273,337,405,0.59600,0.68946
1993,Saxony,East,Yes,0.13141,173,1106,0.11149,0.15133
1993,Saxony,East,No,0.67896,933,1106,0.65144,0.70649
1993,Saxony-Anhalt,East,Yes,0.12635,115,730,0.10223,0.15046
1993,Saxony-Anhalt,East,No,0.69522,615,730,0.66180,0.72863
1993,Thuringa,East,Yes,0.11600,92,655,0.09145,0.14054
1993,Thuringa,East,No,0.67672,563,655,0.64087,0.71256
1994,Schleswig-Holstein,West,No,0.74736,263,263,0.69474,0.79997
1994,Hamburg,West,No,0.83436,138,138,0.77210,0.89661
1994,Lower Saxony,West,Yes,0.04360,56,959,0.03067,0.05653
1994,Lower Saxony,West,No,0.77643,903,959,0.75005,0.80282
1994,Bremen,West,No,0.78887,79,79,0.69830,0.87944
1994,North Rhine-Westphalia,West,Yes,0.03799,156,2423,0.03038,0.04561
1994,North Rhine-Westphalia,West,No,0.76673,2267,2423,0.74989,0.78357
1994,Hesse,West,Yes,0.03634,47,915,0.02421,0.04847
1994,Hesse,West,No,0.81550,868,915,0.79035,0.84065
1994,"Rhineland-Palatinate, Saarland",West,Yes,0.03685,35,630,0.02213,0.05157
1994,"Rhineland-Palatinate, Saarland",West,No,0.78302,595,630,0.75081,0.81524
1994,Baden-Wuerttemberg,West,Yes,0.03045,98,1720,0.02233,0.03857
1994,Baden-Wuerttemberg,West,No,0.77202,1622,1720,0.75218,0.79185
1994,Bavaria,West,Yes,0.04596,91,1578,0.03563,0.05630
1994,Bavaria,West,No,0.77078,1487,1578,0.75003,0.79152
1994,Berlin,West,No,0.77529,262,262,0.72465,0.82593
1994,Berlin,East,No,0.72405,237,237,0.66702,0.78108
1994,Brandenburg,East,Yes,0.09980,85,601,0.07581,0.12378
1994,Brandenburg,East,No,0.71950,516,601,0.68355,0.75545
1994,Mecklenburg-Western Pomerania,East,Yes,0.14524,72,409,0.11105,0.17943
1994,Mecklenburg-Western Pomerania,East,No,0.63603,337,409,0.58935,0.68272
1994,Saxony,East,Yes,0.12870,175,1117,0.10905,0.14834
1994,Saxony,East,No,0.68192,942,1117,0.65459,0.70924
1994,Saxony-Anhalt,East,Yes,0.14224,104,695,0.11625,0.16822
1994,Saxony-Anhalt,East,No,0.68723,591,695,0.65273,0.72172
1994,Thuringa,East,Yes,0.11547,96,658,0.09103,0.13991
1994,Thuringa,East,No,0.68239,562,658,0.64679,0.71798
1995,Schleswig-Holstein,West,No,0.71112,259,259,0.65581,0.76642
1995,Hamburg,West,No,0.82337,125,125,0.75625,0.89049
1995,Lower Saxony,West,Yes,0.04969,73,1030,0.03641,0.06296
1995,Lower Saxony,West,No,0.74342,957,1030,0.71674,0.77011
1995,Bremen,West,No,0.82305,83,83,0.74045,0.90565
1995,North Rhine-Westphalia,West,Yes,0.04246,171,2557,0.03464,0.05028
1995,North Rhine-Westphalia,West,No,0.76864,2386,2557,0.75229,0.78499
1995,Hesse,West,Yes,0.03774,49,927,0.02546,0.05001
1995,Hesse,West,No,0.78335,878,927,0.75682,0.80989
1995,"Rhineland-Palatinate, Saarland",West,Yes,0.05423,50,706,0.03751,0.07095
1995,"Rhineland-Palatinate, Saarland",West,No,0.74587,656,706,0.71373,0.77801
1995,Baden-Wuerttemberg,West,Yes,0.03436,105,1773,0.02588,0.04285
1995,Baden-Wuerttemberg,West,No,0.76362,1668,1773,0.74384,0.78340
1995,Bavaria,West,Yes,0.04305,96,1674,0.03332,0.05278
1995,Bavaria,West,No,0.77276,1578,1674,0.75268,0.79284
1995,Berlin,West,No,0.77366,288,288,0.72524,0.82207
1995,Berlin,East,No,0.70550,220,220,0.64513,0.76587
1995,Brandenburg,East,Yes,0.07569,57,584,0.05422,0.09716
1995,Brandenburg,East,No,0.74743,527,584,0.71216,0.78270
1995,Mecklenburg-Western Pomerania,East,Yes,0.12018,53,409,0.08863,0.15174
1995,Mecklenburg-Western Pomerania,East,No,0.68007,356,409,0.63480,0.72533
1995,Saxony,East,Yes,0.10433,136,1076,0.08605,0.12260
1995,Saxony,East,No,0.70276,940,1076,0.67543,0.73008
1995,Saxony-Anhalt,East,Yes,0.11596,101,677,0.09182,0.14009
1995,Saxony-Anhalt,East,No,0.71934,576,677,0.68547,0.75321
1995,Thuringa,East,Yes,0.10403,85,646,0.08047,0.12759
1995,Thuringa,East,No,0.69643,561,646,0.66095,0.73192
1996,Schleswig-Holstein,West,No,0.74509,265,265,0.69251,0.79766
1996,Hamburg,West,No,0.80509,120,120,0.73391,0.87626
1996,Lower Saxony,West,Yes,0.05405,75,1019,0.04016,0.06794
1996,Lower Saxony,West,No,0.74488,944,1019,0.71810,0.77166
1996,Bremen,West,No,0.84866,86,86,0.77247,0.92485
1996,North Rhine-Westphalia,West,Yes,0.04438,152,2496,0.03630,0.05246
1996,North Rhine-Westphalia,West,No,0.75592,2344,2496,0.73907,0.77278
1996,Hesse,West,Yes,0.04087,48,891,0.02787,0.05388
1996,Hesse,West,No,0.77955,843,891,0.75231,0.80678
1996,"Rhineland-Palatinate, Saarland",West,Yes,0.04570,46,683,0.03002,0.06137
1996,"Rhineland-Palatinate, Saarland",West,No,0.74567,637,683,0.71298,0.77835
1996,Baden-Wuerttemberg,West,Yes,0.03509,100,1681,0.02629,0.04389
1996,Baden-Wuerttemberg,West,No,0.75963,1581,1681,0.73919,0.78006
1996,Bavaria,West,Yes,0.05015,111,1621,0.03952,0.06078
1996,Bavaria,West,No,0.75604,1510,1621,0.73513,0.77696
1996,Berlin,West,No,0.74369,264,264,0.69092,0.79646
1996,Berlin,East,No,0.68828,207,207,0.62503,0.75153
1996,Brandenburg,East,Yes,0.09585,74,579,0.07185,0.11984
1996,Brandenburg,East,No,0.71399,505,579,0.67715,0.75083
1996,Mecklenburg-Western Pomerania,East,Yes,0.12123,56,384,0.08854,0.15392
1996,Mecklenburg-Western Pomerania,East,No,0.66758,328,384,0.62040,0.71476
1996,Saxony,East,Yes,0.10304,134,1070,0.08481,0.12126
1996,Saxony,East,No,0.69096,936,1070,0.66326,0.71866
1996,Saxony-Anhalt,East,Yes,0.10477,90,663,0.08144,0.12810
1996,Saxony-Anhalt,East,No,0.72954,573,663,0.69571,0.76338
1996,Thuringa,East,Yes,0.10423,87,643,0.08059,0.12786
1996,Thuringa,East,No,0.68850,556,643,0.65268,0.72432
1997,Schleswig-Holstein,West,No,0.72779,254,254,0.67295,0.78264
1997,Hamburg,West,No,0.81664,116,116,0.74591,0.88736
1997,Lower Saxony,West,Yes,0.05105,74,1037,0.03765,0.06445
1997,Lower Saxony,West,No,0.76525,963,1037,0.73944,0.79106
1997,Bremen,West,No,0.85974,87,87,0.78634,0.93313
1997,North Rhine-Westphalia,West,Yes,0.04916,170,2506,0.04069,0.05762
1997,North Rhine-Westphalia,West,No,0.77533,2336,2506,0.75898,0.79167
1997,Hesse,West,Yes,0.05561,49,847,0.04016,0.07105
1997,Hesse,West,No,0.78422,798,847,0.75650,0.81194
1997,"Rhineland-Palatinate, Saarland",West,Yes,0.05811,53,711,0.04090,0.07531
1997,"Rhineland-Palatinate, Saarland",West,No,0.75867,658,711,0.72719,0.79014
1997,Baden-Wuerttemberg,West,Yes,0.03692,124,1706,0.02797,0.04587
1997,Baden-Wuerttemberg,West,No,0.76616,1582,1706,0.74607,0.78625
1997,Bavaria,West,Yes,0.04192,96,1623,0.03217,0.05167
1997,Bavaria,West,No,0.77890,1527,1623,0.75871,0.79910
1997,Berlin,West,No,0.73943,245,245,0.68435,0.79451
1997,Berlin,East,No,0.72359,205,205,0.66222,0.78496
1997,Brandenburg,East,Yes,0.08855,66,595,0.06570,0.11140
1997,Brandenburg,East,No,0.75622,529,595,0.72169,0.79075
1997,Mecklenburg-Western Pomerania,East,Yes,0.13199,53,390,0.09835,0.16562
1997,Mecklenburg-Western Pomerania,East,No,0.71201,337,390,0.66701,0.75701
1997,Saxony,East,Yes,0.09833,125,1087,0.08062,0.11604
1997,Saxony,East,No,0.73679,962,1087,0.71060,0.76298
1997,Saxony-Anhalt,East,Yes,0.13752,102,666,0.11134,0.16369
1997,Saxony-Anhalt,East,No,0.72735,564,666,0.69350,0.76120
1997,Thuringa,East,Yes,0.09816,82,661,0.07546,0.12086
1997,Thuringa,East,No,0.70393,579,661,0.66910,0.73876
1998,Schleswig-Holstein,West,No,0.76776,332,332,0.72227,0.81325
1998,Hamburg,West,No,0.82520,146,146,0.76338,0.88702
1998,Lower Saxony,West,Yes,0.05369,78,1182,0.04083,0.06654
1998,Lower Saxony,West,No,0.74923,1104,1182,0.72451,0.77396
1998,Bremen,West,No,0.85986,93,93,0.78892,0.93079
1998,North Rhine-Westphalia,West,Yes,0.04842,181,2824,0.04050,0.05634
1998,North Rhine-Westphalia,West,No,0.77083,2643,2824,0.75532,0.78633
1998,Hesse,West,Yes,0.04295,48,943,0.03000,0.05589
1998,Hesse,West,No,0.78386,895,943,0.75757,0.81015
1998,"Rhineland-Palatinate, Saarland",West,Yes,0.03357,33,800,0.02108,0.04606
1998,"Rhineland-Palatinate, Saarland",West,No,0.78545,767,800,0.75698,0.81391
1998,Baden-Wuerttemberg,West,Yes,0.03723,119,1795,0.02847,0.04599
1998,Baden-Wuerttemberg,West,No,0.76905,1676,1795,0.74955,0.78856
1998,Bavaria,West,Yes,0.03915,102,1855,0.03032,0.04798
1998,Bavaria,West,No,0.78116,1753,1855,0.76233,0.79998
1998,Berlin,West,No,0.74624,268,268,0.69404,0.79844
1998,Berlin,East,No,0.74710,207,207,0.68774,0.80646
1998,Brandenburg,East,Yes,0.10523,88,610,0.08086,0.12960
1998,Brandenburg,East,No,0.72650,522,610,0.69109,0.76190
1998,Mecklenburg-Western Pomerania,East,Yes,0.12662,62,406,0.09423,0.15901
1998,Mecklenburg-Western Pomerania,East,No,0.69545,344,406,0.65063,0.74027
1998,Saxony,East,Yes,0.09595,146,1169,0.07906,0.11284
1998,Saxony,East,No,0.73111,1023,1169,0.70568,0.75654
1998,Saxony-Anhalt,East,Yes,0.14993,111,683,0.12314,0.17673
1998,Saxony-Anhalt,East,No,0.70716,572,683,0.67301,0.74132
1998,Thuringa,East,Yes,0.11933,106,724,0.09570,0.14296
1998,Thuringa,East,No,0.68645,618,724,0.65264,0.72027
1999,Schleswig-Holstein,West,No,0.76202,309,309,0.71446,0.80958
1999,Hamburg,West,No,0.83097,132,132,0.76679,0.89515
1999,Lower Saxony,West,Yes,0.04370,59,1161,0.03194,0.05546
1999,Lower Saxony,West,No,0.77115,1102,1161,0.74697,0.79532
1999,Bremen,West,No,0.86655,83,83,0.79295,0.94016
1999,North Rhine-Westphalia,West,Yes,0.04092,154,2691,0.03344,0.04841
1999,North Rhine-Westphalia,West,No,0.78109,2537,2691,0.76546,0.79672
1999,Hesse,West,Yes,0.03416,32,891,0.02223,0.04610
1999,Hesse,West,No,0.79606,859,891,0.76959,0.82254
1999,"Rhineland-Palatinate, Saarland",West,Yes,0.03920,38,769,0.02547,0.05292
1999,"Rhineland-Palatinate, Saarland",West,No,0.78633,731,769,0.75734,0.81532
1999,Baden-Wuerttemberg,West,Yes,0.04144,98,1724,0.03203,0.05085
1999,Baden-Wuerttemberg,West,No,0.76909,1626,1724,0.74919,0.78899
1999,Bavaria,West,Yes,0.02801,71,1791,0.02037,0.03565
1999,Bavaria,West,No,0.80173,1720,1791,0.78326,0.82020
1999,Berlin,West,Yes,0.07314,31,289,0.04307,0.10321
1999,Berlin,West,No,0.72957,258,289,0.67827,0.78087
1999,Berlin,East,No,0.76969,203,203,0.71163,0.82775
1999,Brandenburg,East,Yes,0.08692,65,587,0.06411,0.10973
1999,Brandenburg,East,No,0.74390,522,587,0.70856,0.77924
1999,Mecklenburg-Western Pomerania,East,Yes,0.08631,36,395,0.05858,0.11404
1999,Mecklenburg-Western Pomerania,East,No,0.73946,359,395,0.69611,0.78280
1999,Saxony,East,Yes,0.10349,152,1144,0.08583,0.12115
1999,Saxony,East,No,0.73722,992,1144,0.71170,0.76274
1999,Saxony-Anhalt,East,Yes,0.10453,90,689,0.08167,0.12740
1999,Saxony-Anhalt,East,No,0.77432,599,689,0.74308,0.80555
1999,Thuringa,East,Yes,0.10163,80,711,0.07940,0.12386
1999,Thuringa,East,No,0.71051,631,711,0.67715,0.74387
2000,Schleswig-Holstein,West,No,0.80726,688,688,0.77777,0.83676
2000,Hamburg,West,No,0.82641,284,284,0.78228,0.87053
2000,Lower Saxony,West,Yes,0.02966,80,2026,0.02227,0.03705
2000,Lower Saxony,West,No,0.78073,1946,2026,0.76271,0.79875
2000,Bremen,West,No,0.80351,174,174,0.74430,0.86272
2000,North Rhine-Westphalia,West,Yes,0.03470,253,5141,0.02970,0.03970
2000,North Rhine-Westphalia,West,No,0.79650,4888,5141,0.78549,0.80751
2000,Hesse,West,Yes,0.03364,71,1671,0.02499,0.04229
2000,Hesse,West,No,0.78780,1600,1671,0.76819,0.80741
2000,"Rhineland-Palatinate, Saarland",West,Yes,0.02959,60,1462,0.02090,0.03828
2000,"Rhineland-Palatinate, Saarland",West,No,0.77457,1402,1462,0.75314,0.79600
2000,Baden-Wuerttemberg,West,Yes,0.02392,108,2957,0.01841,0.02943
2000,Baden-Wuerttemberg,West,No,0.78016,2849,2957,0.76523,0.79509
2000,Bavaria,West,Yes,0.02772,127,3373,0.02218,0.03327
2000,Bavaria,West,No,0.80942,3246,3373,0.79616,0.82267
2000,Berlin,West,Yes,0.08049,41,434,0.05486,0.10611
2000,Berlin,West,No,0.73491,393,434,0.69334,0.77649
2000,Berlin,East,Yes,0.05829,31,377,0.03461,0.08198
2000,Berlin,East,No,0.75050,346,377,0.70676,0.79424
2000,Brandenburg,East,Yes,0.09874,128,1017,0.08040,0.11709
2000,Brandenburg,East,No,0.76169,889,1017,0.73549,0.78789
2000,Mecklenburg-Western Pomerania,East,Yes,0.07648,56,566,0.05457,0.09840
2000,Mecklenburg-Western Pomerania,East,No,0.77179,510,566,0.73719,0.80640
2000,Saxony,East,Yes,0.10061,229,1776,0.08662,0.11460
2000,Saxony,East,No,0.73756,1547,1776,0.71709,0.75802
2000,Saxony-Anhalt,East,Yes,0.12238,152,1060,0.10264,0.14212
2000,Saxony-Anhalt,East,No,0.75167,908,1060,0.72565,0.77769
2000,Thuringa,East,Yes,0.09623,116,1052,0.07840,0.11405
2000,Thuringa,East,No,0.75208,936,1052,0.72598,0.77819
2001,Schleswig-Holstein,West,Yes,0.04824,34,647,0.03172,0.06477
2001,Schleswig-Holstein,West,No,0.77908,613,647,0.74708,0.81107
2001,Hamburg,West,No,0.83220,264,264,0.78704,0.87736
2001,Lower Saxony,West,Yes,0.04105,99,1853,0.03202,0.05009
2001,Lower Saxony,West,No,0.77116,1754,1853,0.75203,0.79030
2001,Bremen,West,No,0.76222,140,140,0.69144,0.83299
2001,North Rhine-Westphalia,West,Yes,0.03828,212,4647,0.03276,0.04380
2001,North Rhine-Westphalia,West,No,0.79147,4435,4647,0.77978,0.80315
2001,Hesse,West,Yes,0.04189,69,1482,0.03168,0.05209
2001,Hesse,West,No,0.77927,1413,1482,0.75815,0.80039
2001,"Rhineland-Palatinate, Saarland",West,Yes,0.03485,60,1353,0.02507,0.04463
2001,"Rhineland-Palatinate, Saarland",West,No,0.76162,1293,1353,0.73891,0.78433
2001,Baden-Wuerttemberg,West,Yes,0.02155,85,2600,0.01596,0.02713
2001,Baden-Wuerttemberg,West,No,0.78204,2515,2600,0.76616,0.79791
2001,Bavaria,West,Yes,0.02986,110,3039,0.02381,0.03591
