year,bula_h,sampreg,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,North Rhine-Westphalia,West,No,0.78275,5207,5639,0.77199,0.79352
2014,Hesse,West,Yes,0.04678,104,1887,0.03725,0.05631
2014,Hesse,West,No,0.79238,1783,1887,0.77408,0.81069
2014,"Rhineland-Palatinate, Saarland",West,Yes,0.04731,111,1585,0.03685,0.05776
2014,"Rhineland-Palatinate, Saarland",West,No,0.79132,1474,1585,0.77131,0.81133
2014,Baden-Wuerttemberg,West,Yes,0.02553,141,3221,0.02008,0.03098
2014,Baden-Wuerttemberg,West,No,0.81046,3080,3221,0.79693,0.82400
2014,Bavaria,West,Yes,0.03272,192,4403,0.02747,0.03798
2014,Bavaria,West,No,0.80993,4211,4403,0.79834,0.82152
2014,Berlin,West,Yes,0.07388,60,569,0.05237,0.09539
2014,Berlin,West,No,0.75591,509,569,0.72059,0.79124
2014,Berlin,East,Yes,0.07456,37,422,0.04947,0.09966
2014,Berlin,East,No,0.79205,385,422,0.75329,0.83082
2014,Brandenburg,East,Yes,0.11480,126,1024,0.09526,0.13433
2014,Brandenburg,East,No,0.74270,898,1024,0.71591,0.76949
2014,Mecklenburg-Western Pomerania,East,Yes,0.08773,68,558,0.06424,0.11123
2014,Mecklenburg-Western Pomerania,East,No,0.76837,490,558,0.73334,0.80341
2014,Saxony,East,Yes,0.07023,148,1618,0.05777,0.08268
2014,Saxony,East,No,0.79036,1470,1618,0.77052,0.81020
2014,Saxony-Anhalt,East,Yes,0.12890,151,966,0.10776,0.15004
2014,Saxony-Anhalt,East,No,0.74068,815,966,0.71303,0.76833
2014,Thuringa,East,Yes,0.06859,84,993,0.05286,0.08431
2014,Thuringa,East,No,0.76817,909,993,0.74190,0.79443
2015,Schleswig-Holstein,West,Yes,0.04305,78,901,0.02979,0.05632
2015,Schleswig-Holstein,West,No,0.80578,823,901,0.77993,0.83163
2015,Hamburg,West,No,0.83115,439,439,0.79607,0.86624
2015,Lower Saxony,West,Yes,0.03946,204,2612,0.03199,0.04693
2015,Lower Saxony,West,No,0.80808,2408,2612,0.79297,0.82318
2015,Bremen,West,No,0.74794,157,157,0.67981,0.81608
2015,North Rhine-Westphalia,West,Yes,0.05757,489,5570,0.05145,0.06369
2015,North Rhine-Westphalia,West,No,0.77872,5081,5570,0.76782,0.78963
2015,Hesse,West,Yes,0.05081,123,1883,0.04089,0.06074
2015,Hesse,West,No,0.77548,1760,1883,0.75663,0.79433
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.04477,124,1610,0.03467,0.05488
2015,"Rhineland-Palatinate, Saarland",West,No,0.80996,1486,1610,0.79079,0.82913
2015,Baden-Wuerttemberg,West,Yes,0.02964,137,3210,0.02377,0.03550
2015,Baden-Wuerttemberg,West,No,0.81704,3073,3210,0.80366,0.83042
2015,Bavaria,West,Yes,0.02764,186,4381,0.02279,0.03250
2015,Bavaria,West,No,0.81149,4195,4381,0.79990,0.82307
2015,Berlin,West,Yes,0.10375,62,554,0.07834,0.12917
2015,Berlin,West,No,0.73948,492,554,0.70289,0.77606
2015,Berlin,East,Yes,0.07791,44,436,0.05272,0.10310
2015,Berlin,East,No,0.78732,392,436,0.74887,0.82578
2015,Brandenburg,East,Yes,0.08663,111,1009,0.06926,0.10399
2015,Brandenburg,East,No,0.76192,898,1009,0.73562,0.78821
2015,Mecklenburg-Western Pomerania,East,Yes,0.09533,75,557,0.07092,0.11974
2015,Mecklenburg-Western Pomerania,East,No,0.75695,482,557,0.72130,0.79261
2015,Saxony,East,Yes,0.06316,142,1535,0.05099,0.07533
2015,Saxony,East,No,0.79315,1393,1535,0.77288,0.81342
2015,Saxony-Anhalt,East,Yes,0.11231,116,896,0.09163,0.13300
2015,Saxony-Anhalt,East,No,0.75664,780,896,0.72852,0.78475
2015,Thuringa,East,Yes,0.07852,83,973,0.06161,0.09543
2015,Thuringa,East,No,0.77361,890,973,0.74730,0.79992
2016,Schleswig-Holstein,West,Yes,0.04873,69,820,0.03398,0.06347
2016,Schleswig-Holstein,West,No,0.78605,751,820,0.75796,0.81413
2016,Hamburg,West,No,0.82330,411,411,0.78638,0.86022
2016,Lower Saxony,West,Yes,0.04069,173,2378,0.03275,0.04864
2016,Lower Saxony,West,No,0.80408,2205,2378,0.78812,0.82003
2016,Bremen,West,No,0.71821,149,149,0.64573,0.79069
2016,North Rhine-Westphalia,West,Yes,0.04724,377,5069,0.04140,0.05308
2016,North Rhine-Westphalia,West,No,0.78565,4692,5069,0.77435,0.79695
2016,Hesse,West,Yes,0.05159,101,1618,0.04081,0.06237
2016,Hesse,West,No,0.77300,1517,1618,0.75259,0.79342
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.04502,97,1491,0.03449,0.05555
2016,"Rhineland-Palatinate, Saarland",West,No,0.79452,1394,1491,0.77401,0.81504
2016,Baden-Wuerttemberg,West,Yes,0.02882,121,2850,0.02268,0.03496
2016,Baden-Wuerttemberg,West,No,0.80313,2729,2850,0.78852,0.81773
2016,Bavaria,West,Yes,0.03022,159,3895,0.02484,0.03560
2016,Bavaria,West,No,0.80760,3736,3895,0.79522,0.81998
2016,Berlin,West,Yes,0.08065,41,521,0.05725,0.10406
2016,Berlin,West,No,0.77086,480,521,0.73474,0.80699
2016,Berlin,East,Yes,0.09266,41,392,0.06392,0.12140
2016,Berlin,East,No,0.75524,351,392,0.71262,0.79786
2016,Brandenburg,East,Yes,0.08329,101,941,0.06563,0.10096
2016,Brandenburg,East,No,0.76298,840,941,0.73579,0.79016
2016,Mecklenburg-Western Pomerania,East,Yes,0.09764,62,519,0.07207,0.12320
2016,Mecklenburg-Western Pomerania,East,No,0.73272,457,519,0.69461,0.77083
2016,Saxony,East,Yes,0.06051,116,1446,0.04821,0.07280
2016,Saxony,East,No,0.79345,1330,1446,0.77257,0.81432
2016,Saxony-Anhalt,East,Yes,0.10762,104,833,0.08657,0.12868
2016,Saxony-Anhalt,East,No,0.73559,729,833,0.70562,0.76555
2016,Thuringa,East,Yes,0.07510,68,902,0.05789,0.09231
2016,Thuringa,East,No,0.77166,834,902,0.74425,0.79907
2017,Schleswig-Holstein,West,Yes,0.04744,152,1086,0.03479,0.06009
2017,Schleswig-Holstein,West,No,0.78338,934,1086,0.75887,0.80789
2017,Hamburg,West,Yes,0.04684,44,489,0.02809,0.06559
2017,Hamburg,West,No,0.77651,445,489,0.73954,0.81347
2017,Lower Saxony,West,Yes,0.04444,302,2904,0.03694,0.05193
2017,Lower Saxony,West,No,0.79387,2602,2904,0.77915,0.80859
2017,Bremen,West,Yes,0.10109,36,243,0.06311,0.13907
2017,Bremen,West,No,0.71795,207,243,0.66125,0.77464
2017,North Rhine-Westphalia,West,Yes,0.04864,625,5932,0.04316,0.05411
2017,North Rhine-Westphalia,West,No,0.78891,5307,5932,0.77853,0.79930
2017,Hesse,West,Yes,0.06063,231,2003,0.05017,0.07108
2017,Hesse,West,No,0.76820,1772,2003,0.74971,0.78668
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.03417,96,1663,0.02544,0.04291
2017,"Rhineland-Palatinate, Saarland",West,No,0.79548,1567,1663,0.77609,0.81488
2017,Baden-Wuerttemberg,West,Yes,0.02695,249,3321,0.02144,0.03246
2017,Baden-Wuerttemberg,West,No,0.80379,3072,3321,0.79028,0.81730
2017,Bavaria,West,Yes,0.02436,200,4440,0.01983,0.02890
2017,Bavaria,West,No,0.81559,4240,4440,0.80418,0.82700
2017,Berlin,West,Yes,0.08638,56,597,0.06383,0.10893
2017,Berlin,West,No,0.77303,541,597,0.73940,0.80666
2017,Berlin,East,Yes,0.07722,55,469,0.05303,0.10140
2017,Berlin,East,No,0.78701,414,469,0.74991,0.82410
2017,Brandenburg,East,Yes,0.06236,131,1129,0.04825,0.07647
2017,Brandenburg,East,No,0.76550,998,1129,0.74077,0.79022
2017,Mecklenburg-Western Pomerania,East,Yes,0.07364,69,601,0.05274,0.09453
2017,Mecklenburg-Western Pomerania,East,No,0.75593,532,601,0.72156,0.79030
2017,Saxony,East,Yes,0.06115,170,1740,0.04989,0.07242
2017,Saxony,East,No,0.79126,1570,1740,0.77216,0.81037
2017,Saxony-Anhalt,East,Yes,0.08236,109,997,0.06529,0.09943
2017,Saxony-Anhalt,East,No,0.76283,888,997,0.73641,0.78924
2017,Thuringa,East,Yes,0.07232,96,1027,0.05647,0.08817
2017,Thuringa,East,No,0.78299,931,1027,0.75777,0.80822
2018,Schleswig-Holstein,West,Yes,0.04175,129,1070,0.02976,0.05374
2018,Schleswig-Holstein,West,No,0.78420,941,1070,0.75954,0.80886
2018,Hamburg,West,Yes,0.04698,48,531,0.02897,0.06500
2018,Hamburg,West,No,0.78495,483,531,0.74997,0.81993
2018,Lower Saxony,West,Yes,0.04813,406,2937,0.04038,0.05587
2018,Lower Saxony,West,No,0.79827,2531,2937,0.78376,0.81279
2018,Bremen,West,Yes,0.08854,49,288,0.05567,0.12141
2018,Bremen,West,No,0.72821,239,288,0.67674,0.77968
2018,North Rhine-Westphalia,West,Yes,0.05062,762,6165,0.04515,0.05609
2018,North Rhine-Westphalia,West,No,0.80274,5403,6165,0.79280,0.81267
2018,Hesse,West,Yes,0.05280,196,2056,0.04313,0.06247
2018,Hesse,West,No,0.78975,1860,2056,0.77213,0.80736
2018,"Rhineland-Palatinate, Saarland",West,Yes,0.02549,114,1691,0.01798,0.03300
2018,"Rhineland-Palatinate, Saarland",West,No,0.80782,1577,1691,0.78903,0.82660
2018,Baden-Wuerttemberg,West,Yes,0.02756,236,3135,0.02183,0.03330
2018,Baden-Wuerttemberg,West,No,0.80718,2899,3135,0.79337,0.82099
2018,Bavaria,West,Yes,0.02299,218,4292,0.01851,0.02748
2018,Bavaria,West,No,0.82076,4074,4292,0.80928,0.83223
2018,Berlin,West,Yes,0.11105,98,685,0.08751,0.13460
2018,Berlin,West,No,0.73573,587,685,0.70268,0.76877
2018,Berlin,East,Yes,0.05657,46,439,0.03493,0.07820
2018,Berlin,East,No,0.80353,393,439,0.76632,0.84074
2018,Brandenburg,East,Yes,0.05725,135,1118,0.04362,0.07087
2018,Brandenburg,East,No,0.76298,983,1118,0.73805,0.78792
2018,Mecklenburg-Western Pomerania,East,Yes,0.08452,70,643,0.06300,0.10603
2018,Mecklenburg-Western Pomerania,East,No,0.74865,573,643,0.71509,0.78220
2018,Saxony,East,Yes,0.05573,181,1737,0.04494,0.06653
2018,Saxony,East,No,0.79694,1556,1737,0.77802,0.81587
2018,Saxony-Anhalt,East,Yes,0.08918,166,995,0.07146,0.10689
2018,Saxony-Anhalt,East,No,0.75176,829,995,0.72490,0.77861
2018,Thuringa,East,Yes,0.06059,117,1022,0.04595,0.07522
2018,Thuringa,East,No,0.78076,905,1022,0.75539,0.80614
2019,Schleswig-Holstein,West,Yes,0.03356,159,1130,0.02305,0.04406
2019,Schleswig-Holstein,West,No,0.77775,971,1130,0.75349,0.80200
2019,Hamburg,West,Yes,0.03900,74,582,0.02326,0.05474
2019,Hamburg,West,No,0.77970,508,582,0.74600,0.81340
2019,Lower Saxony,West,Yes,0.04386,224,2861,0.03635,0.05136
2019,Lower Saxony,West,No,0.79491,2637,2861,0.78011,0.80971
2019,Bremen,West,Yes,0.06421,71,284,0.03565,0.09277
2019,Bremen,West,No,0.78477,213,284,0.73689,0.83266
2019,North Rhine-Westphalia,West,Yes,0.04843,631,6188,0.04308,0.05378
2019,North Rhine-Westphalia,West,No,0.79907,5557,6188,0.78909,0.80906
2019,Hesse,West,Yes,0.04710,163,1988,0.03779,0.05642
2019,Hesse,West,No,0.79055,1825,1988,0.77266,0.80844
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.03094,127,1642,0.02256,0.03932
2019,"Rhineland-Palatinate, Saarland",West,No,0.81209,1515,1642,0.79319,0.83099
2019,Baden-Wuerttemberg,West,Yes,0.02174,240,3143,0.01664,0.02684
2019,Baden-Wuerttemberg,West,No,0.80104,2903,3143,0.78708,0.81500
2019,Bavaria,West,Yes,0.02428,260,4295,0.01968,0.02888
2019,Bavaria,West,No,0.80793,4035,4295,0.79615,0.81971
2019,Berlin,West,Yes,0.07659,75,638,0.05593,0.09724
2019,Berlin,West,No,0.76685,563,638,0.73401,0.79968
2019,Berlin,East,No,0.80699,388,388,0.76767,0.84631
2019,Brandenburg,East,Yes,0.05965,126,1196,0.04622,0.07308
2019,Brandenburg,East,No,0.75467,1070,1196,0.73028,0.77907
2019,Mecklenburg-Western Pomerania,East,Yes,0.05127,53,644,0.03422,0.06832
2019,Mecklenburg-Western Pomerania,East,No,0.78268,591,644,0.75080,0.81456
2019,Saxony,East,Yes,0.03844,122,1735,0.02939,0.04749
2019,Saxony,East,No,0.81819,1613,1735,0.80004,0.83635
2019,Saxony-Anhalt,East,Yes,0.09133,166,983,0.07331,0.10934
2019,Saxony-Anhalt,East,No,0.76154,817,983,0.73488,0.78819
2019,Thuringa,East,Yes,0.06896,79,993,0.05319,0.08472
2019,Thuringa,East,No,0.78726,914,993,0.76179,0.81273
2020,Schleswig-Holstein,West,Yes,0.03615,95,1026,0.02472,0.04758
2020,Schleswig-Holstein,West,No,0.75767,931,1026,0.73144,0.78390
2020,Hamburg,West,Yes,0.02939,41,579,0.01562,0.04316
2020,Hamburg,West,No,0.79623,538,579,0.76340,0.82907
2020,Lower Saxony,West,Yes,0.04831,223,2798,0.04036,0.05625
2020,Lower Saxony,West,No,0.78295,2575,2798,0.76768,0.79823
2020,Bremen,West,No,0.82155,247,247,0.77370,0.86939
2020,North Rhine-Westphalia,West,Yes,0.04329,550,6161,0.03820,0.04837
2020,North Rhine-Westphalia,West,No,0.79878,5611,6161,0.78876,0.80879
2020,Hesse,West,Yes,0.04801,184,2035,0.03872,0.05730
2020,Hesse,West,No,0.78547,1851,2035,0.76763,0.80331
2020,"Rhineland-Palatinate, Saarland",West,Yes,0.02588,109,1520,0.01789,0.03386
2020,"Rhineland-Palatinate, Saarland",West,No,0.81890,1411,1520,0.79953,0.83827
2020,Baden-Wuerttemberg,West,Yes,0.02066,199,3162,0.01570,0.02562
2020,Baden-Wuerttemberg,West,No,0.79955,2963,3162,0.78559,0.81351
2020,Bavaria,West,Yes,0.02666,219,4348,0.02187,0.03145
2020,Bavaria,West,No,0.79844,4129,4348,0.78651,0.81036
2020,Berlin,West,Yes,0.07861,74,803,0.05998,0.09723
2020,Berlin,West,No,0.76607,729,803,0.73677,0.79537
2020,Berlin,East,Yes,0.06168,37,473,0.03998,0.08338
2020,Berlin,East,No,0.79537,436,473,0.75897,0.83177
2020,Brandenburg,East,Yes,0.06045,84,1146,0.04665,0.07426
2020,Brandenburg,East,No,0.77474,1062,1146,0.75054,0.79894
2020,Mecklenburg-Western Pomerania,East,Yes,0.05208,35,533,0.03320,0.07096
2020,Mecklenburg-Western Pomerania,East,No,0.78568,498,533,0.75081,0.82055
2020,Saxony,East,Yes,0.04164,146,1640,0.03197,0.05131
2020,Saxony,East,No,0.80626,1494,1640,0.78713,0.82540
2020,Saxony-Anhalt,East,Yes,0.08487,136,951,0.06715,0.10259
2020,Saxony-Anhalt,East,No,0.75126,815,951,0.72377,0.77875
2020,Thuringa,East,Yes,0.06317,100,969,0.04785,0.07850
2020,Thuringa,East,No,0.77994,869,969,0.75385,0.80604
2021,Schleswig-Holstein,West,Yes,0.03171,53,829,0.01978,0.04365
2021,Schleswig-Holstein,West,No,0.74258,776,829,0.71280,0.77236
2021,Hamburg,West,Yes,0.03690,35,447,0.01940,0.05440
2021,Hamburg,West,No,0.80704,412,447,0.77041,0.84366
2021,Lower Saxony,West,Yes,0.03399,134,1895,0.02583,0.04215
2021,Lower Saxony,West,No,0.77674,1761,1895,0.75798,0.79549
2021,Bremen,West,No,0.84525,126,126,0.78185,0.90866
2021,North Rhine-Westphalia,West,Yes,0.04681,330,4121,0.04036,0.05326
2021,North Rhine-Westphalia,West,No,0.78325,3791,4121,0.77067,0.79583
2021,Hesse,West,Yes,0.06455,97,1320,0.05129,0.07781
2021,Hesse,West,No,0.77745,1223,1320,0.75500,0.79989
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.02690,77,1002,0.01688,0.03693
2021,"Rhineland-Palatinate, Saarland",West,No,0.81802,925,1002,0.79412,0.84192
2021,Baden-Wuerttemberg,West,Yes,0.02335,113,2169,0.01699,0.02970
2021,Baden-Wuerttemberg,West,No,0.79695,2056,2169,0.78002,0.81388
2021,Bavaria,West,Yes,0.02612,106,2868,0.02029,0.03196
2021,Bavaria,West,No,0.80032,2762,2868,0.78569,0.81496
2021,Berlin,West,Yes,0.07527,51,560,0.05340,0.09714
2021,Berlin,West,No,0.76269,509,560,0.72742,0.79796
2021,Berlin,East,No,0.75133,319,319,0.70382,0.79884
2021,Brandenburg,East,Yes,0.03063,57,707,0.01792,0.04334
2021,Brandenburg,East,No,0.79062,650,707,0.76061,0.82064
2021,Mecklenburg-Western Pomerania,East,No,0.80169,384,384,0.76175,0.84162
2021,Saxony,East,Yes,0.03637,78,1168,0.02563,0.04712
2021,Saxony,East,No,0.79885,1090,1168,0.77585,0.82185
2021,Saxony-Anhalt,East,Yes,0.07955,58,604,0.05795,0.10115
2021,Saxony-Anhalt,East,No,0.77927,546,604,0.74617,0.81237
2021,Thuringa,East,Yes,0.04813,55,636,0.03148,0.06478
2021,Thuringa,East,No,0.77226,581,636,0.73965,0.80488
2022,Schleswig-Holstein,West,Yes,0.03123,58,1014,0.02052,0.04194
2022,Schleswig-Holstein,West,No,0.78629,956,1014,0.76105,0.81153
2022,Hamburg,West,No,0.81685,598,598,0.78582,0.84787
2022,Lower Saxony,West,Yes,0.03112,128,2441,0.02423,0.03801
2022,Lower Saxony,West,No,0.78329,2313,2441,0.76695,0.79964
2022,Bremen,West,No,0.74913,190,190,0.68733,0.81094
2022,North Rhine-Westphalia,West,Yes,0.03597,368,5993,0.03126,0.04069
2022,North Rhine-Westphalia,West,No,0.78733,5625,5993,0.77697,0.79769
2022,Hesse,West,Yes,0.03118,95,1827,0.02321,0.03915
2022,Hesse,West,No,0.81930,1732,1827,0.80165,0.83695
2022,"Rhineland-Palatinate, Saarland",West,Yes,0.02602,72,1330,0.01746,0.03458
2022,"Rhineland-Palatinate, Saarland",West,No,0.81502,1258,1330,0.79414,0.83590
2022,Baden-Wuerttemberg,West,Yes,0.02152,101,3290,0.01656,0.02648
2022,Baden-Wuerttemberg,West,No,0.78638,3189,3290,0.77237,0.80039
2022,Bavaria,West,Yes,0.01918,123,4421,0.01513,0.02322
2022,Bavaria,West,No,0.80927,4298,4421,0.79769,0.82086
2022,Berlin,West,Yes,0.08024,54,877,0.06225,0.09823
2022,Berlin,West,No,0.76157,823,877,0.73336,0.78979
2022,Berlin,East,Yes,0.03461,36,673,0.02079,0.04843
2022,Berlin,East,No,0.78152,637,673,0.75028,0.81276
2022,Brandenburg,East,Yes,0.02831,62,1024,0.01814,0.03847
2022,Brandenburg,East,No,0.79217,962,1024,0.76730,0.81703
2022,Mecklenburg-Western Pomerania,East,Yes,0.04691,35,572,0.02957,0.06426
2022,Mecklenburg-Western Pomerania,East,No,0.78984,537,572,0.75642,0.82325
2022,Saxony,East,Yes,0.03431,104,1759,0.02580,0.04281
2022,Saxony,East,No,0.79696,1655,1759,0.77816,0.81577
2022,Saxony-Anhalt,East,Yes,0.05758,79,925,0.04256,0.07259
2022,Saxony-Anhalt,East,No,0.78405,846,925,0.75752,0.81059
2022,Thuringa,East,Yes,0.03375,57,869,0.02173,0.04576
2022,Thuringa,East,No,0.79280,812,869,0.76583,0.81976
