year,age_gr,quintil_oecd,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,30-45 y.,4th Quintile,Very concerned,0.29772,405,1363,0.27344,0.32201
2015,30-45 y.,4th Quintile,Somewhat concerned,0.58050,777,1363,0.55430,0.60671
2015,30-45 y.,4th Quintile,Not concerned at all,0.11808,181,1363,0.10095,0.13522
2015,30-45 y.,5th Quintile,Very concerned,0.28704,350,1243,0.26188,0.31220
2015,30-45 y.,5th Quintile,Somewhat concerned,0.53663,701,1243,0.50890,0.56436
2015,30-45 y.,5th Quintile,Not concerned at all,0.17267,192,1243,0.15165,0.19369
2015,46-65 y.,1st Quintile,Very concerned,0.35145,491,1466,0.32700,0.37590
2015,46-65 y.,1st Quintile,Somewhat concerned,0.43327,688,1466,0.40789,0.45864
2015,46-65 y.,1st Quintile,Not concerned at all,0.20977,287,1466,0.18892,0.23062
2015,46-65 y.,2nd Quintile,Very concerned,0.35295,534,1465,0.32847,0.37743
2015,46-65 y.,2nd Quintile,Somewhat concerned,0.47090,704,1465,0.44533,0.49647
2015,46-65 y.,2nd Quintile,Not concerned at all,0.15624,227,1465,0.13765,0.17484
2015,46-65 y.,3rd Quintile,Very concerned,0.35518,562,1545,0.33131,0.37905
2015,46-65 y.,3rd Quintile,Somewhat concerned,0.50926,775,1545,0.48432,0.53419
2015,46-65 y.,3rd Quintile,Not concerned at all,0.13128,208,1545,0.11444,0.14813
2015,46-65 y.,4th Quintile,Very concerned,0.40198,735,1889,0.37986,0.42409
2015,46-65 y.,4th Quintile,Somewhat concerned,0.47750,943,1889,0.45497,0.50003
2015,46-65 y.,4th Quintile,Not concerned at all,0.11358,211,1889,0.09927,0.12789
2015,46-65 y.,5th Quintile,Very concerned,0.35886,870,2472,0.33995,0.37778
2015,46-65 y.,5th Quintile,Somewhat concerned,0.53814,1371,2472,0.51848,0.55779
2015,46-65 y.,5th Quintile,Not concerned at all,0.10009,231,2472,0.08826,0.11192
2015,66 and older,1st Quintile,Very concerned,0.29912,232,714,0.26552,0.33273
2015,66 and older,1st Quintile,Somewhat concerned,0.47593,332,714,0.43927,0.51259
2015,66 and older,1st Quintile,Not concerned at all,0.18455,150,714,0.15607,0.21302
2015,66 and older,2nd Quintile,Very concerned,0.30891,392,1275,0.28353,0.33428
2015,66 and older,2nd Quintile,Somewhat concerned,0.52284,686,1275,0.49542,0.55027
2015,66 and older,2nd Quintile,Not concerned at all,0.15452,197,1275,0.13467,0.17436
2015,66 and older,3rd Quintile,Very concerned,0.35332,364,1038,0.32423,0.38241
2015,66 and older,3rd Quintile,Somewhat concerned,0.47897,509,1038,0.44856,0.50937
2015,66 and older,3rd Quintile,Not concerned at all,0.15448,165,1038,0.13248,0.17648
2015,66 and older,4th Quintile,Very concerned,0.35452,309,882,0.32293,0.38611
2015,66 and older,4th Quintile,Somewhat concerned,0.51822,464,882,0.48523,0.55122
2015,66 and older,4th Quintile,Not concerned at all,0.12169,109,882,0.10010,0.14328
2015,66 and older,5th Quintile,Very concerned,0.36905,348,929,0.33801,0.40010
2015,66 and older,5th Quintile,Somewhat concerned,0.52044,483,929,0.48830,0.55258
2015,66 and older,5th Quintile,Not concerned at all,0.10756,98,929,0.08763,0.12750
2016,17-29 y.,1st Quintile,Very concerned,0.42500,548,1274,0.39784,0.45216
2016,17-29 y.,1st Quintile,Somewhat concerned,0.37095,518,1274,0.34441,0.39749
2016,17-29 y.,1st Quintile,Not concerned at all,0.13332,208,1274,0.11465,0.15199
2016,17-29 y.,2nd Quintile,Very concerned,0.36554,344,863,0.33339,0.39768
2016,17-29 y.,2nd Quintile,Somewhat concerned,0.34352,370,863,0.31182,0.37522
2016,17-29 y.,2nd Quintile,Not concerned at all,0.19064,149,863,0.16442,0.21687
2016,17-29 y.,3rd Quintile,Very concerned,0.38511,293,692,0.34882,0.42139
2016,17-29 y.,3rd Quintile,Somewhat concerned,0.36826,292,692,0.33230,0.40423
2016,17-29 y.,3rd Quintile,Not concerned at all,0.17142,107,692,0.14332,0.19952
2016,17-29 y.,4th Quintile,Very concerned,0.42592,259,571,0.38533,0.46652
2016,17-29 y.,4th Quintile,Somewhat concerned,0.38857,238,571,0.34855,0.42858
2016,17-29 y.,4th Quintile,Not concerned at all,0.10905,74,571,0.08346,0.13464
2016,17-29 y.,5th Quintile,Very concerned,0.38813,203,424,0.34169,0.43457
2016,17-29 y.,5th Quintile,Somewhat concerned,0.44609,179,424,0.39872,0.49346
2016,17-29 y.,5th Quintile,Not concerned at all,0.10979,42,424,0.08000,0.13959
2016,30-45 y.,1st Quintile,Very concerned,0.47098,731,1618,0.44665,0.49531
2016,30-45 y.,1st Quintile,Somewhat concerned,0.38764,645,1618,0.36389,0.41139
2016,30-45 y.,1st Quintile,Not concerned at all,0.13353,242,1618,0.11695,0.15011
2016,30-45 y.,2nd Quintile,Very concerned,0.41746,720,1599,0.39329,0.44164
2016,30-45 y.,2nd Quintile,Somewhat concerned,0.44893,692,1599,0.42455,0.47332
2016,30-45 y.,2nd Quintile,Not concerned at all,0.13114,187,1599,0.11459,0.14769
2016,30-45 y.,3rd Quintile,Very concerned,0.46807,641,1389,0.44182,0.49432
2016,30-45 y.,3rd Quintile,Somewhat concerned,0.43594,614,1389,0.40985,0.46203
2016,30-45 y.,3rd Quintile,Not concerned at all,0.09564,134,1389,0.08017,0.11111
2016,30-45 y.,4th Quintile,Very concerned,0.45860,651,1350,0.43201,0.48520
2016,30-45 y.,4th Quintile,Somewhat concerned,0.45246,576,1350,0.42590,0.47902
2016,30-45 y.,4th Quintile,Not concerned at all,0.08078,123,1350,0.06624,0.09532
2016,30-45 y.,5th Quintile,Very concerned,0.47895,547,1115,0.44961,0.50828
2016,30-45 y.,5th Quintile,Somewhat concerned,0.41432,472,1115,0.38540,0.44325
2016,30-45 y.,5th Quintile,Not concerned at all,0.10582,96,1115,0.08776,0.12388
2016,46-65 y.,1st Quintile,Very concerned,0.45467,626,1396,0.42854,0.48080
2016,46-65 y.,1st Quintile,Somewhat concerned,0.39414,571,1396,0.36850,0.41978
2016,46-65 y.,1st Quintile,Not concerned at all,0.14197,199,1396,0.12366,0.16029
2016,46-65 y.,2nd Quintile,Very concerned,0.49209,680,1479,0.46660,0.51758
2016,46-65 y.,2nd Quintile,Somewhat concerned,0.37976,628,1479,0.35501,0.40450
2016,46-65 y.,2nd Quintile,Not concerned at all,0.12324,171,1479,0.10648,0.14000
2016,46-65 y.,3rd Quintile,Very concerned,0.48497,720,1526,0.45989,0.51006
2016,46-65 y.,3rd Quintile,Somewhat concerned,0.40247,660,1526,0.37785,0.42708
2016,46-65 y.,3rd Quintile,Not concerned at all,0.10958,146,1526,0.09390,0.12526
2016,46-65 y.,4th Quintile,Very concerned,0.46834,911,1828,0.44546,0.49122
2016,46-65 y.,4th Quintile,Somewhat concerned,0.46131,772,1828,0.43845,0.48417
2016,46-65 y.,4th Quintile,Not concerned at all,0.06926,145,1828,0.05762,0.08090
2016,46-65 y.,5th Quintile,Very concerned,0.52821,1255,2333,0.50795,0.54848
2016,46-65 y.,5th Quintile,Somewhat concerned,0.39598,924,2333,0.37613,0.41583
2016,46-65 y.,5th Quintile,Not concerned at all,0.07453,154,2333,0.06387,0.08519
2016,66 and older,1st Quintile,Very concerned,0.39329,299,685,0.35668,0.42989
2016,66 and older,1st Quintile,Somewhat concerned,0.47165,299,685,0.43424,0.50906
2016,66 and older,1st Quintile,Not concerned at all,0.12263,87,685,0.09805,0.14721
2016,66 and older,2nd Quintile,Very concerned,0.42385,522,1196,0.39583,0.45187
2016,66 and older,2nd Quintile,Somewhat concerned,0.44045,522,1196,0.41230,0.46860
2016,66 and older,2nd Quintile,Not concerned at all,0.12345,152,1196,0.10480,0.14210
2016,66 and older,3rd Quintile,Very concerned,0.49070,512,1025,0.46008,0.52132
2016,66 and older,3rd Quintile,Somewhat concerned,0.39421,400,1025,0.36428,0.42414
2016,66 and older,3rd Quintile,Not concerned at all,0.10057,113,1025,0.08215,0.11899
2016,66 and older,4th Quintile,Very concerned,0.50206,422,829,0.46800,0.53612
2016,66 and older,4th Quintile,Somewhat concerned,0.39341,332,829,0.36013,0.42668
2016,66 and older,4th Quintile,Not concerned at all,0.10060,75,829,0.08011,0.12108
2016,66 and older,5th Quintile,Very concerned,0.49619,481,948,0.46435,0.52803
2016,66 and older,5th Quintile,Somewhat concerned,0.40317,383,948,0.37192,0.43441
2016,66 and older,5th Quintile,Not concerned at all,0.08968,84,948,0.07148,0.10788
2017,17-29 y.,1st Quintile,Very concerned,0.38121,507,1660,0.35784,0.40458
2017,17-29 y.,1st Quintile,Somewhat concerned,0.38142,592,1660,0.35804,0.40479
2017,17-29 y.,1st Quintile,Not concerned at all,0.15481,561,1660,0.13741,0.17222
2017,17-29 y.,2nd Quintile,Very concerned,0.33659,270,794,0.30370,0.36948
2017,17-29 y.,2nd Quintile,Somewhat concerned,0.37650,363,794,0.34278,0.41022
2017,17-29 y.,2nd Quintile,Not concerned at all,0.17231,161,794,0.14602,0.19859
2017,17-29 y.,3rd Quintile,Very concerned,0.38577,280,672,0.34894,0.42260
2017,17-29 y.,3rd Quintile,Somewhat concerned,0.42974,293,672,0.39228,0.46720
2017,17-29 y.,3rd Quintile,Not concerned at all,0.10408,99,672,0.08098,0.12719
2017,17-29 y.,4th Quintile,Very concerned,0.34297,226,589,0.30460,0.38134
2017,17-29 y.,4th Quintile,Somewhat concerned,0.46376,284,589,0.42345,0.50407
2017,17-29 y.,4th Quintile,Not concerned at all,0.12385,79,589,0.09722,0.15047
2017,17-29 y.,5th Quintile,Very concerned,0.30883,165,412,0.26416,0.35350
2017,17-29 y.,5th Quintile,Somewhat concerned,0.53537,200,412,0.48715,0.58358
2017,17-29 y.,5th Quintile,Not concerned at all,0.10188,47,412,0.07263,0.13112
2017,30-45 y.,1st Quintile,Very concerned,0.41273,632,2240,0.39234,0.43312
2017,30-45 y.,1st Quintile,Somewhat concerned,0.39966,794,2240,0.37937,0.41995
2017,30-45 y.,1st Quintile,Not concerned at all,0.17057,814,2240,0.15499,0.18615
2017,30-45 y.,2nd Quintile,Very concerned,0.35789,537,1536,0.33391,0.38187
2017,30-45 y.,2nd Quintile,Somewhat concerned,0.48364,749,1536,0.45864,0.50864
2017,30-45 y.,2nd Quintile,Not concerned at all,0.15049,250,1536,0.13260,0.16838
2017,30-45 y.,3rd Quintile,Very concerned,0.39980,499,1240,0.37253,0.42708
2017,30-45 y.,3rd Quintile,Somewhat concerned,0.47933,592,1240,0.45151,0.50715
2017,30-45 y.,3rd Quintile,Not concerned at all,0.11109,149,1240,0.09359,0.12859
2017,30-45 y.,4th Quintile,Very concerned,0.43509,463,1144,0.40634,0.46383
2017,30-45 y.,4th Quintile,Somewhat concerned,0.48570,570,1144,0.45672,0.51467
2017,30-45 y.,4th Quintile,Not concerned at all,0.07856,111,1144,0.06296,0.09416
2017,30-45 y.,5th Quintile,Very concerned,0.39693,399,990,0.36644,0.42743
2017,30-45 y.,5th Quintile,Somewhat concerned,0.47294,510,990,0.44182,0.50405
2017,30-45 y.,5th Quintile,Not concerned at all,0.12915,81,990,0.10825,0.15005
2017,46-65 y.,1st Quintile,Very concerned,0.41024,536,1533,0.38561,0.43487
2017,46-65 y.,1st Quintile,Somewhat concerned,0.39104,619,1533,0.36660,0.41548
2017,46-65 y.,1st Quintile,Not concerned at all,0.18502,378,1533,0.16558,0.20447
2017,46-65 y.,2nd Quintile,Very concerned,0.39159,531,1413,0.36613,0.41705
2017,46-65 y.,2nd Quintile,Somewhat concerned,0.45042,663,1413,0.42447,0.47637
2017,46-65 y.,2nd Quintile,Not concerned at all,0.14646,219,1413,0.12802,0.16491
2017,46-65 y.,3rd Quintile,Very concerned,0.45171,630,1474,0.42629,0.47712
2017,46-65 y.,3rd Quintile,Somewhat concerned,0.44481,695,1474,0.41943,0.47019
2017,46-65 y.,3rd Quintile,Not concerned at all,0.10126,149,1474,0.08586,0.11667
2017,46-65 y.,4th Quintile,Very concerned,0.45347,786,1770,0.43027,0.47666
2017,46-65 y.,4th Quintile,Somewhat concerned,0.44973,820,1770,0.42654,0.47291
2017,46-65 y.,4th Quintile,Not concerned at all,0.09047,164,1770,0.07710,0.10384
2017,46-65 y.,5th Quintile,Very concerned,0.45472,992,2235,0.43407,0.47537
2017,46-65 y.,5th Quintile,Somewhat concerned,0.47030,1086,2235,0.44961,0.49100
2017,46-65 y.,5th Quintile,Not concerned at all,0.07321,157,2235,0.06241,0.08401
2017,66 and older,1st Quintile,Very concerned,0.37006,256,668,0.33342,0.40671
2017,66 and older,1st Quintile,Somewhat concerned,0.44394,321,668,0.40623,0.48164
2017,66 and older,1st Quintile,Not concerned at all,0.15109,91,668,0.12391,0.17827
2017,66 and older,2nd Quintile,Very concerned,0.37749,460,1152,0.34949,0.40550
2017,66 and older,2nd Quintile,Somewhat concerned,0.47343,546,1152,0.44458,0.50227
2017,66 and older,2nd Quintile,Not concerned at all,0.13821,146,1152,0.11827,0.15815
2017,66 and older,3rd Quintile,Very concerned,0.43540,422,1024,0.40502,0.46578
2017,66 and older,3rd Quintile,Somewhat concerned,0.45450,485,1024,0.42399,0.48502
2017,66 and older,3rd Quintile,Not concerned at all,0.10461,117,1024,0.08586,0.12337
2017,66 and older,4th Quintile,Very concerned,0.43717,380,817,0.40314,0.47121
2017,66 and older,4th Quintile,Somewhat concerned,0.46643,378,817,0.43220,0.50066
2017,66 and older,4th Quintile,Not concerned at all,0.08688,59,817,0.06755,0.10621
2017,66 and older,5th Quintile,Very concerned,0.43435,396,902,0.40198,0.46671
2017,66 and older,5th Quintile,Somewhat concerned,0.46909,429,902,0.43650,0.50168
2017,66 and older,5th Quintile,Not concerned at all,0.08700,77,902,0.06860,0.10540
2018,17-29 y.,1st Quintile,Very concerned,0.32416,491,2031,0.30380,0.34452
2018,17-29 y.,1st Quintile,Somewhat concerned,0.41247,782,2031,0.39105,0.43388
2018,17-29 y.,1st Quintile,Not concerned at all,0.19847,758,2031,0.18112,0.21582
2018,17-29 y.,2nd Quintile,Very concerned,0.28416,286,979,0.25589,0.31242
2018,17-29 y.,2nd Quintile,Somewhat concerned,0.48489,483,979,0.45357,0.51621
2018,17-29 y.,2nd Quintile,Not concerned at all,0.14537,210,979,0.12328,0.16746
2018,17-29 y.,3rd Quintile,Very concerned,0.32850,253,771,0.29533,0.36168
2018,17-29 y.,3rd Quintile,Somewhat concerned,0.43444,382,771,0.39943,0.46945
2018,17-29 y.,3rd Quintile,Not concerned at all,0.17100,136,771,0.14441,0.19759
2018,17-29 y.,4th Quintile,Very concerned,0.26901,179,617,0.23399,0.30403
2018,17-29 y.,4th Quintile,Somewhat concerned,0.54131,355,617,0.50196,0.58066
2018,17-29 y.,4th Quintile,Not concerned at all,0.13098,83,617,0.10433,0.15762
2018,17-29 y.,5th Quintile,Very concerned,0.25342,146,473,0.21418,0.29266
2018,17-29 y.,5th Quintile,Somewhat concerned,0.47523,256,473,0.43018,0.52028
2018,17-29 y.,5th Quintile,Not concerned at all,0.18937,71,473,0.15403,0.22472
2018,30-45 y.,1st Quintile,Very concerned,0.32517,559,2512,0.30685,0.34350
2018,30-45 y.,1st Quintile,Somewhat concerned,0.45841,931,2512,0.43892,0.47790
2018,30-45 y.,1st Quintile,Not concerned at all,0.20500,1022,2512,0.18920,0.22079
2018,30-45 y.,2nd Quintile,Very concerned,0.30313,485,1592,0.28055,0.32571
2018,30-45 y.,2nd Quintile,Somewhat concerned,0.54562,793,1592,0.52115,0.57008
2018,30-45 y.,2nd Quintile,Not concerned at all,0.14773,314,1592,0.13029,0.16516
2018,30-45 y.,3rd Quintile,Very concerned,0.31951,412,1331,0.29445,0.34457
2018,30-45 y.,3rd Quintile,Somewhat concerned,0.56017,720,1331,0.53349,0.58684
2018,30-45 y.,3rd Quintile,Not concerned at all,0.11329,199,1331,0.09626,0.13033
2018,30-45 y.,4th Quintile,Very concerned,0.34623,380,1206,0.31936,0.37309
2018,30-45 y.,4th Quintile,Somewhat concerned,0.54294,676,1206,0.51481,0.57107
2018,30-45 y.,4th Quintile,Not concerned at all,0.10847,150,1206,0.09091,0.12603
2018,30-45 y.,5th Quintile,Very concerned,0.28870,298,1078,0.26163,0.31576
2018,30-45 y.,5th Quintile,Somewhat concerned,0.56526,640,1078,0.53565,0.59486
2018,30-45 y.,5th Quintile,Not concerned at all,0.14605,140,1078,0.12496,0.16714
2018,46-65 y.,1st Quintile,Very concerned,0.36837,543,1800,0.34608,0.39066
2018,46-65 y.,1st Quintile,Somewhat concerned,0.43317,708,1800,0.41027,0.45607
2018,46-65 y.,1st Quintile,Not concerned at all,0.19257,549,1800,0.17435,0.21079
2018,46-65 y.,2nd Quintile,Very concerned,0.36465,561,1660,0.34149,0.38781
2018,46-65 y.,2nd Quintile,Somewhat concerned,0.48089,833,1660,0.45684,0.50493
2018,46-65 y.,2nd Quintile,Not concerned at all,0.14397,266,1660,0.12707,0.16086
2018,46-65 y.,3rd Quintile,Very concerned,0.36840,603,1677,0.34530,0.39149
2018,46-65 y.,3rd Quintile,Somewhat concerned,0.50895,864,1677,0.48501,0.53288
2018,46-65 y.,3rd Quintile,Not concerned at all,0.11968,210,1677,0.10414,0.13522
2018,46-65 y.,4th Quintile,Very concerned,0.34259,668,1960,0.32158,0.36361
2018,46-65 y.,4th Quintile,Somewhat concerned,0.55655,1092,1960,0.53455,0.57855
2018,46-65 y.,4th Quintile,Not concerned at all,0.10014,200,1960,0.08684,0.11343
2018,46-65 y.,5th Quintile,Very concerned,0.35437,890,2566,0.33586,0.37288
2018,46-65 y.,5th Quintile,Somewhat concerned,0.54774,1430,2566,0.52848,0.56700
2018,46-65 y.,5th Quintile,Not concerned at all,0.09559,246,2566,0.08421,0.10696
2018,66 and older,1st Quintile,Very concerned,0.29506,225,698,0.26120,0.32892
2018,66 and older,1st Quintile,Somewhat concerned,0.49257,343,698,0.45545,0.52969
2018,66 and older,1st Quintile,Not concerned at all,0.19475,130,698,0.16535,0.22415
2018,66 and older,2nd Quintile,Very concerned,0.31352,380,1185,0.28710,0.33995
2018,66 and older,2nd Quintile,Somewhat concerned,0.51771,608,1185,0.48925,0.54617
2018,66 and older,2nd Quintile,Not concerned at all,0.16624,197,1185,0.14504,0.18745
2018,66 and older,3rd Quintile,Very concerned,0.32493,332,1022,0.29620,0.35366
2018,66 and older,3rd Quintile,Somewhat concerned,0.53691,547,1022,0.50632,0.56750
2018,66 and older,3rd Quintile,Not concerned at all,0.13355,143,1022,0.11268,0.15441
2018,66 and older,4th Quintile,Very concerned,0.31398,295,846,0.28269,0.34528
2018,66 and older,4th Quintile,Somewhat concerned,0.56361,473,846,0.53017,0.59704
2018,66 and older,4th Quintile,Not concerned at all,0.11417,78,846,0.09273,0.13561
2018,66 and older,5th Quintile,Very concerned,0.35754,346,966,0.32730,0.38778
2018,66 and older,5th Quintile,Somewhat concerned,0.53975,541,966,0.50830,0.57120
2018,66 and older,5th Quintile,Not concerned at all,0.08956,79,966,0.07155,0.10758
2019,17-29 y.,1st Quintile,Very concerned,0.33976,484,1867,0.31827,0.36125
2019,17-29 y.,1st Quintile,Somewhat concerned,0.38786,645,1867,0.36575,0.40997
2019,17-29 y.,1st Quintile,Not concerned at all,0.20010,738,1867,0.18195,0.21825
2019,17-29 y.,2nd Quintile,Very concerned,0.36625,323,894,0.33465,0.39785
2019,17-29 y.,2nd Quintile,Somewhat concerned,0.41226,416,894,0.37998,0.44455
2019,17-29 y.,2nd Quintile,Not concerned at all,0.12685,155,894,0.10503,0.14868
2019,17-29 y.,3rd Quintile,Very concerned,0.33692,273,706,0.30203,0.37181
2019,17-29 y.,3rd Quintile,Somewhat concerned,0.46390,335,706,0.42709,0.50071
2019,17-29 y.,3rd Quintile,Not concerned at all,0.11026,98,706,0.08714,0.13338
2019,17-29 y.,4th Quintile,Very concerned,0.28636,210,557,0.24878,0.32393
2019,17-29 y.,4th Quintile,Somewhat concerned,0.47810,271,557,0.43657,0.51962
2019,17-29 y.,4th Quintile,Not concerned at all,0.15630,76,557,0.12612,0.18649
2019,17-29 y.,5th Quintile,Very concerned,0.32374,179,425,0.27921,0.36828
2019,17-29 y.,5th Quintile,Somewhat concerned,0.47666,195,425,0.42912,0.52420
2019,17-29 y.,5th Quintile,Not concerned at all,0.13098,51,425,0.09886,0.16309
2019,30-45 y.,1st Quintile,Very concerned,0.35822,521,2574,0.33969,0.37674
2019,30-45 y.,1st Quintile,Somewhat concerned,0.41580,857,2574,0.39675,0.43484
2019,30-45 y.,1st Quintile,Not concerned at all,0.21067,1196,2574,0.19492,0.22643
2019,30-45 y.,2nd Quintile,Very concerned,0.30466,411,1312,0.27975,0.32958
2019,30-45 y.,2nd Quintile,Somewhat concerned,0.51465,657,1312,0.48759,0.54170
2019,30-45 y.,2nd Quintile,Not concerned at all,0.17610,244,1312,0.15548,0.19672
2019,30-45 y.,3rd Quintile,Very concerned,0.32423,417,1237,0.29813,0.35033
2019,30-45 y.,3rd Quintile,Somewhat concerned,0.53594,666,1237,0.50814,0.56375
2019,30-45 y.,3rd Quintile,Not concerned at all,0.13835,154,1237,0.11910,0.15759
2019,30-45 y.,4th Quintile,Very concerned,0.30841,328,1035,0.28026,0.33656
2019,30-45 y.,4th Quintile,Somewhat concerned,0.56914,603,1035,0.53896,0.59933
2019,30-45 y.,4th Quintile,Not concerned at all,0.11772,104,1035,0.09808,0.13737
2019,30-45 y.,5th Quintile,Very concerned,0.30064,318,932,0.27118,0.33009
2019,30-45 y.,5th Quintile,Somewhat concerned,0.58865,510,932,0.55704,0.62026
2019,30-45 y.,5th Quintile,Not concerned at all,0.11070,104,932,0.09054,0.13085
2019,46-65 y.,1st Quintile,Very concerned,0.40325,541,1794,0.38055,0.42596
2019,46-65 y.,1st Quintile,Somewhat concerned,0.42782,676,1794,0.40491,0.45072
2019,46-65 y.,1st Quintile,Not concerned at all,0.15788,577,1794,0.14100,0.17476
2019,46-65 y.,2nd Quintile,Very concerned,0.37494,537,1486,0.35032,0.39957
2019,46-65 y.,2nd Quintile,Somewhat concerned,0.49429,746,1486,0.46886,0.51972
2019,46-65 y.,2nd Quintile,Not concerned at all,0.12543,203,1486,0.10859,0.14228
2019,46-65 y.,3rd Quintile,Very concerned,0.39204,631,1614,0.36821,0.41586
2019,46-65 y.,3rd Quintile,Somewhat concerned,0.51014,823,1614,0.48575,0.53454
2019,46-65 y.,3rd Quintile,Not concerned at all,0.09297,160,1614,0.07880,0.10714
2019,46-65 y.,4th Quintile,Very concerned,0.40875,728,1821,0.38616,0.43134
2019,46-65 y.,4th Quintile,Somewhat concerned,0.49460,938,1821,0.47163,0.51757
2019,46-65 y.,4th Quintile,Not concerned at all,0.09126,155,1821,0.07803,0.10450
2019,46-65 y.,5th Quintile,Very concerned,0.39649,990,2473,0.37720,0.41577
2019,46-65 y.,5th Quintile,Somewhat concerned,0.52242,1300,2473,0.50273,0.54212
2019,46-65 y.,5th Quintile,Not concerned at all,0.08017,183,2473,0.06946,0.09087
2019,66 and older,1st Quintile,Very concerned,0.30647,240,748,0.27341,0.33953
2019,66 and older,1st Quintile,Somewhat concerned,0.48932,357,748,0.45347,0.52517
2019,66 and older,1st Quintile,Not concerned at all,0.18861,151,748,0.16056,0.21666
2019,66 and older,2nd Quintile,Very concerned,0.34346,414,1199,0.31657,0.37036
2019,66 and older,2nd Quintile,Somewhat concerned,0.49884,609,1199,0.47053,0.52715
2019,66 and older,2nd Quintile,Not concerned at all,0.15125,176,1199,0.13096,0.17153
2019,66 and older,3rd Quintile,Very concerned,0.35517,346,955,0.32480,0.38554
2019,66 and older,3rd Quintile,Somewhat concerned,0.51360,500,955,0.48188,0.54532
2019,66 and older,3rd Quintile,Not concerned at all,0.12331,109,955,0.10245,0.14417
2019,66 and older,4th Quintile,Very concerned,0.39353,369,837,0.36041,0.42664
2019,66 and older,4th Quintile,Somewhat concerned,0.49022,386,837,0.45633,0.52410
2019,66 and older,4th Quintile,Not concerned at all,0.11175,82,837,0.09039,0.13310
2019,66 and older,5th Quintile,Very concerned,0.40376,390,943,0.37242,0.43509
2019,66 and older,5th Quintile,Somewhat concerned,0.47294,459,943,0.44106,0.50482
2019,66 and older,5th Quintile,Not concerned at all,0.11765,94,943,0.09707,0.13822
2020,17-29 y.,1st Quintile,Very concerned,0.37055,416,1691,0.34752,0.39358
2020,17-29 y.,1st Quintile,Somewhat concerned,0.39079,627,1691,0.36753,0.41406
2020,17-29 y.,1st Quintile,Not concerned at all,0.18063,648,1691,0.16229,0.19897
2020,17-29 y.,2nd Quintile,Very concerned,0.32032,277,797,0.28791,0.35274
2020,17-29 y.,2nd Quintile,Somewhat concerned,0.39741,355,797,0.36342,0.43141
2020,17-29 y.,2nd Quintile,Not concerned at all,0.17209,165,797,0.14587,0.19831
2020,17-29 y.,3rd Quintile,Very concerned,0.32120,242,693,0.28641,0.35599
2020,17-29 y.,3rd Quintile,Somewhat concerned,0.48163,354,693,0.44440,0.51886
2020,17-29 y.,3rd Quintile,Not concerned at all,0.14021,97,693,0.11434,0.16608
2020,17-29 y.,4th Quintile,Very concerned,0.30289,209,604,0.26622,0.33957
2020,17-29 y.,4th Quintile,Somewhat concerned,0.43872,300,604,0.39912,0.47833
2020,17-29 y.,4th Quintile,Not concerned at all,0.18679,95,604,0.15568,0.21790
2020,17-29 y.,5th Quintile,Very concerned,0.30924,175,477,0.26771,0.35076
2020,17-29 y.,5th Quintile,Somewhat concerned,0.43666,229,477,0.39210,0.48122
2020,17-29 y.,5th Quintile,Not concerned at all,0.13866,73,477,0.10762,0.16971
2020,30-45 y.,1st Quintile,Very concerned,0.34487,444,2347,0.32564,0.36411
2020,30-45 y.,1st Quintile,Somewhat concerned,0.41666,836,2347,0.39671,0.43661
2020,30-45 y.,1st Quintile,Not concerned at all,0.22816,1067,2347,0.21117,0.24514
2020,30-45 y.,2nd Quintile,Very concerned,0.30883,357,1238,0.28308,0.33457
2020,30-45 y.,2nd Quintile,Somewhat concerned,0.51243,618,1238,0.48457,0.54028
2020,30-45 y.,2nd Quintile,Not concerned at all,0.17418,263,1238,0.15305,0.19532
2020,30-45 y.,3rd Quintile,Very concerned,0.36615,378,1121,0.33793,0.39436
2020,30-45 y.,3rd Quintile,Somewhat concerned,0.49762,588,1121,0.46834,0.52690
2020,30-45 y.,3rd Quintile,Not concerned at all,0.13603,155,1121,0.11595,0.15611
2020,30-45 y.,4th Quintile,Very concerned,0.33634,366,1061,0.30790,0.36479
2020,30-45 y.,4th Quintile,Somewhat concerned,0.53919,564,1061,0.50918,0.56920
2020,30-45 y.,4th Quintile,Not concerned at all,0.12321,131,1061,0.10343,0.14300
2020,30-45 y.,5th Quintile,Very concerned,0.31191,382,1140,0.28500,0.33881
2020,30-45 y.,5th Quintile,Somewhat concerned,0.56662,620,1140,0.53785,0.59540
2020,30-45 y.,5th Quintile,Not concerned at all,0.12124,138,1140,0.10228,0.14019
2020,46-65 y.,1st Quintile,Very concerned,0.37692,495,1765,0.35431,0.39954
2020,46-65 y.,1st Quintile,Somewhat concerned,0.43268,693,1765,0.40956,0.45580
2020,46-65 y.,1st Quintile,Not concerned at all,0.18259,577,1765,0.16456,0.20062
2020,46-65 y.,2nd Quintile,Very concerned,0.38357,524,1481,0.35880,0.40835
2020,46-65 y.,2nd Quintile,Somewhat concerned,0.47810,744,1481,0.45265,0.50355
2020,46-65 y.,2nd Quintile,Not concerned at all,0.12499,213,1481,0.10814,0.14184
2020,46-65 y.,3rd Quintile,Very concerned,0.35110,565,1596,0.32767,0.37452
2020,46-65 y.,3rd Quintile,Somewhat concerned,0.55079,868,1596,0.52638,0.57520
2020,46-65 y.,3rd Quintile,Not concerned at all,0.09639,163,1596,0.08190,0.11087
