year,age_gr,migback,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,30-45 y.,Direct migration background,Very concerned,0.35129,273,792,0.31802,0.38456
2005,30-45 y.,Direct migration background,Somewhat concerned,0.46057,366,792,0.42583,0.49531
2005,30-45 y.,Direct migration background,Not concerned at all,0.18439,153,792,0.15736,0.21141
2005,30-45 y.,Indirect migration background,Very concerned,0.26925,69,239,0.21290,0.32561
2005,30-45 y.,Indirect migration background,Somewhat concerned,0.53570,128,239,0.47233,0.59906
2005,30-45 y.,Indirect migration background,Not concerned at all,0.18756,42,239,0.13797,0.23716
2005,46-65 y.,No migration background,Very concerned,0.33226,1948,6040,0.32038,0.34414
2005,46-65 y.,No migration background,Somewhat concerned,0.50897,3209,6040,0.49636,0.52158
2005,46-65 y.,No migration background,Not concerned at all,0.14964,883,6040,0.14065,0.15864
2005,46-65 y.,Direct migration background,Very concerned,0.30849,260,876,0.27788,0.33909
2005,46-65 y.,Direct migration background,Somewhat concerned,0.50107,438,876,0.46794,0.53420
2005,46-65 y.,Direct migration background,Not concerned at all,0.17611,178,876,0.15087,0.20135
2005,66 and older,No migration background,Very concerned,0.25377,899,3349,0.23903,0.26851
2005,66 and older,No migration background,Somewhat concerned,0.50665,1714,3349,0.48972,0.52359
2005,66 and older,No migration background,Not concerned at all,0.22564,736,3349,0.21148,0.23979
2005,66 and older,Direct migration background,Very concerned,0.23842,84,360,0.19434,0.28250
2005,66 and older,Direct migration background,Somewhat concerned,0.48169,178,360,0.43001,0.53338
2005,66 and older,Direct migration background,Not concerned at all,0.25716,98,360,0.21195,0.30237
2006,17-29 y.,No migration background,Very concerned,0.24539,715,2866,0.22963,0.26114
2006,17-29 y.,No migration background,Somewhat concerned,0.47569,1544,2866,0.45741,0.49398
2006,17-29 y.,No migration background,Not concerned at all,0.20285,607,2866,0.18812,0.21757
2006,17-29 y.,Direct migration background,Very concerned,0.27286,79,319,0.22390,0.32182
2006,17-29 y.,Direct migration background,Somewhat concerned,0.45750,163,319,0.40274,0.51225
2006,17-29 y.,Direct migration background,Not concerned at all,0.22860,77,319,0.18245,0.27476
2006,17-29 y.,Indirect migration background,Very concerned,0.29829,138,461,0.25648,0.34010
2006,17-29 y.,Indirect migration background,Somewhat concerned,0.42523,222,461,0.38005,0.47041
2006,17-29 y.,Indirect migration background,Not concerned at all,0.18369,101,461,0.14831,0.21908
2006,30-45 y.,No migration background,Very concerned,0.28392,1449,5177,0.27164,0.29621
2006,30-45 y.,No migration background,Somewhat concerned,0.54137,2880,5177,0.52779,0.55494
2006,30-45 y.,No migration background,Not concerned at all,0.16318,848,5177,0.15311,0.17324
2006,30-45 y.,Direct migration background,Very concerned,0.36818,274,776,0.33422,0.40214
2006,30-45 y.,Direct migration background,Somewhat concerned,0.42903,350,776,0.39418,0.46387
2006,30-45 y.,Direct migration background,Not concerned at all,0.19222,152,776,0.16448,0.21996
2006,30-45 y.,Indirect migration background,Very concerned,0.28645,81,274,0.23282,0.34008
2006,30-45 y.,Indirect migration background,Somewhat concerned,0.52823,149,274,0.46901,0.58744
2006,30-45 y.,Indirect migration background,Not concerned at all,0.17084,44,274,0.12619,0.21549
2006,46-65 y.,No migration background,Very concerned,0.30575,1979,6596,0.29463,0.31687
2006,46-65 y.,No migration background,Somewhat concerned,0.51894,3565,6596,0.50688,0.53100
2006,46-65 y.,No migration background,Not concerned at all,0.16393,1052,6596,0.15500,0.17287
2006,46-65 y.,Direct migration background,Very concerned,0.31091,249,871,0.28015,0.34166
2006,46-65 y.,Direct migration background,Somewhat concerned,0.48791,442,871,0.45469,0.52112
2006,46-65 y.,Direct migration background,Not concerned at all,0.18937,180,871,0.16334,0.21541
2006,66 and older,No migration background,Very concerned,0.24522,978,3972,0.23184,0.25860
2006,66 and older,No migration background,Somewhat concerned,0.52017,2141,3972,0.50463,0.53571
2006,66 and older,No migration background,Not concerned at all,0.21449,853,3972,0.20172,0.22725
2006,66 and older,Direct migration background,Very concerned,0.19586,89,380,0.15590,0.23581
2006,66 and older,Direct migration background,Somewhat concerned,0.45654,181,380,0.40639,0.50669
2006,66 and older,Direct migration background,Not concerned at all,0.31949,110,380,0.27254,0.36643
2007,17-29 y.,No migration background,Very concerned,0.24199,690,2661,0.22572,0.25827
2007,17-29 y.,No migration background,Somewhat concerned,0.45225,1370,2661,0.43333,0.47116
2007,17-29 y.,No migration background,Not concerned at all,0.21062,601,2661,0.19512,0.22611
2007,17-29 y.,Direct migration background,Very concerned,0.22659,65,262,0.17580,0.27738
2007,17-29 y.,Direct migration background,Somewhat concerned,0.47089,127,262,0.41034,0.53145
2007,17-29 y.,Direct migration background,Not concerned at all,0.22382,70,262,0.17325,0.27439
2007,17-29 y.,Indirect migration background,Very concerned,0.27635,132,439,0.23447,0.31823
2007,17-29 y.,Indirect migration background,Somewhat concerned,0.42391,202,439,0.37763,0.47019
2007,17-29 y.,Indirect migration background,Not concerned at all,0.20967,105,439,0.17154,0.24779
2007,30-45 y.,No migration background,Very concerned,0.28051,1292,4724,0.26769,0.29332
2007,30-45 y.,No migration background,Somewhat concerned,0.53923,2603,4724,0.52501,0.55344
2007,30-45 y.,No migration background,Not concerned at all,0.17096,829,4724,0.16023,0.18170
2007,30-45 y.,Direct migration background,Very concerned,0.32436,199,678,0.28910,0.35963
2007,30-45 y.,Direct migration background,Somewhat concerned,0.47032,351,678,0.43272,0.50792
2007,30-45 y.,Direct migration background,Not concerned at all,0.19142,128,678,0.16179,0.22106
2007,30-45 y.,Indirect migration background,Very concerned,0.26889,78,267,0.21561,0.32217
2007,30-45 y.,Indirect migration background,Somewhat concerned,0.51069,136,267,0.45062,0.57077
2007,30-45 y.,Indirect migration background,Not concerned at all,0.20855,53,267,0.15973,0.25738
2007,46-65 y.,No migration background,Very concerned,0.28340,1742,6177,0.27216,0.29464
2007,46-65 y.,No migration background,Somewhat concerned,0.54312,3448,6177,0.53070,0.55555
2007,46-65 y.,No migration background,Not concerned at all,0.16275,987,6177,0.15355,0.17196
2007,46-65 y.,Direct migration background,Very concerned,0.27603,215,777,0.24457,0.30748
2007,46-65 y.,Direct migration background,Somewhat concerned,0.50702,403,777,0.47184,0.54220
2007,46-65 y.,Direct migration background,Not concerned at all,0.19624,159,777,0.16829,0.22418
2007,66 and older,No migration background,Very concerned,0.24602,992,3895,0.23249,0.25955
2007,66 and older,No migration background,Somewhat concerned,0.50737,2033,3895,0.49167,0.52307
2007,66 and older,No migration background,Not concerned at all,0.22825,870,3895,0.21507,0.24143
2007,66 and older,Direct migration background,Very concerned,0.22214,95,370,0.17973,0.26456
2007,66 and older,Direct migration background,Somewhat concerned,0.44051,167,370,0.38985,0.49116
2007,66 and older,Direct migration background,Not concerned at all,0.31992,108,370,0.27232,0.36751
2008,17-29 y.,No migration background,Very concerned,0.22051,543,2487,0.20421,0.23680
2008,17-29 y.,No migration background,Somewhat concerned,0.48440,1358,2487,0.46475,0.50404
2008,17-29 y.,No migration background,Not concerned at all,0.21943,586,2487,0.20317,0.23570
2008,17-29 y.,Direct migration background,Very concerned,0.21966,56,223,0.16520,0.27413
2008,17-29 y.,Direct migration background,Somewhat concerned,0.48324,111,223,0.41750,0.54897
2008,17-29 y.,Direct migration background,Not concerned at all,0.27701,56,223,0.21814,0.33588
2008,17-29 y.,Indirect migration background,Very concerned,0.24863,112,432,0.20782,0.28943
2008,17-29 y.,Indirect migration background,Somewhat concerned,0.40361,209,432,0.35729,0.44993
2008,17-29 y.,Indirect migration background,Not concerned at all,0.22802,111,432,0.18841,0.26763
2008,30-45 y.,No migration background,Very concerned,0.22657,931,4275,0.21402,0.23912
2008,30-45 y.,No migration background,Somewhat concerned,0.55949,2473,4275,0.54461,0.57437
2008,30-45 y.,No migration background,Not concerned at all,0.20850,871,4275,0.19632,0.22068
2008,30-45 y.,Direct migration background,Very concerned,0.29113,174,603,0.25484,0.32742
2008,30-45 y.,Direct migration background,Somewhat concerned,0.49773,295,603,0.45779,0.53767
2008,30-45 y.,Direct migration background,Not concerned at all,0.20579,134,603,0.17349,0.23808
2008,30-45 y.,Indirect migration background,Very concerned,0.23090,71,268,0.18035,0.28145
2008,30-45 y.,Indirect migration background,Somewhat concerned,0.54025,144,268,0.48047,0.60003
2008,30-45 y.,Indirect migration background,Not concerned at all,0.22415,53,268,0.17413,0.27418
2008,46-65 y.,No migration background,Very concerned,0.25582,1478,5909,0.24469,0.26694
2008,46-65 y.,No migration background,Somewhat concerned,0.55538,3350,5909,0.54271,0.56805
2008,46-65 y.,No migration background,Not concerned at all,0.18314,1081,5909,0.17327,0.19300
2008,46-65 y.,Direct migration background,Very concerned,0.25885,167,701,0.22641,0.29130
2008,46-65 y.,Direct migration background,Somewhat concerned,0.51719,365,701,0.48018,0.55421
2008,46-65 y.,Direct migration background,Not concerned at all,0.21160,169,701,0.18134,0.24186
2008,66 and older,No migration background,Very concerned,0.20972,849,3865,0.19688,0.22255
2008,66 and older,No migration background,Somewhat concerned,0.54433,2111,3865,0.52863,0.56004
2008,66 and older,No migration background,Not concerned at all,0.22846,905,3865,0.21522,0.24170
2008,66 and older,Direct migration background,Very concerned,0.23268,86,362,0.18909,0.27627
2008,66 and older,Direct migration background,Somewhat concerned,0.49891,182,362,0.44733,0.55048
2008,66 and older,Direct migration background,Not concerned at all,0.25206,94,362,0.20727,0.29685
2009,17-29 y.,No migration background,Very concerned,0.17820,442,2275,0.16247,0.19393
2009,17-29 y.,No migration background,Somewhat concerned,0.51068,1250,2275,0.49014,0.53123
2009,17-29 y.,No migration background,Not concerned at all,0.23704,583,2275,0.21956,0.25452
2009,17-29 y.,Direct migration background,Very concerned,0.19390,34,173,0.13481,0.25298
2009,17-29 y.,Direct migration background,Somewhat concerned,0.42411,88,173,0.35025,0.49797
2009,17-29 y.,Direct migration background,Not concerned at all,0.32376,51,173,0.25384,0.39369
2009,17-29 y.,Indirect migration background,Very concerned,0.24501,98,380,0.20171,0.28831
2009,17-29 y.,Indirect migration background,Somewhat concerned,0.41081,171,380,0.36128,0.46035
2009,17-29 y.,Indirect migration background,Not concerned at all,0.23648,111,380,0.19370,0.27926
2009,30-45 y.,No migration background,Very concerned,0.19395,708,3854,0.18146,0.20643
2009,30-45 y.,No migration background,Somewhat concerned,0.58600,2301,3854,0.57045,0.60156
2009,30-45 y.,No migration background,Not concerned at all,0.21302,845,3854,0.20009,0.22595
2009,30-45 y.,Direct migration background,Very concerned,0.19451,105,528,0.16072,0.22831
2009,30-45 y.,Direct migration background,Somewhat concerned,0.54577,272,528,0.50326,0.58828
2009,30-45 y.,Direct migration background,Not concerned at all,0.25188,151,528,0.21482,0.28894
2009,30-45 y.,Indirect migration background,Very concerned,0.27410,65,267,0.22049,0.32771
2009,30-45 y.,Indirect migration background,Somewhat concerned,0.52030,149,267,0.46026,0.58033
2009,30-45 y.,Indirect migration background,Not concerned at all,0.17926,53,267,0.13316,0.22535
2009,46-65 y.,No migration background,Very concerned,0.21074,1138,5633,0.20009,0.22140
2009,46-65 y.,No migration background,Somewhat concerned,0.59395,3368,5633,0.58112,0.60677
2009,46-65 y.,No migration background,Not concerned at all,0.18961,1127,5633,0.17937,0.19985
2009,46-65 y.,Direct migration background,Very concerned,0.25398,145,615,0.21955,0.28841
2009,46-65 y.,Direct migration background,Somewhat concerned,0.46924,291,615,0.42976,0.50871
2009,46-65 y.,Direct migration background,Not concerned at all,0.26799,179,615,0.23296,0.30303
2009,46-65 y.,Indirect migration background,Somewhat concerned,0.69641,31,31,0.53187,0.86095
2009,66 and older,No migration background,Very concerned,0.17765,686,3779,0.16546,0.18984
2009,66 and older,No migration background,Somewhat concerned,0.57034,2172,3779,0.55455,0.58612
2009,66 and older,No migration background,Not concerned at all,0.24180,921,3779,0.22815,0.25546
2009,66 and older,Direct migration background,Very concerned,0.21546,60,327,0.17083,0.26009
2009,66 and older,Direct migration background,Somewhat concerned,0.44569,160,327,0.39173,0.49964
2009,66 and older,Direct migration background,Not concerned at all,0.30958,107,327,0.25939,0.35977
2010,17-29 y.,No migration background,Very concerned,0.18162,609,2945,0.16769,0.19555
2010,17-29 y.,No migration background,Somewhat concerned,0.52337,1624,2945,0.50532,0.54141
2010,17-29 y.,No migration background,Not concerned at all,0.23193,712,2945,0.21668,0.24718
2010,17-29 y.,Direct migration background,Very concerned,0.16085,114,483,0.12805,0.19365
2010,17-29 y.,Direct migration background,Somewhat concerned,0.47545,236,483,0.43087,0.52004
2010,17-29 y.,Direct migration background,Not concerned at all,0.33344,133,483,0.29135,0.37552
2010,17-29 y.,Indirect migration background,Very concerned,0.19638,117,472,0.16051,0.23226
2010,17-29 y.,Indirect migration background,Somewhat concerned,0.46211,232,472,0.41709,0.50714
2010,17-29 y.,Indirect migration background,Not concerned at all,0.25814,123,472,0.21862,0.29766
2010,30-45 y.,No migration background,Very concerned,0.18843,1457,7028,0.17929,0.19757
2010,30-45 y.,No migration background,Somewhat concerned,0.57355,4094,7028,0.56199,0.58511
2010,30-45 y.,No migration background,Not concerned at all,0.23125,1477,7028,0.22139,0.24110
2010,30-45 y.,Direct migration background,Very concerned,0.21624,359,1434,0.19492,0.23755
2010,30-45 y.,Direct migration background,Somewhat concerned,0.48558,713,1434,0.45970,0.51146
2010,30-45 y.,Direct migration background,Not concerned at all,0.28387,362,1434,0.26052,0.30721
2010,30-45 y.,Indirect migration background,Very concerned,0.19553,147,543,0.16214,0.22892
2010,30-45 y.,Indirect migration background,Somewhat concerned,0.54171,270,543,0.49976,0.58365
2010,30-45 y.,Indirect migration background,Not concerned at all,0.26222,126,543,0.22519,0.29925
2010,46-65 y.,No migration background,Very concerned,0.22918,1384,6144,0.21867,0.23969
2010,46-65 y.,No migration background,Somewhat concerned,0.57276,3570,6144,0.56039,0.58513
2010,46-65 y.,No migration background,Not concerned at all,0.19146,1190,6144,0.18162,0.20129
2010,46-65 y.,Direct migration background,Very concerned,0.24800,174,692,0.21580,0.28020
2010,46-65 y.,Direct migration background,Somewhat concerned,0.48219,329,692,0.44494,0.51945
2010,46-65 y.,Direct migration background,Not concerned at all,0.26681,189,692,0.23383,0.29978
2010,46-65 y.,Indirect migration background,Somewhat concerned,0.62588,47,47,0.48604,0.76572
2010,66 and older,No migration background,Very concerned,0.18649,688,3654,0.17386,0.19913
2010,66 and older,No migration background,Somewhat concerned,0.56841,2116,3654,0.55235,0.58448
2010,66 and older,No migration background,Not concerned at all,0.22931,850,3654,0.21568,0.24294
2010,66 and older,Direct migration background,Very concerned,0.21525,56,307,0.16920,0.26130
2010,66 and older,Direct migration background,Somewhat concerned,0.46155,156,307,0.40569,0.51741
2010,66 and older,Direct migration background,Not concerned at all,0.30011,95,307,0.24876,0.35146
2011,17-29 y.,No migration background,Very concerned,0.17165,457,2371,0.15646,0.18683
2011,17-29 y.,No migration background,Somewhat concerned,0.41397,1232,2371,0.39414,0.43380
2011,17-29 y.,No migration background,Not concerned at all,0.25641,682,2371,0.23883,0.27399
2011,17-29 y.,Direct migration background,Very concerned,0.18663,46,209,0.13368,0.23957
2011,17-29 y.,Direct migration background,Somewhat concerned,0.32365,95,209,0.26007,0.38723
2011,17-29 y.,Direct migration background,Not concerned at all,0.22163,68,209,0.16518,0.27808
2011,17-29 y.,Indirect migration background,Very concerned,0.18780,85,378,0.14838,0.22723
2011,17-29 y.,Indirect migration background,Somewhat concerned,0.40064,181,378,0.35117,0.45011
2011,17-29 y.,Indirect migration background,Not concerned at all,0.21465,112,378,0.17320,0.25610
2011,30-45 y.,No migration background,Very concerned,0.13684,674,3918,0.12608,0.14760
2011,30-45 y.,No migration background,Somewhat concerned,0.45494,2281,3918,0.43934,0.47053
2011,30-45 y.,No migration background,Not concerned at all,0.20411,963,3918,0.19149,0.21674
2011,30-45 y.,Direct migration background,Very concerned,0.11754,124,578,0.09126,0.14382
2011,30-45 y.,Direct migration background,Somewhat concerned,0.32455,267,578,0.28634,0.36275
2011,30-45 y.,Direct migration background,Not concerned at all,0.23927,187,578,0.20446,0.27408
2011,30-45 y.,Indirect migration background,Very concerned,0.12381,54,309,0.08703,0.16060
2011,30-45 y.,Indirect migration background,Somewhat concerned,0.38267,160,309,0.32839,0.43695
2011,30-45 y.,Indirect migration background,Not concerned at all,0.27352,95,309,0.22374,0.32331
2011,46-65 y.,No migration background,Very concerned,0.19791,1369,6829,0.18846,0.20736
2011,46-65 y.,No migration background,Somewhat concerned,0.54607,3946,6829,0.53426,0.55788
2011,46-65 y.,No migration background,Not concerned at all,0.20604,1514,6829,0.19644,0.21563
2011,46-65 y.,Direct migration background,Very concerned,0.20063,150,785,0.17260,0.22866
2011,46-65 y.,Direct migration background,Somewhat concerned,0.48579,408,785,0.45081,0.52078
2011,46-65 y.,Direct migration background,Not concerned at all,0.25516,227,785,0.22464,0.28568
2011,46-65 y.,Indirect migration background,Somewhat concerned,0.52765,49,49,0.38642,0.66889
2011,66 and older,No migration background,Very concerned,0.17098,789,4567,0.16006,0.18190
2011,66 and older,No migration background,Somewhat concerned,0.52315,2487,4567,0.50867,0.53764
2011,66 and older,No migration background,Not concerned at all,0.27309,1291,4567,0.26017,0.28602
2011,66 and older,Direct migration background,Very concerned,0.16924,65,401,0.13249,0.20599
2011,66 and older,Direct migration background,Somewhat concerned,0.43227,193,401,0.38372,0.48082
2011,66 and older,Direct migration background,Not concerned at all,0.35434,143,401,0.30747,0.40122
2012,17-29 y.,No migration background,Very concerned,0.16752,439,2281,0.15219,0.18285
2012,17-29 y.,No migration background,Somewhat concerned,0.42279,1199,2281,0.40252,0.44307
2012,17-29 y.,No migration background,Not concerned at all,0.25174,643,2281,0.23393,0.26956
2012,17-29 y.,Direct migration background,Very concerned,0.22028,59,220,0.16539,0.27517
2012,17-29 y.,Direct migration background,Somewhat concerned,0.39225,105,220,0.32759,0.45692
2012,17-29 y.,Direct migration background,Not concerned at all,0.20115,56,220,0.14805,0.25424
2012,17-29 y.,Indirect migration background,Very concerned,0.16577,83,360,0.12730,0.20424
2012,17-29 y.,Indirect migration background,Somewhat concerned,0.41949,187,360,0.36844,0.47053
2012,17-29 y.,Indirect migration background,Not concerned at all,0.21677,90,360,0.17415,0.25940
2012,30-45 y.,No migration background,Very concerned,0.14340,643,3679,0.13207,0.15473
2012,30-45 y.,No migration background,Somewhat concerned,0.46798,2183,3679,0.45185,0.48410
2012,30-45 y.,No migration background,Not concerned at all,0.19745,853,3679,0.18459,0.21032
2012,30-45 y.,Direct migration background,Very concerned,0.15130,130,583,0.12219,0.18042
2012,30-45 y.,Direct migration background,Somewhat concerned,0.38899,304,583,0.34938,0.42860
2012,30-45 y.,Direct migration background,Not concerned at all,0.17216,149,583,0.14149,0.20283
2012,30-45 y.,Indirect migration background,Very concerned,0.15912,72,308,0.11820,0.20004
2012,30-45 y.,Indirect migration background,Somewhat concerned,0.44270,175,308,0.38713,0.49826
2012,30-45 y.,Indirect migration background,Not concerned at all,0.19191,61,308,0.14786,0.23596
2012,46-65 y.,No migration background,Very concerned,0.21229,1493,6935,0.20266,0.22191
2012,46-65 y.,No migration background,Somewhat concerned,0.54798,4069,6935,0.53626,0.55969
2012,46-65 y.,No migration background,Not concerned at all,0.18893,1373,6935,0.17971,0.19814
2012,46-65 y.,Direct migration background,Very concerned,0.22559,180,754,0.19573,0.25544
2012,46-65 y.,Direct migration background,Somewhat concerned,0.49553,367,754,0.45982,0.53124
2012,46-65 y.,Direct migration background,Not concerned at all,0.21669,207,754,0.18726,0.24612
2012,46-65 y.,Indirect migration background,Somewhat concerned,0.50701,61,61,0.38051,0.63352
2012,66 and older,No migration background,Very concerned,0.21179,963,4715,0.20013,0.22346
2012,66 and older,No migration background,Somewhat concerned,0.55169,2643,4715,0.53749,0.56589
2012,66 and older,No migration background,Not concerned at all,0.22554,1109,4715,0.21361,0.23747
2012,66 and older,Direct migration background,Very concerned,0.25314,93,406,0.21080,0.29549
2012,66 and older,Direct migration background,Somewhat concerned,0.41055,184,406,0.36264,0.45846
2012,66 and older,Direct migration background,Not concerned at all,0.30252,129,406,0.25779,0.34726
2013,17-29 y.,No migration background,Very concerned,0.14524,382,2100,0.13016,0.16031
2013,17-29 y.,No migration background,Somewhat concerned,0.42868,1083,2100,0.40751,0.44985
2013,17-29 y.,No migration background,Not concerned at all,0.25401,635,2100,0.23539,0.27263
2013,17-29 y.,Direct migration background,Very concerned,0.11406,105,964,0.09398,0.13414
2013,17-29 y.,Direct migration background,Somewhat concerned,0.38628,360,964,0.35552,0.41703
2013,17-29 y.,Direct migration background,Not concerned at all,0.44402,499,964,0.41264,0.47540
2013,17-29 y.,Indirect migration background,Very concerned,0.14972,137,840,0.12558,0.17386
2013,17-29 y.,Indirect migration background,Somewhat concerned,0.36448,340,840,0.33191,0.39705
2013,17-29 y.,Indirect migration background,Not concerned at all,0.35827,363,840,0.32582,0.39071
2013,30-45 y.,No migration background,Very concerned,0.13417,580,3446,0.12279,0.14555
2013,30-45 y.,No migration background,Somewhat concerned,0.46484,1984,3446,0.44818,0.48149
2013,30-45 y.,No migration background,Not concerned at all,0.21388,882,3446,0.20019,0.22758
2013,30-45 y.,Direct migration background,Very concerned,0.11958,299,2275,0.10624,0.13291
2013,30-45 y.,Direct migration background,Somewhat concerned,0.37707,892,2275,0.35715,0.39699
2013,30-45 y.,Direct migration background,Not concerned at all,0.39215,1084,2275,0.37209,0.41222
2013,30-45 y.,Indirect migration background,Very concerned,0.14852,130,638,0.12090,0.17613
2013,30-45 y.,Indirect migration background,Somewhat concerned,0.42945,298,638,0.39101,0.46790
2013,30-45 y.,Indirect migration background,Not concerned at all,0.29764,210,638,0.26213,0.33315
2013,46-65 y.,No migration background,Very concerned,0.19097,1358,6606,0.18149,0.20044
2013,46-65 y.,No migration background,Somewhat concerned,0.55260,3831,6606,0.54061,0.56459
2013,46-65 y.,No migration background,Not concerned at all,0.20401,1417,6606,0.19429,0.21373
2013,46-65 y.,Direct migration background,Very concerned,0.20239,256,1703,0.18330,0.22148
2013,46-65 y.,Direct migration background,Somewhat concerned,0.41565,658,1703,0.39224,0.43907
2013,46-65 y.,Direct migration background,Not concerned at all,0.33779,789,1703,0.31532,0.36026
2013,46-65 y.,Indirect migration background,Somewhat concerned,0.52898,66,107,0.43396,0.62401
2013,46-65 y.,Indirect migration background,Not concerned at all,0.24334,41,107,0.16165,0.32503
2013,66 and older,No migration background,Very concerned,0.19172,881,4513,0.18023,0.20320
2013,66 and older,No migration background,Somewhat concerned,0.55228,2553,4513,0.53777,0.56679
2013,66 and older,No migration background,Not concerned at all,0.23913,1079,4513,0.22668,0.25158
2013,66 and older,Direct migration background,Very concerned,0.19124,70,446,0.15470,0.22778
2013,66 and older,Direct migration background,Somewhat concerned,0.43793,199,446,0.39183,0.48403
2013,66 and older,Direct migration background,Not concerned at all,0.35045,177,446,0.30612,0.39478
2014,17-29 y.,No migration background,Very concerned,0.16466,515,2643,0.15051,0.17880
2014,17-29 y.,No migration background,Somewhat concerned,0.50020,1386,2643,0.48114,0.51927
2014,17-29 y.,No migration background,Not concerned at all,0.25879,742,2643,0.24209,0.27550
2014,17-29 y.,Direct migration background,Very concerned,0.18410,168,787,0.15700,0.21119
2014,17-29 y.,Direct migration background,Somewhat concerned,0.46732,381,787,0.43244,0.50220
2014,17-29 y.,Direct migration background,Not concerned at all,0.31473,238,787,0.28226,0.34719
2014,17-29 y.,Indirect migration background,Very concerned,0.22953,224,830,0.20090,0.25816
2014,17-29 y.,Indirect migration background,Somewhat concerned,0.41457,368,830,0.38103,0.44810
2014,17-29 y.,Indirect migration background,Not concerned at all,0.25468,238,830,0.22503,0.28434
2014,30-45 y.,No migration background,Very concerned,0.19025,1019,5410,0.17979,0.20071
2014,30-45 y.,No migration background,Somewhat concerned,0.57770,3186,5410,0.56454,0.59087
2014,30-45 y.,No migration background,Not concerned at all,0.23004,1205,5410,0.21882,0.24125
2014,30-45 y.,Direct migration background,Very concerned,0.20454,526,2370,0.18830,0.22079
2014,30-45 y.,Direct migration background,Somewhat concerned,0.47493,1158,2370,0.45482,0.49504
2014,30-45 y.,Direct migration background,Not concerned at all,0.31090,686,2370,0.29226,0.32954
2014,30-45 y.,Indirect migration background,Very concerned,0.23652,204,698,0.20497,0.26806
2014,30-45 y.,Indirect migration background,Somewhat concerned,0.51359,349,698,0.47648,0.55070
2014,30-45 y.,Indirect migration background,Not concerned at all,0.24594,145,698,0.21397,0.27791
2014,46-65 y.,No migration background,Very concerned,0.22853,1789,7509,0.21903,0.23802
2014,46-65 y.,No migration background,Somewhat concerned,0.57380,4369,7509,0.56262,0.58499
2014,46-65 y.,No migration background,Not concerned at all,0.19308,1351,7509,0.18415,0.20201
2014,46-65 y.,Direct migration background,Very concerned,0.23055,334,1578,0.20976,0.25133
2014,46-65 y.,Direct migration background,Somewhat concerned,0.49807,785,1578,0.47340,0.52275
2014,46-65 y.,Direct migration background,Not concerned at all,0.26354,459,1578,0.24179,0.28528
2014,46-65 y.,Indirect migration background,Very concerned,0.26516,46,172,0.19900,0.33132
2014,46-65 y.,Indirect migration background,Somewhat concerned,0.59360,92,172,0.51999,0.66722
2014,46-65 y.,Indirect migration background,Not concerned at all,0.11258,34,172,0.06520,0.15995
2014,66 and older,No migration background,Very concerned,0.21059,965,4462,0.19862,0.22255
2014,66 and older,No migration background,Somewhat concerned,0.54836,2500,4462,0.53376,0.56297
2014,66 and older,No migration background,Not concerned at all,0.22962,997,4462,0.21728,0.24196
2014,66 and older,Direct migration background,Very concerned,0.19853,85,436,0.16104,0.23601
2014,66 and older,Direct migration background,Somewhat concerned,0.48085,223,436,0.43390,0.52780
2014,66 and older,Direct migration background,Not concerned at all,0.29522,128,436,0.25235,0.33809
2015,17-29 y.,No migration background,Very concerned,0.30841,877,2549,0.29048,0.32634
2015,17-29 y.,No migration background,Somewhat concerned,0.43472,1193,2549,0.41547,0.45397
2015,17-29 y.,No migration background,Not concerned at all,0.17578,479,2549,0.16100,0.19056
2015,17-29 y.,Direct migration background,Very concerned,0.27282,249,1064,0.24604,0.29959
2015,17-29 y.,Direct migration background,Somewhat concerned,0.40490,422,1064,0.37539,0.43441
2015,17-29 y.,Direct migration background,Not concerned at all,0.28783,393,1064,0.26061,0.31505
2015,17-29 y.,Indirect migration background,Very concerned,0.31145,277,799,0.27932,0.34359
2015,17-29 y.,Indirect migration background,Somewhat concerned,0.45159,345,799,0.41706,0.48612
2015,17-29 y.,Indirect migration background,Not concerned at all,0.16583,177,799,0.14002,0.19164
2015,30-45 y.,No migration background,Very concerned,0.30988,1512,4803,0.29680,0.32296
2015,30-45 y.,No migration background,Somewhat concerned,0.54578,2616,4803,0.53169,0.55986
2015,30-45 y.,No migration background,Not concerned at all,0.13721,675,4803,0.12748,0.14694
2015,30-45 y.,Direct migration background,Very concerned,0.22458,609,2786,0.20908,0.24008
2015,30-45 y.,Direct migration background,Somewhat concerned,0.49843,1352,2786,0.47986,0.51700
2015,30-45 y.,Direct migration background,Not concerned at all,0.26192,825,2786,0.24559,0.27825
2015,30-45 y.,Indirect migration background,Very concerned,0.29318,234,633,0.25769,0.32868
2015,30-45 y.,Indirect migration background,Somewhat concerned,0.45155,305,633,0.41275,0.49035
2015,30-45 y.,Indirect migration background,Not concerned at all,0.25526,94,633,0.22127,0.28926
2015,46-65 y.,No migration background,Very concerned,0.37646,2742,7265,0.36532,0.38761
2015,46-65 y.,No migration background,Somewhat concerned,0.49699,3704,7265,0.48549,0.50849
2015,46-65 y.,No migration background,Not concerned at all,0.12075,819,7265,0.11326,0.12824
2015,46-65 y.,Direct migration background,Very concerned,0.29316,425,1637,0.27110,0.31522
2015,46-65 y.,Direct migration background,Somewhat concerned,0.45752,775,1637,0.43338,0.48166
2015,46-65 y.,Direct migration background,Not concerned at all,0.23483,437,1637,0.21429,0.25537
