year,bula_h,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Hesse,Not Working,0.37578,384,1049,0.34645,0.40510
1986,"Rhineland-Palatinate, Saarland",Full Time,0.33565,343,769,0.30225,0.36904
1986,"Rhineland-Palatinate, Saarland",Part Time,0.12045,111,769,0.09743,0.14347
1986,"Rhineland-Palatinate, Saarland",Not Working,0.40005,315,769,0.36540,0.43470
1986,Baden-Wuerttemberg,Full Time,0.36913,999,1988,0.34791,0.39035
1986,Baden-Wuerttemberg,Part Time,0.14198,350,1988,0.12663,0.15732
1986,Baden-Wuerttemberg,Not Working,0.31053,639,1988,0.29019,0.33088
1986,Bavaria,Full Time,0.35367,843,1773,0.33140,0.37593
1986,Bavaria,Part Time,0.15224,341,1773,0.13551,0.16897
1986,Bavaria,Not Working,0.32710,589,1773,0.30526,0.34895
1986,Berlin,Full Time,0.37703,170,352,0.32633,0.42773
1986,Berlin,Part Time,0.13552,70,352,0.09971,0.17133
1986,Berlin,Not Working,0.34103,112,352,0.29144,0.39063
1987,Schleswig-Holstein,Full Time,0.35772,146,326,0.30561,0.40984
1987,Schleswig-Holstein,Part Time,0.15295,64,326,0.11382,0.19209
1987,Schleswig-Holstein,Not Working,0.30707,116,326,0.25692,0.35722
1987,Hamburg,Full Time,0.39856,106,226,0.33458,0.46253
1987,Hamburg,Part Time,0.11968,34,226,0.07726,0.16209
1987,Hamburg,Not Working,0.38226,86,226,0.31877,0.44576
1987,Lower Saxony,Full Time,0.32868,470,1105,0.30097,0.35639
1987,Lower Saxony,Part Time,0.15355,207,1105,0.13228,0.17482
1987,Lower Saxony,Not Working,0.36326,428,1105,0.33489,0.39163
1987,Bremen,Not Working,0.57425,51,51,0.43719,0.71130
1987,North Rhine-Westphalia,Full Time,0.33603,1253,2827,0.31862,0.35345
1987,North Rhine-Westphalia,Part Time,0.12263,441,2827,0.11053,0.13472
1987,North Rhine-Westphalia,Not Working,0.36770,1133,2827,0.34992,0.38548
1987,Hesse,Full Time,0.36111,498,1056,0.33212,0.39009
1987,Hesse,Part Time,0.13309,189,1056,0.11259,0.15359
1987,Hesse,Not Working,0.35480,369,1056,0.32593,0.38367
1987,"Rhineland-Palatinate, Saarland",Full Time,0.33796,340,766,0.30444,0.37148
1987,"Rhineland-Palatinate, Saarland",Part Time,0.12366,112,766,0.10033,0.14699
1987,"Rhineland-Palatinate, Saarland",Not Working,0.39645,314,766,0.36178,0.43111
1987,Baden-Wuerttemberg,Full Time,0.38318,1026,1962,0.36166,0.40470
1987,Baden-Wuerttemberg,Part Time,0.13717,328,1962,0.12194,0.15239
1987,Baden-Wuerttemberg,Not Working,0.29452,608,1962,0.27435,0.31470
1987,Bavaria,Full Time,0.35294,823,1724,0.33037,0.37550
1987,Bavaria,Part Time,0.16071,348,1724,0.14337,0.17805
1987,Bavaria,Not Working,0.31601,553,1724,0.29406,0.33796
1987,Berlin,Full Time,0.38593,179,362,0.33571,0.43614
1987,Berlin,Part Time,0.13528,66,362,0.10000,0.17057
1987,Berlin,Not Working,0.34126,117,362,0.29235,0.39017
1988,Schleswig-Holstein,Full Time,0.32462,142,324,0.27356,0.37569
1988,Schleswig-Holstein,Part Time,0.15465,64,324,0.11522,0.19408
1988,Schleswig-Holstein,Not Working,0.32176,118,324,0.27082,0.37271
1988,Hamburg,Full Time,0.39657,91,202,0.32894,0.46420
1988,Hamburg,Part Time,0.11882,31,202,0.07408,0.16355
1988,Hamburg,Not Working,0.39331,80,202,0.32578,0.46085
1988,Lower Saxony,Full Time,0.33323,444,1048,0.30468,0.36178
1988,Lower Saxony,Part Time,0.14611,198,1048,0.12471,0.16750
1988,Lower Saxony,Not Working,0.36783,406,1048,0.33862,0.39704
1988,Bremen,Not Working,0.54851,51,51,0.41057,0.68645
1988,North Rhine-Westphalia,Full Time,0.33370,1171,2692,0.31589,0.35152
1988,North Rhine-Westphalia,Part Time,0.13585,472,2692,0.12291,0.14880
1988,North Rhine-Westphalia,Not Working,0.35887,1049,2692,0.34075,0.37700
1988,Hesse,Full Time,0.32556,454,1002,0.29653,0.35459
1988,Hesse,Part Time,0.15569,199,1002,0.13323,0.17815
1988,Hesse,Not Working,0.35396,349,1002,0.32434,0.38359
1988,"Rhineland-Palatinate, Saarland",Full Time,0.34433,324,738,0.31002,0.37863
1988,"Rhineland-Palatinate, Saarland",Part Time,0.12125,111,738,0.09768,0.14481
1988,"Rhineland-Palatinate, Saarland",Not Working,0.39908,303,738,0.36373,0.43444
1988,Baden-Wuerttemberg,Full Time,0.37704,953,1886,0.35516,0.39892
1988,Baden-Wuerttemberg,Part Time,0.14446,345,1886,0.12859,0.16033
1988,Baden-Wuerttemberg,Not Working,0.29917,588,1886,0.27850,0.31984
1988,Bavaria,Full Time,0.35941,801,1647,0.33623,0.38259
1988,Bavaria,Part Time,0.17053,347,1647,0.15236,0.18870
1988,Bavaria,Not Working,0.30020,499,1647,0.27806,0.32234
1988,Berlin,Full Time,0.41814,170,333,0.36508,0.47120
1988,Berlin,Part Time,0.13040,59,333,0.09418,0.16662
1988,Berlin,Not Working,0.31199,104,333,0.26215,0.36183
1989,Schleswig-Holstein,Full Time,0.31252,133,303,0.26024,0.36480
1989,Schleswig-Holstein,Part Time,0.16234,61,303,0.12075,0.20394
1989,Schleswig-Holstein,Not Working,0.31027,109,303,0.25810,0.36245
1989,Hamburg,Full Time,0.44857,97,168,0.37314,0.52401
1989,Hamburg,Not Working,0.36693,71,168,0.29383,0.44003
1989,Lower Saxony,Full Time,0.34247,443,996,0.31298,0.37196
1989,Lower Saxony,Part Time,0.13862,171,996,0.11715,0.16009
1989,Lower Saxony,Not Working,0.37085,382,996,0.34084,0.40086
1989,Bremen,Full Time,0.26133,41,91,0.17056,0.35210
1989,Bremen,Not Working,0.47360,50,91,0.37044,0.57675
1989,North Rhine-Westphalia,Full Time,0.34173,1157,2615,0.32354,0.35991
1989,North Rhine-Westphalia,Part Time,0.13143,439,2615,0.11848,0.14438
1989,North Rhine-Westphalia,Not Working,0.35825,1019,2615,0.33987,0.37663
1989,Hesse,Full Time,0.33962,460,996,0.31020,0.36905
1989,Hesse,Part Time,0.13624,183,996,0.11492,0.15755
1989,Hesse,Not Working,0.36572,353,996,0.33579,0.39564
1989,"Rhineland-Palatinate, Saarland",Full Time,0.37182,319,694,0.33584,0.40781
1989,"Rhineland-Palatinate, Saarland",Part Time,0.11823,102,694,0.09419,0.14227
1989,"Rhineland-Palatinate, Saarland",Not Working,0.37720,273,694,0.34112,0.41329
1989,Baden-Wuerttemberg,Full Time,0.37230,922,1813,0.35004,0.39456
1989,Baden-Wuerttemberg,Part Time,0.15704,351,1813,0.14029,0.17380
1989,Baden-Wuerttemberg,Not Working,0.29257,540,1813,0.27162,0.31352
1989,Bavaria,Full Time,0.37341,803,1614,0.34980,0.39701
1989,Bavaria,Part Time,0.14185,297,1614,0.12482,0.15887
1989,Bavaria,Not Working,0.31791,514,1614,0.29519,0.34064
1989,Berlin,Full Time,0.39276,164,330,0.33998,0.44553
1989,Berlin,Part Time,0.14337,60,330,0.10550,0.18124
1989,Berlin,Not Working,0.32734,106,330,0.27664,0.37805
1990,Schleswig-Holstein,Full Time,0.31462,118,283,0.26042,0.36882
1990,Schleswig-Holstein,Part Time,0.17364,62,283,0.12943,0.21785
1990,Schleswig-Holstein,Not Working,0.32336,103,283,0.26877,0.37796
1990,Hamburg,Full Time,0.38328,73,167,0.30932,0.45724
1990,Hamburg,Part Time,0.14333,32,167,0.09002,0.19663
1990,Hamburg,Not Working,0.36573,62,167,0.29246,0.43900
1990,Lower Saxony,Full Time,0.34503,432,978,0.31522,0.37484
1990,Lower Saxony,Part Time,0.15279,175,978,0.13023,0.17535
1990,Lower Saxony,Not Working,0.35566,371,978,0.32564,0.38567
1990,Bremen,Full Time,0.24154,36,90,0.15262,0.33047
1990,Bremen,Not Working,0.50516,54,90,0.40129,0.60903
1990,North Rhine-Westphalia,Full Time,0.35419,1138,2557,0.33565,0.37273
1990,North Rhine-Westphalia,Part Time,0.12996,429,2557,0.11692,0.14300
1990,North Rhine-Westphalia,Not Working,0.33747,990,2557,0.31914,0.35581
1990,Hesse,Full Time,0.33708,459,985,0.30755,0.36662
1990,Hesse,Part Time,0.15509,190,985,0.13247,0.17771
1990,Hesse,Not Working,0.35161,336,985,0.32177,0.38144
1990,"Rhineland-Palatinate, Saarland",Full Time,0.35507,299,673,0.31889,0.39125
1990,"Rhineland-Palatinate, Saarland",Part Time,0.13435,105,673,0.10856,0.16013
1990,"Rhineland-Palatinate, Saarland",Not Working,0.36919,269,673,0.33271,0.40568
1990,Baden-Wuerttemberg,Full Time,0.38257,917,1792,0.36006,0.40508
1990,Baden-Wuerttemberg,Part Time,0.15239,343,1792,0.13575,0.16904
1990,Baden-Wuerttemberg,Not Working,0.27890,532,1792,0.25813,0.29967
1990,Bavaria,Full Time,0.38046,797,1599,0.35665,0.40426
1990,Bavaria,Part Time,0.15126,309,1599,0.13369,0.16883
1990,Bavaria,Not Working,0.30373,493,1599,0.28118,0.32628
1990,Berlin,Full Time,0.24162,155,326,0.19508,0.28816
1990,Berlin,Part Time,0.09901,68,326,0.06654,0.13148
1990,Berlin,Not Working,0.19040,103,326,0.14772,0.23309
1991,Schleswig-Holstein,Full Time,0.32169,129,296,0.26838,0.37499
1991,Schleswig-Holstein,Part Time,0.18643,71,296,0.14198,0.23087
1991,Schleswig-Holstein,Not Working,0.26998,96,296,0.21932,0.32064
1991,Hamburg,Full Time,0.42450,73,134,0.34050,0.50850
1991,Hamburg,Not Working,0.36387,61,134,0.28210,0.44563
1991,Lower Saxony,Full Time,0.34301,428,972,0.31315,0.37287
1991,Lower Saxony,Part Time,0.14750,176,972,0.12519,0.16980
1991,Lower Saxony,Not Working,0.35317,368,972,0.32310,0.38323
1991,Bremen,Full Time,0.24584,34,87,0.15483,0.33684
1991,Bremen,Not Working,0.55343,53,87,0.44836,0.65850
1991,North Rhine-Westphalia,Full Time,0.34879,1150,2540,0.33025,0.36733
1991,North Rhine-Westphalia,Part Time,0.13989,447,2540,0.12639,0.15338
1991,North Rhine-Westphalia,Not Working,0.32992,943,2540,0.31163,0.34821
1991,Hesse,Full Time,0.33697,445,962,0.30709,0.36686
1991,Hesse,Part Time,0.14376,191,962,0.12158,0.16595
1991,Hesse,Not Working,0.35908,326,962,0.32875,0.38941
1991,"Rhineland-Palatinate, Saarland",Full Time,0.33237,291,666,0.29656,0.36817
1991,"Rhineland-Palatinate, Saarland",Part Time,0.14979,112,666,0.12266,0.17691
1991,"Rhineland-Palatinate, Saarland",Not Working,0.35931,263,666,0.32284,0.39578
1991,Baden-Wuerttemberg,Full Time,0.37780,922,1788,0.35532,0.40028
1991,Baden-Wuerttemberg,Part Time,0.15521,338,1788,0.13842,0.17200
1991,Baden-Wuerttemberg,Not Working,0.27549,528,1788,0.25478,0.29620
1991,Bavaria,Full Time,0.36461,789,1595,0.34098,0.38824
1991,Bavaria,Part Time,0.14947,307,1595,0.13197,0.16698
1991,Bavaria,Not Working,0.30930,499,1595,0.28661,0.33199
1991,Berlin,Full Time,0.25769,155,332,0.21058,0.30481
1991,Berlin,Part Time,0.09262,73,332,0.06139,0.12385
1991,Berlin,Not Working,0.19397,104,332,0.15137,0.23657
1992,Schleswig-Holstein,Full Time,0.30631,116,272,0.25142,0.36119
1992,Schleswig-Holstein,Part Time,0.17319,59,272,0.12814,0.21825
1992,Schleswig-Holstein,Not Working,0.30249,97,272,0.24780,0.35718
1992,Hamburg,Full Time,0.39548,70,132,0.31175,0.47921
1992,Hamburg,Not Working,0.39216,62,132,0.30855,0.47577
1992,Lower Saxony,Full Time,0.35001,434,970,0.31998,0.38004
1992,Lower Saxony,Part Time,0.13954,172,970,0.11772,0.16136
1992,Lower Saxony,Not Working,0.34504,364,970,0.31511,0.37497
1992,Bremen,Full Time,0.27142,34,81,0.17397,0.36886
1992,Bremen,Not Working,0.53727,47,81,0.42801,0.64653
1992,North Rhine-Westphalia,Full Time,0.35186,1144,2523,0.33322,0.37050
1992,North Rhine-Westphalia,Part Time,0.13991,466,2523,0.12637,0.15344
1992,North Rhine-Westphalia,Not Working,0.32767,913,2523,0.30935,0.34599
1992,Hesse,Full Time,0.35226,455,953,0.32191,0.38260
1992,Hesse,Part Time,0.14135,179,953,0.11922,0.16348
1992,Hesse,Not Working,0.35723,319,953,0.32679,0.38767
1992,"Rhineland-Palatinate, Saarland",Full Time,0.35038,296,660,0.31396,0.38681
1992,"Rhineland-Palatinate, Saarland",Part Time,0.14341,113,660,0.11665,0.17017
1992,"Rhineland-Palatinate, Saarland",Not Working,0.34581,251,660,0.30950,0.38213
1992,Baden-Wuerttemberg,Full Time,0.37155,894,1760,0.34897,0.39413
1992,Baden-Wuerttemberg,Part Time,0.16266,343,1760,0.14541,0.17991
1992,Baden-Wuerttemberg,Not Working,0.27411,523,1760,0.25327,0.29496
1992,Bavaria,Full Time,0.36241,810,1640,0.33914,0.38569
1992,Bavaria,Part Time,0.15238,316,1640,0.13498,0.16978
1992,Bavaria,Not Working,0.31015,514,1640,0.28775,0.33254
1992,Berlin,Full Time,0.43419,323,598,0.39443,0.47395
1992,Berlin,Part Time,0.13258,104,598,0.10538,0.15979
1992,Berlin,Not Working,0.27780,171,598,0.24187,0.31373
1992,Brandenburg,Full Time,0.41319,369,661,0.37563,0.45076
1992,Brandenburg,Part Time,0.14231,116,661,0.11566,0.16897
1992,Brandenburg,Not Working,0.26038,176,661,0.22690,0.29386
1992,Mecklenburg-Western Pomerania,Full Time,0.40020,226,418,0.35317,0.44722
1992,Mecklenburg-Western Pomerania,Part Time,0.17328,91,418,0.13695,0.20960
1992,Mecklenburg-Western Pomerania,Not Working,0.23072,101,418,0.19028,0.27115
1992,Saxony,Full Time,0.39784,633,1162,0.36969,0.42600
1992,Saxony,Part Time,0.14718,221,1162,0.12680,0.16755
1992,Saxony,Not Working,0.27123,308,1162,0.24566,0.29680
1992,Saxony-Anhalt,Full Time,0.42133,420,772,0.38647,0.45618
1992,Saxony-Anhalt,Part Time,0.13672,145,772,0.11247,0.16097
1992,Saxony-Anhalt,Not Working,0.28406,207,772,0.25223,0.31590
1992,Thuringa,Full Time,0.36381,355,683,0.32770,0.39992
1992,Thuringa,Part Time,0.15997,145,683,0.13246,0.18748
1992,Thuringa,Not Working,0.26996,183,683,0.23664,0.30328
1993,Schleswig-Holstein,Full Time,0.33365,127,287,0.27900,0.38830
1993,Schleswig-Holstein,Part Time,0.15710,59,287,0.11492,0.19927
1993,Schleswig-Holstein,Not Working,0.31892,101,287,0.26490,0.37293
1993,Hamburg,Full Time,0.39436,63,121,0.30691,0.48180
1993,Hamburg,Not Working,0.39423,58,121,0.30680,0.48167
1993,Lower Saxony,Full Time,0.34288,431,979,0.31313,0.37263
1993,Lower Saxony,Part Time,0.14998,188,979,0.12760,0.17235
1993,Lower Saxony,Not Working,0.33424,360,979,0.30468,0.36381
1993,Bremen,Full Time,0.29763,37,82,0.19806,0.39720
1993,Bremen,Not Working,0.51641,45,82,0.40758,0.62524
1993,North Rhine-Westphalia,Full Time,0.34348,1128,2501,0.32487,0.36210
1993,North Rhine-Westphalia,Part Time,0.14133,462,2501,0.12768,0.15499
1993,North Rhine-Westphalia,Not Working,0.32846,911,2501,0.31005,0.34687
1993,Hesse,Full Time,0.34828,434,932,0.31768,0.37889
1993,Hesse,Part Time,0.17186,201,932,0.14762,0.19609
1993,Hesse,Not Working,0.32635,297,932,0.29623,0.35647
1993,"Rhineland-Palatinate, Saarland",Full Time,0.34378,278,640,0.30695,0.38061
1993,"Rhineland-Palatinate, Saarland",Part Time,0.13207,110,640,0.10582,0.15832
1993,"Rhineland-Palatinate, Saarland",Not Working,0.35829,252,640,0.32111,0.39547
1993,Baden-Wuerttemberg,Full Time,0.37080,886,1780,0.34836,0.39325
1993,Baden-Wuerttemberg,Part Time,0.16247,356,1780,0.14533,0.17961
1993,Baden-Wuerttemberg,Not Working,0.27627,538,1780,0.25550,0.29705
1993,Bavaria,Full Time,0.36475,790,1619,0.34130,0.38821
1993,Bavaria,Part Time,0.15326,332,1619,0.13571,0.17081
1993,Bavaria,Not Working,0.31328,497,1619,0.29068,0.33588
1993,Berlin,Full Time,0.40237,296,575,0.36225,0.44249
1993,Berlin,Part Time,0.15101,110,575,0.12171,0.18030
1993,Berlin,Not Working,0.27510,169,575,0.23857,0.31163
1993,Brandenburg,Full Time,0.39070,330,629,0.35254,0.42886
1993,Brandenburg,Part Time,0.12236,88,629,0.09673,0.14799
1993,Brandenburg,Not Working,0.31050,211,629,0.27431,0.34669
1993,Mecklenburg-Western Pomerania,Full Time,0.31593,189,406,0.27065,0.36121
1993,Mecklenburg-Western Pomerania,Part Time,0.15527,84,406,0.12000,0.19055
1993,Mecklenburg-Western Pomerania,Not Working,0.31474,133,406,0.26951,0.35997
1993,Saxony,Full Time,0.37490,575,1118,0.34651,0.40329
1993,Saxony,Part Time,0.10860,162,1118,0.09036,0.12685
1993,Saxony,Not Working,0.33726,381,1118,0.30953,0.36498
1993,Saxony-Anhalt,Full Time,0.37002,371,739,0.33519,0.40486
1993,Saxony-Anhalt,Part Time,0.13913,137,739,0.11416,0.16410
1993,Saxony-Anhalt,Not Working,0.32214,231,739,0.28843,0.35586
1993,Thuringa,Full Time,0.33022,314,663,0.29440,0.36605
1993,Thuringa,Part Time,0.14775,129,663,0.12072,0.17478
1993,Thuringa,Not Working,0.32652,220,663,0.29080,0.36225
1994,Schleswig-Holstein,Full Time,0.31605,121,287,0.26216,0.36993
1994,Schleswig-Holstein,Part Time,0.19101,64,287,0.14545,0.23657
1994,Schleswig-Holstein,Not Working,0.30896,102,287,0.25541,0.36251
1994,Hamburg,Full Time,0.36847,59,120,0.28180,0.45514
1994,Hamburg,Not Working,0.39193,61,120,0.30421,0.47964
1994,Lower Saxony,Full Time,0.33741,421,967,0.30759,0.36723
1994,Lower Saxony,Part Time,0.14989,189,967,0.12738,0.17240
1994,Lower Saxony,Not Working,0.33934,357,967,0.30948,0.36920
1994,Bremen,Not Working,0.55273,47,47,0.40904,0.69641
1994,North Rhine-Westphalia,Full Time,0.34491,1087,2448,0.32608,0.36375
1994,North Rhine-Westphalia,Part Time,0.14468,469,2448,0.13074,0.15862
1994,North Rhine-Westphalia,Not Working,0.32416,892,2448,0.30561,0.34270
1994,Hesse,Full Time,0.33323,414,920,0.30275,0.36370
1994,Hesse,Part Time,0.15254,180,920,0.12929,0.17578
1994,Hesse,Not Working,0.36829,326,920,0.33711,0.39948
1994,"Rhineland-Palatinate, Saarland",Full Time,0.33381,275,635,0.29711,0.37052
1994,"Rhineland-Palatinate, Saarland",Part Time,0.12132,97,635,0.09591,0.14674
1994,"Rhineland-Palatinate, Saarland",Not Working,0.36884,263,635,0.33128,0.40640
1994,Baden-Wuerttemberg,Full Time,0.34408,807,1732,0.32170,0.36646
1994,Baden-Wuerttemberg,Part Time,0.15973,360,1732,0.14247,0.17699
1994,Baden-Wuerttemberg,Not Working,0.30541,565,1732,0.28371,0.32710
1994,Bavaria,Full Time,0.35068,768,1587,0.32719,0.37416
1994,Bavaria,Part Time,0.15733,311,1587,0.13941,0.17525
1994,Bavaria,Not Working,0.31335,508,1587,0.29052,0.33618
1994,Berlin,Full Time,0.38167,269,552,0.34110,0.42223
1994,Berlin,Part Time,0.14860,110,552,0.11890,0.17830
1994,Berlin,Not Working,0.29545,173,552,0.25735,0.33354
1994,Brandenburg,Full Time,0.38755,308,606,0.34873,0.42637
1994,Brandenburg,Part Time,0.11063,88,606,0.08564,0.13563
1994,Brandenburg,Not Working,0.32828,210,606,0.29086,0.36570
1994,Mecklenburg-Western Pomerania,Full Time,0.30410,182,413,0.25968,0.34852
1994,Mecklenburg-Western Pomerania,Part Time,0.15079,84,413,0.11624,0.18535
1994,Mecklenburg-Western Pomerania,Not Working,0.33364,147,413,0.28811,0.37917
1994,Saxony,Full Time,0.36238,560,1128,0.33431,0.39044
1994,Saxony,Part Time,0.09765,151,1128,0.08032,0.11498
1994,Saxony,Not Working,0.36602,417,1128,0.33789,0.39414
1994,Saxony-Anhalt,Full Time,0.36737,354,703,0.33171,0.40303
1994,Saxony-Anhalt,Part Time,0.11707,109,703,0.09329,0.14085
1994,Saxony-Anhalt,Not Working,0.35440,240,703,0.31902,0.38979
1994,Thuringa,Full Time,0.32586,314,665,0.29021,0.36151
1994,Thuringa,Part Time,0.12507,113,665,0.09991,0.15023
1994,Thuringa,Not Working,0.35440,238,665,0.31801,0.39078
1995,Schleswig-Holstein,Full Time,0.29424,113,284,0.24115,0.34734
1995,Schleswig-Holstein,Part Time,0.17809,69,284,0.13352,0.22267
1995,Schleswig-Holstein,Not Working,0.32143,102,284,0.26702,0.37585
1995,Hamburg,Full Time,0.36708,57,109,0.27617,0.45799
1995,Hamburg,Not Working,0.35808,52,109,0.26766,0.44850
1995,Lower Saxony,Full Time,0.32431,443,1043,0.29589,0.35273
1995,Lower Saxony,Part Time,0.14002,205,1043,0.11895,0.16109
1995,Lower Saxony,Not Working,0.34568,395,1043,0.31680,0.37456
1995,Bremen,Not Working,0.57468,48,48,0.43334,0.71603
1995,North Rhine-Westphalia,Full Time,0.32493,1077,2583,0.30686,0.34299
1995,North Rhine-Westphalia,Part Time,0.16090,557,2583,0.14673,0.17508
1995,North Rhine-Westphalia,Not Working,0.33314,949,2583,0.31496,0.35132
1995,Hesse,Full Time,0.30806,400,944,0.27860,0.33753
1995,Hesse,Part Time,0.16080,200,944,0.13736,0.18425
1995,Hesse,Not Working,0.37630,344,944,0.34537,0.40722
1995,"Rhineland-Palatinate, Saarland",Full Time,0.30643,285,712,0.27255,0.34032
1995,"Rhineland-Palatinate, Saarland",Part Time,0.13595,130,712,0.11076,0.16114
1995,"Rhineland-Palatinate, Saarland",Not Working,0.36292,297,712,0.32758,0.39827
1995,Baden-Wuerttemberg,Full Time,0.32773,810,1791,0.30599,0.34948
1995,Baden-Wuerttemberg,Part Time,0.16508,363,1791,0.14788,0.18228
1995,Baden-Wuerttemberg,Not Working,0.31689,618,1791,0.29533,0.33844
1995,Bavaria,Full Time,0.32369,763,1689,0.30137,0.34601
1995,Bavaria,Part Time,0.17424,364,1689,0.15614,0.19233
1995,Bavaria,Not Working,0.32561,562,1689,0.30326,0.34797
1995,Berlin,Full Time,0.35104,260,569,0.31179,0.39029
