year,age_gr,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,1st Quintile,Part Time,0.09263,56,548,0.06833,0.11692
1984,46-65 y.,1st Quintile,Not Working,0.66323,317,548,0.62362,0.70283
1984,46-65 y.,2nd Quintile,Full Time,0.37103,277,658,0.33409,0.40797
1984,46-65 y.,2nd Quintile,Part Time,0.13957,90,658,0.11307,0.16607
1984,46-65 y.,2nd Quintile,Not Working,0.48940,291,658,0.45117,0.52762
1984,46-65 y.,3rd Quintile,Full Time,0.43801,357,709,0.40146,0.47456
1984,46-65 y.,3rd Quintile,Part Time,0.13616,87,709,0.11090,0.16143
1984,46-65 y.,3rd Quintile,Not Working,0.42583,265,709,0.38940,0.46225
1984,46-65 y.,4th Quintile,Full Time,0.48234,410,763,0.44687,0.51782
1984,46-65 y.,4th Quintile,Part Time,0.15845,108,763,0.13252,0.18438
1984,46-65 y.,4th Quintile,Not Working,0.35920,245,763,0.32514,0.39327
1984,46-65 y.,5th Quintile,Full Time,0.60566,551,873,0.57322,0.63809
1984,46-65 y.,5th Quintile,Part Time,0.15830,134,873,0.13407,0.18253
1984,46-65 y.,5th Quintile,Not Working,0.23604,188,873,0.20786,0.26423
1984,66 and older,1st Quintile,Not Working,0.95434,333,333,0.93188,0.97679
1984,66 and older,2nd Quintile,Not Working,0.98149,265,265,0.96524,0.99775
1984,66 and older,3rd Quintile,Not Working,0.98170,236,236,0.96457,0.99884
1984,66 and older,4th Quintile,Not Working,0.95708,197,197,0.92870,0.98545
1984,66 and older,5th Quintile,Not Working,0.87836,169,169,0.82893,0.92779
1985,17-29 y.,1st Quintile,Full Time,0.22280,169,776,0.19350,0.25210
1985,17-29 y.,1st Quintile,Part Time,0.24612,170,776,0.21579,0.27645
1985,17-29 y.,1st Quintile,Not Working,0.53108,437,776,0.49595,0.56622
1985,17-29 y.,2nd Quintile,Full Time,0.34971,208,590,0.31120,0.38822
1985,17-29 y.,2nd Quintile,Part Time,0.30017,155,590,0.26315,0.33718
1985,17-29 y.,2nd Quintile,Not Working,0.35012,227,590,0.31160,0.38865
1985,17-29 y.,3rd Quintile,Full Time,0.48103,310,649,0.44256,0.51950
1985,17-29 y.,3rd Quintile,Part Time,0.21140,142,649,0.17997,0.24284
1985,17-29 y.,3rd Quintile,Not Working,0.30756,197,649,0.27203,0.34309
1985,17-29 y.,4th Quintile,Full Time,0.58176,359,630,0.54321,0.62031
1985,17-29 y.,4th Quintile,Part Time,0.21680,140,630,0.18460,0.24901
1985,17-29 y.,4th Quintile,Not Working,0.20144,131,630,0.17009,0.23278
1985,17-29 y.,5th Quintile,Full Time,0.61111,309,492,0.56799,0.65424
1985,17-29 y.,5th Quintile,Part Time,0.13994,73,492,0.10925,0.17063
1985,17-29 y.,5th Quintile,Not Working,0.24895,110,492,0.21070,0.28719
1985,30-45 y.,1st Quintile,Full Time,0.34834,262,682,0.31255,0.38412
1985,30-45 y.,1st Quintile,Part Time,0.20376,113,682,0.17351,0.23401
1985,30-45 y.,1st Quintile,Not Working,0.44790,307,682,0.41055,0.48525
1985,30-45 y.,2nd Quintile,Full Time,0.48986,372,740,0.45382,0.52591
1985,30-45 y.,2nd Quintile,Part Time,0.20989,144,740,0.18053,0.23925
1985,30-45 y.,2nd Quintile,Not Working,0.30024,224,740,0.26720,0.33329
1985,30-45 y.,3rd Quintile,Full Time,0.53527,373,649,0.49687,0.57368
1985,30-45 y.,3rd Quintile,Part Time,0.22766,139,649,0.19537,0.25994
1985,30-45 y.,3rd Quintile,Not Working,0.23707,137,649,0.20432,0.26981
1985,30-45 y.,4th Quintile,Full Time,0.65526,454,674,0.61935,0.69117
1985,30-45 y.,4th Quintile,Part Time,0.21561,135,674,0.18454,0.24668
1985,30-45 y.,4th Quintile,Not Working,0.12913,85,674,0.10379,0.15447
1985,30-45 y.,5th Quintile,Full Time,0.69688,510,728,0.66347,0.73029
1985,30-45 y.,5th Quintile,Part Time,0.21404,154,728,0.18423,0.24386
1985,30-45 y.,5th Quintile,Not Working,0.08908,64,728,0.06837,0.10979
1985,46-65 y.,1st Quintile,Full Time,0.20901,153,535,0.17452,0.24349
1985,46-65 y.,1st Quintile,Part Time,0.12886,74,535,0.10045,0.15728
1985,46-65 y.,1st Quintile,Not Working,0.66213,308,535,0.62201,0.70225
1985,46-65 y.,2nd Quintile,Full Time,0.34133,231,573,0.30247,0.38019
1985,46-65 y.,2nd Quintile,Part Time,0.13078,70,573,0.10315,0.15841
1985,46-65 y.,2nd Quintile,Not Working,0.52789,272,573,0.48698,0.56880
1985,46-65 y.,3rd Quintile,Full Time,0.44802,351,683,0.41069,0.48534
1985,46-65 y.,3rd Quintile,Part Time,0.13896,89,683,0.11300,0.16492
1985,46-65 y.,3rd Quintile,Not Working,0.41302,243,683,0.37607,0.44998
1985,46-65 y.,4th Quintile,Full Time,0.48832,382,724,0.45189,0.52476
1985,46-65 y.,4th Quintile,Part Time,0.17148,119,724,0.14401,0.19896
1985,46-65 y.,4th Quintile,Not Working,0.34020,223,724,0.30566,0.37473
1985,46-65 y.,5th Quintile,Full Time,0.60095,489,786,0.56669,0.63520
1985,46-65 y.,5th Quintile,Part Time,0.15723,114,786,0.13177,0.18270
1985,46-65 y.,5th Quintile,Not Working,0.24182,183,786,0.21187,0.27178
1985,66 and older,1st Quintile,Not Working,0.98129,251,251,0.96449,0.99809
1985,66 and older,2nd Quintile,Not Working,0.98627,250,250,0.97182,1.00072
1985,66 and older,3rd Quintile,Not Working,0.96886,217,217,0.94569,0.99202
1985,66 and older,4th Quintile,Not Working,0.96496,194,194,0.93902,0.99090
1985,66 and older,5th Quintile,Not Working,0.89523,150,150,0.84606,0.94441
1986,17-29 y.,1st Quintile,Full Time,0.20712,146,662,0.17622,0.23801
1986,17-29 y.,1st Quintile,Part Time,0.28349,159,662,0.24913,0.31785
1986,17-29 y.,1st Quintile,Not Working,0.50940,357,662,0.47129,0.54751
1986,17-29 y.,2nd Quintile,Full Time,0.40704,234,610,0.36803,0.44606
1986,17-29 y.,2nd Quintile,Part Time,0.22658,141,610,0.19333,0.25982
1986,17-29 y.,2nd Quintile,Not Working,0.36638,235,610,0.32811,0.40465
1986,17-29 y.,3rd Quintile,Full Time,0.48753,292,616,0.44803,0.52704
1986,17-29 y.,3rd Quintile,Part Time,0.24405,141,616,0.21010,0.27799
1986,17-29 y.,3rd Quintile,Not Working,0.26842,183,616,0.23340,0.30345
1986,17-29 y.,4th Quintile,Full Time,0.61503,399,664,0.57799,0.65207
1986,17-29 y.,4th Quintile,Part Time,0.19814,139,664,0.16780,0.22848
1986,17-29 y.,4th Quintile,Not Working,0.18683,126,664,0.15716,0.21650
1986,17-29 y.,5th Quintile,Full Time,0.59864,301,499,0.55559,0.64169
1986,17-29 y.,5th Quintile,Part Time,0.20925,99,499,0.17353,0.24498
1986,17-29 y.,5th Quintile,Not Working,0.19211,99,499,0.15750,0.22671
1986,30-45 y.,1st Quintile,Full Time,0.33727,223,603,0.29950,0.37504
1986,30-45 y.,1st Quintile,Part Time,0.20611,102,603,0.17379,0.23842
1986,30-45 y.,1st Quintile,Not Working,0.45662,278,603,0.41683,0.49641
1986,30-45 y.,2nd Quintile,Full Time,0.50528,354,686,0.46784,0.54272
1986,30-45 y.,2nd Quintile,Part Time,0.21174,139,686,0.18115,0.24234
1986,30-45 y.,2nd Quintile,Not Working,0.28298,193,686,0.24924,0.31671
1986,30-45 y.,3rd Quintile,Full Time,0.53443,372,658,0.49629,0.57258
1986,30-45 y.,3rd Quintile,Part Time,0.26156,158,658,0.22796,0.29517
1986,30-45 y.,3rd Quintile,Not Working,0.20400,128,658,0.17319,0.23482
1986,30-45 y.,4th Quintile,Full Time,0.63610,413,642,0.59886,0.67335
1986,30-45 y.,4th Quintile,Part Time,0.21687,136,642,0.18497,0.24877
1986,30-45 y.,4th Quintile,Not Working,0.14703,93,642,0.11961,0.17444
1986,30-45 y.,5th Quintile,Full Time,0.73230,499,680,0.69899,0.76560
1986,30-45 y.,5th Quintile,Part Time,0.17425,118,680,0.14572,0.20278
1986,30-45 y.,5th Quintile,Not Working,0.09345,63,680,0.07156,0.11535
1986,46-65 y.,1st Quintile,Full Time,0.18310,151,553,0.15083,0.21536
1986,46-65 y.,1st Quintile,Part Time,0.08432,50,553,0.06114,0.10750
1986,46-65 y.,1st Quintile,Not Working,0.73258,352,553,0.69566,0.76951
1986,46-65 y.,2nd Quintile,Full Time,0.33358,209,539,0.29373,0.37342
1986,46-65 y.,2nd Quintile,Part Time,0.13347,75,539,0.10474,0.16221
1986,46-65 y.,2nd Quintile,Not Working,0.53295,255,539,0.49079,0.57511
1986,46-65 y.,3rd Quintile,Full Time,0.46781,327,622,0.42857,0.50706
1986,46-65 y.,3rd Quintile,Part Time,0.17150,105,622,0.14185,0.20115
1986,46-65 y.,3rd Quintile,Not Working,0.36069,190,622,0.32292,0.39846
1986,46-65 y.,4th Quintile,Full Time,0.53044,423,744,0.49455,0.56632
1986,46-65 y.,4th Quintile,Part Time,0.15661,114,744,0.13048,0.18274
1986,46-65 y.,4th Quintile,Not Working,0.31295,207,744,0.27961,0.34630
1986,46-65 y.,5th Quintile,Full Time,0.60825,479,770,0.57375,0.64276
1986,46-65 y.,5th Quintile,Part Time,0.15854,118,770,0.13272,0.18435
1986,46-65 y.,5th Quintile,Not Working,0.23321,173,770,0.20332,0.26310
1986,66 and older,1st Quintile,Not Working,0.98848,248,248,0.97518,1.00179
1986,66 and older,2nd Quintile,Not Working,0.97660,240,240,0.95743,0.99576
1986,66 and older,3rd Quintile,Not Working,0.95567,205,205,0.92743,0.98392
1986,66 and older,4th Quintile,Not Working,0.97621,160,160,0.95251,0.99990
1986,66 and older,5th Quintile,Not Working,0.90961,136,136,0.86123,0.95798
1987,17-29 y.,1st Quintile,Full Time,0.21841,141,645,0.18650,0.25032
1987,17-29 y.,1st Quintile,Part Time,0.29396,167,645,0.25878,0.32915
1987,17-29 y.,1st Quintile,Not Working,0.48763,337,645,0.44902,0.52624
1987,17-29 y.,2nd Quintile,Full Time,0.45047,255,620,0.41127,0.48966
1987,17-29 y.,2nd Quintile,Part Time,0.30136,170,620,0.26521,0.33751
1987,17-29 y.,2nd Quintile,Not Working,0.24817,195,620,0.21415,0.28220
1987,17-29 y.,3rd Quintile,Full Time,0.51335,299,608,0.47359,0.55311
1987,17-29 y.,3rd Quintile,Part Time,0.26468,157,608,0.22958,0.29978
1987,17-29 y.,3rd Quintile,Not Working,0.22197,152,608,0.18891,0.25503
1987,17-29 y.,4th Quintile,Full Time,0.59791,393,655,0.56033,0.63549
1987,17-29 y.,4th Quintile,Part Time,0.22730,136,655,0.19518,0.25941
1987,17-29 y.,4th Quintile,Not Working,0.17479,126,655,0.14569,0.20390
1987,17-29 y.,5th Quintile,Full Time,0.65386,313,481,0.61130,0.69642
1987,17-29 y.,5th Quintile,Part Time,0.18277,86,481,0.14820,0.21735
1987,17-29 y.,5th Quintile,Not Working,0.16337,82,481,0.13029,0.19644
1987,30-45 y.,1st Quintile,Full Time,0.35925,215,558,0.31941,0.39909
1987,30-45 y.,1st Quintile,Part Time,0.22670,101,558,0.19193,0.26147
1987,30-45 y.,1st Quintile,Not Working,0.41405,242,558,0.37314,0.45496
1987,30-45 y.,2nd Quintile,Full Time,0.50246,334,660,0.46429,0.54064
1987,30-45 y.,2nd Quintile,Part Time,0.20343,130,660,0.17269,0.23416
1987,30-45 y.,2nd Quintile,Not Working,0.29411,196,660,0.25932,0.32890
1987,30-45 y.,3rd Quintile,Full Time,0.57203,377,647,0.53387,0.61018
1987,30-45 y.,3rd Quintile,Part Time,0.21849,142,647,0.18663,0.25036
1987,30-45 y.,3rd Quintile,Not Working,0.20948,128,647,0.17810,0.24086
1987,30-45 y.,4th Quintile,Full Time,0.66473,417,620,0.62754,0.70192
1987,30-45 y.,4th Quintile,Part Time,0.20630,123,620,0.17442,0.23817
1987,30-45 y.,4th Quintile,Not Working,0.12898,80,620,0.10257,0.15538
1987,30-45 y.,5th Quintile,Full Time,0.75637,514,682,0.72413,0.78862
1987,30-45 y.,5th Quintile,Part Time,0.16093,110,682,0.13333,0.18853
1987,30-45 y.,5th Quintile,Not Working,0.08269,58,682,0.06201,0.10338
1987,46-65 y.,1st Quintile,Full Time,0.19185,137,516,0.15784,0.22586
1987,46-65 y.,1st Quintile,Part Time,0.11166,55,516,0.08446,0.13886
1987,46-65 y.,1st Quintile,Not Working,0.69649,324,516,0.65678,0.73620
1987,46-65 y.,2nd Quintile,Full Time,0.34524,230,541,0.30514,0.38534
1987,46-65 y.,2nd Quintile,Part Time,0.16028,79,541,0.12934,0.19123
1987,46-65 y.,2nd Quintile,Not Working,0.49448,232,541,0.45231,0.53665
1987,46-65 y.,3rd Quintile,Full Time,0.43366,311,634,0.39506,0.47227
1987,46-65 y.,3rd Quintile,Part Time,0.15960,96,634,0.13107,0.18814
1987,46-65 y.,3rd Quintile,Not Working,0.40673,227,634,0.36846,0.44500
1987,46-65 y.,4th Quintile,Full Time,0.54186,433,750,0.50618,0.57755
1987,46-65 y.,4th Quintile,Part Time,0.18757,123,750,0.15961,0.21553
1987,46-65 y.,4th Quintile,Not Working,0.27057,194,750,0.23875,0.30238
1987,46-65 y.,5th Quintile,Full Time,0.62356,484,767,0.58925,0.65787
1987,46-65 y.,5th Quintile,Part Time,0.13772,108,767,0.11332,0.16212
1987,46-65 y.,5th Quintile,Not Working,0.23872,175,767,0.20853,0.26891
1987,66 and older,1st Quintile,Not Working,0.97999,305,305,0.96425,0.99573
1987,66 and older,2nd Quintile,Not Working,0.98651,224,224,0.97136,1.00165
1987,66 and older,3rd Quintile,Not Working,0.96688,203,203,0.94220,0.99156
1987,66 and older,4th Quintile,Not Working,0.97785,160,160,0.95498,1.00073
1987,66 and older,5th Quintile,Not Working,0.88529,132,132,0.83071,0.93986
1988,17-29 y.,1st Quintile,Full Time,0.24287,163,639,0.20959,0.27614
1988,17-29 y.,1st Quintile,Part Time,0.27832,159,639,0.24355,0.31310
1988,17-29 y.,1st Quintile,Not Working,0.47881,317,639,0.44005,0.51758
1988,17-29 y.,2nd Quintile,Full Time,0.39617,227,564,0.35577,0.43658
1988,17-29 y.,2nd Quintile,Part Time,0.30225,157,564,0.26431,0.34018
1988,17-29 y.,2nd Quintile,Not Working,0.30158,180,564,0.26367,0.33949
1988,17-29 y.,3rd Quintile,Full Time,0.52375,312,608,0.48402,0.56349
1988,17-29 y.,3rd Quintile,Part Time,0.24332,143,608,0.20919,0.27746
1988,17-29 y.,3rd Quintile,Not Working,0.23292,153,608,0.19930,0.26655
1988,17-29 y.,4th Quintile,Full Time,0.60733,373,626,0.56904,0.64561
1988,17-29 y.,4th Quintile,Part Time,0.21178,130,626,0.17975,0.24381
1988,17-29 y.,4th Quintile,Not Working,0.18089,123,626,0.15071,0.21107
1988,17-29 y.,5th Quintile,Full Time,0.64182,280,435,0.59671,0.68693
1988,17-29 y.,5th Quintile,Part Time,0.19784,83,435,0.16036,0.23532
1988,17-29 y.,5th Quintile,Not Working,0.16034,72,435,0.12582,0.19486
1988,30-45 y.,1st Quintile,Full Time,0.34746,200,538,0.30719,0.38773
1988,30-45 y.,1st Quintile,Part Time,0.22378,113,538,0.18853,0.25904
1988,30-45 y.,1st Quintile,Not Working,0.42876,225,538,0.38690,0.47061
1988,30-45 y.,2nd Quintile,Full Time,0.49931,325,646,0.46072,0.53790
1988,30-45 y.,2nd Quintile,Part Time,0.23860,143,646,0.20571,0.27149
1988,30-45 y.,2nd Quintile,Not Working,0.26209,178,646,0.22815,0.29603
1988,30-45 y.,3rd Quintile,Full Time,0.56275,348,597,0.52293,0.60258
1988,30-45 y.,3rd Quintile,Part Time,0.25827,150,597,0.22313,0.29341
1988,30-45 y.,3rd Quintile,Not Working,0.17898,99,597,0.14820,0.20975
1988,30-45 y.,4th Quintile,Full Time,0.66310,371,557,0.62382,0.70239
1988,30-45 y.,4th Quintile,Part Time,0.22262,121,557,0.18805,0.25720
1988,30-45 y.,4th Quintile,Not Working,0.11427,65,557,0.08783,0.14072
1988,30-45 y.,5th Quintile,Full Time,0.74527,448,613,0.71075,0.77979
1988,30-45 y.,5th Quintile,Part Time,0.18381,116,613,0.15312,0.21449
1988,30-45 y.,5th Quintile,Not Working,0.07092,49,613,0.05059,0.09126
1988,46-65 y.,1st Quintile,Full Time,0.16917,118,511,0.13664,0.20171
1988,46-65 y.,1st Quintile,Part Time,0.15460,74,511,0.12322,0.18597
1988,46-65 y.,1st Quintile,Not Working,0.67623,319,511,0.63562,0.71684
1988,46-65 y.,2nd Quintile,Full Time,0.33968,208,511,0.29858,0.38079
1988,46-65 y.,2nd Quintile,Part Time,0.14443,77,511,0.11393,0.17494
1988,46-65 y.,2nd Quintile,Not Working,0.51588,226,511,0.47251,0.55926
1988,46-65 y.,3rd Quintile,Full Time,0.47213,323,626,0.43299,0.51126
1988,46-65 y.,3rd Quintile,Part Time,0.17500,100,626,0.14521,0.20479
1988,46-65 y.,3rd Quintile,Not Working,0.35287,203,626,0.31541,0.39034
1988,46-65 y.,4th Quintile,Full Time,0.50365,394,732,0.46740,0.53989
1988,46-65 y.,4th Quintile,Part Time,0.18836,134,732,0.16002,0.21671
1988,46-65 y.,4th Quintile,Not Working,0.30799,204,732,0.27452,0.34146
1988,46-65 y.,5th Quintile,Full Time,0.64422,474,731,0.60949,0.67895
1988,46-65 y.,5th Quintile,Part Time,0.15687,113,731,0.13049,0.18325
1988,46-65 y.,5th Quintile,Not Working,0.19891,144,731,0.16995,0.22787
1988,66 and older,1st Quintile,Not Working,0.98564,275,275,0.97155,0.99973
1988,66 and older,2nd Quintile,Not Working,0.97495,255,255,0.95572,0.99417
1988,66 and older,3rd Quintile,Not Working,0.97647,172,172,0.95375,0.99919
1988,66 and older,4th Quintile,Not Working,0.94886,150,150,0.91349,0.98423
1988,66 and older,5th Quintile,Not Working,0.87422,136,136,0.81828,0.93016
1989,17-29 y.,1st Quintile,Full Time,0.24368,184,644,0.21050,0.27686
1989,17-29 y.,1st Quintile,Part Time,0.27563,146,644,0.24109,0.31017
1989,17-29 y.,1st Quintile,Not Working,0.48069,314,644,0.44207,0.51931
1989,17-29 y.,2nd Quintile,Full Time,0.44421,259,604,0.40455,0.48387
1989,17-29 y.,2nd Quintile,Part Time,0.21382,137,604,0.18109,0.24654
1989,17-29 y.,2nd Quintile,Not Working,0.34197,208,604,0.30411,0.37983
1989,17-29 y.,3rd Quintile,Full Time,0.49019,267,531,0.44763,0.53275
1989,17-29 y.,3rd Quintile,Part Time,0.27456,136,531,0.23656,0.31255
1989,17-29 y.,3rd Quintile,Not Working,0.23525,128,531,0.19914,0.27136
1989,17-29 y.,4th Quintile,Full Time,0.63496,400,628,0.59727,0.67264
1989,17-29 y.,4th Quintile,Part Time,0.18168,119,628,0.15150,0.21186
1989,17-29 y.,4th Quintile,Not Working,0.18336,109,628,0.15307,0.21365
1989,17-29 y.,5th Quintile,Full Time,0.63460,276,422,0.58860,0.68060
1989,17-29 y.,5th Quintile,Part Time,0.19975,79,422,0.16156,0.23795
1989,17-29 y.,5th Quintile,Not Working,0.16565,67,422,0.13013,0.20116
1989,30-45 y.,1st Quintile,Full Time,0.32593,181,511,0.28525,0.36661
1989,30-45 y.,1st Quintile,Part Time,0.25599,120,511,0.21811,0.29386
1989,30-45 y.,1st Quintile,Not Working,0.41808,210,511,0.37527,0.46089
1989,30-45 y.,2nd Quintile,Full Time,0.50903,323,616,0.46952,0.54854
1989,30-45 y.,2nd Quintile,Part Time,0.24076,141,616,0.20697,0.27455
1989,30-45 y.,2nd Quintile,Not Working,0.25021,152,616,0.21597,0.28444
1989,30-45 y.,3rd Quintile,Full Time,0.59834,363,592,0.55882,0.63787
1989,30-45 y.,3rd Quintile,Part Time,0.22473,128,592,0.19107,0.25838
1989,30-45 y.,3rd Quintile,Not Working,0.17693,101,592,0.14616,0.20770
1989,30-45 y.,4th Quintile,Full Time,0.69733,365,533,0.65829,0.73637
1989,30-45 y.,4th Quintile,Part Time,0.18143,101,533,0.14868,0.21418
1989,30-45 y.,4th Quintile,Not Working,0.12124,67,533,0.09351,0.14898
1989,30-45 y.,5th Quintile,Full Time,0.75848,438,590,0.72391,0.79304
1989,30-45 y.,5th Quintile,Part Time,0.16959,108,590,0.13928,0.19989
1989,30-45 y.,5th Quintile,Not Working,0.07194,44,590,0.05107,0.09281
1989,46-65 y.,1st Quintile,Full Time,0.18855,123,480,0.15352,0.22357
1989,46-65 y.,1st Quintile,Part Time,0.10967,57,480,0.08169,0.13766
1989,46-65 y.,1st Quintile,Not Working,0.70178,300,480,0.66081,0.74275
1989,46-65 y.,2nd Quintile,Full Time,0.36194,224,530,0.32099,0.40289
1989,46-65 y.,2nd Quintile,Part Time,0.14297,72,530,0.11314,0.17279
1989,46-65 y.,2nd Quintile,Not Working,0.49510,234,530,0.45249,0.53770
1989,46-65 y.,3rd Quintile,Full Time,0.47191,301,585,0.43142,0.51240
1989,46-65 y.,3rd Quintile,Part Time,0.17774,97,585,0.14673,0.20874
1989,46-65 y.,3rd Quintile,Not Working,0.35036,187,585,0.31166,0.38905
1989,46-65 y.,4th Quintile,Full Time,0.52036,394,714,0.48369,0.55703
1989,46-65 y.,4th Quintile,Part Time,0.16298,115,714,0.13587,0.19009
1989,46-65 y.,4th Quintile,Not Working,0.31666,205,714,0.28252,0.35081
1989,46-65 y.,5th Quintile,Full Time,0.62266,424,672,0.58599,0.65934
1989,46-65 y.,5th Quintile,Part Time,0.18265,122,672,0.15341,0.21188
1989,46-65 y.,5th Quintile,Not Working,0.19469,126,672,0.16473,0.22465
1989,66 and older,1st Quintile,Not Working,0.98888,283,283,0.97664,1.00112
1989,66 and older,2nd Quintile,Not Working,0.97534,206,206,0.95412,0.99657
1989,66 and older,3rd Quintile,Not Working,0.98496,183,183,0.96727,1.00264
1989,66 and older,4th Quintile,Not Working,0.92817,149,149,0.88657,0.96977
1989,66 and older,5th Quintile,Not Working,0.86812,143,143,0.81247,0.92377
1990,17-29 y.,1st Quintile,Full Time,0.24385,157,578,0.20881,0.27889
1990,17-29 y.,1st Quintile,Part Time,0.29267,142,578,0.25554,0.32979
1990,17-29 y.,1st Quintile,Not Working,0.46348,279,578,0.42279,0.50417
1990,17-29 y.,2nd Quintile,Full Time,0.38934,225,569,0.34924,0.42944
1990,17-29 y.,2nd Quintile,Part Time,0.29879,156,569,0.26114,0.33643
1990,17-29 y.,2nd Quintile,Not Working,0.31187,188,569,0.27378,0.34997
1990,17-29 y.,3rd Quintile,Full Time,0.52069,293,554,0.47905,0.56233
1990,17-29 y.,3rd Quintile,Part Time,0.27136,137,554,0.23430,0.30843
1990,17-29 y.,3rd Quintile,Not Working,0.20795,124,554,0.17412,0.24177
1990,17-29 y.,4th Quintile,Full Time,0.69253,412,608,0.65582,0.72924
1990,17-29 y.,4th Quintile,Part Time,0.18382,118,608,0.15301,0.21463
1990,17-29 y.,4th Quintile,Not Working,0.12365,78,608,0.09746,0.14984
1990,17-29 y.,5th Quintile,Full Time,0.63489,265,406,0.58800,0.68179
1990,17-29 y.,5th Quintile,Part Time,0.16536,68,406,0.12918,0.20154
1990,17-29 y.,5th Quintile,Not Working,0.19975,73,406,0.16081,0.23869
1990,30-45 y.,1st Quintile,Full Time,0.38692,211,517,0.34490,0.42895
1990,30-45 y.,1st Quintile,Part Time,0.23184,109,517,0.19543,0.26825
1990,30-45 y.,1st Quintile,Not Working,0.38124,197,517,0.33933,0.42314
1990,30-45 y.,2nd Quintile,Full Time,0.51681,332,620,0.47744,0.55617
1990,30-45 y.,2nd Quintile,Part Time,0.24785,146,620,0.21384,0.28187
1990,30-45 y.,2nd Quintile,Not Working,0.23534,142,620,0.20192,0.26876
1990,30-45 y.,3rd Quintile,Full Time,0.57941,342,581,0.53923,0.61958
1990,30-45 y.,3rd Quintile,Part Time,0.23459,138,581,0.20011,0.26908
1990,30-45 y.,3rd Quintile,Not Working,0.18600,101,581,0.15433,0.21767
1990,30-45 y.,4th Quintile,Full Time,0.70016,333,482,0.65922,0.74111
1990,30-45 y.,4th Quintile,Part Time,0.19258,95,482,0.15734,0.22782
1990,30-45 y.,4th Quintile,Not Working,0.10726,54,482,0.07960,0.13491
1990,30-45 y.,5th Quintile,Full Time,0.75664,447,591,0.72202,0.79127
1990,30-45 y.,5th Quintile,Part Time,0.18329,106,591,0.15207,0.21451
1990,30-45 y.,5th Quintile,Not Working,0.06007,38,591,0.04089,0.07924
1990,46-65 y.,1st Quintile,Full Time,0.16985,114,508,0.13716,0.20253
1990,46-65 y.,1st Quintile,Part Time,0.14713,71,508,0.11630,0.17797
1990,46-65 y.,1st Quintile,Not Working,0.68302,323,508,0.64252,0.72352
1990,46-65 y.,2nd Quintile,Full Time,0.35763,190,479,0.31467,0.40060
1990,46-65 y.,2nd Quintile,Part Time,0.14970,70,479,0.11771,0.18168
1990,46-65 y.,2nd Quintile,Not Working,0.49267,219,479,0.44785,0.53749
1990,46-65 y.,3rd Quintile,Full Time,0.44457,285,579,0.40406,0.48508
