year,age_gr,migback,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Direct migration background,Not Working,0.31661,206,462,0.27415,0.35908
2011,17-29 y.,Indirect migration background,Full Time,0.31793,137,630,0.28154,0.35433
2011,17-29 y.,Indirect migration background,Part Time,0.28526,157,630,0.24997,0.32055
2011,17-29 y.,Indirect migration background,Not Working,0.39681,336,630,0.35858,0.43504
2011,30-45 y.,No migration background,Full Time,0.63103,3852,7830,0.62034,0.64172
2011,30-45 y.,No migration background,Part Time,0.27587,2749,7830,0.26597,0.28577
2011,30-45 y.,No migration background,Not Working,0.09310,1229,7830,0.08666,0.09954
2011,30-45 y.,Direct migration background,Full Time,0.44216,558,1494,0.41696,0.46735
2011,30-45 y.,Direct migration background,Part Time,0.36003,485,1494,0.33569,0.38438
2011,30-45 y.,Direct migration background,Not Working,0.19781,451,1494,0.17760,0.21802
2011,30-45 y.,Indirect migration background,Full Time,0.55739,274,607,0.51784,0.59694
2011,30-45 y.,Indirect migration background,Part Time,0.29989,216,607,0.26341,0.33637
2011,30-45 y.,Indirect migration background,Not Working,0.14272,117,607,0.11487,0.17057
2011,46-65 y.,No migration background,Full Time,0.52556,4086,8059,0.51466,0.53646
2011,46-65 y.,No migration background,Part Time,0.26250,2280,8059,0.25290,0.27211
2011,46-65 y.,No migration background,Not Working,0.21194,1693,8059,0.20301,0.22086
2011,46-65 y.,Direct migration background,Full Time,0.38998,389,950,0.35895,0.42101
2011,46-65 y.,Direct migration background,Part Time,0.28475,264,950,0.25604,0.31346
2011,46-65 y.,Direct migration background,Not Working,0.32527,297,950,0.29546,0.35508
2011,46-65 y.,Indirect migration background,Full Time,0.39605,50,91,0.29500,0.49709
2011,46-65 y.,Indirect migration background,Part Time,0.36616,41,91,0.26663,0.46569
2011,66 and older,No migration background,Full Time,0.01189,57,4717,0.00879,0.01498
2011,66 and older,No migration background,Part Time,0.06278,301,4717,0.05585,0.06970
2011,66 and older,No migration background,Not Working,0.92534,4359,4717,0.91784,0.93284
2011,66 and older,Direct migration background,Not Working,0.92221,391,391,0.89563,0.94879
2012,17-29 y.,No migration background,Full Time,0.40710,1087,3508,0.39084,0.42336
2012,17-29 y.,No migration background,Part Time,0.28356,979,3508,0.26864,0.29848
2012,17-29 y.,No migration background,Not Working,0.30934,1442,3508,0.29405,0.32464
2012,17-29 y.,Direct migration background,Full Time,0.37241,123,408,0.32544,0.41938
2012,17-29 y.,Direct migration background,Part Time,0.32867,106,408,0.28303,0.37430
2012,17-29 y.,Direct migration background,Not Working,0.29892,179,408,0.25445,0.34340
2012,17-29 y.,Indirect migration background,Full Time,0.29204,127,597,0.25553,0.32854
2012,17-29 y.,Indirect migration background,Part Time,0.32961,172,597,0.29187,0.36735
2012,17-29 y.,Indirect migration background,Not Working,0.37835,298,597,0.33941,0.41728
2012,30-45 y.,No migration background,Full Time,0.62653,3541,7104,0.61528,0.63778
2012,30-45 y.,No migration background,Part Time,0.26958,2507,7104,0.25926,0.27990
2012,30-45 y.,No migration background,Not Working,0.10389,1056,7104,0.09679,0.11098
2012,30-45 y.,Direct migration background,Full Time,0.48888,569,1398,0.46267,0.51510
2012,30-45 y.,Direct migration background,Part Time,0.32311,461,1398,0.29859,0.34763
2012,30-45 y.,Direct migration background,Not Working,0.18801,368,1398,0.16752,0.20850
2012,30-45 y.,Indirect migration background,Full Time,0.60456,287,573,0.56449,0.64463
2012,30-45 y.,Indirect migration background,Part Time,0.23752,189,573,0.20264,0.27239
2012,30-45 y.,Indirect migration background,Not Working,0.15792,97,573,0.12804,0.18781
2012,46-65 y.,No migration background,Full Time,0.51859,4156,8305,0.50785,0.52934
2012,46-65 y.,No migration background,Part Time,0.26774,2379,8305,0.25821,0.27726
2012,46-65 y.,No migration background,Not Working,0.21367,1770,8305,0.20485,0.22249
2012,46-65 y.,Direct migration background,Full Time,0.40847,406,931,0.37687,0.44006
2012,46-65 y.,Direct migration background,Part Time,0.29140,258,931,0.26220,0.32061
2012,46-65 y.,Direct migration background,Not Working,0.30013,267,931,0.27067,0.32959
2012,46-65 y.,Indirect migration background,Full Time,0.43182,63,117,0.34168,0.52196
2012,46-65 y.,Indirect migration background,Part Time,0.43373,54,117,0.34354,0.52392
2012,66 and older,No migration background,Full Time,0.01249,64,4783,0.00934,0.01564
2012,66 and older,No migration background,Part Time,0.06536,322,4783,0.05836,0.07237
2012,66 and older,No migration background,Not Working,0.92215,4397,4783,0.91455,0.92974
2012,66 and older,Direct migration background,Not Working,0.92454,385,385,0.89813,0.95096
2013,17-29 y.,No migration background,Full Time,0.39454,995,3355,0.37800,0.41108
2013,17-29 y.,No migration background,Part Time,0.28440,948,3355,0.26913,0.29967
2013,17-29 y.,No migration background,Not Working,0.32106,1412,3355,0.30525,0.33686
2013,17-29 y.,Direct migration background,Full Time,0.12834,88,1112,0.10867,0.14801
2013,17-29 y.,Direct migration background,Part Time,0.16647,99,1112,0.14457,0.18837
2013,17-29 y.,Direct migration background,Not Working,0.70519,925,1112,0.67838,0.73200
2013,17-29 y.,Indirect migration background,Full Time,0.17065,143,1119,0.14860,0.19270
2013,17-29 y.,Indirect migration background,Part Time,0.13891,147,1119,0.11864,0.15919
2013,17-29 y.,Indirect migration background,Not Working,0.69044,829,1119,0.66334,0.71754
2013,30-45 y.,No migration background,Full Time,0.60298,3182,6455,0.59104,0.61491
2013,30-45 y.,No migration background,Part Time,0.28206,2282,6455,0.27108,0.29304
2013,30-45 y.,No migration background,Not Working,0.11497,991,6455,0.10718,0.12275
2013,30-45 y.,Direct migration background,Full Time,0.22147,516,3036,0.20670,0.23624
2013,30-45 y.,Direct migration background,Part Time,0.13576,432,3036,0.12357,0.14795
2013,30-45 y.,Direct migration background,Not Working,0.64277,2088,3036,0.62572,0.65982
2013,30-45 y.,Indirect migration background,Full Time,0.35443,251,872,0.32266,0.38620
2013,30-45 y.,Indirect migration background,Part Time,0.16618,178,872,0.14146,0.19090
2013,30-45 y.,Indirect migration background,Not Working,0.47939,443,872,0.44621,0.51257
2013,46-65 y.,No migration background,Full Time,0.52239,4035,8107,0.51152,0.53327
2013,46-65 y.,No migration background,Part Time,0.26498,2369,8107,0.25537,0.27458
2013,46-65 y.,No migration background,Not Working,0.21263,1703,8107,0.20373,0.22154
2013,46-65 y.,Direct migration background,Full Time,0.26489,385,1914,0.24511,0.28466
2013,46-65 y.,Direct migration background,Part Time,0.21001,269,1914,0.19175,0.22826
2013,46-65 y.,Direct migration background,Not Working,0.52511,1260,1914,0.50273,0.54748
2013,46-65 y.,Indirect migration background,Full Time,0.43835,66,169,0.36331,0.51338
2013,46-65 y.,Indirect migration background,Part Time,0.33595,55,169,0.26452,0.40737
2013,46-65 y.,Indirect migration background,Not Working,0.22571,48,169,0.16249,0.28892
2013,66 and older,No migration background,Full Time,0.01134,52,4585,0.00827,0.01440
2013,66 and older,No migration background,Part Time,0.07274,357,4585,0.06522,0.08025
2013,66 and older,No migration background,Not Working,0.91593,4176,4585,0.90789,0.92396
2013,66 and older,Direct migration background,Not Working,0.94264,431,431,0.92066,0.96462
2014,17-29 y.,No migration background,Full Time,0.40008,942,3056,0.38271,0.41745
2014,17-29 y.,No migration background,Part Time,0.30199,851,3056,0.28571,0.31827
2014,17-29 y.,No migration background,Not Working,0.29793,1263,3056,0.28172,0.31415
2014,17-29 y.,Direct migration background,Full Time,0.27811,233,842,0.24783,0.30839
2014,17-29 y.,Direct migration background,Part Time,0.37869,254,842,0.34590,0.41147
2014,17-29 y.,Direct migration background,Not Working,0.34320,355,842,0.31112,0.37529
2014,17-29 y.,Indirect migration background,Full Time,0.30907,251,973,0.28002,0.33813
2014,17-29 y.,Indirect migration background,Part Time,0.29547,252,973,0.26679,0.32415
2014,17-29 y.,Indirect migration background,Not Working,0.39545,470,973,0.36472,0.42619
2014,30-45 y.,No migration background,Full Time,0.60872,2806,5430,0.59574,0.62170
2014,30-45 y.,No migration background,Part Time,0.28567,1956,5430,0.27366,0.29769
2014,30-45 y.,No migration background,Not Working,0.10561,668,5430,0.09743,0.11378
2014,30-45 y.,Direct migration background,Full Time,0.44613,1012,2387,0.42618,0.46607
2014,30-45 y.,Direct migration background,Part Time,0.33877,792,2387,0.31978,0.35776
2014,30-45 y.,Direct migration background,Not Working,0.21510,583,2387,0.19861,0.23159
2014,30-45 y.,Indirect migration background,Full Time,0.57506,338,702,0.53846,0.61165
2014,30-45 y.,Indirect migration background,Part Time,0.25460,227,702,0.22235,0.28685
2014,30-45 y.,Indirect migration background,Not Working,0.17034,137,702,0.14251,0.19817
2014,46-65 y.,No migration background,Full Time,0.52903,3838,7540,0.51776,0.54030
2014,46-65 y.,No migration background,Part Time,0.26477,2233,7540,0.25481,0.27473
2014,46-65 y.,No migration background,Not Working,0.20620,1469,7540,0.19707,0.21534
2014,46-65 y.,Direct migration background,Full Time,0.38324,628,1597,0.35939,0.40709
2014,46-65 y.,Direct migration background,Part Time,0.33768,528,1597,0.31448,0.36088
2014,46-65 y.,Direct migration background,Not Working,0.27907,441,1597,0.25707,0.30108
2014,46-65 y.,Indirect migration background,Full Time,0.48677,93,147,0.40570,0.56785
2014,46-65 y.,Indirect migration background,Part Time,0.33145,54,147,0.25509,0.40780
2014,66 and older,No migration background,Full Time,0.01386,70,4501,0.01044,0.01728
2014,66 and older,No migration background,Part Time,0.07623,363,4501,0.06847,0.08398
2014,66 and older,No migration background,Not Working,0.90991,4068,4501,0.90155,0.91828
2014,66 and older,Direct migration background,Part Time,0.06400,34,435,0.04097,0.08703
2014,66 and older,Direct migration background,Not Working,0.92156,401,435,0.89626,0.94685
2015,17-29 y.,No migration background,Full Time,0.38851,909,2968,0.37097,0.40605
2015,17-29 y.,No migration background,Part Time,0.29729,841,2968,0.28084,0.31374
2015,17-29 y.,No migration background,Not Working,0.31420,1218,2968,0.29750,0.33090
2015,17-29 y.,Direct migration background,Full Time,0.22993,189,1131,0.20540,0.25447
2015,17-29 y.,Direct migration background,Part Time,0.25100,212,1131,0.22572,0.27628
2015,17-29 y.,Direct migration background,Not Working,0.51907,730,1131,0.48994,0.54820
2015,17-29 y.,Indirect migration background,Full Time,0.35889,243,919,0.32786,0.38992
2015,17-29 y.,Indirect migration background,Part Time,0.28382,237,919,0.25465,0.31298
2015,17-29 y.,Indirect migration background,Not Working,0.35729,439,919,0.32629,0.38829
2015,30-45 y.,No migration background,Full Time,0.59964,2487,4833,0.58582,0.61345
2015,30-45 y.,No migration background,Part Time,0.29499,1745,4833,0.28213,0.30784
2015,30-45 y.,No migration background,Not Working,0.10538,601,4833,0.09672,0.11403
2015,30-45 y.,Direct migration background,Full Time,0.39559,849,2821,0.37754,0.41364
2015,30-45 y.,Direct migration background,Part Time,0.28713,708,2821,0.27043,0.30383
2015,30-45 y.,Direct migration background,Not Working,0.31728,1264,2821,0.30011,0.33446
2015,30-45 y.,Indirect migration background,Full Time,0.55139,298,633,0.51262,0.59017
2015,30-45 y.,Indirect migration background,Part Time,0.26133,204,633,0.22708,0.29559
2015,30-45 y.,Indirect migration background,Not Working,0.18728,131,633,0.15686,0.21769
2015,46-65 y.,No migration background,Full Time,0.53491,3751,7303,0.52347,0.54635
2015,46-65 y.,No migration background,Part Time,0.27909,2228,7303,0.26880,0.28938
2015,46-65 y.,No migration background,Not Working,0.18600,1324,7303,0.17708,0.19493
2015,46-65 y.,Direct migration background,Full Time,0.38334,616,1658,0.35993,0.40675
2015,46-65 y.,Direct migration background,Part Time,0.29450,442,1658,0.27255,0.31645
2015,46-65 y.,Direct migration background,Not Working,0.32216,600,1658,0.29966,0.34466
2015,46-65 y.,Indirect migration background,Full Time,0.50851,88,151,0.42850,0.58851
2015,46-65 y.,Indirect migration background,Part Time,0.34630,63,151,0.27015,0.42244
2015,66 and older,No migration background,Full Time,0.01758,72,4455,0.01372,0.02144
2015,66 and older,No migration background,Part Time,0.07637,385,4455,0.06857,0.08417
2015,66 and older,No migration background,Not Working,0.90605,3998,4455,0.89748,0.91462
2015,66 and older,Direct migration background,Part Time,0.09242,44,428,0.06495,0.11989
2015,66 and older,Direct migration background,Not Working,0.88592,384,428,0.85577,0.91608
2016,17-29 y.,No migration background,Full Time,0.37345,833,2754,0.35538,0.39152
2016,17-29 y.,No migration background,Part Time,0.30474,802,2754,0.28754,0.32193
2016,17-29 y.,No migration background,Not Working,0.32181,1119,2754,0.30436,0.33926
2016,17-29 y.,Direct migration background,Full Time,0.29223,244,1969,0.27213,0.31232
2016,17-29 y.,Direct migration background,Part Time,0.32315,252,1969,0.30249,0.34381
2016,17-29 y.,Direct migration background,Not Working,0.38462,1473,1969,0.36313,0.40612
2016,17-29 y.,Indirect migration background,Full Time,0.33965,226,850,0.30779,0.37151
2016,17-29 y.,Indirect migration background,Part Time,0.28345,235,850,0.25313,0.31376
2016,17-29 y.,Indirect migration background,Not Working,0.37690,389,850,0.34430,0.40950
2016,30-45 y.,No migration background,Full Time,0.58627,2189,4253,0.57147,0.60108
2016,30-45 y.,No migration background,Part Time,0.30235,1579,4253,0.28854,0.31615
2016,30-45 y.,No migration background,Not Working,0.11138,485,4253,0.10192,0.12084
2016,30-45 y.,Direct migration background,Full Time,0.45838,949,3799,0.44254,0.47423
2016,30-45 y.,Direct migration background,Part Time,0.31102,799,3799,0.29630,0.32575
2016,30-45 y.,Direct migration background,Not Working,0.23059,2051,3799,0.21720,0.24399
2016,30-45 y.,Indirect migration background,Full Time,0.58396,279,575,0.54364,0.62429
2016,30-45 y.,Indirect migration background,Part Time,0.26971,194,575,0.23341,0.30602
2016,30-45 y.,Indirect migration background,Not Working,0.14632,102,575,0.11741,0.17524
2016,46-65 y.,No migration background,Full Time,0.55099,3611,6885,0.53924,0.56274
2016,46-65 y.,No migration background,Part Time,0.27820,2125,6885,0.26762,0.28879
2016,46-65 y.,No migration background,Not Working,0.17081,1149,6885,0.16192,0.17970
2016,46-65 y.,Direct migration background,Full Time,0.43216,657,1964,0.41025,0.45408
2016,46-65 y.,Direct migration background,Part Time,0.30166,483,1964,0.28136,0.32196
2016,46-65 y.,Direct migration background,Not Working,0.26618,824,1964,0.24663,0.28573
2016,46-65 y.,Indirect migration background,Full Time,0.49860,94,186,0.42655,0.57065
2016,46-65 y.,Indirect migration background,Part Time,0.27549,61,186,0.21111,0.33987
2016,46-65 y.,Indirect migration background,Not Working,0.22591,31,186,0.16565,0.28617
2016,66 and older,No migration background,Full Time,0.01590,75,4301,0.01216,0.01964
2016,66 and older,No migration background,Part Time,0.08045,375,4301,0.07232,0.08858
2016,66 and older,No migration background,Not Working,0.90365,3851,4301,0.89484,0.91247
2016,66 and older,Direct migration background,Part Time,0.11054,39,420,0.08051,0.14056
2016,66 and older,Direct migration background,Not Working,0.87183,381,420,0.83983,0.90384
2017,17-29 y.,No migration background,Full Time,0.39876,1106,3298,0.38204,0.41547
2017,17-29 y.,No migration background,Part Time,0.29913,959,3298,0.28350,0.31476
2017,17-29 y.,No migration background,Not Working,0.30211,1233,3298,0.28644,0.31778
2017,17-29 y.,Direct migration background,Full Time,0.25690,226,2330,0.23915,0.27464
2017,17-29 y.,Direct migration background,Part Time,0.30122,233,2330,0.28259,0.31986
2017,17-29 y.,Direct migration background,Not Working,0.44188,1871,2330,0.42171,0.46205
2017,17-29 y.,Indirect migration background,Full Time,0.31088,221,927,0.28106,0.34069
2017,17-29 y.,Indirect migration background,Part Time,0.28142,271,927,0.25245,0.31038
2017,17-29 y.,Indirect migration background,Not Working,0.40771,435,927,0.37605,0.43936
2017,30-45 y.,No migration background,Full Time,0.60320,2421,4563,0.58900,0.61740
2017,30-45 y.,No migration background,Part Time,0.29522,1642,4563,0.28198,0.30845
2017,30-45 y.,No migration background,Not Working,0.10158,500,4563,0.09281,0.11035
2017,30-45 y.,Direct migration background,Full Time,0.46634,938,3976,0.45083,0.48185
2017,30-45 y.,Direct migration background,Part Time,0.31202,817,3976,0.29762,0.32643
2017,30-45 y.,Direct migration background,Not Working,0.22163,2221,3976,0.20872,0.23455
2017,30-45 y.,Indirect migration background,Full Time,0.59693,285,592,0.55739,0.63648
2017,30-45 y.,Indirect migration background,Part Time,0.28370,225,592,0.24735,0.32004
2017,30-45 y.,Indirect migration background,Not Working,0.11937,82,592,0.09323,0.14551
2017,46-65 y.,No migration background,Full Time,0.54994,4353,8152,0.53914,0.56075
2017,46-65 y.,No migration background,Part Time,0.28176,2503,8152,0.27199,0.29153
2017,46-65 y.,No migration background,Not Working,0.16830,1296,8152,0.16017,0.17642
2017,46-65 y.,Direct migration background,Full Time,0.41445,690,2204,0.39388,0.43502
2017,46-65 y.,Direct migration background,Part Time,0.32523,528,2204,0.30567,0.34479
2017,46-65 y.,Direct migration background,Not Working,0.26032,986,2204,0.24200,0.27864
2017,46-65 y.,Indirect migration background,Full Time,0.52109,110,225,0.45567,0.58651
2017,46-65 y.,Indirect migration background,Part Time,0.31533,81,225,0.25448,0.37618
2017,46-65 y.,Indirect migration background,Not Working,0.16358,34,225,0.11514,0.21202
2017,66 and older,No migration background,Full Time,0.01558,81,4503,0.01196,0.01920
2017,66 and older,No migration background,Part Time,0.09014,456,4503,0.08177,0.09850
2017,66 and older,No migration background,Not Working,0.89429,3966,4503,0.88530,0.90327
2017,66 and older,Direct migration background,Part Time,0.12893,53,466,0.09847,0.15939
2017,66 and older,Direct migration background,Not Working,0.85345,413,466,0.82131,0.88560
2018,17-29 y.,No migration background,Full Time,0.38590,1081,3243,0.36914,0.40266
2018,17-29 y.,No migration background,Part Time,0.32835,1006,3243,0.31218,0.34451
2018,17-29 y.,No migration background,Not Working,0.28575,1156,3243,0.27020,0.30130
2018,17-29 y.,Direct migration background,Full Time,0.25770,227,2008,0.23857,0.27684
2018,17-29 y.,Direct migration background,Part Time,0.32047,294,2008,0.30005,0.34089
2018,17-29 y.,Direct migration background,Not Working,0.42183,1487,2008,0.40022,0.44343
2018,17-29 y.,Indirect migration background,Full Time,0.31409,244,917,0.28403,0.34415
2018,17-29 y.,Indirect migration background,Part Time,0.34576,301,917,0.31496,0.37656
2018,17-29 y.,Indirect migration background,Not Working,0.34015,372,917,0.30947,0.37083
2018,30-45 y.,No migration background,Full Time,0.60885,2252,4220,0.59413,0.62358
2018,30-45 y.,No migration background,Part Time,0.30879,1529,4220,0.29485,0.32274
2018,30-45 y.,No migration background,Not Working,0.08235,439,4220,0.07406,0.09065
2018,30-45 y.,Direct migration background,Full Time,0.46982,895,3662,0.45365,0.48599
2018,30-45 y.,Direct migration background,Part Time,0.32006,849,3662,0.30494,0.33517
2018,30-45 y.,Direct migration background,Not Working,0.21012,1918,3662,0.19693,0.22332
2018,30-45 y.,Indirect migration background,Full Time,0.60012,277,562,0.55958,0.64065
2018,30-45 y.,Indirect migration background,Part Time,0.27051,206,562,0.23375,0.30727
2018,30-45 y.,Indirect migration background,Not Working,0.12938,79,562,0.10160,0.15715
2018,46-65 y.,No migration background,Full Time,0.55346,4134,7810,0.54243,0.56449
2018,46-65 y.,No migration background,Part Time,0.29147,2487,7810,0.28139,0.30155
2018,46-65 y.,No migration background,Not Working,0.15507,1189,7810,0.14704,0.16310
2018,46-65 y.,Direct migration background,Full Time,0.45981,719,2212,0.43904,0.48059
2018,46-65 y.,Direct migration background,Part Time,0.28767,522,2212,0.26880,0.30654
2018,46-65 y.,Direct migration background,Not Working,0.25252,971,2212,0.23441,0.27063
2018,46-65 y.,Indirect migration background,Full Time,0.61346,128,238,0.55147,0.67546
2018,46-65 y.,Indirect migration background,Part Time,0.25712,76,238,0.20147,0.31276
2018,46-65 y.,Indirect migration background,Not Working,0.12942,34,238,0.08668,0.17215
2018,66 and older,No migration background,Full Time,0.01555,76,4515,0.01194,0.01916
2018,66 and older,No migration background,Part Time,0.09501,460,4515,0.08646,0.10357
2018,66 and older,No migration background,Not Working,0.88944,3979,4515,0.88029,0.89859
2018,66 and older,Direct migration background,Part Time,0.16814,61,466,0.13415,0.20214
2018,66 and older,Direct migration background,Not Working,0.80240,405,466,0.76621,0.83859
2019,17-29 y.,No migration background,Full Time,0.38849,1002,3135,0.37143,0.40556
2019,17-29 y.,No migration background,Part Time,0.31048,922,3135,0.29428,0.32667
2019,17-29 y.,No migration background,Not Working,0.30103,1211,3135,0.28497,0.31709
2019,17-29 y.,Direct migration background,Full Time,0.27408,248,1642,0.25250,0.29566
2019,17-29 y.,Direct migration background,Part Time,0.31440,288,1642,0.29194,0.33687
2019,17-29 y.,Direct migration background,Not Working,0.41151,1106,1642,0.38770,0.43532
2019,17-29 y.,Indirect migration background,Full Time,0.30610,203,822,0.27458,0.33763
2019,17-29 y.,Indirect migration background,Part Time,0.35790,263,822,0.32511,0.39069
2019,17-29 y.,Indirect migration background,Not Working,0.33600,356,822,0.30369,0.36831
2019,30-45 y.,No migration background,Full Time,0.61069,2302,4139,0.59583,0.62554
2019,30-45 y.,No migration background,Part Time,0.29329,1396,4139,0.27941,0.30716
2019,30-45 y.,No migration background,Not Working,0.09603,441,4139,0.08705,0.10501
2019,30-45 y.,Direct migration background,Full Time,0.47590,868,3273,0.45879,0.49301
2019,30-45 y.,Direct migration background,Part Time,0.32987,834,3273,0.31376,0.34598
2019,30-45 y.,Direct migration background,Not Working,0.19423,1571,3273,0.18068,0.20779
2019,30-45 y.,Indirect migration background,Full Time,0.60381,287,551,0.56293,0.64469
2019,30-45 y.,Indirect migration background,Part Time,0.32058,191,551,0.28158,0.35959
2019,30-45 y.,Indirect migration background,Not Working,0.07561,73,551,0.05351,0.09770
2019,46-65 y.,No migration background,Full Time,0.53884,4759,8624,0.52832,0.54936
2019,46-65 y.,No migration background,Part Time,0.28297,2558,8624,0.27346,0.29248
2019,46-65 y.,No migration background,Not Working,0.17819,1307,8624,0.17011,0.18627
2019,46-65 y.,Direct migration background,Full Time,0.47426,746,2147,0.45314,0.49539
2019,46-65 y.,Direct migration background,Part Time,0.27672,491,2147,0.25779,0.29565
2019,46-65 y.,Direct migration background,Not Working,0.24901,910,2147,0.23072,0.26731
2019,46-65 y.,Indirect migration background,Full Time,0.59550,166,290,0.53891,0.65208
2019,46-65 y.,Indirect migration background,Part Time,0.28990,88,290,0.23759,0.34221
2019,46-65 y.,Indirect migration background,Not Working,0.11461,36,290,0.07788,0.15133
2019,66 and older,No migration background,Full Time,0.01945,208,4706,0.01550,0.02340
2019,66 and older,No migration background,Part Time,0.09634,542,4706,0.08791,0.10477
2019,66 and older,No migration background,Not Working,0.88421,3956,4706,0.87506,0.89335
2019,66 and older,Direct migration background,Part Time,0.15281,63,452,0.11960,0.18601
2019,66 and older,Direct migration background,Not Working,0.83416,389,452,0.79984,0.86849
2020,17-29 y.,No migration background,Full Time,0.41454,964,2877,0.39653,0.43254
2020,17-29 y.,No migration background,Part Time,0.29145,841,2877,0.27484,0.30806
2020,17-29 y.,No migration background,Not Working,0.29401,1072,2877,0.27736,0.31066
2020,17-29 y.,Direct migration background,Full Time,0.28616,626,2392,0.26804,0.30427
2020,17-29 y.,Direct migration background,Part Time,0.28542,526,2392,0.26732,0.30353
2020,17-29 y.,Direct migration background,Not Working,0.42842,1240,2392,0.40858,0.44825
2020,17-29 y.,Indirect migration background,Full Time,0.27859,196,796,0.24742,0.30975
2020,17-29 y.,Indirect migration background,Part Time,0.40004,296,796,0.36598,0.43409
2020,17-29 y.,Indirect migration background,Not Working,0.32138,304,796,0.28892,0.35384
2020,30-45 y.,No migration background,Full Time,0.58136,2001,3701,0.56546,0.59726
2020,30-45 y.,No migration background,Part Time,0.32853,1294,3701,0.31340,0.34367
2020,30-45 y.,No migration background,Not Working,0.09011,406,3701,0.08088,0.09933
2020,30-45 y.,Direct migration background,Full Time,0.44576,1472,4265,0.43084,0.46068
2020,30-45 y.,Direct migration background,Part Time,0.34058,1091,4265,0.32636,0.35481
2020,30-45 y.,Direct migration background,Not Working,0.21366,1702,4265,0.20136,0.22597
2020,30-45 y.,Indirect migration background,Full Time,0.58680,278,534,0.54500,0.62861
2020,30-45 y.,Indirect migration background,Part Time,0.26355,167,534,0.22615,0.30095
2020,30-45 y.,Indirect migration background,Not Working,0.14965,89,534,0.11936,0.17993
2020,46-65 y.,No migration background,Full Time,0.55049,4345,7915,0.53953,0.56145
2020,46-65 y.,No migration background,Part Time,0.27879,2363,7915,0.26891,0.28866
2020,46-65 y.,No migration background,Not Working,0.17072,1207,7915,0.16243,0.17901
2020,46-65 y.,Direct migration background,Full Time,0.46643,837,2343,0.44622,0.48663
2020,46-65 y.,Direct migration background,Part Time,0.27172,575,2343,0.25371,0.28974
2020,46-65 y.,Direct migration background,Not Working,0.26185,931,2343,0.24404,0.27966
2020,46-65 y.,Indirect migration background,Full Time,0.59881,150,264,0.53957,0.65804
2020,46-65 y.,Indirect migration background,Part Time,0.22291,75,264,0.17261,0.27321
2020,46-65 y.,Indirect migration background,Not Working,0.17828,39,264,0.13202,0.22454
2020,66 and older,No migration background,Full Time,0.01828,149,4411,0.01432,0.02223
2020,66 and older,No migration background,Part Time,0.09180,504,4411,0.08328,0.10033
2020,66 and older,No migration background,Not Working,0.88992,3758,4411,0.88068,0.89916
2020,66 and older,Direct migration background,Part Time,0.15932,66,461,0.12587,0.19276
2020,66 and older,Direct migration background,Not Working,0.82391,395,461,0.78911,0.85872
2021,17-29 y.,No migration background,Full Time,0.33229,559,2003,0.31166,0.35293
2021,17-29 y.,No migration background,Part Time,0.31142,584,2003,0.29114,0.33171
2021,17-29 y.,No migration background,Not Working,0.35629,860,2003,0.33531,0.37727
2021,17-29 y.,Direct migration background,Full Time,0.28075,231,1198,0.25530,0.30621
2021,17-29 y.,Direct migration background,Part Time,0.23323,205,1198,0.20927,0.25718
2021,17-29 y.,Direct migration background,Not Working,0.48602,762,1198,0.45771,0.51434
2021,17-29 y.,Indirect migration background,Full Time,0.27186,104,445,0.23047,0.31324
2021,17-29 y.,Indirect migration background,Part Time,0.27330,126,445,0.23185,0.31475
2021,17-29 y.,Indirect migration background,Not Working,0.45484,215,445,0.40853,0.50116
2021,30-45 y.,No migration background,Full Time,0.55689,1396,2614,0.53784,0.57593
2021,30-45 y.,No migration background,Part Time,0.30047,879,2614,0.28290,0.31805
2021,30-45 y.,No migration background,Not Working,0.14264,339,2614,0.12923,0.15605
2021,30-45 y.,Direct migration background,Full Time,0.41476,718,2426,0.39515,0.43437
2021,30-45 y.,Direct migration background,Part Time,0.32513,616,2426,0.30648,0.34377
2021,30-45 y.,Direct migration background,Not Working,0.26011,1092,2426,0.24265,0.27757
2021,30-45 y.,Indirect migration background,Full Time,0.59558,156,315,0.54129,0.64986
2021,30-45 y.,Indirect migration background,Part Time,0.27054,101,315,0.22140,0.31967
2021,30-45 y.,Indirect migration background,Not Working,0.13389,58,315,0.09622,0.17156
2021,46-65 y.,No migration background,Full Time,0.51731,2883,5598,0.50422,0.53041
2021,46-65 y.,No migration background,Part Time,0.26546,1683,5598,0.25389,0.27703
2021,46-65 y.,No migration background,Not Working,0.21723,1032,5598,0.20642,0.22803
2021,46-65 y.,Direct migration background,Full Time,0.43111,479,1537,0.40634,0.45588
2021,46-65 y.,Direct migration background,Part Time,0.29883,380,1537,0.27594,0.32173
2021,46-65 y.,Direct migration background,Not Working,0.27005,678,1537,0.24785,0.29226
2021,46-65 y.,Indirect migration background,Full Time,0.58042,101,170,0.50601,0.65482
2021,46-65 y.,Indirect migration background,Part Time,0.27444,69,170,0.20716,0.34172
2021,66 and older,No migration background,Full Time,0.01822,105,3233,0.01361,0.02283
2021,66 and older,No migration background,Part Time,0.07219,242,3233,0.06326,0.08111
2021,66 and older,No migration background,Not Working,0.90959,2886,3233,0.89971,0.91948
2021,66 and older,Direct migration background,Not Working,0.87073,300,300,0.83271,0.90876
