year,age_gr,migback,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,Direct migration background,Full Time,0.45077,352,797,0.41621,0.48534
1987,17-29 y.,Direct migration background,Part Time,0.21852,171,797,0.18981,0.24723
1987,17-29 y.,Direct migration background,Not Working,0.33071,274,797,0.29802,0.36339
1987,17-29 y.,Indirect migration background,Full Time,0.37321,54,114,0.28404,0.46239
1987,17-29 y.,Indirect migration background,Not Working,0.31083,60,114,0.22549,0.39616
1987,30-45 y.,No migration background,Full Time,0.59921,1219,2098,0.57823,0.62018
1987,30-45 y.,No migration background,Part Time,0.19991,433,2098,0.18280,0.21703
1987,30-45 y.,No migration background,Not Working,0.20088,446,2098,0.18373,0.21803
1987,30-45 y.,Direct migration background,Full Time,0.55392,630,1052,0.52387,0.58398
1987,30-45 y.,Direct migration background,Part Time,0.19635,169,1052,0.17233,0.22036
1987,30-45 y.,Direct migration background,Not Working,0.24973,253,1052,0.22356,0.27590
1987,46-65 y.,No migration background,Full Time,0.45349,1056,2286,0.43307,0.47390
1987,46-65 y.,No migration background,Part Time,0.15631,358,2286,0.14142,0.17120
1987,46-65 y.,No migration background,Not Working,0.39021,872,2286,0.37021,0.41021
1987,46-65 y.,Direct migration background,Full Time,0.50498,536,910,0.47248,0.53748
1987,46-65 y.,Direct migration background,Part Time,0.12267,99,910,0.10135,0.14400
1987,46-65 y.,Direct migration background,Not Working,0.37235,275,910,0.34092,0.40377
1987,66 and older,No migration background,Not Working,0.96614,969,969,0.95474,0.97753
1987,66 and older,Direct migration background,Not Working,0.97785,53,53,0.93785,1.01785
1988,17-29 y.,No migration background,Full Time,0.49287,928,1915,0.47048,0.51527
1988,17-29 y.,No migration background,Part Time,0.24785,469,1915,0.22850,0.26719
1988,17-29 y.,No migration background,Not Working,0.25928,518,1915,0.23965,0.27891
1988,17-29 y.,Direct migration background,Full Time,0.48388,363,769,0.44853,0.51922
1988,17-29 y.,Direct migration background,Part Time,0.20821,163,769,0.17950,0.23693
1988,17-29 y.,Direct migration background,Not Working,0.30791,243,769,0.27526,0.34056
1988,17-29 y.,Indirect migration background,Full Time,0.32465,64,189,0.25771,0.39158
1988,17-29 y.,Indirect migration background,Part Time,0.24675,40,189,0.18512,0.30838
1988,17-29 y.,Indirect migration background,Not Working,0.42860,85,189,0.35786,0.49934
1988,30-45 y.,No migration background,Full Time,0.59238,1146,2001,0.57084,0.61392
1988,30-45 y.,No migration background,Part Time,0.22252,465,2001,0.20429,0.24075
1988,30-45 y.,No migration background,Not Working,0.18510,390,2001,0.16808,0.20212
1988,30-45 y.,Direct migration background,Full Time,0.53288,540,933,0.50084,0.56491
1988,30-45 y.,Direct migration background,Part Time,0.21798,171,933,0.19148,0.24449
1988,30-45 y.,Direct migration background,Not Working,0.24914,222,933,0.22137,0.27691
1988,46-65 y.,No migration background,Full Time,0.45998,1029,2196,0.43913,0.48083
1988,46-65 y.,No migration background,Part Time,0.16255,362,2196,0.14711,0.17799
1988,46-65 y.,No migration background,Not Working,0.37747,805,2196,0.35719,0.39775
1988,46-65 y.,Direct migration background,Full Time,0.45174,485,904,0.41928,0.48420
1988,46-65 y.,Direct migration background,Part Time,0.17971,132,904,0.15467,0.20475
1988,46-65 y.,Direct migration background,Not Working,0.36855,287,904,0.33709,0.40002
1988,66 and older,No migration background,Not Working,0.96055,927,927,0.94801,0.97309
1988,66 and older,Direct migration background,Not Working,0.95956,59,59,0.90887,1.01026
1989,17-29 y.,No migration background,Full Time,0.50203,942,1866,0.47934,0.52472
1989,17-29 y.,No migration background,Part Time,0.23019,428,1866,0.21108,0.24929
1989,17-29 y.,No migration background,Not Working,0.26778,496,1866,0.24768,0.28788
1989,17-29 y.,Direct migration background,Full Time,0.45624,358,739,0.42030,0.49217
1989,17-29 y.,Direct migration background,Part Time,0.21189,146,739,0.18241,0.24137
1989,17-29 y.,Direct migration background,Not Working,0.33187,235,739,0.29790,0.36585
1989,17-29 y.,Indirect migration background,Full Time,0.33576,86,224,0.27377,0.39774
1989,17-29 y.,Indirect migration background,Part Time,0.19510,43,224,0.14309,0.24712
1989,17-29 y.,Indirect migration background,Not Working,0.46914,95,224,0.40364,0.53464
1989,30-45 y.,No migration background,Full Time,0.60789,1137,1947,0.58620,0.62958
1989,30-45 y.,No migration background,Part Time,0.21161,443,1947,0.19346,0.22975
1989,30-45 y.,No migration background,Not Working,0.18050,367,1947,0.16342,0.19759
1989,30-45 y.,Direct migration background,Full Time,0.57463,527,876,0.54187,0.60739
1989,30-45 y.,Direct migration background,Part Time,0.18820,147,876,0.16230,0.21410
1989,30-45 y.,Direct migration background,Not Working,0.23717,202,876,0.20899,0.26535
1989,46-65 y.,No migration background,Full Time,0.46502,983,2066,0.44350,0.48653
1989,46-65 y.,No migration background,Part Time,0.15958,336,2066,0.14379,0.17538
1989,46-65 y.,No migration background,Not Working,0.37540,747,2066,0.35452,0.39629
1989,46-65 y.,Direct migration background,Full Time,0.45493,479,904,0.42245,0.48741
1989,46-65 y.,Direct migration background,Part Time,0.15893,124,904,0.13508,0.18277
1989,46-65 y.,Direct migration background,Not Working,0.38614,301,904,0.35439,0.41790
1989,66 and older,No migration background,Not Working,0.95709,894,894,0.94379,0.97038
1989,66 and older,Direct migration background,Not Working,0.98666,68,68,0.95919,1.01413
1990,17-29 y.,No migration background,Full Time,0.40134,928,1763,0.37845,0.42423
1990,17-29 y.,No migration background,Part Time,0.18495,421,1763,0.16683,0.20308
1990,17-29 y.,No migration background,Not Working,0.18245,414,1763,0.16442,0.20049
1990,17-29 y.,Direct migration background,Full Time,0.44491,339,694,0.40791,0.48192
1990,17-29 y.,Direct migration background,Part Time,0.21784,132,694,0.18711,0.24858
1990,17-29 y.,Direct migration background,Not Working,0.31255,223,694,0.27804,0.34706
1990,17-29 y.,Indirect migration background,Full Time,0.25559,85,260,0.20246,0.30871
1990,17-29 y.,Indirect migration background,Part Time,0.27687,68,260,0.22237,0.33136
1990,17-29 y.,Indirect migration background,Not Working,0.45878,107,260,0.39810,0.51947
1990,30-45 y.,No migration background,Full Time,0.47403,1144,1925,0.45172,0.49635
1990,30-45 y.,No migration background,Part Time,0.17261,437,1925,0.15573,0.18950
1990,30-45 y.,No migration background,Not Working,0.13391,344,1925,0.11869,0.14913
1990,30-45 y.,Direct migration background,Full Time,0.57490,514,847,0.54159,0.60821
1990,30-45 y.,Direct migration background,Part Time,0.16614,148,847,0.14106,0.19122
1990,30-45 y.,Direct migration background,Not Working,0.22064,185,847,0.19270,0.24859
1990,46-65 y.,No migration background,Full Time,0.36033,915,1995,0.33926,0.38141
1990,46-65 y.,No migration background,Part Time,0.13766,353,1995,0.12254,0.15278
1990,46-65 y.,No migration background,Not Working,0.28920,727,1995,0.26930,0.30910
1990,46-65 y.,Direct migration background,Full Time,0.42784,474,909,0.39566,0.46002
1990,46-65 y.,Direct migration background,Part Time,0.13570,125,909,0.11342,0.15798
1990,46-65 y.,Direct migration background,Not Working,0.34072,310,909,0.30989,0.37155
1990,66 and older,No migration background,Not Working,0.78948,911,911,0.76299,0.81596
1990,66 and older,Direct migration background,Not Working,0.83766,82,82,0.75736,0.91797
1991,17-29 y.,No migration background,Full Time,0.39922,905,1718,0.37606,0.42239
1991,17-29 y.,No migration background,Part Time,0.18108,409,1718,0.16286,0.19929
1991,17-29 y.,No migration background,Not Working,0.18141,404,1718,0.16319,0.19964
1991,17-29 y.,Direct migration background,Full Time,0.43097,320,655,0.39302,0.46892
1991,17-29 y.,Direct migration background,Part Time,0.24482,132,655,0.21187,0.27778
1991,17-29 y.,Direct migration background,Not Working,0.28666,203,655,0.25201,0.32132
1991,17-29 y.,Indirect migration background,Full Time,0.34089,120,312,0.28821,0.39357
1991,17-29 y.,Indirect migration background,Part Time,0.26655,70,312,0.21741,0.31569
1991,17-29 y.,Indirect migration background,Not Working,0.38524,122,312,0.33115,0.43933
1991,30-45 y.,No migration background,Full Time,0.46999,1179,1985,0.44803,0.49195
1991,30-45 y.,No migration background,Part Time,0.17690,467,1985,0.16011,0.19369
1991,30-45 y.,No migration background,Not Working,0.12727,339,1985,0.11260,0.14193
1991,30-45 y.,Direct migration background,Full Time,0.58809,501,812,0.55422,0.62197
1991,30-45 y.,Direct migration background,Part Time,0.17486,145,812,0.14872,0.20101
1991,30-45 y.,Direct migration background,Not Working,0.20213,166,812,0.17449,0.22977
1991,46-65 y.,No migration background,Full Time,0.34895,880,1926,0.32766,0.37024
1991,46-65 y.,No migration background,Part Time,0.13927,355,1926,0.12381,0.15474
1991,46-65 y.,No migration background,Not Working,0.27499,691,1926,0.25505,0.29494
1991,46-65 y.,Direct migration background,Full Time,0.44046,491,918,0.40833,0.47259
1991,46-65 y.,Direct migration background,Part Time,0.14812,131,918,0.12513,0.17111
1991,46-65 y.,Direct migration background,Not Working,0.30145,296,918,0.27175,0.33116
1991,66 and older,No migration background,Not Working,0.79668,918,918,0.77063,0.82273
1991,66 and older,Direct migration background,Not Working,0.80002,92,92,0.71784,0.88220
1992,17-29 y.,No migration background,Full Time,0.52990,1357,2576,0.51062,0.54918
1992,17-29 y.,No migration background,Part Time,0.23905,610,2576,0.22258,0.25553
1992,17-29 y.,No migration background,Not Working,0.23105,609,2576,0.21477,0.24733
1992,17-29 y.,Direct migration background,Full Time,0.48469,310,629,0.44560,0.52378
1992,17-29 y.,Direct migration background,Part Time,0.19940,129,629,0.16815,0.23065
1992,17-29 y.,Direct migration background,Not Working,0.31591,190,629,0.27955,0.35227
1992,17-29 y.,Indirect migration background,Full Time,0.36161,149,370,0.31259,0.41063
1992,17-29 y.,Indirect migration background,Part Time,0.22581,74,370,0.18315,0.26847
1992,17-29 y.,Indirect migration background,Not Working,0.41258,147,370,0.36235,0.46281
1992,30-45 y.,No migration background,Full Time,0.62838,2230,3444,0.61224,0.64452
1992,30-45 y.,No migration background,Part Time,0.23602,805,3444,0.22183,0.25020
1992,30-45 y.,No migration background,Not Working,0.13560,409,3444,0.12417,0.14704
1992,30-45 y.,Direct migration background,Full Time,0.61409,491,792,0.58016,0.64801
1992,30-45 y.,Direct migration background,Part Time,0.19915,145,792,0.17132,0.22699
1992,30-45 y.,Direct migration background,Not Working,0.18676,156,792,0.15960,0.21392
1992,46-65 y.,No migration background,Full Time,0.47260,1484,3028,0.45481,0.49038
1992,46-65 y.,No migration background,Part Time,0.18293,564,3028,0.16916,0.19670
1992,46-65 y.,No migration background,Not Working,0.34447,980,3028,0.32754,0.36140
1992,46-65 y.,Direct migration background,Full Time,0.50919,530,995,0.47811,0.54026
1992,46-65 y.,Direct migration background,Part Time,0.15383,138,995,0.13140,0.17626
1992,46-65 y.,Direct migration background,Not Working,0.33699,327,995,0.30760,0.36637
1992,66 and older,No migration background,Not Working,0.97799,1280,1280,0.96995,0.98603
1992,66 and older,Direct migration background,Not Working,0.95004,129,129,0.91230,0.98778
1993,17-29 y.,No migration background,Full Time,0.51739,1268,2479,0.49771,0.53706
1993,17-29 y.,No migration background,Part Time,0.23673,590,2479,0.21999,0.25346
1993,17-29 y.,No migration background,Not Working,0.24589,621,2479,0.22893,0.26284
1993,17-29 y.,Direct migration background,Full Time,0.49849,293,583,0.45787,0.53911
1993,17-29 y.,Direct migration background,Part Time,0.22296,119,583,0.18915,0.25678
1993,17-29 y.,Direct migration background,Not Working,0.27855,171,583,0.24213,0.31497
1993,17-29 y.,Indirect migration background,Full Time,0.32959,156,422,0.28469,0.37449
1993,17-29 y.,Indirect migration background,Part Time,0.25879,111,422,0.21695,0.30062
1993,17-29 y.,Indirect migration background,Not Working,0.41162,155,422,0.36461,0.45863
1993,30-45 y.,No migration background,Full Time,0.62545,2188,3410,0.60921,0.64170
1993,30-45 y.,No migration background,Part Time,0.23274,759,3410,0.21855,0.24693
1993,30-45 y.,No migration background,Not Working,0.14181,463,3410,0.13010,0.15352
1993,30-45 y.,Direct migration background,Full Time,0.57465,447,753,0.53931,0.60999
1993,30-45 y.,Direct migration background,Part Time,0.22686,151,753,0.19693,0.25680
1993,30-45 y.,Direct migration background,Not Working,0.19849,155,753,0.16998,0.22699
1993,46-65 y.,No migration background,Full Time,0.45380,1366,2954,0.43584,0.47175
1993,46-65 y.,No migration background,Part Time,0.17773,530,2954,0.16394,0.19152
1993,46-65 y.,No migration background,Not Working,0.36847,1058,2954,0.35108,0.38587
1993,46-65 y.,Direct migration background,Full Time,0.48357,501,987,0.45238,0.51476
1993,46-65 y.,Direct migration background,Part Time,0.17866,148,987,0.15475,0.20257
1993,46-65 y.,Direct migration background,Not Working,0.33777,338,987,0.30825,0.36729
1993,66 and older,No migration background,Not Working,0.97807,1283,1283,0.97005,0.98609
1993,66 and older,Direct migration background,Not Working,0.97111,149,149,0.94413,0.99810
1994,17-29 y.,No migration background,Full Time,0.48913,1182,2384,0.46906,0.50920
1994,17-29 y.,No migration background,Part Time,0.23909,565,2384,0.22196,0.25621
1994,17-29 y.,No migration background,Not Working,0.27178,637,2384,0.25392,0.28964
1994,17-29 y.,Direct migration background,Full Time,0.48044,247,522,0.43754,0.52335
1994,17-29 y.,Direct migration background,Part Time,0.20270,106,522,0.16818,0.23722
1994,17-29 y.,Direct migration background,Not Working,0.31686,169,522,0.27691,0.35681
1994,17-29 y.,Indirect migration background,Full Time,0.37725,186,439,0.33186,0.42264
1994,17-29 y.,Indirect migration background,Part Time,0.19358,91,439,0.15658,0.23059
1994,17-29 y.,Indirect migration background,Not Working,0.42917,162,439,0.38281,0.47552
1994,30-45 y.,No migration background,Full Time,0.61394,2135,3394,0.59756,0.63032
1994,30-45 y.,No migration background,Part Time,0.23503,758,3394,0.22076,0.24930
1994,30-45 y.,No migration background,Not Working,0.15103,501,3394,0.13898,0.16308
1994,30-45 y.,Direct migration background,Full Time,0.56538,408,713,0.52897,0.60179
1994,30-45 y.,Direct migration background,Part Time,0.22284,152,713,0.19227,0.25341
1994,30-45 y.,Direct migration background,Not Working,0.21178,153,713,0.18177,0.24179
1994,46-65 y.,No migration background,Full Time,0.44936,1328,2928,0.43134,0.46738
1994,46-65 y.,No migration background,Part Time,0.16756,486,2928,0.15403,0.18109
1994,46-65 y.,No migration background,Not Working,0.38307,1114,2928,0.36546,0.40069
1994,46-65 y.,Direct migration background,Full Time,0.44135,445,952,0.40979,0.47291
1994,46-65 y.,Direct migration background,Part Time,0.20199,157,952,0.17647,0.22751
1994,46-65 y.,Direct migration background,Not Working,0.35666,350,952,0.32622,0.38711
1994,66 and older,No migration background,Not Working,0.97730,1287,1287,0.96916,0.98544
1994,66 and older,Direct migration background,Not Working,0.96646,163,163,0.93873,0.99418
1995,17-29 y.,No migration background,Full Time,0.47564,1094,2310,0.45527,0.49601
1995,17-29 y.,No migration background,Part Time,0.23603,547,2310,0.21871,0.25335
1995,17-29 y.,No migration background,Not Working,0.28834,669,2310,0.26986,0.30681
1995,17-29 y.,Direct migration background,Full Time,0.36690,242,604,0.32844,0.40537
1995,17-29 y.,Direct migration background,Part Time,0.23260,120,604,0.19888,0.26632
1995,17-29 y.,Direct migration background,Not Working,0.40050,242,604,0.36139,0.43961
1995,17-29 y.,Indirect migration background,Full Time,0.34622,173,443,0.30187,0.39058
1995,17-29 y.,Indirect migration background,Part Time,0.26831,116,443,0.22700,0.30962
1995,17-29 y.,Indirect migration background,Not Working,0.38547,154,443,0.34009,0.43084
1995,30-45 y.,No migration background,Full Time,0.59379,2102,3470,0.57745,0.61014
1995,30-45 y.,No migration background,Part Time,0.24564,832,3470,0.23131,0.25996
1995,30-45 y.,No migration background,Not Working,0.16057,536,3470,0.14835,0.17279
1995,30-45 y.,Direct migration background,Full Time,0.48722,462,923,0.45495,0.51948
1995,30-45 y.,Direct migration background,Part Time,0.24742,231,923,0.21957,0.27527
1995,30-45 y.,Direct migration background,Not Working,0.26536,230,923,0.23686,0.29386
1995,46-65 y.,No migration background,Full Time,0.43694,1341,2915,0.41893,0.45495
1995,46-65 y.,No migration background,Part Time,0.18495,521,2915,0.17085,0.19904
1995,46-65 y.,No migration background,Not Working,0.37811,1053,2915,0.36050,0.39572
1995,46-65 y.,Direct migration background,Full Time,0.37945,444,1042,0.34997,0.40892
1995,46-65 y.,Direct migration background,Part Time,0.20081,182,1042,0.17648,0.22515
1995,46-65 y.,Direct migration background,Not Working,0.41974,416,1042,0.38976,0.44972
1995,66 and older,No migration background,Not Working,0.97058,1269,1269,0.96128,0.97988
1995,66 and older,Direct migration background,Not Working,0.96735,206,206,0.94302,0.99168
1996,17-29 y.,No migration background,Full Time,0.46796,1029,2165,0.44694,0.48899
1996,17-29 y.,No migration background,Part Time,0.23859,518,2165,0.22063,0.25654
1996,17-29 y.,No migration background,Not Working,0.29345,618,2165,0.27427,0.31264
1996,17-29 y.,Direct migration background,Full Time,0.35850,202,535,0.31783,0.39918
1996,17-29 y.,Direct migration background,Part Time,0.26846,131,535,0.23088,0.30605
1996,17-29 y.,Direct migration background,Not Working,0.37303,202,535,0.33201,0.41405
1996,17-29 y.,Indirect migration background,Full Time,0.35321,177,463,0.30962,0.39679
1996,17-29 y.,Indirect migration background,Part Time,0.25221,123,463,0.21261,0.29181
1996,17-29 y.,Indirect migration background,Not Working,0.39458,163,463,0.35001,0.43915
1996,30-45 y.,No migration background,Full Time,0.60181,2166,3518,0.58563,0.61799
1996,30-45 y.,No migration background,Part Time,0.25354,850,3518,0.23917,0.26792
1996,30-45 y.,No migration background,Not Working,0.14464,502,3518,0.13302,0.15627
1996,30-45 y.,Direct migration background,Full Time,0.51532,427,854,0.48178,0.54886
1996,30-45 y.,Direct migration background,Part Time,0.23407,235,854,0.20565,0.26248
1996,30-45 y.,Direct migration background,Not Working,0.25061,192,854,0.22153,0.27969
1996,30-45 y.,Indirect migration background,Full Time,0.46234,33,33,0.28959,0.63509
1996,46-65 y.,No migration background,Full Time,0.42967,1317,2909,0.41168,0.44766
1996,46-65 y.,No migration background,Part Time,0.19556,556,2909,0.18114,0.20997
1996,46-65 y.,No migration background,Not Working,0.37477,1036,2909,0.35718,0.39237
1996,46-65 y.,Direct migration background,Full Time,0.37431,366,982,0.34403,0.40460
1996,46-65 y.,Direct migration background,Part Time,0.21167,215,982,0.18611,0.23724
1996,46-65 y.,Direct migration background,Not Working,0.41401,401,982,0.38319,0.44484
1996,66 and older,No migration background,Part Time,0.02511,36,1306,0.01662,0.03359
1996,66 and older,No migration background,Not Working,0.96902,1270,1306,0.95961,0.97842
1996,66 and older,Direct migration background,Not Working,0.99192,223,223,0.98015,1.00370
1997,17-29 y.,No migration background,Full Time,0.45240,969,2076,0.43098,0.47382
1997,17-29 y.,No migration background,Part Time,0.23883,468,2076,0.22048,0.25717
1997,17-29 y.,No migration background,Not Working,0.30877,639,2076,0.28889,0.32865
1997,17-29 y.,Direct migration background,Full Time,0.39105,195,478,0.34726,0.43484
1997,17-29 y.,Direct migration background,Part Time,0.18758,90,478,0.15255,0.22262
1997,17-29 y.,Direct migration background,Not Working,0.42137,193,478,0.37705,0.46568
1997,17-29 y.,Indirect migration background,Full Time,0.36179,188,476,0.31858,0.40500
1997,17-29 y.,Indirect migration background,Part Time,0.23707,108,476,0.19882,0.27531
1997,17-29 y.,Indirect migration background,Not Working,0.40114,180,476,0.35706,0.44522
1997,30-45 y.,No migration background,Full Time,0.61005,2146,3475,0.59383,0.62627
1997,30-45 y.,No migration background,Part Time,0.24272,802,3475,0.22846,0.25697
1997,30-45 y.,No migration background,Not Working,0.14724,527,3475,0.13545,0.15902
1997,30-45 y.,Direct migration background,Full Time,0.50238,413,822,0.46817,0.53658
1997,30-45 y.,Direct migration background,Part Time,0.26043,217,822,0.23041,0.29045
1997,30-45 y.,Direct migration background,Not Working,0.23719,192,822,0.20810,0.26629
1997,46-65 y.,No migration background,Full Time,0.42065,1286,2898,0.40268,0.43863
1997,46-65 y.,No migration background,Part Time,0.19581,583,2898,0.18136,0.21027
1997,46-65 y.,No migration background,Not Working,0.38353,1029,2898,0.36583,0.40124
1997,46-65 y.,Direct migration background,Full Time,0.36206,337,939,0.33130,0.39281
1997,46-65 y.,Direct migration background,Part Time,0.22669,206,939,0.19990,0.25349
1997,46-65 y.,Direct migration background,Not Working,0.41125,396,939,0.37976,0.44274
1997,66 and older,No migration background,Part Time,0.02584,34,1331,0.01731,0.03437
1997,66 and older,No migration background,Not Working,0.96838,1297,1331,0.95898,0.97779
1997,66 and older,Direct migration background,Not Working,0.97813,226,226,0.95902,0.99724
1998,17-29 y.,No migration background,Full Time,0.43257,1008,2245,0.41207,0.45307
1998,17-29 y.,No migration background,Part Time,0.23702,527,2245,0.21943,0.25462
1998,17-29 y.,No migration background,Not Working,0.33040,710,2245,0.31094,0.34986
1998,17-29 y.,Direct migration background,Full Time,0.36327,161,435,0.31802,0.40851
1998,17-29 y.,Direct migration background,Part Time,0.24761,100,435,0.20700,0.28822
1998,17-29 y.,Direct migration background,Not Working,0.38912,174,435,0.34325,0.43499
1998,17-29 y.,Indirect migration background,Full Time,0.37257,190,485,0.32949,0.41564
1998,17-29 y.,Indirect migration background,Part Time,0.23723,116,485,0.19933,0.27513
1998,17-29 y.,Indirect migration background,Not Working,0.39020,179,485,0.34674,0.43366
1998,30-45 y.,No migration background,Full Time,0.59205,2374,3953,0.57672,0.60737
1998,30-45 y.,No migration background,Part Time,0.24889,955,3953,0.23541,0.26237
1998,30-45 y.,No migration background,Not Working,0.15906,624,3953,0.14766,0.17046
1998,30-45 y.,Direct migration background,Full Time,0.48535,380,786,0.45038,0.52031
1998,30-45 y.,Direct migration background,Part Time,0.26735,216,786,0.23639,0.29831
1998,30-45 y.,Direct migration background,Not Working,0.24730,190,786,0.21712,0.27748
1998,30-45 y.,Indirect migration background,Full Time,0.47981,44,44,0.33048,0.62914
1998,46-65 y.,No migration background,Full Time,0.41588,1466,3444,0.39942,0.43234
1998,46-65 y.,No migration background,Part Time,0.19149,682,3444,0.17835,0.20464
1998,46-65 y.,No migration background,Not Working,0.39263,1296,3444,0.37631,0.40894
