year,age_gr,migback,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,66 and older,No migration background,At least once per month,0.00801,50,4491,0.00540,0.01062
2013,66 and older,No migration background,Seldom,0.05019,253,4491,0.04380,0.05657
2013,66 and older,No migration background,Never,0.82806,3717,4491,0.81703,0.83910
2013,66 and older,Direct migration background,Never,0.79614,308,308,0.75107,0.84120
2017,17-29 y.,Direct migration background,Daily,0.10584,973,1456,0.09003,0.12164
2017,17-29 y.,Direct migration background,At least once per week,0.02129,213,1456,0.01388,0.02871
2017,17-29 y.,Direct migration background,At least once per month,0.00426,35,1456,0.00092,0.00761
2017,17-29 y.,Direct migration background,Seldom,0.00644,60,1456,0.00233,0.01054
2017,17-29 y.,Direct migration background,Never,0.01906,175,1456,0.01204,0.02609
2017,30-45 y.,Direct migration background,Daily,0.02741,1113,1870,0.02001,0.03481
2017,30-45 y.,Direct migration background,At least once per week,0.00815,327,1870,0.00408,0.01223
2017,30-45 y.,Direct migration background,At least once per month,0.00148,52,1870,-0.00026,0.00322
2017,30-45 y.,Direct migration background,Seldom,0.00310,114,1870,0.00058,0.00562
2017,30-45 y.,Direct migration background,Never,0.00548,264,1870,0.00213,0.00883
2017,46-65 y.,Direct migration background,Daily,0.00696,318,592,0.00026,0.01367
2017,46-65 y.,Direct migration background,At least once per week,0.00214,103,592,-0.00159,0.00587
2017,46-65 y.,Direct migration background,Seldom,0.00135,58,592,-0.00161,0.00431
2017,46-65 y.,Direct migration background,Never,0.00312,113,592,-0.00138,0.00761
2018,17-29 y.,Direct migration background,Daily,0.12044,751,1041,0.10066,0.14022
2018,17-29 y.,Direct migration background,At least once per week,0.02334,147,1041,0.01416,0.03251
2018,17-29 y.,Direct migration background,At least once per month,0.00398,32,1041,0.00015,0.00781
2018,17-29 y.,Direct migration background,Seldom,0.00415,38,1041,0.00024,0.00806
2018,17-29 y.,Direct migration background,Never,0.01012,73,1041,0.00404,0.01621
2018,30-45 y.,Direct migration background,Daily,0.03003,1010,1576,0.02160,0.03846
2018,30-45 y.,Direct migration background,At least once per week,0.00691,273,1576,0.00282,0.01100
2018,30-45 y.,Direct migration background,At least once per month,0.00143,46,1576,-0.00044,0.00330
2018,30-45 y.,Direct migration background,Seldom,0.00215,80,1576,-0.00014,0.00443
2018,30-45 y.,Direct migration background,Never,0.00437,167,1576,0.00111,0.00762
2018,46-65 y.,Direct migration background,Daily,0.00735,324,523,0.00002,0.01468
2018,46-65 y.,Direct migration background,At least once per week,0.00199,89,523,-0.00183,0.00581
2018,46-65 y.,Direct migration background,Seldom,0.00119,33,523,-0.00177,0.00414
2018,46-65 y.,Direct migration background,Never,0.00284,77,523,-0.00173,0.00740
2019,17-29 y.,Direct migration background,Daily,0.13396,717,906,0.11177,0.15615
2019,17-29 y.,Direct migration background,At least once per week,0.02157,109,906,0.01210,0.03103
2019,17-29 y.,Direct migration background,Seldom,0.00623,35,906,0.00110,0.01135
2019,17-29 y.,Direct migration background,Never,0.00879,45,906,0.00271,0.01487
2019,30-45 y.,Direct migration background,Daily,0.03671,1047,1542,0.02732,0.04610
2019,30-45 y.,Direct migration background,At least once per week,0.01050,276,1542,0.00541,0.01558
2019,30-45 y.,Direct migration background,Seldom,0.00309,86,1542,0.00032,0.00586
2019,30-45 y.,Direct migration background,Never,0.00485,133,1542,0.00138,0.00832
2019,46-65 y.,Direct migration background,Daily,0.00981,381,567,0.00169,0.01793
2019,46-65 y.,Direct migration background,At least once per week,0.00227,86,567,-0.00165,0.00619
2019,46-65 y.,Direct migration background,Seldom,0.00082,37,567,-0.00154,0.00318
2019,46-65 y.,Direct migration background,Never,0.00197,63,567,-0.00168,0.00562
