year,age_gr,migback,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,66 and older,No migration background,No,0.59652,2793,4551,0.58227,0.61078
2013,66 and older,Direct migration background,Yes,0.37242,141,382,0.32387,0.42096
2013,66 and older,Direct migration background,No,0.56727,241,382,0.51752,0.61702
2015,17-29 y.,No migration background,Yes,0.02332,58,2560,0.01748,0.02917
2015,17-29 y.,No migration background,No,0.89723,2502,2560,0.88547,0.90900
2015,17-29 y.,Direct migration background,No,0.64794,580,580,0.60904,0.68685
2015,17-29 y.,Indirect migration background,No,0.90346,763,763,0.88249,0.92443
2015,30-45 y.,No migration background,Yes,0.07510,362,4777,0.06763,0.08258
2015,30-45 y.,No migration background,No,0.91821,4415,4777,0.91044,0.92598
2015,30-45 y.,Direct migration background,Yes,0.04775,120,1969,0.03833,0.05717
2015,30-45 y.,Direct migration background,No,0.77343,1849,1969,0.75494,0.79193
2015,30-45 y.,Indirect migration background,Yes,0.05857,36,610,0.03992,0.07722
2015,30-45 y.,Indirect migration background,No,0.91078,574,610,0.88814,0.93342
2015,46-65 y.,No migration background,Yes,0.22233,1557,7278,0.21278,0.23188
2015,46-65 y.,No migration background,No,0.77621,5721,7278,0.76663,0.78578
2015,46-65 y.,Direct migration background,Yes,0.22702,308,1425,0.20526,0.24877
2015,46-65 y.,Direct migration background,No,0.72246,1117,1425,0.69921,0.74572
2015,46-65 y.,Indirect migration background,No,0.74533,148,148,0.67490,0.81576
2015,66 and older,No migration background,Yes,0.41342,1754,4448,0.39895,0.42790
2015,66 and older,No migration background,No,0.58617,2694,4448,0.57170,0.60065
2015,66 and older,Direct migration background,Yes,0.36154,166,431,0.31613,0.40695
2015,66 and older,Direct migration background,No,0.63083,265,431,0.58522,0.67645
2017,17-29 y.,No migration background,Yes,0.02542,63,2940,0.01973,0.03111
2017,17-29 y.,No migration background,No,0.90593,2877,2940,0.89538,0.91649
2017,17-29 y.,Direct migration background,No,0.75398,599,599,0.71946,0.78850
2017,17-29 y.,Indirect migration background,No,0.89763,788,788,0.87645,0.91881
2017,30-45 y.,No migration background,Yes,0.06692,318,4563,0.05966,0.07417
2017,30-45 y.,No migration background,No,0.93308,4245,4563,0.92583,0.94034
2017,30-45 y.,Direct migration background,Yes,0.04427,94,2102,0.03547,0.05306
2017,30-45 y.,Direct migration background,No,0.91004,2008,2102,0.89781,0.92228
2017,30-45 y.,Indirect migration background,Yes,0.06856,48,592,0.04819,0.08893
2017,30-45 y.,Indirect migration background,No,0.93144,544,592,0.91107,0.95181
2017,46-65 y.,No migration background,Yes,0.24334,1862,8152,0.23402,0.25265
2017,46-65 y.,No migration background,No,0.75666,6290,8152,0.74735,0.76598
2017,46-65 y.,Direct migration background,Yes,0.27920,370,1596,0.25718,0.30122
2017,46-65 y.,Direct migration background,No,0.70652,1226,1596,0.68417,0.72886
2017,46-65 y.,Indirect migration background,Yes,0.17646,40,225,0.12653,0.22638
2017,46-65 y.,Indirect migration background,No,0.82354,185,225,0.77362,0.87347
2017,66 and older,No migration background,Yes,0.42742,1795,4503,0.41297,0.44187
2017,66 and older,No migration background,No,0.57258,2708,4503,0.55813,0.58703
2017,66 and older,Direct migration background,Yes,0.41795,177,440,0.37181,0.46409
2017,66 and older,Direct migration background,No,0.57879,263,440,0.53260,0.62498
2019,17-29 y.,No migration background,Yes,0.02953,68,2714,0.02316,0.03591
2019,17-29 y.,No migration background,No,0.89350,2646,2714,0.88190,0.90511
2019,17-29 y.,Direct migration background,No,0.75793,411,411,0.71647,0.79939
2019,17-29 y.,Indirect migration background,No,0.89841,696,696,0.87595,0.92087
2019,30-45 y.,No migration background,Yes,0.06824,296,4139,0.06056,0.07592
2019,30-45 y.,No migration background,No,0.93176,3843,4139,0.92408,0.93944
2019,30-45 y.,Direct migration background,Yes,0.07557,113,1597,0.06260,0.08854
2019,30-45 y.,Direct migration background,No,0.86289,1484,1597,0.84601,0.87976
2019,30-45 y.,Indirect migration background,Yes,0.04875,46,551,0.03075,0.06674
2019,30-45 y.,Indirect migration background,No,0.95125,505,551,0.93326,0.96925
2019,46-65 y.,No migration background,Yes,0.25391,1989,8624,0.24472,0.26310
2019,46-65 y.,No migration background,No,0.74609,6635,8624,0.73690,0.75528
2019,46-65 y.,Direct migration background,Yes,0.26344,342,1507,0.24120,0.28569
2019,46-65 y.,Direct migration background,No,0.71958,1165,1507,0.69690,0.74227
2019,46-65 y.,Indirect migration background,Yes,0.20488,56,290,0.15834,0.25141
2019,46-65 y.,Indirect migration background,No,0.79512,234,290,0.74859,0.84166
2019,66 and older,No migration background,Yes,0.42178,1894,4706,0.40766,0.43589
2019,66 and older,No migration background,No,0.57822,2812,4706,0.56411,0.59234
2019,66 and older,Direct migration background,Yes,0.38670,167,440,0.34114,0.43226
2019,66 and older,Direct migration background,No,0.61038,273,440,0.56476,0.65600
2021,17-29 y.,No migration background,Yes,0.03607,57,1760,0.02735,0.04478
2021,17-29 y.,No migration background,No,0.88381,1703,1760,0.86883,0.89878
2021,17-29 y.,Direct migration background,No,0.90740,1003,1003,0.88945,0.92535
2021,17-29 y.,Indirect migration background,No,0.93138,393,393,0.90636,0.95641
2021,30-45 y.,No migration background,Yes,0.07937,217,2590,0.06896,0.08978
2021,30-45 y.,No migration background,No,0.90586,2373,2590,0.89461,0.91711
2021,30-45 y.,Direct migration background,Yes,0.07072,183,2304,0.06025,0.08119
2021,30-45 y.,Direct migration background,No,0.90232,2121,2304,0.89019,0.91444
2021,30-45 y.,Indirect migration background,Yes,0.13099,35,312,0.09349,0.16849
2021,30-45 y.,Indirect migration background,No,0.86454,277,312,0.82651,0.90258
2021,46-65 y.,No migration background,Yes,0.26303,1370,5552,0.25145,0.27462
2021,46-65 y.,No migration background,No,0.72764,4182,5552,0.71593,0.73935
2021,46-65 y.,Direct migration background,Yes,0.30445,365,1466,0.28088,0.32801
2021,46-65 y.,Direct migration background,No,0.68576,1101,1466,0.66199,0.70954
2021,46-65 y.,Indirect migration background,Yes,0.13216,42,199,0.08499,0.17934
2021,46-65 y.,Indirect migration background,No,0.86784,157,199,0.82066,0.91501
2021,66 and older,No migration background,Yes,0.44924,1325,3208,0.43202,0.46645
2021,66 and older,No migration background,No,0.54160,1883,3208,0.52435,0.55884
2021,66 and older,Direct migration background,Yes,0.42764,129,331,0.37426,0.48102
2021,66 and older,Direct migration background,No,0.57035,202,331,0.51694,0.62376
