year,bula_h,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Baden-Wuerttemberg,Southern Europe,0.03159,385,1804,0.02351,0.03966
1986,Baden-Wuerttemberg,Western Asia,0.02028,197,1804,0.01377,0.02678
1986,Bavaria,Germany,0.76043,1400,1701,0.74014,0.78072
1986,Bavaria,Southern Europe,0.01652,178,1701,0.01046,0.02258
1986,Bavaria,Western Asia,0.01069,89,1701,0.00580,0.01558
1986,Bavaria,Eastern Europe,0.01900,34,1701,0.01251,0.02549
1986,Berlin,Germany,0.75631,246,305,0.70805,0.80457
1986,Berlin,Western Asia,0.03246,59,305,0.01254,0.05238
1987,Schleswig-Holstein,Germany,0.78306,283,283,0.73496,0.83117
1987,Hamburg,Germany,0.82280,163,163,0.76400,0.88160
1987,Lower Saxony,Germany,0.79098,937,1051,0.76639,0.81557
1987,Lower Saxony,Southern Europe,0.00741,61,1051,0.00222,0.01260
1987,Lower Saxony,Western Asia,0.01104,53,1051,0.00472,0.01736
1987,Bremen,Germany,0.84726,79,79,0.76743,0.92710
1987,North Rhine-Westphalia,Germany,0.73750,2063,2676,0.72083,0.75418
1987,North Rhine-Westphalia,Southern Europe,0.01913,328,2676,0.01394,0.02433
1987,North Rhine-Westphalia,Western Asia,0.02366,285,2676,0.01790,0.02942
1987,Hesse,Germany,0.72259,662,971,0.69441,0.75076
1987,Hesse,Southern Europe,0.03148,176,971,0.02049,0.04247
1987,Hesse,Western Asia,0.02774,133,971,0.01741,0.03808
1987,"Rhineland-Palatinate, Saarland",Germany,0.80394,636,723,0.77498,0.83290
1987,"Rhineland-Palatinate, Saarland",Southern Europe,0.02345,87,723,0.01241,0.03448
1987,Baden-Wuerttemberg,Germany,0.68908,1203,1785,0.66760,0.71055
1987,Baden-Wuerttemberg,Southern Europe,0.03420,387,1785,0.02577,0.04263
1987,Baden-Wuerttemberg,Western Asia,0.02140,195,1785,0.01469,0.02812
1987,Bavaria,Germany,0.75428,1365,1658,0.73355,0.77501
1987,Bavaria,Southern Europe,0.01761,173,1658,0.01128,0.02394
1987,Bavaria,Western Asia,0.01263,87,1658,0.00726,0.01801
1987,Bavaria,Eastern Europe,0.01902,33,1658,0.01245,0.02560
1987,Berlin,Germany,0.76393,249,312,0.71674,0.81113
1987,Berlin,Western Asia,0.03485,63,312,0.01447,0.05524
1988,Schleswig-Holstein,Germany,0.76678,279,279,0.71707,0.81649
1988,Hamburg,Germany,0.84309,151,151,0.78488,0.90129
1988,Lower Saxony,Germany,0.79190,881,997,0.76669,0.81711
1988,Lower Saxony,Southern Europe,0.00659,60,997,0.00157,0.01162
1988,Lower Saxony,Western Asia,0.01080,56,997,0.00438,0.01722
1988,Bremen,Germany,0.82694,81,81,0.74404,0.90984
1988,North Rhine-Westphalia,Germany,0.74348,1998,2552,0.72653,0.76043
1988,North Rhine-Westphalia,Southern Europe,0.01680,282,2552,0.01182,0.02179
1988,North Rhine-Westphalia,Western Asia,0.02214,272,2552,0.01643,0.02785
1988,Hesse,Germany,0.71209,623,922,0.68285,0.74134
1988,Hesse,Southern Europe,0.02883,169,922,0.01803,0.03964
1988,Hesse,Western Asia,0.02540,130,922,0.01524,0.03556
1988,"Rhineland-Palatinate, Saarland",Germany,0.81128,609,693,0.78213,0.84044
1988,"Rhineland-Palatinate, Saarland",Southern Europe,0.02239,84,693,0.01136,0.03341
1988,Baden-Wuerttemberg,Germany,0.69697,1162,1715,0.67521,0.71873
1988,Baden-Wuerttemberg,Southern Europe,0.03185,365,1715,0.02354,0.04017
1988,Baden-Wuerttemberg,Western Asia,0.02005,188,1715,0.01342,0.02669
1988,Bavaria,Germany,0.75498,1287,1583,0.73378,0.77617
1988,Bavaria,Southern Europe,0.01686,172,1583,0.01051,0.02320
1988,Bavaria,Western Asia,0.01274,91,1583,0.00721,0.01827
1988,Bavaria,Eastern Europe,0.01971,33,1583,0.01286,0.02656
1988,Berlin,Germany,0.76236,232,288,0.71312,0.81160
1988,Berlin,Western Asia,0.03419,56,288,0.01317,0.05521
1989,Schleswig-Holstein,Germany,0.74724,263,263,0.69461,0.79986
1989,Hamburg,Germany,0.83050,146,146,0.76944,0.89157
1989,Lower Saxony,Germany,0.79133,836,949,0.76546,0.81719
1989,Lower Saxony,Southern Europe,0.00869,59,949,0.00278,0.01460
1989,Lower Saxony,Western Asia,0.01178,54,949,0.00491,0.01865
1989,Bremen,Germany,0.78284,87,87,0.69570,0.86998
1989,North Rhine-Westphalia,Germany,0.74222,1940,2483,0.72501,0.75943
1989,North Rhine-Westphalia,Southern Europe,0.01827,271,2483,0.01300,0.02354
1989,North Rhine-Westphalia,Western Asia,0.02370,272,2483,0.01772,0.02969
1989,Hesse,Germany,0.71187,635,919,0.68257,0.74117
1989,Hesse,Southern Europe,0.02996,160,919,0.01893,0.04099
1989,Hesse,Western Asia,0.02774,124,919,0.01711,0.03836
1989,"Rhineland-Palatinate, Saarland",Germany,0.81326,574,653,0.78334,0.84317
1989,"Rhineland-Palatinate, Saarland",Southern Europe,0.02370,79,653,0.01203,0.03538
1989,Baden-Wuerttemberg,Germany,0.69059,1114,1649,0.66827,0.71291
1989,Baden-Wuerttemberg,Southern Europe,0.03347,348,1649,0.02479,0.04216
1989,Baden-Wuerttemberg,Western Asia,0.02197,187,1649,0.01489,0.02905
1989,Bavaria,Germany,0.74825,1252,1553,0.72665,0.76984
1989,Bavaria,Southern Europe,0.01969,169,1553,0.01278,0.02660
1989,Bavaria,Western Asia,0.01531,99,1553,0.00920,0.02142
1989,Bavaria,Eastern Europe,0.02025,33,1553,0.01324,0.02726
1989,Berlin,Germany,0.76860,229,288,0.71981,0.81739
1989,Berlin,Western Asia,0.03843,59,288,0.01619,0.06067
1990,Schleswig-Holstein,Germany,0.77154,250,250,0.71939,0.82368
1990,Hamburg,Germany,0.81134,125,125,0.74248,0.88021
1990,Lower Saxony,Germany,0.79056,823,930,0.76439,0.81673
1990,Lower Saxony,Southern Europe,0.00905,57,930,0.00296,0.01514
1990,Lower Saxony,Western Asia,0.01255,50,930,0.00539,0.01971
1990,Bremen,Germany,0.77000,86,86,0.68054,0.85947
1990,North Rhine-Westphalia,Germany,0.72777,1886,2426,0.71005,0.74548
1990,North Rhine-Westphalia,Southern Europe,0.02034,265,2426,0.01472,0.02596
1990,North Rhine-Westphalia,Western Asia,0.02719,275,2426,0.02072,0.03366
1990,Hesse,Germany,0.71120,636,907,0.68169,0.74071
1990,Hesse,Southern Europe,0.03053,152,907,0.01932,0.04173
1990,Hesse,Western Asia,0.02830,119,907,0.01750,0.03910
1990,"Rhineland-Palatinate, Saarland",Germany,0.79610,553,629,0.76459,0.82761
1990,"Rhineland-Palatinate, Saarland",Southern Europe,0.02515,76,629,0.01290,0.03740
1990,Baden-Wuerttemberg,Germany,0.67717,1107,1628,0.65445,0.69989
1990,Baden-Wuerttemberg,Southern Europe,0.03592,337,1628,0.02688,0.04497
1990,Baden-Wuerttemberg,Western Asia,0.02214,184,1628,0.01499,0.02929
1990,Bavaria,Germany,0.74622,1239,1536,0.72445,0.76799
1990,Bavaria,Southern Europe,0.02158,174,1536,0.01431,0.02885
1990,Bavaria,Western Asia,0.01507,90,1536,0.00897,0.02116
1990,Bavaria,Eastern Europe,0.02099,33,1536,0.01382,0.02817
1990,Berlin,Germany,0.73556,510,561,0.69903,0.77209
1990,Berlin,Western Asia,0.02280,51,561,0.01044,0.03516
1990,Brandenburg,Germany,0.74860,709,709,0.71665,0.78056
1990,Mecklenburg-Western Pomerania,Germany,0.76493,494,494,0.72750,0.80236
1990,Saxony,Germany,0.76388,1299,1299,0.74077,0.78698
1990,Saxony-Anhalt,Germany,0.76563,781,781,0.73590,0.79536
1990,Thuringa,Germany,0.73845,718,718,0.70628,0.77062
1991,Schleswig-Holstein,Germany,0.73685,264,264,0.68363,0.79007
1991,Hamburg,Germany,0.79920,123,123,0.72811,0.87028
1991,Lower Saxony,Germany,0.78049,825,925,0.75380,0.80718
1991,Lower Saxony,Southern Europe,0.00810,48,925,0.00232,0.01388
1991,Lower Saxony,Western Asia,0.01372,52,925,0.00622,0.02122
1991,Bremen,Germany,0.77945,81,81,0.68859,0.87031
1991,North Rhine-Westphalia,Germany,0.72408,1895,2424,0.70628,0.74187
1991,North Rhine-Westphalia,Southern Europe,0.02132,256,2424,0.01557,0.02707
1991,North Rhine-Westphalia,Western Asia,0.02919,273,2424,0.02249,0.03589
1991,Hesse,Germany,0.70336,629,885,0.67325,0.73347
1991,Hesse,Southern Europe,0.03247,148,885,0.02079,0.04416
1991,Hesse,Western Asia,0.03003,108,885,0.01878,0.04128
1991,"Rhineland-Palatinate, Saarland",Germany,0.78499,555,627,0.75281,0.81718
1991,"Rhineland-Palatinate, Saarland",Southern Europe,0.02490,72,627,0.01270,0.03711
1991,Baden-Wuerttemberg,Germany,0.66777,1114,1662,0.64512,0.69042
1991,Baden-Wuerttemberg,Southern Europe,0.03907,326,1662,0.02975,0.04839
1991,Baden-Wuerttemberg,Western Asia,0.02560,190,1662,0.01801,0.03320
1991,Baden-Wuerttemberg,Eastern Europe,0.01811,32,1662,0.01169,0.02452
1991,Bavaria,Germany,0.72977,1244,1540,0.70759,0.75196
1991,Bavaria,Southern Europe,0.02235,170,1540,0.01496,0.02973
1991,Bavaria,Western Asia,0.01790,94,1540,0.01127,0.02452
1991,Bavaria,Eastern Europe,0.02012,32,1540,0.01310,0.02713
1991,Berlin,Germany,0.74662,492,544,0.71003,0.78320
1991,Berlin,Western Asia,0.02687,52,544,0.01327,0.04047
1991,Brandenburg,Germany,0.77883,659,659,0.74711,0.81054
1991,Mecklenburg-Western Pomerania,Germany,0.76712,460,460,0.72845,0.80579
1991,Saxony,Germany,0.78436,1189,1189,0.76097,0.80774
1991,Saxony-Anhalt,Germany,0.78657,764,764,0.75750,0.81565
1991,Thuringa,Germany,0.75347,670,670,0.72081,0.78613
1992,Schleswig-Holstein,Germany,0.73530,242,242,0.67960,0.79100
1992,Hamburg,Germany,0.77492,114,114,0.69791,0.85192
1992,Lower Saxony,Germany,0.77142,831,929,0.74440,0.79843
1992,Lower Saxony,Southern Europe,0.01030,45,929,0.00380,0.01679
1992,Lower Saxony,Western Asia,0.01574,53,929,0.00773,0.02374
1992,Bremen,Germany,0.81777,83,83,0.73422,0.90133
1992,North Rhine-Westphalia,Germany,0.71806,1888,2400,0.70005,0.73607
1992,North Rhine-Westphalia,Southern Europe,0.02320,244,2400,0.01718,0.02923
1992,North Rhine-Westphalia,Western Asia,0.03128,268,2400,0.02431,0.03824
1992,Hesse,Germany,0.70884,633,875,0.67872,0.73896
1992,Hesse,Southern Europe,0.03280,132,875,0.02099,0.04460
1992,Hesse,Western Asia,0.03150,110,875,0.01992,0.04308
1992,"Rhineland-Palatinate, Saarland",Germany,0.77815,548,619,0.74539,0.81090
1992,"Rhineland-Palatinate, Saarland",Southern Europe,0.02544,71,619,0.01303,0.03786
1992,Baden-Wuerttemberg,Germany,0.65450,1087,1628,0.63139,0.67760
1992,Baden-Wuerttemberg,Southern Europe,0.04450,318,1628,0.03448,0.05452
1992,Baden-Wuerttemberg,Western Asia,0.02772,190,1628,0.01974,0.03570
1992,Baden-Wuerttemberg,Eastern Europe,0.01845,33,1628,0.01191,0.02499
1992,Bavaria,Germany,0.72269,1280,1573,0.70056,0.74482
1992,Bavaria,Southern Europe,0.02588,170,1573,0.01803,0.03373
1992,Bavaria,Western Asia,0.01755,91,1573,0.01106,0.02405
1992,Bavaria,Eastern Europe,0.01987,32,1573,0.01298,0.02677
1992,Berlin,Germany,0.75077,495,541,0.71429,0.78726
1992,Berlin,Western Asia,0.02830,46,541,0.01431,0.04229
1992,Brandenburg,Germany,0.78720,641,641,0.75549,0.81891
1992,Mecklenburg-Western Pomerania,Germany,0.77490,404,404,0.73413,0.81568
1992,Saxony,Germany,0.78327,1121,1121,0.75914,0.80740
1992,Saxony-Anhalt,Germany,0.79741,740,740,0.76843,0.82639
1992,Thuringa,Germany,0.75302,658,658,0.72004,0.78599
1993,Schleswig-Holstein,Germany,0.75714,255,255,0.70441,0.80988
1993,Hamburg,Germany,0.80676,110,110,0.73263,0.88088
1993,Lower Saxony,Germany,0.76136,836,938,0.73407,0.78865
1993,Lower Saxony,Southern Europe,0.00963,46,938,0.00338,0.01588
1993,Lower Saxony,Western Asia,0.01809,56,938,0.00955,0.02662
1993,Bremen,Germany,0.80218,79,79,0.71377,0.89058
1993,North Rhine-Westphalia,Germany,0.70370,1876,2375,0.68533,0.72207
1993,North Rhine-Westphalia,Southern Europe,0.02509,237,2375,0.01880,0.03138
1993,North Rhine-Westphalia,Western Asia,0.03423,262,2375,0.02692,0.04155
1993,Hesse,Germany,0.69032,622,854,0.65929,0.72135
1993,Hesse,Southern Europe,0.03670,129,854,0.02408,0.04931
1993,Hesse,Western Asia,0.03198,103,854,0.02018,0.04379
1993,"Rhineland-Palatinate, Saarland",Germany,0.76967,541,606,0.73612,0.80322
1993,"Rhineland-Palatinate, Saarland",Southern Europe,0.02842,65,606,0.01518,0.04166
1993,Baden-Wuerttemberg,Germany,0.65284,1114,1660,0.62993,0.67575
1993,Baden-Wuerttemberg,Southern Europe,0.04889,323,1660,0.03851,0.05927
1993,Baden-Wuerttemberg,Western Asia,0.02939,190,1660,0.02127,0.03752
1993,Baden-Wuerttemberg,Eastern Europe,0.01716,33,1660,0.01091,0.02341
1993,Bavaria,Germany,0.72585,1277,1555,0.70368,0.74803
1993,Bavaria,Southern Europe,0.02723,163,1555,0.01914,0.03532
1993,Bavaria,Western Asia,0.01666,83,1555,0.01029,0.02302
1993,Bavaria,Eastern Europe,0.02186,32,1555,0.01459,0.02913
1993,Berlin,Germany,0.73606,483,521,0.69818,0.77395
1993,Berlin,Western Asia,0.02709,38,521,0.01313,0.04104
1993,Brandenburg,Germany,0.79524,611,611,0.76322,0.82726
1993,Mecklenburg-Western Pomerania,Germany,0.76129,394,394,0.71914,0.80343
1993,Saxony,Germany,0.78881,1080,1080,0.76446,0.81317
1993,Saxony-Anhalt,Germany,0.78509,708,708,0.75482,0.81537
1993,Thuringa,Germany,0.76793,640,640,0.73519,0.80066
1994,Schleswig-Holstein,Germany,0.76782,261,261,0.71650,0.81914
1994,Hamburg,Germany,0.77785,110,110,0.69981,0.85589
1994,Lower Saxony,Germany,0.75708,834,926,0.72944,0.78471
1994,Lower Saxony,Southern Europe,0.00936,39,926,0.00316,0.01557
1994,Lower Saxony,Western Asia,0.01770,53,926,0.00920,0.02619
1994,Bremen,Germany,0.78269,75,75,0.68872,0.87665
1994,North Rhine-Westphalia,Germany,0.70374,1871,2326,0.68518,0.72230
1994,North Rhine-Westphalia,Southern Europe,0.02559,216,2326,0.01917,0.03201
1994,North Rhine-Westphalia,Western Asia,0.03289,239,2326,0.02564,0.04013
1994,Hesse,Germany,0.70014,622,849,0.66930,0.73098
1994,Hesse,Southern Europe,0.04109,130,849,0.02773,0.05445
1994,Hesse,Western Asia,0.03404,97,849,0.02183,0.04624
1994,"Rhineland-Palatinate, Saarland",Germany,0.75256,533,595,0.71785,0.78726
1994,"Rhineland-Palatinate, Saarland",Southern Europe,0.02896,62,595,0.01547,0.04245
1994,Baden-Wuerttemberg,Germany,0.64773,1100,1621,0.62447,0.67100
1994,Baden-Wuerttemberg,Southern Europe,0.05389,315,1621,0.04289,0.06489
1994,Baden-Wuerttemberg,Western Asia,0.02864,175,1621,0.02052,0.03676
1994,Baden-Wuerttemberg,Eastern Europe,0.01717,31,1621,0.01085,0.02350
1994,Bavaria,Germany,0.71058,1259,1522,0.68779,0.73338
1994,Bavaria,Southern Europe,0.02829,156,1522,0.01995,0.03662
1994,Bavaria,Western Asia,0.01810,76,1522,0.01140,0.02480
1994,Bavaria,Eastern Europe,0.02143,31,1522,0.01416,0.02871
1994,Berlin,Germany,0.73166,465,500,0.69278,0.77054
1994,Berlin,Western Asia,0.02873,35,500,0.01407,0.04338
1994,Brandenburg,Germany,0.79772,588,588,0.76523,0.83022
1994,Mecklenburg-Western Pomerania,Germany,0.76356,400,400,0.72186,0.80525
1994,Saxony,Germany,0.78942,1087,1087,0.76517,0.81367
1994,Saxony-Anhalt,Germany,0.78526,671,671,0.75416,0.81635
1994,Thuringa,Germany,0.75578,640,640,0.72246,0.78909
1995,Schleswig-Holstein,Germany,0.73605,250,250,0.68130,0.79080
1995,Hamburg,Germany,0.80645,104,104,0.73015,0.88275
1995,Lower Saxony,Germany,0.70530,833,981,0.67676,0.73384
1995,Lower Saxony,Southern Europe,0.01507,42,981,0.00744,0.02270
1995,Lower Saxony,Western Asia,0.01653,58,981,0.00855,0.02452
1995,Lower Saxony,Eastern Europe,0.02696,48,981,0.01682,0.03710
1995,Bremen,Germany,0.75723,75,75,0.65953,0.85492
1995,North Rhine-Westphalia,Germany,0.69043,1894,2463,0.67217,0.70869
1995,North Rhine-Westphalia,Southern Europe,0.02252,212,2463,0.01666,0.02838
1995,North Rhine-Westphalia,Western Asia,0.02746,224,2463,0.02101,0.03392
1995,North Rhine-Westphalia,Eastern Europe,0.03275,133,2463,0.02572,0.03978
1995,Hesse,Germany,0.67083,626,883,0.63982,0.70184
1995,Hesse,Southern Europe,0.03686,121,883,0.02443,0.04930
1995,Hesse,Western Asia,0.03106,92,883,0.01961,0.04251
1995,Hesse,Eastern Europe,0.04435,44,883,0.03076,0.05794
1995,"Rhineland-Palatinate, Saarland",Germany,0.68390,532,648,0.64808,0.71973
1995,"Rhineland-Palatinate, Saarland",Southern Europe,0.02908,61,648,0.01613,0.04203
1995,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03314,55,648,0.01935,0.04694
1995,Baden-Wuerttemberg,Germany,0.63842,1113,1685,0.61547,0.66137
1995,Baden-Wuerttemberg,Southern Europe,0.05562,325,1685,0.04467,0.06656
1995,Baden-Wuerttemberg,Western Asia,0.02371,172,1685,0.01644,0.03097
1995,Baden-Wuerttemberg,Eastern Europe,0.02928,75,1685,0.02123,0.03733
1995,Bavaria,Germany,0.69490,1294,1599,0.67233,0.71748
1995,Bavaria,Southern Europe,0.02343,150,1599,0.01602,0.03085
1995,Bavaria,Western Asia,0.01781,78,1599,0.01132,0.02429
1995,Bavaria,Eastern Europe,0.03623,77,1599,0.02707,0.04540
1995,Berlin,Germany,0.71402,471,503,0.67449,0.75355
1995,Berlin,Western Asia,0.02570,32,503,0.01186,0.03954
1995,Brandenburg,Germany,0.80080,571,571,0.76802,0.83359
1995,Mecklenburg-Western Pomerania,Germany,0.78903,403,403,0.74915,0.82892
1995,Saxony,Germany,0.78861,1057,1057,0.76398,0.81323
1995,Saxony-Anhalt,Germany,0.79231,655,655,0.76122,0.82340
1995,Thuringa,Germany,0.75709,627,627,0.72350,0.79069
1996,Schleswig-Holstein,Germany,0.73828,254,254,0.68412,0.79245
1996,Hamburg,Germany,0.80894,101,101,0.73188,0.88599
1996,Lower Saxony,Germany,0.71220,848,986,0.68393,0.74048
1996,Lower Saxony,Southern Europe,0.01512,39,986,0.00750,0.02274
1996,Lower Saxony,Western Asia,0.01746,53,986,0.00928,0.02564
1996,Lower Saxony,Eastern Europe,0.02634,46,986,0.01634,0.03634
1996,Bremen,Germany,0.70201,74,74,0.59708,0.80693
1996,North Rhine-Westphalia,Germany,0.69493,1897,2471,0.67677,0.71308
1996,North Rhine-Westphalia,Southern Europe,0.02416,204,2471,0.01811,0.03022
1996,North Rhine-Westphalia,Central Asia,0.00519,31,2471,0.00235,0.00802
1996,North Rhine-Westphalia,Western Asia,0.02653,210,2471,0.02019,0.03287
1996,North Rhine-Westphalia,Eastern Europe,0.03226,129,2471,0.02529,0.03923
1996,Hesse,Germany,0.66700,617,861,0.63550,0.69850
1996,Hesse,Southern Europe,0.03973,113,861,0.02667,0.05278
1996,Hesse,Western Asia,0.03396,92,861,0.02185,0.04606
1996,Hesse,Eastern Europe,0.04119,39,861,0.02791,0.05447
1996,"Rhineland-Palatinate, Saarland",Germany,0.68521,524,628,0.64885,0.72156
1996,"Rhineland-Palatinate, Saarland",Southern Europe,0.02660,50,628,0.01400,0.03919
1996,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03432,54,628,0.02007,0.04857
1996,Baden-Wuerttemberg,Germany,0.63871,1083,1618,0.61529,0.66212
1996,Baden-Wuerttemberg,Southern Europe,0.05701,310,1618,0.04571,0.06831
1996,Baden-Wuerttemberg,Western Asia,0.02122,154,1618,0.01419,0.02824
1996,Baden-Wuerttemberg,Eastern Europe,0.02972,71,1618,0.02144,0.03800
1996,Bavaria,Germany,0.69885,1280,1577,0.67620,0.72150
1996,Bavaria,Southern Europe,0.02595,145,1577,0.01810,0.03380
1996,Bavaria,Western Asia,0.01949,80,1577,0.01267,0.02632
1996,Bavaria,Eastern Europe,0.03429,72,1577,0.02530,0.04327
1996,Berlin,Germany,0.71930,461,461,0.67824,0.76036
1996,Brandenburg,Germany,0.80199,581,581,0.76956,0.83442
1996,Mecklenburg-Western Pomerania,Germany,0.80146,388,388,0.76171,0.84120
1996,Saxony,Germany,0.79083,1068,1068,0.76643,0.81524
1996,Saxony-Anhalt,Germany,0.78771,640,640,0.75601,0.81942
1996,Thuringa,Germany,0.76076,634,634,0.72753,0.79400
1997,Schleswig-Holstein,Germany,0.74523,247,247,0.69078,0.79968
1997,Hamburg,Germany,0.81876,100,100,0.74287,0.89464
1997,Lower Saxony,Germany,0.71991,847,1015,0.69227,0.74755
1997,Lower Saxony,Southern Europe,0.01384,40,1015,0.00665,0.02103
1997,Lower Saxony,Central Asia,0.01301,34,1015,0.00604,0.01999
1997,Lower Saxony,Western Asia,0.01732,51,1015,0.00929,0.02535
1997,Lower Saxony,Eastern Europe,0.02595,43,1015,0.01617,0.03574
1997,Bremen,Germany,0.69492,73,73,0.58857,0.80128
1997,North Rhine-Westphalia,Germany,0.70256,1898,2432,0.68439,0.72073
1997,North Rhine-Westphalia,Southern Europe,0.02252,179,2432,0.01662,0.02842
1997,North Rhine-Westphalia,Central Asia,0.00574,33,2432,0.00273,0.00874
1997,North Rhine-Westphalia,Western Asia,0.02452,197,2432,0.01837,0.03066
1997,North Rhine-Westphalia,Eastern Europe,0.03232,125,2432,0.02529,0.03935
1997,Hesse,Germany,0.65329,574,802,0.62033,0.68625
1997,Hesse,Southern Europe,0.04189,102,802,0.02801,0.05576
1997,Hesse,Western Asia,0.03807,85,802,0.02481,0.05132
1997,Hesse,Eastern Europe,0.04667,41,802,0.03206,0.06127
1997,"Rhineland-Palatinate, Saarland",Germany,0.69587,539,649,0.66045,0.73129
1997,"Rhineland-Palatinate, Saarland",Southern Europe,0.03034,54,649,0.01714,0.04355
1997,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03831,56,649,0.02353,0.05309
1997,Baden-Wuerttemberg,Germany,0.63068,1088,1624,0.60720,0.65416
1997,Baden-Wuerttemberg,Southern Europe,0.05981,303,1624,0.04827,0.07135
1997,Baden-Wuerttemberg,Western Asia,0.02462,157,1624,0.01708,0.03216
1997,Baden-Wuerttemberg,Eastern Europe,0.03178,76,1624,0.02325,0.04032
