"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1988","Hauptschule","männlich","6.49","6.5","2835","3","5","8","10","10","6.4","6.58","0","10","7","7"
"1988","Hauptschule","weiblich","6.1","5.5","2901","3","5","8","9","10","6.01","6.19","0","10","7","7"
"1988","Realschule","männlich","6.86","6.5","693","4","5","8","9","10","6.7","7.02","0","10","7","8"
"1988","Realschule","weiblich","6.98","7.5","1003","4","5","9","10","10","6.85","7.11","0","10","8","8"
"1989","(Fach-)Abitur","männlich","7.08","7.5","443","4","6","8","10","10","6.89","7.27","0","10","7","8"
"1989","(Fach-)Abitur","weiblich","7.22","7.5","309","5","6","9","9","10","6.99","7.45","0","10","8","8"
"1989","(noch) kein Abschluss","männlich","7.05","7.5","383","3","5","9","10","10","6.77","7.33","0","10","7","8"
"1989","(noch) kein Abschluss","weiblich","6.67","6.5","497","2","5","9","10","10","6.43","6.91","0","10","6","7"
"1989","AkademikerIn","männlich","7.02","7.5","472","4","6","9","9","10","6.83","7.21","0","10","7","8"
"1989","AkademikerIn","weiblich","6.84","7.5","226","3","5","9","10","10","6.53","7.15","0","10","7","8"
"1989","Hauptschule","männlich","6.47","6.5","2696","3","5","8","10","10","6.38","6.56","0","10","7","7"
"1989","Hauptschule","weiblich","6.01","5.5","2784","3","5","8","9","10","5.92","6.1","0","10","6","7"
"1989","Realschule","männlich","7.12","7.5","673","4","6","9","10","10","6.96","7.28","0","10","8","8"
"1989","Realschule","weiblich","6.9","6.5","975","3","5","9","10","10","6.76","7.04","0","10","7","8"
"1990","(Fach-)Abitur","männlich","7.17","7.5","503","4","6","9","10","10","6.98","7.36","0","10","8","8"
"1990","(Fach-)Abitur","weiblich","7.09","6.5","372","4","6","9","10","10","6.87","7.31","0","10","7","8"
"1990","(noch) kein Abschluss","männlich","6.97","7.5","405","3","5","9","10","10","6.71","7.23","0","10","7","8"
"1990","(noch) kein Abschluss","weiblich","6.84","6.5","482","4","5","9","10","10","6.62","7.06","0","10","7","7"
"1990","AkademikerIn","männlich","6.94","7.5","923","4","5","8","9","10","6.8","7.08","0","10","7","8"
"1990","AkademikerIn","weiblich","6.94","7.5","766","3","5","9","10","10","6.77","7.11","0","10","8","8"
"1990","Hauptschule","männlich","6.46","6.5","3352","3","5","8","10","10","6.38","6.54","0","10","7","7"
"1990","Hauptschule","weiblich","6.02","5.5","3653","3","5","8","9","10","5.94","6.1","0","10","6","7"
"1990","Realschule","männlich","7.21","7.5","1472","5","6","9","10","10","7.1","7.32","0","10","8","8"
"1990","Realschule","weiblich","6.99","7.5","1718","4","5","9","10","10","6.88","7.1","0","10","8","8"
"1991","(Fach-)Abitur","männlich","7.16","7.5","509","4","6","9","10","10","6.97","7.35","0","10","8","8"
"1991","(Fach-)Abitur","weiblich","7.05","7.5","379","4","6","8","9","10","6.85","7.25","0","10","8","8"
"1991","(noch) kein Abschluss","männlich","7.12","7.5","389","3","5","9","10","10","6.86","7.38","0","10","7","8"
"1991","(noch) kein Abschluss","weiblich","6.86","6.5","488","4","5","9","10","10","6.65","7.07","0","10","7","7"
"1991","AkademikerIn","männlich","6.89","7.5","923","4","5","8","9","10","6.75","7.03","0","10","7","8"
"1991","AkademikerIn","weiblich","6.94","7.5","754","4","5","9","10","10","6.78","7.1","0","10","7","8"
"1991","Hauptschule","männlich","6.45","6.5","3254","3","5","8","9","10","6.37","6.53","0","10","7","7"
"1991","Hauptschule","weiblich","5.96","5.5","3488","3","5","8","9","10","5.88","6.04","0","10","6","6"
"1991","Realschule","männlich","7.11","7.5","1436","4","6","9","10","10","7","7.22","0","10","8","8"
"1991","Realschule","weiblich","6.99","7.5","1706","4","5","9","10","10","6.89","7.09","0","10","8","8"
"1992","(Fach-)Abitur","männlich","7.28","7.5","503","4","6","9","10","10","7.09","7.47","0","10","8","8"
"1992","(Fach-)Abitur","weiblich","7.22","7.5","394","4","6","9","10","10","7.01","7.43","0","10","8","8"
"1992","(noch) kein Abschluss","männlich","7.29","7.5","371","3","5","9","10","10","7.04","7.54","0","10","8","8"
"1992","(noch) kein Abschluss","weiblich","6.6","6.5","492","3","5","9","10","10","6.38","6.82","0","10","7","7"
"1992","AkademikerIn","männlich","7.01","7.5","909","4","6","8","9","10","6.87","7.15","0","10","8","8"
"1992","AkademikerIn","weiblich","6.98","7.5","741","4","6","8","10","10","6.83","7.13","0","10","8","8"
"1992","Hauptschule","männlich","6.51","6.5","3156","3","5","8","9","10","6.43","6.59","0","10","7","7"
"1992","Hauptschule","weiblich","6.05","5.5","3364","3","5","8","9","10","5.97","6.13","0","10","6","7"
"1992","Realschule","männlich","7.23","7.5","1387","4","6","9","10","10","7.12","7.34","0","10","8","8"
"1992","Realschule","weiblich","6.98","7.5","1706","4","6","8","9","10","6.88","7.08","0","10","8","8"
"1993","(Fach-)Abitur","männlich","6.99","7.5","494","3","6","8","10","10","6.78","7.2","0","10","7","8"
"1993","(Fach-)Abitur","weiblich","7.28","7.5","414","5","7","9","9","10","7.09","7.47","0","10","8","8"
"1993","(noch) kein Abschluss","männlich","7.18","7.5","365","4","5","9","10","10","6.91","7.45","0","10","7","8"
"1993","(noch) kein Abschluss","weiblich","6.63","6.5","477","4","5","8","10","10","6.41","6.85","0","10","6","7"
"1993","AkademikerIn","männlich","6.77","6.5","908","4","5","8","9","10","6.64","6.9","0","10","7","7"
"1993","AkademikerIn","weiblich","6.75","6.5","723","4","5","8","9","10","6.59","6.91","0","10","7","8"
"1993","Hauptschule","männlich","6.38","6.5","3074","3","5","8","9","10","6.3","6.46","0","10","7","7"
"1993","Hauptschule","weiblich","5.95","5.5","3263","3","5","8","9","10","5.87","6.03","0","10","6","6"
"1993","Realschule","männlich","7.03","6.5","1392","4","6","8","9","10","6.92","7.14","0","10","7","8"
"1993","Realschule","weiblich","6.86","6.5","1697","4","5","8","10","10","6.76","6.96","0","10","7","8"
"1994","(Fach-)Abitur","männlich","6.95","7.5","496","4","6","8","10","10","6.75","7.15","0","10","7","8"
"1994","(Fach-)Abitur","weiblich","6.99","6.5","422","4","6","8","9","10","6.79","7.19","0","10","7","8"
"1994","(noch) kein Abschluss","männlich","7.11","7.5","359","3","5","9","10","10","6.84","7.38","0","10","7","8"
"1994","(noch) kein Abschluss","weiblich","6.88","6.5","480","3","5","9","10","10","6.66","7.1","0","10","7","7"
"1994","AkademikerIn","männlich","6.81","6.5","913","4","6","8","9","10","6.68","6.94","0","10","7","7"
"1994","AkademikerIn","weiblich","6.6","6.5","739","3","5","8","9","10","6.44","6.76","0","10","7","7"
"1994","Hauptschule","männlich","6.25","6.5","2945","3","5","8","9","10","6.16","6.34","0","10","7","7"
"1994","Hauptschule","weiblich","5.84","5.5","3145","2","5","8","9","10","5.76","5.92","0","10","6","6"
"1994","Realschule","männlich","6.97","6.5","1358","4","6","8","9","10","6.86","7.08","0","10","7","8"
"1994","Realschule","weiblich","6.72","6.5","1684","3","5","8","9","10","6.62","6.82","0","10","7","7"
"1995","(Fach-)Abitur","männlich","7.13","7.5","554","4","6","9","9","10","6.95","7.31","0","10","7","8"
"1995","(Fach-)Abitur","weiblich","7.21","7.5","505","5","6","8","9","10","7.03","7.39","0","10","8","8"
"1995","(noch) kein Abschluss","männlich","7.45","7.5","389","4","6","9","10","10","7.21","7.69","0","10","7","8"
"1995","(noch) kein Abschluss","weiblich","6.67","6.5","485","3","5","9","10","10","6.45","6.89","0","10","7","7"
"1995","AkademikerIn","männlich","6.78","6.5","954","4","5","8","9","10","6.65","6.91","0","10","7","7"
"1995","AkademikerIn","weiblich","6.69","6.5","797","3","5","8","9","10","6.54","6.84","0","10","7","7"
"1995","Hauptschule","männlich","6.33","6.5","2974","3","5","8","9","10","6.25","6.41","0","10","7","7"
"1995","Hauptschule","weiblich","5.9","5.5","3128","3","5","8","9","10","5.82","5.98","0","10","6","6"
"1995","Realschule","männlich","6.86","6.5","1363","4","6","8","9","10","6.75","6.97","0","10","7","8"
"1995","Realschule","weiblich","6.71","6.5","1736","4","5","8","9","10","6.61","6.81","0","10","7","7"
"1996","(Fach-)Abitur","männlich","7.13","7.5","525","4","6","8","9","10","6.95","7.31","0","10","8","8"
"1996","(Fach-)Abitur","weiblich","7.17","7.5","504","4","6","8","9","10","7","7.34","0","10","8","8"
"1996","(noch) kein Abschluss","männlich","7.04","7.5","370","3","5","9","10","10","6.79","7.29","0","10","7","8"
"1996","(noch) kein Abschluss","weiblich","6.86","6.5","469","3","5","9","10","10","6.65","7.07","0","10","7","8"
"1996","AkademikerIn","männlich","6.76","6.5","966","4","6","8","9","10","6.64","6.88","0","10","7","7"
"1996","AkademikerIn","weiblich","6.72","6.5","798","4","5","8","9","10","6.57","6.87","0","10","7","7"
"1996","Hauptschule","männlich","6.23","6.5","2890","3","5","8","9","10","6.15","6.31","0","10","7","7"
"1996","Hauptschule","weiblich","5.86","5.5","3048","3","5","8","9","10","5.78","5.94","0","10","6","6"
"1996","Realschule","männlich","6.87","6.5","1380","4","6","8","9","10","6.77","6.97","0","10","7","7"
"1996","Realschule","weiblich","6.76","6.5","1733","4","5","8","9","10","6.66","6.86","0","10","7","7"
"1997","(Fach-)Abitur","männlich","7.08","7.5","518","4","6","9","9","10","6.9","7.26","0","10","7","8"
"1997","(Fach-)Abitur","weiblich","7.06","7.5","497","4","6","8","9","10","6.88","7.24","0","10","7","8"
"1997","(noch) kein Abschluss","männlich","7.01","7.5","376","3","5","9","10","10","6.77","7.25","0","10","7","8"
"1997","(noch) kein Abschluss","weiblich","6.85","7.5","456","3","5","9","10","10","6.63","7.07","0","10","7","8"
"1997","AkademikerIn","männlich","6.75","6.5","967","4","6","8","9","10","6.63","6.87","0","10","7","7"
"1997","AkademikerIn","weiblich","6.62","6.5","798","4","5","8","9","10","6.48","6.76","0","10","7","7"
"1997","Hauptschule","männlich","6.25","6.5","2807","3","5","8","9","10","6.17","6.33","0","10","7","7"
"1997","Hauptschule","weiblich","5.91","5.5","2949","3","5","8","9","10","5.83","5.99","0","10","6","6"
"1997","Realschule","männlich","6.69","6.5","1362","4","5","8","9","10","6.58","6.8","0","10","7","7"
"1997","Realschule","weiblich","6.74","6.5","1709","4","5","8","9","10","6.64","6.84","0","10","7","7"
"1998","(Fach-)Abitur","männlich","7.14","7.5","559","4","6","9","10","10","6.96","7.32","0","10","7","8"
"1998","(Fach-)Abitur","weiblich","7.21","7.5","581","4","6","9","10","10","7.04","7.38","0","10","8","8"
"1998","(noch) kein Abschluss","männlich","7.17","7.5","366","4","6","9","10","10","6.92","7.42","0","10","7","8"
"1998","(noch) kein Abschluss","weiblich","6.71","6.5","453","3","5","8","10","10","6.49","6.93","0","10","7","7"
"1998","AkademikerIn","männlich","6.93","6.5","1074","4","6","8","9","10","6.81","7.05","0","10","7","7"
"1998","AkademikerIn","weiblich","6.67","6.5","888","4","5","8","9","10","6.53","6.81","0","10","7","7"
"1998","Hauptschule","männlich","6.35","6.5","3018","3","5","8","9","10","6.27","6.43","0","10","7","7"
"1998","Hauptschule","weiblich","5.97","5.5","3154","3","5","8","9","10","5.89","6.05","0","10","6","6"
"1998","Realschule","männlich","6.9","6.5","1513","4","6","8","9","10","6.8","7","0","10","7","7"
"1998","Realschule","weiblich","6.82","6.5","1876","4","5","8","9","10","6.72","6.92","0","10","7","8"
"1999","(Fach-)Abitur","männlich","7.26","7.5","538","4","6","9","10","10","7.08","7.44","0","10","7","8"
"1999","(Fach-)Abitur","weiblich","7.07","7.5","594","4","6","9","9","10","6.9","7.24","0","10","7","8"
"1999","(noch) kein Abschluss","männlich","7.06","7.5","358","4","5","9","10","10","6.81","7.31","0","10","7","8"
"1999","(noch) kein Abschluss","weiblich","6.8","6.5","430","4","5","9","10","10","6.58","7.02","0","10","7","7"
"1999","AkademikerIn","männlich","6.83","6.5","1075","4","6","8","9","10","6.71","6.95","0","10","7","7"
"1999","AkademikerIn","weiblich","6.76","6.5","880","4","5","8","9","10","6.62","6.9","0","10","7","7"
"1999","Hauptschule","männlich","6.27","6.5","2949","3","5","8","9","10","6.19","6.35","0","10","7","7"
"1999","Hauptschule","weiblich","5.91","5.5","3053","3","5","8","9","10","5.83","5.99","0","10","6","6"
"1999","Realschule","männlich","6.9","6.5","1504","4","6","8","9","10","6.8","7","0","10","7","7"
"1999","Realschule","weiblich","6.74","6.5","1872","4","5","8","9","10","6.65","6.83","0","10","7","7"
"2000","(Fach-)Abitur","männlich","7.22","7.5","1114","4","6","9","10","10","7.1","7.34","0","10","8","8"
"2000","(Fach-)Abitur","weiblich","7.27","7.5","1230","4","6","9","10","10","7.15","7.39","0","10","8","8"
"2000","(noch) kein Abschluss","männlich","7.39","7.5","420","3","6","9","10","10","7.16","7.62","0","10","8","8"
"2000","(noch) kein Abschluss","weiblich","6.86","7.5","495","3","5","9","10","10","6.64","7.08","0","10","7","8"
"2000","AkademikerIn","männlich","7.05","7.5","2155","4","6","8","9","10","6.96","7.14","0","10","7","8"
"2000","AkademikerIn","weiblich","6.99","6.5","1653","4","6","8","9","10","6.89","7.09","0","10","7","8"
"2000","Hauptschule","männlich","6.44","6.5","5143","3","5","8","10","10","6.38","6.5","0","10","7","7"
"2000","Hauptschule","weiblich","6.12","5.5","5520","3","5","8","9","10","6.06","6.18","0","10","6","7"
"2000","Realschule","männlich","7.11","7.5","2712","4","6","8","10","10","7.03","7.19","0","10","7","8"
"2000","Realschule","weiblich","6.98","6.5","3570","4","5","8","10","10","6.91","7.05","0","10","7","8"
"2001","(Fach-)Abitur","männlich","7.16","7.5","1032","4","6","9","10","10","7.03","7.29","0","10","8","8"
"2001","(Fach-)Abitur","weiblich","7.07","7.5","1180","4","6","9","10","10","6.95","7.19","0","10","8","8"
"2001","(noch) kein Abschluss","männlich","7.65","7.5","404","4","7","10","10","10","7.43","7.87","0","10","8","8"
"2001","(noch) kein Abschluss","weiblich","7.08","7.5","464","4","5","9","10","10","6.86","7.3","0","10","7","8"
"2001","AkademikerIn","männlich","6.96","6.5","1988","4","6","8","9","10","6.87","7.05","0","10","7","8"
"2001","AkademikerIn","weiblich","6.95","7.5","1553","4","6","8","9","10","6.85","7.05","0","10","7","8"
"2001","Hauptschule","männlich","6.45","6.5","4530","3","5","8","9","10","6.38","6.52","0","10","7","7"
"2001","Hauptschule","weiblich","6.16","5.5","4826","3","5","8","9","10","6.09","6.23","0","10","6","7"
"2001","Realschule","männlich","7.11","7.5","2485","4","6","8","10","10","7.03","7.19","0","10","7","8"
"2001","Realschule","weiblich","6.94","6.5","3272","4","5","8","10","10","6.87","7.01","0","10","7","8"
"2002","(Fach-)Abitur","männlich","7.12","7.5","1138","4","6","9","9","10","7","7.24","0","10","8","8"
"2002","(Fach-)Abitur","weiblich","7.11","7.5","1312","4","6","9","10","10","7","7.22","0","10","8","8"
"2002","(noch) kein Abschluss","männlich","7.29","7.5","426","4","6","9","10","10","7.07","7.51","0","10","8","8"
"2002","(noch) kein Abschluss","weiblich","7.02","7.5","480","4","5","9","10","10","6.81","7.23","0","10","7","8"
"2002","AkademikerIn","männlich","6.9","6.5","2592","4","6","8","9","10","6.82","6.98","0","10","7","8"
"2002","AkademikerIn","weiblich","6.83","6.5","1955","4","5","8","9","10","6.74","6.92","0","10","7","8"
"2002","Hauptschule","männlich","6.32","6.5","4287","3","5","8","9","10","6.25","6.39","0","10","7","7"
"2002","Hauptschule","weiblich","6.03","5.5","4609","3","5","8","9","10","5.96","6.1","0","10","6","7"
"2002","Realschule","männlich","6.99","6.5","2555","4","6","8","9","10","6.91","7.07","0","10","7","8"
"2002","Realschule","weiblich","6.79","6.5","3428","4","5","8","9","10","6.72","6.86","0","10","7","7"
"2003","(Fach-)Abitur","männlich","7.16","7.5","1108","5","6","9","9","10","7.04","7.28","0","10","8","8"
"2003","(Fach-)Abitur","weiblich","7.04","7.5","1299","4","6","8","9","10","6.93","7.15","0","10","8","8"
"2003","(noch) kein Abschluss","männlich","7.38","7.5","418","4","6","9","10","10","7.17","7.59","0","10","8","8"
"2003","(noch) kein Abschluss","weiblich","6.95","6.5","475","4","5","9","10","10","6.75","7.15","0","10","8","8"
"2003","AkademikerIn","männlich","6.89","6.5","2457","4","6","8","9","10","6.81","6.97","0","10","7","8"
"2003","AkademikerIn","weiblich","6.84","6.5","1892","4","6","8","9","10","6.75","6.93","0","10","7","8"
"2003","Hauptschule","männlich","6.34","6.5","4075","3","5","8","9","10","6.27","6.41","0","10","7","7"
"2003","Hauptschule","weiblich","6.05","5.5","4365","3","5","8","9","10","5.98","6.12","0","10","6","7"
"2003","Realschule","männlich","6.89","6.5","2470","4","6","8","9","10","6.81","6.97","0","10","7","7"
"2003","Realschule","weiblich","6.74","6.5","3307","4","5","8","9","10","6.67","6.81","0","10","7","7"
"2004","(Fach-)Abitur","männlich","7.01","7.5","1087","4","6","9","9","10","6.88","7.14","0","10","8","8"
"2004","(Fach-)Abitur","weiblich","6.94","7.5","1305","4","5","8","9","10","6.83","7.05","0","10","8","8"
"2004","(noch) kein Abschluss","männlich","7.44","7.5","421","4","6","9","10","10","7.24","7.64","0","10","8","8"
"2004","(noch) kein Abschluss","weiblich","6.74","6.5","485","3","5","9","10","10","6.53","6.95","0","10","8","8"
"2004","AkademikerIn","männlich","6.71","6.5","2408","3","5","8","9","10","6.63","6.79","0","10","7","7"
"2004","AkademikerIn","weiblich","6.69","6.5","1872","4","5","8","9","10","6.6","6.78","0","10","7","8"
"2004","Hauptschule","männlich","6.21","6.5","3885","3","5","8","9","10","6.14","6.28","0","10","7","7"
"2004","Hauptschule","weiblich","5.9","5.5","4161","3","5","8","9","10","5.83","5.97","0","10","6","6"
"2004","Realschule","männlich","6.71","6.5","2381","4","5","8","9","10","6.63","6.79","0","10","7","7"
"2004","Realschule","weiblich","6.62","6.5","3214","3","5","8","9","10","6.55","6.69","0","10","7","7"
"2005","(Fach-)Abitur","männlich","6.94","6.5","1026","3","6","9","9","10","6.81","7.07","0","10","7","8"
"2005","(Fach-)Abitur","weiblich","6.97","7.5","1265","4","6","8","9","10","6.86","7.08","0","10","8","8"
"2005","(noch) kein Abschluss","männlich","7.39","7.5","418","4","6","9","10","10","7.17","7.61","0","10","8","8"
"2005","(noch) kein Abschluss","weiblich","6.8","6.5","483","3","5","9","10","10","6.58","7.02","0","10","8","8"
"2005","AkademikerIn","männlich","6.72","6.5","2303","3","5","8","9","10","6.64","6.8","0","10","7","7"
"2005","AkademikerIn","weiblich","6.74","6.5","1849","4","5","8","9","10","6.65","6.83","0","10","7","7"
"2005","Hauptschule","männlich","6.2","6.5","3651","3","5","8","9","10","6.12","6.28","0","10","7","7"
"2005","Hauptschule","weiblich","6.01","5.5","3895","3","5","8","9","10","5.94","6.08","0","10","6","6"
"2005","Realschule","männlich","6.79","6.5","2283","4","5","8","9","10","6.7","6.88","0","10","7","7"
"2005","Realschule","weiblich","6.6","6.5","3090","3","5","8","9","10","6.52","6.68","0","10","7","7"
"2006","(Fach-)Abitur","männlich","6.94","7.5","1061","4","6","8","9","10","6.81","7.07","0","10","7","8"
"2006","(Fach-)Abitur","weiblich","6.91","6.5","1386","4","5","8","9","10","6.8","7.02","0","10","7","8"
"2006","(noch) kein Abschluss","männlich","7.04","7.5","306","4","5","9","10","10","6.8","7.28","0","10","8","8"
"2006","(noch) kein Abschluss","weiblich","6.64","6.5","345","3","5","9","10","10","6.38","6.9","0","10","7","8"
"2006","AkademikerIn","männlich","6.76","6.5","2545","4","5","8","9","10","6.68","6.84","0","10","7","7"
"2006","AkademikerIn","weiblich","6.76","6.5","2022","3","5","8","9","10","6.67","6.85","0","10","7","7"
"2006","Hauptschule","männlich","6.2","6.5","3907","3","5","8","9","10","6.13","6.27","0","10","7","7"
"2006","Hauptschule","weiblich","6.01","5.5","4174","3","5","8","9","10","5.94","6.08","0","10","6","6"
"2006","Realschule","männlich","6.81","6.5","2417","4","5","8","9","10","6.73","6.89","0","10","7","7"
"2006","Realschule","weiblich","6.7","6.5","3327","3","5","8","9","10","6.63","6.77","0","10","7","7"
"2007","(Fach-)Abitur","männlich","7.01","6.5","1043","4","6","8","9","10","6.89","7.13","0","10","7","8"
"2007","(Fach-)Abitur","weiblich","6.85","6.5","1309","4","5","8","9","10","6.73","6.97","0","10","7","8"
"2007","(noch) kein Abschluss","männlich","7.04","6.5","245","4","5","9","10","10","6.78","7.3","0","10","8","8"
"2007","(noch) kein Abschluss","weiblich","6.35","6.5","311","3","5","8","10","10","6.08","6.62","0","10","7","8"
"2007","AkademikerIn","männlich","6.72","6.5","2405","3","5","8","9","10","6.64","6.8","0","10","7","7"
"2007","AkademikerIn","weiblich","6.78","6.5","1976","4","5","8","9","10","6.69","6.87","0","10","7","7"
"2007","Hauptschule","männlich","6.17","6.5","3558","3","5","8","9","10","6.1","6.24","0","10","6","7"
"2007","Hauptschule","weiblich","5.94","5.5","3766","3","5","8","9","10","5.87","6.01","0","10","6","6"
"2007","Realschule","männlich","6.74","6.5","2271","4","5","8","9","10","6.65","6.83","0","10","7","7"
"2007","Realschule","weiblich","6.67","6.5","3123","3","5","8","9","10","6.59","6.75","0","10","7","7"
"2008","(Fach-)Abitur","männlich","6.88","6.5","966","4","6","8","9","10","6.76","7","0","10","7","8"
"2008","(Fach-)Abitur","weiblich","6.91","6.5","1204","4","6","8","9","10","6.79","7.03","0","10","7","8"
"2008","(noch) kein Abschluss","männlich","7.24","7.5","251","5","5","9","10","10","6.99","7.49","0","10","8","8"
"2008","(noch) kein Abschluss","weiblich","6.41","6.5","292","3","5","8","9","10","6.13","6.69","0","10","7","8"
"2008","AkademikerIn","männlich","6.75","6.5","2290","4","5","8","9","10","6.67","6.83","0","10","7","7"
"2008","AkademikerIn","weiblich","6.87","6.5","1897","4","6","8","9","10","6.78","6.96","0","10","7","7"
"2008","Hauptschule","männlich","6.12","5.5","3287","3","5","8","9","10","6.04","6.2","0","10","6","7"
"2008","Hauptschule","weiblich","5.93","5.5","3517","3","5","8","9","10","5.86","6","0","10","6","6"
"2008","Realschule","männlich","6.7","6.5","2158","4","5","8","9","10","6.61","6.79","0","10","7","7"
"2008","Realschule","weiblich","6.55","6.5","2954","3","5","8","9","10","6.47","6.63","0","10","7","7"
"2009","(Fach-)Abitur","männlich","7","6.5","887","4","6","8","9","10","6.87","7.13","0","10","7","8"
"2009","(Fach-)Abitur","weiblich","6.8","6.5","1113","4","5","8","9","10","6.68","6.92","0","10","7","8"
