year,rentown,sampreg,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Tenant,East,No,0.94917,1273,1325,0.93734,0.96100
1994,Owner,West,Yes,0.05634,93,1763,0.04558,0.06711
1994,Owner,West,No,0.94366,1670,1763,0.93289,0.95442
1994,Owner,East,No,0.95103,532,532,0.93268,0.96939
1994,Tenant,West,Yes,0.03762,84,2852,0.03064,0.04461
1994,Tenant,West,No,0.96238,2768,2852,0.95539,0.96936
1994,Tenant,East,Yes,0.05750,53,1300,0.04484,0.07016
1994,Tenant,East,No,0.94250,1247,1300,0.92984,0.95516
1995,Owner,West,Yes,0.05562,88,1795,0.04501,0.06623
1995,Owner,West,No,0.94438,1707,1795,0.93377,0.95499
1995,Owner,East,No,0.94408,530,530,0.92450,0.96366
1995,Tenant,West,Yes,0.04241,98,3050,0.03526,0.04956
1995,Tenant,West,No,0.95759,2952,3050,0.95044,0.96474
1995,Tenant,East,Yes,0.05717,55,1264,0.04436,0.06997
1995,Tenant,East,No,0.94283,1209,1264,0.93003,0.95564
1996,Owner,West,Yes,0.04828,82,1805,0.03838,0.05817
1996,Owner,West,No,0.95172,1723,1805,0.94183,0.96162
1996,Owner,East,No,0.95657,561,561,0.93969,0.97345
1996,Tenant,West,Yes,0.03827,94,2966,0.03136,0.04517
1996,Tenant,West,No,0.96173,2872,2966,0.95483,0.96864
1996,Tenant,East,Yes,0.05115,50,1248,0.03892,0.06338
1996,Tenant,East,No,0.94885,1198,1248,0.93662,0.96108
1997,Owner,West,Yes,0.04045,72,1837,0.03144,0.04946
1997,Owner,West,No,0.95955,1765,1837,0.95054,0.96856
1997,Owner,East,No,0.95049,572,572,0.93269,0.96828
1997,Tenant,West,Yes,0.04075,90,2874,0.03352,0.04798
1997,Tenant,West,No,0.95925,2784,2874,0.95202,0.96648
1997,Tenant,East,Yes,0.05502,48,1220,0.04222,0.06782
1997,Tenant,East,No,0.94498,1172,1220,0.93218,0.95778
1998,Owner,West,Yes,0.04772,97,2217,0.03885,0.05660
1998,Owner,West,No,0.95228,2120,2217,0.94340,0.96115
1998,Owner,East,No,0.96079,660,660,0.94598,0.97561
1998,Tenant,West,Yes,0.03413,95,3236,0.02787,0.04038
1998,Tenant,West,No,0.96587,3141,3236,0.95962,0.97213
1998,Tenant,East,Yes,0.05113,50,1277,0.03904,0.06322
1998,Tenant,East,No,0.94887,1227,1277,0.93678,0.96096
1999,Owner,West,Yes,0.05109,94,2176,0.04184,0.06034
1999,Owner,West,No,0.94891,2082,2176,0.93966,0.95816
1999,Owner,East,No,0.96373,660,660,0.94945,0.97800
1999,Tenant,West,Yes,0.04246,99,3036,0.03529,0.04964
1999,Tenant,West,No,0.95754,2937,3036,0.95036,0.96471
1999,Tenant,East,Yes,0.04836,46,1247,0.03645,0.06028
1999,Tenant,East,No,0.95164,1201,1247,0.93972,0.96355
2000,Owner,West,Yes,0.04473,207,4668,0.03880,0.05066
2000,Owner,West,No,0.95527,4461,4668,0.94934,0.96120
2000,Owner,East,Yes,0.04570,52,1157,0.03366,0.05774
2000,Owner,East,No,0.95430,1105,1157,0.94226,0.96634
2000,Tenant,West,Yes,0.03403,156,5208,0.02910,0.03895
2000,Tenant,West,No,0.96597,5052,5208,0.96105,0.97090
2000,Tenant,East,Yes,0.04325,73,1917,0.03414,0.05236
2000,Tenant,East,No,0.95675,1844,1917,0.94764,0.96586
2001,Owner,West,Yes,0.04592,192,4162,0.03956,0.05228
2001,Owner,West,No,0.95408,3970,4162,0.94772,0.96044
2001,Owner,East,Yes,0.04659,46,1103,0.03415,0.05903
2001,Owner,East,No,0.95341,1057,1103,0.94097,0.96585
2001,Tenant,West,Yes,0.03308,144,4672,0.02795,0.03821
2001,Tenant,West,No,0.96692,4528,4672,0.96179,0.97205
2001,Tenant,East,Yes,0.04790,71,1740,0.03786,0.05793
2001,Tenant,East,No,0.95210,1669,1740,0.94207,0.96214
2002,Owner,West,Yes,0.04721,191,4735,0.04117,0.05326
2002,Owner,West,No,0.95279,4544,4735,0.94674,0.95883
2002,Owner,East,Yes,0.04290,43,1109,0.03097,0.05483
2002,Owner,East,No,0.95710,1066,1109,0.94517,0.96903
2002,Tenant,West,Yes,0.03384,138,4635,0.02864,0.03905
2002,Tenant,West,No,0.96616,4497,4635,0.96095,0.97136
2002,Tenant,East,Yes,0.05636,79,1733,0.04550,0.06722
2002,Tenant,East,No,0.94364,1654,1733,0.93278,0.95450
2003,Owner,West,Yes,0.04399,179,4551,0.03803,0.04994
2003,Owner,West,No,0.95601,4372,4551,0.95006,0.96197
2003,Owner,East,Yes,0.04622,47,1108,0.03385,0.05859
2003,Owner,East,No,0.95378,1061,1108,0.94141,0.96615
2003,Tenant,West,Yes,0.03891,150,4447,0.03322,0.04459
2003,Tenant,West,No,0.96109,4297,4447,0.95541,0.96678
2003,Tenant,East,Yes,0.05673,79,1697,0.04572,0.06774
2003,Tenant,East,No,0.94327,1618,1697,0.93226,0.95428
2004,Owner,West,Yes,0.04689,187,4456,0.04068,0.05309
2004,Owner,West,No,0.95311,4269,4456,0.94691,0.95932
2004,Owner,East,Yes,0.05616,54,1105,0.04258,0.06974
2004,Owner,East,No,0.94384,1051,1105,0.93026,0.95742
2004,Tenant,West,Yes,0.03918,150,4326,0.03340,0.04496
2004,Tenant,West,No,0.96082,4176,4326,0.95504,0.96660
2004,Tenant,East,Yes,0.05845,79,1656,0.04715,0.06975
2004,Tenant,East,No,0.94155,1577,1656,0.93025,0.95285
2005,Owner,West,Yes,0.04200,165,4280,0.03599,0.04801
2005,Owner,West,No,0.95800,4115,4280,0.95199,0.96401
2005,Owner,East,Yes,0.04282,44,1105,0.03088,0.05476
2005,Owner,East,No,0.95718,1061,1105,0.94524,0.96912
2005,Tenant,West,Yes,0.03745,143,4227,0.03173,0.04317
2005,Tenant,West,No,0.96255,4084,4227,0.95683,0.96827
2005,Tenant,East,Yes,0.05275,71,1586,0.04175,0.06376
2005,Tenant,East,No,0.94725,1515,1586,0.93624,0.95825
2006,Owner,West,Yes,0.04541,199,4794,0.03952,0.05131
2006,Owner,West,No,0.95459,4595,4794,0.94869,0.96048
2006,Owner,East,Yes,0.05583,65,1209,0.04288,0.06878
2006,Owner,East,No,0.94417,1144,1209,0.93122,0.95712
2006,Tenant,West,Yes,0.03932,158,4542,0.03366,0.04497
2006,Tenant,West,No,0.96068,4384,4542,0.95503,0.96634
2006,Tenant,East,Yes,0.05082,75,1718,0.04043,0.06121
2006,Tenant,East,No,0.94918,1643,1718,0.93879,0.95957
2007,Owner,West,Yes,0.04301,184,4480,0.03707,0.04895
2007,Owner,West,No,0.95699,4296,4480,0.95105,0.96293
2007,Owner,East,Yes,0.05376,57,1140,0.04066,0.06686
2007,Owner,East,No,0.94624,1083,1140,0.93314,0.95934
2007,Tenant,West,Yes,0.03947,145,4212,0.03359,0.04535
2007,Tenant,West,No,0.96053,4067,4212,0.95465,0.96641
2007,Tenant,East,Yes,0.04908,71,1620,0.03856,0.05961
2007,Tenant,East,No,0.95092,1549,1620,0.94039,0.96144
2008,Owner,West,Yes,0.04334,170,4275,0.03724,0.04944
2008,Owner,West,No,0.95666,4105,4275,0.95056,0.96276
2008,Owner,East,Yes,0.05274,50,1103,0.03955,0.06594
2008,Owner,East,No,0.94726,1053,1103,0.93406,0.96045
2008,Tenant,West,Yes,0.03888,129,3895,0.03281,0.04495
2008,Tenant,West,No,0.96112,3766,3895,0.95505,0.96719
2008,Tenant,East,Yes,0.04284,60,1547,0.03274,0.05293
2008,Tenant,East,No,0.95716,1487,1547,0.94707,0.96726
2009,Owner,West,Yes,0.04235,159,3979,0.03609,0.04861
2009,Owner,West,No,0.95765,3820,3979,0.95139,0.96391
2009,Owner,East,Yes,0.05140,49,1084,0.03825,0.06455
2009,Owner,East,No,0.94860,1035,1084,0.93545,0.96175
2009,Tenant,West,Yes,0.04176,139,3643,0.03526,0.04826
2009,Tenant,West,No,0.95824,3504,3643,0.95174,0.96474
2009,Tenant,East,Yes,0.04846,64,1471,0.03749,0.05944
2009,Tenant,East,No,0.95154,1407,1471,0.94056,0.96251
2010,Owner,West,Yes,0.04433,181,5091,0.03868,0.04999
2010,Owner,West,No,0.95567,4910,5091,0.95001,0.96132
2010,Owner,East,Yes,0.04195,44,1240,0.03079,0.05312
2010,Owner,East,No,0.95805,1196,1240,0.94688,0.96921
2010,Tenant,West,Yes,0.03956,172,5548,0.03443,0.04469
2010,Tenant,West,No,0.96044,5376,5548,0.95531,0.96557
2010,Tenant,East,Yes,0.03771,70,1920,0.02919,0.04624
2010,Tenant,East,No,0.96229,1850,1920,0.95376,0.97081
2011,Owner,West,Yes,0.03857,220,6308,0.03382,0.04333
2011,Owner,West,No,0.96143,6088,6308,0.95667,0.96618
2011,Owner,East,Yes,0.04013,54,1413,0.02989,0.05037
2011,Owner,East,No,0.95987,1359,1413,0.94963,0.97011
2011,Tenant,West,Yes,0.03421,190,6550,0.02981,0.03861
2011,Tenant,West,No,0.96579,6360,6550,0.96139,0.97019
2011,Tenant,East,Yes,0.04273,93,2331,0.03452,0.05094
2011,Tenant,East,No,0.95727,2238,2331,0.94906,0.96548
2012,Owner,West,Yes,0.04252,212,6217,0.03750,0.04753
2012,Owner,West,No,0.95748,6005,6217,0.95247,0.96250
2012,Owner,East,Yes,0.03807,49,1379,0.02797,0.04817
2012,Owner,East,No,0.96193,1330,1379,0.95183,0.97203
2012,Tenant,West,Yes,0.03387,193,6374,0.02943,0.03831
2012,Tenant,West,No,0.96613,6181,6374,0.96169,0.97057
2012,Tenant,East,Yes,0.05760,112,2333,0.04815,0.06706
2012,Tenant,East,No,0.94240,2221,2333,0.93294,0.95185
2013,Owner,West,Yes,0.04399,232,6371,0.03895,0.04902
2013,Owner,West,No,0.95601,6139,6371,0.95098,0.96105
2013,Owner,East,Yes,0.04725,56,1337,0.03587,0.05863
2013,Owner,East,No,0.95275,1281,1337,0.94137,0.96413
2013,Tenant,West,Yes,0.03483,263,7842,0.03077,0.03889
2013,Tenant,West,No,0.96517,7579,7842,0.96111,0.96923
2013,Tenant,East,Yes,0.04473,98,2320,0.03632,0.05314
2013,Tenant,East,No,0.95527,2222,2320,0.94686,0.96368
2014,Owner,West,Yes,0.04518,229,5818,0.03984,0.05051
2014,Owner,West,No,0.95482,5589,5818,0.94949,0.96016
2014,Owner,East,Yes,0.04392,55,1233,0.03248,0.05537
2014,Owner,East,No,0.95608,1178,1233,0.94463,0.96752
2014,Tenant,West,Yes,0.03622,228,6628,0.03172,0.04072
2014,Tenant,West,No,0.96378,6400,6628,0.95928,0.96828
2014,Tenant,East,Yes,0.05234,120,2147,0.04292,0.06176
2014,Tenant,East,No,0.94766,2027,2147,0.93824,0.95708
2015,Owner,West,Yes,0.04379,205,5545,0.03840,0.04917
2015,Owner,West,No,0.95621,5340,5545,0.95083,0.96160
2015,Owner,East,Yes,0.04359,56,1194,0.03200,0.05517
2015,Owner,East,No,0.95641,1138,1194,0.94483,0.96800
2015,Tenant,West,Yes,0.03604,220,6937,0.03165,0.04042
2015,Tenant,West,No,0.96396,6717,6937,0.95958,0.96835
2015,Tenant,East,Yes,0.04404,98,2088,0.03523,0.05284
2015,Tenant,East,No,0.95596,1990,2088,0.94716,0.96477
2016,Not included in this version of the questionnaire,West,Yes,0.05323,144,1711,0.04259,0.06387
2016,Not included in this version of the questionnaire,West,No,0.94677,1567,1711,0.93613,0.95741
2016,Not included in this version of the questionnaire,East,Yes,0.06871,32,388,0.04351,0.09392
2016,Not included in this version of the questionnaire,East,No,0.93129,356,388,0.90608,0.95649
2016,Owner,West,Yes,0.05065,207,5146,0.04466,0.05664
2016,Owner,West,No,0.94935,4939,5146,0.94336,0.95534
2016,Owner,East,Yes,0.03827,58,1156,0.02721,0.04933
2016,Owner,East,No,0.96173,1098,1156,0.95067,0.97279
2016,Tenant,West,Yes,0.04082,221,6080,0.03585,0.04580
2016,Tenant,West,No,0.95918,5859,6080,0.95420,0.96415
2016,Tenant,East,Yes,0.04427,93,1918,0.03507,0.05348
2016,Tenant,East,No,0.95573,1825,1918,0.94652,0.96493
2017,Not included in this version of the questionnaire,West,Yes,0.04575,45,717,0.03045,0.06106
2017,Not included in this version of the questionnaire,West,No,0.95425,672,717,0.93894,0.96955
2017,Not included in this version of the questionnaire,East,No,0.92781,74,74,0.86844,0.98718
2017,Owner,West,Yes,0.04883,227,5750,0.04326,0.05440
2017,Owner,West,No,0.95117,5523,5750,0.94560,0.95674
2017,Owner,East,Yes,0.05308,67,1313,0.04095,0.06521
2017,Owner,East,No,0.94692,1246,1313,0.93479,0.95905
2017,Tenant,West,Yes,0.04096,323,8003,0.03662,0.04530
2017,Tenant,West,No,0.95904,7680,8003,0.95470,0.96338
2017,Tenant,East,Yes,0.04603,114,2408,0.03766,0.05440
2017,Tenant,East,No,0.95397,2294,2408,0.94560,0.96234
2018,Owner,West,Yes,0.04828,217,5503,0.04262,0.05395
2018,Owner,West,No,0.95172,5286,5503,0.94605,0.95738
2018,Owner,East,Yes,0.04183,62,1254,0.03074,0.05291
2018,Owner,East,No,0.95817,1192,1254,0.94709,0.96926
2018,Tenant,West,Yes,0.04805,450,8593,0.04352,0.05257
2018,Tenant,West,No,0.95195,8143,8593,0.94743,0.95648
2018,Tenant,East,Yes,0.04462,134,2525,0.03657,0.05268
2018,Tenant,East,No,0.95538,2391,2525,0.94732,0.96343
2019,Owner,West,Yes,0.04376,239,6319,0.03872,0.04881
2019,Owner,West,No,0.95624,6080,6319,0.95119,0.96128
2019,Owner,East,Yes,0.05463,73,1549,0.04331,0.06595
2019,Owner,East,No,0.94537,1476,1549,0.93405,0.95669
2019,Tenant,Does not apply,No,0.97731,47,47,0.93429,1.02034
2019,Tenant,West,Yes,0.05217,401,8137,0.04733,0.05700
2019,Tenant,West,No,0.94783,7736,8137,0.94300,0.95267
2019,Tenant,East,Yes,0.04498,118,2358,0.03662,0.05335
2019,Tenant,East,No,0.95502,2240,2358,0.94665,0.96338
2020,Owner,West,Yes,0.05350,227,5617,0.04761,0.05939
2020,Owner,West,No,0.94650,5390,5617,0.94061,0.95239
2020,Owner,East,Yes,0.05471,67,1360,0.04262,0.06680
2020,Owner,East,No,0.94529,1293,1360,0.93320,0.95738
2020,Tenant,West,Yes,0.04404,396,9839,0.03999,0.04810
2020,Tenant,West,No,0.95596,9443,9839,0.95190,0.96001
2020,Tenant,East,Yes,0.06069,138,2474,0.05128,0.07010
2020,Tenant,East,No,0.93931,2336,2474,0.92990,0.94872
2021,Owner,West,Yes,0.05953,192,4143,0.05233,0.06674
2021,Owner,West,No,0.94047,3951,4143,0.93326,0.94767
2021,Owner,East,Yes,0.06947,51,953,0.05332,0.08562
2021,Owner,East,No,0.93053,902,953,0.91438,0.94668
2021,Tenant,West,Yes,0.05195,332,5819,0.04625,0.05765
2021,Tenant,West,No,0.94805,5487,5819,0.94235,0.95375
2021,Tenant,East,Yes,0.06170,109,1632,0.05002,0.07338
2021,Tenant,East,No,0.93830,1523,1632,0.92662,0.94998
2022,Owner,West,Yes,0.05439,271,6301,0.04879,0.05999
2022,Owner,West,No,0.94561,6030,6301,0.94001,0.95121
2022,Owner,East,Yes,0.06756,78,1546,0.05505,0.08008
2022,Owner,East,No,0.93244,1468,1546,0.91992,0.94495
2022,Tenant,West,Yes,0.05306,419,9704,0.04860,0.05752
2022,Tenant,West,No,0.94694,9285,9704,0.94248,0.95140
2022,Tenant,East,Yes,0.06112,141,2823,0.05228,0.06996
2022,Tenant,East,No,0.93888,2682,2823,0.93004,0.94772
