year,quintil_oecd_hh,rentown,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,4th Quintile,Tenant,No,0.96013,870,908,0.94740,0.97287
2007,5th Quintile,Owner,No,0.98546,1937,1937,0.98013,0.99079
2007,5th Quintile,Tenant,No,0.97634,749,749,0.96545,0.98723
2008,1st Quintile,Owner,Yes,0.10568,42,309,0.07134,0.14001
2008,1st Quintile,Owner,No,0.89432,267,309,0.85999,0.92866
2008,1st Quintile,Tenant,Yes,0.34537,527,1478,0.32112,0.36962
2008,1st Quintile,Tenant,No,0.65463,951,1478,0.63038,0.67888
2008,2nd Quintile,Owner,No,0.97032,664,664,0.95740,0.98324
2008,2nd Quintile,Tenant,Yes,0.11392,140,1183,0.09581,0.13203
2008,2nd Quintile,Tenant,No,0.88608,1043,1183,0.86797,0.90419
2008,3rd Quintile,Owner,Yes,0.02094,32,1026,0.01218,0.02971
2008,3rd Quintile,Owner,No,0.97906,994,1026,0.97029,0.98782
2008,3rd Quintile,Tenant,Yes,0.06031,54,1022,0.04571,0.07491
2008,3rd Quintile,Tenant,No,0.93969,968,1022,0.92509,0.95429
2008,4th Quintile,Owner,No,0.97614,1177,1177,0.96742,0.98486
2008,4th Quintile,Tenant,Yes,0.04199,38,809,0.02816,0.05582
2008,4th Quintile,Tenant,No,0.95801,771,809,0.94418,0.97184
2008,5th Quintile,Owner,No,0.99279,1856,1856,0.98894,0.99664
2008,5th Quintile,Tenant,No,0.97794,698,698,0.96703,0.98884
2009,1st Quintile,Owner,Yes,0.07450,32,303,0.04488,0.10411
2009,1st Quintile,Owner,No,0.92550,271,303,0.89589,0.95512
2009,1st Quintile,Tenant,Yes,0.31316,483,1489,0.28960,0.33673
2009,1st Quintile,Tenant,No,0.68684,1006,1489,0.66327,0.71040
2009,2nd Quintile,Owner,No,0.97105,665,665,0.95829,0.98380
2009,2nd Quintile,Tenant,Yes,0.11017,134,1195,0.09241,0.12793
2009,2nd Quintile,Tenant,No,0.88983,1061,1195,0.87207,0.90759
2009,3rd Quintile,Owner,No,0.98420,989,989,0.97642,0.99198
2009,3rd Quintile,Tenant,Yes,0.04260,47,942,0.02970,0.05550
2009,3rd Quintile,Tenant,No,0.95740,895,942,0.94450,0.97030
2009,4th Quintile,Owner,No,0.98743,1247,1247,0.98125,0.99362
2009,4th Quintile,Tenant,No,0.96445,770,770,0.95136,0.97754
2009,5th Quintile,Owner,No,0.98448,1777,1777,0.97873,0.99023
2009,5th Quintile,Tenant,No,0.99384,678,678,0.98795,0.99973
2010,1st Quintile,Owner,Yes,0.08946,62,457,0.06327,0.11566
2010,1st Quintile,Owner,No,0.91054,395,457,0.88434,0.93673
2010,1st Quintile,Tenant,Yes,0.31808,1180,2689,0.30047,0.33569
2010,1st Quintile,Tenant,No,0.68192,1509,2689,0.66431,0.69953
2010,2nd Quintile,Owner,Yes,0.03337,44,1117,0.02283,0.04391
2010,2nd Quintile,Owner,No,0.96663,1073,1117,0.95609,0.97717
2010,2nd Quintile,Tenant,Yes,0.10856,271,1802,0.09419,0.12293
2010,2nd Quintile,Tenant,No,0.89144,1531,1802,0.87707,0.90581
2010,3rd Quintile,Owner,No,0.98297,1306,1306,0.97595,0.98999
2010,3rd Quintile,Tenant,Yes,0.03396,61,1225,0.02381,0.04411
2010,3rd Quintile,Tenant,No,0.96604,1164,1225,0.95589,0.97619
2010,4th Quintile,Owner,No,0.99229,1486,1486,0.98784,0.99674
2010,4th Quintile,Tenant,No,0.97353,931,931,0.96321,0.98385
2010,5th Quintile,Owner,No,0.99413,1916,1916,0.99071,0.99755
2010,5th Quintile,Tenant,No,0.98300,776,776,0.97389,0.99210
2011,1st Quintile,Owner,Yes,0.10536,71,580,0.08035,0.13037
2011,1st Quintile,Owner,No,0.89464,509,580,0.86963,0.91965
2011,1st Quintile,Tenant,Yes,0.32990,1363,3093,0.31333,0.34648
2011,1st Quintile,Tenant,No,0.67010,1730,3093,0.65352,0.68667
2011,2nd Quintile,Owner,Yes,0.01637,42,1281,0.00942,0.02332
2011,2nd Quintile,Owner,No,0.98363,1239,1281,0.97668,0.99058
2011,2nd Quintile,Tenant,Yes,0.09644,308,2085,0.08377,0.10912
2011,2nd Quintile,Tenant,No,0.90356,1777,2085,0.89088,0.91623
2011,3rd Quintile,Owner,No,0.99142,1603,1603,0.98690,0.99593
2011,3rd Quintile,Tenant,Yes,0.05741,106,1539,0.04578,0.06904
2011,3rd Quintile,Tenant,No,0.94259,1433,1539,0.93096,0.95422
2011,4th Quintile,Owner,No,0.98862,1817,1817,0.98375,0.99350
2011,4th Quintile,Tenant,Yes,0.02436,37,1171,0.01553,0.03319
2011,4th Quintile,Tenant,No,0.97564,1134,1171,0.96681,0.98447
2011,5th Quintile,Owner,No,0.99317,2221,2221,0.98974,0.99659
2011,5th Quintile,Tenant,No,0.98405,867,867,0.97571,0.99240
2012,1st Quintile,Owner,Yes,0.09292,56,526,0.06808,0.11775
2012,1st Quintile,Owner,No,0.90708,470,526,0.88225,0.93192
2012,1st Quintile,Tenant,Yes,0.31735,1268,3026,0.30076,0.33394
2012,1st Quintile,Tenant,No,0.68265,1758,3026,0.66606,0.69924
2012,2nd Quintile,Owner,Yes,0.02608,33,1202,0.01707,0.03510
2012,2nd Quintile,Owner,No,0.97392,1169,1202,0.96490,0.98293
2012,2nd Quintile,Tenant,Yes,0.09763,292,2059,0.08481,0.11045
2012,2nd Quintile,Tenant,No,0.90237,1767,2059,0.88955,0.91519
2012,3rd Quintile,Owner,No,0.98856,1584,1584,0.98332,0.99380
2012,3rd Quintile,Tenant,Yes,0.05364,101,1526,0.04233,0.06495
2012,3rd Quintile,Tenant,No,0.94636,1425,1526,0.93505,0.95767
2012,4th Quintile,Owner,No,0.99113,1823,1823,0.98682,0.99543
2012,4th Quintile,Tenant,Yes,0.02514,34,1112,0.01593,0.03434
2012,4th Quintile,Tenant,No,0.97486,1078,1112,0.96566,0.98407
2012,5th Quintile,Owner,No,0.99521,2240,2240,0.99235,0.99807
2012,5th Quintile,Tenant,No,0.98866,833,833,0.98147,0.99586
2013,1st Quintile,Owner,Yes,0.12635,70,568,0.09900,0.15370
2013,1st Quintile,Owner,No,0.87365,498,568,0.84630,0.90100
2013,1st Quintile,Tenant,Yes,0.33312,1506,3622,0.31777,0.34847
2013,1st Quintile,Tenant,No,0.66688,2116,3622,0.65153,0.68223
2013,2nd Quintile,Owner,No,0.98199,1215,1215,0.97451,0.98947
2013,2nd Quintile,Tenant,Yes,0.09958,370,2549,0.08795,0.11121
2013,2nd Quintile,Tenant,No,0.90042,2179,2549,0.88879,0.91205
2013,3rd Quintile,Owner,No,0.99037,1658,1658,0.98567,0.99507
2013,3rd Quintile,Tenant,Yes,0.05342,118,1640,0.04253,0.06431
2013,3rd Quintile,Tenant,No,0.94658,1522,1640,0.93569,0.95747
2013,4th Quintile,Owner,No,0.99255,1768,1768,0.98854,0.99656
2013,4th Quintile,Tenant,Yes,0.02169,36,1268,0.01367,0.02972
2013,4th Quintile,Tenant,No,0.97831,1232,1268,0.97028,0.98633
2013,5th Quintile,Owner,No,0.99358,2256,2256,0.99028,0.99687
2013,5th Quintile,Tenant,No,0.97353,906,906,0.96307,0.98399
2014,1st Quintile,Owner,Yes,0.07635,56,498,0.05300,0.09970
2014,1st Quintile,Owner,No,0.92365,442,498,0.90030,0.94700
2014,1st Quintile,Tenant,Yes,0.34276,1268,2928,0.32557,0.35996
2014,1st Quintile,Tenant,No,0.65724,1660,2928,0.64004,0.67443
2014,2nd Quintile,Owner,Yes,0.02080,38,1086,0.01231,0.02929
2014,2nd Quintile,Owner,No,0.97920,1048,1086,0.97071,0.98769
2014,2nd Quintile,Tenant,Yes,0.11522,316,2201,0.10188,0.12856
2014,2nd Quintile,Tenant,No,0.88478,1885,2201,0.87144,0.89812
2014,3rd Quintile,Owner,No,0.99144,1546,1546,0.98685,0.99603
2014,3rd Quintile,Tenant,Yes,0.04288,93,1522,0.03270,0.05306
2014,3rd Quintile,Tenant,No,0.95712,1429,1522,0.94694,0.96730
2014,4th Quintile,Owner,No,0.98786,1674,1674,0.98262,0.99311
2014,4th Quintile,Tenant,Yes,0.02702,33,1198,0.01783,0.03620
2014,4th Quintile,Tenant,No,0.97298,1165,1198,0.96380,0.98217
2014,5th Quintile,Owner,No,0.99374,2121,2121,0.99038,0.99710
2014,5th Quintile,Tenant,No,0.98955,843,843,0.98269,0.99642
2015,1st Quintile,Owner,Yes,0.08606,55,475,0.06081,0.11130
2015,1st Quintile,Owner,No,0.91394,420,475,0.88870,0.93919
2015,1st Quintile,Tenant,Yes,0.34549,1288,3030,0.32856,0.36243
2015,1st Quintile,Tenant,No,0.65451,1742,3030,0.63757,0.67144
2015,2nd Quintile,Owner,No,0.98291,1031,1031,0.97499,0.99082
2015,2nd Quintile,Tenant,Yes,0.10434,297,2246,0.09169,0.11699
2015,2nd Quintile,Tenant,No,0.89566,1949,2246,0.88301,0.90831
2015,3rd Quintile,Owner,No,0.98657,1380,1380,0.98049,0.99264
2015,3rd Quintile,Tenant,Yes,0.04038,86,1545,0.03056,0.05020
2015,3rd Quintile,Tenant,No,0.95962,1459,1545,0.94980,0.96944
2015,4th Quintile,Owner,No,0.98934,1582,1582,0.98428,0.99441
2015,4th Quintile,Tenant,Yes,0.03511,41,1158,0.02450,0.04571
2015,4th Quintile,Tenant,No,0.96489,1117,1158,0.95429,0.97550
2015,5th Quintile,Owner,No,0.99160,2007,2007,0.98760,0.99559
2015,5th Quintile,Tenant,No,0.98645,874,874,0.97878,0.99412
2016,1st Quintile,Owner,Yes,0.10311,45,392,0.07296,0.13325
2016,1st Quintile,Owner,No,0.89689,347,392,0.86675,0.92704
2016,1st Quintile,Tenant,Yes,0.34654,1137,2682,0.32853,0.36456
2016,1st Quintile,Tenant,No,0.65346,1545,2682,0.63544,0.67147
2016,2nd Quintile,Owner,No,0.98247,977,977,0.97423,0.99070
2016,2nd Quintile,Tenant,Yes,0.09570,245,1996,0.08279,0.10861
2016,2nd Quintile,Tenant,No,0.90430,1751,1996,0.89139,0.91721
2016,3rd Quintile,Owner,No,0.98608,1307,1307,0.97973,0.99244
2016,3rd Quintile,Tenant,Yes,0.03963,67,1377,0.02933,0.04994
2016,3rd Quintile,Tenant,No,0.96037,1310,1377,0.95006,0.97067
2016,4th Quintile,Owner,No,0.99408,1517,1517,0.99021,0.99794
2016,4th Quintile,Tenant,Yes,0.02538,37,1092,0.01605,0.03471
2016,4th Quintile,Tenant,No,0.97462,1055,1092,0.96529,0.98395
2016,5th Quintile,Owner,No,0.99581,1931,1931,0.99293,0.99869
2016,5th Quintile,Tenant,No,0.99193,762,762,0.98557,0.99829
2017,1st Quintile,Owner,Yes,0.08088,40,383,0.05354,0.10823
2017,1st Quintile,Owner,No,0.91912,343,383,0.89177,0.94646
2017,1st Quintile,Tenant,Yes,0.32687,1661,4239,0.31275,0.34099
2017,1st Quintile,Tenant,No,0.67313,2578,4239,0.65901,0.68725
2017,2nd Quintile,Owner,No,0.98717,1069,1069,0.98042,0.99392
2017,2nd Quintile,Tenant,Yes,0.09656,309,2196,0.08421,0.10892
2017,2nd Quintile,Tenant,No,0.90344,1887,2196,0.89108,0.91579
2017,3rd Quintile,Owner,No,0.99559,1504,1504,0.99224,0.99894
2017,3rd Quintile,Tenant,Yes,0.03453,84,1556,0.02546,0.04361
2017,3rd Quintile,Tenant,No,0.96547,1472,1556,0.95639,0.97454
2017,4th Quintile,Owner,No,0.99579,1748,1748,0.99275,0.99882
2017,4th Quintile,Tenant,No,0.98231,1212,1212,0.97488,0.98973
2017,5th Quintile,Owner,No,0.99329,2195,2195,0.98988,0.99671
2017,5th Quintile,Tenant,No,0.99350,835,835,0.98805,0.99895
2018,1st Quintile,Owner,Yes,0.08492,39,378,0.05678,0.11305
2018,1st Quintile,Owner,No,0.91508,339,378,0.88695,0.94322
2018,1st Quintile,Tenant,Yes,0.30974,2313,4950,0.29686,0.32262
2018,1st Quintile,Tenant,No,0.69026,2637,4950,0.67738,0.70314
2018,2nd Quintile,Owner,No,0.99096,1057,1057,0.98525,0.99667
2018,2nd Quintile,Tenant,Yes,0.08578,360,2342,0.07444,0.09713
2018,2nd Quintile,Tenant,No,0.91422,1982,2342,0.90287,0.92556
2018,3rd Quintile,Owner,No,0.99165,1375,1375,0.98684,0.99646
2018,3rd Quintile,Tenant,Yes,0.03862,118,1580,0.02911,0.04812
2018,3rd Quintile,Tenant,No,0.96138,1462,1580,0.95188,0.97089
2018,4th Quintile,Owner,No,0.99197,1683,1683,0.98771,0.99624
2018,4th Quintile,Tenant,Yes,0.02241,48,1183,0.01398,0.03085
2018,4th Quintile,Tenant,No,0.97759,1135,1183,0.96915,0.98602
2018,5th Quintile,Owner,No,0.99394,2139,2139,0.99065,0.99723
2018,5th Quintile,Tenant,No,0.98574,819,819,0.97762,0.99387
2019,1st Quintile,Owner,Yes,0.07280,34,388,0.04691,0.09868
2019,1st Quintile,Owner,No,0.92720,354,388,0.90132,0.95309
2019,1st Quintile,Tenant,Yes,0.30049,2376,4631,0.28729,0.31370
2019,1st Quintile,Tenant,No,0.69951,2255,4631,0.68630,0.71271
2019,2nd Quintile,Owner,No,0.98953,1002,1002,0.98322,0.99583
2019,2nd Quintile,Tenant,Yes,0.07137,259,2114,0.06040,0.08235
2019,2nd Quintile,Tenant,No,0.92863,1855,2114,0.91765,0.93960
2019,3rd Quintile,Owner,No,0.99457,1390,1390,0.99071,0.99843
2019,3rd Quintile,Tenant,Yes,0.03905,80,1473,0.02915,0.04894
2019,3rd Quintile,Tenant,No,0.96095,1393,1473,0.95106,0.97085
2019,4th Quintile,Owner,No,0.99249,1753,1753,0.98845,0.99653
2019,4th Quintile,Tenant,No,0.97759,1115,1115,0.96890,0.98629
2019,5th Quintile,Owner,No,0.99874,3233,3233,0.99752,0.99996
2019,5th Quintile,Tenant,No,0.99602,1076,1076,0.99226,0.99979
2020,Not included in this version of the questionnaire,Tenant,No,0.93184,166,166,0.89339,0.97030
2020,1st Quintile,Owner,No,0.94607,292,292,0.92012,0.97202
2020,1st Quintile,Tenant,Yes,0.28431,2645,5715,0.27262,0.29601
2020,1st Quintile,Tenant,No,0.71569,3070,5715,0.70399,0.72738
2020,2nd Quintile,Owner,No,0.98121,946,946,0.97255,0.98986
2020,2nd Quintile,Tenant,Yes,0.07458,281,2492,0.06426,0.08489
2020,2nd Quintile,Tenant,No,0.92542,2211,2492,0.91511,0.93574
2020,3rd Quintile,Owner,No,0.99631,1266,1266,0.99296,0.99965
2020,3rd Quintile,Tenant,Yes,0.04131,74,1582,0.03150,0.05112
2020,3rd Quintile,Tenant,No,0.95869,1508,1582,0.94888,0.96850
2020,4th Quintile,Owner,No,0.99617,1576,1576,0.99312,0.99922
2020,4th Quintile,Tenant,No,0.98341,1217,1217,0.97623,0.99059
2020,5th Quintile,Owner,No,0.99600,2689,2689,0.99361,0.99838
2020,5th Quintile,Tenant,No,0.99096,985,985,0.98505,0.99687
2021,Not included in this version of the questionnaire,Tenant,No,0.98421,40,40,0.94509,1.02333
2021,1st Quintile,Owner,No,0.95331,266,266,0.92791,0.97871
2021,1st Quintile,Tenant,Yes,0.25948,1149,2934,0.24361,0.27534
2021,1st Quintile,Tenant,No,0.74052,1785,2934,0.72466,0.75639
2021,2nd Quintile,Owner,No,0.97634,658,658,0.96471,0.98796
2021,2nd Quintile,Tenant,Yes,0.05720,215,1688,0.04612,0.06828
2021,2nd Quintile,Tenant,No,0.94280,1473,1688,0.93172,0.95388
2021,3rd Quintile,Owner,No,0.98804,905,905,0.98095,0.99513
2021,3rd Quintile,Tenant,Yes,0.02672,46,1141,0.01736,0.03608
2021,3rd Quintile,Tenant,No,0.97328,1095,1141,0.96392,0.98264
2021,4th Quintile,Owner,No,0.99049,1191,1191,0.98498,0.99600
2021,4th Quintile,Tenant,No,0.97868,853,853,0.96898,0.98838
2021,5th Quintile,Owner,No,0.99590,1970,1970,0.99308,0.99872
2021,5th Quintile,Tenant,No,0.98521,714,714,0.97635,0.99407
2022,Not included in this version of the questionnaire,Tenant,No,0.96624,180,180,0.93978,0.99270
2022,1st Quintile,Owner,No,0.97405,967,967,0.96403,0.98408
2022,1st Quintile,Tenant,Yes,0.20001,932,4208,0.18792,0.21210
2022,1st Quintile,Tenant,No,0.79999,3276,4208,0.78790,0.81208
2022,2nd Quintile,Owner,No,0.99596,1097,1097,0.99221,0.99972
2022,2nd Quintile,Tenant,Yes,0.08372,302,3026,0.07385,0.09359
2022,2nd Quintile,Tenant,No,0.91628,2724,3026,0.90641,0.92615
2022,3rd Quintile,Owner,No,0.99599,1393,1393,0.99268,0.99931
2022,3rd Quintile,Tenant,Yes,0.03205,78,2049,0.02443,0.03968
2022,3rd Quintile,Tenant,No,0.96795,1971,2049,0.96032,0.97557
2022,4th Quintile,Owner,No,0.99347,1719,1719,0.98966,0.99728
2022,4th Quintile,Tenant,Yes,0.01368,32,1682,0.00812,0.01923
2022,4th Quintile,Tenant,No,0.98632,1650,1682,0.98077,0.99188
2022,5th Quintile,Owner,No,0.99295,2527,2527,0.98969,0.99621
2022,5th Quintile,Tenant,No,0.99618,1238,1238,0.99274,0.99962
