year,bula_h,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,North Rhine-Westphalia,Yes,0.07468,959,4307,0.06683,0.08253
2020,North Rhine-Westphalia,No,0.92532,3348,4307,0.91747,0.93317
2020,Hesse,Yes,0.08006,226,1332,0.06548,0.09464
2020,Hesse,No,0.91994,1106,1332,0.90536,0.93452
2020,"Rhineland-Palatinate, Saarland",Yes,0.03967,149,1030,0.02775,0.05160
2020,"Rhineland-Palatinate, Saarland",No,0.96033,881,1030,0.94840,0.97225
2020,Baden-Wuerttemberg,Yes,0.03281,197,1956,0.02491,0.04070
2020,Baden-Wuerttemberg,No,0.96719,1759,1956,0.95930,0.97509
2020,Bavaria,Yes,0.04287,252,2856,0.03544,0.05030
2020,Bavaria,No,0.95713,2604,2856,0.94970,0.96456
2020,Berlin,Yes,0.12246,179,1027,0.10240,0.14252
2020,Berlin,No,0.87754,848,1027,0.85748,0.89760
2020,Brandenburg,Yes,0.08867,107,748,0.06828,0.10905
2020,Brandenburg,No,0.91133,641,748,0.89095,0.93172
2020,Mecklenburg-Western Pomerania,Yes,0.08755,54,370,0.05871,0.11639
2020,Mecklenburg-Western Pomerania,No,0.91245,316,370,0.88361,0.94129
2020,Saxony,Yes,0.07732,155,1074,0.06134,0.09330
2020,Saxony,No,0.92268,919,1074,0.90670,0.93866
2020,Saxony-Anhalt,Yes,0.14042,121,614,0.11292,0.16793
2020,Saxony-Anhalt,No,0.85958,493,614,0.83207,0.88708
2020,Thuringa,Yes,0.10655,97,623,0.08230,0.13080
2020,Thuringa,No,0.89345,526,623,0.86920,0.91770
2021,Schleswig-Holstein,Yes,0.04205,76,512,0.02465,0.05946
2021,Schleswig-Holstein,No,0.95795,436,512,0.94054,0.97535
2021,Hamburg,Yes,0.04020,40,306,0.01815,0.06224
2021,Hamburg,No,0.95980,266,306,0.93776,0.98185
2021,Lower Saxony,Yes,0.06562,153,1206,0.05164,0.07961
2021,Lower Saxony,No,0.93438,1053,1206,0.92039,0.94836
2021,Bremen,No,0.88294,77,77,0.81066,0.95522
2021,North Rhine-Westphalia,Yes,0.06951,397,2672,0.05987,0.07916
2021,North Rhine-Westphalia,No,0.93049,2275,2672,0.92084,0.94013
2021,Hesse,Yes,0.09378,142,856,0.07424,0.11332
2021,Hesse,No,0.90622,714,856,0.88668,0.92576
2021,"Rhineland-Palatinate, Saarland",Yes,0.04000,87,635,0.02475,0.05526
2021,"Rhineland-Palatinate, Saarland",No,0.96000,548,635,0.94474,0.97525
2021,Baden-Wuerttemberg,Yes,0.03548,118,1342,0.02558,0.04539
2021,Baden-Wuerttemberg,No,0.96452,1224,1342,0.95461,0.97442
2021,Bavaria,Yes,0.04241,106,1868,0.03327,0.05156
2021,Bavaria,No,0.95759,1762,1868,0.94844,0.96673
2021,Berlin,Yes,0.09204,96,653,0.06985,0.11423
2021,Berlin,No,0.90796,557,653,0.88577,0.93015
2021,Brandenburg,Yes,0.06621,58,477,0.04387,0.08854
2021,Brandenburg,No,0.93379,419,477,0.91146,0.95613
2021,Mecklenburg-Western Pomerania,No,0.95319,245,245,0.92668,0.97969
2021,Saxony,Yes,0.07262,84,767,0.05424,0.09100
2021,Saxony,No,0.92738,683,767,0.90900,0.94576
2021,Saxony-Anhalt,Yes,0.11156,64,400,0.08067,0.14245
2021,Saxony-Anhalt,No,0.88844,336,400,0.85755,0.91933
2021,Thuringa,Yes,0.09015,52,415,0.06256,0.11774
2021,Thuringa,No,0.90985,363,415,0.88226,0.93744
2022,Schleswig-Holstein,Yes,0.05766,62,696,0.04033,0.07499
2022,Schleswig-Holstein,No,0.94234,634,696,0.92501,0.95967
2022,Hamburg,Yes,0.06835,34,464,0.04536,0.09133
2022,Hamburg,No,0.93165,430,464,0.90867,0.95464
2022,Lower Saxony,Yes,0.04509,146,1757,0.03539,0.05480
2022,Lower Saxony,No,0.95491,1611,1757,0.94520,0.96461
2022,Bremen,No,0.88772,136,136,0.83446,0.94098
2022,North Rhine-Westphalia,Yes,0.06042,399,4284,0.05328,0.06755
2022,North Rhine-Westphalia,No,0.93958,3885,4284,0.93245,0.94672
2022,Hesse,Yes,0.04964,98,1329,0.03796,0.06132
2022,Hesse,No,0.95036,1231,1329,0.93868,0.96204
2022,"Rhineland-Palatinate, Saarland",Yes,0.03636,70,959,0.02451,0.04822
2022,"Rhineland-Palatinate, Saarland",No,0.96364,889,959,0.95178,0.97549
2022,Baden-Wuerttemberg,Yes,0.03068,96,2351,0.02371,0.03766
2022,Baden-Wuerttemberg,No,0.96932,2255,2351,0.96234,0.97629
2022,Bavaria,Yes,0.03406,107,3172,0.02774,0.04037
2022,Bavaria,No,0.96594,3065,3172,0.95963,0.97226
2022,Berlin,Yes,0.08992,91,1209,0.07379,0.10605
2022,Berlin,No,0.91008,1118,1209,0.89395,0.92621
2022,Brandenburg,Yes,0.03825,53,764,0.02464,0.05186
2022,Brandenburg,No,0.96175,711,764,0.94814,0.97536
2022,Mecklenburg-Western Pomerania,Yes,0.07075,38,432,0.04654,0.09496
2022,Mecklenburg-Western Pomerania,No,0.92925,394,432,0.90504,0.95346
2022,Saxony,Yes,0.04655,92,1307,0.03513,0.05798
2022,Saxony,No,0.95345,1215,1307,0.94202,0.96487
2022,Saxony-Anhalt,Yes,0.08278,70,699,0.06233,0.10322
2022,Saxony-Anhalt,No,0.91722,629,699,0.89678,0.93767
2022,Thuringa,Yes,0.03883,45,605,0.02342,0.05424
2022,Thuringa,No,0.96117,560,605,0.94576,0.97658
