"hlc0052","year","quintil","n","percent","lower_confidence","upper_confidence"
"Nein","2018","3","6436","0.94277121538652","0.937344539568013","0.948197891205028"
"Nein","2018","4","10002","0.981742319323894","0.979149976256954","0.984334662390835"
"Nein","2018","5","11865","0.993665225454604","0.992243981917523","0.995086468991685"
"Ja","2019","1","6752","0.457091420211412","0.447334580175807","0.466848260247017"
"Ja","2019","2","2311","0.218778342588732","0.208250730664884","0.22930595451258"
"Ja","2019","3","594","0.0543075618423629","0.0486864561056978","0.059928667579028"
"Ja","2019","4","217","0.0152154882134084","0.0128324646270794","0.0175985117997374"
"Ja","2019","5","108","0.00617492441634548","0.00496139487934229","0.00738845395334866"
"Nein","2019","1","3262","0.542908579788588","0.533151739752983","0.552665419824192"
"Nein","2019","2","3613","0.781221657411268","0.77069404548742","0.791749269335116"
"Nein","2019","3","5650","0.945692438157637","0.940071332420972","0.951313543894302"
"Nein","2019","4","9919","0.984784511786592","0.982401488200263","0.987167535372921"
"Nein","2019","5","15900","0.993825075583655","0.992611546046651","0.995038605120658"
"Ja","2020","1","6171","0.482958240741015","0.4730020015596","0.492914479922429"
"Ja","2020","2","3294","0.210579522545151","0.201220153134193","0.219938891956109"
"Ja","2020","3","949","0.0747987549126151","0.0683436539358205","0.0812538558894096"
"Ja","2020","4","250","0.0126787066994055","0.0105274801556266","0.0148299332431844"
"Ja","2020","5","117","0.00616794032842097","0.0049334652573853","0.00740241539945663"
"Nein","2020","1","3506","0.517041759258985","0.507085520077571","0.5269979984404"
"Nein","2020","2","3996","0.789420477454849","0.780061108043891","0.798779846865807"
"Nein","2020","3","5431","0.925201245087385","0.91874614411059","0.931656346064179"
"Nein","2020","4","10141","0.987321293300594","0.985170066756816","0.989472519844373"
"Nein","2020","5","15335","0.993832059671579","0.992597584600543","0.995066534742615"
