year,quintil_oecd_hh,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,1st Quintile,West,No,0.73080,1629,2538,0.71354,0.74806
2014,1st Quintile,East,Yes,0.38578,415,888,0.35375,0.41782
2014,1st Quintile,East,No,0.61422,473,888,0.58218,0.64625
2014,2nd Quintile,West,Yes,0.08623,261,2432,0.07507,0.09739
2014,2nd Quintile,West,No,0.91377,2171,2432,0.90261,0.92493
2014,2nd Quintile,East,Yes,0.07003,93,855,0.05291,0.08714
2014,2nd Quintile,East,No,0.92997,762,855,0.91286,0.94709
2014,3rd Quintile,West,Yes,0.02520,88,2360,0.01887,0.03152
2014,3rd Quintile,West,No,0.97480,2272,2360,0.96848,0.98113
2014,3rd Quintile,East,No,0.97355,703,703,0.96168,0.98542
2014,4th Quintile,West,Yes,0.01657,38,2369,0.01143,0.02171
2014,4th Quintile,West,No,0.98343,2331,2369,0.97829,0.98857
2014,4th Quintile,East,No,0.96932,508,508,0.95431,0.98433
2014,5th Quintile,West,No,0.99194,2601,2601,0.98850,0.99538
2014,5th Quintile,East,No,0.99713,363,363,0.99162,1.00264
2015,1st Quintile,West,Yes,0.26986,930,2640,0.25293,0.28680
2015,1st Quintile,West,No,0.73014,1710,2640,0.71320,0.74707
2015,1st Quintile,East,Yes,0.41445,413,865,0.38160,0.44730
2015,1st Quintile,East,No,0.58555,452,865,0.55270,0.61840
2015,2nd Quintile,West,Yes,0.07786,238,2402,0.06714,0.08858
2015,2nd Quintile,West,No,0.92214,2164,2402,0.91142,0.93286
2015,2nd Quintile,East,Yes,0.06028,82,898,0.04470,0.07586
2015,2nd Quintile,East,No,0.93972,816,898,0.92414,0.95530
2015,3rd Quintile,West,Yes,0.02669,88,2319,0.02013,0.03325
2015,3rd Quintile,West,No,0.97331,2231,2319,0.96675,0.97987
2015,3rd Quintile,East,No,0.97373,608,608,0.96101,0.98646
2015,4th Quintile,West,Yes,0.01955,43,2280,0.01387,0.02523
2015,4th Quintile,West,No,0.98045,2237,2280,0.97477,0.98613
2015,4th Quintile,East,No,0.96830,462,462,0.95231,0.98429
2015,5th Quintile,West,No,0.99039,2548,2548,0.98660,0.99418
2015,5th Quintile,East,No,0.98536,333,333,0.97243,0.99828
2016,1st Quintile,West,Yes,0.28390,818,2261,0.26531,0.30249
2016,1st Quintile,West,No,0.71610,1443,2261,0.69751,0.73469
2016,1st Quintile,East,Yes,0.39318,364,814,0.35960,0.42675
2016,1st Quintile,East,No,0.60682,450,814,0.57325,0.64040
2016,2nd Quintile,West,Yes,0.06850,210,2217,0.05798,0.07901
2016,2nd Quintile,West,No,0.93150,2007,2217,0.92099,0.94202
2016,2nd Quintile,East,Yes,0.06437,65,786,0.04721,0.08154
2016,2nd Quintile,East,No,0.93563,721,786,0.91846,0.95279
2016,3rd Quintile,West,Yes,0.02654,60,2040,0.01956,0.03352
2016,3rd Quintile,West,No,0.97346,1980,2040,0.96648,0.98044
2016,3rd Quintile,East,No,0.97395,637,637,0.96157,0.98633
2016,4th Quintile,West,Yes,0.01328,37,2173,0.00847,0.01809
2016,4th Quintile,West,No,0.98672,2136,2173,0.98191,0.99153
2016,4th Quintile,East,No,0.97980,436,436,0.96658,0.99302
2016,5th Quintile,West,No,0.99432,2373,2373,0.99130,0.99734
2016,5th Quintile,East,No,0.99847,320,320,0.99418,1.00276
2017,1st Quintile,West,Yes,0.27263,1257,3513,0.25790,0.28735
2017,1st Quintile,West,No,0.72737,2256,3513,0.71265,0.74210
2017,1st Quintile,East,Yes,0.36042,444,1109,0.33215,0.38869
2017,1st Quintile,East,No,0.63958,665,1109,0.61131,0.66785
2017,2nd Quintile,West,Yes,0.07080,261,2375,0.06049,0.08112
2017,2nd Quintile,West,No,0.92920,2114,2375,0.91888,0.93951
2017,2nd Quintile,East,Yes,0.05322,74,916,0.03868,0.06777
2017,2nd Quintile,East,No,0.94678,842,916,0.93223,0.96132
2017,3rd Quintile,West,Yes,0.02146,78,2357,0.01561,0.02731
2017,3rd Quintile,West,No,0.97854,2279,2357,0.97269,0.98439
2017,3rd Quintile,East,No,0.99064,697,697,0.98349,0.99779
2017,4th Quintile,West,No,0.98919,2444,2444,0.98509,0.99329
2017,4th Quintile,East,No,0.99695,516,516,0.99218,1.00171
2017,5th Quintile,West,No,0.99333,2658,2658,0.99023,0.99642
2017,5th Quintile,East,No,0.99354,372,372,0.98540,1.00169
2018,1st Quintile,West,Yes,0.26705,1777,4082,0.25348,0.28062
2018,1st Quintile,West,No,0.73295,2305,4082,0.71938,0.74652
2018,1st Quintile,East,Yes,0.31845,575,1246,0.29257,0.34433
2018,1st Quintile,East,No,0.68155,671,1246,0.65567,0.70743
2018,2nd Quintile,West,Yes,0.06054,294,2470,0.05113,0.06995
2018,2nd Quintile,West,No,0.93946,2176,2470,0.93005,0.94887
2018,2nd Quintile,East,Yes,0.04984,85,948,0.03598,0.06370
2018,2nd Quintile,East,No,0.95016,863,948,0.93630,0.96402
2018,3rd Quintile,West,Yes,0.02615,117,2291,0.01962,0.03269
2018,3rd Quintile,West,No,0.97385,2174,2291,0.96731,0.98038
2018,3rd Quintile,East,No,0.98878,663,663,0.98076,0.99681
2018,4th Quintile,West,Yes,0.01515,52,2385,0.01025,0.02005
2018,4th Quintile,West,No,0.98485,2333,2385,0.97995,0.98975
2018,4th Quintile,East,No,0.99479,485,485,0.98837,1.00120
2018,5th Quintile,West,No,0.99180,2600,2600,0.98834,0.99527
2018,5th Quintile,East,No,0.99062,358,358,0.98062,1.00062
2019,1st Quintile,West,Yes,0.25289,1894,3899,0.23925,0.26654
2019,1st Quintile,West,No,0.74711,2005,3899,0.73346,0.76075
2019,1st Quintile,East,Yes,0.32170,511,1102,0.29410,0.34929
2019,1st Quintile,East,No,0.67830,591,1102,0.65071,0.70590
2019,2nd Quintile,West,Yes,0.05225,211,2274,0.04310,0.06140
2019,2nd Quintile,West,No,0.94775,2063,2274,0.93860,0.95690
2019,2nd Quintile,East,Yes,0.03937,63,841,0.02622,0.05253
2019,2nd Quintile,East,No,0.96063,778,841,0.94747,0.97378
2019,3rd Quintile,West,Yes,0.02489,74,2180,0.01835,0.03143
2019,3rd Quintile,West,No,0.97511,2106,2180,0.96857,0.98165
2019,3rd Quintile,East,No,0.98888,672,672,0.98094,0.99681
2019,4th Quintile,West,No,0.98621,2323,2323,0.98147,0.99095
2019,4th Quintile,East,No,0.98888,533,533,0.97996,0.99779
2019,5th Quintile,West,No,0.99822,3607,3607,0.99684,0.99960
2019,5th Quintile,East,No,0.99553,693,693,0.99056,1.00050
2020,Not included in this version of the questionnaire,West,No,0.92885,154,154,0.88812,0.96959
2020,1st Quintile,West,Yes,0.23963,2173,4878,0.22765,0.25161
2020,1st Quintile,West,No,0.76037,2705,4878,0.74839,0.77235
2020,1st Quintile,East,Yes,0.31000,499,1156,0.28333,0.33667
2020,1st Quintile,East,No,0.69000,657,1156,0.66333,0.71667
2020,2nd Quintile,West,Yes,0.05514,224,2581,0.04633,0.06394
2020,2nd Quintile,West,No,0.94486,2357,2581,0.93606,0.95367
2020,2nd Quintile,East,Yes,0.04992,77,877,0.03550,0.06434
2020,2nd Quintile,East,No,0.95008,800,877,0.93566,0.96450
2020,3rd Quintile,West,Yes,0.02307,65,2200,0.01680,0.02935
2020,3rd Quintile,West,No,0.97693,2135,2200,0.97065,0.98320
2020,3rd Quintile,East,No,0.98332,639,639,0.97339,0.99326
2020,4th Quintile,West,No,0.99018,2285,2285,0.98613,0.99422
2020,4th Quintile,East,No,0.99548,508,508,0.98964,1.00132
2020,5th Quintile,West,No,0.99473,3095,3095,0.99217,0.99728
2020,5th Quintile,East,No,0.99324,579,579,0.98656,0.99992
2021,Not included in this version of the questionnaire,West,No,0.98782,37,37,0.95198,1.02365
2021,1st Quintile,West,Yes,0.21915,914,2537,0.20305,0.23525
2021,1st Quintile,West,No,0.78085,1623,2537,0.76475,0.79695
2021,1st Quintile,East,Yes,0.23629,250,679,0.20432,0.26827
2021,1st Quintile,East,No,0.76371,429,679,0.73173,0.79568
2021,2nd Quintile,West,Yes,0.05086,182,1773,0.04063,0.06109
2021,2nd Quintile,West,No,0.94914,1591,1773,0.93891,0.95937
2021,2nd Quintile,East,Yes,0.02788,49,590,0.01458,0.04117
2021,2nd Quintile,East,No,0.97212,541,590,0.95883,0.98542
2021,3rd Quintile,West,Yes,0.02026,52,1581,0.01331,0.02720
2021,3rd Quintile,West,No,0.97974,1529,1581,0.97280,0.98669
2021,3rd Quintile,East,No,0.98359,471,471,0.97210,0.99508
2021,4th Quintile,West,No,0.98790,1661,1661,0.98264,0.99316
2021,4th Quintile,East,No,0.97339,383,383,0.95725,0.98953
2021,5th Quintile,West,No,0.99457,2273,2273,0.99155,0.99759
2021,5th Quintile,East,No,0.98037,413,413,0.96697,0.99376
2022,Not included in this version of the questionnaire,West,No,0.97064,155,155,0.94398,0.99730
2022,Not included in this version of the questionnaire,East,No,0.97845,37,37,0.93102,1.02588
2022,1st Quintile,West,Yes,0.15985,705,3968,0.14845,0.17126
2022,1st Quintile,West,No,0.84015,3263,3968,0.82874,0.85155
2022,1st Quintile,East,Yes,0.15587,246,1227,0.13557,0.17618
2022,1st Quintile,East,No,0.84413,981,1227,0.82382,0.86443
2022,2nd Quintile,West,Yes,0.05785,249,3116,0.04965,0.06605
2022,2nd Quintile,West,No,0.94215,2867,3116,0.93395,0.95035
2022,2nd Quintile,East,Yes,0.05398,62,1019,0.04009,0.06786
2022,2nd Quintile,East,No,0.94602,957,1019,0.93214,0.95991
2022,3rd Quintile,West,Yes,0.01698,68,2628,0.01204,0.02192
2022,3rd Quintile,West,No,0.98302,2560,2628,0.97808,0.98796
2022,3rd Quintile,East,No,0.97789,805,805,0.96773,0.98806
2022,4th Quintile,West,Yes,0.01028,39,2768,0.00652,0.01404
2022,4th Quintile,West,No,0.98972,2729,2768,0.98596,0.99348
2022,4th Quintile,East,No,0.99435,641,641,0.98854,1.00016
2022,5th Quintile,West,No,0.99351,3198,3198,0.99073,0.99629
2022,5th Quintile,East,No,0.99757,570,570,0.99352,1.00162
