,Unnamed: 0,year,age_gr,pgisced97,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
280,280,2008,66 and older,First Stage of Tertiary Education,Never,0.70293,216,18450,0.64094,0.77168
281,281,2008,66 and older,Second Stage of Tertiary Education,At least once per month,0.05291,52,18450,0.03977,0.0684
282,282,2008,66 and older,Second Stage of Tertiary Education,Seldom,0.22635,217,18450,0.19919,0.25116
283,283,2008,66 and older,Second Stage of Tertiary Education,Never,0.72074,578,18450,0.67179,0.76605
284,284,2013,17-29 y.,Pre-primary Level,At least once per week,0.15518,60,24564,0.11331,0.19976
285,285,2013,17-29 y.,Pre-primary Level,At least once per month,0.19208,82,24564,0.1302,0.25835
286,286,2013,17-29 y.,Pre-primary Level,Seldom,0.38443,147,24564,0.28895,0.47738
287,287,2013,17-29 y.,Pre-primary Level,Never,0.26832,150,24564,0.23024,0.31265
288,288,2013,17-29 y.,Primary Level,Never,1.0,51,24564,0.71868,1.37919
289,289,2013,17-29 y.,Lower Secondary Level,At least once per week,0.15842,79,24564,0.11791,0.19417
290,290,2013,17-29 y.,Lower Secondary Level,At least once per month,0.13786,73,24564,0.10038,0.18047
291,291,2013,17-29 y.,Lower Secondary Level,Seldom,0.26173,197,24564,0.22694,0.3056
292,292,2013,17-29 y.,Lower Secondary Level,Never,0.44199,338,24564,0.37376,0.51804
293,293,2013,17-29 y.,Upper Secondary Level,At least once per week,0.13571,152,24564,0.1092,0.16127
294,294,2013,17-29 y.,Upper Secondary Level,At least once per month,0.16339,206,24564,0.14273,0.18981
295,295,2013,17-29 y.,Upper Secondary Level,Seldom,0.32597,437,24564,0.29093,0.35489
296,296,2013,17-29 y.,Upper Secondary Level,Never,0.37494,621,24564,0.33517,0.41246
297,297,2013,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.46637,68,24564,0.37479,0.5647
298,298,2013,17-29 y.,Post-secondary Non-tertiary Level,Never,0.53363,73,24564,0.42135,0.6541
299,299,2013,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.11727,40,24564,0.09026,0.1405
300,300,2013,17-29 y.,Second Stage of Tertiary Education,Seldom,0.57578,147,24564,0.47788,0.66152
301,301,2013,17-29 y.,Second Stage of Tertiary Education,Never,0.30695,97,24564,0.23623,0.39679
302,302,2013,30-45 y.,Primary Level,Never,1.0,104,24564,0.79052,1.22497
303,303,2013,30-45 y.,Lower Secondary Level,At least once per week,0.06864,35,24564,0.04038,0.10447
304,304,2013,30-45 y.,Lower Secondary Level,At least once per month,0.06407,40,24564,0.04661,0.08027
305,305,2013,30-45 y.,Lower Secondary Level,Seldom,0.23947,113,24564,0.17881,0.28867
306,306,2013,30-45 y.,Lower Secondary Level,Never,0.62781,404,24564,0.53406,0.71815
307,307,2013,30-45 y.,Upper Secondary Level,At least once per week,0.07633,346,24564,0.06602,0.0875
308,308,2013,30-45 y.,Upper Secondary Level,At least once per month,0.12191,420,24564,0.10218,0.13947
309,309,2013,30-45 y.,Upper Secondary Level,Seldom,0.33067,1120,24564,0.30875,0.3551
310,310,2013,30-45 y.,Upper Secondary Level,Never,0.4711,1925,24564,0.44157,0.50052
311,311,2013,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.06482,57,24564,0.03844,0.09538
312,312,2013,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.1318,93,24564,0.09382,0.17721
313,313,2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.3934,321,24564,0.33053,0.45893
314,314,2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.40998,392,24564,0.34343,0.48198
315,315,2013,30-45 y.,First Stage of Tertiary Education,At least once per week,0.0576,37,24564,0.03789,0.08388
316,316,2013,30-45 y.,First Stage of Tertiary Education,At least once per month,0.10184,56,24564,0.07011,0.13527
317,317,2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.38325,182,24564,0.3045,0.47846
318,318,2013,30-45 y.,First Stage of Tertiary Education,Never,0.45731,221,24564,0.36413,0.54127
319,319,2013,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.04868,120,24564,0.0339,0.06358
320,320,2013,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.11101,238,24564,0.09165,0.13483
321,321,2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.41556,785,24564,0.38209,0.45625
322,322,2013,30-45 y.,Second Stage of Tertiary Education,Never,0.42475,877,24564,0.38974,0.4636
323,323,2013,46-65 y.,Primary Level,Never,1.0,57,24564,0.80217,1.21197
324,324,2013,46-65 y.,Lower Secondary Level,At least once per month,0.05552,35,24564,0.0371,0.07289
325,325,2013,46-65 y.,Lower Secondary Level,Seldom,0.22525,108,24564,0.18687,0.27058
326,326,2013,46-65 y.,Lower Secondary Level,Never,0.71923,404,24564,0.66286,0.78755
327,327,2013,46-65 y.,Upper Secondary Level,At least once per week,0.05094,251,24564,0.04382,0.058
328,328,2013,46-65 y.,Upper Secondary Level,At least once per month,0.07946,376,24564,0.0711,0.08903
329,329,2013,46-65 y.,Upper Secondary Level,Seldom,0.31601,1406,24564,0.30217,0.3321
330,330,2013,46-65 y.,Upper Secondary Level,Never,0.55359,2552,24564,0.53085,0.57582
331,331,2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.05742,37,24564,0.03676,0.07968
332,332,2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.13762,77,24564,0.106,0.18376
333,333,2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.30996,206,24564,0.26802,0.37026
334,334,2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.49499,279,24564,0.42172,0.56332
335,335,2013,46-65 y.,First Stage of Tertiary Education,At least once per week,0.05828,48,24564,0.04429,0.07463
336,336,2013,46-65 y.,First Stage of Tertiary Education,At least once per month,0.09522,77,24564,0.06959,0.12352
337,337,2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.38821,282,24564,0.33299,0.44367
338,338,2013,46-65 y.,First Stage of Tertiary Education,Never,0.4583,367,24564,0.41262,0.51063
339,339,2013,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.04661,129,24564,0.03797,0.05778
340,340,2013,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.09963,237,24564,0.08531,0.11472
341,341,2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.38933,849,24564,0.35835,0.42528
342,342,2013,46-65 y.,Second Stage of Tertiary Education,Never,0.46443,1112,24564,0.43699,0.4954
343,343,2013,66 and older,Primary Level,Never,1.0,47,24564,0.81482,1.18933
344,344,2013,66 and older,Lower Secondary Level,Seldom,0.09861,78,24564,0.08413,0.11289
345,345,2013,66 and older,Lower Secondary Level,Never,0.90139,605,24564,0.85773,0.94768
346,346,2013,66 and older,Upper Secondary Level,At least once per week,0.02652,67,24564,0.02236,0.03129
347,347,2013,66 and older,Upper Secondary Level,At least once per month,0.05497,155,24564,0.04949,0.06116
348,348,2013,66 and older,Upper Secondary Level,Seldom,0.2052,545,24564,0.19242,0.21883
349,349,2013,66 and older,Upper Secondary Level,Never,0.71331,1740,24564,0.68797,0.7351
350,350,2013,66 and older,Post-secondary Non-tertiary Level,Never,1.0,86,24564,0.82644,1.15511
351,351,2013,66 and older,First Stage of Tertiary Education,Seldom,0.33632,102,24564,0.27209,0.38934
352,352,2013,66 and older,First Stage of Tertiary Education,Never,0.66368,206,24564,0.59783,0.74114
353,353,2013,66 and older,Second Stage of Tertiary Education,At least once per week,0.01982,31,24564,0.01418,0.02517
354,354,2013,66 and older,Second Stage of Tertiary Education,At least once per month,0.05683,70,24564,0.04562,0.07312
355,355,2013,66 and older,Second Stage of Tertiary Education,Seldom,0.25129,323,24564,0.22758,0.27667
356,356,2013,66 and older,Second Stage of Tertiary Education,Never,0.67206,716,24564,0.63017,0.71535
357,357,2017,17-29 y.,Primary Level,At least once per week,0.08536,35,3211,0.06145,0.11204
358,358,2017,17-29 y.,Primary Level,At least once per month,0.09173,39,3211,0.06369,0.12492
359,359,2017,17-29 y.,Primary Level,Seldom,0.11616,60,3211,0.08591,0.15339
360,360,2017,17-29 y.,Primary Level,Never,0.70675,366,3211,0.61403,0.77754
361,361,2017,17-29 y.,Lower Secondary Level,Seldom,0.18717,55,3211,0.13717,0.24406
362,362,2017,17-29 y.,Lower Secondary Level,Never,0.81283,233,3211,0.72096,0.89687
363,363,2017,17-29 y.,Upper Secondary Level,Seldom,0.21375,41,3211,0.15616,0.2893
364,364,2017,17-29 y.,Upper Secondary Level,Never,0.78625,179,3211,0.66694,0.92358
365,365,2017,17-29 y.,Second Stage of Tertiary Education,Seldom,0.23145,50,3211,0.18432,0.2856
366,366,2017,17-29 y.,Second Stage of Tertiary Education,Never,0.76855,158,3211,0.65954,0.87869
367,367,2017,30-45 y.,Primary Level,Seldom,0.12917,84,3211,0.10486,0.16807
368,368,2017,30-45 y.,Primary Level,Never,0.87083,527,3211,0.79112,0.96177
369,369,2017,30-45 y.,Lower Secondary Level,Seldom,0.18556,68,3211,0.12989,0.23388
370,370,2017,30-45 y.,Lower Secondary Level,Never,0.81444,260,3211,0.68938,0.95888
371,371,2017,30-45 y.,Upper Secondary Level,Seldom,0.20386,52,3211,0.15036,0.26489
372,372,2017,30-45 y.,Upper Secondary Level,Never,0.79614,209,3211,0.69428,0.92622
373,373,2017,30-45 y.,Post-secondary Non-tertiary Level,Never,1.0,32,3211,0.75985,1.25615
374,374,2017,30-45 y.,Second Stage of Tertiary Education,Seldom,0.24904,70,3211,0.19489,0.31515
375,375,2017,30-45 y.,Second Stage of Tertiary Education,Never,0.75096,240,3211,0.66063,0.85889
376,376,2017,46-65 y.,Primary Level,Never,1.0,190,3211,0.7963,1.17638
377,377,2017,46-65 y.,Lower Secondary Level,Never,1.0,67,3211,0.82634,1.19217
378,378,2017,46-65 y.,Upper Secondary Level,Never,1.0,76,3211,0.77987,1.31955
379,379,2017,46-65 y.,Second Stage of Tertiary Education,Seldom,0.24173,32,3211,0.14994,0.34146
380,380,2017,46-65 y.,Second Stage of Tertiary Education,Never,0.75827,88,3211,0.62639,0.93023
381,381,2018,17-29 y.,Primary Level,At least once per week,0.13848,39,2425,0.09685,0.19874
382,382,2018,17-29 y.,Primary Level,At least once per month,0.0969,33,2425,0.06665,0.12943
383,383,2018,17-29 y.,Primary Level,Seldom,0.17932,65,2425,0.13131,0.23733
384,384,2018,17-29 y.,Primary Level,Never,0.58529,237,2425,0.50748,0.66938
385,385,2018,17-29 y.,Lower Secondary Level,Seldom,0.36996,60,2425,0.27744,0.46146
386,386,2018,17-29 y.,Lower Secondary Level,Never,0.63004,135,2425,0.51534,0.78276
387,387,2018,17-29 y.,Upper Secondary Level,Seldom,0.28675,46,2425,0.22215,0.37168
388,388,2018,17-29 y.,Upper Secondary Level,Never,0.71325,104,2425,0.59676,0.82042
389,389,2018,17-29 y.,Second Stage of Tertiary Education,Seldom,0.34426,39,2425,0.27084,0.42497
390,390,2018,17-29 y.,Second Stage of Tertiary Education,Never,0.65574,84,2425,0.53445,0.7825
391,391,2018,30-45 y.,Primary Level,At least once per week,0.05652,36,2425,0.0382,0.08257
392,392,2018,30-45 y.,Primary Level,At least once per month,0.0696,43,2425,0.04857,0.08684
393,393,2018,30-45 y.,Primary Level,Seldom,0.17492,93,2425,0.13452,0.22476
394,394,2018,30-45 y.,Primary Level,Never,0.69896,369,2425,0.60465,0.78092
395,395,2018,30-45 y.,Lower Secondary Level,Seldom,0.22283,52,2425,0.15634,0.30521
396,396,2018,30-45 y.,Lower Secondary Level,Never,0.77717,201,2425,0.61355,0.9351
397,397,2018,30-45 y.,Upper Secondary Level,Seldom,0.14562,45,2425,0.10574,0.19228
398,398,2018,30-45 y.,Upper Secondary Level,Never,0.85438,175,2425,0.7053,0.97719
399,399,2018,30-45 y.,Second Stage of Tertiary Education,Seldom,0.28552,74,2425,0.22657,0.37341
400,400,2018,30-45 y.,Second Stage of Tertiary Education,Never,0.71448,186,2425,0.60152,0.82812
401,401,2018,46-65 y.,Primary Level,Never,1.0,134,2425,0.77762,1.24748
402,402,2018,46-65 y.,Lower Secondary Level,Never,1.0,49,2425,0.59923,1.46241
403,403,2018,46-65 y.,Upper Secondary Level,Never,1.0,58,2425,0.69102,1.32083
404,404,2018,46-65 y.,Second Stage of Tertiary Education,Never,1.0,68,2425,0.74948,1.3103
405,405,2019,17-29 y.,Pre-primary Level,At least once per week,0.10497,34,27660,0.06246,0.15651
406,406,2019,17-29 y.,Pre-primary Level,At least once per month,0.18758,54,27660,0.10532,0.25487
407,407,2019,17-29 y.,Pre-primary Level,Seldom,0.32985,112,27660,0.24894,0.42119
408,408,2019,17-29 y.,Pre-primary Level,Never,0.37761,131,27660,0.29751,0.44971
409,409,2019,17-29 y.,Primary Level,At least once per week,0.10513,44,27660,0.04417,0.21324
410,410,2019,17-29 y.,Primary Level,At least once per month,0.06626,31,27660,0.03756,0.09679
411,411,2019,17-29 y.,Primary Level,Seldom,0.12687,64,27660,0.08422,0.17094
412,412,2019,17-29 y.,Primary Level,Never,0.70174,256,27660,0.51332,0.88382
413,413,2019,17-29 y.,Lower Secondary Level,At least once per week,0.11234,92,27660,0.08301,0.14399
414,414,2019,17-29 y.,Lower Secondary Level,At least once per month,0.12089,78,27660,0.07853,0.17018
415,415,2019,17-29 y.,Lower Secondary Level,Seldom,0.23515,230,27660,0.19232,0.28648
416,416,2019,17-29 y.,Lower Secondary Level,Never,0.53162,530,27660,0.46398,0.59994
417,417,2019,17-29 y.,Upper Secondary Level,At least once per week,0.10375,177,27660,0.08492,0.12102
418,418,2019,17-29 y.,Upper Secondary Level,At least once per month,0.14486,229,27660,0.12017,0.17347
419,419,2019,17-29 y.,Upper Secondary Level,Seldom,0.33677,561,27660,0.30269,0.37619
420,420,2019,17-29 y.,Upper Secondary Level,Never,0.41463,734,27660,0.37191,0.45784
421,421,2019,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.14396,43,27660,0.10792,0.19336
422,422,2019,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.3549,98,27660,0.28477,0.43646
423,423,2019,17-29 y.,Post-secondary Non-tertiary Level,Never,0.50113,130,27660,0.41237,0.61841
424,424,2019,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.04558,43,27660,0.02887,0.06658
425,425,2019,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.11835,72,27660,0.08618,0.15036
426,426,2019,17-29 y.,Second Stage of Tertiary Education,Seldom,0.46376,223,27660,0.40088,0.54767
427,427,2019,17-29 y.,Second Stage of Tertiary Education,Never,0.37231,232,27660,0.29291,0.46538
428,428,2019,30-45 y.,Primary Level,At least once per week,0.07697,52,27660,0.03097,0.1487
429,429,2019,30-45 y.,Primary Level,At least once per month,0.06593,52,27660,0.02809,0.10472
430,430,2019,30-45 y.,Primary Level,Seldom,0.13226,121,27660,0.06957,0.23703
431,431,2019,30-45 y.,Primary Level,Never,0.72485,501,27660,0.57059,0.92869
432,432,2019,30-45 y.,Lower Secondary Level,At least once per week,0.07636,61,27660,0.05011,0.10851
433,433,2019,30-45 y.,Lower Secondary Level,At least once per month,0.11431,55,27660,0.07633,0.16149
434,434,2019,30-45 y.,Lower Secondary Level,Seldom,0.14948,149,27660,0.11813,0.18668
435,435,2019,30-45 y.,Lower Secondary Level,Never,0.65985,542,27660,0.56293,0.77887
436,436,2019,30-45 y.,Upper Secondary Level,At least once per week,0.06623,223,27660,0.05562,0.07883
437,437,2019,30-45 y.,Upper Secondary Level,At least once per month,0.12622,275,27660,0.10662,0.15022
438,438,2019,30-45 y.,Upper Secondary Level,Seldom,0.32349,770,27660,0.28598,0.36227
439,439,2019,30-45 y.,Upper Secondary Level,Never,0.48406,1330,27660,0.44997,0.52567
440,440,2019,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.04895,59,27660,0.0352,0.06449
441,441,2019,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.1391,97,27660,0.10479,0.17926
442,442,2019,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.3717,307,27660,0.31931,0.43268
443,443,2019,30-45 y.,Post-secondary Non-tertiary Level,Never,0.44024,371,27660,0.37205,0.50887
444,444,2019,30-45 y.,First Stage of Tertiary Education,At least once per week,0.06896,35,27660,0.0493,0.08923
445,445,2019,30-45 y.,First Stage of Tertiary Education,At least once per month,0.15685,54,27660,0.10147,0.21595
446,446,2019,30-45 y.,First Stage of Tertiary Education,Seldom,0.3991,142,27660,0.31341,0.49267
447,447,2019,30-45 y.,First Stage of Tertiary Education,Never,0.37509,121,27660,0.26591,0.47181
448,448,2019,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.04078,150,27660,0.02996,0.04966
449,449,2019,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.11955,261,27660,0.09613,0.14245
450,450,2019,30-45 y.,Second Stage of Tertiary Education,Seldom,0.39913,846,27660,0.36327,0.43796
451,451,2019,30-45 y.,Second Stage of Tertiary Education,Never,0.44054,1063,27660,0.40388,0.48445
452,452,2019,46-65 y.,Primary Level,Seldom,0.09777,45,27660,0.04718,0.16242
453,453,2019,46-65 y.,Primary Level,Never,0.90223,267,27660,0.70375,1.13125
454,454,2019,46-65 y.,Lower Secondary Level,At least once per week,0.03708,35,27660,0.02173,0.05643
455,455,2019,46-65 y.,Lower Secondary Level,At least once per month,0.05737,40,27660,0.03664,0.08436
456,456,2019,46-65 y.,Lower Secondary Level,Seldom,0.17086,137,27660,0.13799,0.21463
457,457,2019,46-65 y.,Lower Secondary Level,Never,0.73469,528,27660,0.66914,0.82325
458,458,2019,46-65 y.,Upper Secondary Level,At least once per week,0.05258,255,27660,0.04457,0.06158
459,459,2019,46-65 y.,Upper Secondary Level,At least once per month,0.08959,467,27660,0.07964,0.09932
460,460,2019,46-65 y.,Upper Secondary Level,Seldom,0.31094,1401,27660,0.29427,0.32931
461,461,2019,46-65 y.,Upper Secondary Level,Never,0.54689,2601,27660,0.51903,0.57003
462,462,2019,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.05237,63,27660,0.03783,0.07325
463,463,2019,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.11284,105,27660,0.08187,0.14709
464,464,2019,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.31508,330,27660,0.27055,0.36277
465,465,2019,46-65 y.,Post-secondary Non-tertiary Level,Never,0.5197,456,27660,0.45479,0.59502
466,466,2019,46-65 y.,First Stage of Tertiary Education,At least once per week,0.06054,54,27660,0.0428,0.08639
467,467,2019,46-65 y.,First Stage of Tertiary Education,At least once per month,0.10005,115,27660,0.07388,0.12957
468,468,2019,46-65 y.,First Stage of Tertiary Education,Seldom,0.40663,344,27660,0.34614,0.47476
469,469,2019,46-65 y.,First Stage of Tertiary Education,Never,0.43278,355,27660,0.37144,0.51513
470,470,2019,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.04508,166,27660,0.0352,0.05737
471,471,2019,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.13379,425,27660,0.11574,0.15318
472,472,2019,46-65 y.,Second Stage of Tertiary Education,Seldom,0.35172,1170,27660,0.32402,0.38153
473,473,2019,46-65 y.,Second Stage of Tertiary Education,Never,0.46941,1439,27660,0.43676,0.50444
474,474,2019,66 and older,Primary Level,Never,1.0,41,27660,0.66446,1.35582
475,475,2019,66 and older,Lower Secondary Level,Seldom,0.17752,90,27660,0.14315,0.2088
476,476,2019,66 and older,Lower Secondary Level,Never,0.82248,423,27660,0.75565,0.89719
477,477,2019,66 and older,Upper Secondary Level,At least once per week,0.03135,87,27660,0.02636,0.03801
478,478,2019,66 and older,Upper Secondary Level,At least once per month,0.06569,177,27660,0.05682,0.07578
479,479,2019,66 and older,Upper Secondary Level,Seldom,0.2116,606,27660,0.19689,0.22497
480,480,2019,66 and older,Upper Secondary Level,Never,0.69136,1681,27660,0.66106,0.7267
481,481,2019,66 and older,Post-secondary Non-tertiary Level,Seldom,0.31595,52,27660,0.21439,0.42276
482,482,2019,66 and older,Post-secondary Non-tertiary Level,Never,0.68405,100,27660,0.5357,0.83689
483,483,2019,66 and older,First Stage of Tertiary Education,Seldom,0.30319,101,27660,0.23475,0.37458
484,484,2019,66 and older,First Stage of Tertiary Education,Never,0.69681,229,27660,0.60661,0.7881
485,485,2019,66 and older,Second Stage of Tertiary Education,At least once per week,0.02587,42,27660,0.01744,0.03711
486,486,2019,66 and older,Second Stage of Tertiary Education,At least once per month,0.05877,113,27660,0.04427,0.07855
487,487,2019,66 and older,Second Stage of Tertiary Education,Seldom,0.24451,424,27660,0.22117,0.2699
488,488,2019,66 and older,Second Stage of Tertiary Education,Never,0.67086,861,27660,0.62331,0.72669
