year,pgisced97,quintil_oecd,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Secondary Level,1st Quintile,At least once per month,0.04223,38,681,0.02711,0.05734
1995,Lower Secondary Level,1st Quintile,Seldom,0.12678,102,681,0.10177,0.15179
1995,Lower Secondary Level,1st Quintile,Never,0.79767,541,681,0.76748,0.82787
1995,Lower Secondary Level,2nd Quintile,At least once per month,0.06228,40,562,0.04229,0.08228
1995,Lower Secondary Level,2nd Quintile,Seldom,0.15480,106,562,0.12487,0.18473
1995,Lower Secondary Level,2nd Quintile,Never,0.75413,416,562,0.71850,0.78976
1995,Lower Secondary Level,3rd Quintile,At least once per week,0.04757,31,511,0.02909,0.06604
1995,Lower Secondary Level,3rd Quintile,At least once per month,0.05960,40,511,0.03906,0.08015
1995,Lower Secondary Level,3rd Quintile,Seldom,0.17512,96,511,0.14213,0.20810
1995,Lower Secondary Level,3rd Quintile,Never,0.71650,344,511,0.67738,0.75561
1995,Lower Secondary Level,4th Quintile,At least once per month,0.06998,36,385,0.04446,0.09550
1995,Lower Secondary Level,4th Quintile,Seldom,0.24283,109,385,0.19994,0.28572
1995,Lower Secondary Level,4th Quintile,Never,0.63852,240,385,0.59047,0.68657
1995,Lower Secondary Level,5th Quintile,Seldom,0.28378,74,220,0.22407,0.34350
1995,Lower Secondary Level,5th Quintile,Never,0.60760,146,220,0.54292,0.67227
1995,Upper Secondary Level,1st Quintile,At least once per week,0.04783,51,1166,0.03558,0.06009
1995,Upper Secondary Level,1st Quintile,At least once per month,0.06581,69,1166,0.05157,0.08004
1995,Upper Secondary Level,1st Quintile,Seldom,0.22001,259,1166,0.19622,0.24380
1995,Upper Secondary Level,1st Quintile,Never,0.66585,787,1166,0.63877,0.69294
1995,Upper Secondary Level,2nd Quintile,At least once per week,0.04515,79,1505,0.03466,0.05565
1995,Upper Secondary Level,2nd Quintile,At least once per month,0.07819,117,1505,0.06462,0.09175
1995,Upper Secondary Level,2nd Quintile,Seldom,0.24411,381,1505,0.22240,0.26582
1995,Upper Secondary Level,2nd Quintile,Never,0.63157,928,1505,0.60719,0.65595
1995,Upper Secondary Level,3rd Quintile,At least once per week,0.05473,75,1415,0.04288,0.06659
1995,Upper Secondary Level,3rd Quintile,At least once per month,0.07253,116,1415,0.05902,0.08605
1995,Upper Secondary Level,3rd Quintile,Seldom,0.29807,435,1415,0.27423,0.32191
1995,Upper Secondary Level,3rd Quintile,Never,0.57320,789,1415,0.54742,0.59898
1995,Upper Secondary Level,4th Quintile,At least once per week,0.07672,106,1417,0.06286,0.09058
1995,Upper Secondary Level,4th Quintile,At least once per month,0.08739,142,1417,0.07268,0.10210
1995,Upper Secondary Level,4th Quintile,Seldom,0.30476,428,1417,0.28078,0.32873
1995,Upper Secondary Level,4th Quintile,Never,0.53038,741,1417,0.50439,0.55638
1995,Upper Secondary Level,5th Quintile,At least once per week,0.03788,58,1163,0.02691,0.04886
1995,Upper Secondary Level,5th Quintile,At least once per month,0.08266,99,1163,0.06683,0.09849
1995,Upper Secondary Level,5th Quintile,Seldom,0.31737,379,1163,0.29060,0.34413
1995,Upper Secondary Level,5th Quintile,Never,0.55933,627,1163,0.53079,0.58788
1995,Post-secondary Non-tertiary Level,1st Quintile,Never,0.58535,60,60,0.45963,0.71106
1995,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.49026,49,49,0.34884,0.63168
1995,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.36843,32,87,0.26648,0.47038
1995,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.46824,55,87,0.36278,0.57371
1995,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.29777,31,77,0.19496,0.40058
1995,Post-secondary Non-tertiary Level,4th Quintile,Never,0.49807,46,77,0.38565,0.61048
1995,Post-secondary Non-tertiary Level,5th Quintile,Never,0.57796,44,44,0.43034,0.72558
1995,First Stage of Tertiary Education,1st Quintile,Never,0.63079,40,40,0.47932,0.78225
1995,First Stage of Tertiary Education,2nd Quintile,Seldom,0.24775,39,114,0.16815,0.32735
1995,First Stage of Tertiary Education,2nd Quintile,Never,0.61638,75,114,0.52672,0.70603
1995,First Stage of Tertiary Education,3rd Quintile,Seldom,0.33834,63,145,0.26106,0.41562
1995,First Stage of Tertiary Education,3rd Quintile,Never,0.49485,82,145,0.41318,0.57651
1995,First Stage of Tertiary Education,4th Quintile,Seldom,0.27156,58,158,0.20199,0.34114
1995,First Stage of Tertiary Education,4th Quintile,Never,0.64086,100,158,0.56582,0.71591
1995,First Stage of Tertiary Education,5th Quintile,Seldom,0.38104,77,170,0.30782,0.45426
1995,First Stage of Tertiary Education,5th Quintile,Never,0.46989,93,170,0.39464,0.54513
1995,Second Stage of Tertiary Education,1st Quintile,Seldom,0.26765,36,128,0.19064,0.34465
1995,Second Stage of Tertiary Education,1st Quintile,Never,0.63175,92,128,0.54786,0.71563
1995,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.31838,71,239,0.25919,0.37756
1995,Second Stage of Tertiary Education,2nd Quintile,Never,0.61929,168,239,0.55760,0.68098
1995,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.27657,96,287,0.22473,0.32841
1995,Second Stage of Tertiary Education,3rd Quintile,Never,0.62829,191,287,0.57228,0.68430
1995,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.07485,32,385,0.04853,0.10117
1995,Second Stage of Tertiary Education,4th Quintile,Seldom,0.30735,125,385,0.26120,0.35350
1995,Second Stage of Tertiary Education,4th Quintile,Never,0.58290,228,385,0.53358,0.63222
1995,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.06237,39,610,0.04316,0.08158
1995,Second Stage of Tertiary Education,5th Quintile,Seldom,0.30674,203,610,0.27012,0.34337
1995,Second Stage of Tertiary Education,5th Quintile,Never,0.58912,368,610,0.55005,0.62820
1998,No answer / don't know,1st Quintile,Never,0.62419,58,58,0.49846,0.74993
1998,Pre-primary Level,2nd Quintile,Seldom,0.46503,32,32,0.28945,0.64061
1998,Pre-primary Level,3rd Quintile,Seldom,0.40233,35,35,0.23749,0.56716
1998,Primary Level,1st Quintile,Never,0.78611,144,144,0.71891,0.85332
1998,Primary Level,2nd Quintile,Never,0.75916,76,76,0.66239,0.85593
1998,Primary Level,3rd Quintile,Never,0.74070,48,48,0.61540,0.86599
1998,Primary Level,4th Quintile,Never,0.78313,40,40,0.65378,0.91247
1998,Lower Secondary Level,1st Quintile,At least once per month,0.05494,40,616,0.03693,0.07295
1998,Lower Secondary Level,1st Quintile,Seldom,0.14244,108,616,0.11482,0.17007
1998,Lower Secondary Level,1st Quintile,Never,0.76759,468,616,0.73420,0.80097
1998,Lower Secondary Level,2nd Quintile,At least once per month,0.04743,35,513,0.02902,0.06584
1998,Lower Secondary Level,2nd Quintile,Seldom,0.18909,123,513,0.15517,0.22301
1998,Lower Secondary Level,2nd Quintile,Never,0.71961,355,513,0.68070,0.75852
1998,Lower Secondary Level,3rd Quintile,Seldom,0.20725,99,394,0.16718,0.24733
1998,Lower Secondary Level,3rd Quintile,Never,0.69277,295,394,0.64716,0.73838
1998,Lower Secondary Level,4th Quintile,Seldom,0.23894,91,309,0.19132,0.28657
1998,Lower Secondary Level,4th Quintile,Never,0.62607,218,309,0.57203,0.68011
1998,Lower Secondary Level,5th Quintile,Seldom,0.32710,59,165,0.25530,0.39891
1998,Lower Secondary Level,5th Quintile,Never,0.56711,106,165,0.49128,0.64295
1998,Upper Secondary Level,1st Quintile,At least once per week,0.04411,49,1071,0.03181,0.05641
1998,Upper Secondary Level,1st Quintile,At least once per month,0.06717,64,1071,0.05217,0.08217
1998,Upper Secondary Level,1st Quintile,Seldom,0.26757,295,1071,0.24105,0.29410
1998,Upper Secondary Level,1st Quintile,Never,0.61970,663,1071,0.59061,0.64879
1998,Upper Secondary Level,2nd Quintile,At least once per week,0.04094,63,1311,0.03021,0.05167
1998,Upper Secondary Level,2nd Quintile,At least once per month,0.07383,110,1311,0.05967,0.08799
1998,Upper Secondary Level,2nd Quintile,Seldom,0.28045,379,1311,0.25612,0.30477
1998,Upper Secondary Level,2nd Quintile,Never,0.60273,759,1311,0.57623,0.62923
1998,Upper Secondary Level,3rd Quintile,At least once per week,0.05050,64,1387,0.03897,0.06203
1998,Upper Secondary Level,3rd Quintile,At least once per month,0.06950,101,1387,0.05611,0.08289
1998,Upper Secondary Level,3rd Quintile,Seldom,0.31485,445,1387,0.29040,0.33930
1998,Upper Secondary Level,3rd Quintile,Never,0.56515,777,1387,0.53905,0.59125
1998,Upper Secondary Level,4th Quintile,At least once per week,0.05501,77,1345,0.04282,0.06720
1998,Upper Secondary Level,4th Quintile,At least once per month,0.07627,113,1345,0.06208,0.09046
1998,Upper Secondary Level,4th Quintile,Seldom,0.33700,448,1345,0.31173,0.36227
1998,Upper Secondary Level,4th Quintile,Never,0.52818,707,1345,0.50149,0.55487
1998,Upper Secondary Level,5th Quintile,At least once per week,0.06325,63,1048,0.04851,0.07799
1998,Upper Secondary Level,5th Quintile,At least once per month,0.09391,94,1048,0.07624,0.11158
1998,Upper Secondary Level,5th Quintile,Seldom,0.35598,382,1048,0.32698,0.38499
1998,Upper Secondary Level,5th Quintile,Never,0.48656,509,1048,0.45628,0.51683
1998,Post-secondary Non-tertiary Level,1st Quintile,Never,0.55054,50,50,0.41125,0.68982
1998,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.40227,31,31,0.22680,0.57774
1998,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.53795,48,48,0.39542,0.68049
1998,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.42845,56,111,0.33597,0.52092
1998,Post-secondary Non-tertiary Level,4th Quintile,Never,0.50395,55,111,0.41052,0.59739
1998,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.44253,32,71,0.32617,0.55889
1998,Post-secondary Non-tertiary Level,5th Quintile,Never,0.46609,39,71,0.34922,0.58295
1998,First Stage of Tertiary Education,1st Quintile,Never,0.76716,41,41,0.63618,0.89814
1998,First Stage of Tertiary Education,2nd Quintile,Seldom,0.34843,48,107,0.25772,0.43913
1998,First Stage of Tertiary Education,2nd Quintile,Never,0.50715,59,107,0.41197,0.60232
1998,First Stage of Tertiary Education,3rd Quintile,Seldom,0.37806,60,130,0.29438,0.46174
1998,First Stage of Tertiary Education,3rd Quintile,Never,0.44224,70,130,0.35653,0.52795
1998,First Stage of Tertiary Education,4th Quintile,Seldom,0.37897,77,170,0.30582,0.45211
1998,First Stage of Tertiary Education,4th Quintile,Never,0.48816,93,170,0.41280,0.56353
1998,First Stage of Tertiary Education,5th Quintile,Seldom,0.36214,76,158,0.28696,0.43733
1998,First Stage of Tertiary Education,5th Quintile,Never,0.50617,82,158,0.42796,0.58437
1998,Second Stage of Tertiary Education,1st Quintile,Seldom,0.43565,41,95,0.33541,0.53589
1998,Second Stage of Tertiary Education,1st Quintile,Never,0.41633,54,95,0.31668,0.51598
1998,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.20308,52,184,0.14479,0.26137
1998,Second Stage of Tertiary Education,2nd Quintile,Never,0.70303,132,184,0.63683,0.76923
1998,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.31218,96,280,0.25781,0.36656
1998,Second Stage of Tertiary Education,3rd Quintile,Never,0.59128,184,280,0.53360,0.64897
1998,Second Stage of Tertiary Education,4th Quintile,Seldom,0.34614,159,381,0.29831,0.39397
1998,Second Stage of Tertiary Education,4th Quintile,Never,0.56281,222,381,0.51294,0.61269
1998,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.07549,50,663,0.05536,0.09561
1998,Second Stage of Tertiary Education,5th Quintile,Seldom,0.33604,240,663,0.30005,0.37202
1998,Second Stage of Tertiary Education,5th Quintile,Never,0.55631,373,663,0.51846,0.59415
2003,No answer / don't know,1st Quintile,Never,0.68229,54,54,0.55694,0.80763
2003,Pre-primary Level,1st Quintile,Seldom,0.46379,48,84,0.35650,0.57107
2003,Pre-primary Level,1st Quintile,Never,0.38283,36,84,0.27826,0.48741
2003,Pre-primary Level,3rd Quintile,Seldom,0.41700,40,40,0.26225,0.57175
2003,Pre-primary Level,4th Quintile,Seldom,0.33297,45,83,0.23097,0.43498
2003,Pre-primary Level,4th Quintile,Never,0.30201,38,83,0.20263,0.40139
2003,Pre-primary Level,5th Quintile,At least once per month,0.25613,43,150,0.18604,0.32622
2003,Pre-primary Level,5th Quintile,Seldom,0.33430,66,150,0.25855,0.41005
2003,Pre-primary Level,5th Quintile,Never,0.23302,41,150,0.16514,0.30090
2003,Primary Level,1st Quintile,Never,0.82733,110,110,0.75638,0.89829
2003,Primary Level,2nd Quintile,Never,0.83715,59,59,0.74212,0.93217
2003,Lower Secondary Level,1st Quintile,At least once per month,0.04000,40,808,0.02648,0.05352
2003,Lower Secondary Level,1st Quintile,Seldom,0.13418,115,808,0.11067,0.15770
2003,Lower Secondary Level,1st Quintile,Never,0.79190,653,808,0.76389,0.81991
2003,Lower Secondary Level,2nd Quintile,At least once per month,0.06181,46,668,0.04353,0.08008
2003,Lower Secondary Level,2nd Quintile,Seldom,0.17018,123,668,0.14166,0.19870
2003,Lower Secondary Level,2nd Quintile,Never,0.72826,499,668,0.69450,0.76202
2003,Lower Secondary Level,3rd Quintile,At least once per month,0.06515,35,461,0.04259,0.08770
2003,Lower Secondary Level,3rd Quintile,Seldom,0.14482,88,461,0.11266,0.17698
2003,Lower Secondary Level,3rd Quintile,Never,0.73962,338,461,0.69952,0.77973
2003,Lower Secondary Level,4th Quintile,At least once per month,0.11335,40,391,0.08188,0.14481
2003,Lower Secondary Level,4th Quintile,Seldom,0.16352,77,391,0.12682,0.20023
2003,Lower Secondary Level,4th Quintile,Never,0.66742,274,391,0.62066,0.71418
2003,Lower Secondary Level,5th Quintile,Seldom,0.29192,95,255,0.23601,0.34783
2003,Lower Secondary Level,5th Quintile,Never,0.64064,160,255,0.58163,0.69965
2003,Upper Secondary Level,1st Quintile,At least once per week,0.04313,69,1730,0.03355,0.05270
2003,Upper Secondary Level,1st Quintile,At least once per month,0.04943,98,1730,0.03922,0.05965
2003,Upper Secondary Level,1st Quintile,Seldom,0.21316,374,1730,0.19386,0.23247
2003,Upper Secondary Level,1st Quintile,Never,0.69299,1189,1730,0.67125,0.71473
2003,Upper Secondary Level,2nd Quintile,At least once per week,0.04370,108,2243,0.03524,0.05216
2003,Upper Secondary Level,2nd Quintile,At least once per month,0.06822,154,2243,0.05778,0.07866
2003,Upper Secondary Level,2nd Quintile,Seldom,0.24114,553,2243,0.22344,0.25885
2003,Upper Secondary Level,2nd Quintile,Never,0.64657,1428,2243,0.62678,0.66636
2003,Upper Secondary Level,3rd Quintile,At least once per week,0.05415,128,2315,0.04493,0.06337
2003,Upper Secondary Level,3rd Quintile,At least once per month,0.06072,159,2315,0.05099,0.07045
2003,Upper Secondary Level,3rd Quintile,Seldom,0.31073,702,2315,0.29187,0.32958
2003,Upper Secondary Level,3rd Quintile,Never,0.57408,1326,2315,0.55393,0.59423
2003,Upper Secondary Level,4th Quintile,At least once per week,0.05381,136,2254,0.04449,0.06312
2003,Upper Secondary Level,4th Quintile,At least once per month,0.09356,209,2254,0.08153,0.10558
2003,Upper Secondary Level,4th Quintile,Seldom,0.32858,731,2254,0.30919,0.34798
2003,Upper Secondary Level,4th Quintile,Never,0.52263,1178,2254,0.50200,0.54325
2003,Upper Secondary Level,5th Quintile,At least once per week,0.05210,146,2457,0.04331,0.06089
2003,Upper Secondary Level,5th Quintile,At least once per month,0.08485,231,2457,0.07383,0.09587
2003,Upper Secondary Level,5th Quintile,Seldom,0.35832,875,2457,0.33935,0.37728
2003,Upper Secondary Level,5th Quintile,Never,0.50375,1205,2457,0.48398,0.52352
2003,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.22585,36,132,0.15424,0.29745
2003,Post-secondary Non-tertiary Level,1st Quintile,Never,0.64702,96,132,0.56518,0.72886
2003,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.23495,40,134,0.16289,0.30700
2003,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.68329,94,134,0.60423,0.76235
2003,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.30632,61,167,0.23620,0.37645
2003,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.54428,106,167,0.46852,0.62004
2003,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.17405,40,237,0.12568,0.22243
2003,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.43443,110,237,0.37118,0.49767
2003,Post-secondary Non-tertiary Level,4th Quintile,Never,0.33806,87,237,0.27771,0.39842
2003,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.09903,43,371,0.06859,0.12947
2003,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.32460,129,371,0.27689,0.37231
2003,Post-secondary Non-tertiary Level,5th Quintile,Never,0.52034,199,371,0.46943,0.57124
2003,First Stage of Tertiary Education,1st Quintile,Seldom,0.22664,35,129,0.15411,0.29917
2003,First Stage of Tertiary Education,1st Quintile,Never,0.72703,94,129,0.64985,0.80420
2003,First Stage of Tertiary Education,2nd Quintile,Seldom,0.30954,72,227,0.24926,0.36981
2003,First Stage of Tertiary Education,2nd Quintile,Never,0.57701,155,227,0.51260,0.64142
2003,First Stage of Tertiary Education,3rd Quintile,Seldom,0.31802,110,305,0.26567,0.37037
2003,First Stage of Tertiary Education,3rd Quintile,Never,0.58222,195,305,0.52678,0.63767
2003,First Stage of Tertiary Education,4th Quintile,At least once per month,0.10342,43,412,0.07398,0.13286
2003,First Stage of Tertiary Education,4th Quintile,Seldom,0.37984,158,412,0.33292,0.42676
2003,First Stage of Tertiary Education,4th Quintile,Never,0.47116,211,412,0.42290,0.51942
2003,First Stage of Tertiary Education,5th Quintile,At least once per month,0.11805,47,469,0.08882,0.14729
2003,First Stage of Tertiary Education,5th Quintile,Seldom,0.37100,194,469,0.32723,0.41477
2003,First Stage of Tertiary Education,5th Quintile,Never,0.43765,228,469,0.39270,0.48260
2003,Second Stage of Tertiary Education,1st Quintile,Seldom,0.21603,45,185,0.15656,0.27549
2003,Second Stage of Tertiary Education,1st Quintile,Never,0.69837,140,185,0.63205,0.76469
2003,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.29678,82,241,0.23898,0.35458
2003,Second Stage of Tertiary Education,2nd Quintile,Never,0.61897,159,241,0.55753,0.68041
2003,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.05107,31,481,0.03138,0.07077
2003,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.31117,159,481,0.26975,0.35259
2003,Second Stage of Tertiary Education,3rd Quintile,Never,0.59320,291,481,0.54925,0.63714
2003,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.08995,72,845,0.07065,0.10925
2003,Second Stage of Tertiary Education,4th Quintile,Seldom,0.34247,324,845,0.31046,0.37449
2003,Second Stage of Tertiary Education,4th Quintile,Never,0.52492,449,845,0.49123,0.55861
2003,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.03579,83,2461,0.02845,0.04314
2003,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.08084,184,2461,0.07007,0.09161
2003,Second Stage of Tertiary Education,5th Quintile,Seldom,0.35821,903,2461,0.33926,0.37716
2003,Second Stage of Tertiary Education,5th Quintile,Never,0.52459,1291,2461,0.50486,0.54433
2008,No answer / don't know,1st Quintile,Never,0.65468,73,73,0.54485,0.76451
2008,Pre-primary Level,4th Quintile,Seldom,0.40994,32,32,0.23681,0.58307
2008,Primary Level,1st Quintile,Never,0.92206,93,93,0.86729,0.97684
2008,Lower Secondary Level,1st Quintile,Seldom,0.14218,93,599,0.11419,0.17017
2008,Lower Secondary Level,1st Quintile,Never,0.80147,506,599,0.76950,0.83344
2008,Lower Secondary Level,2nd Quintile,Seldom,0.14000,73,470,0.10859,0.17140
2008,Lower Secondary Level,2nd Quintile,Never,0.75483,397,470,0.71589,0.79376
2008,Lower Secondary Level,3rd Quintile,Seldom,0.19740,91,366,0.15656,0.23823
2008,Lower Secondary Level,3rd Quintile,Never,0.65435,275,366,0.60556,0.70314
2008,Lower Secondary Level,4th Quintile,Seldom,0.21975,63,241,0.16736,0.27213
2008,Lower Secondary Level,4th Quintile,Never,0.66314,178,241,0.60335,0.72294
2008,Lower Secondary Level,5th Quintile,Seldom,0.30289,37,129,0.22328,0.38250
2008,Lower Secondary Level,5th Quintile,Never,0.57173,92,129,0.48601,0.65746
2008,Upper Secondary Level,1st Quintile,At least once per week,0.03986,67,1588,0.03024,0.04949
2008,Upper Secondary Level,1st Quintile,At least once per month,0.06027,89,1588,0.04856,0.07198
2008,Upper Secondary Level,1st Quintile,Seldom,0.21126,324,1588,0.19117,0.23134
2008,Upper Secondary Level,1st Quintile,Never,0.68854,1108,1588,0.66576,0.71133
2008,Upper Secondary Level,2nd Quintile,At least once per week,0.04527,98,1974,0.03610,0.05445
2008,Upper Secondary Level,2nd Quintile,At least once per month,0.06962,132,1974,0.05839,0.08085
2008,Upper Secondary Level,2nd Quintile,Seldom,0.24372,493,1974,0.22478,0.26266
2008,Upper Secondary Level,2nd Quintile,Never,0.63958,1251,1974,0.61840,0.66077
2008,Upper Secondary Level,3rd Quintile,At least once per week,0.05596,114,2111,0.04615,0.06577
2008,Upper Secondary Level,3rd Quintile,At least once per month,0.08785,173,2111,0.07578,0.09993
2008,Upper Secondary Level,3rd Quintile,Seldom,0.30519,628,2111,0.28554,0.32484
2008,Upper Secondary Level,3rd Quintile,Never,0.55052,1196,2111,0.52930,0.57175
2008,Upper Secondary Level,4th Quintile,At least once per week,0.06307,120,2075,0.05260,0.07353
2008,Upper Secondary Level,4th Quintile,At least once per month,0.11266,201,2075,0.09905,0.12627
2008,Upper Secondary Level,4th Quintile,Seldom,0.33195,704,2075,0.31168,0.35222
2008,Upper Secondary Level,4th Quintile,Never,0.49233,1050,2075,0.47081,0.51384
2008,Upper Secondary Level,5th Quintile,At least once per week,0.05310,102,1921,0.04307,0.06313
2008,Upper Secondary Level,5th Quintile,At least once per month,0.09985,187,1921,0.08644,0.11326
