year,bula_h,pgisced97,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.30245,97,19371,0.30156,0.30334
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.59081,177,19371,0.58985,0.59176
2003,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.10641,33,19371,0.10579,0.10703
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.34425,106,19371,0.34329,0.34520
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.54935,171,19371,0.54834,0.55035
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.05035,39,19371,0.05005,0.05064
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.09813,69,19371,0.09772,0.09853
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.31849,286,19371,0.31785,0.31912
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.53304,437,19371,0.53236,0.53373
2003,Hesse,Lower Secondary Level,Seldom,0.15751,38,19371,0.15668,0.15833
2003,Hesse,Lower Secondary Level,Never,0.84249,144,19371,0.84167,0.84332
2003,Hesse,Upper Secondary Level,At least once per week,0.05990,41,19371,0.05960,0.06020
2003,Hesse,Upper Secondary Level,At least once per month,0.08387,64,19371,0.08352,0.08422
2003,Hesse,Upper Secondary Level,Seldom,0.28547,211,19371,0.28489,0.28604
2003,Hesse,Upper Secondary Level,Never,0.57076,375,19371,0.57014,0.57139
2003,Hesse,Post-secondary Non-tertiary Level,Seldom,0.39028,34,19371,0.38849,0.39207
2003,Hesse,Post-secondary Non-tertiary Level,Never,0.60972,54,19371,0.60793,0.61151
2003,Hesse,First Stage of Tertiary Education,Seldom,0.36091,35,19371,0.35921,0.36261
2003,Hesse,First Stage of Tertiary Education,Never,0.63909,52,19371,0.63739,0.64079
2003,Hesse,Second Stage of Tertiary Education,Seldom,0.31104,103,19371,0.31005,0.31203
2003,Hesse,Second Stage of Tertiary Education,Never,0.68896,188,19371,0.68797,0.68995
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.17339,39,19371,0.17253,0.17424
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.82661,178,19371,0.82576,0.82747
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.05744,41,19371,0.05714,0.05774
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.06294,45,19371,0.06263,0.06325
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.32170,205,19371,0.32111,0.32230
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.55792,397,19371,0.55729,0.55855
2003,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,1.00000,33,19371,1.00000,1.00000
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.37111,31,19371,0.36918,0.37304
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.62889,54,19371,0.62696,0.63082
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.31246,51,19371,0.31093,0.31399
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.68754,105,19371,0.68601,0.68907
2003,Baden-Wuerttemberg,Primary Level,Never,1.00000,38,19371,1.00000,1.00000
2003,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.07267,35,19371,0.07224,0.07309
2003,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.14929,76,19371,0.14871,0.14988
2003,Baden-Wuerttemberg,Lower Secondary Level,Never,0.77804,317,19371,0.77736,0.77872
2003,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.04447,59,19371,0.04427,0.04467
2003,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.07828,100,19371,0.07802,0.07854
2003,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.30818,399,19371,0.30773,0.30863
2003,Baden-Wuerttemberg,Upper Secondary Level,Never,0.56907,684,19371,0.56859,0.56955
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.33392,42,19371,0.33252,0.33532
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.66608,81,19371,0.66468,0.66748
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.36746,72,19371,0.36627,0.36865
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.63254,104,19371,0.63135,0.63373
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.07333,33,19371,0.07288,0.07377
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.34229,150,19371,0.34147,0.34310
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.58439,265,19371,0.58354,0.58523
2003,Bavaria,Lower Secondary Level,Seldom,0.17846,73,19371,0.17780,0.17912
2003,Bavaria,Lower Secondary Level,Never,0.82154,281,19371,0.82088,0.82220
2003,Bavaria,Upper Secondary Level,At least once per week,0.05171,90,19371,0.05152,0.05189
2003,Bavaria,Upper Secondary Level,At least once per month,0.05891,128,19371,0.05871,0.05910
2003,Bavaria,Upper Secondary Level,Seldom,0.30109,508,19371,0.30070,0.30147
2003,Bavaria,Upper Secondary Level,Never,0.58830,892,19371,0.58789,0.58871
2003,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.38047,48,19371,0.37905,0.38189
2003,Bavaria,Post-secondary Non-tertiary Level,Never,0.61953,81,19371,0.61811,0.62095
2003,Bavaria,First Stage of Tertiary Education,Seldom,0.38852,82,19371,0.38735,0.38969
2003,Bavaria,First Stage of Tertiary Education,Never,0.61148,127,19371,0.61031,0.61265
2003,Bavaria,Second Stage of Tertiary Education,At least once per month,0.06461,37,19371,0.06419,0.06503
2003,Bavaria,Second Stage of Tertiary Education,Seldom,0.35165,210,19371,0.35083,0.35247
2003,Bavaria,Second Stage of Tertiary Education,Never,0.58374,323,19371,0.58290,0.58459
2003,Berlin,Lower Secondary Level,Never,1.00000,46,19371,1.00000,1.00000
2003,Berlin,Upper Secondary Level,Seldom,0.27147,97,19371,0.27066,0.27228
2003,Berlin,Upper Secondary Level,Never,0.72853,213,19371,0.72772,0.72934
2003,Berlin,First Stage of Tertiary Education,Never,1.00000,32,19371,1.00000,1.00000
2003,Berlin,Second Stage of Tertiary Education,Seldom,0.37261,93,19371,0.37149,0.37373
2003,Berlin,Second Stage of Tertiary Education,Never,0.62739,142,19371,0.62627,0.62851
2003,Brandenburg,Lower Secondary Level,Never,1.00000,57,19371,1.00000,1.00000
2003,Brandenburg,Upper Secondary Level,Seldom,0.28337,118,19371,0.28251,0.28423
2003,Brandenburg,Upper Secondary Level,Never,0.71663,307,19371,0.71577,0.71749
2003,Brandenburg,First Stage of Tertiary Education,Never,1.00000,47,19371,1.00000,1.00000
2003,Brandenburg,Second Stage of Tertiary Education,Seldom,0.40366,99,19371,0.40231,0.40502
2003,Brandenburg,Second Stage of Tertiary Education,Never,0.59634,129,19371,0.59498,0.59769
2003,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,1.00000,31,19371,1.00000,1.00000
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.34645,91,19371,0.34537,0.34752
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.65355,157,19371,0.65248,0.65463
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.45298,55,19371,0.45106,0.45490
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.54702,64,19371,0.54510,0.54894
2003,Saxony,Lower Secondary Level,Never,1.00000,75,19371,1.00000,1.00000
2003,Saxony,Upper Secondary Level,At least once per week,0.03715,32,19371,0.03690,0.03740
2003,Saxony,Upper Secondary Level,At least once per month,0.04745,48,19371,0.04717,0.04773
2003,Saxony,Upper Secondary Level,Seldom,0.28150,237,19371,0.28091,0.28210
2003,Saxony,Upper Secondary Level,Never,0.63390,552,19371,0.63326,0.63453
2003,Saxony,First Stage of Tertiary Education,Seldom,0.30121,39,19371,0.29945,0.30296
2003,Saxony,First Stage of Tertiary Education,Never,0.69879,80,19371,0.69704,0.70055
2003,Saxony,Second Stage of Tertiary Education,Seldom,0.38911,138,19371,0.38797,0.39024
2003,Saxony,Second Stage of Tertiary Education,Never,0.61089,202,19371,0.60976,0.61203
2003,Saxony-Anhalt,Lower Secondary Level,Never,1.00000,57,19371,1.00000,1.00000
2003,Saxony-Anhalt,Upper Secondary Level,Seldom,0.26832,113,19371,0.26746,0.26917
2003,Saxony-Anhalt,Upper Secondary Level,Never,0.73168,294,19371,0.73083,0.73254
2003,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.00000,60,19371,1.00000,1.00000
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.33210,73,19371,0.33061,0.33358
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.66790,124,19371,0.66642,0.66939
2003,Thuringa,Lower Secondary Level,Never,1.00000,42,19371,1.00000,1.00000
2003,Thuringa,Upper Secondary Level,At least once per week,0.05774,35,19371,0.05733,0.05816
2003,Thuringa,Upper Secondary Level,At least once per month,0.06910,35,19371,0.06865,0.06956
2003,Thuringa,Upper Secondary Level,Seldom,0.24969,151,19371,0.24892,0.25046
2003,Thuringa,Upper Secondary Level,Never,0.62346,345,19371,0.62260,0.62433
2003,Thuringa,First Stage of Tertiary Education,Never,1.00000,50,19371,1.00000,1.00000
2003,Thuringa,Second Stage of Tertiary Education,Seldom,0.35971,60,19371,0.35775,0.36167
2003,Thuringa,Second Stage of Tertiary Education,Never,0.64029,92,19371,0.63833,0.64225
2008,Schleswig-Holstein,Lower Secondary Level,Never,1.00000,47,16815,1.00000,1.00000
2008,Schleswig-Holstein,Upper Secondary Level,Seldom,0.40270,89,16815,0.40176,0.40364
2008,Schleswig-Holstein,Upper Secondary Level,Never,0.59730,160,16815,0.59636,0.59824
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.51840,32,16815,0.51663,0.52018
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.48160,46,16815,0.47982,0.48337
2008,Hamburg,Upper Secondary Level,Seldom,0.33537,35,16815,0.33410,0.33664
2008,Hamburg,Upper Secondary Level,Never,0.66463,69,16815,0.66336,0.66590
2008,Hamburg,Second Stage of Tertiary Education,Never,1.00000,48,16815,1.00000,1.00000
2008,Lower Saxony,Lower Secondary Level,Seldom,0.18378,34,16815,0.18293,0.18464
2008,Lower Saxony,Lower Secondary Level,Never,0.81622,150,16815,0.81536,0.81707
2008,Lower Saxony,Upper Secondary Level,At least once per week,0.05052,52,16815,0.05030,0.05075
2008,Lower Saxony,Upper Secondary Level,At least once per month,0.09206,89,16815,0.09176,0.09236
2008,Lower Saxony,Upper Secondary Level,Seldom,0.33016,292,16815,0.32967,0.33064
2008,Lower Saxony,Upper Secondary Level,Never,0.52726,491,16815,0.52674,0.52778
2008,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.44385,43,16815,0.44215,0.44555
2008,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.55615,51,16815,0.55445,0.55785
2008,Lower Saxony,First Stage of Tertiary Education,Seldom,0.55615,48,16815,0.55441,0.55788
2008,Lower Saxony,First Stage of Tertiary Education,Never,0.44385,38,16815,0.44212,0.44559
2008,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.14284,36,16815,0.14214,0.14355
2008,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.31606,109,16815,0.31512,0.31700
2008,Lower Saxony,Second Stage of Tertiary Education,Never,0.54109,155,16815,0.54009,0.54210
2008,Bremen,Upper Secondary Level,Never,1.00000,35,16815,1.00000,1.00000
2008,North Rhine-Westphalia,Primary Level,Never,1.00000,47,16815,1.00000,1.00000
2008,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.22281,96,16815,0.22221,0.22340
2008,North Rhine-Westphalia,Lower Secondary Level,Never,0.77719,339,16815,0.77660,0.77779
2008,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.05097,103,16815,0.05081,0.05113
2008,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.09098,157,16815,0.09077,0.09118
2008,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.27187,527,16815,0.27155,0.27219
2008,North Rhine-Westphalia,Upper Secondary Level,Never,0.58618,1098,16815,0.58582,0.58653
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.35528,96,16815,0.35434,0.35623
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.64472,161,16815,0.64377,0.64566
2008,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.10801,31,16815,0.10740,0.10863
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.38899,100,16815,0.38802,0.38996
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.50300,130,16815,0.50201,0.50399
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.03761,31,16815,0.03737,0.03786
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.09153,80,16815,0.09116,0.09189
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.35928,261,16815,0.35867,0.35989
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.51158,409,16815,0.51094,0.51221
2008,Hesse,Lower Secondary Level,Never,1.00000,104,16815,1.00000,1.00000
2008,Hesse,Upper Secondary Level,At least once per week,0.09377,41,16815,0.09341,0.09413
2008,Hesse,Upper Secondary Level,At least once per month,0.07219,45,16815,0.07187,0.07251
2008,Hesse,Upper Secondary Level,Seldom,0.29474,206,16815,0.29418,0.29530
2008,Hesse,Upper Secondary Level,Never,0.53930,330,16815,0.53868,0.53991
2008,Hesse,Post-secondary Non-tertiary Level,Seldom,0.44249,32,16815,0.44079,0.44419
2008,Hesse,Post-secondary Non-tertiary Level,Never,0.55751,49,16815,0.55581,0.55921
2008,Hesse,First Stage of Tertiary Education,Never,1.00000,35,16815,1.00000,1.00000
2008,Hesse,Second Stage of Tertiary Education,Seldom,0.37795,115,16815,0.37699,0.37891
2008,Hesse,Second Stage of Tertiary Education,Never,0.62205,174,16815,0.62109,0.62301
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,1.00000,128,16815,1.00000,1.00000
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.04016,32,16815,0.03990,0.04043
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.10197,53,16815,0.10157,0.10238
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.30509,153,16815,0.30447,0.30570
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.55278,322,16815,0.55211,0.55344
2008,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,1.00000,32,16815,1.00000,1.00000
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,1.00000,60,16815,1.00000,1.00000
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.44833,62,16815,0.44681,0.44984
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.55167,87,16815,0.55016,0.55319
2008,Baden-Wuerttemberg,Primary Level,Never,1.00000,34,16815,1.00000,1.00000
2008,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.19600,50,16815,0.19524,0.19675
2008,Baden-Wuerttemberg,Lower Secondary Level,Never,0.80400,211,16815,0.80325,0.80476
2008,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.04696,55,16815,0.04676,0.04716
2008,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.11112,106,16815,0.11082,0.11142
2008,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.31041,369,16815,0.30997,0.31085
2008,Baden-Wuerttemberg,Upper Secondary Level,Never,0.53151,602,16815,0.53103,0.53198
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.37841,46,16815,0.37702,0.37981
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.62159,70,16815,0.62019,0.62298
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.36844,60,16815,0.36714,0.36974
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.63156,82,16815,0.63026,0.63286
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.07162,43,16815,0.07121,0.07204
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.36973,164,16815,0.36895,0.37051
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.55865,237,16815,0.55785,0.55945
2008,Bavaria,Lower Secondary Level,Seldom,0.20918,61,16815,0.20845,0.20990
2008,Bavaria,Lower Secondary Level,Never,0.79082,209,16815,0.79010,0.79155
2008,Bavaria,Upper Secondary Level,At least once per week,0.06079,91,16815,0.06059,0.06099
2008,Bavaria,Upper Secondary Level,At least once per month,0.08965,141,16815,0.08941,0.08988
2008,Bavaria,Upper Secondary Level,Seldom,0.28633,435,16815,0.28596,0.28671
2008,Bavaria,Upper Secondary Level,Never,0.56323,774,16815,0.56282,0.56364
2008,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.46373,48,16815,0.46227,0.46519
2008,Bavaria,Post-secondary Non-tertiary Level,Never,0.53627,67,16815,0.53481,0.53773
2008,Bavaria,First Stage of Tertiary Education,Seldom,0.39575,73,16815,0.39459,0.39692
2008,Bavaria,First Stage of Tertiary Education,Never,0.60425,110,16815,0.60308,0.60541
2008,Bavaria,Second Stage of Tertiary Education,At least once per month,0.07197,47,16815,0.07158,0.07237
2008,Bavaria,Second Stage of Tertiary Education,Seldom,0.39311,206,16815,0.39236,0.39386
2008,Bavaria,Second Stage of Tertiary Education,Never,0.53492,286,16815,0.53415,0.53568
2008,Berlin,Lower Secondary Level,Never,1.00000,36,16815,1.00000,1.00000
2008,Berlin,Upper Secondary Level,Seldom,0.30554,86,16815,0.30472,0.30637
2008,Berlin,Upper Secondary Level,Never,0.69446,179,16815,0.69363,0.69528
2008,Berlin,First Stage of Tertiary Education,Never,1.00000,32,16815,1.00000,1.00000
2008,Berlin,Second Stage of Tertiary Education,Seldom,0.33433,88,16815,0.33329,0.33538
2008,Berlin,Second Stage of Tertiary Education,Never,0.66567,151,16815,0.66462,0.66671
2008,Brandenburg,Lower Secondary Level,Never,1.00000,48,16815,1.00000,1.00000
2008,Brandenburg,Upper Secondary Level,Seldom,0.28604,101,16815,0.28516,0.28693
2008,Brandenburg,Upper Secondary Level,Never,0.71396,264,16815,0.71307,0.71484
2008,Brandenburg,First Stage of Tertiary Education,Never,1.00000,33,16815,1.00000,1.00000
2008,Brandenburg,Second Stage of Tertiary Education,Seldom,0.42777,90,16815,0.42635,0.42918
2008,Brandenburg,Second Stage of Tertiary Education,Never,0.57223,123,16815,0.57082,0.57365
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.23873,58,16815,0.23777,0.23969
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.76127,164,16815,0.76031,0.76223
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.46017,52,16815,0.45826,0.46208
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.53983,69,16815,0.53792,0.54174
2008,Saxony,Lower Secondary Level,Never,1.00000,51,16815,1.00000,1.00000
2008,Saxony,Upper Secondary Level,At least once per month,0.05163,35,16815,0.05132,0.05193
2008,Saxony,Upper Secondary Level,Seldom,0.27405,211,16815,0.27343,0.27466
2008,Saxony,Upper Secondary Level,Never,0.67433,501,16815,0.67368,0.67497
2008,Saxony,Post-secondary Non-tertiary Level,Never,1.00000,32,16815,1.00000,1.00000
2008,Saxony,First Stage of Tertiary Education,Seldom,0.37712,31,16815,0.37530,0.37894
2008,Saxony,First Stage of Tertiary Education,Never,0.62288,78,16815,0.62106,0.62470
2008,Saxony,Second Stage of Tertiary Education,Seldom,0.38400,130,16815,0.38292,0.38508
2008,Saxony,Second Stage of Tertiary Education,Never,0.61600,200,16815,0.61492,0.61708
2008,Saxony-Anhalt,Lower Secondary Level,Never,1.00000,40,16815,1.00000,1.00000
2008,Saxony-Anhalt,Upper Secondary Level,At least once per month,0.09731,32,16815,0.09675,0.09787
2008,Saxony-Anhalt,Upper Secondary Level,Seldom,0.25029,115,16815,0.24947,0.25111
2008,Saxony-Anhalt,Upper Secondary Level,Never,0.65240,254,16815,0.65150,0.65331
2008,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.00000,46,16815,1.00000,1.00000
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.44068,78,16815,0.43909,0.44228
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.55932,98,16815,0.55772,0.56091
2008,Thuringa,Lower Secondary Level,Never,1.00000,43,16815,1.00000,1.00000
2008,Thuringa,Upper Secondary Level,At least once per week,0.07051,38,16815,0.07006,0.07097
2008,Thuringa,Upper Secondary Level,At least once per month,0.09124,38,16815,0.09073,0.09175
2008,Thuringa,Upper Secondary Level,Seldom,0.27214,131,16815,0.27135,0.27292
2008,Thuringa,Upper Secondary Level,Never,0.56611,311,16815,0.56523,0.56699
2008,Thuringa,First Stage of Tertiary Education,Never,1.00000,39,16815,1.00000,1.00000
2008,Thuringa,Second Stage of Tertiary Education,Seldom,0.32088,60,16815,0.31897,0.32279
2008,Thuringa,Second Stage of Tertiary Education,Never,0.67912,97,16815,0.67721,0.68103
2013,Schleswig-Holstein,Lower Secondary Level,Never,1.00000,66,22638,1.00000,1.00000
2013,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.06488,32,22638,0.06446,0.06531
2013,Schleswig-Holstein,Upper Secondary Level,At least once per month,0.10760,55,22638,0.10707,0.10814
2013,Schleswig-Holstein,Upper Secondary Level,Seldom,0.35705,145,22638,0.35622,0.35789
2013,Schleswig-Holstein,Upper Secondary Level,Never,0.47046,236,22638,0.46959,0.47133
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Never,1.00000,40,22638,1.00000,1.00000
2013,Schleswig-Holstein,First Stage of Tertiary Education,Never,1.00000,36,22638,1.00000,1.00000
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.40050,57,22638,0.39863,0.40237
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.59950,73,22638,0.59763,0.60137
2013,Hamburg,Upper Secondary Level,Seldom,0.28263,42,22638,0.28136,0.28390
2013,Hamburg,Upper Secondary Level,Never,0.71737,100,22638,0.71610,0.71864
2013,Hamburg,Second Stage of Tertiary Education,Seldom,0.38254,38,22638,0.38074,0.38435
