year,bula_h,sampreg,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,North Rhine-Westphalia,West,Never,0.56342,3410,6148,0.55102,0.57582
2019,Hesse,West,At least once per week,0.05327,161,1976,0.04337,0.06317
2019,Hesse,West,At least once per month,0.10374,217,1976,0.09029,0.11719
2019,Hesse,West,Seldom,0.30438,574,1976,0.28409,0.32467
2019,Hesse,West,Never,0.53756,1024,1976,0.51557,0.55955
2019,"Rhineland-Palatinate, Saarland",West,At least once per week,0.04341,102,1640,0.03355,0.05328
2019,"Rhineland-Palatinate, Saarland",West,At least once per month,0.10282,154,1640,0.08811,0.11752
2019,"Rhineland-Palatinate, Saarland",West,Seldom,0.29206,446,1640,0.27005,0.31407
2019,"Rhineland-Palatinate, Saarland",West,Never,0.55823,938,1640,0.53419,0.58227
2019,Baden-Wuerttemberg,West,At least once per week,0.04887,180,3142,0.04133,0.05641
2019,Baden-Wuerttemberg,West,At least once per month,0.10007,319,3142,0.08958,0.11057
2019,Baden-Wuerttemberg,West,Seldom,0.30850,971,3142,0.29235,0.32465
2019,Baden-Wuerttemberg,West,Never,0.53869,1672,3142,0.52125,0.55612
2019,Bavaria,West,At least once per week,0.06378,322,4277,0.05646,0.07111
2019,Bavaria,West,At least once per month,0.11245,453,4277,0.10298,0.12191
2019,Bavaria,West,Seldom,0.28257,1256,4277,0.26907,0.29606
2019,Bavaria,West,Never,0.53896,2246,4277,0.52402,0.55390
2019,Berlin,Does not apply,Never,0.61870,46,46,0.47679,0.76062
2019,Berlin,West,At least once per month,0.05209,41,614,0.03450,0.06969
2019,Berlin,West,Seldom,0.35349,221,614,0.31564,0.39133
2019,Berlin,West,Never,0.57112,352,614,0.53194,0.61030
2019,Berlin,East,Seldom,0.35519,129,380,0.30701,0.40338
2019,Berlin,East,Never,0.57934,251,380,0.52964,0.62904
2019,Brandenburg,East,At least once per week,0.04373,40,1190,0.03211,0.05535
2019,Brandenburg,East,At least once per month,0.09731,119,1190,0.08046,0.11415
2019,Brandenburg,East,Seldom,0.36286,406,1190,0.33553,0.39019
2019,Brandenburg,East,Never,0.49579,625,1190,0.46737,0.52421
2019,Mecklenburg-Western Pomerania,East,At least once per week,0.05544,40,643,0.03774,0.07314
2019,Mecklenburg-Western Pomerania,East,At least once per month,0.06371,48,643,0.04481,0.08260
2019,Mecklenburg-Western Pomerania,East,Seldom,0.33938,208,643,0.30276,0.37601
2019,Mecklenburg-Western Pomerania,East,Never,0.53728,347,643,0.49871,0.57585
2019,Saxony,East,At least once per week,0.04212,74,1729,0.03265,0.05159
2019,Saxony,East,At least once per month,0.09109,170,1729,0.07752,0.10466
2019,Saxony,East,Seldom,0.32547,557,1729,0.30338,0.34756
2019,Saxony,East,Never,0.53965,928,1729,0.51615,0.56315
2019,Saxony-Anhalt,East,At least once per week,0.04250,51,973,0.02982,0.05519
2019,Saxony-Anhalt,East,At least once per month,0.09153,95,973,0.07340,0.10966
2019,Saxony-Anhalt,East,Seldom,0.25515,265,973,0.22774,0.28255
2019,Saxony-Anhalt,East,Never,0.60672,562,973,0.57601,0.63743
2019,Thuringa,East,At least once per week,0.06341,69,986,0.04819,0.07863
2019,Thuringa,East,At least once per month,0.10391,99,986,0.08485,0.12296
2019,Thuringa,East,Seldom,0.25224,281,986,0.22512,0.27936
2019,Thuringa,East,Never,0.57860,537,986,0.54776,0.60944
