year,bula_h,rentown,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Berlin,Owner,No,0.93116,165,165,0.89241,0.96991
2022,Berlin,Tenant,No,0.97374,945,945,0.96353,0.98394
2022,Brandenburg,Owner,No,0.95109,311,311,0.92708,0.97510
2022,Brandenburg,Tenant,No,0.98689,403,403,0.97578,0.99801
2022,Mecklenburg-Western Pomerania,Owner,No,0.99478,130,130,0.98234,1.00722
2022,Mecklenburg-Western Pomerania,Tenant,No,0.99065,285,285,0.97945,1.00184
2022,Saxony,Owner,No,0.97010,460,460,0.95453,0.98568
2022,Saxony,Tenant,No,0.98378,796,796,0.97500,0.99256
2022,Saxony-Anhalt,Owner,No,0.99242,289,289,0.98240,1.00244
2022,Saxony-Anhalt,Tenant,No,0.99889,380,380,0.99553,1.00224
2022,Thuringa,Owner,No,0.97625,247,247,0.95722,0.99528
2022,Thuringa,Tenant,No,0.98835,312,312,0.97642,1.00027
