year,regtyp,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Rural regions,Very often,0.01113,99,7422,0.00874,0.01351
2013,Urban regions,Very seldom,0.30853,6678,16235,0.30142,0.31563
2013,Urban regions,Seldom,0.25440,5755,16235,0.24770,0.26110
2013,Urban regions,Sometimes,0.13088,2633,16235,0.12569,0.13607
2013,Urban regions,Often,0.04626,942,16235,0.04303,0.04949
2013,Urban regions,Very often,0.00990,227,16235,0.00838,0.01142
2013,Rural regions,Very seldom,0.32037,3879,9352,0.31091,0.32983
2013,Rural regions,Seldom,0.28312,3304,9352,0.27399,0.29225
2013,Rural regions,Sometimes,0.13911,1498,9352,0.13210,0.14612
2013,Rural regions,Often,0.04865,527,9352,0.04429,0.05301
2013,Rural regions,Very often,0.01239,144,9352,0.01015,0.01463
2014,Urban regions,Very seldom,0.34623,7410,17573,0.33919,0.35326
2014,Urban regions,Seldom,0.28373,5937,17573,0.27707,0.29040
2014,Urban regions,Sometimes,0.14009,2895,17573,0.13496,0.14522
2014,Urban regions,Often,0.05277,1038,17573,0.04946,0.05608
2014,Urban regions,Very often,0.01197,293,17573,0.01036,0.01358
2014,Rural regions,Very seldom,0.34866,4006,9424,0.33904,0.35828
2014,Rural regions,Seldom,0.29276,3315,9424,0.28357,0.30195
2014,Rural regions,Sometimes,0.14241,1486,9424,0.13536,0.14947
2014,Rural regions,Often,0.05193,484,9424,0.04745,0.05641
2014,Rural regions,Very often,0.01322,133,9424,0.01092,0.01553
2015,Urban regions,Very seldom,0.33885,6762,16120,0.33154,0.34616
2015,Urban regions,Seldom,0.27769,5551,16120,0.27077,0.28460
2015,Urban regions,Sometimes,0.13880,2615,16120,0.13346,0.14413
2015,Urban regions,Often,0.04785,926,16120,0.04456,0.05115
2015,Urban regions,Very often,0.01240,266,16120,0.01069,0.01411
2015,Rural regions,Very seldom,0.32301,3520,8837,0.31326,0.33276
2015,Rural regions,Seldom,0.29727,3195,8837,0.28774,0.30680
2015,Rural regions,Sometimes,0.15220,1509,8837,0.14471,0.15969
2015,Rural regions,Often,0.04896,496,8837,0.04446,0.05345
2015,Rural regions,Very often,0.01094,117,8837,0.00877,0.01311
2016,Urban regions,Very seldom,0.32079,6140,15607,0.31347,0.32812
2016,Urban regions,Seldom,0.29056,5476,15607,0.28344,0.29769
2016,Urban regions,Sometimes,0.14787,2733,15607,0.14230,0.15344
2016,Urban regions,Often,0.05561,1014,15607,0.05201,0.05920
2016,Urban regions,Very often,0.01305,244,15607,0.01127,0.01483
2016,Rural regions,Very seldom,0.30887,3273,8487,0.29904,0.31870
2016,Rural regions,Seldom,0.29768,3043,8487,0.28795,0.30740
2016,Rural regions,Sometimes,0.15828,1500,8487,0.15051,0.16604
2016,Rural regions,Often,0.06314,540,8487,0.05797,0.06832
2016,Rural regions,Very often,0.01168,131,8487,0.00939,0.01397
2017,Urban regions,Very seldom,0.33083,7014,17020,0.32376,0.33790
2017,Urban regions,Seldom,0.28912,5917,17020,0.28231,0.29594
2017,Urban regions,Sometimes,0.14239,2837,17020,0.13714,0.14764
2017,Urban regions,Often,0.05291,987,17020,0.04954,0.05627
2017,Urban regions,Very often,0.01158,265,17020,0.00998,0.01319
2017,Rural regions,Very seldom,0.31838,3734,9354,0.30894,0.32782
2017,Rural regions,Seldom,0.30452,3419,9354,0.29519,0.31385
2017,Rural regions,Sometimes,0.14876,1539,9354,0.14155,0.15597
2017,Rural regions,Often,0.05160,526,9354,0.04712,0.05608
2017,Rural regions,Very often,0.01087,136,9354,0.00877,0.01297
2018,Urban regions,Very seldom,0.34699,7056,16575,0.33975,0.35424
2018,Urban regions,Seldom,0.28554,5590,16575,0.27866,0.29242
2018,Urban regions,Sometimes,0.13696,2722,16575,0.13172,0.14219
2018,Urban regions,Often,0.04810,939,16575,0.04484,0.05135
2018,Urban regions,Very often,0.01430,268,16575,0.01249,0.01611
2018,Rural regions,Very seldom,0.32661,3714,8949,0.31690,0.33633
2018,Rural regions,Seldom,0.30753,3214,8949,0.29797,0.31709
2018,Rural regions,Sometimes,0.14787,1440,8949,0.14051,0.15522
2018,Rural regions,Often,0.04242,457,8949,0.03824,0.04659
2018,Rural regions,Very often,0.01195,124,8949,0.00970,0.01421
2019,Urban regions,Very seldom,0.34593,7173,16333,0.33864,0.35323
2019,Urban regions,Seldom,0.29422,5534,16333,0.28723,0.30121
2019,Urban regions,Sometimes,0.12918,2498,16333,0.12404,0.13432
2019,Urban regions,Often,0.04458,886,16333,0.04141,0.04774
2019,Urban regions,Very often,0.01368,242,16333,0.01190,0.01547
2019,Rural regions,Very seldom,0.33720,3788,8785,0.32732,0.34709
2019,Rural regions,Seldom,0.29164,3074,8785,0.28213,0.30114
2019,Rural regions,Sometimes,0.14434,1378,8785,0.13699,0.15169
2019,Rural regions,Often,0.04603,440,8785,0.04164,0.05041
2019,Rural regions,Very often,0.01230,105,8785,0.01000,0.01461
2020,Urban regions,Very seldom,0.29748,6096,16982,0.29060,0.30436
2020,Urban regions,Seldom,0.28015,5628,16982,0.27339,0.28690
2020,Urban regions,Sometimes,0.16851,3469,16982,0.16288,0.17414
2020,Urban regions,Often,0.06412,1446,16982,0.06044,0.06781
2020,Urban regions,Very often,0.01552,343,16982,0.01366,0.01738
2020,Rural regions,Very seldom,0.28643,3170,8634,0.27689,0.29597
2020,Rural regions,Seldom,0.29067,3023,8634,0.28109,0.30025
2020,Rural regions,Sometimes,0.16791,1645,8634,0.16003,0.17580
2020,Rural regions,Often,0.06281,629,8634,0.05769,0.06793
2020,Rural regions,Very often,0.01832,167,8634,0.01549,0.02115
2021,Urban regions,Very seldom,0.32034,4624,11373,0.31176,0.32892
2021,Urban regions,Seldom,0.30261,4081,11373,0.29417,0.31105
2021,Urban regions,Sometimes,0.13281,1773,11373,0.12658,0.13905
2021,Urban regions,Often,0.04990,714,11373,0.04590,0.05390
2021,Urban regions,Very often,0.01151,181,11373,0.00955,0.01347
2021,Rural regions,Very seldom,0.34236,2513,5799,0.33015,0.35458
2021,Rural regions,Seldom,0.28798,2017,5799,0.27632,0.29963
2021,Rural regions,Sometimes,0.13330,835,5799,0.12455,0.14205
2021,Rural regions,Often,0.05257,350,5799,0.04683,0.05832
2021,Rural regions,Very often,0.01460,84,5799,0.01151,0.01769
