year,sampreg,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,East,Very often,0.01137,76,5018,0.00844,0.01431
2017,West,Very seldom,0.33046,8584,20800,0.32406,0.33685
2017,West,Seldom,0.28981,7241,20800,0.28364,0.29597
2017,West,Sometimes,0.14323,3470,20800,0.13847,0.14800
2017,West,Often,0.05203,1182,20800,0.04901,0.05505
2017,West,Very often,0.01139,323,20800,0.00995,0.01283
2017,East,Very seldom,0.30986,2164,5574,0.29772,0.32200
2017,East,Seldom,0.31400,2095,5574,0.30182,0.32619
2017,East,Sometimes,0.14995,906,5574,0.14058,0.15933
2017,East,Often,0.05475,331,5574,0.04878,0.06072
2017,East,Very often,0.01121,78,5574,0.00845,0.01398
2018,West,Very seldom,0.34512,8537,20048,0.33854,0.35170
2018,West,Seldom,0.28718,6802,20048,0.28092,0.29345
2018,West,Sometimes,0.14117,3293,20048,0.13635,0.14599
2018,West,Often,0.04625,1110,20048,0.04335,0.04916
2018,West,Very often,0.01315,306,20048,0.01157,0.01472
2018,East,Very seldom,0.31901,2233,5476,0.30666,0.33135
2018,East,Seldom,0.31755,2002,5476,0.30522,0.32988
2018,East,Sometimes,0.13647,869,5476,0.12738,0.14556
2018,East,Often,0.04666,286,5476,0.04108,0.05225
2018,East,Very often,0.01560,86,5476,0.01232,0.01888
2019,West,Very seldom,0.34635,8828,20062,0.33977,0.35294
2019,West,Seldom,0.29056,6770,20062,0.28428,0.29684
2019,West,Sometimes,0.13260,3099,20062,0.12791,0.13730
2019,West,Often,0.04386,1071,20062,0.04103,0.04670
2019,West,Very often,0.01342,294,20062,0.01183,0.01501
2019,East,Very seldom,0.33287,2347,5533,0.32045,0.34529
2019,East,Seldom,0.30254,1986,5533,0.29044,0.31465
2019,East,Sometimes,0.13879,842,5533,0.12968,0.14791
2019,East,Often,0.05284,295,5533,0.04695,0.05874
2019,East,Very often,0.01282,63,5533,0.00986,0.01579
2020,West,Very seldom,0.29680,7368,20305,0.29052,0.30309
2020,West,Seldom,0.27898,6721,20305,0.27281,0.28515
2020,West,Sometimes,0.16734,4106,20305,0.16220,0.17247
2020,West,Often,0.06447,1694,20305,0.06109,0.06784
2020,West,Very often,0.01654,416,20305,0.01478,0.01829
2020,East,Very seldom,0.28031,1898,5311,0.26823,0.29240
2020,East,Seldom,0.30521,1930,5311,0.29282,0.31759
2020,East,Sometimes,0.17307,1008,5311,0.16290,0.18325
2020,East,Often,0.06004,381,5311,0.05365,0.06643
2020,East,Very often,0.01580,94,5311,0.01245,0.01916
2021,West,Very seldom,0.32588,5611,13557,0.31799,0.33377
2021,West,Seldom,0.29879,4791,13557,0.29108,0.30649
2021,West,Sometimes,0.13317,2097,13557,0.12745,0.13889
2021,West,Often,0.04994,846,13557,0.04627,0.05360
2021,West,Very often,0.01201,212,13557,0.01017,0.01384
2021,East,Very seldom,0.33422,1526,3616,0.31885,0.34960
2021,East,Seldom,0.29467,1308,3616,0.27981,0.30954
2021,East,Sometimes,0.13180,511,3616,0.12077,0.14282
2021,East,Often,0.05470,218,3616,0.04729,0.06211
2021,East,Very often,0.01488,53,3616,0.01093,0.01883
