year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2017,Tenant,9936,2215.15234,2184.72800,2245.57668,1240.00000,1900.00000,2800.00000,88.00000,5140.00000,,,
2018,Owner,6391,3405.00568,3354.38579,3455.62558,2000.00000,3000.00000,4200.00000,300.00000,7500.00000,,,
2018,Tenant,10482,2288.34073,2258.67629,2318.00517,1300.00000,2000.00000,2950.00000,100.00000,5425.00000,,,
2019,No answer / don't know,,,,,,,,,,,,
2019,Owner,7311,3578.99229,3496.48726,3661.49733,2049.81589,3100.00000,4500.00000,-1625.46027,8175.27616,,,
2019,Tenant,9983,2449.41500,2236.54697,2662.28304,1300.00000,2000.00000,3000.00000,100.00000,5550.00000,,,
2020,Owner,6539,3686.40623,3611.44661,3761.36585,2200.00000,3200.00000,4500.00000,1.00000,7950.00000,,,
2020,Tenant,11472,2473.25442,2442.45953,2504.04931,1355.81308,2100.00000,3200.00000,0.00000,5966.28038,,,
2021,No answer / don't know,,,,,,,,,,,,
2021,Owner,4832,3953.74470,3713.17558,4194.31382,2300.00000,3500.00000,5000.00000,0.00000,9050.00000,,,
2021,Tenant,7121,2538.40092,2498.83396,2577.96788,1400.00000,2100.00000,3250.00000,0.00000,6025.00000,,,
2022,No answer / don't know,,,,,,,,,,,,
2022,Owner,7144,3986.04702,3911.29608,4060.79796,2400.00000,3500.00000,5000.00000,0.00000,8900.00000,,,
2022,Tenant,11651,2692.70877,2657.52938,2727.88817,1500.00000,2300.00000,3500.00000,0.00000,6500.00000,,,
