year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1992,Rural regions,Tenant,1173,1192.90699,1153.94145,1231.87253,716.00000,1023.00000,1534.00000,128.00000,2761.00000,,,
1993,Urban regions,Owner,1288,2227.85732,2159.49590,2296.21875,1380.00000,2045.00000,2812.00000,153.00000,4960.00000,,,
1993,Urban regions,Tenant,2908,1534.86035,1505.80271,1563.91799,971.00000,1378.84335,1994.00000,174.00000,3528.50000,,,
1993,Rural regions,Owner,919,1827.24505,1749.93730,1904.55281,1023.00000,1636.00000,2301.00000,205.00000,4218.00000,,,
1993,Rural regions,Tenant,1186,1291.67698,1251.48183,1331.87212,767.00000,1125.00000,1721.06984,26.00000,3152.17460,,,
1994,Urban regions,Owner,1291,2256.14756,2185.23746,2327.05766,1432.00000,2045.00000,2812.00000,153.00000,4882.00000,,,
1994,Urban regions,Tenant,2852,1566.19994,1535.63361,1596.76628,1000.27615,1409.53391,2045.00000,153.00000,3612.08578,,,
1994,Rural regions,Owner,946,1882.39934,1813.40632,1951.39236,1125.00000,1738.00000,2352.00000,205.00000,4192.50000,,,
1994,Rural regions,Tenant,1149,1349.86402,1310.34340,1389.38463,854.00000,1227.00000,1738.00000,153.00000,3064.00000,,,
1995,Urban regions,Owner,1316,2347.68256,2270.95389,2424.41124,1478.77083,2045.00000,2914.36736,286.00000,5067.76217,,,
1995,Urban regions,Tenant,2912,1592.56925,1559.06951,1626.06899,1023.00000,1432.00000,2045.00000,205.00000,3578.00000,,,
1995,Rural regions,Owner,916,2058.79132,1972.95338,2144.62926,1278.00000,1841.00000,2556.00000,256.00000,4473.00000,,,
1995,Rural regions,Tenant,1216,1490.79202,1423.24573,1558.33832,892.18223,1300.70341,1790.00000,72.00000,3136.72666,,,
1996,Urban regions,Owner,1316,2375.97021,2304.89129,2447.04913,1534.00000,2146.91176,2965.00000,220.00000,5111.50000,,,
1996,Urban regions,Tenant,2855,1610.23701,1578.43478,1642.03924,1023.00000,1432.00000,2045.00000,256.00000,3578.00000,,,
1996,Rural regions,Owner,949,2041.57204,1958.57988,2124.56420,1278.00000,1790.00000,2556.00000,307.00000,4473.00000,,,
1996,Rural regions,Tenant,1183,1486.41172,1436.46903,1536.35440,920.00000,1329.00000,1841.00000,179.00000,3222.50000,,,
1997,Urban regions,Owner,1343,2392.48380,2327.05695,2457.91065,1534.00000,2147.00000,3017.00000,307.00000,5241.50000,,,
1997,Urban regions,Tenant,2813,1638.40712,1606.05132,1670.76293,1023.00000,1483.00000,2045.00000,245.00000,3578.00000,,,
1997,Rural regions,Owner,977,2054.03399,1979.27761,2128.79037,1278.00000,1841.00000,2556.00000,179.00000,4473.00000,,,
1997,Rural regions,Tenant,1147,1473.66196,1430.39389,1516.93003,920.00000,1329.00000,1897.06106,153.00000,3362.65266,,,
1998,Urban regions,Owner,1560,2388.32420,2326.22539,2450.42302,1534.00000,2147.00000,3068.00000,307.00000,5369.00000,,,
1998,Urban regions,Tenant,3071,1649.35793,1618.15860,1680.55727,1023.00000,1534.00000,2045.00000,205.00000,3578.00000,,,
1998,Rural regions,Owner,1146,2068.14547,2007.21520,2129.07574,1329.00000,1892.00000,2556.00000,179.00000,4396.50000,,,
1998,Rural regions,Tenant,1220,1473.18798,1430.72154,1515.65443,944.76698,1329.00000,1841.00000,230.00000,3185.34953,,,
1999,Urban regions,Owner,1577,2484.44980,2418.33266,2550.56695,1534.00000,2301.00000,3068.00000,256.00000,5369.00000,,,
1999,Urban regions,Tenant,2907,1686.77260,1654.58989,1718.95532,1074.00000,1534.00000,2045.00000,233.00000,3501.50000,,,
1999,Rural regions,Owner,1130,2157.39139,2087.73083,2227.05195,1380.00000,1994.00000,2556.00000,184.00000,4320.00000,,,
1999,Rural regions,Tenant,1185,1493.80540,1451.72370,1535.88709,971.00000,1380.00000,1943.00000,102.00000,3401.00000,,,
2000,Urban regions,Owner,3185,2522.95500,2473.51242,2572.39759,1571.91918,2301.00000,3068.00000,256.00000,5312.12123,,,
2000,Urban regions,Tenant,4819,1748.20952,1720.50059,1775.91846,1074.00000,1534.00000,2199.00000,97.00000,3886.50000,,,
2000,Rural regions,Owner,2105,2173.80690,2122.69593,2224.91788,1380.00000,1994.00000,2659.00000,179.00000,4577.50000,,,
2000,Rural regions,Tenant,1916,1503.09980,1469.07578,1537.12383,971.00000,1380.00000,1892.00000,0.00000,3273.50000,,,
2001,Urban regions,Owner,2909,2560.27840,2508.92923,2611.62757,1636.00000,2301.00000,3115.59131,272.00000,5334.97828,,,
2001,Urban regions,Tenant,4418,1772.34153,1743.01820,1801.66487,1125.00000,1534.00000,2250.00000,217.00000,3937.50000,,,
2001,Rural regions,Owner,1988,2202.60567,2149.04161,2256.16974,1380.00000,2045.00000,2659.00000,256.00000,4577.50000,,,
2001,Rural regions,Tenant,1708,1548.28631,1510.86780,1585.70482,1023.00000,1380.00000,1943.00000,28.00000,3323.00000,,,
2002,Urban regions,Owner,3420,2648.42690,2570.66706,2726.18675,1550.35754,2300.00000,3000.00000,10.00000,5174.46368,,,
2002,Urban regions,Tenant,4373,1788.47769,1757.41782,1819.53756,1100.00000,1600.00000,2200.00000,241.00000,3850.00000,,,
2002,Rural regions,Owner,2042,2220.96202,2167.81147,2274.11257,1450.00000,2000.00000,2733.68546,200.00000,4659.21366,,,
2002,Rural regions,Tenant,1702,1575.25560,1536.13303,1614.37817,1000.00000,1400.00000,2000.00000,160.00000,3500.00000,,,
2003,Urban regions,Owner,3306,2734.36921,2657.50246,2811.23597,1650.00000,2419.40022,3200.00000,0.00000,5525.00000,,,
2003,Urban regions,Tenant,4201,1805.64582,1774.41985,1836.87178,1100.00000,1600.00000,2300.00000,0.00000,4100.00000,,,
2003,Rural regions,Owner,1982,2297.99167,2244.68299,2351.30035,1500.00000,2100.00000,2900.00000,320.00000,5000.00000,,,
2003,Rural regions,Tenant,1648,1590.59986,1549.52917,1631.67054,1000.00000,1400.00000,2000.00000,194.00000,3500.00000,,,
2004,Urban regions,Owner,3250,2729.52671,2657.28993,2801.76350,1600.00000,2400.00000,3200.00000,0.00000,5600.00000,,,
2004,Urban regions,Tenant,4109,1838.01995,1804.93240,1871.10751,1100.00000,1600.00000,2300.00000,0.00000,4100.00000,,,
2004,Rural regions,Owner,1974,2342.49343,2236.92195,2448.06490,1500.00000,2066.22429,2900.00000,200.00000,5000.00000,,,
2004,Rural regions,Tenant,1603,1597.61216,1555.77368,1639.45065,1000.00000,1450.00000,2000.00000,70.00000,3500.00000,,,
2005,Urban regions,Owner,3127,2690.46582,2629.50238,2751.42926,1600.00000,2400.00000,3255.61125,154.00000,5739.02813,,,
2005,Urban regions,Tenant,4012,1880.54096,1845.06387,1916.01804,1178.00799,1670.00000,2300.00000,150.00000,3982.98801,,,
2005,Rural regions,Owner,1942,2338.15478,2276.74306,2399.56650,1500.00000,2100.00000,3000.00000,0.00000,5250.00000,,,
2005,Rural regions,Tenant,1543,1592.86932,1549.70256,1636.03608,1000.00000,1400.00000,2000.00000,0.00000,3500.00000,,,
2006,Urban regions,Owner,3422,2751.20694,2689.56571,2812.84817,1640.00000,2400.00000,3300.00000,200.00000,5790.00000,,,
2006,Urban regions,Tenant,4202,1847.51151,1812.66809,1882.35493,1100.00000,1600.00000,2300.00000,0.00000,4100.00000,,,
2006,Rural regions,Owner,2112,2335.17926,2269.15468,2401.20383,1450.00000,2080.12055,2903.21543,0.00000,5083.03857,,,
2006,Rural regions,Tenant,1730,1579.86050,1534.61416,1625.10685,982.00000,1388.00426,2000.00000,100.00000,3527.00000,,,
2007,Urban regions,Owner,3254,2834.96469,2765.42660,2904.50278,1665.82791,2500.00000,3500.00000,0.00000,6251.25813,,,
2007,Urban regions,Tenant,3951,1895.68935,1853.90799,1937.47071,1150.00000,1630.00000,2357.74622,100.00000,4169.36555,,,
2007,Rural regions,Owner,2022,2329.58924,2276.06369,2383.11478,1500.00000,2100.00000,3000.00000,300.00000,5250.00000,,,
2007,Rural regions,Tenant,1644,1617.15158,1567.69364,1666.60953,950.91519,1400.00000,2000.00000,100.00000,3573.62722,,,
2008,Urban regions,Owner,3089,2840.27543,2775.67929,2904.87158,1700.00000,2500.00000,3500.00000,240.00000,6200.00000,,,
2008,Urban regions,Tenant,3688,1915.05115,1872.93878,1957.16352,1150.00000,1648.27425,2400.00000,100.00000,4275.00000,,,
2008,Rural regions,Owner,1955,2415.29805,2300.73126,2529.86484,1500.00000,2100.00000,3000.00000,300.00000,5250.00000,,,
2008,Rural regions,Tenant,1501,1617.37216,1567.05912,1667.68521,1000.00000,1400.00000,2000.00000,0.00000,3500.00000,,,
2009,Urban regions,Owner,2910,2869.84610,2803.00606,2936.68614,1700.00000,2500.00000,3500.00000,300.00000,6200.00000,,,
2009,Urban regions,Tenant,3451,1961.12987,1919.48870,2002.77104,1169.07573,1700.00000,2500.00000,154.00000,4496.38641,,,
2009,Rural regions,Owner,1852,2438.11861,2380.00921,2496.22801,1550.00000,2200.00000,3000.00000,0.00000,5175.00000,,,
2009,Rural regions,Tenant,1471,1670.46347,1619.33917,1721.58776,1000.00000,1400.00000,2100.00000,150.00000,3750.00000,,,
2010,Urban regions,Owner,3541,2991.57322,2925.97245,3057.17398,1800.00000,2600.00000,3600.00000,300.00000,6300.00000,,,
2010,Urban regions,Tenant,5013,1990.52623,1954.35333,2026.69912,1170.00000,1700.00000,2500.00000,0.00000,4495.00000,,,
2010,Rural regions,Owner,2324,2519.36367,2462.18105,2576.54629,1559.87211,2300.00000,3150.72953,0.00000,5537.01566,,,
2010,Rural regions,Tenant,2117,1691.80019,1649.51617,1734.08421,1030.90881,1500.00000,2100.00000,150.00000,3703.63678,,,
2011,Urban regions,Owner,4338,3033.58482,2971.35173,3095.81791,1800.00000,2650.00000,3800.00000,150.00000,6800.00000,,,
2011,Urban regions,Tenant,5896,2020.41698,1985.77511,2055.05885,1150.00000,1700.00000,2500.00000,40.00000,4525.00000,,,
2011,Rural regions,Owner,2959,2555.80230,2504.07338,2607.53122,1580.00000,2300.00000,3200.00000,80.00000,5630.00000,,,
2011,Rural regions,Tenant,2666,1717.24920,1675.17935,1759.31905,1000.00000,1500.00000,2200.00000,100.00000,4000.00000,,,
2012,Urban regions,Owner,4213,3140.55758,3058.76983,3222.34533,1900.00000,2800.00000,4000.00000,360.00000,7150.00000,,,
2012,Urban regions,Tenant,5729,2061.78672,2026.43628,2097.13716,1200.00000,1750.00000,2500.00000,0.00000,4450.00000,,,
2012,Rural regions,Owner,2948,2607.37118,2553.59578,2661.14659,1600.00000,2350.00000,3300.00000,100.00000,5850.00000,,,
2012,Rural regions,Tenant,2688,1794.92896,1751.13721,1838.72071,1035.55254,1564.80205,2300.00000,147.00000,4196.67119,,,
2013,Urban regions,Owner,4390,3213.69976,3141.45934,3285.94018,1915.30162,2800.00000,4000.00000,300.00000,7127.04757,,,
2013,Urban regions,Tenant,6873,2083.02560,2050.68356,2115.36764,1200.00000,1800.00000,2600.00000,0.00000,4700.00000,,,
2013,Rural regions,Owner,2898,2639.69924,2587.27408,2692.12440,1600.00000,2400.00000,3300.00000,300.00000,5850.00000,,,
2013,Rural regions,Tenant,2865,1802.85245,1760.98557,1844.71933,1053.48738,1600.00000,2300.00000,200.00000,4169.76894,,,
2014,Urban regions,Owner,4021,3307.51755,3232.11754,3382.91757,2000.00000,2900.00000,4000.00000,158.00000,7000.00000,,,
2014,Urban regions,Tenant,5903,2160.92716,2123.59931,2198.25500,1200.00000,1839.19831,2700.00000,250.00000,4950.00000,,,
2014,Rural regions,Owner,2665,2711.04579,2651.91221,2770.17937,1650.00000,2500.00000,3400.00000,300.00000,6025.00000,,,
2014,Rural regions,Tenant,2564,1826.50323,1786.09333,1866.91312,1100.00000,1600.00000,2358.69938,200.00000,4246.74846,,,
2015,Urban regions,Owner,3783,3335.04902,3270.15919,3399.93884,2000.00000,3000.00000,4200.00000,220.00000,7500.00000,,,
2015,Urban regions,Tenant,6066,2212.03155,2170.02003,2254.04307,1200.00000,1809.61451,2800.00000,0.00000,5200.00000,,,
2015,Rural regions,Owner,2567,2786.58627,2725.89479,2847.27775,1683.14978,2500.00000,3500.00000,300.00000,6225.27532,,,
2015,Rural regions,Tenant,2581,1889.63235,1846.36061,1932.90410,1110.42308,1663.18599,2350.00000,220.00000,4209.36538,,,
2016,Urban regions,Owner,3545,3375.36561,3305.15331,3445.57791,2000.00000,3000.00000,4200.00000,400.00000,7500.00000,,,
2016,Urban regions,Tenant,5410,2275.66811,2229.53071,2321.80551,1250.00000,1900.00000,2900.00000,0.00000,5375.00000,,,
2016,Rural regions,Owner,2413,2900.31815,2831.49932,2969.13697,1800.00000,2600.00000,3600.00000,0.00000,6300.00000,,,
2016,Rural regions,Tenant,2310,1987.31955,1939.75147,2034.88764,1200.00000,1700.00000,2500.00000,247.00000,4450.00000,,,
2017,Urban regions,Owner,4019,3685.67700,3239.81077,4131.54323,2000.00000,3000.00000,4350.00000,340.00000,7875.00000,,,
2017,Urban regions,Tenant,6878,2294.10884,2254.95350,2333.26419,1300.00000,2000.00000,2900.00000,120.00000,5300.00000,,,
2017,Rural regions,Owner,2672,2977.23881,2909.58789,3044.88972,1800.00000,2650.00000,3800.00000,350.00000,6800.00000,,,
2017,Rural regions,Tenant,3058,2009.70268,1967.40282,2052.00254,1200.00000,1800.00000,2500.00000,88.00000,4450.00000,,,
2018,Urban regions,Owner,3844,3590.76806,3520.07009,3661.46602,2100.00000,3200.00000,4500.00000,340.00000,8100.00000,,,
2018,Urban regions,Tenant,7381,2380.68886,2342.84487,2418.53284,1300.00000,2000.00000,3000.00000,100.00000,5550.00000,,,
2018,Rural regions,Owner,2547,3058.03871,2994.19420,3121.88322,1900.00000,2850.00000,3843.68876,300.00000,6759.22191,,,
2018,Rural regions,Tenant,3101,2051.51186,2009.48978,2093.53395,1200.00000,1800.00000,2595.45900,230.00000,4688.64751,,,
2019,Urban regions,Owner,4356,3794.88724,3671.47901,3918.29547,2200.00000,3300.00000,4700.00000,350.00000,8450.00000,,,
2019,Urban regions,Tenant,6848,2557.57192,2251.83081,2863.31304,1340.00000,2000.00000,3000.00000,100.00000,5490.00000,,,
2019,Rural regions,Owner,2811,3177.27931,3094.81360,3259.74502,2000.00000,3000.00000,4000.00000,35.00000,7000.00000,,,
2019,Rural regions,Tenant,2837,2177.03393,2120.39841,2233.66946,1300.00000,1900.00000,2800.00000,250.00000,5050.00000,,,
2020,Urban regions,Owner,4003,3864.26707,3755.98713,3972.54701,2300.00000,3500.00000,4898.40732,1.00000,8796.01829,,,
2020,Urban regions,Tenant,8415,2570.76569,2532.33354,2609.19784,1400.00000,2200.00000,3400.00000,0.00000,6400.00000,,,
2020,Rural regions,Owner,2536,3357.27183,3274.74293,3439.80072,2089.53846,3000.00000,4044.49615,1.00000,6976.93270,,,
2020,Rural regions,Tenant,3057,2220.78782,2174.56018,2267.01545,1300.00000,2000.00000,2800.00000,200.00000,5050.00000,,,
2021,Urban regions,Owner,2954,4156.17452,3779.06903,4533.28002,2500.00000,3500.00000,5000.00000,0.00000,8750.00000,,,
2021,Urban regions,Tenant,5210,2655.35139,2605.79823,2704.90455,1450.00000,2238.63220,3500.00000,0.00000,6575.00000,,,
2021,Rural regions,Owner,1878,3587.26831,3472.22351,3702.31312,2100.00000,3255.14978,4500.00000,400.00000,8100.00000,,,
2021,Rural regions,Tenant,1910,2243.77857,2185.22091,2302.33623,1300.00000,2000.00000,3000.00000,0.00000,5550.00000,,,
2022,Urban regions,Owner,4275,4154.14789,4066.05941,4242.23637,2500.00000,3700.00000,5000.00000,0.00000,8750.00000,,,
2022,Urban regions,Tenant,8764,2776.99534,2733.67693,2820.31374,1500.00000,2300.00000,3500.00000,0.00000,6500.00000,,,
2022,Rural regions,Owner,2869,3682.05051,3547.93194,3816.16908,2200.00000,3200.00000,4500.00000,0.00000,7950.00000,,,
2022,Rural regions,Tenant,2887,2467.54159,2412.49911,2522.58406,1450.00000,2130.00000,3200.00000,0.00000,5825.00000,,,
