year,age_gr,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,30-45 y.,Yes,0.33245,1331,3355,0.31650,0.34839
1992,30-45 y.,No,0.45870,2024,3355,0.44184,0.47556
1992,46-65 y.,Yes,0.19329,751,2317,0.17721,0.20937
1992,46-65 y.,No,0.37304,1566,2317,0.35335,0.39274
1993,17-29 y.,Yes,0.25693,826,2212,0.23872,0.27514
1993,17-29 y.,No,0.38320,1386,2212,0.36294,0.40347
1993,30-45 y.,Yes,0.30767,1264,3313,0.29195,0.32339
1993,30-45 y.,No,0.48565,2049,3313,0.46863,0.50267
1993,46-65 y.,Yes,0.18545,726,2209,0.16924,0.20166
1993,46-65 y.,No,0.37067,1483,2209,0.35052,0.39081
1994,17-29 y.,Yes,0.25995,818,2057,0.24099,0.27891
1994,17-29 y.,No,0.35473,1239,2057,0.33405,0.37541
1994,30-45 y.,Yes,0.32590,1319,3230,0.30973,0.34206
1994,30-45 y.,No,0.45895,1911,3230,0.44177,0.47614
1994,46-65 y.,Yes,0.19195,744,2157,0.17532,0.20857
1994,46-65 y.,No,0.35663,1413,2157,0.33641,0.37685
1995,17-29 y.,Yes,0.26728,863,2051,0.24813,0.28644
1995,17-29 y.,No,0.34443,1188,2051,0.32386,0.36500
1995,30-45 y.,Yes,0.35762,1530,3452,0.34163,0.37361
1995,30-45 y.,No,0.42142,1922,3452,0.40495,0.43790
1995,46-65 y.,Yes,0.20169,789,2230,0.18503,0.21835
1995,46-65 y.,No,0.34653,1441,2230,0.32677,0.36628
1995,66 and older,No,0.02108,31,31,-0.03032,0.07248
1996,17-29 y.,Yes,0.25658,788,1907,0.23697,0.27619
1996,17-29 y.,No,0.34204,1119,1907,0.32074,0.36334
1996,30-45 y.,Yes,0.36118,1538,3458,0.34517,0.37720
1996,30-45 y.,No,0.42358,1920,3458,0.40711,0.44006
1996,46-65 y.,Yes,0.20285,789,2162,0.18590,0.21981
1996,46-65 y.,No,0.33836,1373,2162,0.31841,0.35831
1996,66 and older,No,0.02236,36,36,-0.02662,0.07135
1997,17-29 y.,Yes,0.26333,753,1146,0.23782,0.28884
1997,17-29 y.,No,0.12647,393,1146,0.10722,0.14573
1997,30-45 y.,Yes,0.36799,1535,2196,0.34782,0.38817
1997,30-45 y.,No,0.14874,661,2196,0.13385,0.16363
1997,46-65 y.,Yes,0.21777,837,1208,0.19448,0.24105
1997,46-65 y.,No,0.08996,371,1208,0.07382,0.10610
1998,17-29 y.,Yes,0.25637,808,1176,0.23141,0.28134
1998,17-29 y.,No,0.11302,368,1176,0.09492,0.13112
1998,30-45 y.,Yes,0.37419,1756,2456,0.35504,0.39333
1998,30-45 y.,No,0.14346,700,2456,0.12959,0.15732
1998,46-65 y.,Yes,0.21150,935,1366,0.18983,0.23316
1998,46-65 y.,No,0.09141,431,1366,0.07612,0.10670
1999,17-29 y.,Yes,0.26269,795,1132,0.23704,0.28834
1999,17-29 y.,No,0.10874,337,1132,0.09060,0.12689
1999,30-45 y.,Yes,0.37949,1786,2467,0.36034,0.39864
1999,30-45 y.,No,0.14170,681,2467,0.12793,0.15546
1999,46-65 y.,Yes,0.21839,908,1294,0.19587,0.24091
1999,46-65 y.,No,0.09208,386,1294,0.07632,0.10784
2000,17-29 y.,Yes,0.24612,1091,1584,0.22490,0.26734
2000,17-29 y.,No,0.11226,493,1584,0.09671,0.12781
2000,30-45 y.,Yes,0.36640,2931,4144,0.35173,0.38107
2000,30-45 y.,No,0.15373,1213,4144,0.14275,0.16471
2000,46-65 y.,Yes,0.20403,1590,2393,0.18788,0.22018
2000,46-65 y.,No,0.10878,803,2393,0.09630,0.12126
2001,17-29 y.,Yes,0.25086,984,984,0.22376,0.27796
2001,30-45 y.,Yes,0.38085,2733,2733,0.36264,0.39906
2001,46-65 y.,Yes,0.21721,1569,1569,0.19680,0.23762
2002,17-29 y.,Yes,0.23568,949,1373,0.21322,0.25813
2002,17-29 y.,No,0.10186,424,1373,0.08585,0.11786
2002,30-45 y.,Yes,0.36245,2744,3844,0.34725,0.37765
2002,30-45 y.,No,0.15215,1100,3844,0.14080,0.16351
2002,46-65 y.,Yes,0.20645,1897,2703,0.19119,0.22171
2002,46-65 y.,No,0.10251,806,2703,0.09108,0.11395
2003,17-29 y.,Yes,0.24181,919,1337,0.21885,0.26477
2003,17-29 y.,No,0.10626,418,1337,0.08974,0.12279
2003,30-45 y.,Yes,0.36264,2538,3574,0.34687,0.37840
2003,30-45 y.,No,0.14980,1036,3574,0.13810,0.16150
2003,46-65 y.,Yes,0.21733,1838,2637,0.20159,0.23308
2003,46-65 y.,No,0.10106,799,2637,0.08955,0.11256
2004,17-29 y.,Yes,0.22929,877,1258,0.20605,0.25253
2004,17-29 y.,No,0.09821,381,1258,0.08175,0.11466
2004,30-45 y.,Yes,0.36424,2380,3328,0.34789,0.38059
2004,30-45 y.,No,0.14583,948,3328,0.13384,0.15782
2004,46-65 y.,Yes,0.22454,1904,2683,0.20875,0.24033
2004,46-65 y.,No,0.10321,779,2683,0.09170,0.11472
2005,17-29 y.,Yes,0.22058,815,1188,0.19700,0.24417
2005,17-29 y.,No,0.10617,373,1188,0.08864,0.12369
2005,30-45 y.,Yes,0.36256,2205,3058,0.34552,0.37961
2005,30-45 y.,No,0.14071,853,3058,0.12838,0.15304
2005,46-65 y.,Yes,0.22480,1769,2491,0.20840,0.24120
2005,46-65 y.,No,0.10241,722,2491,0.09050,0.11432
2006,17-29 y.,Yes,0.23248,903,1258,0.20913,0.25584
2006,17-29 y.,No,0.10256,355,1258,0.08579,0.11934
2006,30-45 y.,Yes,0.39034,2457,3313,0.37372,0.40695
2006,30-45 y.,No,0.13646,856,3313,0.12477,0.14815
2006,46-65 y.,Yes,0.25377,2068,2858,0.23781,0.26972
2006,46-65 y.,No,0.10490,790,2858,0.09366,0.11613
2007,17-29 y.,Yes,0.23771,828,1149,0.21308,0.26233
2007,17-29 y.,No,0.08859,321,1149,0.07215,0.10503
2007,30-45 y.,Yes,0.41083,2322,3041,0.39334,0.42832
2007,30-45 y.,No,0.12231,719,3041,0.11066,0.13395
2007,46-65 y.,Yes,0.26114,1983,2730,0.24466,0.27762
2007,46-65 y.,No,0.10457,747,2730,0.09309,0.11605
2008,17-29 y.,Yes,0.25322,816,1136,0.22792,0.27852
2008,17-29 y.,No,0.10208,320,1136,0.08447,0.11970
2008,30-45 y.,Yes,0.42627,2154,2883,0.40821,0.44432
2008,30-45 y.,No,0.13712,729,2883,0.12456,0.14968
2008,46-65 y.,Yes,0.27392,1984,2787,0.25736,0.29048
2008,46-65 y.,No,0.12165,803,2787,0.10951,0.13379
2009,17-29 y.,Yes,0.23399,664,962,0.20722,0.26076
2009,17-29 y.,No,0.10760,298,962,0.08801,0.12720
2009,30-45 y.,Yes,0.40752,1834,2520,0.38833,0.42671
2009,30-45 y.,No,0.13720,686,2520,0.12376,0.15063
2009,46-65 y.,Yes,0.26375,1769,2534,0.24659,0.28091
2009,46-65 y.,No,0.12585,765,2534,0.11293,0.13876
2010,17-29 y.,Yes,0.23080,800,1190,0.20685,0.25475
2010,17-29 y.,No,0.12164,390,1190,0.10306,0.14022
2010,30-45 y.,Yes,0.39948,2992,4239,0.38473,0.41423
2010,30-45 y.,No,0.15798,1247,4239,0.14699,0.16896
2010,46-65 y.,Yes,0.26396,1967,2904,0.24792,0.27999
2010,46-65 y.,No,0.13808,937,2904,0.12553,0.15063
2011,17-29 y.,Yes,0.26651,947,1302,0.24248,0.29053
2011,17-29 y.,No,0.09110,355,1302,0.07546,0.10673
2011,30-45 y.,Yes,0.42487,3697,4879,0.41099,0.43874
2011,30-45 y.,No,0.12782,1182,4879,0.11845,0.13719
2011,46-65 y.,Yes,0.30476,2840,3917,0.29035,0.31918
2011,46-65 y.,No,0.12177,1077,3917,0.11153,0.13202
2012,17-29 y.,Yes,0.27063,957,1320,0.24665,0.29461
2012,17-29 y.,No,0.09899,363,1320,0.08287,0.11510
2012,30-45 y.,Yes,0.42701,3484,4733,0.41291,0.44110
2012,30-45 y.,No,0.14078,1249,4733,0.13087,0.15069
2012,46-65 y.,Yes,0.30822,2959,4245,0.29433,0.32212
2012,46-65 y.,No,0.14305,1286,4245,0.13251,0.15358
2013,17-29 y.,Yes,0.26214,1141,1569,0.24038,0.28391
2013,17-29 y.,No,0.09930,428,1569,0.08450,0.11411
2013,30-45 y.,Yes,0.39351,3732,5050,0.38004,0.40699
2013,30-45 y.,No,0.14090,1318,5050,0.13131,0.15050
2013,46-65 y.,Yes,0.31127,3078,4334,0.29748,0.32505
2013,46-65 y.,No,0.12469,1256,4334,0.11485,0.13452
2014,17-29 y.,Yes,0.26937,1021,1421,0.24629,0.29244
2014,17-29 y.,No,0.09978,400,1421,0.08419,0.11537
2014,30-45 y.,Yes,0.42509,3245,4316,0.41034,0.43984
2014,30-45 y.,No,0.12416,1071,4316,0.11432,0.13400
2014,46-65 y.,Yes,0.31454,2889,4184,0.30046,0.32861
2014,46-65 y.,No,0.13716,1295,4184,0.12673,0.14759
2015,17-29 y.,Yes,0.27096,1057,1416,0.24780,0.29412
2015,17-29 y.,No,0.09229,359,1416,0.07721,0.10737
2015,30-45 y.,Yes,0.43307,3129,4028,0.41777,0.44838
2015,30-45 y.,No,0.11572,899,4028,0.10584,0.12560
2015,46-65 y.,Yes,0.33675,3044,4007,0.32211,0.35138
2015,46-65 y.,No,0.11114,963,4007,0.10140,0.12087
2016,17-29 y.,Yes,0.26468,975,1275,0.24045,0.28890
2016,17-29 y.,No,0.08900,300,1275,0.07336,0.10463
2016,30-45 y.,Yes,0.44016,2827,3664,0.42409,0.45624
2016,30-45 y.,No,0.12872,837,3664,0.11788,0.13957
2016,46-65 y.,Yes,0.35809,3039,4040,0.34330,0.37288
2016,46-65 y.,No,0.11357,1001,4040,0.10378,0.12335
2016,66 and older,Yes,0.00849,35,35,-0.02235,0.03934
2017,17-29 y.,Yes,0.26280,1138,1484,0.24040,0.28520
2017,17-29 y.,No,0.07804,346,1484,0.06439,0.09170
2017,30-45 y.,Yes,0.41634,2867,3673,0.40040,0.43229
2017,30-45 y.,No,0.11103,806,3673,0.10087,0.12120
2017,46-65 y.,Yes,0.33048,3349,4520,0.31676,0.34419
2017,46-65 y.,No,0.11529,1171,4520,0.10598,0.12460
2017,66 and older,Yes,0.00717,34,34,-0.02161,0.03595
2018,17-29 y.,Yes,0.29866,1220,1612,0.27631,0.32101
2018,17-29 y.,No,0.08492,392,1612,0.07131,0.09853
2018,30-45 y.,Yes,0.45020,2833,3753,0.43428,0.46612
2018,30-45 y.,No,0.12944,920,3753,0.11869,0.14018
2018,46-65 y.,Yes,0.35813,3376,4722,0.34445,0.37181
2018,46-65 y.,No,0.13362,1346,4722,0.12392,0.14333
2018,66 and older,Yes,0.00741,35,71,-0.01268,0.02749
2018,66 and older,No,0.00633,36,71,-0.01225,0.02490
2019,17-29 y.,Yes,0.28454,1064,1413,0.26100,0.30807
2019,17-29 y.,No,0.08102,349,1413,0.06679,0.09525
2019,30-45 y.,Yes,0.44342,2549,3267,0.42638,0.46046
2019,30-45 y.,No,0.11624,718,3267,0.10524,0.12723
2019,46-65 y.,Yes,0.34674,3327,4454,0.33276,0.36072
2019,46-65 y.,No,0.11750,1127,4454,0.10805,0.12696
2019,66 and older,Yes,0.01072,56,56,-0.01650,0.03794
2020,17-29 y.,Yes,0.26026,1096,1708,0.23944,0.28107
2020,17-29 y.,No,0.12369,612,1708,0.10807,0.13930
2020,30-45 y.,Yes,0.40360,2379,3700,0.38779,0.41941
2020,30-45 y.,No,0.20210,1321,3700,0.18916,0.21504
2020,46-65 y.,Yes,0.32661,3003,4709,0.31321,0.34001
2020,46-65 y.,No,0.17920,1706,4709,0.16825,0.19016
2020,66 and older,Yes,0.00807,47,91,-0.01042,0.02657
2020,66 and older,No,0.00798,44,91,-0.01040,0.02637
2021,17-29 y.,Yes,0.30583,832,1159,0.27929,0.33237
2021,17-29 y.,No,0.10109,327,1159,0.08372,0.11845
2021,30-45 y.,Yes,0.44664,1824,2482,0.42708,0.46621
2021,30-45 y.,No,0.14257,658,2482,0.12881,0.15633
2021,46-65 y.,Yes,0.35613,2457,3388,0.34000,0.37226
2021,46-65 y.,No,0.13720,931,3388,0.12562,0.14879
2021,66 and older,Yes,0.01262,51,83,-0.01154,0.03678
2021,66 and older,No,0.00821,32,83,-0.01132,0.02775
