year,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,5th Quintile,No,0.36987,1031,1763,0.34733,0.39241
1995,1st Quintile,Yes,0.07941,314,951,0.06222,0.09660
1995,1st Quintile,No,0.16268,637,951,0.13921,0.18615
1995,2nd Quintile,Yes,0.11738,531,1468,0.10091,0.13385
1995,2nd Quintile,No,0.21504,937,1468,0.19401,0.23606
1995,3rd Quintile,Yes,0.18383,694,1708,0.16545,0.20220
1995,3rd Quintile,No,0.25737,1014,1708,0.23663,0.27811
1995,4th Quintile,Yes,0.24292,811,1844,0.22334,0.26250
1995,4th Quintile,No,0.30417,1033,1844,0.28316,0.32517
1995,5th Quintile,Yes,0.29701,832,1792,0.27585,0.31817
1995,5th Quintile,No,0.32657,960,1792,0.30485,0.34829
1996,1st Quintile,Yes,0.07793,303,972,0.06106,0.09479
1996,1st Quintile,No,0.17529,669,972,0.15137,0.19920
1996,2nd Quintile,Yes,0.13309,538,1434,0.11550,0.15068
1996,2nd Quintile,No,0.20294,896,1434,0.18212,0.22377
1996,3rd Quintile,Yes,0.18571,680,1618,0.16676,0.20467
1996,3rd Quintile,No,0.25895,938,1618,0.23759,0.28030
1996,4th Quintile,Yes,0.24276,811,1820,0.22305,0.26246
1996,4th Quintile,No,0.28614,1009,1820,0.26537,0.30691
1996,5th Quintile,Yes,0.27801,785,1721,0.25684,0.29918
1996,5th Quintile,No,0.33307,936,1721,0.31080,0.35534
1997,1st Quintile,Yes,0.07277,257,440,0.04847,0.09707
1997,1st Quintile,No,0.05076,183,440,0.03023,0.07130
1997,2nd Quintile,Yes,0.13329,538,834,0.11021,0.15638
1997,2nd Quintile,No,0.06858,296,834,0.05142,0.08575
1997,3rd Quintile,Yes,0.18788,673,987,0.16350,0.21226
1997,3rd Quintile,No,0.08679,314,987,0.06922,0.10436
1997,4th Quintile,Yes,0.27051,849,1228,0.24565,0.29536
1997,4th Quintile,No,0.10794,379,1228,0.09058,0.12531
1997,5th Quintile,Yes,0.28322,810,1063,0.25613,0.31032
1997,5th Quintile,No,0.08640,253,1063,0.06950,0.10330
1998,1st Quintile,Yes,0.08575,286,448,0.05979,0.11171
1998,1st Quintile,No,0.04821,162,448,0.02835,0.06807
1998,2nd Quintile,Yes,0.14547,568,850,0.12175,0.16919
1998,2nd Quintile,No,0.07594,282,850,0.05812,0.09376
1998,3rd Quintile,Yes,0.18387,646,969,0.15947,0.20828
1998,3rd Quintile,No,0.08703,323,969,0.06927,0.10479
1998,4th Quintile,Yes,0.25896,829,1166,0.23381,0.28412
1998,4th Quintile,No,0.10422,337,1166,0.08667,0.12176
1998,5th Quintile,Yes,0.28454,764,988,0.25639,0.31269
1998,5th Quintile,No,0.07429,224,988,0.05793,0.09065
1999,1st Quintile,Yes,0.08686,351,549,0.06328,0.11044
1999,1st Quintile,No,0.05695,198,549,0.03754,0.07635
1999,2nd Quintile,Yes,0.14448,597,913,0.12167,0.16730
1999,2nd Quintile,No,0.07449,316,913,0.05745,0.09153
1999,3rd Quintile,Yes,0.19527,756,1072,0.17152,0.21901
1999,3rd Quintile,No,0.07606,316,1072,0.06018,0.09194
1999,4th Quintile,Yes,0.25547,894,1215,0.23094,0.28000
1999,4th Quintile,No,0.09159,321,1215,0.07537,0.10782
1999,5th Quintile,Yes,0.28208,895,1151,0.25607,0.30809
1999,5th Quintile,No,0.08290,256,1151,0.06697,0.09884
2000,1st Quintile,Yes,0.06609,276,453,0.04318,0.08899
2000,1st Quintile,No,0.04982,177,453,0.02977,0.06988
2000,2nd Quintile,Yes,0.13956,570,841,0.11613,0.16300
2000,2nd Quintile,No,0.07107,271,841,0.05369,0.08844
2000,3rd Quintile,Yes,0.19925,706,1055,0.17513,0.22336
2000,3rd Quintile,No,0.09642,349,1055,0.07860,0.11424
2000,4th Quintile,Yes,0.24703,865,1213,0.22275,0.27132
2000,4th Quintile,No,0.10493,348,1213,0.08768,0.12219
2000,5th Quintile,Yes,0.27622,856,1112,0.24993,0.30251
2000,5th Quintile,No,0.08739,256,1112,0.07078,0.10399
2001,1st Quintile,Yes,0.08251,448,448,0.05701,0.10802
2001,2nd Quintile,Yes,0.14977,867,867,0.12600,0.17354
2001,3rd Quintile,Yes,0.20596,1203,1203,0.18310,0.22882
2001,4th Quintile,Yes,0.24947,1365,1365,0.22650,0.27243
2001,5th Quintile,Yes,0.26195,1408,1408,0.23898,0.28493
2002,1st Quintile,Yes,0.06749,317,544,0.04639,0.08859
2002,1st Quintile,No,0.04980,227,544,0.03151,0.06810
2002,2nd Quintile,Yes,0.12945,686,1059,0.10922,0.14968
2002,2nd Quintile,No,0.07092,373,1059,0.05545,0.08639
2002,3rd Quintile,Yes,0.17744,917,1402,0.15744,0.19745
2002,3rd Quintile,No,0.09295,485,1402,0.07774,0.10815
2002,4th Quintile,Yes,0.23799,1267,1813,0.21838,0.25760
2002,4th Quintile,No,0.10152,546,1813,0.08761,0.11542
2002,5th Quintile,Yes,0.28457,1701,2196,0.26569,0.30345
2002,5th Quintile,No,0.08695,495,2196,0.07516,0.09873
2003,1st Quintile,Yes,0.06967,342,550,0.04837,0.09096
2003,1st Quintile,No,0.04878,208,550,0.03076,0.06680
2003,2nd Quintile,Yes,0.13203,691,1076,0.11180,0.15227
2003,2nd Quintile,No,0.07748,385,1076,0.06150,0.09347
2003,3rd Quintile,Yes,0.18576,929,1404,0.16541,0.20611
2003,3rd Quintile,No,0.08544,475,1404,0.07081,0.10006
2003,4th Quintile,Yes,0.25526,1347,1899,0.23564,0.27488
2003,4th Quintile,No,0.09657,552,1899,0.08328,0.10986
2003,5th Quintile,Yes,0.26672,1990,2627,0.24980,0.28363
2003,5th Quintile,No,0.08779,637,2627,0.07697,0.09861
2004,1st Quintile,Yes,0.07721,338,523,0.05432,0.10011
2004,1st Quintile,No,0.03745,185,523,0.02116,0.05374
2004,2nd Quintile,Yes,0.13161,650,992,0.11057,0.15266
2004,2nd Quintile,No,0.07315,342,992,0.05694,0.08936
2004,3rd Quintile,Yes,0.18826,917,1327,0.16722,0.20930
2004,3rd Quintile,No,0.07963,410,1327,0.06506,0.09420
2004,4th Quintile,Yes,0.22613,1230,1778,0.20668,0.24558
2004,4th Quintile,No,0.10640,548,1778,0.09207,0.12074
2004,5th Quintile,Yes,0.28278,2033,2660,0.26566,0.29990
2004,5th Quintile,No,0.08886,627,2660,0.07805,0.09968
2005,1st Quintile,Yes,0.07105,312,490,0.04828,0.09382
2005,1st Quintile,No,0.04545,178,490,0.02699,0.06392
2005,2nd Quintile,Yes,0.12632,602,911,0.10474,0.14791
2005,2nd Quintile,No,0.06928,309,911,0.05278,0.08578
2005,3rd Quintile,Yes,0.19416,881,1300,0.17265,0.21567
2005,3rd Quintile,No,0.09283,419,1300,0.07705,0.10861
2005,4th Quintile,Yes,0.23762,1177,1658,0.21712,0.25811
2005,4th Quintile,No,0.09748,481,1658,0.08320,0.11176
2005,5th Quintile,Yes,0.28030,1825,2388,0.26228,0.29832
2005,5th Quintile,No,0.08302,563,2388,0.07195,0.09409
2006,1st Quintile,Yes,0.08242,326,499,0.05826,0.10657
2006,1st Quintile,No,0.04808,173,499,0.02929,0.06687
2006,2nd Quintile,Yes,0.15040,621,883,0.12681,0.17400
2006,2nd Quintile,No,0.06054,262,883,0.04481,0.07628
2006,3rd Quintile,Yes,0.21146,924,1296,0.18922,0.23370
2006,3rd Quintile,No,0.08231,372,1296,0.06734,0.09728
2006,4th Quintile,Yes,0.24425,1195,1628,0.22338,0.26513
2006,4th Quintile,No,0.09994,433,1628,0.08536,0.11451
2006,5th Quintile,Yes,0.31171,1839,2351,0.29298,0.33044
2006,5th Quintile,No,0.08342,512,2351,0.07224,0.09459
2007,1st Quintile,Yes,0.08257,350,512,0.05871,0.10643
2007,1st Quintile,No,0.03888,162,512,0.02212,0.05564
2007,2nd Quintile,Yes,0.15214,710,998,0.12984,0.17443
2007,2nd Quintile,No,0.06054,288,998,0.04574,0.07534
2007,3rd Quintile,Yes,0.20873,961,1314,0.18675,0.23071
2007,3rd Quintile,No,0.07517,353,1314,0.06091,0.08943
2007,4th Quintile,Yes,0.27373,1342,1804,0.25315,0.29432
2007,4th Quintile,No,0.09070,462,1804,0.07744,0.10396
2007,5th Quintile,Yes,0.29931,1785,2315,0.28065,0.31797
2007,5th Quintile,No,0.08652,530,2315,0.07506,0.09797
2008,1st Quintile,Yes,0.08357,327,511,0.05956,0.10759
2008,1st Quintile,No,0.05002,184,511,0.03110,0.06893
2008,2nd Quintile,Yes,0.16484,680,973,0.14151,0.18816
2008,2nd Quintile,No,0.06708,293,973,0.05135,0.08281
2008,3rd Quintile,Yes,0.22451,990,1392,0.20258,0.24644
2008,3rd Quintile,No,0.08989,402,1392,0.07485,0.10492
2008,4th Quintile,Yes,0.27299,1228,1690,0.25174,0.29424
2008,4th Quintile,No,0.09961,462,1690,0.08533,0.11390
2008,5th Quintile,Yes,0.31346,1740,2258,0.29432,0.33260
2008,5th Quintile,No,0.09573,518,2258,0.08359,0.10787
2009,1st Quintile,Yes,0.08404,293,468,0.05887,0.10920
2009,1st Quintile,No,0.04668,175,468,0.02754,0.06581
2009,2nd Quintile,Yes,0.12989,513,788,0.10640,0.15338
2009,2nd Quintile,No,0.07196,275,788,0.05391,0.09002
2009,3rd Quintile,Yes,0.22207,837,1260,0.19911,0.24503
2009,3rd Quintile,No,0.09914,423,1260,0.08263,0.11565
2009,4th Quintile,Yes,0.26787,1103,1522,0.24561,0.29013
2009,4th Quintile,No,0.09885,419,1522,0.08385,0.11385
2009,5th Quintile,Yes,0.30409,1537,1999,0.28392,0.32426
2009,5th Quintile,No,0.09559,462,1999,0.08270,0.10848
2010,1st Quintile,Yes,0.07057,238,406,0.04563,0.09551
2010,1st Quintile,No,0.05021,168,406,0.02894,0.07148
2010,2nd Quintile,Yes,0.13492,496,795,0.11116,0.15868
2010,2nd Quintile,No,0.09420,299,795,0.07388,0.11452
2010,3rd Quintile,Yes,0.21166,764,1161,0.18816,0.23517
2010,3rd Quintile,No,0.10878,397,1161,0.09086,0.12670
2010,4th Quintile,Yes,0.25889,979,1419,0.23609,0.28168
2010,4th Quintile,No,0.12098,440,1419,0.10401,0.13796
2010,5th Quintile,Yes,0.33223,1422,1870,0.31087,0.35358
2010,5th Quintile,No,0.10722,448,1870,0.09320,0.12125
2011,1st Quintile,Yes,0.09004,679,978,0.07209,0.10799
2011,1st Quintile,No,0.04509,299,978,0.03208,0.05810
2011,2nd Quintile,Yes,0.16403,1066,1480,0.14516,0.18290
2011,2nd Quintile,No,0.06876,414,1480,0.05586,0.08166
2011,3rd Quintile,Yes,0.23074,1202,1647,0.21039,0.25109
2011,3rd Quintile,No,0.08987,445,1647,0.07605,0.10368
2011,4th Quintile,Yes,0.28927,1355,1807,0.26836,0.31019
2011,4th Quintile,No,0.09102,452,1807,0.07775,0.10429
2011,5th Quintile,Yes,0.33448,1666,2080,0.31420,0.35476
2011,5th Quintile,No,0.07836,414,2080,0.06680,0.08991
2012,1st Quintile,Yes,0.09626,839,1263,0.07998,0.11253
2012,1st Quintile,No,0.05018,424,1263,0.03814,0.06223
2012,2nd Quintile,Yes,0.14722,1132,1670,0.13022,0.16422
2012,2nd Quintile,No,0.08001,538,1670,0.06699,0.09303
2012,3rd Quintile,Yes,0.23879,1464,2031,0.22024,0.25734
2012,3rd Quintile,No,0.09843,567,2031,0.08547,0.11139
2012,4th Quintile,Yes,0.28289,1612,2196,0.26405,0.30174
2012,4th Quintile,No,0.10360,584,2196,0.09085,0.11635
2012,5th Quintile,Yes,0.33556,1838,2391,0.31663,0.35449
2012,5th Quintile,No,0.09927,553,2391,0.08728,0.11126
2013,1st Quintile,Yes,0.08633,749,1128,0.06993,0.10272
2013,1st Quintile,No,0.05432,379,1128,0.04109,0.06756
2013,2nd Quintile,Yes,0.15494,1212,1707,0.13777,0.17211
2013,2nd Quintile,No,0.06705,495,1707,0.05518,0.07892
2013,3rd Quintile,Yes,0.20720,1394,1906,0.18900,0.22540
2013,3rd Quintile,No,0.09118,512,1906,0.07826,0.10411
2013,4th Quintile,Yes,0.28411,1622,2195,0.26524,0.30299
2013,4th Quintile,No,0.09845,573,2195,0.08598,0.11091
2013,5th Quintile,Yes,0.32034,1826,2361,0.30151,0.33917
2013,5th Quintile,No,0.09005,535,2361,0.07850,0.10159
2014,1st Quintile,Yes,0.10207,835,1238,0.08520,0.11894
2014,1st Quintile,No,0.04405,403,1238,0.03261,0.05548
2014,2nd Quintile,Yes,0.14772,1238,1761,0.13114,0.16430
2014,2nd Quintile,No,0.06279,523,1761,0.05146,0.07412
2014,3rd Quintile,Yes,0.21459,1445,2069,0.19690,0.23228
2014,3rd Quintile,No,0.09741,624,2069,0.08463,0.11019
2014,4th Quintile,Yes,0.28456,1710,2360,0.26635,0.30277
2014,4th Quintile,No,0.10464,650,2360,0.09228,0.11699
2014,5th Quintile,Yes,0.35017,1947,2537,0.33160,0.36873
2014,5th Quintile,No,0.09777,590,2537,0.08621,0.10933
2015,1st Quintile,Yes,0.09783,715,1022,0.07961,0.11606
2015,1st Quintile,No,0.04429,307,1022,0.03167,0.05691
2015,2nd Quintile,Yes,0.16543,1214,1655,0.14752,0.18334
2015,2nd Quintile,No,0.06058,441,1655,0.04908,0.07207
2015,3rd Quintile,Yes,0.23301,1459,1903,0.21401,0.25201
2015,3rd Quintile,No,0.08240,444,1903,0.07005,0.09476
2015,4th Quintile,Yes,0.29780,1664,2168,0.27855,0.31706
2015,4th Quintile,No,0.09681,504,2168,0.08436,0.10927
2015,5th Quintile,Yes,0.34492,1847,2258,0.32531,0.36453
2015,5th Quintile,No,0.06999,411,2258,0.05946,0.08051
2016,1st Quintile,Yes,0.09938,742,1062,0.08137,0.11738
2016,1st Quintile,No,0.04397,320,1062,0.03163,0.05631
2016,2nd Quintile,Yes,0.17438,1244,1700,0.15633,0.19242
2016,2nd Quintile,No,0.07030,456,1700,0.05814,0.08246
2016,3rd Quintile,Yes,0.24857,1443,1888,0.22907,0.26807
2016,3rd Quintile,No,0.07659,445,1888,0.06459,0.08859
2016,4th Quintile,Yes,0.31826,1701,2192,0.29876,0.33777
2016,4th Quintile,No,0.09478,491,2192,0.08251,0.10704
2016,5th Quintile,Yes,0.34727,1746,2184,0.32730,0.36724
2016,5th Quintile,No,0.08456,438,2184,0.07289,0.09623
2017,1st Quintile,Yes,0.08656,723,1023,0.06932,0.10380
2017,1st Quintile,No,0.04188,300,1023,0.02960,0.05416
2017,2nd Quintile,Yes,0.15408,1101,1537,0.13603,0.17214
2017,2nd Quintile,No,0.07147,436,1537,0.05859,0.08436
2017,3rd Quintile,Yes,0.21628,1269,1692,0.19666,0.23591
2017,3rd Quintile,No,0.07138,423,1692,0.05910,0.08365
2017,4th Quintile,Yes,0.29832,1467,1892,0.27770,0.31894
2017,4th Quintile,No,0.08204,425,1892,0.06967,0.09441
2017,5th Quintile,Yes,0.32032,1593,2024,0.29999,0.34066
2017,5th Quintile,No,0.08414,431,2024,0.07204,0.09624
2018,1st Quintile,Yes,0.10433,810,1209,0.08709,0.12156
2018,1st Quintile,No,0.04735,399,1209,0.03538,0.05933
2018,2nd Quintile,Yes,0.18395,1305,1879,0.16642,0.20147
2018,2nd Quintile,No,0.07636,574,1879,0.06435,0.08837
2018,3rd Quintile,Yes,0.24677,1501,2054,0.22812,0.26542
2018,3rd Quintile,No,0.08966,553,2054,0.07730,0.10202
2018,4th Quintile,Yes,0.32651,1707,2208,0.30694,0.34607
2018,4th Quintile,No,0.08998,501,2208,0.07804,0.10192
2018,5th Quintile,Yes,0.35326,1894,2445,0.33431,0.37221
2018,5th Quintile,No,0.09347,551,2445,0.08193,0.10501
2019,1st Quintile,Yes,0.10590,757,1089,0.08761,0.12418
2019,1st Quintile,No,0.03894,332,1089,0.02745,0.05044
2019,2nd Quintile,Yes,0.17954,1142,1554,0.16045,0.19862
2019,2nd Quintile,No,0.06570,412,1554,0.05337,0.07802
2019,3rd Quintile,Yes,0.26736,1414,1838,0.24712,0.28760
2019,3rd Quintile,No,0.07814,424,1838,0.06587,0.09041
2019,4th Quintile,Yes,0.28763,1445,1915,0.26736,0.30791
2019,4th Quintile,No,0.09763,470,1915,0.08433,0.11092
2019,5th Quintile,Yes,0.35681,1751,2162,0.33661,0.37701
2019,5th Quintile,No,0.07504,411,2162,0.06393,0.08614
2020,1st Quintile,Yes,0.08546,625,1102,0.06894,0.10197
2020,1st Quintile,No,0.06158,477,1102,0.04738,0.07578
2020,2nd Quintile,Yes,0.16240,1015,1687,0.14480,0.18001
2020,2nd Quintile,No,0.11170,672,1687,0.09667,0.12674
2020,3rd Quintile,Yes,0.22918,1212,1942,0.21048,0.24787
2020,3rd Quintile,No,0.13081,730,1942,0.11581,0.14581
2020,4th Quintile,Yes,0.29532,1441,2172,0.27613,0.31451
2020,4th Quintile,No,0.13760,731,2172,0.12311,0.15209
2020,5th Quintile,Yes,0.31083,1784,2544,0.29284,0.32882
2020,5th Quintile,No,0.12362,760,2544,0.11083,0.13641
2021,1st Quintile,Yes,0.12277,693,1046,0.10288,0.14267
2021,1st Quintile,No,0.05422,353,1046,0.04049,0.06795
2021,2nd Quintile,Yes,0.19614,922,1255,0.17416,0.21812
2021,2nd Quintile,No,0.07705,333,1255,0.06229,0.09181
2021,3rd Quintile,Yes,0.25518,962,1329,0.23173,0.27863
2021,3rd Quintile,No,0.08780,367,1329,0.07258,0.10302
2021,4th Quintile,Yes,0.30047,1099,1527,0.27746,0.32347
2021,4th Quintile,No,0.10384,428,1527,0.08853,0.11915
2021,5th Quintile,Yes,0.33326,1448,1901,0.31207,0.35446
2021,5th Quintile,No,0.10410,453,1901,0.09037,0.11783
