year,age_gr,migback,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,No migration background,No,0.10445,698,2385,0.09218,0.11673
2003,46-65 y.,Direct migration background,Yes,0.15025,141,236,0.10457,0.19594
2003,46-65 y.,Direct migration background,No,0.08200,95,236,0.04692,0.11708
2004,17-29 y.,No migration background,Yes,0.25210,724,1043,0.22574,0.27847
2004,17-29 y.,No migration background,No,0.10609,319,1043,0.08739,0.12479
2004,17-29 y.,Direct migration background,Yes,0.15787,61,61,0.06561,0.25013
2004,17-29 y.,Indirect migration background,Yes,0.17293,92,124,0.10609,0.23976
2004,17-29 y.,Indirect migration background,No,0.06852,32,124,0.02387,0.11317
2004,30-45 y.,No migration background,Yes,0.38937,2118,2938,0.37174,0.40701
2004,30-45 y.,No migration background,No,0.15442,820,2938,0.14135,0.16749
2004,30-45 y.,Direct migration background,Yes,0.22115,191,289,0.17321,0.26908
2004,30-45 y.,Direct migration background,No,0.09837,98,289,0.06398,0.13277
2004,30-45 y.,Indirect migration background,Yes,0.35580,71,71,0.24364,0.46795
2004,46-65 y.,No migration background,Yes,0.23754,1741,2436,0.22064,0.25444
2004,46-65 y.,No migration background,No,0.10555,695,2436,0.09335,0.11776
2004,46-65 y.,Direct migration background,Yes,0.14620,151,231,0.10054,0.19186
2004,46-65 y.,Direct migration background,No,0.09203,80,231,0.05467,0.12938
2005,17-29 y.,No migration background,Yes,0.23476,672,985,0.20828,0.26125
2005,17-29 y.,No migration background,No,0.11721,313,985,0.09711,0.13731
2005,17-29 y.,Direct migration background,Yes,0.17192,51,51,0.06733,0.27650
2005,17-29 y.,Indirect migration background,Yes,0.18504,92,133,0.11880,0.25129
2005,17-29 y.,Indirect migration background,No,0.07060,41,133,0.02690,0.11430
2005,30-45 y.,No migration background,Yes,0.38882,1937,2684,0.37038,0.40727
2005,30-45 y.,No migration background,No,0.14682,747,2684,0.13343,0.16021
2005,30-45 y.,Direct migration background,Yes,0.22319,187,275,0.17389,0.27249
2005,30-45 y.,Direct migration background,No,0.12285,88,275,0.08398,0.16172
2005,30-45 y.,Indirect migration background,Yes,0.33066,81,81,0.22757,0.43375
2005,46-65 y.,No migration background,Yes,0.23828,1612,2252,0.22068,0.25588
2005,46-65 y.,No migration background,No,0.10407,640,2252,0.09146,0.11668
2005,46-65 y.,Direct migration background,Yes,0.14731,144,221,0.10047,0.19414
2005,46-65 y.,Direct migration background,No,0.09448,77,221,0.05583,0.13313
2006,17-29 y.,No migration background,Yes,0.24784,741,1043,0.22163,0.27406
2006,17-29 y.,No migration background,No,0.11094,302,1043,0.09187,0.13001
2006,17-29 y.,Direct migration background,Yes,0.16182,59,59,0.06704,0.25661
2006,17-29 y.,Indirect migration background,Yes,0.21057,103,103,0.13145,0.28969
2006,30-45 y.,No migration background,Yes,0.41618,2145,2890,0.39821,0.43416
2006,30-45 y.,No migration background,No,0.14548,745,2890,0.13263,0.15834
2006,30-45 y.,Direct migration background,Yes,0.24570,207,293,0.19632,0.29508
2006,30-45 y.,Direct migration background,No,0.09683,86,293,0.06291,0.13075
2006,30-45 y.,Indirect migration background,Yes,0.39537,105,105,0.30140,0.48934
2006,46-65 y.,No migration background,Yes,0.26796,1894,2602,0.25094,0.28499
2006,46-65 y.,No migration background,No,0.10636,708,2602,0.09452,0.11821
2006,46-65 y.,Direct migration background,Yes,0.17476,161,237,0.12631,0.22321
2006,46-65 y.,Direct migration background,No,0.09508,76,237,0.05765,0.13250
2007,17-29 y.,No migration background,Yes,0.25800,680,945,0.23008,0.28591
2007,17-29 y.,No migration background,No,0.09579,265,945,0.07701,0.11456
2007,17-29 y.,Direct migration background,Yes,0.18207,58,58,0.08189,0.28225
2007,17-29 y.,Indirect migration background,Yes,0.17485,90,129,0.10904,0.24065
2007,17-29 y.,Indirect migration background,No,0.07753,39,129,0.03120,0.12385
2007,30-45 y.,No migration background,Yes,0.43647,2031,2660,0.41762,0.45532
2007,30-45 y.,No migration background,No,0.13187,629,2660,0.11901,0.14473
2007,30-45 y.,Direct migration background,Yes,0.27629,186,250,0.22074,0.33183
2007,30-45 y.,Direct migration background,No,0.07025,64,250,0.03850,0.10199
2007,30-45 y.,Indirect migration background,Yes,0.37877,105,105,0.28554,0.47200
2007,46-65 y.,No migration background,Yes,0.27796,1824,2513,0.26044,0.29548
2007,46-65 y.,No migration background,No,0.11131,689,2513,0.09901,0.12361
2007,46-65 y.,Direct migration background,Yes,0.16388,141,195,0.11179,0.21597
2007,46-65 y.,Direct migration background,No,0.07084,54,195,0.03474,0.10695
2008,17-29 y.,No migration background,Yes,0.26764,679,949,0.23945,0.29582
2008,17-29 y.,No migration background,No,0.11630,270,949,0.09590,0.13671
2008,17-29 y.,Direct migration background,Yes,0.20261,51,51,0.09120,0.31403
2008,17-29 y.,Indirect migration background,Yes,0.21988,86,122,0.14609,0.29368
2008,17-29 y.,Indirect migration background,No,0.06974,36,122,0.02436,0.11513
2008,30-45 y.,No migration background,Yes,0.45590,1888,2521,0.43646,0.47535
2008,30-45 y.,No migration background,No,0.14784,633,2521,0.13398,0.16170
2008,30-45 y.,Direct migration background,Yes,0.28525,175,239,0.22788,0.34261
2008,30-45 y.,Direct migration background,No,0.08894,64,239,0.05277,0.12510
2008,30-45 y.,Indirect migration background,Yes,0.35405,91,123,0.26919,0.43892
2008,30-45 y.,Indirect migration background,No,0.10421,32,123,0.05000,0.15843
2008,46-65 y.,No migration background,Yes,0.28751,1815,2558,0.26997,0.30505
2008,46-65 y.,No migration background,No,0.12882,743,2558,0.11583,0.14180
2008,46-65 y.,Direct migration background,Yes,0.19549,152,204,0.14094,0.25005
2008,46-65 y.,Direct migration background,No,0.08182,52,204,0.04411,0.11952
2009,17-29 y.,No migration background,Yes,0.25056,561,808,0.22066,0.28046
2009,17-29 y.,No migration background,No,0.11134,247,808,0.08964,0.13305
2009,17-29 y.,Direct migration background,Yes,0.16963,33,33,0.03959,0.29967
2009,17-29 y.,Indirect migration background,Yes,0.19526,70,104,0.11870,0.27181
2009,17-29 y.,Indirect migration background,No,0.10260,34,104,0.04400,0.16120
2009,30-45 y.,No migration background,Yes,0.43909,1615,2206,0.41838,0.45980
2009,30-45 y.,No migration background,No,0.14209,591,2206,0.12752,0.15666
2009,30-45 y.,Direct migration background,Yes,0.24920,123,184,0.18652,0.31187
2009,30-45 y.,Direct migration background,No,0.11262,61,184,0.06682,0.15842
2009,30-45 y.,Indirect migration background,Yes,0.36805,96,130,0.28482,0.45127
2009,30-45 y.,Indirect migration background,No,0.13119,34,130,0.07293,0.18945
2009,46-65 y.,No migration background,Yes,0.27927,1651,2350,0.26113,0.29742
2009,46-65 y.,No migration background,No,0.13068,699,2350,0.11705,0.14432
2009,46-65 y.,Direct migration background,Yes,0.16352,101,160,0.10603,0.22101
2009,46-65 y.,Direct migration background,No,0.09413,59,160,0.04874,0.13952
2010,17-29 y.,No migration background,Yes,0.24803,642,961,0.22071,0.27535
2010,17-29 y.,No migration background,No,0.12979,319,961,0.10853,0.15105
2010,17-29 y.,Direct migration background,Yes,0.14399,81,119,0.08064,0.20733
2010,17-29 y.,Direct migration background,No,0.10593,38,119,0.05040,0.16146
2010,17-29 y.,Indirect migration background,Yes,0.19945,77,110,0.12443,0.27446
2010,17-29 y.,Indirect migration background,No,0.08742,33,110,0.03440,0.14045
2010,30-45 y.,No migration background,Yes,0.43245,2515,3551,0.41615,0.44874
2010,30-45 y.,No migration background,No,0.17573,1036,3551,0.16321,0.18825
2010,30-45 y.,Direct migration background,Yes,0.27216,326,464,0.23162,0.31270
2010,30-45 y.,Direct migration background,No,0.08302,138,464,0.05789,0.10815
2010,30-45 y.,Indirect migration background,Yes,0.34277,151,224,0.28047,0.40507
2010,30-45 y.,Indirect migration background,No,0.14585,73,224,0.09952,0.19217
2010,46-65 y.,No migration background,Yes,0.28030,1814,2688,0.26332,0.29728
2010,46-65 y.,No migration background,No,0.14717,874,2688,0.13378,0.16057
2010,46-65 y.,Direct migration background,Yes,0.16303,122,177,0.10846,0.21761
2010,46-65 y.,Direct migration background,No,0.08409,55,177,0.04309,0.12509
2010,46-65 y.,Indirect migration background,Yes,0.35577,31,31,0.18446,0.52709
2011,17-29 y.,No migration background,Yes,0.27046,755,1053,0.24362,0.29730
2011,17-29 y.,No migration background,No,0.10256,298,1053,0.08423,0.12089
2011,17-29 y.,Direct migration background,Yes,0.26033,101,101,0.17433,0.34634
2011,17-29 y.,Indirect migration background,Yes,0.24864,91,128,0.17347,0.32382
2011,17-29 y.,Indirect migration background,No,0.06409,37,128,0.02149,0.10669
2011,30-45 y.,No migration background,Yes,0.45952,3088,4062,0.44420,0.47485
2011,30-45 y.,No migration background,No,0.13224,974,4062,0.12182,0.14266
2011,30-45 y.,Direct migration background,Yes,0.27414,382,525,0.23594,0.31233
2011,30-45 y.,Direct migration background,No,0.10180,143,525,0.07591,0.12769
2011,30-45 y.,Indirect migration background,Yes,0.38665,227,292,0.33070,0.44260
2011,30-45 y.,Indirect migration background,No,0.14063,65,292,0.10069,0.18057
2011,46-65 y.,No migration background,Yes,0.31524,2579,3571,0.30000,0.33048
2011,46-65 y.,No migration background,No,0.12922,992,3571,0.11821,0.14022
2011,46-65 y.,Direct migration background,Yes,0.23368,222,295,0.18531,0.28206
2011,46-65 y.,Direct migration background,No,0.07884,73,295,0.04803,0.10964
2011,46-65 y.,Indirect migration background,Yes,0.40204,39,39,0.24614,0.55794
