year,age_gr,sampreg,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,30-45 y.,East,No,0.57961,860,1295,0.55271,0.60651
1991,46-65 y.,West,Yes,0.21185,567,1733,0.19261,0.23110
1991,46-65 y.,West,No,0.38294,1166,1733,0.36005,0.40583
1991,46-65 y.,East,Yes,0.13840,193,803,0.11450,0.16230
1991,46-65 y.,East,No,0.47307,610,803,0.43852,0.50763
1992,17-29 y.,West,Yes,0.28392,657,1721,0.26261,0.30523
1992,17-29 y.,West,No,0.36768,1064,1721,0.34490,0.39047
1992,17-29 y.,East,Yes,0.27505,228,574,0.23849,0.31161
1992,17-29 y.,East,No,0.36790,346,574,0.32841,0.40738
1992,30-45 y.,West,Yes,0.33021,841,2197,0.31054,0.34988
1992,30-45 y.,West,No,0.46007,1356,2197,0.43922,0.48091
1992,30-45 y.,East,Yes,0.34151,490,1158,0.31418,0.36883
1992,30-45 y.,East,No,0.45317,668,1158,0.42449,0.48186
1992,46-65 y.,West,Yes,0.19720,515,1665,0.17808,0.21632
1992,46-65 y.,West,No,0.38795,1150,1665,0.36454,0.41137
1992,46-65 y.,East,Yes,0.17919,236,652,0.14973,0.20865
1992,46-65 y.,East,No,0.31924,416,652,0.28343,0.35506
1993,17-29 y.,West,Yes,0.25228,605,1664,0.23140,0.27315
1993,17-29 y.,West,No,0.38621,1059,1664,0.36281,0.40961
1993,17-29 y.,East,Yes,0.27562,221,548,0.23818,0.31307
1993,17-29 y.,East,No,0.37113,327,548,0.33064,0.41161
1993,30-45 y.,West,Yes,0.29472,764,2204,0.27569,0.31376
1993,30-45 y.,West,No,0.49878,1440,2204,0.47790,0.51966
1993,30-45 y.,East,Yes,0.35882,500,1109,0.33057,0.38706
1993,30-45 y.,East,No,0.43378,609,1109,0.40459,0.46296
1993,46-65 y.,West,Yes,0.18744,482,1647,0.16859,0.20629
1993,46-65 y.,West,No,0.40366,1165,1647,0.37996,0.42736
1993,46-65 y.,East,Yes,0.17810,244,562,0.14644,0.20976
1993,46-65 y.,East,No,0.24876,318,562,0.21298,0.28453
1994,17-29 y.,West,Yes,0.25401,592,1537,0.23224,0.27578
1994,17-29 y.,West,No,0.35826,945,1537,0.33428,0.38224
1994,17-29 y.,East,Yes,0.28378,226,520,0.24499,0.32257
1994,17-29 y.,East,No,0.34057,294,520,0.29980,0.38134
1994,30-45 y.,West,Yes,0.31369,807,2148,0.29407,0.33332
1994,30-45 y.,West,No,0.46854,1341,2148,0.44743,0.48965
1994,30-45 y.,East,Yes,0.37565,512,1082,0.34678,0.40452
1994,30-45 y.,East,No,0.41988,570,1082,0.39046,0.44931
1994,46-65 y.,West,Yes,0.18782,468,1569,0.16848,0.20715
1994,46-65 y.,West,No,0.38604,1101,1569,0.36195,0.41014
1994,46-65 y.,East,Yes,0.20740,276,588,0.17460,0.24020
1994,46-65 y.,East,No,0.24658,312,588,0.21172,0.28145
1995,17-29 y.,West,Yes,0.26685,644,1532,0.24469,0.28901
1995,17-29 y.,West,No,0.33674,888,1532,0.31307,0.36041
1995,17-29 y.,East,Yes,0.26905,219,519,0.23086,0.30724
1995,17-29 y.,East,No,0.37577,300,519,0.33406,0.41747
1995,30-45 y.,West,Yes,0.34638,1008,2397,0.32733,0.36543
1995,30-45 y.,West,No,0.42360,1389,2397,0.40382,0.44339
1995,30-45 y.,East,Yes,0.40765,522,1055,0.37799,0.43732
1995,30-45 y.,East,No,0.41171,533,1055,0.38199,0.44142
1995,46-65 y.,West,Yes,0.20171,524,1614,0.18213,0.22129
1995,46-65 y.,West,No,0.36423,1090,1614,0.34075,0.38772
1995,46-65 y.,East,Yes,0.20162,265,616,0.16991,0.23333
1995,46-65 y.,East,No,0.27963,351,616,0.24416,0.31510
1996,17-29 y.,West,Yes,0.26150,587,1407,0.23853,0.28447
1996,17-29 y.,West,No,0.33757,820,1407,0.31285,0.36228
1996,17-29 y.,East,Yes,0.23714,201,500,0.19982,0.27446
1996,17-29 y.,East,No,0.35972,299,500,0.31761,0.40183
1996,30-45 y.,West,Yes,0.35475,1044,2439,0.33576,0.37375
1996,30-45 y.,West,No,0.42643,1395,2439,0.40679,0.44606
1996,30-45 y.,East,Yes,0.39025,494,1019,0.36029,0.42022
1996,30-45 y.,East,No,0.41074,525,1019,0.38051,0.44096
1996,46-65 y.,West,Yes,0.20274,527,1564,0.18281,0.22267
1996,46-65 y.,West,No,0.35707,1037,1564,0.33331,0.38082
1996,46-65 y.,East,Yes,0.20330,262,598,0.17102,0.23558
1996,46-65 y.,East,No,0.26448,336,598,0.22910,0.29986
1996,66 and older,West,No,0.02671,34,34,-0.02830,0.08173
1997,17-29 y.,West,Yes,0.26381,551,835,0.23390,0.29372
1997,17-29 y.,West,No,0.12929,284,835,0.10651,0.15206
1997,17-29 y.,East,Yes,0.26148,202,311,0.21256,0.31039
1997,17-29 y.,East,No,0.11555,109,311,0.07997,0.15114
1997,30-45 y.,West,Yes,0.36181,1061,1518,0.33763,0.38599
1997,30-45 y.,West,No,0.14155,457,1518,0.12401,0.15909
1997,30-45 y.,East,Yes,0.39624,474,678,0.35940,0.43309
1997,30-45 y.,East,No,0.18159,204,678,0.15255,0.21063
1997,46-65 y.,West,Yes,0.22043,546,789,0.19149,0.24938
1997,46-65 y.,West,No,0.08726,243,789,0.06755,0.10696
1997,46-65 y.,East,Yes,0.20721,291,419,0.16836,0.24607
1997,46-65 y.,East,No,0.10067,128,419,0.07183,0.12952
1998,17-29 y.,West,Yes,0.25527,583,815,0.22532,0.28523
1998,17-29 y.,West,No,0.10268,232,815,0.08182,0.12353
1998,17-29 y.,East,Yes,0.26057,225,361,0.21523,0.30591
1998,17-29 y.,East,No,0.15253,136,361,0.11539,0.18967
1998,30-45 y.,West,Yes,0.36749,1239,1726,0.34473,0.39024
1998,30-45 y.,West,No,0.13704,487,1726,0.12081,0.15327
1998,30-45 y.,East,Yes,0.40485,517,730,0.36921,0.44048
1998,30-45 y.,East,No,0.17283,213,730,0.14539,0.20028
1998,46-65 y.,West,Yes,0.21172,641,930,0.18544,0.23799
1998,46-65 y.,West,No,0.08894,289,930,0.07063,0.10724
1998,46-65 y.,East,Yes,0.21065,294,436,0.17233,0.24897
1998,46-65 y.,East,No,0.10115,142,436,0.07281,0.12948
1999,17-29 y.,West,Yes,0.26667,578,792,0.23585,0.29749
1999,17-29 y.,West,No,0.09713,214,792,0.07649,0.11777
1999,17-29 y.,East,Yes,0.24661,217,340,0.20072,0.29249
1999,17-29 y.,East,No,0.15561,123,340,0.11703,0.19420
1999,30-45 y.,West,Yes,0.37371,1267,1733,0.35092,0.39649
1999,30-45 y.,West,No,0.13294,466,1733,0.11695,0.14893
1999,30-45 y.,East,Yes,0.40599,519,734,0.37043,0.44154
1999,30-45 y.,East,No,0.18182,215,734,0.15390,0.20974
1999,46-65 y.,West,Yes,0.21848,613,873,0.19105,0.24591
1999,46-65 y.,West,No,0.09148,260,873,0.07235,0.11062
1999,46-65 y.,East,Yes,0.21804,295,421,0.17855,0.25753
1999,46-65 y.,East,No,0.09451,126,421,0.06653,0.12248
2000,17-29 y.,West,Yes,0.25531,819,1162,0.23022,0.28039
2000,17-29 y.,West,No,0.10698,343,1162,0.08920,0.12475
2000,17-29 y.,East,Yes,0.20930,272,422,0.17044,0.24817
2000,17-29 y.,East,No,0.13341,150,422,0.10093,0.16589
2000,30-45 y.,West,Yes,0.36469,2234,3118,0.34779,0.38159
2000,30-45 y.,West,No,0.14849,884,3118,0.13600,0.16097
2000,30-45 y.,East,Yes,0.37445,697,1026,0.34482,0.40408
2000,30-45 y.,East,No,0.17838,329,1026,0.15494,0.20181
2000,46-65 y.,West,Yes,0.20441,1172,1774,0.18564,0.22318
2000,46-65 y.,West,No,0.11035,602,1774,0.09577,0.12494
2000,46-65 y.,East,Yes,0.20246,418,619,0.17078,0.23414
2000,46-65 y.,East,No,0.10229,201,619,0.07840,0.12619
2001,17-29 y.,West,Yes,0.25823,727,727,0.22639,0.29007
2001,17-29 y.,East,Yes,0.22107,257,257,0.17023,0.27190
2001,30-45 y.,West,Yes,0.37694,2078,2078,0.35609,0.39778
2001,30-45 y.,East,Yes,0.39947,655,655,0.36193,0.43701
2001,46-65 y.,West,Yes,0.21541,1138,1138,0.19151,0.23930
2001,46-65 y.,East,Yes,0.22477,431,431,0.18531,0.26422
2002,17-29 y.,West,Yes,0.24354,715,996,0.21687,0.27021
2002,17-29 y.,West,No,0.09587,281,996,0.07758,0.11416
2002,17-29 y.,East,Yes,0.20443,234,377,0.16367,0.24520
2002,17-29 y.,East,No,0.12565,143,377,0.09214,0.15915
2002,30-45 y.,West,Yes,0.36435,2136,2942,0.34696,0.38175
2002,30-45 y.,West,No,0.14462,806,2942,0.13191,0.15733
2002,30-45 y.,East,Yes,0.35339,608,902,0.32218,0.38461
2002,30-45 y.,East,No,0.18799,294,902,0.16248,0.21350
2002,46-65 y.,West,Yes,0.20431,1416,2023,0.18674,0.22189
2002,46-65 y.,West,No,0.10297,607,2023,0.08972,0.11622
2002,46-65 y.,East,Yes,0.21559,481,680,0.18465,0.24652
2002,46-65 y.,East,No,0.10055,199,680,0.07793,0.12318
2003,17-29 y.,West,Yes,0.25119,685,984,0.22407,0.27830
2003,17-29 y.,West,No,0.10697,299,984,0.08765,0.12630
2003,17-29 y.,East,Yes,0.20337,234,353,0.16132,0.24542
2003,17-29 y.,East,No,0.10334,119,353,0.07154,0.13514
2003,30-45 y.,West,Yes,0.36502,1976,2760,0.34706,0.38299
2003,30-45 y.,West,No,0.14566,784,2760,0.13250,0.15882
2003,30-45 y.,East,Yes,0.35106,562,814,0.31825,0.38387
2003,30-45 y.,East,No,0.16986,252,814,0.14405,0.19567
2003,46-65 y.,West,Yes,0.21480,1360,1946,0.19655,0.23306
2003,46-65 y.,West,No,0.09864,586,1946,0.08538,0.11189
2003,46-65 y.,East,Yes,0.22784,478,691,0.19654,0.25914
2003,46-65 y.,East,No,0.11112,213,691,0.08767,0.13458
2004,17-29 y.,West,Yes,0.23997,662,920,0.21236,0.26758
2004,17-29 y.,West,No,0.09533,258,920,0.07635,0.11432
2004,17-29 y.,East,Yes,0.18818,215,338,0.14645,0.22991
2004,17-29 y.,East,No,0.10926,123,338,0.07595,0.14257
2004,30-45 y.,West,Yes,0.36311,1840,2566,0.34450,0.38173
2004,30-45 y.,West,No,0.14493,726,2566,0.13130,0.15855
2004,30-45 y.,East,Yes,0.37001,540,762,0.33571,0.40432
2004,30-45 y.,East,No,0.15047,222,762,0.12507,0.17587
2004,46-65 y.,West,Yes,0.22473,1409,1979,0.20633,0.24312
2004,46-65 y.,West,No,0.10161,570,1979,0.08830,0.11493
2004,46-65 y.,East,Yes,0.22373,495,704,0.19293,0.25454
2004,46-65 y.,East,No,0.11009,209,704,0.08696,0.13323
2005,17-29 y.,West,Yes,0.23182,609,865,0.20368,0.25996
2005,17-29 y.,West,No,0.09951,256,865,0.07955,0.11947
2005,17-29 y.,East,Yes,0.17598,206,323,0.13439,0.21757
2005,17-29 y.,East,No,0.13258,117,323,0.09554,0.16962
2005,30-45 y.,West,Yes,0.36374,1734,2369,0.34436,0.38311
2005,30-45 y.,West,No,0.13861,635,2369,0.12470,0.15253
2005,30-45 y.,East,Yes,0.35656,471,689,0.32077,0.39235
2005,30-45 y.,East,No,0.15144,218,689,0.12465,0.17823
2005,46-65 y.,West,Yes,0.22277,1297,1816,0.20362,0.24191
2005,46-65 y.,West,No,0.10109,519,1816,0.08722,0.11495
2005,46-65 y.,East,Yes,0.23345,472,675,0.20152,0.26539
2005,46-65 y.,East,No,0.10805,203,675,0.08461,0.13148
2006,17-29 y.,West,Yes,0.23722,677,931,0.20988,0.26456
2006,17-29 y.,West,No,0.10078,254,931,0.08143,0.12013
2006,17-29 y.,East,Yes,0.21422,226,327,0.16968,0.25875
2006,17-29 y.,East,No,0.10943,101,327,0.07554,0.14332
2006,30-45 y.,West,Yes,0.39460,1940,2588,0.37577,0.41344
2006,30-45 y.,West,No,0.13399,648,2588,0.12086,0.14711
2006,30-45 y.,East,Yes,0.36821,517,725,0.33308,0.40335
2006,30-45 y.,East,No,0.14930,208,725,0.12334,0.17526
2006,46-65 y.,West,Yes,0.25500,1530,2099,0.23635,0.27365
2006,46-65 y.,West,No,0.10214,569,2099,0.08918,0.11510
2006,46-65 y.,East,Yes,0.24863,538,759,0.21786,0.27940
2006,46-65 y.,East,No,0.11643,221,759,0.09360,0.13926
2007,17-29 y.,West,Yes,0.24309,618,844,0.21413,0.27205
2007,17-29 y.,West,No,0.08581,226,844,0.06690,0.10471
2007,17-29 y.,East,Yes,0.21717,210,305,0.17082,0.26352
2007,17-29 y.,East,No,0.09921,95,305,0.06561,0.13282
2007,30-45 y.,West,Yes,0.41510,1813,2337,0.39512,0.43508
2007,30-45 y.,West,No,0.11746,524,2337,0.10440,0.13051
2007,30-45 y.,East,Yes,0.38884,509,704,0.35280,0.42488
2007,30-45 y.,East,No,0.14725,195,704,0.12105,0.17344
2007,46-65 y.,West,Yes,0.26198,1460,1964,0.24252,0.28143
2007,46-65 y.,West,No,0.09580,504,1964,0.08278,0.10882
2007,46-65 y.,East,Yes,0.25766,523,766,0.22667,0.28865
2007,46-65 y.,East,No,0.14101,243,766,0.11635,0.16567
2008,17-29 y.,West,Yes,0.25897,618,852,0.22953,0.28840
2008,17-29 y.,West,No,0.09960,234,852,0.07948,0.11972
2008,17-29 y.,East,Yes,0.22889,198,284,0.17994,0.27784
2008,17-29 y.,East,No,0.11259,86,284,0.07576,0.14942
2008,30-45 y.,West,Yes,0.42871,1662,2191,0.40798,0.44944
2008,30-45 y.,West,No,0.13191,529,2191,0.11774,0.14608
2008,30-45 y.,East,Yes,0.41404,492,692,0.37731,0.45076
2008,30-45 y.,East,No,0.16327,200,692,0.13571,0.19083
2008,46-65 y.,West,Yes,0.27397,1460,2028,0.25455,0.29338
2008,46-65 y.,West,No,0.11394,568,2028,0.10011,0.12778
2008,46-65 y.,East,Yes,0.27373,524,759,0.24199,0.30547
2008,46-65 y.,East,No,0.15491,235,759,0.12915,0.18067
2009,17-29 y.,West,Yes,0.24054,508,732,0.20955,0.27152
2009,17-29 y.,West,No,0.10606,224,732,0.08374,0.12838
2009,17-29 y.,East,Yes,0.20545,156,230,0.15312,0.25778
2009,17-29 y.,East,No,0.11433,74,230,0.07311,0.15554
2009,30-45 y.,West,Yes,0.40881,1383,1889,0.38663,0.43098
2009,30-45 y.,West,No,0.13360,506,1889,0.11825,0.14894
2009,30-45 y.,East,Yes,0.40122,451,631,0.36294,0.43949
2009,30-45 y.,East,No,0.15488,180,631,0.12663,0.18313
2009,46-65 y.,West,Yes,0.26338,1292,1829,0.24319,0.28358
2009,46-65 y.,West,No,0.12027,537,1829,0.10536,0.13518
2009,46-65 y.,East,Yes,0.26529,477,705,0.23268,0.29790
2009,46-65 y.,East,No,0.14953,228,705,0.12318,0.17587
2010,17-29 y.,West,Yes,0.22574,603,905,0.19849,0.25299
2010,17-29 y.,West,No,0.12435,302,905,0.10284,0.14586
2010,17-29 y.,East,Yes,0.25279,197,285,0.20224,0.30334
2010,17-29 y.,East,No,0.10989,88,285,0.07351,0.14626
2010,30-45 y.,West,Yes,0.40157,2369,3332,0.38492,0.41822
2010,30-45 y.,West,No,0.15289,963,3332,0.14067,0.16511
2010,30-45 y.,East,Yes,0.38817,623,907,0.35644,0.41990
2010,30-45 y.,East,No,0.18549,284,907,0.16018,0.21080
2010,46-65 y.,West,Yes,0.26468,1484,2173,0.24613,0.28324
2010,46-65 y.,West,No,0.13237,689,2173,0.11811,0.14662
2010,46-65 y.,East,Yes,0.26093,483,731,0.22908,0.29279
2010,46-65 y.,East,No,0.16199,248,731,0.13526,0.18872
2011,17-29 y.,West,Yes,0.26366,739,1001,0.23635,0.29097
2011,17-29 y.,West,No,0.08992,262,1001,0.07219,0.10765
2011,17-29 y.,East,Yes,0.27986,208,301,0.22906,0.33066
2011,17-29 y.,East,No,0.09659,93,301,0.06316,0.13002
2011,30-45 y.,West,Yes,0.42930,2946,3825,0.41361,0.44499
2011,30-45 y.,West,No,0.12076,879,3825,0.11043,0.13108
2011,30-45 y.,East,Yes,0.40218,751,1054,0.37256,0.43180
2011,30-45 y.,East,No,0.16398,303,1054,0.14162,0.18634
2011,46-65 y.,West,Yes,0.30698,2201,3001,0.29047,0.32349
2011,46-65 y.,West,No,0.11747,800,3001,0.10595,0.12899
2011,46-65 y.,East,Yes,0.29550,639,916,0.26594,0.32507
2011,46-65 y.,East,No,0.13974,277,916,0.11727,0.16220
2012,17-29 y.,West,Yes,0.27582,771,1033,0.24855,0.30309
2012,17-29 y.,West,No,0.09203,262,1033,0.07439,0.10966
2012,17-29 y.,East,Yes,0.24374,186,287,0.19398,0.29350
2012,17-29 y.,East,No,0.13506,101,287,0.09545,0.17468
2012,30-45 y.,West,Yes,0.42612,2747,3708,0.41020,0.44204
2012,30-45 y.,West,No,0.13568,961,3708,0.12466,0.14671
2012,30-45 y.,East,Yes,0.43161,737,1025,0.40127,0.46195
2012,30-45 y.,East,No,0.16720,288,1025,0.14435,0.19006
2012,46-65 y.,West,Yes,0.31511,2312,3298,0.29925,0.33096
2012,46-65 y.,West,No,0.14081,986,3298,0.12893,0.15268
2012,46-65 y.,East,Yes,0.27907,647,947,0.25049,0.30766
2012,46-65 y.,East,No,0.15254,300,947,0.12963,0.17545
2013,17-29 y.,West,Yes,0.26176,958,1299,0.23785,0.28567
2013,17-29 y.,West,No,0.09482,341,1299,0.07888,0.11076
2013,17-29 y.,East,Yes,0.26427,183,270,0.21158,0.31697
2013,17-29 y.,East,No,0.12411,87,270,0.08471,0.16351
2013,30-45 y.,West,Yes,0.39557,3026,4073,0.38055,0.41059
2013,30-45 y.,West,No,0.13596,1047,4073,0.12543,0.14648
2013,30-45 y.,East,Yes,0.38307,706,977,0.35257,0.41357
2013,30-45 y.,East,No,0.16604,271,977,0.14270,0.18939
2013,46-65 y.,West,Yes,0.31442,2441,3426,0.29887,0.32997
2013,46-65 y.,West,No,0.12500,985,3426,0.11393,0.13608
2013,46-65 y.,East,Yes,0.29862,637,908,0.26883,0.32840
2013,46-65 y.,East,No,0.12342,271,908,0.10201,0.14483
2014,17-29 y.,West,Yes,0.26886,857,1188,0.24364,0.29408
2014,17-29 y.,West,No,0.09820,331,1188,0.08127,0.11513
2014,17-29 y.,East,Yes,0.27222,164,233,0.21495,0.32950
2014,17-29 y.,East,No,0.10867,69,233,0.06862,0.14872
2014,30-45 y.,West,Yes,0.42765,2595,3447,0.41113,0.44417
2014,30-45 y.,West,No,0.11759,852,3447,0.10684,0.12835
2014,30-45 y.,East,Yes,0.41233,650,869,0.37959,0.44508
2014,30-45 y.,East,No,0.15686,219,869,0.13267,0.18105
2014,46-65 y.,West,Yes,0.32057,2290,3304,0.30465,0.33649
2014,46-65 y.,West,No,0.13526,1014,3304,0.12359,0.14692
2014,46-65 y.,East,Yes,0.28960,599,880,0.25962,0.31959
2014,46-65 y.,East,No,0.14503,281,880,0.12175,0.16830
2015,17-29 y.,West,Yes,0.27071,871,1152,0.24504,0.29638
2015,17-29 y.,West,No,0.07999,281,1152,0.06432,0.09566
2015,17-29 y.,East,Yes,0.27234,186,264,0.21854,0.32614
2015,17-29 y.,East,No,0.16211,78,264,0.11757,0.20665
2015,30-45 y.,West,Yes,0.43451,2530,3242,0.41745,0.45158
2015,30-45 y.,West,No,0.11208,712,3242,0.10122,0.12294
2015,30-45 y.,East,Yes,0.42606,599,786,0.39147,0.46065
2015,30-45 y.,East,No,0.13345,187,786,0.10966,0.15724
2015,46-65 y.,West,Yes,0.34396,2451,3203,0.32751,0.36042
2015,46-65 y.,West,No,0.11130,752,3203,0.10040,0.12219
2015,46-65 y.,East,Yes,0.30626,593,804,0.27437,0.33814
2015,46-65 y.,East,No,0.11046,211,804,0.08878,0.13214
2016,17-29 y.,West,Yes,0.25957,797,1046,0.23299,0.28615
2016,17-29 y.,West,No,0.08833,249,1046,0.07112,0.10553
2016,17-29 y.,East,Yes,0.29253,178,229,0.23348,0.35158
2016,17-29 y.,East,No,0.09265,51,229,0.05501,0.13028
2016,30-45 y.,West,Yes,0.44718,2280,2943,0.42921,0.46515
2016,30-45 y.,West,No,0.12753,663,2943,0.11547,0.13958
2016,30-45 y.,East,Yes,0.40678,547,721,0.37089,0.44266
2016,30-45 y.,East,No,0.13440,174,721,0.10949,0.15932
2016,46-65 y.,West,Yes,0.36788,2426,3179,0.35111,0.38465
2016,46-65 y.,West,No,0.10730,753,3179,0.09654,0.11806
2016,46-65 y.,East,Yes,0.31630,613,861,0.28522,0.34738
2016,46-65 y.,East,No,0.14030,248,861,0.11709,0.16351
2017,17-29 y.,West,Yes,0.26081,944,1227,0.23623,0.28538
2017,17-29 y.,West,No,0.07855,283,1227,0.06349,0.09361
2017,17-29 y.,East,Yes,0.27396,194,257,0.21933,0.32860
2017,17-29 y.,East,No,0.07520,63,257,0.04290,0.10751
2017,30-45 y.,West,Yes,0.41422,2302,2916,0.39634,0.43210
2017,30-45 y.,West,No,0.11235,614,2916,0.10089,0.12382
2017,30-45 y.,East,Yes,0.42622,565,757,0.39097,0.46147
2017,30-45 y.,East,No,0.10491,192,757,0.08306,0.12675
2017,46-65 y.,West,Yes,0.33593,2673,3567,0.32043,0.35144
2017,46-65 y.,West,No,0.11323,894,3567,0.10283,0.12363
2017,46-65 y.,East,Yes,0.30583,676,953,0.27656,0.33510
2017,46-65 y.,East,No,0.12458,277,953,0.10360,0.14556
2018,17-29 y.,West,Yes,0.30748,1028,1340,0.28276,0.33220
2018,17-29 y.,West,No,0.08211,312,1340,0.06741,0.09682
2018,17-29 y.,East,Yes,0.25111,192,272,0.19948,0.30275
2018,17-29 y.,East,No,0.10007,80,272,0.06434,0.13580
2018,30-45 y.,West,Yes,0.45736,2272,2968,0.43943,0.47529
2018,30-45 y.,West,No,0.12544,696,2968,0.11352,0.13736
2018,30-45 y.,East,Yes,0.41706,561,785,0.38254,0.45157
2018,30-45 y.,East,No,0.14795,224,785,0.12310,0.17281
2018,46-65 y.,West,Yes,0.36516,2703,3732,0.34971,0.38061
2018,46-65 y.,West,No,0.13235,1029,3732,0.12148,0.14322
2018,46-65 y.,East,Yes,0.32602,673,990,0.29680,0.35523
2018,46-65 y.,East,No,0.13945,317,990,0.11786,0.16104
2018,66 and older,West,Yes,0.00781,32,63,-0.01410,0.02971
2018,66 and older,West,No,0.00706,31,63,-0.01378,0.02790
2019,17-29 y.,West,Yes,0.29607,904,1186,0.27008,0.32207
2019,17-29 y.,West,No,0.07683,282,1186,0.06167,0.09200
2019,17-29 y.,East,Yes,0.21555,154,221,0.16121,0.26988
2019,17-29 y.,East,No,0.10646,67,221,0.06570,0.14722
2019,30-45 y.,West,Yes,0.44194,1979,2546,0.42264,0.46123
2019,30-45 y.,West,No,0.11320,567,2546,0.10089,0.12551
2019,30-45 y.,East,Yes,0.45050,559,706,0.41377,0.48723
2019,30-45 y.,East,No,0.13024,147,706,0.10540,0.15509
2019,46-65 y.,West,Yes,0.35380,2630,3498,0.33795,0.36964
2019,46-65 y.,West,No,0.11488,868,3498,0.10431,0.12545
2019,46-65 y.,East,Yes,0.31440,686,943,0.28475,0.34405
2019,46-65 y.,East,No,0.12985,257,943,0.10838,0.15131
2019,66 and older,West,Yes,0.01127,43,43,-0.02065,0.04319
2020,17-29 y.,West,Yes,0.26913,945,1488,0.24659,0.29168
2020,17-29 y.,West,No,0.12806,543,1488,0.11107,0.14504
2020,17-29 y.,East,Yes,0.20778,151,220,0.15404,0.26151
2020,17-29 y.,East,No,0.09785,69,220,0.05850,0.13720
2020,30-45 y.,West,Yes,0.40396,1884,2925,0.38617,0.42174
2020,30-45 y.,West,No,0.19993,1041,2925,0.18543,0.21443
2020,30-45 y.,East,Yes,0.40203,495,775,0.36748,0.43657
2020,30-45 y.,East,No,0.21174,280,775,0.18296,0.24052
2020,46-65 y.,West,Yes,0.32890,2389,3714,0.31378,0.34401
2020,46-65 y.,West,No,0.17798,1325,3714,0.16568,0.19028
2020,46-65 y.,East,Yes,0.31615,614,995,0.28724,0.34505
2020,46-65 y.,East,No,0.18480,381,995,0.16067,0.20893
2020,66 and older,West,Yes,0.00749,32,69,-0.01300,0.02798
2020,66 and older,West,No,0.00908,37,69,-0.01347,0.03163
2021,17-29 y.,West,Yes,0.31085,735,1010,0.28229,0.33941
2021,17-29 y.,West,No,0.09772,275,1010,0.07940,0.11605
2021,17-29 y.,East,Yes,0.27822,97,149,0.20602,0.35041
2021,17-29 y.,East,No,0.11957,52,149,0.06730,0.17184
2021,30-45 y.,West,Yes,0.44787,1412,1922,0.42564,0.47011
2021,30-45 y.,West,No,0.13369,510,1922,0.11848,0.14891
2021,30-45 y.,East,Yes,0.44115,412,560,0.39999,0.48231
2021,30-45 y.,East,No,0.18221,148,560,0.15021,0.21421
