"hgeqpgar","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Nein","2002","3","Laendlicher Raum","543","0.281041238149577","0.261681697118033","0.300400779181122"
"Nein","2002","3","Staedtischer Raum","1371","0.374817064878128","0.359468322120415","0.390165807635841"
"Nein","2002","4","Laendlicher Raum","314","0.190576005129978","0.172571460481679","0.208580549778276"
"Nein","2002","4","Staedtischer Raum","1249","0.383673584533909","0.368390343582686","0.398956825485133"
"Nein","2002","5","Laendlicher Raum","105","0.153117194585891","0.132313806612346","0.173920582559437"
"Nein","2002","5","Staedtischer Raum","876","0.298162066526664","0.284394456101594","0.311929676951734"
"Ja","2003","1","Laendlicher Raum","1411","0.637397361655915","0.617737149319152","0.657057573992678"
"Ja","2003","1","Staedtischer Raum","1431","0.419318729419342","0.402546402998373","0.43609105584031"
"Ja","2003","2","Laendlicher Raum","1725","0.736923633663254","0.718901831268721","0.754945436057787"
"Ja","2003","2","Staedtischer Raum","2094","0.555328226268297","0.539372325698232","0.571284126838363"
"Ja","2003","3","Laendlicher Raum","1636","0.759836507140816","0.741707824896526","0.777965189385106"
"Ja","2003","3","Staedtischer Raum","2546","0.632107875094976","0.616955757862144","0.647259992327809"
"Ja","2003","4","Laendlicher Raum","1445","0.788642816381934","0.769443009329958","0.80784262343391"
"Ja","2003","4","Staedtischer Raum","2723","0.628415036953082","0.61339856008664","0.643431513819523"
"Ja","2003","5","Laendlicher Raum","946","0.882253273871313","0.862598457535507","0.901908090207119"
"Ja","2003","5","Staedtischer Raum","3015","0.703205563026589","0.688701233977706","0.717709892075472"
"Nein","2003","1","Laendlicher Raum","886","0.362602638344085","0.342942426007322","0.382262850680848"
"Nein","2003","1","Staedtischer Raum","1894","0.580681270580658","0.56390894415969","0.597453597001627"
"Nein","2003","2","Laendlicher Raum","568","0.263076366336746","0.245054563942213","0.281098168731279"
"Nein","2003","2","Staedtischer Raum","1632","0.444671773731703","0.428715873161637","0.460627674301768"
"Nein","2003","3","Laendlicher Raum","497","0.240163492859184","0.222034810614894","0.258292175103474"
"Nein","2003","3","Staedtischer Raum","1345","0.367892124905023","0.352740007672191","0.383044242137856"
"Nein","2003","4","Laendlicher Raum","292","0.211357183618065","0.192157376566089","0.230556990670041"
"Nein","2003","4","Staedtischer Raum","1255","0.371584963046918","0.356568486180476","0.38660143991336"
"Nein","2003","5","Laendlicher Raum","87","0.117746726128687","0.0980919097928814","0.137401542464493"
"Nein","2003","5","Staedtischer Raum","796","0.296794436973411","0.282290107924528","0.311298766022293"
"Ja","2004","1","Laendlicher Raum","1408","0.649022560403906","0.629037917169002","0.66900720363881"
"Ja","2004","1","Staedtischer Raum","1420","0.42784230570608","0.410734572746022","0.444950038666139"
"Ja","2004","2","Laendlicher Raum","1635","0.727447396916334","0.708790028113647","0.74610476571902"
"Ja","2004","2","Staedtischer Raum","2085","0.562230254062903","0.546111293184433","0.578349214941374"
"Ja","2004","3","Laendlicher Raum","1622","0.767853234519912","0.749761188722281","0.785945280317542"
"Ja","2004","3","Staedtischer Raum","2339","0.616848071620415","0.601095861371624","0.632600281869207"
"Ja","2004","4","Laendlicher Raum","1365","0.789595177956526","0.770063920329257","0.809126435583795"
"Ja","2004","4","Staedtischer Raum","2717","0.631159779631102","0.616001480623369","0.646318078638836"
"Ja","2004","5","Laendlicher Raum","980","0.876052881707214","0.85628094281141","0.895824820603017"
"Ja","2004","5","Staedtischer Raum","2893","0.692414200500545","0.677590122325087","0.707238278676003"
"Nein","2004","1","Laendlicher Raum","783","0.350977439596094","0.33099279636119","0.370962082830998"
"Nein","2004","1","Staedtischer Raum","1793","0.572157694293919","0.555049961333861","0.589265427253978"
"Nein","2004","2","Laendlicher Raum","553","0.272552603083666","0.25389523428098","0.291209971886353"
"Nein","2004","2","Staedtischer Raum","1554","0.437769745937097","0.421650785058626","0.453888706815568"
"Nein","2004","3","Laendlicher Raum","470","0.232146765480088","0.214054719682458","0.250238811277719"
"Nein","2004","3","Staedtischer Raum","1320","0.383151928379585","0.367399718130793","0.398904138628376"
"Nein","2004","4","Laendlicher Raum","308","0.210404822043474","0.190873564416205","0.229936079670743"
"Nein","2004","4","Staedtischer Raum","1175","0.368840220368898","0.353681921361164","0.383998519376631"
"Nein","2004","5","Laendlicher Raum","87","0.123947118292786","0.104175179396983","0.14371905718859"
"Nein","2004","5","Staedtischer Raum","830","0.307585799499455","0.292761721323997","0.322409877674913"
"Ja","2005","1","Laendlicher Raum","1431","0.657305181666287","0.637436680189052","0.677173683143521"
"Ja","2005","1","Staedtischer Raum","1399","0.420937940895113","0.403781079301556","0.438094802488671"
"Ja","2005","2","Laendlicher Raum","1576","0.764759028370935","0.746465105165486","0.783052951576384"
"Ja","2005","2","Staedtischer Raum","1970","0.559876089823806","0.543234473555418","0.576517706092195"
"Ja","2005","3","Laendlicher Raum","1555","0.796000446533822","0.778073489094886","0.813927403972758"
"Ja","2005","3","Staedtischer Raum","2202","0.589348632506225","0.57326508554717","0.605432179465279"
"Ja","2005","4","Laendlicher Raum","1406","0.818432778686139","0.799927717640389","0.836937839731888"
"Ja","2005","4","Staedtischer Raum","2583","0.618236538485471","0.602738949905267","0.633734127065676"
"Ja","2005","5","Laendlicher Raum","955","0.845599070301142","0.824009243452877","0.867188897149407"
"Ja","2005","5","Staedtischer Raum","2889","0.674390651861705","0.659396535411992","0.689384768311419"
"Nein","2005","1","Laendlicher Raum","761","0.342694818333713","0.322826316856479","0.362563319810948"
"Nein","2005","1","Staedtischer Raum","1782","0.579062059104887","0.561905197511329","0.596218920698444"
"Nein","2005","2","Laendlicher Raum","489","0.235240971629065","0.216947048423616","0.253534894834514"
"Nein","2005","2","Staedtischer Raum","1448","0.440123910176194","0.423482293907805","0.456765526444582"
"Nein","2005","3","Laendlicher Raum","386","0.203999553466178","0.186072596027242","0.221926510905114"
"Nein","2005","3","Staedtischer Raum","1392","0.410651367493775","0.394567820534721","0.42673491445283"
"Nein","2005","4","Laendlicher Raum","261","0.181567221313861","0.163062160268112","0.200072282359611"
"Nein","2005","4","Staedtischer Raum","1192","0.381763461514529","0.366265872934324","0.397261050094733"
"Nein","2005","5","Laendlicher Raum","121","0.154400929698858","0.132811102850593","0.175990756547123"
"Nein","2005","5","Staedtischer Raum","863","0.325609348138295","0.310615231688581","0.340603464588008"
"Ja","2006","1","Laendlicher Raum","1545","0.631339572426531","0.612114192809849","0.650564952043213"
"Ja","2006","1","Staedtischer Raum","1429","0.401439033847089","0.384660987954084","0.418217079740094"
"Ja","2006","2","Laendlicher Raum","1728","0.735195838970587","0.717084748905607","0.753306929035567"
"Ja","2006","2","Staedtischer Raum","2092","0.535923622286933","0.519715876291188","0.552131368282678"
"Ja","2006","3","Laendlicher Raum","1764","0.787247208007424","0.770079416841745","0.804414999173104"
"Ja","2006","3","Staedtischer Raum","2407","0.598483237872862","0.582743246077152","0.614223229668571"
"Ja","2006","4","Laendlicher Raum","1511","0.796293122543063","0.777820139453536","0.814766105632589"
"Ja","2006","4","Staedtischer Raum","2908","0.620538266004101","0.60590282451881","0.635173707489391"
"Ja","2006","5","Laendlicher Raum","1002","0.84077189587869","0.819410231461228","0.862133560296152"
"Ja","2006","5","Staedtischer Raum","3024","0.683462448846041","0.668890835842925","0.698034061849158"
"Nein","2006","1","Laendlicher Raum","874","0.368660427573469","0.349435047956788","0.387885807190151"
"Nein","2006","1","Staedtischer Raum","1850","0.598560966152911","0.581782920259906","0.615339012045916"
"Nein","2006","2","Laendlicher Raum","552","0.264804161029413","0.246693070964433","0.282915251094393"
"Nein","2006","2","Staedtischer Raum","1545","0.464076377713067","0.447868631717322","0.480284123708812"
"Nein","2006","3","Laendlicher Raum","419","0.212752791992576","0.195585000826896","0.229920583158255"
"Nein","2006","3","Staedtischer Raum","1319","0.401516762127138","0.385776770331429","0.417256753922848"
"Nein","2006","4","Laendlicher Raum","315","0.203706877456937","0.185233894367411","0.222179860546464"
"Nein","2006","4","Staedtischer Raum","1315","0.379461733995899","0.364826292510609","0.39409717548119"
"Nein","2006","5","Laendlicher Raum","125","0.15922810412131","0.137866439703848","0.180589768538772"
"Nein","2006","5","Staedtischer Raum","890","0.316537551153958","0.301965938150842","0.331109164157075"
"Ja","2007","1","Laendlicher Raum","1240","0.606660429784776","0.58538431959292","0.627936539976632"
"Ja","2007","1","Staedtischer Raum","1302","0.42294701232924","0.404806368601888","0.441087656056592"
"Ja","2007","2","Laendlicher Raum","1688","0.744821577227101","0.726533446296462","0.763109708157741"
"Ja","2007","2","Staedtischer Raum","1834","0.539051506298335","0.521842362232056","0.556260650364614"
"Ja","2007","3","Laendlicher Raum","1713","0.79054468696771","0.773140756227085","0.807948617708334"
"Ja","2007","3","Staedtischer Raum","2311","0.626450827617971","0.610424594644918","0.642477060591023"
"Ja","2007","4","Laendlicher Raum","1453","0.812647756479527","0.794334926213871","0.830960586745183"
"Ja","2007","4","Staedtischer Raum","2723","0.622495549864633","0.607444628335283","0.637546471393982"
"Ja","2007","5","Laendlicher Raum","976","0.864438563221515","0.844190566167747","0.884686560275282"
"Ja","2007","5","Staedtischer Raum","2975","0.686827996308514","0.672206601568723","0.701449391048305"
"Nein","2007","1","Laendlicher Raum","785","0.393339570215224","0.372063460023368","0.41461568040708"
"Nein","2007","1","Staedtischer Raum","1547","0.57705298767076","0.558912343943408","0.595193631398112"
"Nein","2007","2","Laendlicher Raum","495","0.255178422772899","0.236890291842259","0.273466553703538"
"Nein","2007","2","Staedtischer Raum","1389","0.460948493701665","0.443739349635386","0.478157637767944"
"Nein","2007","3","Laendlicher Raum","387","0.20945531303229","0.192051382291666","0.226859243772915"
"Nein","2007","3","Staedtischer Raum","1189","0.373549172382029","0.357522939408977","0.389575405355082"
"Nein","2007","4","Laendlicher Raum","291","0.187352243520473","0.169039413254817","0.205665073786129"
"Nein","2007","4","Staedtischer Raum","1262","0.377504450135367","0.362453528606018","0.392555371664717"
"Nein","2007","5","Laendlicher Raum","122","0.135561436778485","0.115313439724718","0.155809433832253"
"Nein","2007","5","Staedtischer Raum","890","0.313172003691486","0.298550608951695","0.327793398431277"
"Ja","2008","1","Laendlicher Raum","1051","0.603918428760955","0.581153034158772","0.626683823363137"
"Ja","2008","1","Staedtischer Raum","1119","0.433061756435593","0.413650195496337","0.452473317374849"
"Ja","2008","2","Laendlicher Raum","1381","0.696723719228642","0.675872788151133","0.717574650306151"
"Ja","2008","2","Staedtischer Raum","1610","0.53270884924963","0.514245078797507","0.551172619701753"
"Ja","2008","3","Laendlicher Raum","1592","0.808164217681409","0.790719365420697","0.825609069942121"
"Ja","2008","3","Staedtischer Raum","2201","0.631361707490182","0.615226026928152","0.647497388052211"
"Ja","2008","4","Laendlicher Raum","1586","0.834573039559699","0.817668847219214","0.851477231900184"
"Ja","2008","4","Staedtischer Raum","2570","0.626483978472948","0.610865491958249","0.642102464987647"
"Ja","2008","5","Laendlicher Raum","991","0.875812794113056","0.856358851748316","0.895266736477796"
"Ja","2008","5","Staedtischer Raum","2981","0.711229274947559","0.696934425556734","0.725524124338383"
"Nein","2008","1","Laendlicher Raum","722","0.396081571239045","0.373316176636863","0.418846965841228"
"Nein","2008","1","Staedtischer Raum","1384","0.566938243564407","0.547526682625151","0.586349804503663"
"Nein","2008","2","Laendlicher Raum","486","0.303276280771358","0.282425349693849","0.324127211848867"
"Nein","2008","2","Staedtischer Raum","1195","0.46729115075037","0.448827380298246","0.485754921202493"
"Nein","2008","3","Laendlicher Raum","365","0.191835782318591","0.174390930057879","0.209280634579303"
"Nein","2008","3","Staedtischer Raum","1233","0.368638292509818","0.352502611947788","0.384773973071848"
"Nein","2008","4","Laendlicher Raum","270","0.165426960440301","0.148522768099816","0.182331152780786"
"Nein","2008","4","Staedtischer Raum","1115","0.373516021527052","0.357897535012353","0.38913450804175"
"Nein","2008","5","Laendlicher Raum","113","0.124187205886944","0.104733263522204","0.143641148251684"
"Nein","2008","5","Staedtischer Raum","880","0.288770725052441","0.274475875661617","0.303065574443266"
"Ja","2009","1","Laendlicher Raum","871","0.573743792369239","0.549068660278181","0.598418924460298"
"Ja","2009","1","Staedtischer Raum","1052","0.460970282777922","0.440281331429285","0.481659234126559"
"Ja","2009","2","Laendlicher Raum","1299","0.742830706509331","0.722282321953036","0.763379091065626"
"Ja","2009","2","Staedtischer Raum","1509","0.541380217258868","0.522108156132587","0.560652278385149"
"Ja","2009","3","Laendlicher Raum","1588","0.818187056451966","0.801002184210942","0.835371928692989"
"Ja","2009","3","Staedtischer Raum","1880","0.617567221094204","0.599997374445292","0.635137067743117"
"Ja","2009","4","Laendlicher Raum","1484","0.816723178652597","0.798622254724421","0.834824102580772"
"Ja","2009","4","Staedtischer Raum","2532","0.662052183135577","0.646579280227663","0.677525086043492"
"Ja","2009","5","Laendlicher Raum","1062","0.860379575095446","0.840842728597651","0.879916421593242"
"Ja","2009","5","Staedtischer Raum","2865","0.704720295562799","0.690015853381255","0.719424737744343"
"Nein","2009","1","Laendlicher Raum","672","0.426256207630761","0.401581075539702","0.450931339721819"
"Nein","2009","1","Staedtischer Raum","1178","0.539029717222078","0.518340765873441","0.559718668570716"
"Nein","2009","2","Laendlicher Raum","439","0.257169293490669","0.236620908934374","0.277717678046964"
"Nein","2009","2","Staedtischer Raum","1059","0.458619782741132","0.439347721614851","0.477891843867413"
