year,quintil_oecd_hh,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,4th Quintile,Owner,Yes,0.82206,349,414,0.78517,0.85894
1987,4th Quintile,Owner,No,0.16222,65,414,0.12667,0.19778
1987,4th Quintile,Tenant,Yes,0.29006,175,587,0.25332,0.32681
1987,4th Quintile,Tenant,No,0.69268,412,587,0.65532,0.73004
1987,5th Quintile,Owner,Yes,0.88085,451,501,0.85245,0.90924
1987,5th Quintile,Owner,No,0.10687,50,501,0.07979,0.13395
1987,5th Quintile,Tenant,Yes,0.32115,145,436,0.27727,0.36502
1987,5th Quintile,Tenant,No,0.65762,291,436,0.61303,0.70221
1988,1st Quintile,Owner,Yes,0.82884,172,203,0.77690,0.88078
1988,1st Quintile,Owner,No,0.15513,31,203,0.10520,0.20505
1988,1st Quintile,Tenant,Yes,0.28620,196,708,0.25288,0.31951
1988,1st Quintile,Tenant,No,0.67140,512,708,0.63678,0.70602
1988,2nd Quintile,Owner,Yes,0.86641,261,301,0.82791,0.90491
1988,2nd Quintile,Owner,No,0.13359,40,301,0.09509,0.17209
1988,2nd Quintile,Tenant,Yes,0.34174,220,648,0.30519,0.37829
1988,2nd Quintile,Tenant,No,0.63302,428,648,0.59589,0.67016
1988,3rd Quintile,Owner,Yes,0.88225,312,352,0.84853,0.91597
1988,3rd Quintile,Owner,No,0.10793,40,352,0.07546,0.14039
1988,3rd Quintile,Tenant,Yes,0.34653,215,615,0.30889,0.38417
1988,3rd Quintile,Tenant,No,0.63060,400,615,0.59243,0.66878
1988,4th Quintile,Owner,Yes,0.87871,362,405,0.84687,0.91054
1988,4th Quintile,Owner,No,0.10795,43,405,0.07769,0.13821
1988,4th Quintile,Tenant,Yes,0.31822,172,555,0.27943,0.35701
1988,4th Quintile,Tenant,No,0.66268,383,555,0.62331,0.70205
1988,5th Quintile,Owner,Yes,0.87331,419,470,0.84321,0.90341
1988,5th Quintile,Owner,No,0.11546,51,470,0.08653,0.14438
1988,5th Quintile,Tenant,Yes,0.38158,160,406,0.33427,0.42889
1988,5th Quintile,Tenant,No,0.60043,246,406,0.55273,0.64814
1989,1st Quintile,Owner,Yes,0.85474,175,175,0.80238,0.90709
1989,1st Quintile,Tenant,Yes,0.27548,185,682,0.24193,0.30904
1989,1st Quintile,Tenant,No,0.68200,497,682,0.64702,0.71697
1989,2nd Quintile,Owner,Yes,0.88169,260,297,0.84490,0.91848
1989,2nd Quintile,Owner,No,0.11198,37,297,0.07605,0.14790
1989,2nd Quintile,Tenant,Yes,0.31438,205,658,0.27888,0.34988
1989,2nd Quintile,Tenant,No,0.64994,453,658,0.61347,0.68642
1989,3rd Quintile,Owner,Yes,0.90094,316,353,0.86973,0.93215
1989,3rd Quintile,Owner,No,0.09238,37,353,0.06213,0.12263
1989,3rd Quintile,Tenant,Yes,0.35647,213,582,0.31753,0.39542
1989,3rd Quintile,Tenant,No,0.61525,369,582,0.57569,0.65481
1989,4th Quintile,Owner,Yes,0.88318,351,394,0.85142,0.91494
1989,4th Quintile,Owner,No,0.10646,43,394,0.07597,0.13696
1989,4th Quintile,Tenant,Yes,0.31476,180,539,0.27552,0.35401
1989,4th Quintile,Tenant,No,0.66754,359,539,0.62773,0.70735
1989,5th Quintile,Owner,Yes,0.86799,401,451,0.83672,0.89927
1989,5th Quintile,Owner,No,0.11887,50,451,0.08897,0.14877
1989,5th Quintile,Tenant,Yes,0.37765,153,388,0.32935,0.42595
1989,5th Quintile,Tenant,No,0.60504,235,388,0.55633,0.65374
1990,1st Quintile,Owner,Yes,0.91496,584,584,0.89232,0.93760
1990,1st Quintile,Tenant,Yes,0.26904,441,441,0.22760,0.31048
1990,2nd Quintile,Owner,Yes,0.85349,254,296,0.81313,0.89384
1990,2nd Quintile,Owner,No,0.13800,42,296,0.09864,0.17736
1990,2nd Quintile,Tenant,Yes,0.29164,237,833,0.26075,0.32252
1990,2nd Quintile,Tenant,No,0.66774,596,833,0.63574,0.69975
1990,3rd Quintile,Owner,Yes,0.89792,344,383,0.86756,0.92828
1990,3rd Quintile,Owner,No,0.09129,39,383,0.06241,0.12018
1990,3rd Quintile,Tenant,Yes,0.35580,274,760,0.32174,0.38987
1990,3rd Quintile,Tenant,No,0.60924,486,760,0.57453,0.64396
1990,4th Quintile,Owner,Yes,0.86041,404,468,0.82898,0.89184
1990,4th Quintile,Owner,No,0.12638,64,468,0.09625,0.15652
1990,4th Quintile,Tenant,Yes,0.33191,223,655,0.29582,0.36800
1990,4th Quintile,Tenant,No,0.63422,432,655,0.59730,0.67113
1990,5th Quintile,Owner,Yes,0.87207,504,564,0.84448,0.89966
1990,5th Quintile,Owner,No,0.11663,60,564,0.09012,0.14315
1990,5th Quintile,Tenant,Yes,0.36272,186,484,0.31984,0.40560
1990,5th Quintile,Tenant,No,0.61959,298,484,0.57629,0.66288
1991,1st Quintile,Owner,Yes,0.93675,560,597,0.91720,0.95629
1991,1st Quintile,Owner,No,0.06226,37,597,0.04286,0.08166
1991,1st Quintile,Tenant,Yes,0.25568,402,1397,0.23279,0.27856
1991,1st Quintile,Tenant,No,0.70314,995,1397,0.67917,0.72711
1991,2nd Quintile,Owner,Yes,0.85134,243,281,0.80967,0.89301
1991,2nd Quintile,Owner,No,0.14096,38,281,0.10020,0.18172
1991,2nd Quintile,Tenant,Yes,0.30148,242,857,0.27074,0.33222
1991,2nd Quintile,Tenant,No,0.68772,615,857,0.65667,0.71876
1991,3rd Quintile,Owner,Yes,0.93291,372,372,0.90745,0.95837
1991,3rd Quintile,Tenant,Yes,0.35857,267,775,0.32479,0.39236
1991,3rd Quintile,Tenant,No,0.63909,508,775,0.60526,0.67293
1991,4th Quintile,Owner,Yes,0.91579,459,503,0.89150,0.94008
1991,4th Quintile,Owner,No,0.08421,44,503,0.05992,0.10850
1991,4th Quintile,Tenant,Yes,0.31758,220,678,0.28251,0.35265
1991,4th Quintile,Tenant,No,0.67545,458,678,0.64018,0.71072
1991,5th Quintile,Owner,Yes,0.87875,493,556,0.85159,0.90591
1991,5th Quintile,Owner,No,0.12125,63,556,0.09409,0.14841
1991,5th Quintile,Tenant,Yes,0.39228,207,510,0.34986,0.43469
1991,5th Quintile,Tenant,No,0.59259,303,510,0.54990,0.63527
1992,1st Quintile,Owner,Yes,0.90596,304,304,0.87309,0.93882
1992,1st Quintile,Tenant,Yes,0.25715,277,1014,0.23023,0.28406
1992,1st Quintile,Tenant,No,0.68633,737,1014,0.65776,0.71490
1992,2nd Quintile,Owner,Yes,0.92470,412,449,0.90026,0.94913
1992,2nd Quintile,Owner,No,0.07112,37,449,0.04732,0.09492
1992,2nd Quintile,Tenant,Yes,0.31273,308,1002,0.28401,0.34145
1992,2nd Quintile,Tenant,No,0.65039,694,1002,0.62085,0.67993
1992,3rd Quintile,Owner,Yes,0.92540,394,394,0.89942,0.95137
1992,3rd Quintile,Tenant,Yes,0.31066,279,884,0.28014,0.34119
1992,3rd Quintile,Tenant,No,0.66119,605,884,0.62997,0.69241
1992,4th Quintile,Owner,Yes,0.89674,464,516,0.87046,0.92302
1992,4th Quintile,Owner,No,0.09925,52,516,0.07342,0.12507
1992,4th Quintile,Tenant,Yes,0.33743,251,731,0.30312,0.37173
1992,4th Quintile,Tenant,No,0.63646,480,731,0.60157,0.67136
1992,5th Quintile,Owner,Yes,0.88194,537,599,0.85608,0.90780
1992,5th Quintile,Owner,No,0.11619,62,599,0.09051,0.14188
1992,5th Quintile,Tenant,Yes,0.36727,176,478,0.32401,0.41053
1992,5th Quintile,Tenant,No,0.60505,302,478,0.56118,0.64892
1993,1st Quintile,Owner,Yes,0.84256,252,286,0.80028,0.88485
1993,1st Quintile,Owner,No,0.13445,34,286,0.09485,0.17406
1993,1st Quintile,Tenant,Yes,0.27682,277,971,0.24866,0.30498
1993,1st Quintile,Tenant,No,0.67133,694,971,0.64176,0.70089
1993,2nd Quintile,Owner,Yes,0.92984,399,399,0.90475,0.95493
1993,2nd Quintile,Tenant,Yes,0.32696,330,1017,0.29811,0.35580
1993,2nd Quintile,Tenant,No,0.63134,687,1017,0.60168,0.66101
1993,3rd Quintile,Owner,Yes,0.90345,446,488,0.87722,0.92968
1993,3rd Quintile,Owner,No,0.07863,42,488,0.05472,0.10253
1993,3rd Quintile,Tenant,Yes,0.31416,273,846,0.28286,0.34545
1993,3rd Quintile,Tenant,No,0.62445,573,846,0.59180,0.65711
1993,4th Quintile,Owner,Yes,0.91453,476,520,0.89047,0.93858
1993,4th Quintile,Owner,No,0.08254,44,520,0.05887,0.10622
1993,4th Quintile,Tenant,Yes,0.33092,250,728,0.29672,0.36513
1993,4th Quintile,Tenant,No,0.62070,478,728,0.58543,0.65597
1993,5th Quintile,Owner,Yes,0.86482,511,576,0.83688,0.89277
1993,5th Quintile,Owner,No,0.11925,65,576,0.09276,0.14574
1993,5th Quintile,Tenant,Yes,0.34652,183,493,0.30448,0.38857
1993,5th Quintile,Tenant,No,0.59911,310,493,0.55580,0.64242
1994,1st Quintile,Owner,Yes,0.83807,233,264,0.79355,0.88259
1994,1st Quintile,Owner,No,0.14661,31,264,0.10386,0.18936
1994,1st Quintile,Tenant,Yes,0.26870,282,1013,0.24139,0.29601
1994,1st Quintile,Tenant,No,0.66613,731,1013,0.63707,0.69519
1994,2nd Quintile,Owner,Yes,0.94095,402,402,0.91788,0.96402
1994,2nd Quintile,Tenant,Yes,0.33774,325,938,0.30746,0.36802
1994,2nd Quintile,Tenant,No,0.62694,613,938,0.59597,0.65791
1994,3rd Quintile,Owner,Yes,0.90477,458,500,0.87902,0.93053
1994,3rd Quintile,Owner,No,0.08546,42,500,0.06093,0.10999
1994,3rd Quintile,Tenant,Yes,0.32428,258,818,0.29218,0.35638
1994,3rd Quintile,Tenant,No,0.61609,560,818,0.58274,0.64944
1994,4th Quintile,Owner,Yes,0.90139,458,502,0.87528,0.92750
1994,4th Quintile,Owner,No,0.08218,44,502,0.05813,0.10623
1994,4th Quintile,Tenant,Yes,0.31241,228,690,0.27781,0.34702
1994,4th Quintile,Tenant,No,0.61155,462,690,0.57516,0.64795
1994,5th Quintile,Owner,Yes,0.86778,542,607,0.84081,0.89475
1994,5th Quintile,Owner,No,0.11686,65,607,0.09128,0.14244
1994,5th Quintile,Tenant,Yes,0.38131,200,489,0.33822,0.42441
1994,5th Quintile,Tenant,No,0.54624,289,489,0.50206,0.59041
1995,1st Quintile,Owner,Yes,0.86772,214,214,0.82222,0.91322
1995,1st Quintile,Tenant,Yes,0.27303,307,1092,0.24659,0.29946
1995,1st Quintile,Tenant,No,0.65830,785,1092,0.63015,0.68644
1995,2nd Quintile,Owner,Yes,0.89443,367,405,0.86447,0.92440
1995,2nd Quintile,Owner,No,0.09499,38,405,0.06640,0.12358
1995,2nd Quintile,Tenant,Yes,0.30711,344,1021,0.27880,0.33542
1995,2nd Quintile,Tenant,No,0.64861,677,1021,0.61931,0.67791
1995,3rd Quintile,Owner,Yes,0.91779,489,524,0.89425,0.94133
1995,3rd Quintile,Owner,No,0.06130,35,524,0.04074,0.08185
1995,3rd Quintile,Tenant,Yes,0.30958,254,835,0.27820,0.34096
1995,3rd Quintile,Tenant,No,0.62996,581,835,0.59719,0.66272
1995,4th Quintile,Owner,Yes,0.87527,481,536,0.84727,0.90327
1995,4th Quintile,Owner,No,0.10517,55,536,0.07917,0.13116
1995,4th Quintile,Tenant,Yes,0.31611,236,683,0.28122,0.35101
1995,4th Quintile,Tenant,No,0.59460,447,683,0.55775,0.63145
1995,5th Quintile,Owner,Yes,0.86569,553,623,0.83890,0.89249
1995,5th Quintile,Owner,No,0.11715,70,623,0.09188,0.14243
1995,5th Quintile,Tenant,Yes,0.39454,192,476,0.35059,0.43850
1995,5th Quintile,Tenant,No,0.53435,284,476,0.48949,0.57921
1996,1st Quintile,Owner,Yes,0.86109,202,202,0.81328,0.90891
1996,1st Quintile,Tenant,Yes,0.26550,300,1114,0.23955,0.29144
1996,1st Quintile,Tenant,No,0.66893,814,1114,0.64128,0.69658
1996,2nd Quintile,Owner,Yes,0.89661,371,408,0.86703,0.92619
1996,2nd Quintile,Owner,No,0.08709,37,408,0.05970,0.11449
1996,2nd Quintile,Tenant,Yes,0.30186,318,944,0.27256,0.33116
1996,2nd Quintile,Tenant,No,0.65175,626,944,0.62134,0.68216
1996,3rd Quintile,Owner,Yes,0.91023,495,537,0.88602,0.93443
1996,3rd Quintile,Owner,No,0.07732,42,537,0.05471,0.09994
1996,3rd Quintile,Tenant,Yes,0.31129,258,814,0.27946,0.34312
1996,3rd Quintile,Tenant,No,0.63596,556,814,0.60289,0.66904
1996,4th Quintile,Owner,Yes,0.88054,514,570,0.85389,0.90719
1996,4th Quintile,Owner,No,0.09906,56,570,0.07451,0.12360
1996,4th Quintile,Tenant,Yes,0.31870,231,673,0.28347,0.35393
1996,4th Quintile,Tenant,No,0.60730,442,673,0.57037,0.64422
1996,5th Quintile,Owner,Yes,0.87814,557,619,0.85235,0.90393
1996,5th Quintile,Owner,No,0.10997,62,619,0.08530,0.13464
1996,5th Quintile,Tenant,Yes,0.39722,192,470,0.35294,0.44151
1996,5th Quintile,Tenant,No,0.54572,278,470,0.50066,0.59079
1997,1st Quintile,Owner,Yes,0.89353,210,210,0.85171,0.93535
1997,1st Quintile,Tenant,Yes,0.26641,294,1039,0.23952,0.29331
1997,1st Quintile,Tenant,No,0.66679,745,1039,0.63812,0.69547
1997,2nd Quintile,Owner,Yes,0.90600,387,430,0.87838,0.93362
1997,2nd Quintile,Owner,No,0.07975,43,430,0.05412,0.10539
1997,2nd Quintile,Tenant,Yes,0.29930,302,936,0.26994,0.32865
1997,2nd Quintile,Tenant,No,0.63993,634,936,0.60916,0.67070
1997,3rd Quintile,Owner,Yes,0.87556,488,532,0.84748,0.90363
1997,3rd Quintile,Owner,No,0.09691,44,532,0.07175,0.12208
1997,3rd Quintile,Tenant,Yes,0.30988,268,805,0.27791,0.34184
1997,3rd Quintile,Tenant,No,0.64262,537,805,0.60949,0.67574
1997,4th Quintile,Owner,Yes,0.87644,511,571,0.84942,0.90345
1997,4th Quintile,Owner,No,0.09750,60,571,0.07314,0.12185
1997,4th Quintile,Tenant,Yes,0.33819,231,677,0.30252,0.37385
1997,4th Quintile,Tenant,No,0.59015,446,677,0.55308,0.62723
1997,5th Quintile,Owner,Yes,0.88342,577,637,0.85848,0.90836
1997,5th Quintile,Owner,No,0.10336,60,637,0.07970,0.12702
1997,5th Quintile,Tenant,Yes,0.39750,189,436,0.35151,0.44349
1997,5th Quintile,Tenant,No,0.53735,247,436,0.49050,0.58421
1998,1st Quintile,Owner,Yes,0.88378,203,203,0.83958,0.92798
1998,1st Quintile,Tenant,Yes,0.26570,319,1252,0.24122,0.29018
1998,1st Quintile,Tenant,No,0.71366,933,1252,0.68861,0.73871
1998,2nd Quintile,Owner,Yes,0.89795,465,522,0.87195,0.92394
1998,2nd Quintile,Owner,No,0.10072,57,522,0.07488,0.12656
1998,2nd Quintile,Tenant,Yes,0.29297,317,1043,0.26533,0.32060
1998,2nd Quintile,Tenant,No,0.70011,726,1043,0.67229,0.72794
1998,3rd Quintile,Owner,Yes,0.87576,563,624,0.84986,0.90166
1998,3rd Quintile,Owner,No,0.12424,61,624,0.09834,0.15014
1998,3rd Quintile,Tenant,Yes,0.28143,267,900,0.25204,0.31083
1998,3rd Quintile,Tenant,No,0.71276,633,900,0.68318,0.74234
1998,4th Quintile,Owner,Yes,0.88096,640,709,0.85710,0.90481
1998,4th Quintile,Owner,No,0.11267,69,709,0.08938,0.13596
1998,4th Quintile,Tenant,Yes,0.33101,272,778,0.29792,0.36409
1998,4th Quintile,Tenant,No,0.64950,506,778,0.61596,0.68305
1998,5th Quintile,Owner,Yes,0.88742,728,809,0.86563,0.90922
1998,5th Quintile,Owner,No,0.11218,81,809,0.09042,0.13394
1998,5th Quintile,Tenant,Yes,0.39359,203,491,0.35034,0.43685
1998,5th Quintile,Tenant,No,0.59932,288,491,0.55593,0.64271
1999,1st Quintile,Owner,Yes,0.86730,230,267,0.82653,0.90807
1999,1st Quintile,Owner,No,0.13270,37,267,0.09193,0.17347
1999,1st Quintile,Tenant,Yes,0.26130,334,1212,0.23656,0.28605
1999,1st Quintile,Tenant,No,0.71168,878,1212,0.68617,0.73720
1999,2nd Quintile,Owner,Yes,0.89868,443,496,0.87210,0.92526
1999,2nd Quintile,Owner,No,0.09126,53,496,0.06589,0.11663
1999,2nd Quintile,Tenant,Yes,0.28517,302,1009,0.25730,0.31305
1999,2nd Quintile,Tenant,No,0.69819,707,1009,0.66985,0.72653
1999,3rd Quintile,Owner,Yes,0.87400,563,631,0.84809,0.89992
1999,3rd Quintile,Owner,No,0.12061,68,631,0.09518,0.14605
1999,3rd Quintile,Tenant,Yes,0.31201,257,844,0.28073,0.34329
1999,3rd Quintile,Tenant,No,0.67450,587,844,0.64287,0.70613
1999,4th Quintile,Owner,Yes,0.87236,626,690,0.84744,0.89728
1999,4th Quintile,Owner,No,0.12407,64,690,0.09945,0.14869
1999,4th Quintile,Tenant,Yes,0.32113,232,680,0.28601,0.35625
1999,4th Quintile,Tenant,No,0.65320,448,680,0.61740,0.68900
1999,5th Quintile,Owner,Yes,0.88929,692,761,0.86698,0.91159
1999,5th Quintile,Owner,No,0.10015,69,761,0.07880,0.12149
1999,5th Quintile,Tenant,Yes,0.38025,195,466,0.33612,0.42437
1999,5th Quintile,Tenant,No,0.60396,271,466,0.55951,0.64841
2000,1st Quintile,Owner,Yes,0.88934,457,512,0.86214,0.91654
2000,1st Quintile,Owner,No,0.10078,55,512,0.07468,0.12689
2000,1st Quintile,Tenant,Yes,0.26753,560,1997,0.24811,0.28695
2000,1st Quintile,Tenant,No,0.70481,1437,1997,0.68480,0.72482
2000,2nd Quintile,Owner,Yes,0.89012,869,963,0.87036,0.90988
2000,2nd Quintile,Owner,No,0.10069,94,963,0.08167,0.11971
2000,2nd Quintile,Tenant,Yes,0.30431,567,1710,0.28250,0.32613
2000,2nd Quintile,Tenant,No,0.67268,1143,1710,0.65043,0.69492
2000,3rd Quintile,Owner,Yes,0.89643,1121,1231,0.87940,0.91346
2000,3rd Quintile,Owner,No,0.09842,110,1231,0.08177,0.11507
2000,3rd Quintile,Tenant,Yes,0.31290,446,1389,0.28851,0.33729
2000,3rd Quintile,Tenant,No,0.67134,943,1389,0.64663,0.69605
2000,4th Quintile,Owner,Yes,0.87012,1305,1447,0.85279,0.88745
2000,4th Quintile,Owner,No,0.12207,142,1447,0.10520,0.13895
2000,4th Quintile,Tenant,Yes,0.36004,426,1129,0.33203,0.38805
2000,4th Quintile,Tenant,No,0.61970,703,1129,0.59137,0.64803
2000,5th Quintile,Owner,Yes,0.85601,1442,1625,0.83894,0.87309
2000,5th Quintile,Owner,No,0.13162,183,1625,0.11518,0.14806
2000,5th Quintile,Tenant,Yes,0.36784,315,768,0.33371,0.40197
2000,5th Quintile,Tenant,No,0.61300,453,768,0.57853,0.64747
2001,1st Quintile,Owner,Yes,0.88250,344,391,0.85054,0.91446
2001,1st Quintile,Owner,No,0.10446,47,391,0.07410,0.13481
2001,1st Quintile,Tenant,Yes,0.27407,498,1781,0.25335,0.29479
2001,1st Quintile,Tenant,No,0.68935,1283,1781,0.66785,0.71084
2001,2nd Quintile,Owner,Yes,0.89509,816,905,0.87512,0.91507
2001,2nd Quintile,Owner,No,0.09740,89,905,0.07807,0.11673
2001,2nd Quintile,Tenant,Yes,0.29668,507,1524,0.27373,0.31962
2001,2nd Quintile,Tenant,No,0.68254,1017,1524,0.65916,0.70592
2001,3rd Quintile,Owner,Yes,0.87860,1049,1155,0.85976,0.89745
2001,3rd Quintile,Owner,No,0.10807,106,1155,0.09016,0.12598
2001,3rd Quintile,Tenant,Yes,0.32137,416,1239,0.29535,0.34738
2001,3rd Quintile,Tenant,No,0.65468,823,1239,0.62819,0.68117
2001,4th Quintile,Owner,Yes,0.87195,1194,1321,0.85392,0.88997
2001,4th Quintile,Owner,No,0.11911,127,1321,0.10164,0.13659
2001,4th Quintile,Tenant,Yes,0.37696,405,1020,0.34720,0.40672
2001,4th Quintile,Tenant,No,0.59778,615,1020,0.56767,0.62789
2001,5th Quintile,Owner,Yes,0.85339,1278,1443,0.83514,0.87165
2001,5th Quintile,Owner,No,0.13479,165,1443,0.11717,0.15242
2001,5th Quintile,Tenant,Yes,0.35519,286,704,0.31981,0.39056
2001,5th Quintile,Tenant,No,0.61607,418,704,0.58012,0.65202
2002,1st Quintile,Owner,Yes,0.88610,337,379,0.85408,0.91813
2002,1st Quintile,Owner,No,0.09790,42,379,0.06794,0.12785
2002,1st Quintile,Tenant,Yes,0.24118,428,1658,0.22058,0.26178
2002,1st Quintile,Tenant,No,0.71443,1230,1658,0.69268,0.73618
2002,2nd Quintile,Owner,Yes,0.88433,742,831,0.86257,0.90609
2002,2nd Quintile,Owner,No,0.10393,89,831,0.08317,0.12469
2002,2nd Quintile,Tenant,Yes,0.32263,464,1367,0.29784,0.34742
2002,2nd Quintile,Tenant,No,0.65480,903,1367,0.62958,0.68001
2002,3rd Quintile,Owner,Yes,0.89477,942,1031,0.87603,0.91351
2002,3rd Quintile,Owner,No,0.09790,89,1031,0.07975,0.11605
2002,3rd Quintile,Tenant,Yes,0.35517,441,1197,0.32805,0.38229
2002,3rd Quintile,Tenant,No,0.60900,756,1197,0.58134,0.63665
2002,4th Quintile,Owner,Yes,0.86002,1179,1310,0.84122,0.87882
2002,4th Quintile,Owner,No,0.13193,131,1310,0.11360,0.15026
2002,4th Quintile,Tenant,Yes,0.34707,392,1019,0.31782,0.37631
2002,4th Quintile,Tenant,No,0.62926,627,1019,0.59959,0.65893
2002,5th Quintile,Owner,Yes,0.84061,2004,2229,0.82541,0.85581
2002,5th Quintile,Owner,No,0.14285,225,2229,0.12832,0.15738
2002,5th Quintile,Tenant,Yes,0.36427,423,947,0.33361,0.39494
2002,5th Quintile,Tenant,No,0.60228,524,947,0.57109,0.63347
2003,1st Quintile,Owner,Yes,0.88922,317,354,0.85648,0.92196
2003,1st Quintile,Owner,No,0.10002,37,354,0.06872,0.13132
2003,1st Quintile,Tenant,Yes,0.24811,429,1641,0.22720,0.26901
2003,1st Quintile,Tenant,No,0.71142,1212,1641,0.68949,0.73335
2003,2nd Quintile,Owner,Yes,0.89028,732,818,0.86885,0.91171
2003,2nd Quintile,Owner,No,0.09917,86,818,0.07867,0.11966
2003,2nd Quintile,Tenant,Yes,0.31099,439,1346,0.28626,0.33573
2003,2nd Quintile,Tenant,No,0.65780,907,1346,0.63244,0.68315
