,Unnamed: 0,year,regtyp,sampreg,hgeqpgar,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
38,38,1992,Rural regions,West,Yes,0.71807,671,6376,0.69126,0.74526
39,39,1992,Rural regions,West,No,0.28193,269,6376,0.25751,0.30178
40,40,1992,Rural regions,East,Yes,0.55555,682,6376,0.53011,0.57519
41,41,1992,Rural regions,East,No,0.44445,490,6376,0.42349,0.46838
42,42,1993,Urban regions,West,Yes,0.5425,1873,6356,0.52646,0.56082
43,43,1993,Urban regions,West,No,0.4575,1753,6356,0.43438,0.47133
44,44,1993,Urban regions,East,Yes,0.30359,186,6356,0.28394,0.32634
45,45,1993,Urban regions,East,No,0.69641,419,6356,0.66178,0.7319
46,46,1993,Rural regions,West,Yes,0.70532,664,6356,0.67757,0.73486
47,47,1993,Rural regions,West,No,0.29468,288,6356,0.27113,0.31935
48,48,1993,Rural regions,East,Yes,0.56233,675,6356,0.53953,0.58778
49,49,1993,Rural regions,East,No,0.43767,498,6356,0.41599,0.45885
50,50,1994,Urban regions,West,Yes,0.55085,1850,6261,0.53509,0.56574
51,51,1994,Urban regions,West,No,0.44915,1698,6261,0.43041,0.46902
52,52,1994,Urban regions,East,Yes,0.30747,193,6261,0.27761,0.33706
53,53,1994,Urban regions,East,No,0.69253,416,6261,0.66058,0.7298
54,54,1994,Rural regions,West,Yes,0.72088,688,6261,0.68728,0.74823
55,55,1994,Rural regions,West,No,0.27912,270,6261,0.25406,0.30211
56,56,1994,Rural regions,East,Yes,0.55503,658,6261,0.53428,0.58447
57,57,1994,Rural regions,East,No,0.44497,488,6261,0.41919,0.46783
58,58,1995,Urban regions,West,Yes,0.54216,1877,6438,0.52648,0.55782
59,59,1995,Urban regions,West,No,0.45784,1835,6438,0.4367,0.47644
60,60,1995,Urban regions,East,Yes,0.29865,183,6438,0.27473,0.33033
61,61,1995,Urban regions,East,No,0.70135,389,6438,0.65755,0.74155
62,62,1995,Rural regions,West,Yes,0.7415,737,6438,0.71015,0.77486
63,63,1995,Rural regions,West,No,0.2585,279,6438,0.23513,0.28812
64,64,1995,Rural regions,East,Yes,0.55189,643,6438,0.52327,0.57551
65,65,1995,Rural regions,East,No,0.44811,495,6438,0.42533,0.47319
66,66,1996,Urban regions,West,Yes,0.54419,1866,6380,0.52658,0.56263
67,67,1996,Urban regions,West,No,0.45581,1779,6380,0.43749,0.47137
68,68,1996,Urban regions,East,Yes,0.2816,178,6380,0.25654,0.30723
69,69,1996,Urban regions,East,No,0.7184,408,6380,0.68316,0.7588
70,70,1996,Rural regions,West,Yes,0.73127,730,6380,0.69753,0.76372
71,71,1996,Rural regions,West,No,0.26873,282,6380,0.24605,0.29442
72,72,1996,Rural regions,East,Yes,0.56233,666,6380,0.54222,0.59039
73,73,1996,Rural regions,East,No,0.43767,471,6380,0.4148,0.46313
74,74,1997,Urban regions,West,Yes,0.54843,1888,6296,0.52957,0.56706
75,75,1997,Urban regions,West,No,0.45157,1695,6296,0.43356,0.47414
76,76,1997,Urban regions,East,Yes,0.27683,175,6296,0.25136,0.30942
77,77,1997,Urban regions,East,No,0.72317,405,6296,0.68523,0.76232
78,78,1997,Rural regions,West,Yes,0.74919,737,6296,0.71062,0.78805
79,79,1997,Rural regions,West,No,0.25081,265,6296,0.22899,0.27417
80,80,1997,Rural regions,East,Yes,0.5563,656,6296,0.52603,0.58382
81,81,1997,Rural regions,East,No,0.4437,475,6296,0.42314,0.47026
82,82,1998,Urban regions,West,Yes,0.5222,2210,7364,0.51066,0.53477
83,83,1998,Urban regions,West,No,0.4778,2032,7364,0.46528,0.49097
84,84,1998,Urban regions,East,Yes,0.27283,198,7364,0.24723,0.29608
85,85,1998,Urban regions,East,No,0.72717,440,7364,0.68905,0.75986
86,86,1998,Rural regions,West,Yes,0.74896,888,7364,0.72406,0.78315
87,87,1998,Rural regions,West,No,0.25104,300,7364,0.23077,0.27052
88,88,1998,Rural regions,East,Yes,0.50189,682,7364,0.47957,0.52109
89,89,1998,Rural regions,East,No,0.49811,614,7364,0.47531,0.5218
90,90,1999,Urban regions,West,Yes,0.52415,2126,7056,0.50881,0.53811
91,91,1999,Urban regions,West,No,0.47585,1895,7056,0.46154,0.49075
92,92,1999,Urban regions,East,Yes,0.28821,205,7056,0.26263,0.31397
93,93,1999,Urban regions,East,No,0.71179,422,7056,0.66562,0.74879
94,94,1999,Rural regions,West,Yes,0.75144,860,7056,0.71982,0.78523
95,95,1999,Rural regions,West,No,0.24856,280,7056,0.22784,0.27085
96,96,1999,Rural regions,East,Yes,0.5094,683,7056,0.48717,0.53655
97,97,1999,Rural regions,East,No,0.4906,585,7056,0.46416,0.51103
98,98,2000,Urban regions,West,Yes,0.53219,4249,12777,0.52371,0.54051
99,99,2000,Urban regions,West,No,0.46781,3211,12777,0.45897,0.47651
100,100,2000,Urban regions,East,Yes,0.28996,323,12777,0.27141,0.30627
101,101,2000,Urban regions,East,No,0.71004,660,12777,0.68087,0.73655
102,102,2000,Rural regions,West,Yes,0.74711,1766,12777,0.72971,0.76765
103,103,2000,Rural regions,West,No,0.25289,522,12777,0.24197,0.26541
104,104,2000,Rural regions,East,Yes,0.53099,1172,12777,0.51383,0.54855
105,105,2000,Rural regions,East,No,0.46901,874,12777,0.45104,0.48515
106,106,2001,Urban regions,West,Yes,0.53707,3818,11486,0.52844,0.54603
107,107,2001,Urban regions,West,No,0.46293,2870,11486,0.45311,0.47237
108,108,2001,Urban regions,East,Yes,0.28729,316,11486,0.26604,0.30824
109,109,2001,Urban regions,East,No,0.71271,610,11486,0.68268,0.74505
110,110,2001,Rural regions,West,Yes,0.75424,1572,11486,0.73151,0.77588
111,111,2001,Rural regions,West,No,0.24576,436,11486,0.23242,0.25908
112,112,2001,Rural regions,East,Yes,0.53923,1088,11486,0.52317,0.55384
113,113,2001,Rural regions,East,No,0.46077,776,11486,0.44112,0.47936
114,114,2002,Urban regions,West,Yes,0.53947,4273,11971,0.5272,0.55102
115,115,2002,Urban regions,West,No,0.46053,2847,11971,0.45004,0.47028
116,116,2002,Urban regions,East,Yes,0.28071,337,11971,0.26115,0.3
117,117,2002,Urban regions,East,No,0.71929,591,11971,0.68461,0.75458
118,118,2002,Rural regions,West,Yes,0.75755,1638,11971,0.72729,0.78365
119,119,2002,Rural regions,West,No,0.24245,434,11971,0.22893,0.25797
120,120,2002,Rural regions,East,Yes,0.54382,1104,11971,0.52244,0.56395
121,121,2002,Rural regions,East,No,0.45618,747,11971,0.43571,0.4813
122,122,2003,Urban regions,West,Yes,0.54054,4107,11551,0.52827,0.55414
123,123,2003,Urban regions,West,No,0.45946,2745,11551,0.44767,0.47241
124,124,2003,Urban regions,East,Yes,0.28355,339,11551,0.25958,0.30718
125,125,2003,Urban regions,East,No,0.71645,585,11551,0.67629,0.75745
126,126,2003,Rural regions,West,Yes,0.76687,1560,11551,0.74098,0.79726
127,127,2003,Rural regions,West,No,0.23313,404,11551,0.22072,0.25024
128,128,2003,Rural regions,East,Yes,0.54398,1079,11551,0.52376,0.56668
129,129,2003,Rural regions,East,No,0.45602,732,11551,0.43603,0.47798
130,130,2004,Urban regions,West,Yes,0.54276,4022,11269,0.53215,0.5563
131,131,2004,Urban regions,West,No,0.45724,2632,11269,0.4451,0.46814
132,132,2004,Urban regions,East,Yes,0.2641,330,11269,0.24542,0.28704
133,133,2004,Urban regions,East,No,0.7359,586,11269,0.69486,0.78689
134,134,2004,Rural regions,West,Yes,0.76625,1546,11269,0.74092,0.79859
135,135,2004,Rural regions,West,No,0.23375,384,11269,0.22043,0.25104
136,136,2004,Rural regions,East,Yes,0.5496,1073,11269,0.52631,0.57571
137,137,2004,Rural regions,East,No,0.4504,696,11269,0.42748,0.47131
138,138,2005,Urban regions,West,Yes,0.52807,3897,11171,0.51287,0.54199
139,139,2005,Urban regions,West,No,0.47193,2690,11171,0.45966,0.48445
140,140,2005,Urban regions,East,Yes,0.26974,344,11171,0.24291,0.29359
141,141,2005,Urban regions,East,No,0.73026,590,11171,0.6809,0.76891
142,142,2005,Rural regions,West,Yes,0.77182,1524,11171,0.73983,0.79983
143,143,2005,Rural regions,West,No,0.22818,377,11171,0.21254,0.24516
144,144,2005,Rural regions,East,Yes,0.5804,1094,11171,0.55304,0.60904
145,145,2005,Rural regions,East,No,0.4196,655,11171,0.39873,0.44217
146,146,2006,Urban regions,West,Yes,0.51887,4242,12235,0.5073,0.52992
147,147,2006,Urban regions,West,No,0.48113,2895,12235,0.46992,0.49366
148,148,2006,Urban regions,East,Yes,0.29243,391,12235,0.27056,0.31899
149,149,2006,Urban regions,East,No,0.70757,597,12235,0.66927,0.74986
150,150,2006,Rural regions,West,Yes,0.75669,1735,12235,0.7307,0.78491
151,151,2006,Rural regions,West,No,0.24331,444,12235,0.22871,0.25805
152,152,2006,Rural regions,East,Yes,0.54492,1185,12235,0.51616,0.56953
153,153,2006,Rural regions,East,No,0.45508,746,12235,0.43095,0.474
154,154,2007,Urban regions,West,Yes,0.53812,4026,11424,0.52613,0.55212
155,155,2007,Urban regions,West,No,0.46188,2599,11424,0.44857,0.47291
156,156,2007,Urban regions,East,Yes,0.29906,368,11424,0.27176,0.32372
157,157,2007,Urban regions,East,No,0.70094,572,11424,0.66019,0.74775
158,158,2007,Rural regions,West,Yes,0.75735,1633,11424,0.73348,0.78576
159,159,2007,Rural regions,West,No,0.24265,412,11424,0.23,0.25494
160,160,2007,Rural regions,East,Yes,0.56444,1136,11424,0.53755,0.59417
161,161,2007,Rural regions,East,No,0.43556,678,11424,0.41267,0.4626
162,162,2008,Urban regions,West,Yes,0.54663,3813,10798,0.53091,0.56142
163,163,2008,Urban regions,West,No,0.45337,2414,10798,0.44046,0.46523
164,164,2008,Urban regions,East,Yes,0.31014,359,10798,0.28314,0.33682
165,165,2008,Urban regions,East,No,0.68986,567,10798,0.64727,0.7339
166,166,2008,Rural regions,West,Yes,0.76368,1550,10798,0.73248,0.79217
167,167,2008,Rural regions,West,No,0.23632,374,10798,0.2219,0.25218
168,168,2008,Rural regions,East,Yes,0.57035,1080,10798,0.53858,0.59772
169,169,2008,Rural regions,East,No,0.42965,641,10798,0.40792,0.45763
170,170,2009,Urban regions,West,Yes,0.55883,3600,10167,0.54526,0.57785
171,171,2009,Urban regions,West,No,0.44117,2181,10167,0.42797,0.45392
172,172,2009,Urban regions,East,Yes,0.31859,355,10167,0.28513,0.35179
173,173,2009,Urban regions,East,No,0.68141,539,10167,0.644,0.72545
174,174,2009,Rural regions,West,Yes,0.75319,1447,10167,0.72188,0.78064
175,175,2009,Rural regions,West,No,0.24681,389,10167,0.22997,0.26352
176,176,2009,Rural regions,East,Yes,0.59319,1059,10167,0.56068,0.62722
177,177,2009,Rural regions,East,No,0.40681,597,10167,0.38133,0.42956
178,178,2010,Urban regions,West,Yes,0.55909,4842,13779,0.54109,0.58142
179,179,2010,Urban regions,West,No,0.44091,3084,13779,0.42406,0.45957
180,180,2010,Urban regions,East,Yes,0.33424,459,13779,0.30284,0.36516
181,181,2010,Urban regions,East,No,0.66576,660,13779,0.61037,0.71134
182,182,2010,Rural regions,West,Yes,0.75875,2153,13779,0.72209,0.7963
183,183,2010,Rural regions,West,No,0.24125,542,13779,0.21907,0.26387
184,184,2010,Rural regions,East,Yes,0.59746,1296,13779,0.56222,0.63016
185,185,2010,Rural regions,East,No,0.40254,743,13779,0.37649,0.42943
186,186,2011,Urban regions,West,Yes,0.5569,5796,16591,0.54259,0.57119
187,187,2011,Urban regions,West,No,0.4431,3593,16591,0.42946,0.45695
188,188,2011,Urban regions,East,Yes,0.35441,535,16591,0.32306,0.39297
189,189,2011,Urban regions,East,No,0.64559,801,16591,0.60263,0.69411
190,190,2011,Rural regions,West,Yes,0.76804,2768,16591,0.73794,0.79842
191,191,2011,Rural regions,West,No,0.23196,692,16591,0.21651,0.25099
192,192,2011,Rural regions,East,Yes,0.60117,1505,16591,0.56648,0.62976
193,193,2011,Rural regions,East,No,0.39883,901,16591,0.37219,0.42395
194,194,2012,Urban regions,West,Yes,0.56588,5681,16298,0.54994,0.58076
195,195,2012,Urban regions,West,No,0.43412,3443,16298,0.42011,0.44901
196,196,2012,Urban regions,East,Yes,0.33253,498,16298,0.30189,0.36484
197,197,2012,Urban regions,East,No,0.66747,803,16298,0.62559,0.71214
198,198,2012,Rural regions,West,Yes,0.75478,2756,16298,0.72729,0.78839
199,199,2012,Rural regions,West,No,0.24522,706,16298,0.23049,0.26499
200,200,2012,Rural regions,East,Yes,0.57758,1476,16298,0.551,0.60966
201,201,2012,Rural regions,East,No,0.42242,935,16298,0.39553,0.45017
202,202,2013,Urban regions,West,Yes,0.57305,6162,17866,0.55841,0.58767
203,203,2013,Urban regions,West,No,0.42695,4351,17866,0.41186,0.4434
204,204,2013,Urban regions,East,Yes,0.35711,494,17866,0.32313,0.39617
205,205,2013,Urban regions,East,No,0.64289,821,17866,0.59493,0.68865
206,206,2013,Rural regions,West,Yes,0.74115,2794,17866,0.71474,0.77246
207,207,2013,Rural regions,West,No,0.25885,903,17866,0.2399,0.27828
208,208,2013,Rural regions,East,Yes,0.58952,1437,17866,0.55767,0.62108
209,209,2013,Rural regions,East,No,0.41048,904,17866,0.38383,0.43822
210,210,2014,Urban regions,West,Yes,0.58371,5542,15820,0.57036,0.60344
211,211,2014,Urban regions,West,No,0.41629,3621,15820,0.40536,0.4324
212,212,2014,Urban regions,East,Yes,0.35463,466,15820,0.31959,0.39072
213,213,2014,Urban regions,East,No,0.64537,750,15820,0.59843,0.69586
214,214,2014,Rural regions,West,Yes,0.74897,2523,15820,0.71809,0.78287
215,215,2014,Rural regions,West,No,0.25103,755,15820,0.23334,0.26976
216,216,2014,Rural regions,East,Yes,0.57565,1330,15820,0.54561,0.6074
217,217,2014,Rural regions,East,No,0.42435,833,15820,0.38626,0.45328
218,218,2015,Urban regions,West,Yes,0.56396,5182,15754,0.54804,0.58184
219,219,2015,Urban regions,West,No,0.43604,3975,15754,0.42292,0.45018
220,220,2015,Urban regions,East,Yes,0.36782,464,15754,0.34183,0.40456
221,221,2015,Urban regions,East,No,0.63218,741,15754,0.5789,0.6852
222,222,2015,Rural regions,West,Yes,0.73191,2463,15754,0.69945,0.76083
223,223,2015,Rural regions,West,No,0.26809,856,15754,0.24976,0.28963
224,224,2015,Rural regions,East,Yes,0.56264,1249,15754,0.52475,0.59476
225,225,2015,Rural regions,East,No,0.43736,824,15754,0.40375,0.47279
226,226,2016,Urban regions,West,Yes,0.55838,5053,16395,0.54371,0.57451
227,227,2016,Urban regions,West,No,0.44162,4490,16395,0.42471,0.45782
228,228,2016,Urban regions,East,Yes,0.34234,419,16395,0.30843,0.38261
229,229,2016,Urban regions,East,No,0.65766,846,16395,0.60582,0.71743
230,230,2016,Rural regions,West,Yes,0.74809,2379,16395,0.71058,0.78691
231,231,2016,Rural regions,West,No,0.25191,1013,16395,0.23144,0.27505
232,232,2016,Rural regions,East,Yes,0.56944,1218,16395,0.53555,0.60949
233,233,2016,Rural regions,East,No,0.43056,977,16395,0.39493,0.46889
234,234,2017,Urban regions,West,Yes,0.56425,5697,18267,0.54753,0.57634
235,235,2017,Urban regions,West,No,0.43575,4900,18267,0.4194,0.45158
236,236,2017,Urban regions,East,Yes,0.35581,490,18267,0.3203,0.38756
237,237,2017,Urban regions,East,No,0.64419,917,18267,0.59287,0.70118
238,238,2017,Rural regions,West,Yes,0.74842,2722,18267,0.7178,0.78035
239,239,2017,Rural regions,West,No,0.25158,1150,18267,0.22919,0.27388
240,240,2017,Rural regions,East,Yes,0.58497,1381,18267,0.55658,0.62018
241,241,2017,Rural regions,East,No,0.41503,1010,18267,0.38893,0.4465
242,242,2018,Urban regions,West,Yes,0.56531,5448,17692,0.55029,0.5831
243,243,2018,Urban regions,West,No,0.43469,4927,17692,0.42049,0.45154
244,244,2018,Urban regions,East,Yes,0.34825,466,17692,0.31358,0.39166
245,245,2018,Urban regions,East,No,0.65175,936,17692,0.60265,0.70121
246,246,2018,Rural regions,West,Yes,0.73937,2515,17692,0.70481,0.77311
247,247,2018,Rural regions,West,No,0.26063,1051,17692,0.23823,0.27994
248,248,2018,Rural regions,East,Yes,0.58741,1299,17692,0.55427,0.6258
249,249,2018,Rural regions,East,No,0.41259,1050,17692,0.38096,0.43927
250,250,2019,Urban regions,West,Yes,0.57467,4639,14908,0.555,0.59471
251,251,2019,Urban regions,West,No,0.42533,4075,14908,0.40808,0.4446
252,252,2019,Urban regions,East,Yes,0.36715,406,14908,0.32203,0.41936
253,253,2019,Urban regions,East,No,0.63285,770,14908,0.57397,0.68619
254,254,2019,Rural regions,West,Yes,0.75728,2167,14908,0.72136,0.79077
255,255,2019,Rural regions,West,No,0.24272,864,14908,0.22075,0.26489
256,256,2019,Rural regions,East,Yes,0.59975,1146,14908,0.55753,0.63704
257,257,2019,Rural regions,East,No,0.40025,841,14908,0.36596,0.43235
258,258,2020,Urban regions,West,Yes,0.57559,5921,19300,0.55473,0.59254
259,259,2020,Urban regions,West,No,0.42441,5902,19300,0.40865,0.44196
260,260,2020,Urban regions,East,Yes,0.35289,508,19300,0.30765,0.39705
261,261,2020,Urban regions,East,No,0.64711,1019,19300,0.58655,0.70401
262,262,2020,Rural regions,West,Yes,0.76111,2542,19300,0.73127,0.80142
263,263,2020,Rural regions,West,No,0.23889,1102,19300,0.21655,0.26055
264,264,2020,Rural regions,East,Yes,0.59845,1366,19300,0.55633,0.64218
265,265,2020,Rural regions,East,No,0.40155,940,19300,0.37096,0.43352
266,266,2021,Urban regions,West,Yes,0.57915,3626,11173,0.55334,0.60352
267,267,2021,Urban regions,West,No,0.42085,3043,11173,0.40007,0.44065
268,268,2021,Urban regions,East,Yes,0.37339,317,11173,0.3173,0.43675
269,269,2021,Urban regions,East,No,0.62661,614,11173,0.56355,0.70104
270,270,2021,Rural regions,West,Yes,0.7564,1598,11173,0.70901,0.79824
271,271,2021,Rural regions,West,No,0.2436,557,11173,0.21471,0.27526
272,272,2021,Rural regions,East,Yes,0.60463,883,11173,0.56131,0.66039
273,273,2021,Rural regions,East,No,0.39537,535,11173,0.35038,0.43714
