"pld0044","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2004","46-65","Realschule","","","",""
"Selten","2004","46-65","(Fach-)Abitur","","","",""
"Selten","2004","46-65","AkademikerIn","","","",""
"Selten","2004","66","(noch) kein Abschluss","","","",""
"Selten","2004","66","Hauptschule","","","",""
"Selten","2004","66","Realschule","","","",""
"Selten","2004","66","(Fach-)Abitur","","","",""
"Selten","2004","66","AkademikerIn","","","",""
"Nie","2004","17-29","(noch) kein Abschluss","","","",""
"Nie","2004","17-29","Hauptschule","","","",""
"Nie","2004","17-29","Realschule","","","",""
"Nie","2004","17-29","(Fach-)Abitur","","","",""
"Nie","2004","17-29","AkademikerIn","","","",""
"Nie","2004","30-45","(noch) kein Abschluss","","","",""
"Nie","2004","30-45","Hauptschule","","","",""
"Nie","2004","30-45","Realschule","","","",""
"Nie","2004","30-45","(Fach-)Abitur","","","",""
"Nie","2004","30-45","AkademikerIn","","","",""
"Nie","2004","46-65","(noch) kein Abschluss","","","",""
"Nie","2004","46-65","Hauptschule","","","",""
"Nie","2004","46-65","Realschule","","","",""
"Nie","2004","46-65","(Fach-)Abitur","","","",""
"Nie","2004","46-65","AkademikerIn","","","",""
"Nie","2004","66","(noch) kein Abschluss","","","",""
"Nie","2004","66","Hauptschule","","","",""
"Nie","2004","66","Realschule","","","",""
"Nie","2004","66","(Fach-)Abitur","","","",""
"Nie","2004","66","AkademikerIn","","","",""
"Sehr oft","2005","17-29","(noch) kein Abschluss","","","",""
"Sehr oft","2005","17-29","Hauptschule","","","",""
"Sehr oft","2005","17-29","Realschule","","","",""
"Sehr oft","2005","17-29","(Fach-)Abitur","","","",""
"Sehr oft","2005","17-29","AkademikerIn","","","",""
"Sehr oft","2005","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2005","30-45","Hauptschule","","","",""
"Sehr oft","2005","30-45","Realschule","","","",""
"Sehr oft","2005","30-45","(Fach-)Abitur","","","",""
"Sehr oft","2005","30-45","AkademikerIn","","","",""
"Sehr oft","2005","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2005","46-65","Hauptschule","","","",""
"Sehr oft","2005","46-65","Realschule","","","",""
"Sehr oft","2005","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2005","46-65","AkademikerIn","","","",""
"Sehr oft","2005","66","(noch) kein Abschluss","","","",""
"Sehr oft","2005","66","Hauptschule","","","",""
"Sehr oft","2005","66","Realschule","","","",""
"Sehr oft","2005","66","(Fach-)Abitur","","","",""
"Sehr oft","2005","66","AkademikerIn","","","",""
"Oft","2005","17-29","(noch) kein Abschluss","","","",""
"Oft","2005","17-29","Hauptschule","","","",""
"Oft","2005","17-29","Realschule","","","",""
"Oft","2005","17-29","(Fach-)Abitur","","","",""
"Oft","2005","17-29","AkademikerIn","","","",""
"Oft","2005","30-45","(noch) kein Abschluss","","","",""
"Oft","2005","30-45","Hauptschule","","","",""
"Oft","2005","30-45","Realschule","","","",""
"Oft","2005","30-45","(Fach-)Abitur","","","",""
"Oft","2005","30-45","AkademikerIn","","","",""
"Oft","2005","46-65","(noch) kein Abschluss","","","",""
"Oft","2005","46-65","Hauptschule","","","",""
"Oft","2005","46-65","Realschule","","","",""
"Oft","2005","46-65","(Fach-)Abitur","","","",""
"Oft","2005","46-65","AkademikerIn","","","",""
"Oft","2005","66","(noch) kein Abschluss","","","",""
"Oft","2005","66","Hauptschule","","","",""
"Oft","2005","66","Realschule","","","",""
"Oft","2005","66","(Fach-)Abitur","","","",""
"Oft","2005","66","AkademikerIn","","","",""
"Manchmal","2005","17-29","(noch) kein Abschluss","","","",""
"Manchmal","2005","17-29","Hauptschule","","","",""
"Manchmal","2005","17-29","Realschule","","","",""
"Manchmal","2005","17-29","(Fach-)Abitur","","","",""
"Manchmal","2005","17-29","AkademikerIn","","","",""
"Manchmal","2005","30-45","(noch) kein Abschluss","","","",""
"Manchmal","2005","30-45","Hauptschule","","","",""
"Manchmal","2005","30-45","Realschule","","","",""
"Manchmal","2005","30-45","(Fach-)Abitur","","","",""
"Manchmal","2005","30-45","AkademikerIn","","","",""
"Manchmal","2005","46-65","(noch) kein Abschluss","","","",""
"Manchmal","2005","46-65","Hauptschule","","","",""
"Manchmal","2005","46-65","Realschule","","","",""
"Manchmal","2005","46-65","(Fach-)Abitur","","","",""
"Manchmal","2005","46-65","AkademikerIn","","","",""
"Manchmal","2005","66","(noch) kein Abschluss","","","",""
"Manchmal","2005","66","Hauptschule","","","",""
"Manchmal","2005","66","Realschule","","","",""
"Manchmal","2005","66","(Fach-)Abitur","","","",""
"Manchmal","2005","66","AkademikerIn","","","",""
"Selten","2005","17-29","(noch) kein Abschluss","","","",""
"Selten","2005","17-29","Hauptschule","","","",""
"Selten","2005","17-29","Realschule","","","",""
"Selten","2005","17-29","(Fach-)Abitur","","","",""
"Selten","2005","17-29","AkademikerIn","","","",""
"Selten","2005","30-45","(noch) kein Abschluss","","","",""
"Selten","2005","30-45","Hauptschule","","","",""
"Selten","2005","30-45","Realschule","","","",""
"Selten","2005","30-45","(Fach-)Abitur","","","",""
"Selten","2005","30-45","AkademikerIn","","","",""
"Selten","2005","46-65","(noch) kein Abschluss","","","",""
"Selten","2005","46-65","Hauptschule","","","",""
"Selten","2005","46-65","Realschule","","","",""
"Selten","2005","46-65","(Fach-)Abitur","","","",""
"Selten","2005","46-65","AkademikerIn","","","",""
"Selten","2005","66","(noch) kein Abschluss","","","",""
"Selten","2005","66","Hauptschule","","","",""
"Selten","2005","66","Realschule","","","",""
"Selten","2005","66","(Fach-)Abitur","","","",""
"Selten","2005","66","AkademikerIn","","","",""
"Nie","2005","17-29","(noch) kein Abschluss","","","",""
"Nie","2005","17-29","Hauptschule","","","",""
"Nie","2005","17-29","Realschule","","","",""
"Nie","2005","17-29","(Fach-)Abitur","","","",""
"Nie","2005","17-29","AkademikerIn","","","",""
"Nie","2005","30-45","(noch) kein Abschluss","","","",""
"Nie","2005","30-45","Hauptschule","","","",""
"Nie","2005","30-45","Realschule","","","",""
"Nie","2005","30-45","(Fach-)Abitur","","","",""
"Nie","2005","30-45","AkademikerIn","","","",""
"Nie","2005","46-65","(noch) kein Abschluss","","","",""
"Nie","2005","46-65","Hauptschule","","","",""
"Nie","2005","46-65","Realschule","","","",""
"Nie","2005","46-65","(Fach-)Abitur","","","",""
"Nie","2005","46-65","AkademikerIn","","","",""
"Nie","2005","66","(noch) kein Abschluss","","","",""
"Nie","2005","66","Hauptschule","","","",""
"Nie","2005","66","Realschule","","","",""
"Nie","2005","66","(Fach-)Abitur","","","",""
"Nie","2005","66","AkademikerIn","","","",""
"Sehr oft","2006","17-29","(noch) kein Abschluss","","","",""
"Sehr oft","2006","17-29","Hauptschule","","","",""
"Sehr oft","2006","17-29","Realschule","","","",""
"Sehr oft","2006","17-29","(Fach-)Abitur","","","",""
"Sehr oft","2006","17-29","AkademikerIn","","","",""
"Sehr oft","2006","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2006","30-45","Hauptschule","","","",""
"Sehr oft","2006","30-45","Realschule","","","",""
"Sehr oft","2006","30-45","(Fach-)Abitur","","","",""
"Sehr oft","2006","30-45","AkademikerIn","","","",""
"Sehr oft","2006","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2006","46-65","Hauptschule","","","",""
"Sehr oft","2006","46-65","Realschule","","","",""
"Sehr oft","2006","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2006","46-65","AkademikerIn","","","",""
"Sehr oft","2006","66","(noch) kein Abschluss","","","",""
"Sehr oft","2006","66","Hauptschule","","","",""
"Sehr oft","2006","66","Realschule","","","",""
"Sehr oft","2006","66","(Fach-)Abitur","","","",""
"Sehr oft","2006","66","AkademikerIn","","","",""
"Oft","2006","17-29","(noch) kein Abschluss","","","",""
"Oft","2006","17-29","Hauptschule","","","",""
"Oft","2006","17-29","Realschule","","","",""
"Oft","2006","17-29","(Fach-)Abitur","","","",""
"Oft","2006","17-29","AkademikerIn","","","",""
"Oft","2006","30-45","(noch) kein Abschluss","","","",""
"Oft","2006","30-45","Hauptschule","","","",""
"Oft","2006","30-45","Realschule","","","",""
"Oft","2006","30-45","(Fach-)Abitur","","","",""
"Oft","2006","30-45","AkademikerIn","","","",""
"Oft","2006","46-65","(noch) kein Abschluss","","","",""
"Oft","2006","46-65","Hauptschule","","","",""
"Oft","2006","46-65","Realschule","","","",""
"Oft","2006","46-65","(Fach-)Abitur","","","",""
"Oft","2006","46-65","AkademikerIn","","","",""
"Oft","2006","66","(noch) kein Abschluss","","","",""
"Oft","2006","66","Hauptschule","","","",""
"Oft","2006","66","Realschule","","","",""
"Oft","2006","66","(Fach-)Abitur","","","",""
"Oft","2006","66","AkademikerIn","","","",""
"Manchmal","2006","17-29","(noch) kein Abschluss","","","",""
"Manchmal","2006","17-29","Hauptschule","","","",""
"Manchmal","2006","17-29","Realschule","","","",""
"Manchmal","2006","17-29","(Fach-)Abitur","","","",""
"Manchmal","2006","17-29","AkademikerIn","","","",""
"Manchmal","2006","30-45","(noch) kein Abschluss","","","",""
"Manchmal","2006","30-45","Hauptschule","","","",""
"Manchmal","2006","30-45","Realschule","","","",""
"Manchmal","2006","30-45","(Fach-)Abitur","","","",""
"Manchmal","2006","30-45","AkademikerIn","","","",""
"Manchmal","2006","46-65","(noch) kein Abschluss","","","",""
"Manchmal","2006","46-65","Hauptschule","","","",""
"Manchmal","2006","46-65","Realschule","","","",""
"Manchmal","2006","46-65","(Fach-)Abitur","","","",""
"Manchmal","2006","46-65","AkademikerIn","","","",""
"Manchmal","2006","66","(noch) kein Abschluss","","","",""
"Manchmal","2006","66","Hauptschule","","","",""
"Manchmal","2006","66","Realschule","","","",""
"Manchmal","2006","66","(Fach-)Abitur","","","",""
"Manchmal","2006","66","AkademikerIn","","","",""
"Selten","2006","17-29","(noch) kein Abschluss","","","",""
"Selten","2006","17-29","Hauptschule","","","",""
"Selten","2006","17-29","Realschule","","","",""
"Selten","2006","17-29","(Fach-)Abitur","","","",""
"Selten","2006","17-29","AkademikerIn","","","",""
"Selten","2006","30-45","(noch) kein Abschluss","","","",""
"Selten","2006","30-45","Hauptschule","","","",""
"Selten","2006","30-45","Realschule","","","",""
"Selten","2006","30-45","(Fach-)Abitur","","","",""
"Selten","2006","30-45","AkademikerIn","","","",""
"Selten","2006","46-65","(noch) kein Abschluss","","","",""
"Selten","2006","46-65","Hauptschule","","","",""
"Selten","2006","46-65","Realschule","","","",""
"Selten","2006","46-65","(Fach-)Abitur","","","",""
"Selten","2006","46-65","AkademikerIn","","","",""
"Selten","2006","66","(noch) kein Abschluss","","","",""
"Selten","2006","66","Hauptschule","","","",""
"Selten","2006","66","Realschule","","","",""
"Selten","2006","66","(Fach-)Abitur","","","",""
"Selten","2006","66","AkademikerIn","","","",""
"Nie","2006","17-29","(noch) kein Abschluss","","","",""
"Nie","2006","17-29","Hauptschule","","","",""
"Nie","2006","17-29","Realschule","","","",""
"Nie","2006","17-29","(Fach-)Abitur","","","",""
"Nie","2006","17-29","AkademikerIn","","","",""
"Nie","2006","30-45","(noch) kein Abschluss","","","",""
"Nie","2006","30-45","Hauptschule","","","",""
"Nie","2006","30-45","Realschule","","","",""
"Nie","2006","30-45","(Fach-)Abitur","","","",""
"Nie","2006","30-45","AkademikerIn","","","",""
"Nie","2006","46-65","(noch) kein Abschluss","","","",""
"Nie","2006","46-65","Hauptschule","","","",""
"Nie","2006","46-65","Realschule","","","",""
"Nie","2006","46-65","(Fach-)Abitur","","","",""
"Nie","2006","46-65","AkademikerIn","","","",""
"Nie","2006","66","(noch) kein Abschluss","","","",""
"Nie","2006","66","Hauptschule","","","",""
"Nie","2006","66","Realschule","","","",""
"Nie","2006","66","(Fach-)Abitur","","","",""
"Nie","2006","66","AkademikerIn","","","",""
"Sehr oft","2007","17-29","(noch) kein Abschluss","","","",""
"Sehr oft","2007","17-29","Hauptschule","","","",""
"Sehr oft","2007","17-29","Realschule","","","",""
"Sehr oft","2007","17-29","(Fach-)Abitur","","","",""
"Sehr oft","2007","17-29","AkademikerIn","","","",""
"Sehr oft","2007","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2007","30-45","Hauptschule","","","",""
"Sehr oft","2007","30-45","Realschule","","","",""
"Sehr oft","2007","30-45","(Fach-)Abitur","","","",""
"Sehr oft","2007","30-45","AkademikerIn","","","",""
"Sehr oft","2007","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2007","46-65","Hauptschule","","","",""
"Sehr oft","2007","46-65","Realschule","","","",""
"Sehr oft","2007","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2007","46-65","AkademikerIn","","","",""
"Sehr oft","2007","66","(noch) kein Abschluss","","","",""
"Sehr oft","2007","66","Hauptschule","","","",""
"Sehr oft","2007","66","Realschule","","","",""
"Sehr oft","2007","66","(Fach-)Abitur","","","",""
"Sehr oft","2007","66","AkademikerIn","","","",""
"Oft","2007","17-29","(noch) kein Abschluss","","","",""
"Oft","2007","17-29","Hauptschule","","","",""
"Oft","2007","17-29","Realschule","","","",""
"Oft","2007","17-29","(Fach-)Abitur","","","",""
"Oft","2007","17-29","AkademikerIn","","","",""
"Oft","2007","30-45","(noch) kein Abschluss","","","",""
"Oft","2007","30-45","Hauptschule","","","",""
"Oft","2007","30-45","Realschule","","","",""
"Oft","2007","30-45","(Fach-)Abitur","","","",""
"Oft","2007","30-45","AkademikerIn","","","",""
"Oft","2007","46-65","(noch) kein Abschluss","","","",""
"Oft","2007","46-65","Hauptschule","","","",""
"Oft","2007","46-65","Realschule","","","",""
"Oft","2007","46-65","(Fach-)Abitur","","","",""
"Oft","2007","46-65","AkademikerIn","","","",""
"Oft","2007","66","(noch) kein Abschluss","","","",""
"Oft","2007","66","Hauptschule","","","",""
"Oft","2007","66","Realschule","","","",""
"Oft","2007","66","(Fach-)Abitur","","","",""
"Oft","2007","66","AkademikerIn","","","",""
"Manchmal","2007","17-29","(noch) kein Abschluss","","","",""
"Manchmal","2007","17-29","Hauptschule","","","",""
"Manchmal","2007","17-29","Realschule","","","",""
"Manchmal","2007","17-29","(Fach-)Abitur","","","",""
"Manchmal","2007","17-29","AkademikerIn","","","",""
"Manchmal","2007","30-45","(noch) kein Abschluss","","","",""
"Manchmal","2007","30-45","Hauptschule","","","",""
"Manchmal","2007","30-45","Realschule","","","",""
"Manchmal","2007","30-45","(Fach-)Abitur","","","",""
"Manchmal","2007","30-45","AkademikerIn","","","",""
"Manchmal","2007","46-65","(noch) kein Abschluss","","","",""
"Manchmal","2007","46-65","Hauptschule","","","",""
"Manchmal","2007","46-65","Realschule","","","",""
"Manchmal","2007","46-65","(Fach-)Abitur","","","",""
"Manchmal","2007","46-65","AkademikerIn","","","",""
"Manchmal","2007","66","(noch) kein Abschluss","","","",""
"Manchmal","2007","66","Hauptschule","","","",""
"Manchmal","2007","66","Realschule","","","",""
"Manchmal","2007","66","(Fach-)Abitur","","","",""
"Manchmal","2007","66","AkademikerIn","","","",""
"Selten","2007","17-29","(noch) kein Abschluss","","","",""
"Selten","2007","17-29","Hauptschule","","","",""
"Selten","2007","17-29","Realschule","","","",""
"Selten","2007","17-29","(Fach-)Abitur","","","",""
"Selten","2007","17-29","AkademikerIn","","","",""
"Selten","2007","30-45","(noch) kein Abschluss","","","",""
"Selten","2007","30-45","Hauptschule","","","",""
"Selten","2007","30-45","Realschule","","","",""
"Selten","2007","30-45","(Fach-)Abitur","","","",""
"Selten","2007","30-45","AkademikerIn","","","",""
"Selten","2007","46-65","(noch) kein Abschluss","","","",""
"Selten","2007","46-65","Hauptschule","","","",""
"Selten","2007","46-65","Realschule","","","",""
"Selten","2007","46-65","(Fach-)Abitur","","","",""
"Selten","2007","46-65","AkademikerIn","","","",""
"Selten","2007","66","(noch) kein Abschluss","","","",""
"Selten","2007","66","Hauptschule","","","",""
"Selten","2007","66","Realschule","","","",""
"Selten","2007","66","(Fach-)Abitur","","","",""
"Selten","2007","66","AkademikerIn","","","",""
"Nie","2007","17-29","(noch) kein Abschluss","","","",""
"Nie","2007","17-29","Hauptschule","","","",""
"Nie","2007","17-29","Realschule","","","",""
"Nie","2007","17-29","(Fach-)Abitur","","","",""
"Nie","2007","17-29","AkademikerIn","","","",""
"Nie","2007","30-45","(noch) kein Abschluss","","","",""
"Nie","2007","30-45","Hauptschule","","","",""
"Nie","2007","30-45","Realschule","","","",""
