"pld0044","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2017","46-65","(noch) kein Abschluss","","","",""
"Selten","2017","46-65","Hauptschule","","","",""
"Selten","2017","46-65","Realschule","","","",""
"Selten","2017","46-65","(Fach-)Abitur","","","",""
"Selten","2017","46-65","AkademikerIn","","","",""
"Selten","2017","66","(noch) kein Abschluss","","","",""
"Selten","2017","66","Hauptschule","","","",""
"Selten","2017","66","Realschule","","","",""
"Selten","2017","66","(Fach-)Abitur","","","",""
"Selten","2017","66","AkademikerIn","","","",""
"Nie","2017","17-29","(noch) kein Abschluss","","","",""
"Nie","2017","17-29","Hauptschule","","","",""
"Nie","2017","17-29","Realschule","","","",""
"Nie","2017","17-29","(Fach-)Abitur","","","",""
"Nie","2017","17-29","AkademikerIn","","","",""
"Nie","2017","30-45","(noch) kein Abschluss","","","",""
"Nie","2017","30-45","Hauptschule","","","",""
"Nie","2017","30-45","Realschule","","","",""
"Nie","2017","30-45","(Fach-)Abitur","","","",""
"Nie","2017","30-45","AkademikerIn","","","",""
"Nie","2017","46-65","(noch) kein Abschluss","","","",""
"Nie","2017","46-65","Hauptschule","","","",""
"Nie","2017","46-65","Realschule","","","",""
"Nie","2017","46-65","(Fach-)Abitur","","","",""
"Nie","2017","46-65","AkademikerIn","","","",""
"Nie","2017","66","(noch) kein Abschluss","","","",""
"Nie","2017","66","Hauptschule","","","",""
"Nie","2017","66","Realschule","","","",""
"Nie","2017","66","(Fach-)Abitur","","","",""
"Nie","2017","66","AkademikerIn","","","",""
"Sehr oft","2018","17-29","(noch) kein Abschluss","19","","",""
"Sehr oft","2018","17-29","Hauptschule","14","","",""
"Sehr oft","2018","17-29","Realschule","17","","",""
"Sehr oft","2018","17-29","(Fach-)Abitur","24","","",""
"Sehr oft","2018","17-29","AkademikerIn","5","","",""
"Sehr oft","2018","30-45","(noch) kein Abschluss","6","","",""
"Sehr oft","2018","30-45","Hauptschule","18","","",""
"Sehr oft","2018","30-45","Realschule","5","","",""
"Sehr oft","2018","30-45","(Fach-)Abitur","12","","",""
"Sehr oft","2018","30-45","AkademikerIn","7","","",""
"Sehr oft","2018","46-65","(noch) kein Abschluss","5","","",""
"Sehr oft","2018","46-65","Hauptschule","22","","",""
"Sehr oft","2018","46-65","Realschule","7","","",""
"Sehr oft","2018","46-65","(Fach-)Abitur","11","","",""
"Sehr oft","2018","46-65","AkademikerIn","9","","",""
"Sehr oft","2018","66","(noch) kein Abschluss","","","",""
"Sehr oft","2018","66","Hauptschule","","","",""
"Sehr oft","2018","66","Realschule","","","",""
"Sehr oft","2018","66","(Fach-)Abitur","","","",""
"Sehr oft","2018","66","AkademikerIn","","","",""
"Oft","2018","17-29","(noch) kein Abschluss","73","0.169669764758011","0.134193203399202","0.20514632611682"
"Oft","2018","17-29","Hauptschule","52","0.1103346739052","0.0853692040534172","0.135300143756983"
"Oft","2018","17-29","Realschule","82","0.0896006845262273","0.0711049331362024","0.108096435916252"
"Oft","2018","17-29","(Fach-)Abitur","176","0.15974708642241","0.139272411187333","0.180221761657488"
"Oft","2018","17-29","AkademikerIn","55","0.11431405360353","0.0858486620742116","0.142779445132849"
"Oft","2018","30-45","(noch) kein Abschluss","15","","",""
"Oft","2018","30-45","Hauptschule","61","0.0562411370849043","0.0440770071611551","0.0684052670086534"
"Oft","2018","30-45","Realschule","49","0.0287522394010086","0.0208178383410057","0.0366866404610114"
"Oft","2018","30-45","(Fach-)Abitur","54","0.0347113336264372","0.0245065662519489","0.0449161010009256"
"Oft","2018","30-45","AkademikerIn","87","0.0534285397081685","0.0437030556432064","0.0631540237731305"
"Oft","2018","46-65","(noch) kein Abschluss","4","","",""
"Oft","2018","46-65","Hauptschule","59","0.0250214606347224","0.0188655842518953","0.0311773370175496"
"Oft","2018","46-65","Realschule","42","0.0119130277233975","0.00806388079438388","0.0157621746524111"
"Oft","2018","46-65","(Fach-)Abitur","42","0.0402627982651711","0.0293958251046536","0.0511297714256886"
"Oft","2018","46-65","AkademikerIn","67","0.0292377580474528","0.0226665400993205","0.0358089759955851"
"Oft","2018","66","(noch) kein Abschluss","","","",""
"Oft","2018","66","Hauptschule","","","",""
"Oft","2018","66","Realschule","","","",""
"Oft","2018","66","(Fach-)Abitur","","","",""
"Oft","2018","66","AkademikerIn","","","",""
"Manchmal","2018","17-29","(noch) kein Abschluss","161","0.325687070787528","0.281393074414596","0.369981067160459"
"Manchmal","2018","17-29","Hauptschule","166","0.256591849387906","0.221789746122839","0.291393952652974"
"Manchmal","2018","17-29","Realschule","278","0.344152553548949","0.31338611202009","0.374918995077809"
"Manchmal","2018","17-29","(Fach-)Abitur","423","0.321232329584859","0.295136822928501","0.347327836241216"
"Manchmal","2018","17-29","AkademikerIn","157","0.287456416378622","0.246969081231466","0.327943751525778"
"Manchmal","2018","30-45","(noch) kein Abschluss","49","0.326243987783477","0.263133324313186","0.389354651253769"
"Manchmal","2018","30-45","Hauptschule","244","0.17098259353223","0.151104201236175","0.190860985828284"
"Manchmal","2018","30-45","Realschule","298","0.19633583343451","0.177475455840497","0.215196211028523"
"Manchmal","2018","30-45","(Fach-)Abitur","236","0.212937758920635","0.190114916376209","0.235760601465062"
"Manchmal","2018","30-45","AkademikerIn","449","0.258326691273287","0.239397204597004","0.27725617794957"
"Manchmal","2018","46-65","(noch) kein Abschluss","26","","",""
"Manchmal","2018","46-65","Hauptschule","326","0.146117244237454","0.132195748755625","0.160038739719284"
"Manchmal","2018","46-65","Realschule","322","0.107122450264614","0.0961502929174465","0.118094607611781"
"Manchmal","2018","46-65","(Fach-)Abitur","178","0.141680100912268","0.122402212079959","0.160957989744577"
"Manchmal","2018","46-65","AkademikerIn","433","0.18525461491487","0.170101117745578","0.200408112084162"
"Manchmal","2018","66","(noch) kein Abschluss","","","",""
"Manchmal","2018","66","Hauptschule","","","",""
"Manchmal","2018","66","Realschule","","","",""
"Manchmal","2018","66","(Fach-)Abitur","","","",""
"Manchmal","2018","66","AkademikerIn","","","",""
"Selten","2018","17-29","(noch) kein Abschluss","85","0.210180679102317","0.171670624410397","0.248690733794238"
"Selten","2018","17-29","Hauptschule","190","0.310166292429644","0.273307601322813","0.347024983536474"
"Selten","2018","17-29","Realschule","311","0.308132245344807","0.278231606069999","0.338032884619614"
"Selten","2018","17-29","(Fach-)Abitur","404","0.339352027640534","0.312891054452456","0.365813000828611"
"Selten","2018","17-29","AkademikerIn","185","0.355081494411832","0.31227162418579","0.397891364637875"
"Selten","2018","30-45","(noch) kein Abschluss","40","0.135907785574779","0.0897779002734712","0.182037670876087"
"Selten","2018","30-45","Hauptschule","440","0.363253074424745","0.33786021783464","0.38864593101485"
"Selten","2018","30-45","Realschule","646","0.40189031258347","0.378611679072569","0.42516894609437"
"Selten","2018","30-45","(Fach-)Abitur","468","0.427586449361119","0.400005718172999","0.455167180549239"
"Selten","2018","30-45","AkademikerIn","882","0.401326065597225","0.380128219727002","0.422523911467448"
"Selten","2018","46-65","(noch) kein Abschluss","48","0.207637154778322","0.14934552406782","0.265928785488825"
"Selten","2018","46-65","Hauptschule","738","0.310031781075531","0.291803165595109","0.328260396555954"
"Selten","2018","46-65","Realschule","1016","0.361045849519478","0.344005760761848","0.378085938277108"
"Selten","2018","46-65","(Fach-)Abitur","457","0.373261067883331","0.346522992958066","0.399999142808596"
"Selten","2018","46-65","AkademikerIn","1002","0.396368239687946","0.37728936019529","0.415447119180601"
"Selten","2018","66","(noch) kein Abschluss","","","",""
"Selten","2018","66","Hauptschule","","","",""
"Selten","2018","66","Realschule","","","",""
"Selten","2018","66","(Fach-)Abitur","","","",""
"Selten","2018","66","AkademikerIn","","","",""
"Nie","2018","17-29","(noch) kein Abschluss","92","0.23974624251704","0.199393871730142","0.280098613303939"
"Nie","2018","17-29","Hauptschule","183","0.308887147569564","0.272070451905959","0.34570384323317"
"Nie","2018","17-29","Realschule","228","0.245197268575177","0.217337667096408","0.273056870053945"
"Nie","2018","17-29","(Fach-)Abitur","203","0.165613279734213","0.144838960265878","0.186387599202548"
"Nie","2018","17-29","AkademikerIn","78","0.231143343225332","0.193430362683257","0.268856323767407"
"Nie","2018","30-45","(noch) kein Abschluss","102","0.454475387880889","0.387449508656266","0.521501267105513"
"Nie","2018","30-45","Hauptschule","615","0.397472338866669","0.371633949874589","0.423310727858749"
"Nie","2018","30-45","Realschule","706","0.370767247705455","0.347833784792673","0.393700710618237"
"Nie","2018","30-45","(Fach-)Abitur","466","0.31749652660708","0.291545127434166","0.343447925779994"
"Nie","2018","30-45","AkademikerIn","629","0.283944675910373","0.264444522616767","0.303444829203978"
"Nie","2018","46-65","(noch) kein Abschluss","103","0.553857438312542","0.482419741612535","0.625295135012549"
"Nie","2018","46-65","Hauptschule","1328","0.511999803593258","0.492299136673663","0.531700470512852"
"Nie","2018","46-65","Realschule","1665","0.518131717034794","0.500404519413233","0.535858914656355"
"Nie","2018","46-65","(Fach-)Abitur","569","0.436674714788632","0.409256504851341","0.464092924725922"
"Nie","2018","46-65","AkademikerIn","1014","0.387043312528962","0.368045129052373","0.406041496005551"
"Nie","2018","66","(noch) kein Abschluss","","","",""
"Nie","2018","66","Hauptschule","","","",""
"Nie","2018","66","Realschule","","","",""
"Nie","2018","66","(Fach-)Abitur","","","",""
"Nie","2018","66","AkademikerIn","","","",""
