"pld0044","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2008","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2008","Niedersachsen","Staedtischer Raum","104","","",""
"Manchmal","2008","Niedersachsen","Laendlicher Raum","104","","",""
"Manchmal","2008","Bremen","Staedtischer Raum","15","","",""
"Manchmal","2008","Bremen","Laendlicher Raum","","","",""
"Manchmal","2008","Nordrhein-Westfalen","Staedtischer Raum","488","0.13714702244276","0.126232480838263","0.148061564047257"
"Manchmal","2008","Nordrhein-Westfalen","Laendlicher Raum","4","0.0292391641535491","-0.00329712948332087","0.061775457790419"
"Manchmal","2008","Hessen","Staedtischer Raum","160","","",""
"Manchmal","2008","Hessen","Laendlicher Raum","23","","",""
"Manchmal","2008","Rheinland-Pfalz,Saarland","Staedtischer Raum","92","0.111188170960032","0.0893905594828734","0.13298578243719"
"Manchmal","2008","Rheinland-Pfalz,Saarland","Laendlicher Raum","28","","",""
"Manchmal","2008","Baden-Wuerttemberg","Staedtischer Raum","288","","",""
"Manchmal","2008","Baden-Wuerttemberg","Laendlicher Raum","25","","",""
"Manchmal","2008","Bayern","Staedtischer Raum","183","","",""
"Manchmal","2008","Bayern","Laendlicher Raum","150","","",""
"Manchmal","2008","Saarland","Staedtischer Raum","","","",""
"Manchmal","2008","Saarland","Laendlicher Raum","","","",""
"Manchmal","2008","Berlin","Staedtischer Raum","116","","",""
"Manchmal","2008","Berlin","Laendlicher Raum","","","",""
"Manchmal","2008","Brandenburg","Staedtischer Raum","8","0.120714962451705","0.0432796548297597","0.198150270073651"
"Manchmal","2008","Brandenburg","Laendlicher Raum","68","0.0836593500024547","0.0638041845894357","0.103514515415474"
"Manchmal","2008","Mecklenburg-Vorpommern","Staedtischer Raum","7","0.0755912017412811","0.00925496450717342","0.141927438975389"
"Manchmal","2008","Mecklenburg-Vorpommern","Laendlicher Raum","36","0.0867286431034538","0.0599086228351447","0.113548663371763"
"Manchmal","2008","Sachsen","Staedtischer Raum","64","0.0976003250162579","0.0759679581574532","0.119232691875063"
"Manchmal","2008","Sachsen","Laendlicher Raum","69","0.0988979564850011","0.0767991037257474","0.120996809244255"
"Manchmal","2008","Sachsen-Anhalt","Staedtischer Raum","19","","",""
"Manchmal","2008","Sachsen-Anhalt","Laendlicher Raum","63","0.104831747420162","0.0812089905444842","0.12845450429584"
"Manchmal","2008","Thueringen","Staedtischer Raum","16","","",""
"Manchmal","2008","Thueringen","Laendlicher Raum","47","0.0651350007439275","0.0455686809541375","0.0847013205337174"
"Selten","2008","Schleswig-Holstein","Staedtischer Raum","81","0.411848916127748","0.347682573495235","0.476015258760261"
"Selten","2008","Schleswig-Holstein","Laendlicher Raum","110","","",""
"Selten","2008","Hamburg","Staedtischer Raum","95","0.330975989921549","0.275660751326785","0.386291228516314"
"Selten","2008","Hamburg","Laendlicher Raum","","","",""
"Selten","2008","Niedersachsen","Staedtischer Raum","240","","",""
"Selten","2008","Niedersachsen","Laendlicher Raum","274","","",""
"Selten","2008","Bremen","Staedtischer Raum","55","0.418856077264062","0.336240475937413","0.501471678590711"
"Selten","2008","Bremen","Laendlicher Raum","","","",""
"Selten","2008","Nordrhein-Westfalen","Staedtischer Raum","1134","","",""
"Selten","2008","Nordrhein-Westfalen","Laendlicher Raum","20","","",""
"Selten","2008","Hessen","Staedtischer Raum","351","0.322036843544365","0.294130941431765","0.349942745656965"
"Selten","2008","Hessen","Laendlicher Raum","69","0.352266253003928","0.289288706634387","0.415243799373469"
"Selten","2008","Rheinland-Pfalz,Saarland","Staedtischer Raum","201","","",""
"Selten","2008","Rheinland-Pfalz,Saarland","Laendlicher Raum","60","0.217580053159714","0.168546525956969","0.266613580362459"
"Selten","2008","Baden-Wuerttemberg","Staedtischer Raum","745","0.335100116321081","0.315063706383019","0.355136526259142"
"Selten","2008","Baden-Wuerttemberg","Laendlicher Raum","73","0.285936893947644","0.225396589682832","0.346477198212456"
"Selten","2008","Bayern","Staedtischer Raum","460","0.357198951557775","0.33074100137287","0.38365690174268"
"Selten","2008","Bayern","Laendlicher Raum","472","0.292378542638423","0.269110582636479","0.315646502640368"
"Selten","2008","Saarland","Staedtischer Raum","","","",""
"Selten","2008","Saarland","Laendlicher Raum","","","",""
"Selten","2008","Berlin","Staedtischer Raum","261","","",""
"Selten","2008","Berlin","Laendlicher Raum","","","",""
"Selten","2008","Brandenburg","Staedtischer Raum","32","0.355587594494453","0.241812060776294","0.469363128212612"
"Selten","2008","Brandenburg","Laendlicher Raum","229","","",""
"Selten","2008","Mecklenburg-Vorpommern","Staedtischer Raum","17","","",""
"Selten","2008","Mecklenburg-Vorpommern","Laendlicher Raum","120","","",""
"Selten","2008","Sachsen","Staedtischer Raum","226","","",""
"Selten","2008","Sachsen","Laendlicher Raum","208","","",""
"Selten","2008","Sachsen-Anhalt","Staedtischer Raum","65","0.319007975983575","0.24767375045659","0.39034220151056"
"Selten","2008","Sachsen-Anhalt","Laendlicher Raum","176","","",""
"Selten","2008","Thueringen","Staedtischer Raum","100","","",""
"Selten","2008","Thueringen","Laendlicher Raum","163","","",""
"Nie","2008","Schleswig-Holstein","Staedtischer Raum","117","","",""
"Nie","2008","Schleswig-Holstein","Laendlicher Raum","161","","",""
"Nie","2008","Hamburg","Staedtischer Raum","124","","",""
"Nie","2008","Hamburg","Laendlicher Raum","","","",""
"Nie","2008","Niedersachsen","Staedtischer Raum","448","0.534998760702419","0.500943208367201","0.569054313037638"
"Nie","2008","Niedersachsen","Laendlicher Raum","505","0.541263885601665","0.508781354191327","0.573746417012002"
"Nie","2008","Bremen","Staedtischer Raum","64","0.481047725978493","0.397382382159946","0.564713069797041"
"Nie","2008","Bremen","Laendlicher Raum","","","",""
"Nie","2008","Nordrhein-Westfalen","Staedtischer Raum","2073","","",""
"Nie","2008","Nordrhein-Westfalen","Laendlicher Raum","77","0.811878078354199","0.736404561145444","0.887351595562955"
"Nie","2008","Hessen","Staedtischer Raum","529","0.479647925739761","0.449811268185618","0.509484583293903"
"Nie","2008","Hessen","Laendlicher Raum","124","","",""
"Nie","2008","Rheinland-Pfalz,Saarland","Staedtischer Raum","471","0.578542257426493","0.544303400074555","0.612781114778431"
"Nie","2008","Rheinland-Pfalz,Saarland","Laendlicher Raum","178","","",""
"Nie","2008","Baden-Wuerttemberg","Staedtischer Raum","1036","","",""
"Nie","2008","Baden-Wuerttemberg","Laendlicher Raum","111","","",""
"Nie","2008","Bayern","Staedtischer Raum","567","0.469445285096677","0.441889017188168","0.497001553005187"
"Nie","2008","Bayern","Laendlicher Raum","811","0.571193906833361","0.545877193724722","0.596510619942"
"Nie","2008","Saarland","Staedtischer Raum","","","",""
"Nie","2008","Saarland","Laendlicher Raum","","","",""
"Nie","2008","Berlin","Staedtischer Raum","310","0.438891326598715","0.402567591204787","0.475215061992643"
"Nie","2008","Berlin","Laendlicher Raum","","","",""
"Nie","2008","Brandenburg","Staedtischer Raum","27","","",""
"Nie","2008","Brandenburg","Laendlicher Raum","435","0.537725461984603","0.50197200191082","0.573478922058385"
"Nie","2008","Mecklenburg-Vorpommern","Staedtischer Raum","37","0.72918756723529","0.617671588490483","0.840703545980098"
"Nie","2008","Mecklenburg-Vorpommern","Laendlicher Raum","263","","",""
"Nie","2008","Sachsen","Staedtischer Raum","423","0.548296515885495","0.512021016013601","0.58457201575739"
"Nie","2008","Sachsen","Laendlicher Raum","408","0.56771420923046","0.531041799821698","0.604386618639221"
"Nie","2008","Sachsen-Anhalt","Staedtischer Raum","78","0.47994000237264","0.403477876857482","0.556402127887798"
"Nie","2008","Sachsen-Anhalt","Laendlicher Raum","398","0.61685592888808","0.57936685098719","0.654345006788969"
"Nie","2008","Thueringen","Staedtischer Raum","141","","",""
"Nie","2008","Thueringen","Laendlicher Raum","393","0.614182055009164","0.575583836601308","0.652780273417021"
"Sehr oft","2009","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2009","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2009","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2009","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2009","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2009","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2009","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2009","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2009","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2009","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2009","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2009","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2009","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2009","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2009","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2009","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2009","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2009","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2009","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2009","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2009","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2009","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2009","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2009","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2009","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2009","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2009","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2009","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2009","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2009","Thueringen","Laendlicher Raum","","","",""
"Oft","2009","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2009","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2009","Hamburg","Staedtischer Raum","","","",""
"Oft","2009","Hamburg","Laendlicher Raum","","","",""
"Oft","2009","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2009","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2009","Bremen","Staedtischer Raum","","","",""
"Oft","2009","Bremen","Laendlicher Raum","","","",""
"Oft","2009","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2009","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2009","Hessen","Staedtischer Raum","","","",""
"Oft","2009","Hessen","Laendlicher Raum","","","",""
"Oft","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Oft","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2009","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Oft","2009","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2009","Bayern","Staedtischer Raum","","","",""
"Oft","2009","Bayern","Laendlicher Raum","","","",""
"Oft","2009","Saarland","Staedtischer Raum","","","",""
"Oft","2009","Saarland","Laendlicher Raum","","","",""
"Oft","2009","Berlin","Staedtischer Raum","","","",""
"Oft","2009","Berlin","Laendlicher Raum","","","",""
"Oft","2009","Brandenburg","Staedtischer Raum","","","",""
"Oft","2009","Brandenburg","Laendlicher Raum","","","",""
"Oft","2009","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2009","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2009","Sachsen","Staedtischer Raum","","","",""
"Oft","2009","Sachsen","Laendlicher Raum","","","",""
"Oft","2009","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2009","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2009","Thueringen","Staedtischer Raum","","","",""
"Oft","2009","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2009","Schleswig-Holstein","Staedtischer Raum","","","",""
"Manchmal","2009","Schleswig-Holstein","Laendlicher Raum","","","",""
"Manchmal","2009","Hamburg","Staedtischer Raum","","","",""
"Manchmal","2009","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2009","Niedersachsen","Staedtischer Raum","","","",""
"Manchmal","2009","Niedersachsen","Laendlicher Raum","","","",""
"Manchmal","2009","Bremen","Staedtischer Raum","","","",""
"Manchmal","2009","Bremen","Laendlicher Raum","","","",""
"Manchmal","2009","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Manchmal","2009","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2009","Hessen","Staedtischer Raum","","","",""
"Manchmal","2009","Hessen","Laendlicher Raum","","","",""
"Manchmal","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Manchmal","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2009","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Manchmal","2009","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2009","Bayern","Staedtischer Raum","","","",""
"Manchmal","2009","Bayern","Laendlicher Raum","","","",""
"Manchmal","2009","Saarland","Staedtischer Raum","","","",""
"Manchmal","2009","Saarland","Laendlicher Raum","","","",""
"Manchmal","2009","Berlin","Staedtischer Raum","","","",""
"Manchmal","2009","Berlin","Laendlicher Raum","","","",""
"Manchmal","2009","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2009","Brandenburg","Laendlicher Raum","","","",""
"Manchmal","2009","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2009","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Manchmal","2009","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2009","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2009","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Manchmal","2009","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2009","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2009","Thueringen","Laendlicher Raum","","","",""
"Selten","2009","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2009","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2009","Hamburg","Staedtischer Raum","","","",""
"Selten","2009","Hamburg","Laendlicher Raum","","","",""
"Selten","2009","Niedersachsen","Staedtischer Raum","","","",""
"Selten","2009","Niedersachsen","Laendlicher Raum","","","",""
"Selten","2009","Bremen","Staedtischer Raum","","","",""
"Selten","2009","Bremen","Laendlicher Raum","","","",""
"Selten","2009","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Selten","2009","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selten","2009","Hessen","Staedtischer Raum","","","",""
"Selten","2009","Hessen","Laendlicher Raum","","","",""
"Selten","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selten","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2009","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Selten","2009","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Selten","2009","Bayern","Staedtischer Raum","","","",""
"Selten","2009","Bayern","Laendlicher Raum","","","",""
"Selten","2009","Saarland","Staedtischer Raum","","","",""
"Selten","2009","Saarland","Laendlicher Raum","","","",""
"Selten","2009","Berlin","Staedtischer Raum","","","",""
"Selten","2009","Berlin","Laendlicher Raum","","","",""
"Selten","2009","Brandenburg","Staedtischer Raum","","","",""
"Selten","2009","Brandenburg","Laendlicher Raum","","","",""
"Selten","2009","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2009","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2009","Sachsen","Staedtischer Raum","","","",""
"Selten","2009","Sachsen","Laendlicher Raum","","","",""
"Selten","2009","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2009","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2009","Thueringen","Staedtischer Raum","","","",""
"Selten","2009","Thueringen","Laendlicher Raum","","","",""
"Nie","2009","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2009","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2009","Hamburg","Staedtischer Raum","","","",""
"Nie","2009","Hamburg","Laendlicher Raum","","","",""
"Nie","2009","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2009","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2009","Bremen","Staedtischer Raum","","","",""
"Nie","2009","Bremen","Laendlicher Raum","","","",""
"Nie","2009","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2009","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2009","Hessen","Staedtischer Raum","","","",""
"Nie","2009","Hessen","Laendlicher Raum","","","",""
"Nie","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2009","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2009","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2009","Bayern","Staedtischer Raum","","","",""
"Nie","2009","Bayern","Laendlicher Raum","","","",""
"Nie","2009","Saarland","Staedtischer Raum","","","",""
"Nie","2009","Saarland","Laendlicher Raum","","","",""
"Nie","2009","Berlin","Staedtischer Raum","","","",""
"Nie","2009","Berlin","Laendlicher Raum","","","",""
"Nie","2009","Brandenburg","Staedtischer Raum","","","",""
"Nie","2009","Brandenburg","Laendlicher Raum","","","",""
"Nie","2009","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2009","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2009","Sachsen","Staedtischer Raum","","","",""
"Nie","2009","Sachsen","Laendlicher Raum","","","",""
"Nie","2009","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2009","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2009","Thueringen","Staedtischer Raum","","","",""
"Nie","2009","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2010","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2010","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2010","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2010","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2010","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2010","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2010","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2010","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2010","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2010","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2010","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2010","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2010","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2010","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2010","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2010","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2010","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2010","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2010","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2010","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2010","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2010","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2010","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2010","Thueringen","Laendlicher Raum","","","",""
"Oft","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2010","Hamburg","Staedtischer Raum","","","",""
"Oft","2010","Hamburg","Laendlicher Raum","","","",""
"Oft","2010","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2010","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2010","Bremen","Staedtischer Raum","","","",""
"Oft","2010","Bremen","Laendlicher Raum","","","",""
"Oft","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2010","Hessen","Staedtischer Raum","","","",""
"Oft","2010","Hessen","Laendlicher Raum","","","",""
"Oft","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Oft","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Oft","2010","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2010","Bayern","Staedtischer Raum","","","",""
"Oft","2010","Bayern","Laendlicher Raum","","","",""
"Oft","2010","Saarland","Staedtischer Raum","","","",""
"Oft","2010","Saarland","Laendlicher Raum","","","",""
"Oft","2010","Berlin","Staedtischer Raum","","","",""
"Oft","2010","Berlin","Laendlicher Raum","","","",""
"Oft","2010","Brandenburg","Staedtischer Raum","","","",""
"Oft","2010","Brandenburg","Laendlicher Raum","","","",""
"Oft","2010","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2010","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2010","Sachsen","Staedtischer Raum","","","",""
"Oft","2010","Sachsen","Laendlicher Raum","","","",""
"Oft","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2010","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2010","Thueringen","Staedtischer Raum","","","",""
"Oft","2010","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Manchmal","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Manchmal","2010","Hamburg","Staedtischer Raum","","","",""
"Manchmal","2010","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2010","Niedersachsen","Staedtischer Raum","","","",""
"Manchmal","2010","Niedersachsen","Laendlicher Raum","","","",""
"Manchmal","2010","Bremen","Staedtischer Raum","","","",""
"Manchmal","2010","Bremen","Laendlicher Raum","","","",""
"Manchmal","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Manchmal","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2010","Hessen","Staedtischer Raum","","","",""
"Manchmal","2010","Hessen","Laendlicher Raum","","","",""
"Manchmal","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Manchmal","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Manchmal","2010","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2010","Bayern","Staedtischer Raum","","","",""
"Manchmal","2010","Bayern","Laendlicher Raum","","","",""
"Manchmal","2010","Saarland","Staedtischer Raum","","","",""
"Manchmal","2010","Saarland","Laendlicher Raum","","","",""
"Manchmal","2010","Berlin","Staedtischer Raum","","","",""
"Manchmal","2010","Berlin","Laendlicher Raum","","","",""
"Manchmal","2010","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2010","Brandenburg","Laendlicher Raum","","","",""
"Manchmal","2010","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2010","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Manchmal","2010","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2010","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Manchmal","2010","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2010","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2010","Thueringen","Laendlicher Raum","","","",""
"Selten","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2010","Hamburg","Staedtischer Raum","","","",""
"Selten","2010","Hamburg","Laendlicher Raum","","","",""
"Selten","2010","Niedersachsen","Staedtischer Raum","","","",""
"Selten","2010","Niedersachsen","Laendlicher Raum","","","",""
"Selten","2010","Bremen","Staedtischer Raum","","","",""
"Selten","2010","Bremen","Laendlicher Raum","","","",""
"Selten","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Selten","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selten","2010","Hessen","Staedtischer Raum","","","",""
"Selten","2010","Hessen","Laendlicher Raum","","","",""
"Selten","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selten","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Selten","2010","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Selten","2010","Bayern","Staedtischer Raum","","","",""
"Selten","2010","Bayern","Laendlicher Raum","","","",""
"Selten","2010","Saarland","Staedtischer Raum","","","",""
"Selten","2010","Saarland","Laendlicher Raum","","","",""
"Selten","2010","Berlin","Staedtischer Raum","","","",""
"Selten","2010","Berlin","Laendlicher Raum","","","",""
"Selten","2010","Brandenburg","Staedtischer Raum","","","",""
"Selten","2010","Brandenburg","Laendlicher Raum","","","",""
"Selten","2010","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2010","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2010","Sachsen","Staedtischer Raum","","","",""
"Selten","2010","Sachsen","Laendlicher Raum","","","",""
"Selten","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2010","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2010","Thueringen","Staedtischer Raum","","","",""
"Selten","2010","Thueringen","Laendlicher Raum","","","",""
"Nie","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2010","Hamburg","Staedtischer Raum","","","",""
"Nie","2010","Hamburg","Laendlicher Raum","","","",""
"Nie","2010","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2010","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2010","Bremen","Staedtischer Raum","","","",""
"Nie","2010","Bremen","Laendlicher Raum","","","",""
"Nie","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2010","Hessen","Staedtischer Raum","","","",""
"Nie","2010","Hessen","Laendlicher Raum","","","",""
"Nie","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2010","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2010","Bayern","Staedtischer Raum","","","",""
"Nie","2010","Bayern","Laendlicher Raum","","","",""
