"pld0044","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2018","Nordrhein-Westfalen","Laendlicher Raum","14","","",""
"Manchmal","2018","Hessen","Staedtischer Raum","275","","",""
"Manchmal","2018","Hessen","Laendlicher Raum","61","0.206079694003481","0.163148105608719","0.249011282398244"
"Manchmal","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","185","","",""
"Manchmal","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","65","0.147619567676752","0.112504479953012","0.182734655400491"
"Manchmal","2018","Baden-Wuerttemberg","Staedtischer Raum","420","0.169039460597314","0.15423213815797","0.183846783036658"
"Manchmal","2018","Baden-Wuerttemberg","Laendlicher Raum","55","0.152327994524807","0.112895292948555","0.191760696101059"
"Manchmal","2018","Bayern","Staedtischer Raum","353","0.183664281493361","0.165706440761143","0.201622122225579"
"Manchmal","2018","Bayern","Laendlicher Raum","339","0.176079054130677","0.160119489040268","0.192038619221086"
"Manchmal","2018","Saarland","Staedtischer Raum","","","",""
"Manchmal","2018","Saarland","Laendlicher Raum","","","",""
"Manchmal","2018","Berlin","Staedtischer Raum","222","","",""
"Manchmal","2018","Berlin","Laendlicher Raum","","","",""
"Manchmal","2018","Brandenburg","Staedtischer Raum","19","","",""
"Manchmal","2018","Brandenburg","Laendlicher Raum","95","0.106402889057585","0.0865851454781732","0.126220632636996"
"Manchmal","2018","Mecklenburg-Vorpommern","Staedtischer Raum","9","0.0540509528002557","0.00858127912021392","0.0995206264802975"
"Manchmal","2018","Mecklenburg-Vorpommern","Laendlicher Raum","64","0.130790441829256","0.101266150761523","0.16031473289699"
"Manchmal","2018","Sachsen","Staedtischer Raum","119","","",""
"Manchmal","2018","Sachsen","Laendlicher Raum","76","0.102913301440395","0.0812685244699986","0.124558078410791"
"Manchmal","2018","Sachsen-Anhalt","Staedtischer Raum","26","","",""
"Manchmal","2018","Sachsen-Anhalt","Laendlicher Raum","76","0.122871003074065","0.0988916049114213","0.146850401236709"
"Manchmal","2018","Thueringen","Staedtischer Raum","43","0.137374935443704","0.097958343810003","0.176791527077405"
"Manchmal","2018","Thueringen","Laendlicher Raum","75","0.128372768749201","0.102497645563203","0.154247891935199"
"Selten","2018","Schleswig-Holstein","Staedtischer Raum","137","","",""
"Selten","2018","Schleswig-Holstein","Laendlicher Raum","214","","",""
"Selten","2018","Hamburg","Staedtischer Raum","152","","",""
"Selten","2018","Hamburg","Laendlicher Raum","","","",""
"Selten","2018","Niedersachsen","Staedtischer Raum","349","0.345129581122635","0.316428611802466","0.373830550442804"
"Selten","2018","Niedersachsen","Laendlicher Raum","505","0.324214460043598","0.300286258318792","0.348142661768405"
"Selten","2018","Bremen","Staedtischer Raum","91","0.4370682473508","0.372399213489518","0.501737281212083"
"Selten","2018","Bremen","Laendlicher Raum","","","",""
"Selten","2018","Nordrhein-Westfalen","Staedtischer Raum","1696","","",""
"Selten","2018","Nordrhein-Westfalen","Laendlicher Raum","36","0.448339831868355","0.351826461683023","0.544853202053687"
"Selten","2018","Hessen","Staedtischer Raum","482","0.352441706974536","0.326995571112677","0.377887842836395"
"Selten","2018","Hessen","Laendlicher Raum","132","","",""
"Selten","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","344","0.331569075068944","0.303505013782987","0.359633136354901"
"Selten","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","118","","",""
"Selten","2018","Baden-Wuerttemberg","Staedtischer Raum","812","0.324267016930931","0.305773000838884","0.342761033022978"
"Selten","2018","Baden-Wuerttemberg","Laendlicher Raum","115","","",""
"Selten","2018","Bayern","Staedtischer Raum","599","0.301587764989883","0.280302937110522","0.322872592869244"
"Selten","2018","Bayern","Laendlicher Raum","736","0.318510305673471","0.298988687100349","0.338031924246594"
"Selten","2018","Saarland","Staedtischer Raum","","","",""
"Selten","2018","Saarland","Laendlicher Raum","","","",""
"Selten","2018","Berlin","Staedtischer Raum","361","0.347700467998655","0.318124116912236","0.377276819085074"
"Selten","2018","Berlin","Laendlicher Raum","","","",""
"Selten","2018","Brandenburg","Staedtischer Raum","35","0.397039926713247","0.298128712601326","0.495951140825168"
"Selten","2018","Brandenburg","Laendlicher Raum","254","","",""
"Selten","2018","Mecklenburg-Vorpommern","Staedtischer Raum","25","","",""
"Selten","2018","Mecklenburg-Vorpommern","Laendlicher Raum","132","","",""
"Selten","2018","Sachsen","Staedtischer Raum","271","","",""
"Selten","2018","Sachsen","Laendlicher Raum","228","","",""
"Selten","2018","Sachsen-Anhalt","Staedtischer Raum","49","0.246364337205761","0.184770280611541","0.307958393799982"
"Selten","2018","Sachsen-Anhalt","Laendlicher Raum","223","","",""
"Selten","2018","Thueringen","Staedtischer Raum","83","0.269571560201331","0.218762617905359","0.320380502497303"
"Selten","2018","Thueringen","Laendlicher Raum","172","","",""
"Nie","2018","Schleswig-Holstein","Staedtischer Raum","111","","",""
"Nie","2018","Schleswig-Holstein","Laendlicher Raum","272","","",""
"Nie","2018","Hamburg","Staedtischer Raum","191","","",""
"Nie","2018","Hamburg","Laendlicher Raum","","","",""
"Nie","2018","Niedersachsen","Staedtischer Raum","438","0.452761652663874","0.422711210600793","0.482812094726954"
"Nie","2018","Niedersachsen","Laendlicher Raum","656","0.496008299305411","0.470449197506345","0.521567401104478"
"Nie","2018","Bremen","Staedtischer Raum","78","0.391640182335227","0.328002001846541","0.455278362823912"
"Nie","2018","Bremen","Laendlicher Raum","","","",""
"Nie","2018","Nordrhein-Westfalen","Staedtischer Raum","2265","","",""
"Nie","2018","Nordrhein-Westfalen","Laendlicher Raum","48","0.38482402660774","0.290400812936077","0.479247240279403"
"Nie","2018","Hessen","Staedtischer Raum","500","0.385093857534287","0.359174366443859","0.411013348624715"
"Nie","2018","Hessen","Laendlicher Raum","133","","",""
"Nie","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","492","0.440894011610991","0.411296894152499","0.470491129069483"
"Nie","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","195","","",""
"Nie","2018","Baden-Wuerttemberg","Staedtischer Raum","1095","","",""
"Nie","2018","Baden-Wuerttemberg","Laendlicher Raum","135","","",""
"Nie","2018","Bayern","Staedtischer Raum","725","0.457804438958992","0.43469840845944","0.480910469458544"
"Nie","2018","Bayern","Laendlicher Raum","1028","","",""
"Nie","2018","Saarland","Staedtischer Raum","","","",""
"Nie","2018","Saarland","Laendlicher Raum","","","",""
"Nie","2018","Berlin","Staedtischer Raum","341","0.355142734107128","0.325422536853544","0.384862931360713"
"Nie","2018","Berlin","Laendlicher Raum","","","",""
"Nie","2018","Brandenburg","Staedtischer Raum","37","0.399746656300902","0.300721878156656","0.498771434445148"
"Nie","2018","Brandenburg","Laendlicher Raum","561","0.570984847763032","0.539175466315201","0.602794229210862"
"Nie","2018","Mecklenburg-Vorpommern","Staedtischer Raum","61","0.62125612564987","0.523713500596778","0.718798750702963"
"Nie","2018","Mecklenburg-Vorpommern","Laendlicher Raum","294","","",""
"Nie","2018","Sachsen","Staedtischer Raum","441","0.488936909378315","0.455547388648099","0.522326430108531"
"Nie","2018","Sachsen","Laendlicher Raum","442","0.546166176732252","0.510700277002998","0.581632076461507"
"Nie","2018","Sachsen-Anhalt","Staedtischer Raum","100","","",""
"Nie","2018","Sachsen-Anhalt","Laendlicher Raum","402","0.566776615067091","0.530582017682984","0.602971212451198"
"Nie","2018","Thueringen","Staedtischer Raum","159","","",""
"Nie","2018","Thueringen","Laendlicher Raum","374","0.588651850017307","0.550587833966175","0.626715866068439"
