"pld0044","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2003","AkademikerIn","Bayern","","","",""
"Sehr oft","2003","AkademikerIn","Saarland","","","",""
"Sehr oft","2003","AkademikerIn","Berlin","1","","",""
"Sehr oft","2003","AkademikerIn","Brandenburg","1","","",""
"Sehr oft","2003","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2003","AkademikerIn","Sachsen","","","",""
"Sehr oft","2003","AkademikerIn","Sachsen-Anhalt","1","","",""
"Sehr oft","2003","AkademikerIn","Thueringen","","","",""
"Oft","2003","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Oft","2003","(noch) kein Abschluss","Hamburg","1","","",""
"Oft","2003","(noch) kein Abschluss","Niedersachsen","15","","",""
"Oft","2003","(noch) kein Abschluss","Bremen","1","","",""
"Oft","2003","(noch) kein Abschluss","Nordrhein-Westfalen","34","0.102979106258349","0.0643659367888701","0.141592275727827"
"Oft","2003","(noch) kein Abschluss","Hessen","5","","",""
"Oft","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Oft","2003","(noch) kein Abschluss","Baden-Wuerttemberg","14","","",""
"Oft","2003","(noch) kein Abschluss","Bayern","15","","",""
"Oft","2003","(noch) kein Abschluss","Saarland","","","",""
"Oft","2003","(noch) kein Abschluss","Berlin","7","","",""
"Oft","2003","(noch) kein Abschluss","Brandenburg","2","","",""
"Oft","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Oft","2003","(noch) kein Abschluss","Sachsen","8","","",""
"Oft","2003","(noch) kein Abschluss","Sachsen-Anhalt","7","","",""
"Oft","2003","(noch) kein Abschluss","Thueringen","3","","",""
"Oft","2003","Hauptschule","Schleswig-Holstein","5","","",""
"Oft","2003","Hauptschule","Hamburg","2","","",""
"Oft","2003","Hauptschule","Niedersachsen","24","","",""
"Oft","2003","Hauptschule","Bremen","1","","",""
"Oft","2003","Hauptschule","Nordrhein-Westfalen","32","0.0201905015586307","0.0138275248854655","0.0265534782317959"
"Oft","2003","Hauptschule","Hessen","19","","",""
"Oft","2003","Hauptschule","Rheinland-Pfalz,Saarland","9","","",""
"Oft","2003","Hauptschule","Baden-Wuerttemberg","18","","",""
"Oft","2003","Hauptschule","Bayern","33","0.0188829236622808","0.0117884787248624","0.0259773685996993"
"Oft","2003","Hauptschule","Saarland","","","",""
"Oft","2003","Hauptschule","Berlin","5","","",""
"Oft","2003","Hauptschule","Brandenburg","3","","",""
"Oft","2003","Hauptschule","Mecklenburg-Vorpommern","3","","",""
"Oft","2003","Hauptschule","Sachsen","1","","",""
"Oft","2003","Hauptschule","Sachsen-Anhalt","2","","",""
"Oft","2003","Hauptschule","Thueringen","1","","",""
"Oft","2003","Realschule","Schleswig-Holstein","1","","",""
"Oft","2003","Realschule","Hamburg","2","","",""
"Oft","2003","Realschule","Niedersachsen","9","","",""
"Oft","2003","Realschule","Bremen","1","","",""
"Oft","2003","Realschule","Nordrhein-Westfalen","40","0.0427476747463112","0.0297326929187851","0.0557626565738372"
"Oft","2003","Realschule","Hessen","10","","",""
"Oft","2003","Realschule","Rheinland-Pfalz,Saarland","5","","",""
"Oft","2003","Realschule","Baden-Wuerttemberg","10","","",""
"Oft","2003","Realschule","Bayern","19","","",""
"Oft","2003","Realschule","Saarland","","","",""
"Oft","2003","Realschule","Berlin","7","","",""
"Oft","2003","Realschule","Brandenburg","5","","",""
"Oft","2003","Realschule","Mecklenburg-Vorpommern","3","","",""
"Oft","2003","Realschule","Sachsen","12","","",""
"Oft","2003","Realschule","Sachsen-Anhalt","3","","",""
"Oft","2003","Realschule","Thueringen","4","","",""
"Oft","2003","(Fach-)Abitur","Schleswig-Holstein","5","","",""
"Oft","2003","(Fach-)Abitur","Hamburg","2","","",""
"Oft","2003","(Fach-)Abitur","Niedersachsen","10","","",""
"Oft","2003","(Fach-)Abitur","Bremen","1","","",""
"Oft","2003","(Fach-)Abitur","Nordrhein-Westfalen","36","0.053779115856468","0.036811676819094","0.0707465548938419"
"Oft","2003","(Fach-)Abitur","Hessen","9","","",""
"Oft","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","5","","",""
"Oft","2003","(Fach-)Abitur","Baden-Wuerttemberg","12","","",""
"Oft","2003","(Fach-)Abitur","Bayern","12","","",""
"Oft","2003","(Fach-)Abitur","Saarland","","","",""
"Oft","2003","(Fach-)Abitur","Berlin","7","","",""
"Oft","2003","(Fach-)Abitur","Brandenburg","3","","",""
"Oft","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"Oft","2003","(Fach-)Abitur","Sachsen","4","","",""
"Oft","2003","(Fach-)Abitur","Sachsen-Anhalt","3","","",""
"Oft","2003","(Fach-)Abitur","Thueringen","2","","",""
"Oft","2003","AkademikerIn","Schleswig-Holstein","1","","",""
"Oft","2003","AkademikerIn","Hamburg","2","","",""
"Oft","2003","AkademikerIn","Niedersachsen","12","","",""
"Oft","2003","AkademikerIn","Bremen","","","",""
"Oft","2003","AkademikerIn","Nordrhein-Westfalen","23","","",""
"Oft","2003","AkademikerIn","Hessen","7","","",""
"Oft","2003","AkademikerIn","Rheinland-Pfalz,Saarland","5","","",""
"Oft","2003","AkademikerIn","Baden-Wuerttemberg","9","","",""
"Oft","2003","AkademikerIn","Bayern","14","","",""
"Oft","2003","AkademikerIn","Saarland","","","",""
"Oft","2003","AkademikerIn","Berlin","6","","",""
"Oft","2003","AkademikerIn","Brandenburg","2","","",""
"Oft","2003","AkademikerIn","Mecklenburg-Vorpommern","3","","",""
"Oft","2003","AkademikerIn","Sachsen","3","","",""
"Oft","2003","AkademikerIn","Sachsen-Anhalt","1","","",""
"Oft","2003","AkademikerIn","Thueringen","","","",""
"Manchmal","2003","(noch) kein Abschluss","Schleswig-Holstein","7","","",""
"Manchmal","2003","(noch) kein Abschluss","Hamburg","6","","",""
"Manchmal","2003","(noch) kein Abschluss","Niedersachsen","22","","",""
"Manchmal","2003","(noch) kein Abschluss","Bremen","2","","",""
"Manchmal","2003","(noch) kein Abschluss","Nordrhein-Westfalen","68","0.285240329209715","0.227875580288998","0.342605078130431"
"Manchmal","2003","(noch) kein Abschluss","Hessen","13","","",""
"Manchmal","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","14","","",""
"Manchmal","2003","(noch) kein Abschluss","Baden-Wuerttemberg","24","","",""
"Manchmal","2003","(noch) kein Abschluss","Bayern","24","","",""
"Manchmal","2003","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2003","(noch) kein Abschluss","Berlin","13","","",""
"Manchmal","2003","(noch) kein Abschluss","Brandenburg","11","","",""
"Manchmal","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","6","","",""
"Manchmal","2003","(noch) kein Abschluss","Sachsen","8","","",""
"Manchmal","2003","(noch) kein Abschluss","Sachsen-Anhalt","10","","",""
"Manchmal","2003","(noch) kein Abschluss","Thueringen","8","","",""
"Manchmal","2003","Hauptschule","Schleswig-Holstein","39","0.138760325478546","0.0984126790992343","0.179107971857857"
"Manchmal","2003","Hauptschule","Hamburg","10","","",""
"Manchmal","2003","Hauptschule","Niedersachsen","68","0.0964050295507935","0.0753938595470195","0.117416199554567"
"Manchmal","2003","Hauptschule","Bremen","7","","",""
"Manchmal","2003","Hauptschule","Nordrhein-Westfalen","192","0.0962290989996153","0.0828877931189244","0.109570404880306"
"Manchmal","2003","Hauptschule","Hessen","61","0.104527953221807","0.0789359572492699","0.130119949194343"
"Manchmal","2003","Hauptschule","Rheinland-Pfalz,Saarland","75","0.11416738712457","0.0900693374298804","0.13826543681926"
"Manchmal","2003","Hauptschule","Baden-Wuerttemberg","100","0.0804354169828219","0.0647236436162661","0.0961471903493777"
"Manchmal","2003","Hauptschule","Bayern","183","0.12625955112079","0.108947571687998","0.143571530553581"
"Manchmal","2003","Hauptschule","Saarland","","","",""
"Manchmal","2003","Hauptschule","Berlin","21","","",""
"Manchmal","2003","Hauptschule","Brandenburg","15","","",""
"Manchmal","2003","Hauptschule","Mecklenburg-Vorpommern","6","","",""
"Manchmal","2003","Hauptschule","Sachsen","23","","",""
"Manchmal","2003","Hauptschule","Sachsen-Anhalt","24","","",""
"Manchmal","2003","Hauptschule","Thueringen","17","","",""
"Manchmal","2003","Realschule","Schleswig-Holstein","16","","",""
"Manchmal","2003","Realschule","Hamburg","10","","",""
"Manchmal","2003","Realschule","Niedersachsen","87","0.149803929676211","0.119841916579296","0.179765942773126"
"Manchmal","2003","Realschule","Bremen","7","","",""
"Manchmal","2003","Realschule","Nordrhein-Westfalen","121","0.125356176513654","0.104052106124969","0.146660246902338"
"Manchmal","2003","Realschule","Hessen","42","0.12134967356588","0.0868935919834697","0.155805755148289"
"Manchmal","2003","Realschule","Rheinland-Pfalz,Saarland","31","0.117024682613958","0.0774930955279835","0.156556269699933"
"Manchmal","2003","Realschule","Baden-Wuerttemberg","75","0.127124143252687","0.099825545651205","0.15442274085417"
"Manchmal","2003","Realschule","Bayern","103","0.170282113053142","0.142377150524321","0.198187075581963"
"Manchmal","2003","Realschule","Saarland","","","",""
"Manchmal","2003","Realschule","Berlin","44","0.168279020034928","0.121143942755455","0.215414097314402"
"Manchmal","2003","Realschule","Brandenburg","28","","",""
"Manchmal","2003","Realschule","Mecklenburg-Vorpommern","23","","",""
"Manchmal","2003","Realschule","Sachsen","67","0.109883196057825","0.085822128973327","0.133944263142323"
"Manchmal","2003","Realschule","Sachsen-Anhalt","38","0.124117239687441","0.087234943878337","0.160999535496545"
"Manchmal","2003","Realschule","Thueringen","38","0.105504785452912","0.0745357783849071","0.136473792520918"
"Manchmal","2003","(Fach-)Abitur","Schleswig-Holstein","16","","",""
"Manchmal","2003","(Fach-)Abitur","Hamburg","10","","",""
"Manchmal","2003","(Fach-)Abitur","Niedersachsen","39","0.151437307286795","0.100863244555557","0.202011370018033"
"Manchmal","2003","(Fach-)Abitur","Bremen","4","","",""
"Manchmal","2003","(Fach-)Abitur","Nordrhein-Westfalen","147","0.221184806578462","0.189966592296618","0.252403020860307"
"Manchmal","2003","(Fach-)Abitur","Hessen","42","0.246422402275309","0.187288424944534","0.305556379606084"
"Manchmal","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","30","0.190005784524675","0.124072758713019","0.255938810336332"
"Manchmal","2003","(Fach-)Abitur","Baden-Wuerttemberg","59","0.173627694792045","0.131596845016339","0.21565854456775"
"Manchmal","2003","(Fach-)Abitur","Bayern","62","0.206721499442045","0.160588902735708","0.252854096148381"
"Manchmal","2003","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2003","(Fach-)Abitur","Berlin","40","0.370686824853838","0.281634378070717","0.459739271636959"
"Manchmal","2003","(Fach-)Abitur","Brandenburg","15","","",""
"Manchmal","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Manchmal","2003","(Fach-)Abitur","Sachsen","16","","",""
"Manchmal","2003","(Fach-)Abitur","Sachsen-Anhalt","15","","",""
"Manchmal","2003","(Fach-)Abitur","Thueringen","13","","",""
"Manchmal","2003","AkademikerIn","Schleswig-Holstein","18","","",""
"Manchmal","2003","AkademikerIn","Hamburg","5","","",""
"Manchmal","2003","AkademikerIn","Niedersachsen","42","0.136717928278704","0.097777422134333","0.175658434423076"
"Manchmal","2003","AkademikerIn","Bremen","6","","",""
"Manchmal","2003","AkademikerIn","Nordrhein-Westfalen","135","0.180635610997182","0.154634594804615","0.206636627189749"
"Manchmal","2003","AkademikerIn","Hessen","47","0.140752846718423","0.102827070824686","0.17867862261216"
"Manchmal","2003","AkademikerIn","Rheinland-Pfalz,Saarland","26","","",""
"Manchmal","2003","AkademikerIn","Baden-Wuerttemberg","65","0.161299330644317","0.127940606798845","0.194658054489789"
"Manchmal","2003","AkademikerIn","Bayern","91","0.158594918496133","0.128942439091162","0.188247397901104"
"Manchmal","2003","AkademikerIn","Saarland","","","",""
"Manchmal","2003","AkademikerIn","Berlin","32","0.130356435167044","0.0882820848162493","0.172430785517839"
"Manchmal","2003","AkademikerIn","Brandenburg","20","","",""
"Manchmal","2003","AkademikerIn","Mecklenburg-Vorpommern","12","","",""
"Manchmal","2003","AkademikerIn","Sachsen","45","0.13475757287911","0.0999173919617357","0.169597753796484"
"Manchmal","2003","AkademikerIn","Sachsen-Anhalt","15","","",""
"Manchmal","2003","AkademikerIn","Thueringen","12","","",""
"Selten","2003","(noch) kein Abschluss","Schleswig-Holstein","6","","",""
"Selten","2003","(noch) kein Abschluss","Hamburg","2","","",""
"Selten","2003","(noch) kein Abschluss","Niedersachsen","28","","",""
"Selten","2003","(noch) kein Abschluss","Bremen","2","","",""
"Selten","2003","(noch) kein Abschluss","Nordrhein-Westfalen","48","0.170029022250334","0.122303290668335","0.217754753832333"
"Selten","2003","(noch) kein Abschluss","Hessen","16","","",""
"Selten","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","17","","",""
"Selten","2003","(noch) kein Abschluss","Baden-Wuerttemberg","36","0.29805264182088","0.217867879864556","0.378237403777203"
"Selten","2003","(noch) kein Abschluss","Bayern","22","","",""
"Selten","2003","(noch) kein Abschluss","Saarland","","","",""
"Selten","2003","(noch) kein Abschluss","Berlin","7","","",""
"Selten","2003","(noch) kein Abschluss","Brandenburg","12","","",""
"Selten","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","4","","",""
"Selten","2003","(noch) kein Abschluss","Sachsen","15","","",""
"Selten","2003","(noch) kein Abschluss","Sachsen-Anhalt","10","","",""
"Selten","2003","(noch) kein Abschluss","Thueringen","11","","",""
"Selten","2003","Hauptschule","Schleswig-Holstein","115","0.406599669769168","0.349269802078635","0.4639295374597"
"Selten","2003","Hauptschule","Hamburg","32","0.354130882981255","0.25185750310861","0.4564042628539"
"Selten","2003","Hauptschule","Niedersachsen","179","0.22523004382001","0.195491956346888","0.254968131293132"
"Selten","2003","Hauptschule","Bremen","13","","",""
"Selten","2003","Hauptschule","Nordrhein-Westfalen","471","0.23419394477632","0.215035370648997","0.253352518903643"
"Selten","2003","Hauptschule","Hessen","124","0.231676345586414","0.196384459572807","0.266968231600021"
"Selten","2003","Hauptschule","Rheinland-Pfalz,Saarland","138","0.225508094540745","0.193839809785743","0.257176379295747"
"Selten","2003","Hauptschule","Baden-Wuerttemberg","385","0.326395432532882","0.299306931274451","0.353483933791313"
"Selten","2003","Hauptschule","Bayern","388","0.257152396029932","0.234371618790199","0.279933173269664"
"Selten","2003","Hauptschule","Saarland","","","",""
"Selten","2003","Hauptschule","Berlin","37","0.256737172179595","0.187967362047191","0.325506982311999"
"Selten","2003","Hauptschule","Brandenburg","46","0.191776641646545","0.141967847975985","0.241585435317105"
"Selten","2003","Hauptschule","Mecklenburg-Vorpommern","19","","",""
"Selten","2003","Hauptschule","Sachsen","69","0.151919490160021","0.117301778710849","0.186537201609193"
"Selten","2003","Hauptschule","Sachsen-Anhalt","54","0.172770072378835","0.129032515603704","0.216507629153967"
"Selten","2003","Hauptschule","Thueringen","68","0.159663505594323","0.118144978378674","0.201182032809972"
"Selten","2003","Realschule","Schleswig-Holstein","101","0.646633566095485","0.573696567457942","0.719570564733028"
"Selten","2003","Realschule","Hamburg","37","0.456399954524073","0.34725199128263","0.565547917765515"
"Selten","2003","Realschule","Niedersachsen","192","0.343930273408801","0.304049824199794","0.383810722617807"
"Selten","2003","Realschule","Bremen","14","","",""
"Selten","2003","Realschule","Nordrhein-Westfalen","326","0.345055072036706","0.314469211614394","0.375640932459017"
"Selten","2003","Realschule","Hessen","115","0.321715979819687","0.272423501645593","0.371008457993782"
"Selten","2003","Realschule","Rheinland-Pfalz,Saarland","86","0.374320057365368","0.314804720157234","0.433835394573502"
"Selten","2003","Realschule","Baden-Wuerttemberg","211","0.372060906950315","0.332449902300475","0.411671911600154"
"Selten","2003","Realschule","Bayern","264","0.349886930889396","0.314479859164729","0.385294002614062"
"Selten","2003","Realschule","Saarland","","","",""
"Selten","2003","Realschule","Berlin","80","0.321207766878314","0.262377359020622","0.380038174736005"
"Selten","2003","Realschule","Brandenburg","120","0.347289052466707","0.295526890702191","0.399051214231222"
"Selten","2003","Realschule","Mecklenburg-Vorpommern","86","0.403381828171916","0.337188644939841","0.469575011403992"
"Selten","2003","Realschule","Sachsen","198","0.298034297154567","0.262844496086608","0.333224098222526"
"Selten","2003","Realschule","Sachsen-Anhalt","98","0.304774145126076","0.253283193110889","0.356265097141264"
"Selten","2003","Realschule","Thueringen","122","0.334293989641156","0.286737727283773","0.38185025199854"
"Selten","2003","(Fach-)Abitur","Schleswig-Holstein","40","0.535242342043763","0.423840791177767","0.646643892909758"
"Selten","2003","(Fach-)Abitur","Hamburg","18","","",""
"Selten","2003","(Fach-)Abitur","Niedersachsen","70","0.360549766332602","0.292808170882065","0.42829136178314"
"Selten","2003","(Fach-)Abitur","Bremen","7","","",""
"Selten","2003","(Fach-)Abitur","Nordrhein-Westfalen","241","0.343315659465466","0.307601672112931","0.379029646818001"
"Selten","2003","(Fach-)Abitur","Hessen","74","0.343380262134383","0.27822077791479","0.408539746353976"
"Selten","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","52","0.394181527840547","0.31205224571543","0.476310809965664"
"Selten","2003","(Fach-)Abitur","Baden-Wuerttemberg","111","0.337023042839511","0.284572521569288","0.389473564109733"
"Selten","2003","(Fach-)Abitur","Bayern","105","0.324494874797968","0.271158870071497","0.377830879524438"
"Selten","2003","(Fach-)Abitur","Saarland","","","",""
"Selten","2003","(Fach-)Abitur","Berlin","39","0.293284569954978","0.209343255916554","0.377225883993402"
"Selten","2003","(Fach-)Abitur","Brandenburg","31","0.378946848186695","0.267660934540949","0.49023276183244"
"Selten","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","10","","",""
"Selten","2003","(Fach-)Abitur","Sachsen","50","0.499568764048168","0.402536123956676","0.596601404139661"
"Selten","2003","(Fach-)Abitur","Sachsen-Anhalt","28","","",""
"Selten","2003","(Fach-)Abitur","Thueringen","29","","",""
"Selten","2003","AkademikerIn","Schleswig-Holstein","62","0.571250306566713","0.477037423801753","0.665463189331672"
"Selten","2003","AkademikerIn","Hamburg","35","0.582512852444134","0.470154194744881","0.694871510143388"
"Selten","2003","AkademikerIn","Niedersachsen","101","0.351671332420472","0.297548739707148","0.405793925133796"
"Selten","2003","AkademikerIn","Bremen","15","","",""
"Selten","2003","AkademikerIn","Nordrhein-Westfalen","312","0.374163736533276","0.341458951246869","0.406868521819683"
"Selten","2003","AkademikerIn","Hessen","126","0.3661212572642","0.313584604872268","0.418657909656132"
"Selten","2003","AkademikerIn","Rheinland-Pfalz,Saarland","64","0.421920869052072","0.350367235033816","0.493474503070328"
"Selten","2003","AkademikerIn","Baden-Wuerttemberg","180","0.421240919720837","0.376458883611066","0.466022955830609"
"Selten","2003","AkademikerIn","Bayern","210","0.322881649153149","0.284926754792709","0.360836543513588"
"Selten","2003","AkademikerIn","Saarland","","","",""
"Selten","2003","AkademikerIn","Berlin","96","0.390372322393867","0.329411279976699","0.451333364811034"
"Selten","2003","AkademikerIn","Brandenburg","94","0.384153332789534","0.324687140649038","0.443619524930029"
"Selten","2003","AkademikerIn","Mecklenburg-Vorpommern","58","0.37451845259025","0.293766615927145","0.455270289253355"
"Selten","2003","AkademikerIn","Sachsen","120","0.338401221189774","0.290123338377875","0.386679104001674"
"Selten","2003","AkademikerIn","Sachsen-Anhalt","75","0.338420673130519","0.276456096427062","0.400385249833975"
"Selten","2003","AkademikerIn","Thueringen","68","0.383437257575829","0.311603670995148","0.455270844156511"
"Nie","2003","(noch) kein Abschluss","Schleswig-Holstein","7","","",""
"Nie","2003","(noch) kein Abschluss","Hamburg","1","","",""
"Nie","2003","(noch) kein Abschluss","Niedersachsen","16","","",""
"Nie","2003","(noch) kein Abschluss","Bremen","","","",""
"Nie","2003","(noch) kein Abschluss","Nordrhein-Westfalen","83","0.418718800781845","0.356040966547338","0.481396635016352"
"Nie","2003","(noch) kein Abschluss","Hessen","16","","",""
"Nie","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"Nie","2003","(noch) kein Abschluss","Baden-Wuerttemberg","48","0.406201455037809","0.320105373417182","0.492297536658436"
"Nie","2003","(noch) kein Abschluss","Bayern","30","0.453265996937329","0.353684858455465","0.552847135419194"
"Nie","2003","(noch) kein Abschluss","Saarland","","","",""
"Nie","2003","(noch) kein Abschluss","Berlin","14","","",""
"Nie","2003","(noch) kein Abschluss","Brandenburg","7","","",""
"Nie","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","6","","",""
"Nie","2003","(noch) kein Abschluss","Sachsen","17","","",""
"Nie","2003","(noch) kein Abschluss","Sachsen-Anhalt","9","","",""
"Nie","2003","(noch) kein Abschluss","Thueringen","5","","",""
"Nie","2003","Hauptschule","Schleswig-Holstein","122","0.423738605422866","0.366064307528645","0.481412903317087"
"Nie","2003","Hauptschule","Hamburg","40","0.508034255799705","0.401123259114584","0.614945252484826"
"Nie","2003","Hauptschule","Niedersachsen","484","0.647570623408291","0.613561682418834","0.681579564397747"
"Nie","2003","Hauptschule","Bremen","39","0.678082684773561","0.559864044019723","0.7963013255274"
"Nie","2003","Hauptschule","Nordrhein-Westfalen","1174","0.645997146451484","0.624363255517257","0.667631037385712"
"Nie","2003","Hauptschule","Hessen","338","0.616864415993694","0.576198269320327","0.657530562667061"
"Nie","2003","Hauptschule","Rheinland-Pfalz,Saarland","446","0.645332092690668","0.609079622007457","0.68158456337388"
"Nie","2003","Hauptschule","Baden-Wuerttemberg","646","0.577083186325121","0.548542979536229","0.605623393114012"
"Nie","2003","Hauptschule","Bayern","802","0.588073521195394","0.562419877789711","0.613727164601077"
"Nie","2003","Hauptschule","Saarland","","","",""
"Nie","2003","Hauptschule","Berlin","92","0.593534192793676","0.516209692448283","0.670858693139069"
"Nie","2003","Hauptschule","Brandenburg","176","0.73218630795526","0.676162882419743","0.788209733490776"
"Nie","2003","Hauptschule","Mecklenburg-Vorpommern","100","0.798670677811257","0.729203366200679","0.868137989421835"
"Nie","2003","Hauptschule","Sachsen","319","0.789792492866229","0.750496010437767","0.82908897529469"
"Nie","2003","Hauptschule","Sachsen-Anhalt","206","0.749134255926919","0.698980016134049","0.799288495719788"
"Nie","2003","Hauptschule","Thueringen","213","0.77691812094239","0.729730045030478","0.824106196854301"
"Nie","2003","Realschule","Schleswig-Holstein","46","0.266759878969225","0.199277639763704","0.334242118174745"
"Nie","2003","Realschule","Hamburg","31","0.386790273448825","0.280070378965123","0.493510167932528"
"Nie","2003","Realschule","Niedersachsen","252","0.480856267476362","0.438909230582821","0.522803304369904"
"Nie","2003","Realschule","Bremen","23","","",""
"Nie","2003","Realschule","Nordrhein-Westfalen","437","0.481389743306693","0.449242549376973","0.513536937236413"
