year,pgisced97,quintil_oecd,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Upper Secondary Level,5th Quintile,Often,0.03702,57,1559,0.02764,0.04639
2018,Upper Secondary Level,5th Quintile,Sometimes,0.15498,241,1559,0.13701,0.17295
2018,Upper Secondary Level,5th Quintile,Seldom,0.36433,537,1559,0.34044,0.38823
2018,Upper Secondary Level,5th Quintile,Never,0.43893,724,1559,0.41429,0.46357
2018,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.17770,70,326,0.13614,0.21926
2018,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.27900,107,326,0.23024,0.32776
2018,Post-secondary Non-tertiary Level,1st Quintile,Never,0.38007,149,326,0.32730,0.43284
2018,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.19017,88,414,0.15232,0.22801
2018,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.38672,156,414,0.33975,0.43369
2018,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.36084,170,414,0.31452,0.40716
2018,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.21210,84,438,0.17377,0.25042
2018,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.38507,172,438,0.33945,0.43070
2018,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.37215,182,438,0.32683,0.41747
2018,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.14808,59,406,0.11349,0.18267
2018,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.41712,181,406,0.36909,0.46514
2018,Post-secondary Non-tertiary Level,4th Quintile,Never,0.37853,166,406,0.33129,0.42577
2018,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.17063,54,348,0.13105,0.21021
2018,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.39916,142,348,0.34763,0.45069
2018,Post-secondary Non-tertiary Level,5th Quintile,Never,0.38903,152,348,0.33773,0.44033
2018,First Stage of Tertiary Education,1st Quintile,Never,0.57324,57,57,0.44370,0.70279
2018,First Stage of Tertiary Education,2nd Quintile,Seldom,0.29185,91,228,0.23271,0.35099
2018,First Stage of Tertiary Education,2nd Quintile,Never,0.56163,137,228,0.49708,0.62618
2018,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.11570,32,298,0.07932,0.15207
2018,First Stage of Tertiary Education,3rd Quintile,Seldom,0.35835,101,298,0.30381,0.41289
2018,First Stage of Tertiary Education,3rd Quintile,Never,0.50637,165,298,0.44951,0.56323
2018,First Stage of Tertiary Education,4th Quintile,Sometimes,0.12858,34,351,0.09351,0.16364
2018,First Stage of Tertiary Education,4th Quintile,Seldom,0.29917,123,351,0.25119,0.34714
2018,First Stage of Tertiary Education,4th Quintile,Never,0.54800,194,351,0.49586,0.60014
2018,First Stage of Tertiary Education,5th Quintile,Sometimes,0.15491,56,363,0.11764,0.19218
2018,First Stage of Tertiary Education,5th Quintile,Seldom,0.44773,163,363,0.39650,0.49895
2018,First Stage of Tertiary Education,5th Quintile,Never,0.36194,144,363,0.31244,0.41145
2018,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.23558,108,461,0.19680,0.27436
2018,Second Stage of Tertiary Education,1st Quintile,Seldom,0.33814,166,461,0.29491,0.38137
2018,Second Stage of Tertiary Education,1st Quintile,Never,0.37565,187,461,0.33140,0.41991
2018,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.18587,127,657,0.15610,0.21564
2018,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.31878,237,657,0.28311,0.35444
2018,Second Stage of Tertiary Education,2nd Quintile,Never,0.44648,293,657,0.40844,0.48453
2018,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.15946,160,916,0.13574,0.18318
2018,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.40210,371,916,0.37033,0.43388
2018,Second Stage of Tertiary Education,3rd Quintile,Never,0.40115,385,916,0.36939,0.43291
2018,Second Stage of Tertiary Education,4th Quintile,Often,0.03987,48,1421,0.02969,0.05004
2018,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.20110,262,1421,0.18025,0.22195
2018,Second Stage of Tertiary Education,4th Quintile,Seldom,0.42055,582,1421,0.39488,0.44623
2018,Second Stage of Tertiary Education,4th Quintile,Never,0.33696,529,1421,0.31237,0.36154
2018,Second Stage of Tertiary Education,5th Quintile,Often,0.03683,75,2505,0.02945,0.04420
2018,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.20407,437,2505,0.18828,0.21985
2018,Second Stage of Tertiary Education,5th Quintile,Seldom,0.38121,1036,2505,0.36219,0.40024
2018,Second Stage of Tertiary Education,5th Quintile,Never,0.37436,957,2505,0.35540,0.39331
