year,bula_h,hhtyp,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Hamburg,Single parent,No,0.99934,36,36,0.99084,1.00784
2022,Hamburg,Couple with children,No,0.98937,100,100,0.96916,1.00957
2022,Lower Saxony,Single-person household,No,0.99339,448,448,0.98587,1.00090
2022,Lower Saxony,Couple without children,No,0.99018,490,490,0.98144,0.99892
2022,Lower Saxony,Single parent,No,0.98839,95,95,0.96674,1.01005
2022,Lower Saxony,Couple with children,No,0.96403,463,463,0.94705,0.98101
2022,Lower Saxony,Other Combinations,No,0.97520,90,90,0.94289,1.00751
2022,Bremen,Single-person household,No,0.98862,49,49,0.95862,1.01863
2022,North Rhine-Westphalia,Single-person household,No,0.97891,1081,1081,0.97034,0.98748
2022,North Rhine-Westphalia,Couple without children,No,0.98867,1182,1182,0.98263,0.99470
2022,North Rhine-Westphalia,Single parent,No,0.97801,206,206,0.95793,0.99808
2022,North Rhine-Westphalia,Couple with children,No,0.96777,1116,1116,0.95741,0.97814
2022,North Rhine-Westphalia,Other Combinations,No,0.97262,229,229,0.95144,0.99380
2022,Hesse,Single-person household,No,0.97832,378,378,0.96362,0.99302
2022,Hesse,Couple without children,No,0.98587,384,384,0.97405,0.99769
2022,Hesse,Single parent,No,0.99135,77,77,0.97052,1.01217
2022,Hesse,Couple with children,No,0.97284,317,317,0.95492,0.99076
2022,Hesse,Other Combinations,No,0.99849,58,58,0.98840,1.00858
2022,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97777,263,263,0.95992,0.99562
2022,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99176,272,272,0.98100,1.00252
2022,"Rhineland-Palatinate, Saarland",Single parent,No,0.98363,51,51,0.94845,1.01880
2022,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96620,225,225,0.94253,0.98986
2022,"Rhineland-Palatinate, Saarland",Other Combinations,No,0.98587,56,56,0.95468,1.01706
2022,Baden-Wuerttemberg,Single-person household,No,0.98688,609,609,0.97784,0.99593
2022,Baden-Wuerttemberg,Couple without children,No,0.99618,629,629,0.99135,1.00100
2022,Baden-Wuerttemberg,Single parent,No,0.99297,105,105,0.97692,1.00903
2022,Baden-Wuerttemberg,Couple with children,No,0.98256,711,711,0.97293,0.99219
2022,Baden-Wuerttemberg,Other Combinations,No,0.97155,165,165,0.94610,0.99699
2022,Bavaria,Single-person household,No,0.99183,897,897,0.98593,0.99772
2022,Bavaria,Couple without children,No,0.97756,904,904,0.96789,0.98722
2022,Bavaria,Single parent,No,0.99450,175,175,0.98352,1.00549
2022,Bavaria,Couple with children,No,0.98392,850,850,0.97546,0.99238
2022,Bavaria,Other Combinations,No,0.99374,196,196,0.98267,1.00481
2022,Berlin,Single-person household,No,0.98735,459,459,0.97711,0.99758
2022,Berlin,Couple without children,No,0.98014,345,345,0.96539,0.99488
2022,Berlin,Single parent,No,0.98255,63,63,0.94995,1.01514
2022,Berlin,Couple with children,No,0.96398,196,196,0.93783,0.99013
2022,Berlin,Other Combinations,No,0.96563,59,59,0.91874,1.01252
2022,Brandenburg,Single-person household,No,0.99834,191,191,0.99254,1.00413
2022,Brandenburg,Couple without children,No,0.98736,238,238,0.97314,1.00159
2022,Brandenburg,Single parent,No,0.98067,49,49,0.94171,1.01962
2022,Brandenburg,Couple with children,No,0.99058,195,195,0.97699,1.00417
2022,Brandenburg,Other Combinations,No,0.96078,42,42,0.90136,1.02020
2022,Mecklenburg-Western Pomerania,Single-person household,No,0.98231,148,148,0.96100,1.00362
2022,Mecklenburg-Western Pomerania,Couple without children,No,0.99976,122,122,0.99699,1.00252
2022,Mecklenburg-Western Pomerania,Single parent,No,0.99499,38,38,0.97223,1.01774
2022,Mecklenburg-Western Pomerania,Couple with children,No,0.97326,89,89,0.93956,1.00697
2022,Saxony,Single-person household,No,0.96908,381,381,0.95167,0.98648
2022,Saxony,Couple without children,No,0.99818,396,396,0.99398,1.00238
2022,Saxony,Single parent,No,0.99018,103,103,0.97105,1.00932
2022,Saxony,Couple with children,No,0.96865,316,316,0.94940,0.98789
2022,Saxony,Other Combinations,No,0.99461,66,66,0.97681,1.01241
2022,Saxony-Anhalt,Single-person household,No,0.98282,194,194,0.96449,1.00115
2022,Saxony-Anhalt,Single parent,No,0.99251,46,46,0.96733,1.01770
2022,Saxony-Anhalt,Couple with children,No,0.92809,170,170,0.88914,0.96704
2022,Saxony-Anhalt,Other Combinations,No,0.96319,40,40,0.90409,1.02229
2022,Thuringa,Single-person household,No,0.98985,171,171,0.97479,1.00492
2022,Thuringa,Couple without children,No,0.99976,162,162,0.99740,1.00213
2022,Thuringa,Single parent,No,0.96160,36,36,0.89794,1.02526
2022,Thuringa,Couple with children,No,0.98197,154,154,0.96089,1.00305
2022,Thuringa,Other Combinations,No,0.97655,32,32,0.92328,1.02982
