year,bula_h,regtyp,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Bavaria,Urban regions,No,0.99663,1197,1197,0.99334,0.99991
2017,Bavaria,Rural regions,No,0.99329,1302,1302,0.98885,0.99773
2017,Berlin,Urban regions,No,0.98708,658,658,0.97844,0.99571
2017,Brandenburg,Urban regions,No,0.99443,54,54,0.97439,1.01447
2017,Brandenburg,Rural regions,No,0.98748,561,561,0.97827,0.99669
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.98878,53,53,0.96015,1.01741
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.99340,310,310,0.98438,1.00243
2017,Saxony,Urban regions,No,0.99098,529,529,0.98291,0.99904
2017,Saxony,Rural regions,No,0.99732,455,455,0.99257,1.00208
2017,Saxony-Anhalt,Urban regions,No,0.97894,119,119,0.95302,1.00485
2017,Saxony-Anhalt,Rural regions,No,0.99391,449,449,0.98670,1.00111
2017,Thuringa,Urban regions,No,0.99352,187,187,0.98200,1.00505
2017,Thuringa,Rural regions,No,0.97856,402,402,0.96439,0.99274
2018,Schleswig-Holstein,Urban regions,No,0.97745,193,193,0.95646,0.99845
2018,Schleswig-Holstein,Rural regions,No,0.98857,357,357,0.97752,0.99961
2018,Hamburg,Urban regions,No,0.98165,320,320,0.96693,0.99638
2018,Lower Saxony,Urban regions,No,0.97966,638,638,0.96870,0.99062
2018,Lower Saxony,Rural regions,No,0.99017,836,836,0.98348,0.99686
2018,Bremen,Urban regions,No,0.98240,134,134,0.96005,1.00475
2018,North Rhine-Westphalia,Urban regions,No,0.98472,3112,3112,0.98041,0.98903
2018,North Rhine-Westphalia,Rural regions,No,0.98588,56,56,0.95469,1.01706
2018,Hesse,Urban regions,No,0.99268,798,798,0.98676,0.99860
2018,Hesse,Rural regions,No,0.98558,206,206,0.96926,1.00190
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98888,667,667,0.98092,0.99685
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99163,216,216,0.97945,1.00381
2018,Baden-Wuerttemberg,Urban regions,No,0.98962,1444,1444,0.98439,0.99485
2018,Baden-Wuerttemberg,Rural regions,No,0.99358,176,176,0.98175,1.00541
2018,Bavaria,Urban regions,No,0.99651,1167,1167,0.99313,0.99990
2018,Bavaria,Rural regions,No,0.98789,1232,1232,0.98178,0.99400
2018,Berlin,Urban regions,No,0.98995,692,692,0.98252,0.99739
2018,Brandenburg,Urban regions,No,0.98519,60,60,0.95437,1.01601
2018,Brandenburg,Rural regions,No,0.99042,583,583,0.98251,0.99833
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.99542,64,64,0.97873,1.01210
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.99264,315,315,0.98318,1.00209
2018,Saxony,Urban regions,No,0.99349,532,532,0.98665,1.00033
2018,Saxony,Rural regions,No,0.99337,449,449,0.98586,1.00089
2018,Saxony-Anhalt,Urban regions,No,0.97851,129,129,0.95339,1.00363
2018,Saxony-Anhalt,Rural regions,No,0.99665,445,445,0.99127,1.00202
2018,Thuringa,Urban regions,No,0.98479,193,193,0.96749,1.00210
2018,Thuringa,Rural regions,No,0.99225,384,384,0.98347,1.00103
2019,Schleswig-Holstein,Urban regions,No,0.97689,214,214,0.95671,0.99707
2019,Schleswig-Holstein,Rural regions,No,0.98841,360,360,0.97735,0.99948
2019,Hamburg,Urban regions,No,0.98971,339,339,0.97896,1.00047
2019,Lower Saxony,Urban regions,No,0.98576,641,641,0.97658,0.99494
2019,Lower Saxony,Rural regions,No,0.98894,816,816,0.98176,0.99612
2019,Bremen,Urban regions,No,0.98377,126,126,0.96161,1.00592
2019,North Rhine-Westphalia,Urban regions,No,0.98619,3120,3120,0.98209,0.99028
2019,North Rhine-Westphalia,Rural regions,No,0.98947,59,59,0.96320,1.01574
2019,Hesse,Urban regions,No,0.99108,824,824,0.98465,0.99750
2019,Hesse,Rural regions,No,0.99039,222,222,0.97754,1.00325
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98769,678,678,0.97938,0.99600
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99010,206,206,0.97655,1.00365
2019,Baden-Wuerttemberg,Urban regions,No,0.98759,1486,1486,0.98196,0.99322
2019,Baden-Wuerttemberg,Rural regions,No,0.98183,156,156,0.96080,1.00286
2019,Bavaria,Urban regions,No,0.99216,1180,1180,0.98712,0.99719
2019,Bavaria,Rural regions,No,0.98978,1271,1271,0.98424,0.99531
2019,Berlin,Urban regions,No,0.98364,675,675,0.97406,0.99321
2019,Brandenburg,Urban regions,No,0.98856,60,60,0.96143,1.01570
2019,Brandenburg,Rural regions,No,0.99143,644,644,0.98431,0.99856
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.99632,69,69,0.98194,1.01071
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.98679,321,321,0.97427,0.99930
2019,Saxony,Urban regions,No,0.99331,548,548,0.98648,1.00014
2019,Saxony,Rural regions,No,0.99821,467,467,0.99438,1.00205
2019,Saxony-Anhalt,Urban regions,No,0.97759,128,128,0.95186,1.00333
2019,Saxony-Anhalt,Rural regions,No,0.99567,429,429,0.98945,1.00189
2019,Thuringa,Urban regions,No,0.98578,192,192,0.96899,1.00257
2019,Thuringa,Rural regions,No,0.98377,385,385,0.97113,0.99641
2020,Schleswig-Holstein,Urban regions,No,0.96528,188,188,0.93904,0.99152
2020,Schleswig-Holstein,Rural regions,No,0.98699,358,358,0.97523,0.99874
2020,Hamburg,Urban regions,No,0.98979,362,362,0.97942,1.00016
2020,Lower Saxony,Urban regions,No,0.98226,658,658,0.97217,0.99236
2020,Lower Saxony,Rural regions,No,0.98087,821,821,0.97149,0.99024
2020,Bremen,Urban regions,No,0.98558,140,140,0.96576,1.00540
2020,North Rhine-Westphalia,Urban regions,No,0.97794,3333,3333,0.97295,0.98293
2020,North Rhine-Westphalia,Rural regions,No,0.98550,52,52,0.95269,1.01831
2020,Hesse,Urban regions,No,0.97953,916,916,0.97035,0.98870
2020,Hesse,Rural regions,No,0.98321,191,191,0.96493,1.00148
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97792,647,647,0.96658,0.98925
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99119,213,213,0.97860,1.00377
2020,Baden-Wuerttemberg,Urban regions,No,0.98332,1545,1545,0.97693,0.98970
2020,Baden-Wuerttemberg,Rural regions,No,0.98196,189,189,0.96293,1.00098
2020,Bavaria,Urban regions,No,0.98869,1316,1316,0.98297,0.99440
2020,Bavaria,Rural regions,No,0.98126,1306,1306,0.97391,0.98862
2020,Berlin,Urban regions,No,0.97845,856,856,0.96871,0.98818
2020,Brandenburg,Urban regions,No,0.97162,58,58,0.92851,1.01473
2020,Brandenburg,Rural regions,No,0.97982,619,619,0.96874,0.99091
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.98326,64,64,0.95157,1.01494
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.98244,272,272,0.96680,0.99808
2020,Saxony,Urban regions,No,0.98798,536,536,0.97874,0.99721
2020,Saxony,Rural regions,No,0.99622,448,448,0.99052,1.00191
2020,Saxony-Anhalt,Urban regions,No,0.97767,136,136,0.95274,1.00259
2020,Saxony-Anhalt,Rural regions,No,0.98971,424,424,0.98009,0.99933
2020,Thuringa,Urban regions,No,0.98175,190,190,0.96266,1.00083
2020,Thuringa,Rural regions,No,0.98999,377,377,0.97992,1.00005
2021,Schleswig-Holstein,Urban regions,No,0.97824,154,154,0.95512,1.00136
2021,Schleswig-Holstein,Rural regions,No,0.98946,271,271,0.97728,1.00164
2021,Hamburg,Urban regions,No,0.98487,265,265,0.97014,0.99959
2021,Lower Saxony,Urban regions,No,0.98591,473,473,0.97528,0.99654
2021,Lower Saxony,Rural regions,No,0.98697,583,583,0.97775,0.99618
2021,Bremen,Urban regions,No,0.98587,79,79,0.95968,1.01206
2021,North Rhine-Westphalia,Urban regions,No,0.97627,2221,2221,0.96994,0.98260
2021,North Rhine-Westphalia,Rural regions,No,0.92743,48,48,0.85326,1.00160
2021,Hesse,Urban regions,No,0.97991,558,558,0.96826,0.99156
2021,Hesse,Rural regions,No,0.99403,140,140,0.98122,1.00684
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97855,411,411,0.96453,0.99258
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99332,122,122,0.97881,1.00783
2021,Baden-Wuerttemberg,Urban regions,No,0.99103,1100,1100,0.98545,0.99660
2021,Baden-Wuerttemberg,Rural regions,No,0.96094,117,117,0.92568,0.99619
2021,Bavaria,Urban regions,No,0.98093,872,872,0.97184,0.99001
2021,Bavaria,Rural regions,No,0.99067,870,870,0.98428,0.99706
2021,Berlin,Urban regions,No,0.97761,557,557,0.96532,0.98991
2021,Brandenburg,Urban regions,No,0.98995,40,40,0.95865,1.02125
2021,Brandenburg,Rural regions,No,0.99122,406,406,0.98213,1.00030
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.97224,49,49,0.92576,1.01872
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.99440,212,212,0.98434,1.00447
2021,Saxony,Urban regions,No,0.98715,392,392,0.97599,0.99832
2021,Saxony,Rural regions,No,0.99633,340,340,0.98990,1.00277
2021,Saxony-Anhalt,Urban regions,No,0.98016,82,82,0.94979,1.01053
2021,Saxony-Anhalt,Rural regions,No,0.99393,288,288,0.98495,1.00292
2021,Thuringa,Urban regions,No,0.98094,137,137,0.95795,1.00392
2021,Thuringa,Rural regions,No,0.99384,245,245,0.98402,1.00366
2022,Schleswig-Holstein,Urban regions,No,0.94576,250,250,0.91762,0.97389
2022,Schleswig-Holstein,Rural regions,No,0.98324,392,392,0.97052,0.99596
2022,Hamburg,Urban regions,No,0.97844,438,438,0.96482,0.99206
2022,Lower Saxony,Urban regions,No,0.98581,736,736,0.97726,0.99436
2022,Lower Saxony,Rural regions,No,0.98425,890,890,0.97607,0.99244
2022,Bremen,Urban regions,No,0.98897,138,138,0.97148,1.00646
2022,North Rhine-Westphalia,Urban regions,No,0.97829,3826,3826,0.97367,0.98291
2022,North Rhine-Westphalia,Rural regions,No,0.99431,84,84,0.97812,1.01049
2022,Hesse,Urban regions,No,0.98374,1007,1007,0.97593,0.99156
2022,Hesse,Rural regions,No,0.96808,238,238,0.94569,0.99046
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97991,701,701,0.96951,0.99030
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98245,190,190,0.96374,1.00117
2022,Baden-Wuerttemberg,Urban regions,No,0.98741,1981,1981,0.98250,0.99232
2022,Baden-Wuerttemberg,Rural regions,No,0.99146,300,300,0.98102,1.00189
2022,Bavaria,Urban regions,No,0.98610,1737,1737,0.98060,0.99161
2022,Bavaria,Rural regions,No,0.98795,1380,1380,0.98220,0.99371
2022,Berlin,Urban regions,No,0.98218,1146,1146,0.97452,0.98985
2022,Brandenburg,Urban regions,No,0.99899,65,65,0.99121,1.00677
2022,Brandenburg,Rural regions,No,0.99085,676,676,0.98367,0.99803
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.97310,86,86,0.93870,1.00749
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.98880,335,335,0.97752,1.00009
2022,Saxony,Urban regions,No,0.97891,637,637,0.96775,0.99008
2022,Saxony,Rural regions,No,0.98004,652,652,0.96930,0.99078
2022,Saxony-Anhalt,Urban regions,No,0.93518,154,154,0.89616,0.97419
2022,Saxony-Anhalt,Rural regions,No,0.99428,525,525,0.98782,1.00074
2022,Thuringa,Urban regions,No,0.97756,199,199,0.95693,0.99819
2022,Thuringa,Rural regions,No,0.99462,372,372,0.98717,1.00206
