"pgstib","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Auszubildende, kaufmännisch (ab 2000)","1984","Realschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","(Fach-)Abitur","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","AkademikerInnen","","","",""
"Volontäre, Praktikanten","1984","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","1984","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","1984","Realschulabschluss","","","",""
"Volontäre, Praktikanten","1984","(Fach-)Abitur","","","",""
"Volontäre, Praktikanten","1984","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","1984","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","1984","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","1984","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","1984","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","1984","AkademikerInnen","","","",""
"ungelernter Arbeiter","1984","(noch) kein Abschluss","256","0.121448244012573","0.103759714168291","0.139136773856856"
"ungelernter Arbeiter","1984","Hauptschulabschluss","433","0.0391647383490756","0.0347083368414482","0.0436211398567031"
"ungelernter Arbeiter","1984","Realschulabschluss","","","",""
"ungelernter Arbeiter","1984","(Fach-)Abitur","37","0.0253640218880906","0.0148922680599408","0.0358357757162404"
"ungelernter Arbeiter","1984","AkademikerInnen","","","",""
"angelernter Arbeiter","1984","(noch) kein Abschluss","319","0.13898310481244","0.120250451977225","0.157715757647655"
"angelernter Arbeiter","1984","Hauptschulabschluss","1031","0.0985191003870494","0.0916728825323591","0.10536531824174"
"angelernter Arbeiter","1984","Realschulabschluss","","","",""
"angelernter Arbeiter","1984","(Fach-)Abitur","63","0.0348516340072158","0.0226365134608692","0.0470667545535624"
"angelernter Arbeiter","1984","AkademikerInnen","","","",""
"gelernte und Facharbeiter","1984","(noch) kein Abschluss","45","0.0218738961190354","0.013953025116796","0.0297947671212748"
"gelernte und Facharbeiter","1984","Hauptschulabschluss","833","0.102213778120727","0.0952546726267702","0.109172883614683"
"gelernte und Facharbeiter","1984","Realschulabschluss","56","0.0286419741339786","0.0211121721696667","0.0361717760982904"
"gelernte und Facharbeiter","1984","(Fach-)Abitur","41","0.0250779866161756","0.0146639184394511","0.0354920547929"
"gelernte und Facharbeiter","1984","AkademikerInnen","","","",""
"Vorarbeiter, Kolonnenführer","1984","(noch) kein Abschluss","","","",""
"Vorarbeiter, Kolonnenführer","1984","Hauptschulabschluss","122","0.0160906751214322","0.0132001489710108","0.0189812012718537"
"Vorarbeiter, Kolonnenführer","1984","Realschulabschluss","","","",""
"Vorarbeiter, Kolonnenführer","1984","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","1984","AkademikerInnen","","","",""
"Meister, Polier","1984","(noch) kein Abschluss","","","",""
"Meister, Polier","1984","Hauptschulabschluss","54","0.00822229254067097","0.00614778095455118","0.0102968041267908"
"Meister, Polier","1984","Realschulabschluss","","","",""
"Meister, Polier","1984","(Fach-)Abitur","","","",""
"Meister, Polier","1984","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","AkademikerInnen","","","",""
"selbständiger Landwirt","1984","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","1984","Hauptschulabschluss","55","0.00868790804573362","0.00655596773655365","0.0108198483549136"
"selbständiger Landwirt","1984","Realschulabschluss","","","",""
"selbständiger Landwirt","1984","(Fach-)Abitur","","","",""
"selbständiger Landwirt","1984","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","AkademikerInnen","","","",""
"Freiberufler, Akademiker","1984","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","1984","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","1984","Realschulabschluss","","","",""
"Freiberufler, Akademiker","1984","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","1984","AkademikerInnen","53","0.0598478877831504","0.0433174891783758","0.0763782863879251"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Realschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","AkademikerInnen","","","",""
"sonstige selbständiger","1984","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1984","Hauptschulabschluss","195","0.0261283056789658","0.0224637719186379","0.0297928394392937"
"sonstige selbständiger","1984","Realschulabschluss","63","0.0334053672429523","0.0252934646197906","0.0415172698661139"
"sonstige selbständiger","1984","(Fach-)Abitur","30","0.0304020952423716","0.0189670802909424","0.0418371101938007"
"sonstige selbständiger","1984","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1984","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1984","Hauptschulabschluss","43","0.00557265162899134","0.00386251933496692","0.00728278392301575"
"mithelfende Familienangehörige","1984","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1984","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1984","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1984","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Hauptschulabschluss","47","0.00718718068824309","0.00524662906235251","0.00912773231413368"
"Angestellte, Industrie- und Werkmeister","1984","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1984","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1984","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Hauptschulabschluss","411","0.0570156118190519","0.0516888733161282","0.0623423503219756"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Realschulabschluss","129","0.0656994312133214","0.0545149324656062","0.0768839299610366"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","(Fach-)Abitur","31","0.0264630142740229","0.0157728340177225","0.0371531945303234"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","AkademikerInnen","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","Hauptschulabschluss","480","0.0709246314871003","0.0650275619564514","0.0768217010177491"
"Angestellte, qualifizierte Tätigkeit","1984","Realschulabschluss","428","0.220104403356063","0.201400811649657","0.238807995062469"
"Angestellte, qualifizierte Tätigkeit","1984","(Fach-)Abitur","102","0.135571876135994","0.112771690020291","0.158372062251696"
"Angestellte, qualifizierte Tätigkeit","1984","AkademikerInnen","78","0.0963679870188289","0.0758033027058657","0.116932671331792"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","Hauptschulabschluss","80","0.0120614201253239","0.00955371523675533","0.0145691250138925"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","Realschulabschluss","90","0.0448145336406192","0.0354745587792735","0.0541545085019648"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","(Fach-)Abitur","33","0.0462208974394129","0.0322368711033562","0.0602049237754696"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","AkademikerInnen","182","0.227737212390628","0.198511883742748","0.256962541038508"
"Angestellte, umfassende Führungsaufgaben","1984","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1984","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1984","Hauptschulabschluss","37","0.00532143468930621","0.00365008248242722","0.00699278689618519"
"Beamte, einfacher Dienst","1984","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1984","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1984","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1984","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1984","Hauptschulabschluss","76","0.0116391609165149","0.00917521692071718","0.0141031049123127"
"Beamte, mittlerer Dienst","1984","Realschulabschluss","75","0.0372161619304512","0.0286709546712305","0.0457613691896718"
"Beamte, mittlerer Dienst","1984","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1984","AkademikerInnen","","","",""
"Beamte, gehobener Dienst","1984","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1984","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1984","Realschulabschluss","37","0.0193501300549258","0.0131315483411324","0.0255687117687192"
"Beamte, gehobener Dienst","1984","(Fach-)Abitur","30","0.0439947015148454","0.0303356833551349","0.0576537196745559"
"Beamte, gehobener Dienst","1984","AkademikerInnen","82","0.102520461681129","0.0813818040981475","0.12365911926411"
"Beamte, höherer Dienst","1984","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1984","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1984","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1984","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1984","AkademikerInnen","116","0.146502506404438","0.12186007809824","0.171144934710637"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","(noch) kein Abschluss","254","0.147284934220755","0.126389659632336","0.168180208809173"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","Hauptschulabschluss","1113","0.161046426060838","0.152085726277729","0.170007125843946"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","Realschulabschluss","221","0.112203983315486","0.0976878515251569","0.126720115105815"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","(Fach-)Abitur","62","0.063281419882383","0.0462606385273629","0.0803022012374032"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","AkademikerInnen","45","0.0497587338041736","0.0342584804509974","0.0652589871573497"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","(noch) kein Abschluss","197","0.432600671358325","0.403389097575851","0.461812245140799"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","Hauptschulabschluss","103","0.0104774919701461","0.00799527966568533","0.0129597042746068"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","Realschulabschluss","166","0.0851727597660373","0.0723343843045288","0.0980111352275458"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","(Fach-)Abitur","192","0.243433906587869","0.213431866345544","0.273435946830194"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","AkademikerInnen","","","",""
"NE: arbeitslos gemeldet","1985","(noch) kein Abschluss","80","0.0657040516996973","0.0510955639560702","0.0803125394433244"
"NE: arbeitslos gemeldet","1985","Hauptschulabschluss","319","0.0441836032165692","0.0391738628314907","0.0491933436016476"
"NE: arbeitslos gemeldet","1985","Realschulabschluss","54","0.0259934877136209","0.0186753028323947","0.033311672594847"
"NE: arbeitslos gemeldet","1985","(Fach-)Abitur","36","0.0407729051420327","0.0269473249620412","0.0545984853220242"
"NE: arbeitslos gemeldet","1985","AkademikerInnen","","","",""
"NE: Rentner/Rentnerin","1985","(noch) kein Abschluss","45","0.0669695362300284","0.0522310286326091","0.0817080438274478"
"NE: Rentner/Rentnerin","1985","Hauptschulabschluss","1187","0.281333976383329","0.270372423939194","0.292295528827464"
"NE: Rentner/Rentnerin","1985","Realschulabschluss","231","0.181839489404008","0.164099492996987","0.199579485811029"
"NE: Rentner/Rentnerin","1985","(Fach-)Abitur","54","0.115958982151219","0.0935756250588741","0.138342339243563"
"NE: Rentner/Rentnerin","1985","AkademikerInnen","77","0.150988294226571","0.125466237376997","0.176510351076145"
"NE: Wehr- und Zivildienst","1985","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","1985","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","1985","Realschulabschluss","","","",""
"NE: Wehr- und Zivildienst","1985","(Fach-)Abitur","","","",""
"NE: Wehr- und Zivildienst","1985","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","Hauptschulabschluss","171","0.0221026021380082","0.0185186205865737","0.0256865836894427"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","Realschulabschluss","148","0.0701940185994809","0.0584440585503825","0.0819439786485794"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","(Fach-)Abitur","46","0.0670637897712795","0.0495771308669535","0.0845504486756055"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","(noch) kein Abschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","Hauptschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","Realschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","(Fach-)Abitur","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","AkademikerInnen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","Hauptschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","Realschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","(Fach-)Abitur","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","AkademikerInnen","","","",""
"Volontäre, Praktikanten","1985","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","1985","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","1985","Realschulabschluss","","","",""
"Volontäre, Praktikanten","1985","(Fach-)Abitur","","","",""
"Volontäre, Praktikanten","1985","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","1985","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","1985","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","1985","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","1985","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","1985","AkademikerInnen","","","",""
"ungelernter Arbeiter","1985","(noch) kein Abschluss","177","0.0955848654006201","0.078249003882234","0.112920726919006"
"ungelernter Arbeiter","1985","Hauptschulabschluss","345","0.0343869624022513","0.0299447851431484","0.0388291396613543"
"ungelernter Arbeiter","1985","Realschulabschluss","","","",""
"ungelernter Arbeiter","1985","(Fach-)Abitur","40","0.0348525798622501","0.0220307175002335","0.0476744422242668"
"ungelernter Arbeiter","1985","AkademikerInnen","","","",""
"angelernter Arbeiter","1985","(noch) kein Abschluss","235","0.12154867595548","0.10228226058745","0.140815091323509"
"angelernter Arbeiter","1985","Hauptschulabschluss","826","0.0885001544149598","0.0815763031326626","0.0954240056972569"
"angelernter Arbeiter","1985","Realschulabschluss","40","0.0193182053839192","0.0129877111872047","0.0256486995806337"
"angelernter Arbeiter","1985","(Fach-)Abitur","51","0.0308501376439723","0.0187619598160169","0.0429383154719276"
"angelernter Arbeiter","1985","AkademikerInnen","","","",""
"gelernte und Facharbeiter","1985","(noch) kein Abschluss","70","0.0371333165284167","0.0259844195676899","0.0482822134891435"
"gelernte und Facharbeiter","1985","Hauptschulabschluss","839","0.111778201228928","0.104096866528646","0.11945953592921"
"gelernte und Facharbeiter","1985","Realschulabschluss","63","0.0320893374942241","0.0239836812543294","0.0401949937341188"
"gelernte und Facharbeiter","1985","(Fach-)Abitur","42","0.0315964908135145","0.0193676745173474","0.0438253071096816"
"gelernte und Facharbeiter","1985","AkademikerInnen","","","",""
"Vorarbeiter, Kolonnenführer","1985","(noch) kein Abschluss","","","",""
