"pgstib","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig (NE): keine weitere Angaben","2018","AkademikerInnen","513","0.0425180043062932","0.0377927328123585","0.0472432758002279"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","(noch) kein Abschluss","372","0.200692780080852","0.186405838235494","0.214979721926209"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","Hauptschulabschluss","100","0.00625706813394053","0.00449774218104666","0.0080163940868344"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","Realschulabschluss","172","0.0173901577839623","0.0142558822577363","0.0205244333101882"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","(Fach-)Abitur","413","0.0899059346086769","0.0817237812745344","0.0980880879428195"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","AkademikerInnen","128","0.0197589023698875","0.0164996132761846","0.0230181914635903"
"NE: arbeitslos gemeldet","2018","(noch) kein Abschluss","726","0.144930440419783","0.132373117475371","0.157487763364194"
"NE: arbeitslos gemeldet","2018","Hauptschulabschluss","833","0.0594575146272131","0.0541813732337084","0.0647336560207179"
"NE: arbeitslos gemeldet","2018","Realschulabschluss","271","0.03821568189485","0.0336188935467355","0.0428124702429646"
"NE: arbeitslos gemeldet","2018","(Fach-)Abitur","372","0.0352976004074051","0.0300192336476981","0.0405759671671121"
"NE: arbeitslos gemeldet","2018","AkademikerInnen","380","0.0216336061127186","0.0182264640296002","0.025040748195837"
"NE: Rentner/Rentnerin","2018","(noch) kein Abschluss","109","0.125131497596734","0.113329072682095","0.136933922511373"
"NE: Rentner/Rentnerin","2018","Hauptschulabschluss","2561","0.450641682414253","0.439540547701155","0.461742817127351"
"NE: Rentner/Rentnerin","2018","Realschulabschluss","1235","0.22303438002146","0.213053205184319","0.233015554858602"
"NE: Rentner/Rentnerin","2018","(Fach-)Abitur","333","0.11461175196574","0.105499793217427","0.123723710714053"
"NE: Rentner/Rentnerin","2018","AkademikerInnen","1292","0.220452566098977","0.21074402720797","0.230161104989984"
"NE: Wehr- und Zivildienst","2018","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","2018","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2018","Realschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2018","(Fach-)Abitur","","","",""
"NE: Wehr- und Zivildienst","2018","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","Hauptschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","Realschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","(Fach-)Abitur","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2018","(noch) kein Abschluss","32","0.00557393079169829","0.00291820292303802","0.00822965866035857"
"Auszubildende, gewerblich-technisch (ab 2000)","2018","Hauptschulabschluss","108","0.0086873252251685","0.0066168396431425","0.0107578108071945"
"Auszubildende, gewerblich-technisch (ab 2000)","2018","Realschulabschluss","122","0.0126471716193667","0.00996783210757342","0.01532651113116"
"Auszubildende, gewerblich-technisch (ab 2000)","2018","(Fach-)Abitur","126","0.0216169418182133","0.0174570514856805","0.0257768321507462"
"Auszubildende, gewerblich-technisch (ab 2000)","2018","AkademikerInnen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2018","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2018","Hauptschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2018","Realschulabschluss","74","0.00975998579690382","0.00740282242477202","0.0121171491690356"
"Auszubildende, kaufmännisch (ab 2000)","2018","(Fach-)Abitur","81","0.0185913592665197","0.0147275933856291","0.0224551251474103"
"Auszubildende, kaufmännisch (ab 2000)","2018","AkademikerInnen","","","",""
"Volontäre, Praktikanten","2018","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","2018","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","2018","Realschulabschluss","","","",""
"Volontäre, Praktikanten","2018","(Fach-)Abitur","38","0.00959151043001144","0.00680358616638502","0.0123794346936379"
"Volontäre, Praktikanten","2018","AkademikerInnen","36","0.0030977978826604","0.00179634682920797","0.00439924893611282"
"Aspiranten (1990 Ost)","2018","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","2018","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","2018","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","2018","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","2018","AkademikerInnen","","","",""
"ungelernter Arbeiter","2018","(noch) kein Abschluss","146","0.053022503708841","0.0450293810147631","0.0610156264029188"
"ungelernter Arbeiter","2018","Hauptschulabschluss","349","0.0358860176422576","0.0317359931027659","0.0400360421817493"
"ungelernter Arbeiter","2018","Realschulabschluss","92","0.0118447898114273","0.00925078297071782","0.0144387966521368"
"ungelernter Arbeiter","2018","(Fach-)Abitur","152","0.0246843923864315","0.0202461184857678","0.0291226662870952"
"ungelernter Arbeiter","2018","AkademikerInnen","78","0.00544045580306228","0.00371776212361964","0.00716314948250492"
"angelernter Arbeiter","2018","(noch) kein Abschluss","114","0.0371100593281312","0.0303670977714469","0.0438530208848155"
"angelernter Arbeiter","2018","Hauptschulabschluss","612","0.0712040404006974","0.0654663604621306","0.0769417203392642"
"angelernter Arbeiter","2018","Realschulabschluss","266","0.0392686010366014","0.0346114688765351","0.0439257331966678"
"angelernter Arbeiter","2018","(Fach-)Abitur","192","0.0296750591721861","0.0248212277732558","0.0345288905711165"
"angelernter Arbeiter","2018","AkademikerInnen","106","0.0105577955779059","0.0081641664433848","0.012951424712427"
"gelernte und Facharbeiter","2018","(noch) kein Abschluss","","","",""
"gelernte und Facharbeiter","2018","Hauptschulabschluss","453","0.0715872080441754","0.0658352976579444","0.0773391184304063"
"gelernte und Facharbeiter","2018","Realschulabschluss","472","0.0820497538394717","0.0754694936263858","0.0886300140525575"
"gelernte und Facharbeiter","2018","(Fach-)Abitur","85","0.0216555837905847","0.0174920592768628","0.0258191083043067"
"gelernte und Facharbeiter","2018","AkademikerInnen","36","0.00396144608523582","0.00249035361801678","0.00543253855245486"
"Vorarbeiter, Kolonnenführer","2018","(noch) kein Abschluss","","","",""
"Vorarbeiter, Kolonnenführer","2018","Hauptschulabschluss","71","0.0117359570233451","0.00933314612405743","0.0141387679226328"
"Vorarbeiter, Kolonnenführer","2018","Realschulabschluss","69","0.00655499178245341","0.0046201170771211","0.00848986648778572"
"Vorarbeiter, Kolonnenführer","2018","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","2018","AkademikerInnen","","","",""
"Meister, Polier","2018","(noch) kein Abschluss","","","",""
"Meister, Polier","2018","Hauptschulabschluss","","","",""
"Meister, Polier","2018","Realschulabschluss","30","0.00409187454752854","0.00256126066383894","0.00562248843121814"
"Meister, Polier","2018","(Fach-)Abitur","","","",""
"Meister, Polier","2018","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","(noch) kein Abschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","Hauptschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","Realschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","AkademikerInnen","","","",""
"selbständiger Landwirt","2018","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","2018","Hauptschulabschluss","","","",""
"selbständiger Landwirt","2018","Realschulabschluss","","","",""
"selbständiger Landwirt","2018","(Fach-)Abitur","","","",""
"selbständiger Landwirt","2018","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","AkademikerInnen","","","",""
"Freiberufler, Akademiker","2018","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","2018","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","2018","Realschulabschluss","","","",""
"Freiberufler, Akademiker","2018","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","2018","AkademikerInnen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","Realschulabschluss","31","0.00570708203022654","0.00390091011145954","0.00751325394899354"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","(Fach-)Abitur","46","0.0129509611125406","0.00971688186678041","0.0161850403583007"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","AkademikerInnen","224","0.0348655333687429","0.0305695054837035","0.0391615612537824"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","AkademikerInnen","94","0.0133246578351428","0.0106393740304051","0.0160099416398806"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","AkademikerInnen","","","",""
"sonstige selbständiger","2018","(noch) kein Abschluss","","","",""
"sonstige selbständiger","2018","Hauptschulabschluss","","","",""
"sonstige selbständiger","2018","Realschulabschluss","","","",""
"sonstige selbständiger","2018","(Fach-)Abitur","","","",""
"sonstige selbständiger","2018","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","Hauptschulabschluss","85","0.0115204104489721","0.0091395076244176","0.0139013132735267"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","Realschulabschluss","137","0.0218088600667836","0.0183068031450128","0.0253109169885545"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","(Fach-)Abitur","103","0.0253354124083807","0.0208404933529908","0.0298303314637705"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","AkademikerInnen","121","0.018172572079156","0.0150443267666825","0.0213008173916296"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","Hauptschulabschluss","47","0.00671166180865965","0.0048899631370307","0.00853336048028861"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","Realschulabschluss","90","0.014056178673289","0.0112335446328966","0.0168788127136814"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","(Fach-)Abitur","32","0.00726216641647544","0.00483342836093933","0.00969090447201156"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","AkademikerInnen","66","0.0113812424659079","0.00889705547430718","0.0138654294575087"
"sonstige selbständiger, 10+ Mitarbeiter","2018","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2018","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2018","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2018","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2018","AkademikerInnen","32","0.00561887466629575","0.00386831817233338","0.00736943116025812"
"mithelfende Familienangehörige","2018","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","2018","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","2018","Realschulabschluss","","","",""
"mithelfende Familienangehörige","2018","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","2018","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","2018","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","2018","Hauptschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","2018","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","2018","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","2018","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","(noch) kein Abschluss","143","0.0811449845341057","0.0714047173409243","0.090885251727287"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","Hauptschulabschluss","463","0.050382046815898","0.0455018627478458","0.0552622308839502"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","Realschulabschluss","299","0.0325350553550761","0.0282811458263275","0.0367889648838247"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","(Fach-)Abitur","383","0.0778703155063146","0.0702053137051436","0.0855353173074856"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","AkademikerInnen","166","0.0181992533705842","0.0150687549646246","0.0213297517765439"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","Hauptschulabschluss","452","0.0614128150854161","0.0560561973649558","0.0667694328058764"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","Realschulabschluss","587","0.0891040530733374","0.0822731524091632","0.0959349537375116"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","(Fach-)Abitur","230","0.0535656928023993","0.0471252030555453","0.0600061825492533"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","AkademikerInnen","104","0.0151477745169877","0.0122873204813598","0.0180082285526156"
"Angestellte, qualifizierte Tätigkeit","2018","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","2018","Hauptschulabschluss","576","0.0746477875847124","0.0687838971770492","0.0805116779923755"
"Angestellte, qualifizierte Tätigkeit","2018","Realschulabschluss","1772","0.255781344822195","0.245320191563328","0.266242498081062"
"Angestellte, qualifizierte Tätigkeit","2018","(Fach-)Abitur","1077","0.257832573063241","0.245319899088913","0.27034524703757"
"Angestellte, qualifizierte Tätigkeit","2018","AkademikerInnen","982","0.148169706238321","0.139849554003853","0.156489858472788"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","Hauptschulabschluss","102","0.0137686780448285","0.0111687617917217","0.0163685942979354"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","Realschulabschluss","298","0.0475977659425898","0.0424927354247883","0.0527027964603914"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","(Fach-)Abitur","251","0.0770906682433543","0.0694609110650373","0.0847204254216712"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","AkademikerInnen","1739","0.276234817698003","0.265763216968061","0.286706418427944"
"Angestellte, umfassende Führungsaufgaben","2018","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","2018","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","2018","Realschulabschluss","34","0.00562502341158508","0.00383180943187583","0.00741823739129434"
"Angestellte, umfassende Führungsaufgaben","2018","(Fach-)Abitur","33","0.00827595079160019","0.00568454953484139","0.010867352048359"
"Angestellte, umfassende Führungsaufgaben","2018","AkademikerInnen","138","0.0174107624234349","0.0143476007565836","0.0204739240902863"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","2018","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","2018","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","2018","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","2018","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","2018","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","2018","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","2018","Hauptschulabschluss","","","",""
"Beamte, mittlerer Dienst","2018","Realschulabschluss","97","0.0126281108883591","0.00995076533053523","0.015305456446183"
"Beamte, mittlerer Dienst","2018","(Fach-)Abitur","33","0.00943730120764611","0.00667166414928884","0.0122029382660034"
"Beamte, mittlerer Dienst","2018","AkademikerInnen","40","0.00506354920373065","0.00340128439524238","0.00672581401221891"
"Beamte, gehobener Dienst","2018","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","2018","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","2018","Realschulabschluss","40","0.00537547782896055","0.00362227172483672","0.00712868393308437"
"Beamte, gehobener Dienst","2018","(Fach-)Abitur","80","0.0191014642687103","0.0151860685100639","0.0230168600273567"
"Beamte, gehobener Dienst","2018","AkademikerInnen","349","0.0547001600784965","0.0493747370355049","0.0600255831214881"
"Beamte, höherer Dienst","2018","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","2018","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","2018","Realschulabschluss","","","",""
"Beamte, höherer Dienst","2018","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","2018","AkademikerInnen","287","0.0423133900441816","0.0375989985922586","0.0470277814961046"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","(noch) kein Abschluss","1148","0.264604635116375","0.248471638559863","0.280737631672887"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","Hauptschulabschluss","608","0.0474212096507932","0.0424433483039698","0.0523990709976166"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","Realschulabschluss","354","0.0415413643652326","0.0367966247361696","0.0462861039942956"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","(Fach-)Abitur","453","0.0704821611997396","0.0631731267378887","0.0777911956615905"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","AkademikerInnen","470","0.0490453913380874","0.0441925975739578","0.053898185102217"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","(noch) kein Abschluss","314","0.197357558019278","0.182801498761879","0.211913617276677"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","Hauptschulabschluss","89","0.00700105651534746","0.00504823652214578","0.00895387650854913"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","Realschulabschluss","155","0.0186940259003046","0.015473409788989","0.0219146420116202"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","(Fach-)Abitur","345","0.0766503575362188","0.0690535394994804","0.0842471755729571"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","AkademikerInnen","110","0.0185286657766672","0.0154984488301458","0.0215588827231887"
"NE: arbeitslos gemeldet","2019","(noch) kein Abschluss","663","0.133360244238582","0.120926888256511","0.145793600220653"
"NE: arbeitslos gemeldet","2019","Hauptschulabschluss","672","0.0556411273172474","0.0502723854833036","0.0610098691511913"
"NE: arbeitslos gemeldet","2019","Realschulabschluss","258","0.0383314321992684","0.0337660666885618","0.0428967977099751"
"NE: arbeitslos gemeldet","2019","(Fach-)Abitur","314","0.0307756699094136","0.0258438472656786","0.0357074925531486"
"NE: arbeitslos gemeldet","2019","AkademikerInnen","304","0.0175390810399776","0.0145894078672908","0.0204887542126645"
"NE: Rentner/Rentnerin","2019","(noch) kein Abschluss","90","0.112365829323015","0.100815615869058","0.123916042776973"
"NE: Rentner/Rentnerin","2019","Hauptschulabschluss","2361","0.448948899018176","0.437299583169264","0.460598214867089"
"NE: Rentner/Rentnerin","2019","Realschulabschluss","1259","0.227732115716822","0.217760134599031","0.237704096834612"
"NE: Rentner/Rentnerin","2019","(Fach-)Abitur","343","0.111482700266392","0.102495421296369","0.120469979236414"
"NE: Rentner/Rentnerin","2019","AkademikerInnen","1317","0.217574200514815","0.208302954221291","0.226845446808339"
"NE: Wehr- und Zivildienst","2019","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","2019","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2019","Realschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2019","(Fach-)Abitur","30","0.00692125935525052","0.00455383591628422","0.00928868279421683"
"NE: Wehr- und Zivildienst","2019","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","Hauptschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","Realschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","(Fach-)Abitur","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2019","(noch) kein Abschluss","33","0.00830167483832506","0.00498327645947161","0.0116200732171785"
"Auszubildende, gewerblich-technisch (ab 2000)","2019","Hauptschulabschluss","91","0.00732515929424467","0.00532797532268722","0.00932234326580212"
"Auszubildende, gewerblich-technisch (ab 2000)","2019","Realschulabschluss","119","0.0148630151338216","0.0119857022407009","0.0177403280269422"
"Auszubildende, gewerblich-technisch (ab 2000)","2019","(Fach-)Abitur","118","0.0186964414497108","0.0148285640240895","0.0225643188753321"
"Auszubildende, gewerblich-technisch (ab 2000)","2019","AkademikerInnen","32","0.00195289402800787","0.000960857422677765","0.00294493063333797"
"Auszubildende, kaufmännisch (ab 2000)","2019","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2019","Hauptschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2019","Realschulabschluss","70","0.00843920131590324","0.00626401898108624","0.0106143836507202"
"Auszubildende, kaufmännisch (ab 2000)","2019","(Fach-)Abitur","87","0.0189933458725296","0.0150954677650894","0.0228912239799699"
"Auszubildende, kaufmännisch (ab 2000)","2019","AkademikerInnen","","","",""
"Volontäre, Praktikanten","2019","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","2019","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","2019","Realschulabschluss","","","",""
"Volontäre, Praktikanten","2019","(Fach-)Abitur","38","0.00886426102991745","0.00618768628783444","0.0115408357720005"
"Volontäre, Praktikanten","2019","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","2019","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","2019","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","2019","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","2019","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","2019","AkademikerInnen","","","",""
"ungelernter Arbeiter","2019","(noch) kein Abschluss","195","0.0617853426409486","0.0529799300621084","0.0705907552197889"
"ungelernter Arbeiter","2019","Hauptschulabschluss","324","0.0398533039513317","0.0352718113508101","0.0444347965518533"
"ungelernter Arbeiter","2019","Realschulabschluss","82","0.0107674390955856","0.00831334769772336","0.0132215304934478"
