"pgstib","year","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2017","1464","0.0494204746824978","0.047076384235542","0.0517645651294537"
"Angestellte, qualifizierte Tätigkeit","2017","4536","0.152612362471795","0.148723141665336","0.156501583278253"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2017","2534","0.0892561852052036","0.0861726851771639","0.0923396852332432"
"Angestellte, umfassende Führungsaufgaben","2017","250","0.00756750314582175","0.00663025740766366","0.00850474888397983"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2017","","","",""
"Beamte, einfacher Dienst","2017","","","",""
"Beamte, mittlerer Dienst","2017","217","0.00737193221367599","0.00644678547314401","0.00829707895420797"
"Beamte, gehobener Dienst","2017","508","0.017380841870653","0.0159674756785185","0.0187942080627874"
"Beamte, höherer Dienst","2017","315","0.0103602202843139","0.00926513044937487","0.0114553101192529"
"nicht erwerbstätig (NE): keine weitere Angaben","2018","3619","0.0587139541378708","0.0560765287252268","0.0613513795505148"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","1334","0.0358881116296159","0.0338012784450515","0.0379749448141804"
"NE: arbeitslos gemeldet","2018","2779","0.0467434690524952","0.0443752925021672","0.0491116456028232"
"NE: Rentner/Rentnerin","2018","5597","0.263026424036432","0.258087022185295","0.267965825887569"
"NE: Wehr- und Zivildienst","2018","51","0.00114462334786576","0.000765281008965498","0.00152396568676602"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2018","504","0.0120708750069172","0.0108457483699157","0.0132960016439187"
"Auszubildende, kaufmännisch (ab 2000)","2018","261","0.00855717832850994","0.00752382738762127","0.00959052926939861"
"Volontäre, Praktikanten","2018","132","0.00368106630512452","0.00300165194250953","0.00436048066773952"
"Aspiranten (1990 Ost)","2018","","","",""
"ungelernter Arbeiter","2018","864","0.0214301407937352","0.0198055007955777","0.0230547807918927"
"angelernter Arbeiter","2018","1345","0.0409762297036092","0.0387522572932581","0.0432002021139604"
"gelernte und Facharbeiter","2018","1120","0.0478583944461297","0.0454635431856397","0.0502532457066197"
"Vorarbeiter, Kolonnenführer","2018","168","0.00595544481105545","0.00509225016258204","0.00681863945952887"
"Meister, Polier","2018","63","0.00213648128080862","0.00161847642570675","0.0026544861359105"
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","","","",""
"selbständiger Landwirt","2018","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","","","",""
"Freiberufler, Akademiker","2018","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","328","0.0125072243659457","0.0112604262266905","0.0137540225052008"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","130","0.0049932506923311","0.00420247481920629","0.00578402656545591"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","32","0.000975993254737994","0.000625677167123481","0.00132630934235251"
"sonstige selbständiger","2018","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","471","0.0183664304810211","0.0168600461413093","0.0198728148207329"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","251","0.00952254089753469","0.00843299022502185","0.0106120915700475"
"sonstige selbständiger, 10+ Mitarbeiter","2018","73","0.00314828555188529","0.00251979167661945","0.00377677942715112"
"mithelfende Familienangehörige","2018","45","0.0014181377023665","0.000995955666385169","0.00184031973834783"
"Angestellte, Industrie- und Werkmeister","2018","70","0.00258878902452039","0.00201871117908054","0.00315886686996023"
"Angestellte, einfache Tätigkeit (bis 1990)","2018","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","1553","0.0451087415385682","0.0427803499271805","0.0474371331499559"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","1457","0.0539856403718277","0.0514502974750094","0.0565209832686459"
"Angestellte, qualifizierte Tätigkeit","2018","4560","0.16241481996479","0.158276957691055","0.166552682238525"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","2447","0.0932451865326858","0.0899830145198075","0.0965073585455642"
"Angestellte, umfassende Führungsaufgaben","2018","222","0.00704314447305239","0.00610494064770676","0.00798134829839802"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","","","",""
"Beamte, einfacher Dienst","2018","","","",""
"Beamte, mittlerer Dienst","2018","194","0.00663595782713542","0.005725091310149","0.00754682434412184"
"Beamte, gehobener Dienst","2018","486","0.0172526159948292","0.0157917945428686","0.0187134374467899"
"Beamte, höherer Dienst","2018","298","0.0101995739178427","0.00907234130642681","0.0113268065292586"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","3210","0.0603197727472235","0.0576381085653776","0.0630014369290694"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","1113","0.0336638652567039","0.0316323008354075","0.0356954296780003"
"NE: arbeitslos gemeldet","2019","2423","0.0437252011693329","0.041421947550471","0.0460284547881949"
"NE: Rentner/Rentnerin","2019","5434","0.258958619000061","0.254024371678181","0.263892866321941"
"NE: Wehr- und Zivildienst","2019","51","0.00151523478161669","0.0010771126565216","0.00195335690671178"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2019","481","0.0126320054319977","0.0113740647186471","0.0138899461453484"
"Auszubildende, kaufmännisch (ab 2000)","2019","239","0.00755171881101906","0.00657659144211416","0.00852684617992396"
"Volontäre, Praktikanten","2019","130","0.00339083986434997","0.00273605206873532","0.00404562765996462"
"Aspiranten (1990 Ost)","2019","","","",""
"ungelernter Arbeiter","2019","885","0.0226018868858996","0.0209277437159414","0.0242760300558577"
"angelernter Arbeiter","2019","1174","0.0417225094010048","0.0394702658463145","0.043974752955695"
"gelernte und Facharbeiter","2019","886","0.0393376974086343","0.0371480492272138","0.0415273455900547"
"Vorarbeiter, Kolonnenführer","2019","131","0.00601638900601629","0.00514534105187239","0.0068874369601602"
"Meister, Polier","2019","58","0.00275035324199647","0.00216045013672934","0.0033402563472636"
"Arbeiter in der Landwirtschaft (1990 Ost)","2019","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2019","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2019","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2019","","","",""
"selbständiger Landwirt","2019","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2019","37","0.00122662935325673","0.000832376674713779","0.00162088203179968"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2019","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2019","","","",""
"Freiberufler, Akademiker","2019","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2019","372","0.011329221729806","0.0101371280483023","0.0125213154113096"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2019","158","0.00438706690296441","0.0036426488577669","0.00513148494816193"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2019","86","0.00095182839869142","0.000604486605157495","0.00129917019222535"
"sonstige selbständiger","2019","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2019","518","0.0165661082282397","0.0151284113443227","0.0180038051121567"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2019","676","0.0106388069238228","0.00948320462242412","0.0117944092252215"
"sonstige selbständiger, 10+ Mitarbeiter","2019","738","0.00554577345427351","0.00470928883480748","0.00638225807373953"
"mithelfende Familienangehörige","2019","58","0.00148423200721494","0.00105060845900612","0.00191785555542377"
"Angestellte, Industrie- und Werkmeister","2019","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2019","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2019","1517","0.0450717969027448","0.0427349928612035","0.0474086009442862"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2019","1392","0.050948529077856","0.0484717047367791","0.0534253534189329"
"Angestellte, qualifizierte Tätigkeit","2019","4194","0.162576863507691","0.15842076007949","0.166732966935891"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2019","2677","0.104657052535142","0.101209082705752","0.108105022364531"
"Angestellte, umfassende Führungsaufgaben","2019","383","0.0111702891098801","0.00998649149932634","0.0123540867204339"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2019","254","0.00234672825999242","0.00180171669761385","0.00289173982237099"
"Beamte, einfacher Dienst","2019","","","",""
"Beamte, mittlerer Dienst","2019","176","0.00656195527787896","0.00565252056800538","0.00747138998775254"
"Beamte, gehobener Dienst","2019","463","0.0178377177855757","0.0163468272115441","0.0193286083596074"
"Beamte, höherer Dienst","2019","292","0.0107136844259523","0.00955406648863511","0.0118733023632694"
