"pgstib","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"NE: arbeitslos gemeldet","2012","16-34 Jahre alt","568","0.0677731474172564","0.0618216116819284","0.0737246831525845"
"NE: arbeitslos gemeldet","2012","35-65 Jahre alt","1049","0.0646881789439837","0.0608880942604518","0.0684882636275157"
"NE: arbeitslos gemeldet","2012","66 und älter","","","",""
"NE: Rentner/Rentnerin","2012","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2012","35-65 Jahre alt","1328","0.0996693200364952","0.0950414157006329","0.104297224372358"
"NE: Rentner/Rentnerin","2012","66 und älter","4899","0.93320975141546","0.926464178622933","0.939955324207987"
"NE: Wehr- und Zivildienst","2012","16-34 Jahre alt","52","0.00767120787699294","0.00560535644332595","0.00973705931065993"
"NE: Wehr- und Zivildienst","2012","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2012","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2012","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2012","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2012","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2012","16-34 Jahre alt","344","0.0514529296560961","0.0462220598431949","0.0566837994689973"
"Auszubildende, gewerblich-technisch (ab 2000)","2012","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2012","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2012","16-34 Jahre alt","191","0.0313153822906842","0.0271914694819896","0.0354392950993788"
"Auszubildende, kaufmännisch (ab 2000)","2012","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2012","66 und älter","","","",""
"Volontäre, Praktikanten","2012","16-34 Jahre alt","47","0.0079996435709124","0.00589038099790321","0.0101089061439216"
"Volontäre, Praktikanten","2012","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2012","66 und älter","","","",""
"Aspiranten (1990 Ost)","2012","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2012","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2012","66 und älter","","","",""
"ungelernter Arbeiter","2012","16-34 Jahre alt","216","0.0361392428611316","0.0317201198784413","0.0405583658438218"
"ungelernter Arbeiter","2012","35-65 Jahre alt","458","0.0331170527661901","0.0303525604263586","0.0358815451060216"
"ungelernter Arbeiter","2012","66 und älter","","","",""
"angelernter Arbeiter","2012","16-34 Jahre alt","247","0.0377921541461948","0.0332769781376401","0.0423073301547495"
"angelernter Arbeiter","2012","35-65 Jahre alt","1012","0.0757772538041093","0.0716887881095852","0.0798657194986333"
"angelernter Arbeiter","2012","66 und älter","","","",""
"gelernte und Facharbeiter","2012","16-34 Jahre alt","421","0.0698240311353547","0.0637897654133712","0.0758582968573381"
"gelernte und Facharbeiter","2012","35-65 Jahre alt","1096","0.0764987711527557","0.0723924910680737","0.0806050512374377"
"gelernte und Facharbeiter","2012","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2012","16-34 Jahre alt","33","0.00827886684593736","0.00613341067590525","0.0104243230159695"
"Vorarbeiter, Kolonnenführer","2012","35-65 Jahre alt","166","0.0136953568162718","0.0118998179297442","0.0154908957027993"
"Vorarbeiter, Kolonnenführer","2012","66 und älter","","","",""
"Meister, Polier","2012","16-34 Jahre alt","","","",""
"Meister, Polier","2012","35-65 Jahre alt","68","0.00543552817672784","0.004299628576287","0.00657142777716869"
"Meister, Polier","2012","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2012","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2012","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2012","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2012","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2012","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2012","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2012","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2012","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2012","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2012","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2012","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2012","66 und älter","","","",""
"selbständiger Landwirt","2012","16-34 Jahre alt","","","",""
"selbständiger Landwirt","2012","35-65 Jahre alt","","","",""
"selbständiger Landwirt","2012","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2012","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2012","35-65 Jahre alt","35","0.00186065400265127","0.00119487361293823","0.00252643439236431"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2012","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2012","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2012","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2012","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2012","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2012","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2012","66 und älter","","","",""
"Freiberufler, Akademiker","2012","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","2012","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker","2012","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2012","16-34 Jahre alt","45","0.00804444806440585","0.00592933471529067","0.010159561413521"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2012","35-65 Jahre alt","286","0.0189342195674521","0.0168286220062245","0.0210398171286798"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2012","66 und älter","35","0.00480438747865373","0.00293609051191532","0.00667268444539213"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2012","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2012","35-65 Jahre alt","169","0.00957451524707967","0.00807008553718623","0.0110789449569731"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2012","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2012","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2012","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2012","66 und älter","","","",""
"sonstige selbständiger","2012","16-34 Jahre alt","","","",""
"sonstige selbständiger","2012","35-65 Jahre alt","","","",""
"sonstige selbständiger","2012","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2012","16-34 Jahre alt","81","0.00944820496503979","0.00715758700492139","0.0117388229251582"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2012","35-65 Jahre alt","463","0.0315695858646131","0.0288682956023155","0.0342708761269108"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2012","66 und älter","49","0.0088837555502958","0.00634843272598371","0.0114190783746079"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2012","16-34 Jahre alt","33","0.00689137681179993","0.00493257368347152","0.00885017994012834"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2012","35-65 Jahre alt","311","0.0184753432008697","0.0163949306516265","0.0205557557501129"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2012","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2012","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2012","35-65 Jahre alt","71","0.00355258095006623","0.00263339837012497","0.00447176353000748"
"sonstige selbständiger, 10+ Mitarbeiter","2012","66 und älter","","","",""
"mithelfende Familienangehörige","2012","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","2012","35-65 Jahre alt","","","",""
"mithelfende Familienangehörige","2012","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","2012","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","2012","35-65 Jahre alt","59","0.00332615491253331","0.00243664586995006","0.00421566395511655"
"Angestellte, Industrie- und Werkmeister","2012","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2012","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2012","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2012","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2012","16-34 Jahre alt","329","0.0481905485665652","0.0431195281930047","0.0532615689401257"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2012","35-65 Jahre alt","623","0.0333632381024678","0.0305888427276685","0.0361376334772671"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2012","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2012","16-34 Jahre alt","371","0.0601286689277787","0.0544998871723772","0.0657574506831802"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2012","35-65 Jahre alt","927","0.0576687447508242","0.0540673174889702","0.0612701720126782"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2012","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","2012","16-34 Jahre alt","915","0.15511667273177","0.146544971522223","0.163688373941318"
"Angestellte, qualifizierte Tätigkeit","2012","35-65 Jahre alt","3380","0.198743368073591","0.192578344496481","0.2049083916507"
"Angestellte, qualifizierte Tätigkeit","2012","66 und älter","32","0.00667027680421288","0.00447094217194456","0.00886961143648119"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2012","16-34 Jahre alt","435","0.0812264218281496","0.0747580895179325","0.0876947541383667"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2012","35-65 Jahre alt","1909","0.111130220551017","0.106274678058815","0.115985763043219"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2012","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","2012","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","2012","35-65 Jahre alt","259","0.0117492087127119","0.0100844914034835","0.0134139260219402"
"Angestellte, umfassende Führungsaufgaben","2012","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2012","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2012","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2012","66 und älter","","","",""
"Beamte, einfacher Dienst","2012","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","2012","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","2012","66 und älter","","","",""
"Beamte, mittlerer Dienst","2012","16-34 Jahre alt","55","0.0122694703759369","0.00966288736191826","0.0148760533899556"
"Beamte, mittlerer Dienst","2012","35-65 Jahre alt","207","0.0132330341168947","0.0114676483629204","0.014998419870869"
"Beamte, mittlerer Dienst","2012","66 und älter","","","",""
"Beamte, gehobener Dienst","2012","16-34 Jahre alt","84","0.0162683503826506","0.0132729871493099","0.0192637136159914"
"Beamte, gehobener Dienst","2012","35-65 Jahre alt","443","0.023760351298801","0.0214074308169542","0.0261132717806479"
"Beamte, gehobener Dienst","2012","66 und älter","","","",""
"Beamte, höherer Dienst","2012","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","2012","35-65 Jahre alt","291","0.0146612629933598","0.0128043948265927","0.0165181311601269"
"Beamte, höherer Dienst","2012","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2013","16-34 Jahre alt","1378","0.113118773963312","0.106336458462192","0.119901089464432"
"nicht erwerbstätig (NE): keine weitere Angaben","2013","35-65 Jahre alt","1414","0.0646421487833324","0.0610220013113662","0.0682622962552986"
"nicht erwerbstätig (NE): keine weitere Angaben","2013","66 und älter","71","0.0123301010069746","0.00930320910148728","0.0153569929124619"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2013","16-34 Jahre alt","1278","0.154423017005809","0.146685341621953","0.162160692389664"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2013","35-65 Jahre alt","62","0.00346809616685683","0.00260258905341657","0.00433360328029709"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2013","66 und älter","","","",""
"NE: arbeitslos gemeldet","2013","16-34 Jahre alt","737","0.0700456203168277","0.0645805062874879","0.0755107343461675"
"NE: arbeitslos gemeldet","2013","35-65 Jahre alt","1325","0.0661177300573373","0.0624593863567834","0.0697760737578912"
"NE: arbeitslos gemeldet","2013","66 und älter","","","",""
"NE: Rentner/Rentnerin","2013","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2013","35-65 Jahre alt","1281","0.0990642056044797","0.0946659063600393","0.10346250484892"
"NE: Rentner/Rentnerin","2013","66 und älter","4737","0.93445010842842","0.927661641071569","0.94123857578527"
"NE: Wehr- und Zivildienst","2013","16-34 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2013","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2013","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2013","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2013","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2013","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2013","16-34 Jahre alt","511","0.0576273740957015","0.0526373383186953","0.0626174098727078"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2013","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","16-34 Jahre alt","276","0.0309278563386598","0.0272207855638551","0.0346349271134645"
"Auszubildende, kaufmännisch (ab 2000)","2013","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","66 und älter","","","",""
"Volontäre, Praktikanten","2013","16-34 Jahre alt","91","0.012466074332577","0.0100902256270972","0.0148419230380568"
"Volontäre, Praktikanten","2013","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2013","66 und älter","","","",""
"Aspiranten (1990 Ost)","2013","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2013","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2013","66 und älter","","","",""
"ungelernter Arbeiter","2013","16-34 Jahre alt","267","0.0284573024277113","0.0248968456042567","0.0320177592511658"
"ungelernter Arbeiter","2013","35-65 Jahre alt","686","0.0338385203164196","0.0311765082880647","0.0365005323447744"
"ungelernter Arbeiter","2013","66 und älter","","","",""
"angelernter Arbeiter","2013","16-34 Jahre alt","354","0.0372598137675339","0.0332042353511356","0.0413153921839323"
"angelernter Arbeiter","2013","35-65 Jahre alt","1337","0.0740116155199052","0.0701574338307028","0.0778657972091075"
"angelernter Arbeiter","2013","66 und älter","","","",""
"gelernte und Facharbeiter","2013","16-34 Jahre alt","374","0.0547457955706228","0.0498746892653546","0.0596169018758909"
"gelernte und Facharbeiter","2013","35-65 Jahre alt","1071","0.0739080605416187","0.0700563607744783","0.0777597603087592"
"gelernte und Facharbeiter","2013","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2013","16-34 Jahre alt","35","0.00621230346469653","0.00452981904169069","0.00789478788770237"
"Vorarbeiter, Kolonnenführer","2013","35-65 Jahre alt","193","0.012348858273187","0.0107229551680029","0.0139747613783712"
"Vorarbeiter, Kolonnenführer","2013","66 und älter","","","",""
"Meister, Polier","2013","16-34 Jahre alt","","","",""
"Meister, Polier","2013","35-65 Jahre alt","66","0.00489275234998392","0.00386546714352258","0.00592003755644527"
"Meister, Polier","2013","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","35-65 Jahre alt","","","",""
