"ple0044_h","year","age_gr","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1986","46-65","Westdeutschland","2049","0.648641513610322","0.63205942790512","0.665223599315524"
"Ja","1986","46-65","Ostdeutschland","","","",""
"Ja","1986","66","Westdeutschland","","","",""
"Ja","1986","66","Ostdeutschland","","","",""
"Nein","1987","17-29","Westdeutschland","926","0.317824819580978","0.301036346054427","0.334613293107529"
"Nein","1987","17-29","Ostdeutschland","","","",""
"Nein","1987","30-45","Westdeutschland","1147","0.391130646889245","0.37392139000498","0.40833990377351"
"Nein","1987","30-45","Ostdeutschland","","","",""
"Nein","1987","46-65","Westdeutschland","1001","0.321720790400251","0.305379127430289","0.338062453370213"
"Nein","1987","46-65","Ostdeutschland","","","",""
"Nein","1987","66","Westdeutschland","","","",""
"Nein","1987","66","Ostdeutschland","","","",""
"Ja","1987","17-29","Westdeutschland","2029","0.682175180419022","0.665386706892471","0.698963653945573"
"Ja","1987","17-29","Ostdeutschland","","","",""
"Ja","1987","30-45","Westdeutschland","1942","0.608869353110755","0.59166009622649","0.62607860999502"
"Ja","1987","30-45","Ostdeutschland","","","",""
"Ja","1987","46-65","Westdeutschland","2138","0.678279209599749","0.661937546629787","0.694620872569711"
"Ja","1987","46-65","Ostdeutschland","","","",""
"Ja","1987","66","Westdeutschland","","","",""
"Ja","1987","66","Ostdeutschland","","","",""
"Nein","1988","17-29","Westdeutschland","884","0.327598224471945","0.31025425819778","0.34494219074611"
"Nein","1988","17-29","Ostdeutschland","","","",""
"Nein","1988","30-45","Westdeutschland","1124","0.404670114461237","0.386759743102723","0.422580485819751"
"Nein","1988","30-45","Ostdeutschland","","","",""
"Nein","1988","46-65","Westdeutschland","978","0.330806002208195","0.314108139716628","0.347503864699761"
"Nein","1988","46-65","Ostdeutschland","","","",""
"Nein","1988","66","Westdeutschland","","","",""
"Nein","1988","66","Ostdeutschland","","","",""
"Ja","1988","17-29","Westdeutschland","1929","0.672401775528055","0.65505780925389","0.68974574180222"
"Ja","1988","17-29","Ostdeutschland","","","",""
"Ja","1988","30-45","Westdeutschland","1761","0.595329885538763","0.577419514180249","0.613240256897277"
"Ja","1988","30-45","Ostdeutschland","","","",""
"Ja","1988","46-65","Westdeutschland","2072","0.669193997791805","0.652496135300239","0.685891860283372"
"Ja","1988","46-65","Ostdeutschland","","","",""
"Ja","1988","66","Westdeutschland","","","",""
"Ja","1988","66","Ostdeutschland","","","",""
"Nein","1989","17-29","Westdeutschland","834","0.292619199950202","0.275791390620807","0.309447009279597"
"Nein","1989","17-29","Ostdeutschland","","","",""
"Nein","1989","30-45","Westdeutschland","1027","0.387882299431328","0.369885336770069","0.405879262092586"
"Nein","1989","30-45","Ostdeutschland","","","",""
"Nein","1989","46-65","Westdeutschland","950","0.326981183790977","0.3100471923663","0.343915175215654"
"Nein","1989","46-65","Ostdeutschland","","","",""
"Nein","1989","66","Westdeutschland","","","",""
"Nein","1989","66","Ostdeutschland","","","",""
"Ja","1989","17-29","Westdeutschland","1974","0.707380800049798","0.690552990720403","0.724208609379193"
"Ja","1989","17-29","Ostdeutschland","","","",""
"Ja","1989","30-45","Westdeutschland","1789","0.612117700568672","0.594120737907414","0.63011466322993"
"Ja","1989","30-45","Ostdeutschland","","","",""
"Ja","1989","46-65","Westdeutschland","1998","0.673018816209023","0.656084824784346","0.6899528076337"
"Ja","1989","46-65","Ostdeutschland","","","",""
"Ja","1989","66","Westdeutschland","","","",""
"Ja","1989","66","Ostdeutschland","","","",""
"Nein","1990","17-29","Westdeutschland","","","",""
"Nein","1990","17-29","Ostdeutschland","","","",""
"Nein","1990","30-45","Westdeutschland","","","",""
"Nein","1990","30-45","Ostdeutschland","","","",""
"Nein","1990","46-65","Westdeutschland","","","",""
"Nein","1990","46-65","Ostdeutschland","","","",""
"Nein","1990","66","Westdeutschland","","","",""
"Nein","1990","66","Ostdeutschland","","","",""
"Ja","1990","17-29","Westdeutschland","","","",""
"Ja","1990","17-29","Ostdeutschland","","","",""
"Ja","1990","30-45","Westdeutschland","","","",""
"Ja","1990","30-45","Ostdeutschland","","","",""
"Ja","1990","46-65","Westdeutschland","","","",""
"Ja","1990","46-65","Ostdeutschland","","","",""
"Ja","1990","66","Westdeutschland","","","",""
"Ja","1990","66","Ostdeutschland","","","",""
"Nein","1991","17-29","Westdeutschland","764","0.290632336583096","0.273499282779525","0.307765390386668"
"Nein","1991","17-29","Ostdeutschland","","","",""
"Nein","1991","30-45","Westdeutschland","1013","0.368257575327257","0.350392084943925","0.386123065710588"
"Nein","1991","30-45","Ostdeutschland","","","",""
"Nein","1991","46-65","Westdeutschland","896","0.31425173172303","0.297181725724317","0.331321737721744"
"Nein","1991","46-65","Ostdeutschland","","","",""
"Nein","1991","66","Westdeutschland","","","",""
"Nein","1991","66","Ostdeutschland","","","",""
"Ja","1991","17-29","Westdeutschland","1934","0.709367663416904","0.692234609613332","0.726500717220475"
"Ja","1991","17-29","Ostdeutschland","983","1","1","1"
"Ja","1991","30-45","Westdeutschland","1787","0.631742424672743","0.613876934289412","0.649607915056075"
"Ja","1991","30-45","Ostdeutschland","1489","1","1","1"
"Ja","1991","46-65","Westdeutschland","1945","0.68574826827697","0.668678262278256","0.702818274275683"
"Ja","1991","46-65","Ostdeutschland","1276","1","1","1"
"Ja","1991","66","Westdeutschland","","","",""
"Ja","1991","66","Ostdeutschland","","","",""
"Nein","1992","17-29","Westdeutschland","754","0.294687609681795","0.277253902419367","0.312121316944223"
"Nein","1992","17-29","Ostdeutschland","382","0.444997599271514","0.412601692488564","0.477393506054465"
"Nein","1992","30-45","Westdeutschland","980","0.372280109631056","0.354319984855968","0.390240234406144"
"Nein","1992","30-45","Ostdeutschland","803","0.547934105151792","0.522102382641453","0.573765827662131"
"Nein","1992","46-65","Westdeutschland","833","0.318927053567513","0.301526984205837","0.336327122929188"
"Nein","1992","46-65","Ostdeutschland","574","0.458370672600596","0.430468402140993","0.486272943060199"
"Nein","1992","66","Westdeutschland","","","",""
"Nein","1992","66","Ostdeutschland","","","",""
"Ja","1992","17-29","Westdeutschland","1873","0.705312390318205","0.687878683055777","0.722746097580633"
"Ja","1992","17-29","Ostdeutschland","522","0.555002400728486","0.522606493945535","0.587398307511436"
"Ja","1992","30-45","Westdeutschland","1803","0.627719890368944","0.609759765593856","0.645680015144032"
"Ja","1992","30-45","Ostdeutschland","623","0.452065894848208","0.426234172337869","0.477897617358547"
"Ja","1992","46-65","Westdeutschland","1923","0.681072946432487","0.663672877070812","0.698473015794163"
"Ja","1992","46-65","Ostdeutschland","651","0.541629327399404","0.513727056939802","0.569531597859007"
"Ja","1992","66","Westdeutschland","","","",""
"Ja","1992","66","Ostdeutschland","","","",""
"Nein","1993","17-29","Westdeutschland","","","",""
"Nein","1993","17-29","Ostdeutschland","","","",""
"Nein","1993","30-45","Westdeutschland","","","",""
"Nein","1993","30-45","Ostdeutschland","","","",""
"Nein","1993","46-65","Westdeutschland","","","",""
"Nein","1993","46-65","Ostdeutschland","","","",""
"Nein","1993","66","Westdeutschland","","","",""
"Nein","1993","66","Ostdeutschland","","","",""
"Ja","1993","17-29","Westdeutschland","","","",""
"Ja","1993","17-29","Ostdeutschland","","","",""
"Ja","1993","30-45","Westdeutschland","","","",""
"Ja","1993","30-45","Ostdeutschland","","","",""
"Ja","1993","46-65","Westdeutschland","","","",""
"Ja","1993","46-65","Ostdeutschland","","","",""
"Ja","1993","66","Westdeutschland","","","",""
"Ja","1993","66","Ostdeutschland","","","",""
"Nein","1994","17-29","Westdeutschland","710","0.276090124261332","0.258463083648491","0.293717164874174"
"Nein","1994","17-29","Ostdeutschland","252","0.285346758469479","0.254808616932091","0.315884900006867"
"Nein","1994","30-45","Westdeutschland","1006","0.36489767379011","0.346986502120798","0.382808845459421"
"Nein","1994","30-45","Ostdeutschland","653","0.479680336669266","0.452861243217621","0.506499430120912"
"Nein","1994","46-65","Westdeutschland","837","0.325937886827189","0.308162112478828","0.343713661175551"
"Nein","1994","46-65","Ostdeutschland","362","0.281047629528044","0.255443367493533","0.306651891562554"
"Nein","1994","66","Westdeutschland","","","",""
"Nein","1994","66","Ostdeutschland","","","",""
"Ja","1994","17-29","Westdeutschland","1761","0.723909875738667","0.706282835125826","0.741536916351509"
"Ja","1994","17-29","Ostdeutschland","588","0.714653241530521","0.684115099993133","0.745191383067909"
"Ja","1994","30-45","Westdeutschland","1769","0.63510232620989","0.617191154540579","0.653013497879202"
"Ja","1994","30-45","Ostdeutschland","680","0.520319663330734","0.493500569879088","0.54713875678238"
"Ja","1994","46-65","Westdeutschland","1834","0.674062113172811","0.656286338824449","0.691837887521172"
"Ja","1994","46-65","Ostdeutschland","822","0.718952370471956","0.693348108437446","0.744556632506467"
"Ja","1994","66","Westdeutschland","","","",""
"Ja","1994","66","Ostdeutschland","","","",""
"Nein","1995","17-29","Westdeutschland","693","0.278641766061857","0.260838156858243","0.296445375265471"
"Nein","1995","17-29","Ostdeutschland","252","0.314541399302987","0.282485342986847","0.346597455619127"
"Nein","1995","30-45","Westdeutschland","1130","0.374142409463921","0.356980334053075","0.391304484874767"
"Nein","1995","30-45","Ostdeutschland","574","0.465837344418118","0.438117434623501","0.493557254212735"
"Nein","1995","46-65","Westdeutschland","801","0.304421731799769","0.286973931062687","0.321869532536852"
"Nein","1995","46-65","Ostdeutschland","407","0.323739765645385","0.296708562364444","0.350770968926326"
"Nein","1995","66","Westdeutschland","","","",""
"Nein","1995","66","Ostdeutschland","","","",""
"Ja","1995","17-29","Westdeutschland","1743","0.721358233938143","0.703554624734529","0.739161843141757"
"Ja","1995","17-29","Ostdeutschland","554","0.685458600697013","0.653402544380873","0.717514657013153"
"Ja","1995","30-45","Westdeutschland","1924","0.625857590536079","0.608695515125233","0.643019665946925"
"Ja","1995","30-45","Ostdeutschland","670","0.534162655581882","0.506442745787264","0.561882565376499"
"Ja","1995","46-65","Westdeutschland","1871","0.69557826820023","0.678130467463148","0.713026068937313"
"Ja","1995","46-65","Ostdeutschland","744","0.676260234354615","0.649229031073674","0.703291437635556"
"Ja","1995","66","Westdeutschland","","","",""
"Ja","1995","66","Ostdeutschland","","","",""
"Nein","1996","17-29","Westdeutschland","644","0.288152914750721","0.269317348720721","0.30698848078072"
"Nein","1996","17-29","Ostdeutschland","195","0.238124050158736","0.208271016058848","0.267977084258624"
"Nein","1996","30-45","Westdeutschland","1112","0.371256707141487","0.354155142253229","0.388358272029746"
"Nein","1996","30-45","Ostdeutschland","519","0.432277125469797","0.404177841610661","0.460376409328933"
"Nein","1996","46-65","Westdeutschland","783","0.31266316869223","0.294952770766555","0.330373566617905"
"Nein","1996","46-65","Ostdeutschland","368","0.30479425865523","0.27782350304324","0.331765014267219"
"Nein","1996","66","Westdeutschland","","","",""
"Nein","1996","66","Ostdeutschland","","","",""
"Ja","1996","17-29","Westdeutschland","1577","0.71184708524928","0.69301151921928","0.730682651279279"
"Ja","1996","17-29","Ostdeutschland","587","0.761875949841264","0.732022915741376","0.791728983941152"
"Ja","1996","30-45","Westdeutschland","1954","0.628743292858513","0.611641727970254","0.645844857746771"
"Ja","1996","30-45","Ostdeutschland","675","0.567722874530203","0.539623590671067","0.595822158389339"
"Ja","1996","46-65","Westdeutschland","1849","0.68733683130777","0.669626433382095","0.705047229233445"
"Ja","1996","46-65","Ostdeutschland","751","0.69520574134477","0.668234985732781","0.72217649695676"
"Ja","1996","66","Westdeutschland","","","",""
"Ja","1996","66","Ostdeutschland","","","",""
"Nein","1997","17-29","Westdeutschland","593","0.292087706757324","0.272662376663085","0.311513036851563"
"Nein","1997","17-29","Ostdeutschland","228","0.295707161661475","0.263782903060062","0.327631420262888"
"Nein","1997","30-45","Westdeutschland","1134","0.385472001461301","0.368190593582971","0.402753409339631"
"Nein","1997","30-45","Ostdeutschland","511","0.436474419602401","0.407557962265707","0.465390876939096"
"Nein","1997","46-65","Westdeutschland","753","0.287957179388918","0.270426820819943","0.305487537957893"
"Nein","1997","46-65","Ostdeutschland","372","0.286648016489116","0.260165119775242","0.313130913202991"
"Nein","1997","66","Westdeutschland","","","",""
"Nein","1997","66","Ostdeutschland","","","",""
"Ja","1997","17-29","Westdeutschland","1512","0.707912293242676","0.688486963148437","0.727337623336915"
"Ja","1997","17-29","Ostdeutschland","557","0.704292838338525","0.672368579737112","0.736217096939938"
"Ja","1997","30-45","Westdeutschland","1913","0.614527998538699","0.597246590660369","0.631809406417029"
"Ja","1997","30-45","Ostdeutschland","619","0.563525580397599","0.534609123060904","0.592442037734293"
"Ja","1997","46-65","Westdeutschland","1810","0.712042820611082","0.694512462042108","0.729573179180057"
"Ja","1997","46-65","Ostdeutschland","748","0.713351983510884","0.686869086797009","0.739834880224758"
"Ja","1997","66","Westdeutschland","","","",""
"Ja","1997","66","Ostdeutschland","","","",""
"Nein","1998","17-29","Westdeutschland","561","0.252707691598724","0.23437710950728","0.271038273690169"
"Nein","1998","17-29","Ostdeutschland","231","0.284238602672366","0.253422774826649","0.315054430518083"
"Nein","1998","30-45","Westdeutschland","1337","0.39826055999388","0.381834573228594","0.414686546759165"
"Nein","1998","30-45","Ostdeutschland","524","0.436258697478449","0.407854559087151","0.464662835869748"
"Nein","1998","46-65","Westdeutschland","924","0.30752228969658","0.290998167966588","0.324046411426571"
"Nein","1998","46-65","Ostdeutschland","438","0.333158170552","0.30670944031025","0.359606900793749"
"Nein","1998","66","Westdeutschland","","","",""
"Nein","1998","66","Ostdeutschland","","","",""
"Ja","1998","17-29","Westdeutschland","1598","0.747292308401276","0.728961726309831","0.76562289049272"
"Ja","1998","17-29","Ostdeutschland","592","0.715761397327634","0.684945569481917","0.746577225173351"
"Ja","1998","30-45","Westdeutschland","2075","0.60173944000612","0.585313453240835","0.618165426771406"
"Ja","1998","30-45","Ostdeutschland","647","0.563741302521551","0.535337164130252","0.592145440912849"
"Ja","1998","46-65","Westdeutschland","2072","0.69247771030342","0.675953588573428","0.709001832033412"
"Ja","1998","46-65","Ostdeutschland","782","0.666841829448","0.640393099206251","0.69329055968975"
"Ja","1998","66","Westdeutschland","","","",""
"Ja","1998","66","Ostdeutschland","","","",""
"Nein","1999","17-29","Westdeutschland","659","0.322455301044021","0.3021021288504","0.342808473237642"
"Nein","1999","17-29","Ostdeutschland","245","0.318730137809592","0.286378960930252","0.351081314688931"
"Nein","1999","30-45","Westdeutschland","1299","0.394218340258813","0.377657723654026","0.4107789568636"
"Nein","1999","30-45","Ostdeutschland","538","0.453323846151454","0.424871782101474","0.481775910201434"
"Nein","1999","46-65","Westdeutschland","881","0.31764396779702","0.300460953137883","0.334826982456158"
"Nein","1999","46-65","Ostdeutschland","397","0.323821124002877","0.297054263837276","0.350587984168477"
"Nein","1999","66","Westdeutschland","","","",""
"Nein","1999","66","Ostdeutschland","","","",""
"Ja","1999","17-29","Westdeutschland","1367","0.677544698955979","0.657191526762358","0.6978978711496"
"Ja","1999","17-29","Ostdeutschland","552","0.681269862190408","0.648918685311069","0.713621039069748"
"Ja","1999","30-45","Westdeutschland","2046","0.605781659741187","0.5892210431364","0.622342276345974"
"Ja","1999","30-45","Ostdeutschland","638","0.546676153848546","0.518224089798566","0.575128217898526"
"Ja","1999","46-65","Westdeutschland","1939","0.68235603220298","0.665173017543842","0.699539046862117"
"Ja","1999","46-65","Ostdeutschland","777","0.676178875997123","0.649412015831523","0.702945736162724"
"Ja","1999","66","Westdeutschland","","","",""
"Ja","1999","66","Ostdeutschland","","","",""
"Nein","2000","17-29","Westdeutschland","940","0.294986684248894","0.279279095043736","0.310694273454052"
"Nein","2000","17-29","Ostdeutschland","351","0.326547316465779","0.299313228716348","0.35378140421521"
"Nein","2000","30-45","Westdeutschland","2387","0.402582324437654","0.390239939879391","0.414924708995917"
"Nein","2000","30-45","Ostdeutschland","790","0.44325362543322","0.420012113456168","0.466495137410272"
"Nein","2000","46-65","Westdeutschland","1739","0.317851251321303","0.305656672340525","0.330045830302082"
"Nein","2000","46-65","Ostdeutschland","621","0.325950843245673","0.304818919822091","0.347082766669254"
"Nein","2000","66","Westdeutschland","","","",""
"Nein","2000","66","Ostdeutschland","","","",""
"Ja","2000","17-29","Westdeutschland","2298","0.705013315751106","0.689305726545948","0.720720904956264"
"Ja","2000","17-29","Ostdeutschland","788","0.673452683534221","0.646218595784791","0.700686771283652"
"Ja","2000","30-45","Westdeutschland","3678","0.597417675562346","0.585075291004083","0.609760060120609"
"Ja","2000","30-45","Ostdeutschland","965","0.55674637456678","0.533504862589728","0.579987886543832"
"Ja","2000","46-65","Westdeutschland","3862","0.682148748678697","0.669954169697918","0.694343327659475"
"Ja","2000","46-65","Ostdeutschland","1269","0.674049156754328","0.652917233330746","0.695181080177909"
"Ja","2000","66","Westdeutschland","","","",""
"Ja","2000","66","Ostdeutschland","","","",""
"Nein","2001","17-29","Westdeutschland","885","0.318375122685783","0.30137340729018","0.335376838081386"
"Nein","2001","17-29","Ostdeutschland","296","0.284901131160051","0.257690367537129","0.312111894782973"
"Nein","2001","30-45","Westdeutschland","2183","0.405842848908901","0.392852192720155","0.418833505097647"
"Nein","2001","30-45","Ostdeutschland","683","0.428179025350314","0.403819086538334","0.452538964162294"
"Nein","2001","46-65","Westdeutschland","1634","0.328558736506993","0.315637686483271","0.341479786530715"
"Nein","2001","46-65","Ostdeutschland","592","0.324372684733502","0.302649354542491","0.346096014924514"
"Nein","2001","66","Westdeutschland","","","",""
"Nein","2001","66","Ostdeutschland","","","",""
"Ja","2001","17-29","Westdeutschland","1999","0.681624877314217","0.664623161918614","0.69862659270982"
"Ja","2001","17-29","Ostdeutschland","761","0.715098868839949","0.687888105217027","0.742309632462871"
"Ja","2001","30-45","Westdeutschland","3306","0.594157151091099","0.581166494902353","0.607147807279845"
"Ja","2001","30-45","Ostdeutschland","902","0.571820974649686","0.547461035837706","0.596180913461666"
"Ja","2001","46-65","Westdeutschland","3442","0.671441263493007","0.658520213469285","0.684362313516729"
"Ja","2001","46-65","Ostdeutschland","1192","0.675627315266498","0.653903985075486","0.697350645457509"
"Ja","2001","66","Westdeutschland","","","",""
"Ja","2001","66","Ostdeutschland","","","",""
"Nein","2002","17-29","Westdeutschland","833","0.288616409495472","0.272265213873495","0.304967605117449"
"Nein","2002","17-29","Ostdeutschland","318","0.302632035104553","0.274535593840691","0.330728476368415"
"Nein","2002","30-45","Westdeutschland","2330","0.413027091946722","0.400180398408989","0.425873785484454"
"Nein","2002","30-45","Ostdeutschland","650","0.416327674231193","0.3915216312481","0.441133717214287"
"Nein","2002","46-65","Westdeutschland","2010","0.324953719151884","0.312855331199376","0.337052107104393"
"Nein","2002","46-65","Ostdeutschland","646","0.343853420662072","0.321934612608227","0.365772228715917"
"Nein","2002","66","Westdeutschland","","","",""
"Nein","2002","66","Ostdeutschland","","","",""
"Ja","2002","17-29","Westdeutschland","2117","0.711383590504528","0.695032394882551","0.727734786126505"
"Ja","2002","17-29","Ostdeutschland","709","0.697367964895447","0.669271523631585","0.725464406159309"
"Ja","2002","30-45","Westdeutschland","3313","0.586972908053278","0.574126214515546","0.599819601591011"
"Ja","2002","30-45","Ostdeutschland","867","0.583672325768807","0.558866282785713","0.6084783687519"
"Ja","2002","46-65","Westdeutschland","3747","0.675046280848116","0.662947892895607","0.687144668800624"
"Ja","2002","46-65","Ostdeutschland","1158","0.656146579337928","0.634227771284083","0.678065387391773"
"Ja","2002","66","Westdeutschland","","","",""
"Ja","2002","66","Ostdeutschland","","","",""
"Nein","2003","17-29","Westdeutschland","803","0.283877808551044","0.267227819375267","0.300527797726821"
"Nein","2003","17-29","Ostdeutschland","309","0.318847632582659","0.290483308007855","0.347211957157462"
"Nein","2003","30-45","Westdeutschland","2103","0.40423459974288","0.39098013958257","0.41748905990319"
"Nein","2003","30-45","Ostdeutschland","595","0.409354211175364","0.3838240329837","0.434884389367028"
"Nein","2003","46-65","Westdeutschland","1941","0.333809986774355","0.321347191296872","0.346272782251837"
"Nein","2003","46-65","Ostdeutschland","662","0.33823612421336","0.316530205146738","0.359942043279982"
"Nein","2003","66","Westdeutschland","","","",""
"Nein","2003","66","Ostdeutschland","","","",""
"Ja","2003","17-29","Westdeutschland","2014","0.716122191448956","0.699472202273179","0.732772180624733"
"Ja","2003","17-29","Ostdeutschland","728","0.681152367417341","0.652788042842538","0.709516691992145"
"Ja","2003","30-45","Westdeutschland","3163","0.59576540025712","0.58251094009681","0.60901986041743"
"Ja","2003","30-45","Ostdeutschland","830","0.590645788824636","0.565115610632972","0.6161759670163"
"Ja","2003","46-65","Westdeutschland","3559","0.666190013225645","0.653727217748163","0.678652808703128"
"Ja","2003","46-65","Ostdeutschland","1163","0.66176387578664","0.640057956720018","0.683469794853263"
"Ja","2003","66","Westdeutschland","","","",""
"Ja","2003","66","Ostdeutschland","","","",""
"Nein","2004","17-29","Westdeutschland","792","0.289854858327811","0.27300488012392","0.306704836531702"
"Nein","2004","17-29","Ostdeutschland","309","0.338285236538084","0.309516734318224","0.367053738757945"
"Nein","2004","30-45","Westdeutschland","2008","0.397399825310915","0.383824843222337","0.410974807399493"
"Nein","2004","30-45","Ostdeutschland","568","0.416589346081936","0.389953812349826","0.443224879814047"
"Nein","2004","46-65","Westdeutschland","1959","0.33964159045476","0.326999650754408","0.352283530155111"
"Nein","2004","46-65","Ostdeutschland","642","0.341263486060422","0.319036623867234","0.363490348253609"
"Nein","2004","66","Westdeutschland","","","",""
"Nein","2004","66","Ostdeutschland","","","",""
"Ja","2004","17-29","Westdeutschland","1993","0.710145141672189","0.693295163468298","0.72699511987608"
"Ja","2004","17-29","Ostdeutschland","730","0.661714763461916","0.632946261242055","0.690483265681776"
"Ja","2004","30-45","Westdeutschland","2984","0.602600174689085","0.589025192600507","0.616175156777663"
"Ja","2004","30-45","Ostdeutschland","748","0.583410653918064","0.556775120185953","0.610046187650174"
"Ja","2004","46-65","Westdeutschland","3432","0.66035840954524","0.647716469844889","0.673000349245592"
"Ja","2004","46-65","Ostdeutschland","1106","0.658736513939578","0.636509651746391","0.680963376132766"
"Ja","2004","66","Westdeutschland","","","",""
"Ja","2004","66","Ostdeutschland","","","",""
"Nein","2005","17-29","Westdeutschland","777","0.299610811130526","0.282449156832233","0.31677246542882"
"Nein","2005","17-29","Ostdeutschland","294","0.294445471705093","0.265923383478987","0.322967559931199"
"Nein","2005","30-45","Westdeutschland","1860","0.390539051975399","0.376524041598759","0.404554062352039"
"Nein","2005","30-45","Ostdeutschland","516","0.419832579999936","0.392484038300047","0.447181121699825"
"Nein","2005","46-65","Westdeutschland","1884","0.351910747860757","0.338816778629486","0.365004717092029"
"Nein","2005","46-65","Ostdeutschland","647","0.356150683588347","0.333387518875728","0.378913848300966"
"Nein","2005","66","Westdeutschland","","","",""
"Nein","2005","66","Ostdeutschland","","","",""
"Ja","2005","17-29","Westdeutschland","1960","0.700389188869474","0.68322753457118","0.717550843167767"
"Ja","2005","17-29","Ostdeutschland","687","0.705554528294907","0.677032440068801","0.734076616521013"
"Ja","2005","30-45","Westdeutschland","2795","0.609460948024601","0.595445937647961","0.623475958401241"
"Ja","2005","30-45","Ostdeutschland","735","0.580167420000064","0.552818878300175","0.607515961699954"
"Ja","2005","46-65","Westdeutschland","3226","0.648089252139243","0.634995282907972","0.661183221370514"
"Ja","2005","46-65","Ostdeutschland","1053","0.643849316411653","0.621086151699034","0.666612481124272"
"Ja","2005","66","Westdeutschland","","","",""
"Ja","2005","66","Ostdeutschland","","","",""
"Nein","2006","17-29","Westdeutschland","744","0.291479096110298","0.274107775372688","0.308850416847908"
"Nein","2006","17-29","Ostdeutschland","292","0.349345194751087","0.318487311549057","0.380203077953116"
"Nein","2006","30-45","Westdeutschland","1935","0.396633007736141","0.382835371562077","0.410430643910204"
"Nein","2006","30-45","Ostdeutschland","589","0.469058327889654","0.441612074869466","0.496504580909842"
"Nein","2006","46-65","Westdeutschland","2099","0.358937127148067","0.346348790750498","0.371525463545635"
"Nein","2006","46-65","Ostdeutschland","666","0.355850334758306","0.333720390021922","0.377980279494689"
"Nein","2006","66","Westdeutschland","","","",""
"Nein","2006","66","Ostdeutschland","","","",""
"Ja","2006","17-29","Westdeutschland","1885","0.708520903889702","0.691149583152092","0.725892224627312"
"Ja","2006","17-29","Ostdeutschland","625","0.650654805248913","0.619796922046884","0.681512688450943"
"Ja","2006","30-45","Westdeutschland","2894","0.603366992263859","0.589569356089796","0.617164628437923"
"Ja","2006","30-45","Ostdeutschland","681","0.530941672110346","0.503495419090158","0.558387925130534"
"Ja","2006","46-65","Westdeutschland","3479","0.641062872851933","0.628474536454365","0.653651209249501"
"Ja","2006","46-65","Ostdeutschland","1132","0.644149665241694","0.622019720505311","0.666279609978078"
"Ja","2006","66","Westdeutschland","","","",""
"Ja","2006","66","Ostdeutschland","","","",""
"Nein","2007","17-29","Westdeutschland","695","0.302530848974833","0.284195177428492","0.320866520521174"
"Nein","2007","17-29","Ostdeutschland","243","0.319957753879707","0.288654618340089","0.351260889419324"
"Nein","2007","30-45","Westdeutschland","1780","0.403357249600077","0.388814055338098","0.417900443862056"
"Nein","2007","30-45","Ostdeutschland","528","0.44965731024676","0.421201466151924","0.478113154341597"
"Nein","2007","46-65","Westdeutschland","1889","0.346631808643845","0.333602710470598","0.359660906817092"
"Nein","2007","46-65","Ostdeutschland","672","0.375237901799967","0.352248695231493","0.39822710836844"
"Nein","2007","66","Westdeutschland","","","",""
"Nein","2007","66","Ostdeutschland","","","",""
"Ja","2007","17-29","Westdeutschland","1716","0.697469151025167","0.679133479478826","0.715804822571508"
"Ja","2007","17-29","Ostdeutschland","610","0.680042246120293","0.648739110580676","0.711345381659911"
"Ja","2007","30-45","Westdeutschland","2591","0.596642750399923","0.582099556137944","0.611185944661902"
