"ple0044_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1986","Niedersachsen","weiblich","148","0.225636041106021","0.191015736964744","0.260256345247298"
"Nein","1986","Bremen","männlich","20","","",""
"Nein","1986","Bremen","weiblich","18","","",""
"Nein","1986","Nordrhein-Westfalen","männlich","590","0.402806591931536","0.377160823522088","0.428452360340985"
"Nein","1986","Nordrhein-Westfalen","weiblich","338","0.214103211255099","0.192760418809302","0.235446003700896"
"Nein","1986","Hessen","männlich","191","0.353499108431287","0.312251196760091","0.394747020102483"
"Nein","1986","Hessen","weiblich","155","0.273231803680211","0.235004257545491","0.31145934981493"
"Nein","1986","Rheinland-Pfalz,Saarland","männlich","140","0.354421555941813","0.30587837298532","0.402964738898305"
"Nein","1986","Rheinland-Pfalz,Saarland","weiblich","103","0.24299545524538","0.20026466471456","0.2857262457762"
"Nein","1986","Baden-Württemberg","männlich","394","0.40032523439195","0.369865979925901","0.430784488858"
"Nein","1986","Baden-Württemberg","weiblich","287","0.294337064243914","0.265745078890631","0.322929049597196"
"Nein","1986","Bayern","männlich","377","0.438073793513162","0.40425885388615","0.471888733140174"
"Nein","1986","Bayern","weiblich","251","0.25014311722545","0.221910746665878","0.278375487785023"
"Nein","1986","Saarland","männlich","","","",""
"Nein","1986","Saarland","weiblich","","","",""
"Nein","1986","Berlin","männlich","78","0.400024638376403","0.327647428718805","0.472401848034001"
"Nein","1986","Berlin","weiblich","55","0.254326609038916","0.18980587643551","0.318847341642321"
"Nein","1986","Brandenburg","männlich","","","",""
"Nein","1986","Brandenburg","weiblich","","","",""
"Nein","1986","Mecklenburg-Vorpommern","männlich","","","",""
"Nein","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","1986","Sachsen","männlich","","","",""
"Nein","1986","Sachsen","weiblich","","","",""
"Nein","1986","Sachsen-Anhalt","männlich","","","",""
"Nein","1986","Sachsen-Anhalt","weiblich","","","",""
"Nein","1986","Thüringen","männlich","","","",""
"Nein","1986","Thüringen","weiblich","","","",""
"Ja","1986","Schleswig-Holstein","männlich","75","0.538322138705597","0.459328336048045","0.617315941363149"
"Ja","1986","Schleswig-Holstein","weiblich","118","0.768450064686646","0.703493845068925","0.833406284304367"
"Ja","1986","Hamburg","männlich","77","0.634518687843211","0.547996118665669","0.721041257020754"
"Ja","1986","Hamburg","weiblich","101","0.878763794867988","0.82084487948761","0.936682710248367"
"Ja","1986","Niedersachsen","männlich","305","0.583480840109839","0.541746217773758","0.625215462445919"
"Ja","1986","Niedersachsen","weiblich","412","0.774363958893979","0.739743654752702","0.808984263035256"
"Ja","1986","Bremen","männlich","30","0.659446629881535","0.528091963229352","0.790801296533718"
"Ja","1986","Bremen","weiblich","40","0.712345122183735","0.59584800110223","0.828842243265239"
"Ja","1986","Nordrhein-Westfalen","männlich","815","0.597193408068464","0.571547639659015","0.622839176477912"
"Ja","1986","Nordrhein-Westfalen","weiblich","1081","0.785896788744901","0.764553996299104","0.807239581190698"
"Ja","1986","Hessen","männlich","325","0.646500891568713","0.605252979897517","0.68774880323991"
"Ja","1986","Hessen","weiblich","367","0.726768196319789","0.68854065018507","0.764995742454509"
"Ja","1986","Rheinland-Pfalz,Saarland","männlich","233","0.645578444058187","0.597035261101694","0.69412162701468"
"Ja","1986","Rheinland-Pfalz,Saarland","weiblich","284","0.75700454475462","0.7142737542238","0.79973533528544"
"Ja","1986","Baden-Württemberg","männlich","600","0.59967476560805","0.569215511142","0.630134020074099"
"Ja","1986","Baden-Württemberg","weiblich","689","0.705662935756086","0.677070950402804","0.734254921109369"
"Ja","1986","Bayern","männlich","450","0.561926206486838","0.528111266859826","0.59574114611385"
"Ja","1986","Bayern","weiblich","653","0.74985688277455","0.721624512214977","0.778089253334122"
"Ja","1986","Saarland","männlich","","","",""
"Ja","1986","Saarland","weiblich","","","",""
"Ja","1986","Berlin","männlich","98","0.599975361623597","0.527598151965999","0.672352571281195"
"Ja","1986","Berlin","weiblich","120","0.745673390961084","0.681152658357679","0.81019412356449"
"Ja","1986","Brandenburg","männlich","","","",""
"Ja","1986","Brandenburg","weiblich","","","",""
"Ja","1986","Mecklenburg-Vorpommern","männlich","","","",""
"Ja","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","1986","Sachsen","männlich","","","",""
"Ja","1986","Sachsen","weiblich","","","",""
"Ja","1986","Sachsen-Anhalt","männlich","","","",""
"Ja","1986","Sachsen-Anhalt","weiblich","","","",""
"Ja","1986","Thüringen","männlich","","","",""
"Ja","1986","Thüringen","weiblich","","","",""
"Nein","1987","Schleswig-Holstein","männlich","61","0.405238744765623","0.325876080489293","0.484601409041954"
"Nein","1987","Schleswig-Holstein","weiblich","32","0.185942873163755","0.126757926979232","0.245127819348279"
"Nein","1987","Hamburg","männlich","42","0.398799236879907","0.306452164004631","0.491146309755183"
"Nein","1987","Hamburg","weiblich","20","","",""
"Nein","1987","Niedersachsen","männlich","217","0.401445331177441","0.359554368961976","0.443336293392906"
"Nein","1987","Niedersachsen","weiblich","124","0.1951071309892","0.162256191192406","0.227958070785995"
"Nein","1987","Bremen","männlich","19","","",""
"Nein","1987","Bremen","weiblich","11","","",""
"Nein","1987","Nordrhein-Westfalen","männlich","511","0.37531233936374","0.34981169881053","0.40081297991695"
"Nein","1987","Nordrhein-Westfalen","weiblich","276","0.179412372068894","0.159255777992014","0.199568966145773"
"Nein","1987","Hessen","männlich","198","0.335239748299228","0.294742723848719","0.375736772749738"
"Nein","1987","Hessen","weiblich","123","0.192522035658866","0.158666102260877","0.226377969056856"
"Nein","1987","Rheinland-Pfalz,Saarland","männlich","143","0.366878348434671","0.31790258154285","0.415854115326491"
"Nein","1987","Rheinland-Pfalz,Saarland","weiblich","82","0.191201868127048","0.151663164295544","0.230740571958552"
"Nein","1987","Baden-Württemberg","männlich","378","0.388383587351143","0.357601012268763","0.419166162433524"
"Nein","1987","Baden-Württemberg","weiblich","231","0.234476646046699","0.207704106186834","0.261249185906564"
"Nein","1987","Bayern","männlich","314","0.381187593230389","0.347511353998286","0.414863832462491"
"Nein","1987","Bayern","weiblich","224","0.223681453916321","0.19614920266332","0.251213705169323"
"Nein","1987","Saarland","männlich","","","",""
"Nein","1987","Saarland","weiblich","","","",""
"Nein","1987","Berlin","männlich","63","0.332855256726256","0.264013874340389","0.401696639112124"
"Nein","1987","Berlin","weiblich","32","0.146836910164727","0.0943969063632837","0.19927691396617"
"Nein","1987","Brandenburg","männlich","","","",""
"Nein","1987","Brandenburg","weiblich","","","",""
"Nein","1987","Mecklenburg-Vorpommern","männlich","","","",""
"Nein","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","1987","Sachsen","männlich","","","",""
"Nein","1987","Sachsen","weiblich","","","",""
"Nein","1987","Sachsen-Anhalt","männlich","","","",""
"Nein","1987","Sachsen-Anhalt","weiblich","","","",""
"Nein","1987","Thüringen","männlich","","","",""
"Nein","1987","Thüringen","weiblich","","","",""
"Ja","1987","Schleswig-Holstein","männlich","86","0.594761255234377","0.515398590958046","0.674123919510707"
"Ja","1987","Schleswig-Holstein","weiblich","134","0.814057126836245","0.754872180651722","0.873242073020768"
"Ja","1987","Hamburg","männlich","66","0.601200763120093","0.508853690244816","0.693547835995369"
"Ja","1987","Hamburg","weiblich","91","0.835890298302811","0.766988846644984","0.904791749960639"
"Ja","1987","Niedersachsen","männlich","309","0.598554668822559","0.556663706607094","0.640445631038024"
"Ja","1987","Niedersachsen","weiblich","435","0.8048928690108","0.772041929214005","0.837743808807594"
"Ja","1987","Bremen","männlich","28","","",""
"Ja","1987","Bremen","weiblich","42","0.831831549287405","0.731138356474691","0.932524742100119"
"Ja","1987","Nordrhein-Westfalen","männlich","874","0.62468766063626","0.59918702008305","0.65018830118947"
"Ja","1987","Nordrhein-Westfalen","weiblich","1116","0.820587627931106","0.800431033854227","0.840744222007986"
"Ja","1987","Hessen","männlich","324","0.664760251700772","0.624263227250262","0.705257276151281"
"Ja","1987","Hessen","weiblich","398","0.807477964341134","0.773622030943144","0.841333897739123"
"Ja","1987","Rheinland-Pfalz,Saarland","männlich","229","0.633121651565329","0.584145884673509","0.68209741845715"
"Ja","1987","Rheinland-Pfalz,Saarland","weiblich","298","0.808798131872952","0.769259428041448","0.848336835704457"
"Ja","1987","Baden-Württemberg","männlich","585","0.611616412648857","0.580833837566476","0.642398987731237"
"Ja","1987","Baden-Württemberg","weiblich","731","0.765523353953301","0.738750814093436","0.792295893813166"
"Ja","1987","Bayern","männlich","485","0.618812406769611","0.585136167537509","0.652488646001714"
"Ja","1987","Bayern","weiblich","656","0.776318546083678","0.748786294830677","0.80385079733668"
"Ja","1987","Saarland","männlich","","","",""
"Ja","1987","Saarland","weiblich","","","",""
"Ja","1987","Berlin","männlich","117","0.667144743273744","0.598303360887876","0.735986125659611"
"Ja","1987","Berlin","weiblich","143","0.853163089835273","0.80072308603383","0.905603093636716"
"Ja","1987","Brandenburg","männlich","","","",""
"Ja","1987","Brandenburg","weiblich","","","",""
"Ja","1987","Mecklenburg-Vorpommern","männlich","","","",""
"Ja","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","1987","Sachsen","männlich","","","",""
"Ja","1987","Sachsen","weiblich","","","",""
"Ja","1987","Sachsen-Anhalt","männlich","","","",""
"Ja","1987","Sachsen-Anhalt","weiblich","","","",""
"Ja","1987","Thüringen","männlich","","","",""
"Ja","1987","Thüringen","weiblich","","","",""
"Nein","1988","Schleswig-Holstein","männlich","65","0.413871037313482","0.335572183293301","0.492169891333664"
"Nein","1988","Schleswig-Holstein","weiblich","32","0.174395455805217","0.115229325305848","0.233561586304586"
"Nein","1988","Hamburg","männlich","30","0.30555908979218","0.214357941632706","0.396760237951655"
"Nein","1988","Hamburg","weiblich","27","","",""
"Nein","1988","Niedersachsen","männlich","194","0.383272009989418","0.340656914042085","0.425887105936752"
"Nein","1988","Niedersachsen","weiblich","125","0.220828326181049","0.18541336650934","0.256243285852757"
"Nein","1988","Bremen","männlich","22","","",""
"Nein","1988","Bremen","weiblich","8","","",""
"Nein","1988","Nordrhein-Westfalen","männlich","512","0.378994513358969","0.352783468941222","0.405205557776716"
"Nein","1988","Nordrhein-Westfalen","weiblich","299","0.201372124955193","0.179762855860446","0.222981394049941"
"Nein","1988","Hessen","männlich","180","0.338054323421017","0.295867293797823","0.380241353044211"
"Nein","1988","Hessen","weiblich","108","0.181949820887891","0.148099436362508","0.215800205413275"
"Nein","1988","Rheinland-Pfalz,Saarland","männlich","136","0.339997797615868","0.290790010367104","0.389205584864632"
"Nein","1988","Rheinland-Pfalz,Saarland","weiblich","77","0.19645572579962","0.156134760007661","0.236776691591579"
"Nein","1988","Baden-Württemberg","männlich","344","0.387410831423186","0.356268243416106","0.418553419430265"
"Nein","1988","Baden-Württemberg","weiblich","209","0.216274213536352","0.189685170020313","0.242863257052391"
"Nein","1988","Bayern","männlich","320","0.411176865601966","0.376601636962598","0.445752094241333"
"Nein","1988","Bayern","weiblich","229","0.265832768650954","0.23576005761868","0.295905479683227"
"Nein","1988","Saarland","männlich","","","",""
"Nein","1988","Saarland","weiblich","","","",""
"Nein","1988","Berlin","männlich","61","0.363264827764362","0.289658142200568","0.436871513328156"
"Nein","1988","Berlin","weiblich","38","0.217165771279053","0.154061790358088","0.280269752200019"
"Nein","1988","Brandenburg","männlich","","","",""
"Nein","1988","Brandenburg","weiblich","","","",""
"Nein","1988","Mecklenburg-Vorpommern","männlich","","","",""
"Nein","1988","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","1988","Sachsen","männlich","","","",""
"Nein","1988","Sachsen","weiblich","","","",""
"Nein","1988","Sachsen-Anhalt","männlich","","","",""
"Nein","1988","Sachsen-Anhalt","weiblich","","","",""
"Nein","1988","Thüringen","männlich","","","",""
"Nein","1988","Thüringen","weiblich","","","",""
"Ja","1988","Schleswig-Holstein","männlich","87","0.586128962686517","0.507830108666336","0.664427816706699"
"Ja","1988","Schleswig-Holstein","weiblich","126","0.825604544194783","0.766438413695414","0.884770674694152"
"Ja","1988","Hamburg","männlich","68","0.69444091020782","0.603239762048345","0.785642058367294"
"Ja","1988","Hamburg","weiblich","75","0.80048419927062","0.722928621997459","0.878039776543782"
"Ja","1988","Niedersachsen","männlich","306","0.616727990010582","0.574112894063248","0.659343085957915"
"Ja","1988","Niedersachsen","weiblich","402","0.779171673818951","0.743756714147243","0.81458663349066"
"Ja","1988","Bremen","männlich","22","","",""
"Ja","1988","Bremen","weiblich","45","0.896593435226582","0.814618328836512","0.978568541616652"
"Ja","1988","Nordrhein-Westfalen","männlich","804","0.621005486641031","0.594794442223284","0.647216531058778"
"Ja","1988","Nordrhein-Westfalen","weiblich","1024","0.798627875044807","0.777018605950059","0.820237144139554"
"Ja","1988","Hessen","männlich","303","0.661945676578983","0.619758646955789","0.704132706202177"
"Ja","1988","Hessen","weiblich","391","0.818050179112109","0.784199794586725","0.851900563637492"
"Ja","1988","Rheinland-Pfalz,Saarland","männlich","220","0.660002202384132","0.610794415135368","0.709209989632896"
"Ja","1988","Rheinland-Pfalz,Saarland","weiblich","296","0.80354427420038","0.763223308408421","0.843865239992339"
"Ja","1988","Baden-Württemberg","männlich","596","0.612589168576814","0.581446580569735","0.643731756583894"
"Ja","1988","Baden-Württemberg","weiblich","712","0.783725786463648","0.757136742947609","0.810314829979687"
"Ja","1988","Bayern","männlich","458","0.588823134398034","0.554247905758667","0.623398363037402"
"Ja","1988","Bayern","weiblich","600","0.734167231349046","0.704094520316773","0.76423994238132"
"Ja","1988","Saarland","männlich","","","",""
"Ja","1988","Saarland","weiblich","","","",""
"Ja","1988","Berlin","männlich","103","0.636735172235638","0.563128486671844","0.710341857799432"
"Ja","1988","Berlin","weiblich","126","0.782834228720947","0.719730247799981","0.845938209641912"
"Ja","1988","Brandenburg","männlich","","","",""
"Ja","1988","Brandenburg","weiblich","","","",""
"Ja","1988","Mecklenburg-Vorpommern","männlich","","","",""
"Ja","1988","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","1988","Sachsen","männlich","","","",""
"Ja","1988","Sachsen","weiblich","","","",""
"Ja","1988","Sachsen-Anhalt","männlich","","","",""
"Ja","1988","Sachsen-Anhalt","weiblich","","","",""
"Ja","1988","Thüringen","männlich","","","",""
"Ja","1988","Thüringen","weiblich","","","",""
"Nein","1989","Schleswig-Holstein","männlich","51","0.311906543508473","0.236240190554828","0.387572896462118"
"Nein","1989","Schleswig-Holstein","weiblich","28","","",""
"Nein","1989","Hamburg","männlich","29","","",""
"Nein","1989","Hamburg","weiblich","25","","",""
"Nein","1989","Niedersachsen","männlich","203","0.420219265846902","0.376016422718853","0.46442210897495"
"Nein","1989","Niedersachsen","weiblich","94","0.167392795260077","0.13492859580032","0.199856994719835"
"Nein","1989","Bremen","männlich","19","","",""
"Nein","1989","Bremen","weiblich","13","","",""
"Nein","1989","Nordrhein-Westfalen","männlich","464","0.351714821887174","0.325616896316405","0.377812747457943"
"Nein","1989","Nordrhein-Westfalen","weiblich","289","0.204955168989718","0.183079090844879","0.226831247134557"
"Nein","1989","Hessen","männlich","193","0.334270220498999","0.292544371599468","0.375996069398531"
"Nein","1989","Hessen","weiblich","117","0.196835139737907","0.161949115015952","0.231721164459862"
"Nein","1989","Rheinland-Pfalz,Saarland","männlich","101","0.270873129622284","0.223495398882195","0.318250860362374"
"Nein","1989","Rheinland-Pfalz,Saarland","weiblich","70","0.182248719323877","0.141976682307693","0.222520756340062"
"Nein","1989","Baden-Württemberg","männlich","318","0.357420467313541","0.326110689216134","0.388730245410948"
"Nein","1989","Baden-Württemberg","weiblich","203","0.228332552624574","0.200908865701781","0.255756239547368"
"Nein","1989","Bayern","männlich","288","0.360850718179283","0.327039394025099","0.394662042333466"
"Nein","1989","Bayern","weiblich","232","0.26291306154748","0.23272727465583","0.29309884843913"
"Nein","1989","Saarland","männlich","","","",""
"Nein","1989","Saarland","weiblich","","","",""
"Nein","1989","Berlin","männlich","58","0.345363136254671","0.271455766384402","0.419270506124939"
"Nein","1989","Berlin","weiblich","40","0.240609018390144","0.17597188040324","0.305246156377048"
"Nein","1989","Brandenburg","männlich","","","",""
"Nein","1989","Brandenburg","weiblich","","","",""
"Nein","1989","Mecklenburg-Vorpommern","männlich","","","",""
"Nein","1989","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","1989","Sachsen","männlich","","","",""
"Nein","1989","Sachsen","weiblich","","","",""
"Nein","1989","Sachsen-Anhalt","männlich","","","",""
"Nein","1989","Sachsen-Anhalt","weiblich","","","",""
"Nein","1989","Thüringen","männlich","","","",""
"Nein","1989","Thüringen","weiblich","","","",""
"Ja","1989","Schleswig-Holstein","männlich","93","0.688093456491527","0.612427103537882","0.763759809445172"
"Ja","1989","Schleswig-Holstein","weiblich","123","0.833768447159306","0.774388599892549","0.893148294426062"
"Ja","1989","Hamburg","männlich","68","0.657694929542302","0.563271202892153","0.752118656192451"
"Ja","1989","Hamburg","weiblich","74","0.781624545170479","0.700241956609561","0.863007133731397"
"Ja","1989","Niedersachsen","männlich","276","0.579780734153098","0.53557789102505","0.623983577281147"
"Ja","1989","Niedersachsen","weiblich","414","0.832607204739923","0.800143005280165","0.86507140419968"
"Ja","1989","Bremen","männlich","31","0.643059315577276","0.510262814663569","0.775855816490983"
"Ja","1989","Bremen","weiblich","44","0.804810913228586","0.701918025118285","0.907703801338887"
"Ja","1989","Nordrhein-Westfalen","männlich","822","0.648285178112826","0.622187252542057","0.674383103683595"
"Ja","1989","Nordrhein-Westfalen","weiblich","1019","0.795044831010282","0.773168752865443","0.816920909155121"
"Ja","1989","Hessen","männlich","298","0.665729779501001","0.624003930601469","0.707455628400532"
"Ja","1989","Hessen","weiblich","382","0.803164860262093","0.768278835540138","0.838050884984048"
"Ja","1989","Rheinland-Pfalz,Saarland","männlich","237","0.729126870377716","0.681749139637626","0.776504601117805"
"Ja","1989","Rheinland-Pfalz,Saarland","weiblich","283","0.817751280676123","0.777479243659938","0.858023317692307"
"Ja","1989","Baden-Württemberg","männlich","582","0.642579532686459","0.611269754589052","0.673889310783866"
"Ja","1989","Baden-Württemberg","weiblich","697","0.771667447375426","0.744243760452633","0.799091134298219"
"Ja","1989","Bayern","männlich","487","0.639149281820717","0.605337957666534","0.672960605974901"
"Ja","1989","Bayern","weiblich","585","0.73708693845252","0.70690115156087","0.76727272534417"
"Ja","1989","Saarland","männlich","","","",""
"Ja","1989","Saarland","weiblich","","","",""
"Ja","1989","Berlin","männlich","101","0.654636863745329","0.580729493875061","0.728544233615598"
"Ja","1989","Berlin","weiblich","128","0.759390981609856","0.694753843622952","0.82402811959676"
"Ja","1989","Brandenburg","männlich","","","",""
"Ja","1989","Brandenburg","weiblich","","","",""
"Ja","1989","Mecklenburg-Vorpommern","männlich","","","",""
"Ja","1989","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","1989","Sachsen","männlich","","","",""
"Ja","1989","Sachsen","weiblich","","","",""
"Ja","1989","Sachsen-Anhalt","männlich","","","",""
"Ja","1989","Sachsen-Anhalt","weiblich","","","",""
"Ja","1989","Thüringen","männlich","","","",""
"Ja","1989","Thüringen","weiblich","","","",""
"Nein","1990","Schleswig-Holstein","männlich","","","",""
"Nein","1990","Schleswig-Holstein","weiblich","","","",""
"Nein","1990","Hamburg","männlich","","","",""
"Nein","1990","Hamburg","weiblich","","","",""
"Nein","1990","Niedersachsen","männlich","","","",""
"Nein","1990","Niedersachsen","weiblich","","","",""
"Nein","1990","Bremen","männlich","","","",""
"Nein","1990","Bremen","weiblich","","","",""
"Nein","1990","Nordrhein-Westfalen","männlich","","","",""
"Nein","1990","Nordrhein-Westfalen","weiblich","","","",""
"Nein","1990","Hessen","männlich","","","",""
"Nein","1990","Hessen","weiblich","","","",""
"Nein","1990","Rheinland-Pfalz,Saarland","männlich","","","",""
"Nein","1990","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nein","1990","Baden-Württemberg","männlich","","","",""
"Nein","1990","Baden-Württemberg","weiblich","","","",""
"Nein","1990","Bayern","männlich","","","",""
"Nein","1990","Bayern","weiblich","","","",""
"Nein","1990","Saarland","männlich","","","",""
"Nein","1990","Saarland","weiblich","","","",""
"Nein","1990","Berlin","männlich","","","",""
"Nein","1990","Berlin","weiblich","","","",""
"Nein","1990","Brandenburg","männlich","","","",""
"Nein","1990","Brandenburg","weiblich","","","",""
"Nein","1990","Mecklenburg-Vorpommern","männlich","","","",""
"Nein","1990","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","1990","Sachsen","männlich","","","",""
"Nein","1990","Sachsen","weiblich","","","",""
"Nein","1990","Sachsen-Anhalt","männlich","","","",""
"Nein","1990","Sachsen-Anhalt","weiblich","","","",""
"Nein","1990","Thüringen","männlich","","","",""
"Nein","1990","Thüringen","weiblich","","","",""
"Ja","1990","Schleswig-Holstein","männlich","","","",""
"Ja","1990","Schleswig-Holstein","weiblich","","","",""
"Ja","1990","Hamburg","männlich","","","",""
"Ja","1990","Hamburg","weiblich","","","",""
"Ja","1990","Niedersachsen","männlich","","","",""
"Ja","1990","Niedersachsen","weiblich","","","",""
"Ja","1990","Bremen","männlich","","","",""
"Ja","1990","Bremen","weiblich","","","",""
"Ja","1990","Nordrhein-Westfalen","männlich","","","",""
"Ja","1990","Nordrhein-Westfalen","weiblich","","","",""
"Ja","1990","Hessen","männlich","","","",""
"Ja","1990","Hessen","weiblich","","","",""
"Ja","1990","Rheinland-Pfalz,Saarland","männlich","","","",""
"Ja","1990","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja","1990","Baden-Württemberg","männlich","","","",""
"Ja","1990","Baden-Württemberg","weiblich","","","",""
"Ja","1990","Bayern","männlich","","","",""
"Ja","1990","Bayern","weiblich","","","",""
"Ja","1990","Saarland","männlich","","","",""
"Ja","1990","Saarland","weiblich","","","",""
"Ja","1990","Berlin","männlich","","","",""
"Ja","1990","Berlin","weiblich","","","",""
"Ja","1990","Brandenburg","männlich","","","",""
"Ja","1990","Brandenburg","weiblich","","","",""
"Ja","1990","Mecklenburg-Vorpommern","männlich","","","",""
"Ja","1990","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","1990","Sachsen","männlich","","","",""
"Ja","1990","Sachsen","weiblich","","","",""
