"ple0044_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2003","Baden-Württemberg","männlich","849","0.669500356271253","0.643578641215913","0.695422071326593"
"Ja","2003","Baden-Württemberg","weiblich","1004","0.765754283834938","0.743026833236813","0.788481734433062"
"Ja","2003","Bayern","männlich","889","0.644973478880567","0.620197756686013","0.669749201075121"
"Ja","2003","Bayern","weiblich","1134","0.760206580063693","0.739240142453169","0.781173017674217"
"Ja","2003","Saarland","männlich","","","",""
"Ja","2003","Saarland","weiblich","","","",""
"Ja","2003","Berlin","männlich","251","0.656471755243718","0.609401239139717","0.703542271347719"
"Ja","2003","Berlin","weiblich","298","0.746374362764125","0.704052964642206","0.788695760886045"
"Ja","2003","Brandenburg","männlich","292","0.673288867717322","0.629515346885565","0.71706238854908"
"Ja","2003","Brandenburg","weiblich","378","0.803615686719564","0.767814689762865","0.839416683676262"
"Ja","2003","Mecklenburg-Vorpommern","männlich","143","0.663703741747518","0.603428322448207","0.72397916104683"
"Ja","2003","Mecklenburg-Vorpommern","weiblich","206","0.786311169880855","0.738125952087067","0.834496387674644"
"Ja","2003","Sachsen","männlich","470","0.64756364777838","0.613643933561832","0.681483361994928"
"Ja","2003","Sachsen","weiblich","570","0.74886194015791","0.718773214667466","0.778950665648354"
"Ja","2003","Sachsen-Anhalt","männlich","272","0.662748684218084","0.617854037857373","0.707643330578795"
"Ja","2003","Sachsen-Anhalt","weiblich","372","0.808149192355952","0.773105907472886","0.843192477239018"
"Ja","2003","Thüringen","männlich","297","0.659575286207846","0.616130994733304","0.703019577682387"
"Ja","2003","Thüringen","weiblich","360","0.786671554530207","0.749831319358555","0.823511789701858"
"Nein","2004","Schleswig-Holstein","männlich","115","0.357438038368124","0.303741626240196","0.411134450496053"
"Nein","2004","Schleswig-Holstein","weiblich","100","0.24008219110155","0.194747132050809","0.285417250152291"
"Nein","2004","Hamburg","männlich","48","0.352425374880473","0.270928750212378","0.433921999548569"
"Nein","2004","Hamburg","weiblich","34","0.168226913220083","0.108563267462989","0.227890558977177"
"Nein","2004","Niedersachsen","männlich","312","0.311300646838106","0.280965826826428","0.341635466849785"
"Nein","2004","Niedersachsen","weiblich","243","0.236388465626908","0.209371556057346","0.263405375196469"
"Nein","2004","Bremen","männlich","26","","",""
"Nein","2004","Bremen","weiblich","29","","",""
"Nein","2004","Nordrhein-Westfalen","männlich","782","0.340362498009425","0.320366340968412","0.360358655050437"
"Nein","2004","Nordrhein-Westfalen","weiblich","654","0.261931432944743","0.24389160316259","0.279971262726896"
"Nein","2004","Hessen","männlich","226","0.295122729642708","0.260586989139123","0.329658470146293"
"Nein","2004","Hessen","weiblich","162","0.194218341206557","0.165322479379054","0.223114203034059"
"Nein","2004","Rheinland-Pfalz,Saarland","männlich","192","0.323615477092501","0.286117402239446","0.361113551945556"
"Nein","2004","Rheinland-Pfalz,Saarland","weiblich","160","0.230512669274837","0.198787650086671","0.262237688463004"
"Nein","2004","Baden-Württemberg","männlich","399","0.295076508462387","0.269629963664219","0.320523053260556"
"Nein","2004","Baden-Württemberg","weiblich","305","0.213281670122676","0.190963049306338","0.235600290939014"
"Nein","2004","Bayern","männlich","498","0.313073030658922","0.288858798225586","0.337287263092258"
"Nein","2004","Bayern","weiblich","461","0.272888825575901","0.250698897298515","0.295078753853287"
"Nein","2004","Saarland","männlich","","","",""
"Nein","2004","Saarland","weiblich","","","",""
"Nein","2004","Berlin","männlich","149","0.414282976498851","0.364755208119311","0.463810744878391"
"Nein","2004","Berlin","weiblich","101","0.212875150435999","0.172760557370196","0.252989743501801"
"Nein","2004","Brandenburg","männlich","149","0.359512294915178","0.313177018799136","0.40584757103122"
"Nein","2004","Brandenburg","weiblich","113","0.231994521981668","0.193252106556397","0.27073693740694"
"Nein","2004","Mecklenburg-Vorpommern","männlich","80","0.341969938195892","0.280530507602399","0.403409368789386"
"Nein","2004","Mecklenburg-Vorpommern","weiblich","71","0.21307810862991","0.164053298072223","0.262102919187597"
"Nein","2004","Sachsen","männlich","256","0.328618217694036","0.294591258149258","0.362645177238814"
"Nein","2004","Sachsen","weiblich","221","0.23903346361307","0.209217493133474","0.268849434092665"
"Nein","2004","Sachsen-Anhalt","männlich","147","0.324556267338113","0.279509499962824","0.369603034713402"
"Nein","2004","Sachsen-Anhalt","weiblich","120","0.211165695833577","0.175028485024657","0.247302906642496"
"Nein","2004","Thüringen","männlich","155","0.320904874263003","0.277580317814127","0.364229430711878"
"Nein","2004","Thüringen","weiblich","110","0.190733687444205","0.154985952064924","0.226481422823485"
"Ja","2004","Schleswig-Holstein","männlich","191","0.642561961631876","0.588865549503947","0.696258373759804"
"Ja","2004","Schleswig-Holstein","weiblich","241","0.75991780889845","0.714582749847709","0.805252867949191"
"Ja","2004","Hamburg","männlich","84","0.647574625119527","0.566078000451431","0.729071249787622"
"Ja","2004","Hamburg","weiblich","117","0.831773086779917","0.772109441022823","0.891436732537011"
"Ja","2004","Niedersachsen","männlich","583","0.688699353161894","0.658364533150215","0.719034173173572"
"Ja","2004","Niedersachsen","weiblich","707","0.763611534373092","0.736594624803531","0.790628443942654"
"Ja","2004","Bremen","männlich","49","0.682135409679755","0.576751615187259","0.787519204172251"
"Ja","2004","Bremen","weiblich","59","0.679456207179","0.581950244179223","0.776962170178777"
"Ja","2004","Nordrhein-Westfalen","männlich","1375","0.659637501990575","0.639641344949563","0.679633659031588"
"Ja","2004","Nordrhein-Westfalen","weiblich","1628","0.738068567055257","0.720028737273104","0.75610839683741"
"Ja","2004","Hessen","männlich","444","0.704877270357292","0.670341529853707","0.739413010860877"
"Ja","2004","Hessen","weiblich","558","0.805781658793443","0.776885796965941","0.834677520620946"
"Ja","2004","Rheinland-Pfalz,Saarland","männlich","406","0.676384522907499","0.638886448054444","0.713882597760554"
"Ja","2004","Rheinland-Pfalz,Saarland","weiblich","517","0.769487330725163","0.737762311536996","0.801212349913329"
"Ja","2004","Baden-Württemberg","männlich","835","0.704923491537613","0.679476946739444","0.730370036335781"
"Ja","2004","Baden-Württemberg","weiblich","989","0.786718329877324","0.764399709060986","0.809036950693662"
"Ja","2004","Bayern","männlich","911","0.686926969341078","0.662712736907741","0.711141201774414"
"Ja","2004","Bayern","weiblich","1087","0.727111174424099","0.704921246146713","0.749301102701485"
"Ja","2004","Saarland","männlich","","","",""
"Ja","2004","Saarland","weiblich","","","",""
"Ja","2004","Berlin","männlich","231","0.585717023501149","0.536189255121609","0.635244791880689"
"Ja","2004","Berlin","weiblich","299","0.787124849564001","0.747010256498199","0.827239442629804"
"Ja","2004","Brandenburg","männlich","263","0.640487705084822","0.59415242896878","0.686822981200864"
"Ja","2004","Brandenburg","weiblich","343","0.768005478018332","0.72926306259306","0.806747893443603"
"Ja","2004","Mecklenburg-Vorpommern","männlich","149","0.658030061804108","0.596590631210614","0.719469492397601"
"Ja","2004","Mecklenburg-Vorpommern","weiblich","197","0.78692189137009","0.737897080812403","0.835946701927777"
"Ja","2004","Sachsen","männlich","476","0.671381782305964","0.637354822761186","0.705408741850742"
"Ja","2004","Sachsen","weiblich","565","0.76096653638693","0.731150565907335","0.790782506866526"
"Ja","2004","Sachsen-Anhalt","männlich","268","0.675443732661887","0.630396965286598","0.720490500037176"
"Ja","2004","Sachsen-Anhalt","weiblich","370","0.788834304166423","0.752697093357504","0.824971514975343"
"Ja","2004","Thüringen","männlich","291","0.679095125736997","0.635770569288122","0.722419682185873"
"Ja","2004","Thüringen","weiblich","354","0.809266312555795","0.773518577176515","0.845014047935076"
"Nein","2005","Schleswig-Holstein","männlich","116","0.38439299238037","0.329346839500734","0.439439145260006"
"Nein","2005","Schleswig-Holstein","weiblich","90","0.260258013159816","0.213272077763469","0.307243948556162"
"Nein","2005","Hamburg","männlich","43","0.325858421020163","0.247375015632057","0.404341826408269"
"Nein","2005","Hamburg","weiblich","28","","",""
"Nein","2005","Niedersachsen","männlich","293","0.315043143788975","0.283553947421332","0.346532340156617"
"Nein","2005","Niedersachsen","weiblich","230","0.232608790737833","0.205052187226388","0.260165394249278"
"Nein","2005","Bremen","männlich","22","","",""
"Nein","2005","Bremen","weiblich","24","","",""
"Nein","2005","Nordrhein-Westfalen","männlich","719","0.335554039415393","0.315143823255965","0.355964255574821"
"Nein","2005","Nordrhein-Westfalen","weiblich","577","0.24609694865072","0.228118398779567","0.264075498521873"
"Nein","2005","Hessen","männlich","224","0.347188375401316","0.310561297673541","0.38381545312909"
"Nein","2005","Hessen","weiblich","164","0.219740283471441","0.188911534124143","0.250569032818738"
"Nein","2005","Rheinland-Pfalz,Saarland","männlich","178","0.323716400352705","0.285135652111777","0.362297148593633"
"Nein","2005","Rheinland-Pfalz,Saarland","weiblich","171","0.263572729301715","0.229624969643956","0.297520488959474"
"Nein","2005","Baden-Württemberg","männlich","373","0.299728191814293","0.273687394222011","0.325768989406574"
"Nein","2005","Baden-Württemberg","weiblich","317","0.223760450534652","0.200911186764246","0.246609714305059"
"Nein","2005","Bayern","männlich","466","0.313389632154453","0.288431612613594","0.338347651695311"
"Nein","2005","Bayern","weiblich","469","0.275901462806297","0.2532064311207","0.298596494491893"
"Nein","2005","Saarland","männlich","","","",""
"Nein","2005","Saarland","weiblich","","","",""
"Nein","2005","Berlin","männlich","109","0.320848322946463","0.272083120129635","0.369613525763292"
"Nein","2005","Berlin","weiblich","106","0.257764661983246","0.213670134432419","0.301859189534072"
"Nein","2005","Brandenburg","männlich","155","0.411388338601277","0.36415806266081","0.458618614541745"
"Nein","2005","Brandenburg","weiblich","119","0.258537938941707","0.218085152448337","0.298990725435077"
"Nein","2005","Mecklenburg-Vorpommern","männlich","78","0.31245164457412","0.251889692775991","0.373013596372249"
"Nein","2005","Mecklenburg-Vorpommern","weiblich","58","0.187576270345726","0.140216663818461","0.234935876872991"
"Nein","2005","Sachsen","männlich","239","0.316150211733128","0.28221054640165","0.350089877064606"
"Nein","2005","Sachsen","weiblich","209","0.229243720380348","0.19901909379505","0.259468346965645"
"Nein","2005","Sachsen-Anhalt","männlich","150","0.336703819388505","0.291071005196935","0.382336633580075"
"Nein","2005","Sachsen-Anhalt","weiblich","126","0.209256407105868","0.172164059059084","0.246348755152651"
"Nein","2005","Thüringen","männlich","139","0.313472206346749","0.269000014707336","0.357944397986162"
"Nein","2005","Thüringen","weiblich","110","0.227306817791831","0.18836843979827","0.266245195785391"
"Ja","2005","Schleswig-Holstein","männlich","184","0.61560700761963","0.560560854739994","0.670653160499266"
"Ja","2005","Schleswig-Holstein","weiblich","245","0.739741986840184","0.692756051443837","0.786727922236531"
"Ja","2005","Hamburg","männlich","94","0.674141578979837","0.595658173591731","0.752624984367942"
"Ja","2005","Hamburg","weiblich","116","0.855953346177074","0.798602018123128","0.913304674231021"
"Ja","2005","Niedersachsen","männlich","543","0.684956856211026","0.653467659843383","0.716446052578668"
"Ja","2005","Niedersachsen","weiblich","673","0.767391209262167","0.739834605750722","0.794947812773612"
"Ja","2005","Bremen","männlich","38","0.679833486515457","0.561784654207119","0.797882318823796"
"Ja","2005","Bremen","weiblich","59","0.751396972016345","0.658415381215136","0.844378562817555"
"Ja","2005","Nordrhein-Westfalen","männlich","1337","0.664445960584607","0.644035744425179","0.684856176744035"
"Ja","2005","Nordrhein-Westfalen","weiblich","1628","0.75390305134928","0.735924501478127","0.771881601220433"
"Ja","2005","Hessen","männlich","425","0.652811624598684","0.61618454687091","0.689438702326459"
"Ja","2005","Hessen","weiblich","529","0.780259716528559","0.749430967181262","0.811088465875857"
"Ja","2005","Rheinland-Pfalz,Saarland","männlich","387","0.676283599647295","0.637702851406367","0.714864347888223"
"Ja","2005","Rheinland-Pfalz,Saarland","weiblich","476","0.736427270698285","0.702479511040526","0.770375030356044"
"Ja","2005","Baden-Württemberg","männlich","816","0.700271808185707","0.674231010593425","0.726312605777989"
"Ja","2005","Baden-Württemberg","weiblich","961","0.776239549465348","0.753390285694941","0.799088813235754"
"Ja","2005","Bayern","männlich","861","0.686610367845547","0.661652348304689","0.711568387386406"
"Ja","2005","Bayern","weiblich","1021","0.724098537193704","0.701403505508107","0.7467935688793"
"Ja","2005","Saarland","männlich","","","",""
"Ja","2005","Saarland","weiblich","","","",""
"Ja","2005","Berlin","männlich","243","0.679151677053537","0.630386474236708","0.727916879870365"
"Ja","2005","Berlin","weiblich","272","0.742235338016754","0.698140810465928","0.786329865567581"
"Ja","2005","Brandenburg","männlich","262","0.588611661398723","0.541381385458255","0.63584193733919"
"Ja","2005","Brandenburg","weiblich","331","0.741462061058293","0.701009274564923","0.781914847551663"
"Ja","2005","Mecklenburg-Vorpommern","männlich","147","0.68754835542588","0.626986403627751","0.748110307224008"
"Ja","2005","Mecklenburg-Vorpommern","weiblich","203","0.812423729654274","0.765064123127009","0.859783336181539"
"Ja","2005","Sachsen","männlich","482","0.683849788266872","0.649910122935394","0.71778945359835"
"Ja","2005","Sachsen","weiblich","534","0.770756279619652","0.740531653034355","0.80098090620495"
"Ja","2005","Sachsen-Anhalt","männlich","262","0.663296180611495","0.617663366419925","0.708928994803065"
"Ja","2005","Sachsen-Anhalt","weiblich","336","0.790743592894132","0.753651244847349","0.827835940940916"
"Ja","2005","Thüringen","männlich","279","0.686527793653251","0.642055602013838","0.730999985292664"
"Ja","2005","Thüringen","weiblich","335","0.772693182208169","0.733754804214609","0.81163156020173"
"Nein","2006","Schleswig-Holstein","männlich","112","0.372549558782835","0.318378276108308","0.426720841457363"
"Nein","2006","Schleswig-Holstein","weiblich","89","0.219455560252803","0.176157679062671","0.262753441442935"
"Nein","2006","Hamburg","männlich","47","0.368301138025738","0.288402265515173","0.448200010536303"
"Nein","2006","Hamburg","weiblich","37","0.172254471484318","0.113561891192685","0.230947051775951"
"Nein","2006","Niedersachsen","männlich","324","0.327763014422896","0.29751350061341","0.358012528232383"
"Nein","2006","Niedersachsen","weiblich","259","0.234946001266276","0.208616144568399","0.261275857964152"
"Nein","2006","Bremen","männlich","19","","",""
"Nein","2006","Bremen","weiblich","20","","",""
"Nein","2006","Nordrhein-Westfalen","männlich","728","0.334570227308071","0.314565133614263","0.354575321001879"
"Nein","2006","Nordrhein-Westfalen","weiblich","619","0.245775557434375","0.228225690723674","0.263325424145076"
"Nein","2006","Hessen","männlich","217","0.312558983529988","0.278022449014761","0.347095518045214"
"Nein","2006","Hessen","weiblich","194","0.23301601793145","0.202860926447257","0.263171109415642"
"Nein","2006","Rheinland-Pfalz,Saarland","männlich","183","0.33421959913673","0.296026865575607","0.372412332697853"
"Nein","2006","Rheinland-Pfalz,Saarland","weiblich","188","0.275536911211707","0.241906570400999","0.309167252022416"
"Nein","2006","Baden-Württemberg","männlich","407","0.290631498250759","0.26563980078798","0.315623195713539"
"Nein","2006","Baden-Württemberg","weiblich","344","0.237627549832028","0.215195498355377","0.260059601308679"
"Nein","2006","Bayern","männlich","501","0.317220756129033","0.293429883230937","0.341011629027128"
"Nein","2006","Bayern","weiblich","506","0.28662633952379","0.264504198507922","0.308748480539658"
"Nein","2006","Saarland","männlich","","","",""
"Nein","2006","Saarland","weiblich","","","",""
"Nein","2006","Berlin","männlich","124","0.378749556571173","0.328147267795624","0.429351845346721"
"Nein","2006","Berlin","weiblich","111","0.263192711915656","0.220091469338566","0.306293954492746"
"Nein","2006","Brandenburg","männlich","156","0.371438010941684","0.326392223200685","0.416483798682683"
"Nein","2006","Brandenburg","weiblich","125","0.250838345364042","0.211772047738439","0.289904642989646"
"Nein","2006","Mecklenburg-Vorpommern","männlich","79","0.307066136273604","0.250114045023668","0.364018227523541"
"Nein","2006","Mecklenburg-Vorpommern","weiblich","77","0.238882691832773","0.188758909629364","0.289006474036183"
"Nein","2006","Sachsen","männlich","267","0.363015959697981","0.328036997856303","0.397994921539659"
"Nein","2006","Sachsen","weiblich","233","0.254976450431338","0.224409113088991","0.285543787773684"
"Nein","2006","Sachsen-Anhalt","männlich","148","0.355587401348506","0.310130640522112","0.401044162174899"
"Nein","2006","Sachsen-Anhalt","weiblich","124","0.22236001659441","0.184925126687882","0.259794906500939"
"Nein","2006","Thüringen","männlich","150","0.311297958859816","0.268132061080448","0.354463856639185"
"Nein","2006","Thüringen","weiblich","115","0.225633610508397","0.188161402301136","0.263105818715658"
"Ja","2006","Schleswig-Holstein","männlich","194","0.627450441217165","0.573279158542637","0.681621723891692"
"Ja","2006","Schleswig-Holstein","weiblich","262","0.780544439747197","0.737246558557065","0.823842320937329"
"Ja","2006","Hamburg","männlich","93","0.631698861974262","0.551799989463697","0.711597734484827"
"Ja","2006","Hamburg","weiblich","122","0.827745528515682","0.769052948224049","0.886438108807315"
"Ja","2006","Niedersachsen","männlich","601","0.672236985577104","0.641987471767617","0.70248649938659"
"Ja","2006","Niedersachsen","weiblich","737","0.765053998733724","0.738724142035848","0.791383855431601"
"Ja","2006","Bremen","männlich","39","0.729250615765414","0.614895332164124","0.843605899366704"
"Ja","2006","Bremen","weiblich","60","0.826364635587113","0.74335890994588","0.909370361228346"
"Ja","2006","Nordrhein-Westfalen","männlich","1409","0.665429772691929","0.645424678998121","0.685434866385737"
"Ja","2006","Nordrhein-Westfalen","weiblich","1693","0.754224442565625","0.736674575854924","0.771774309276326"
"Ja","2006","Hessen","männlich","475","0.687441016470012","0.652904481954786","0.721977550985239"
"Ja","2006","Hessen","weiblich","561","0.766983982068551","0.736828890584359","0.797139073552743"
"Ja","2006","Rheinland-Pfalz,Saarland","männlich","403","0.66578040086327","0.627587667302147","0.703973134424393"
"Ja","2006","Rheinland-Pfalz,Saarland","weiblich","490","0.724463088788293","0.690832747977584","0.758093429599001"
"Ja","2006","Baden-Württemberg","männlich","861","0.709368501749241","0.684376804286461","0.73436019921202"
"Ja","2006","Baden-Württemberg","weiblich","1039","0.762372450167972","0.739940398691322","0.784804501644623"
"Ja","2006","Bayern","männlich","969","0.682779243870967","0.658988370972872","0.706570116769063"
"Ja","2006","Bayern","weiblich","1099","0.71337366047621","0.691251519460342","0.735495801492078"
"Ja","2006","Saarland","männlich","","","",""
"Ja","2006","Saarland","weiblich","","","",""
"Ja","2006","Berlin","männlich","229","0.621250443428827","0.570648154653279","0.671852732204376"
"Ja","2006","Berlin","weiblich","290","0.736807288084344","0.693706045507254","0.779908530661434"
"Ja","2006","Brandenburg","männlich","286","0.628561989058316","0.583516201317317","0.673607776799315"
"Ja","2006","Brandenburg","weiblich","348","0.749161654635958","0.710095357010354","0.788227952261562"
"Ja","2006","Mecklenburg-Vorpommern","männlich","173","0.692933863726396","0.635981772476459","0.749885954976332"
"Ja","2006","Mecklenburg-Vorpommern","weiblich","201","0.761117308167226","0.710993525963817","0.811241090370636"
"Ja","2006","Sachsen","männlich","459","0.636984040302019","0.602005078460341","0.671963002143697"
"Ja","2006","Sachsen","weiblich","548","0.745023549568662","0.714456212226316","0.775590886911009"
"Ja","2006","Sachsen-Anhalt","männlich","278","0.644412598651494","0.598955837825101","0.689869359477887"
"Ja","2006","Sachsen-Anhalt","weiblich","350","0.777639983405589","0.740205093499061","0.815074873312118"
"Ja","2006","Thüringen","männlich","292","0.688702041140184","0.645536143360815","0.731867938919552"
"Ja","2006","Thüringen","weiblich","363","0.774366389491603","0.736894181284342","0.811838597698864"
"Nein","2007","Schleswig-Holstein","männlich","91","0.317642276292375","0.262915369932099","0.372369182652652"
"Nein","2007","Schleswig-Holstein","weiblich","69","0.190591332576575","0.147079094619516","0.234103570533633"
"Nein","2007","Hamburg","männlich","37","0.287612941208897","0.210394087951981","0.364831794465813"
"Nein","2007","Hamburg","weiblich","36","0.177394256179442","0.117061470733091","0.237727041625794"
"Nein","2007","Niedersachsen","männlich","308","0.354495660431256","0.322709101961194","0.386282218901318"
"Nein","2007","Niedersachsen","weiblich","231","0.216166784059863","0.189611340925824","0.242722227193901"
"Nein","2007","Bremen","männlich","24","","",""
"Nein","2007","Bremen","weiblich","12","","",""
"Nein","2007","Nordrhein-Westfalen","männlich","672","0.340614810471438","0.319585704266962","0.361643916675915"
"Nein","2007","Nordrhein-Westfalen","weiblich","576","0.236043879908535","0.218081550842204","0.254006208974865"
"Nein","2007","Hessen","männlich","216","0.332735425602658","0.296705450559236","0.36876540064608"
"Nein","2007","Hessen","weiblich","198","0.269438877476078","0.236712031744393","0.302165723207764"
"Nein","2007","Rheinland-Pfalz,Saarland","männlich","173","0.333580782946017","0.293477945828581","0.373683620063453"
"Nein","2007","Rheinland-Pfalz,Saarland","weiblich","158","0.250035242615368","0.216031626160626","0.284038859070109"
"Nein","2007","Baden-Württemberg","männlich","368","0.312481869525182","0.285704684528358","0.339259054522006"
"Nein","2007","Baden-Württemberg","weiblich","298","0.222513252741474","0.199583520005938","0.24544298547701"
"Nein","2007","Bayern","männlich","455","0.329259814967806","0.304302028464787","0.354217601470825"
"Nein","2007","Bayern","weiblich","455","0.278734960767383","0.256097139439662","0.301372782095104"
"Nein","2007","Saarland","männlich","","","",""
"Nein","2007","Saarland","weiblich","","","",""
"Nein","2007","Berlin","männlich","114","0.38021386140794","0.327838621710508","0.432589101105372"
"Nein","2007","Berlin","weiblich","110","0.244338625860143","0.201801833926259","0.286875417794026"
"Nein","2007","Brandenburg","männlich","127","0.315475705239028","0.269706023638712","0.361245386839344"
"Nein","2007","Brandenburg","weiblich","91","0.216893034059468","0.177984685169372","0.255801382949564"
"Nein","2007","Mecklenburg-Vorpommern","männlich","83","0.329540890440293","0.268793870674867","0.390287910205718"
"Nein","2007","Mecklenburg-Vorpommern","weiblich","72","0.244778461050458","0.192516560303519","0.297040361797397"
"Nein","2007","Sachsen","männlich","254","0.330994195251197","0.296669663294439","0.365318727207956"
"Nein","2007","Sachsen","weiblich","228","0.255613868119255","0.224142816661622","0.287084919576887"
"Nein","2007","Sachsen-Anhalt","männlich","148","0.361198811604845","0.314928339090501","0.407469284119189"
"Nein","2007","Sachsen-Anhalt","weiblich","119","0.261939300147104","0.220808969325853","0.303069630968354"
"Nein","2007","Thüringen","männlich","132","0.329405076725013","0.284981948485152","0.373828204964875"
"Nein","2007","Thüringen","weiblich","116","0.238138045218961","0.199000378718988","0.277275711718933"
"Ja","2007","Schleswig-Holstein","männlich","187","0.682357723707625","0.627630817347348","0.737084630067901"
"Ja","2007","Schleswig-Holstein","weiblich","244","0.809408667423425","0.765896429466367","0.852920905380484"
"Ja","2007","Hamburg","männlich","95","0.712387058791103","0.635168205534187","0.789605912048019"
"Ja","2007","Hamburg","weiblich","118","0.822605743820558","0.762272958374206","0.882938529266909"
"Ja","2007","Niedersachsen","männlich","562","0.645504339568744","0.613717781098682","0.677290898038806"
"Ja","2007","Niedersachsen","weiblich","692","0.783833215940137","0.757277772806099","0.810388659074176"
"Ja","2007","Bremen","männlich","40","0.649823006952372","0.532953974028527","0.766692039876217"
"Ja","2007","Bremen","weiblich","69","0.900518364763435","0.835337018482706","0.965699711044163"
"Ja","2007","Nordrhein-Westfalen","männlich","1279","0.659385189528562","0.638356083324085","0.680414295733038"
"Ja","2007","Nordrhein-Westfalen","weiblich","1571","0.763956120091465","0.745993791025135","0.781918449157796"
"Ja","2007","Hessen","männlich","441","0.667264574397342","0.63123459935392","0.703294549440764"
"Ja","2007","Hessen","weiblich","508","0.730561122523922","0.697834276792236","0.763287968255607"
"Ja","2007","Rheinland-Pfalz,Saarland","männlich","358","0.666419217053983","0.626316379936547","0.706522054171419"
"Ja","2007","Rheinland-Pfalz,Saarland","weiblich","465","0.749964757384632","0.715961140929891","0.783968373839374"
"Ja","2007","Baden-Württemberg","männlich","783","0.687518130474818","0.660740945477994","0.714295315471642"
"Ja","2007","Baden-Württemberg","weiblich","966","0.777486747258526","0.75455701452299","0.800416479994062"
"Ja","2007","Bayern","männlich","907","0.670740185032194","0.645782398529175","0.695697971535213"
"Ja","2007","Bayern","weiblich","1052","0.721265039232617","0.698627217904896","0.743902860560338"
"Ja","2007","Saarland","männlich","","","",""
"Ja","2007","Saarland","weiblich","","","",""
"Ja","2007","Berlin","männlich","216","0.61978613859206","0.567410898894628","0.672161378289492"
"Ja","2007","Berlin","weiblich","282","0.755661374139857","0.713124582205974","0.798198166073741"
"Ja","2007","Brandenburg","männlich","269","0.684524294760972","0.638754613160656","0.730293976361288"
"Ja","2007","Brandenburg","weiblich","340","0.783106965940532","0.744198617050436","0.822015314830628"
"Ja","2007","Mecklenburg-Vorpommern","männlich","147","0.670459109559707","0.609712089794282","0.731206129325133"
"Ja","2007","Mecklenburg-Vorpommern","weiblich","188","0.755221538949542","0.702959638202603","0.807483439696481"
"Ja","2007","Sachsen","männlich","468","0.669005804748803","0.634681272792044","0.703330336705561"
"Ja","2007","Sachsen","weiblich","510","0.744386131880745","0.712915080423113","0.775857183338378"
"Ja","2007","Sachsen-Anhalt","männlich","266","0.638801188395155","0.592530715880811","0.685071660909498"
"Ja","2007","Sachsen-Anhalt","weiblich","320","0.738060699852897","0.696930369031646","0.779191030674147"
"Ja","2007","Thüringen","männlich","298","0.670594923274987","0.626171795035125","0.715018051514848"
"Ja","2007","Thüringen","weiblich","339","0.761861954781039","0.722724288281067","0.800999621281012"
"Nein","2008","Schleswig-Holstein","männlich","83","0.309184991042362","0.252237064713645","0.36613291737108"
"Nein","2008","Schleswig-Holstein","weiblich","77","0.243356915884153","0.193798293327082","0.292915538441224"
"Nein","2008","Hamburg","männlich","42","0.291808888796986","0.213962774900449","0.369655002693524"
"Nein","2008","Hamburg","weiblich","33","0.161364716185033","0.101488417744085","0.221241014625981"
"Nein","2008","Niedersachsen","männlich","272","0.331447188458205","0.299168781540218","0.363725595376191"
"Nein","2008","Niedersachsen","weiblich","227","0.211010486117006","0.184308749724125","0.237712222509887"
"Nein","2008","Bremen","männlich","17","","",""
"Nein","2008","Bremen","weiblich","11","","",""
"Nein","2008","Nordrhein-Westfalen","männlich","600","0.32110107689638","0.299697643958981","0.342504509833778"
"Nein","2008","Nordrhein-Westfalen","weiblich","509","0.232618813216628","0.214212329597158","0.251025296836098"
"Nein","2008","Hessen","männlich","181","0.317420245140273","0.280839974729827","0.35400051555072"
"Nein","2008","Hessen","weiblich","158","0.206341005367639","0.175652933527173","0.237029077208106"
"Nein","2008","Rheinland-Pfalz,Saarland","männlich","156","0.323280381989202","0.281696597146809","0.364864166831594"
"Nein","2008","Rheinland-Pfalz,Saarland","weiblich","160","0.253568997626881","0.218641467762941","0.288496527490822"
"Nein","2008","Baden-Württemberg","männlich","352","0.316600302774872","0.289322175058739","0.343878430491004"
"Nein","2008","Baden-Württemberg","weiblich","272","0.219743911454063","0.19629640357411","0.243191419334017"
"Nein","2008","Bayern","männlich","405","0.328419110372817","0.302731189544262","0.354107031201373"
"Nein","2008","Bayern","weiblich","415","0.283686948281763","0.260207516944204","0.307166379619321"
"Nein","2008","Saarland","männlich","","","",""
"Nein","2008","Saarland","weiblich","","","",""
"Nein","2008","Berlin","männlich","95","0.347434445773024","0.295264352697336","0.399604538848711"
"Nein","2008","Berlin","weiblich","102","0.247817300336746","0.204350670669941","0.291283930003552"
"Nein","2008","Brandenburg","männlich","126","0.384706460261817","0.335659950413965","0.433752970109668"
"Nein","2008","Brandenburg","weiblich","94","0.24995309782003","0.208543890365845","0.291362305274216"
"Nein","2008","Mecklenburg-Vorpommern","männlich","73","0.304189161729951","0.244602670514317","0.363775652945586"
"Nein","2008","Mecklenburg-Vorpommern","weiblich","59","0.207180851902065","0.156941970703521","0.25741973310061"
"Nein","2008","Sachsen","männlich","238","0.336582309858003","0.301065593915829","0.372099025800177"
"Nein","2008","Sachsen","weiblich","211","0.255642872122115","0.223373757122426","0.287911987121804"
"Nein","2008","Sachsen-Anhalt","männlich","137","0.30515879589489","0.259162436927543","0.351155154862237"
"Nein","2008","Sachsen-Anhalt","weiblich","117","0.243750950858127","0.202641028211162","0.284860873505092"
