"ple0044_h","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Ja","2013","Hauptschule","maennlich","3418","0.776018571263755","0.763889988327434","0.788147154200077"
"Ja","2013","Hauptschule","weiblich","3800","0.831977777313464","0.821384109617655","0.842571445009274"
"Ja","2013","Realschule","maennlich","2049","0.690723269575942","0.674266202355937","0.707180336795947"
"Ja","2013","Realschule","weiblich","3338","0.734438786005439","0.72177519724694","0.747102374763938"
"Ja","2013","(Fach-)Abitur","maennlich","1201","0.680015133970169","0.658689627913531","0.701340640026808"
"Ja","2013","(Fach-)Abitur","weiblich","1840","0.742215096514475","0.725317013017209","0.75911318001174"
"Ja","2013","AkademikerIn","maennlich","2306","0.693207654678768","0.677692857353692","0.708722452003844"
"Ja","2013","AkademikerIn","weiblich","2418","0.749385791924808","0.734803971923016","0.7639676119266"
"keinen Tag","2014","(noch) kein Abschluss","maennlich","135","0.259900485538243","0.219242773602311","0.300558197474176"
"keinen Tag","2014","(noch) kein Abschluss","weiblich","166","0.252070847887655","0.215139736939401","0.289001958835909"
"keinen Tag","2014","Hauptschule","maennlich","1122","0.255406748002183","0.241808896067099","0.269004599937267"
"keinen Tag","2014","Hauptschule","weiblich","985","0.179364540506615","0.167686314489878","0.191042766523351"
"keinen Tag","2014","Realschule","maennlich","901","0.3324882745976","0.314751237999664","0.350225311195536"
"keinen Tag","2014","Realschule","weiblich","1227","0.267914467469404","0.254333489149198","0.28149544578961"
"keinen Tag","2014","(Fach-)Abitur","maennlich","654","0.34112605094502","0.318415431721716","0.363836670168324"
"keinen Tag","2014","(Fach-)Abitur","weiblich","749","0.302981817113797","0.283861293701824","0.32210234052577"
"keinen Tag","2014","AkademikerIn","maennlich","986","0.328785367623635","0.312159736081522","0.345410999165749"
"keinen Tag","2014","AkademikerIn","weiblich","949","0.275422893146789","0.259638544502585","0.291207241790993"
"Ja","2014","(noch) kein Abschluss","maennlich","312","0.740099514461756","0.699441802525824","0.780757226397689"
"Ja","2014","(noch) kein Abschluss","weiblich","365","0.747929152112345","0.710998041164091","0.784860263060599"
"Ja","2014","Hauptschule","maennlich","2829","0.744593251997817","0.730995400062733","0.758191103932901"
"Ja","2014","Hauptschule","weiblich","3161","0.820635459493385","0.808957233476649","0.832313685510122"
"Ja","2014","Realschule","maennlich","1809","0.6675117254024","0.649774688804464","0.685248762000336"
"Ja","2014","Realschule","weiblich","2858","0.732085532530596","0.71850455421039","0.745666510850802"
"Ja","2014","(Fach-)Abitur","maennlich","1020","0.65887394905498","0.636163329831676","0.681584568278284"
"Ja","2014","(Fach-)Abitur","weiblich","1470","0.697018182886203","0.67789765947423","0.716138706298176"
"Ja","2014","AkademikerIn","maennlich","2081","0.671214632376365","0.654589000834251","0.687840263918478"
"Ja","2014","AkademikerIn","weiblich","2128","0.724577106853211","0.708792758209007","0.740361455497415"
"keinen Tag","2015","(noch) kein Abschluss","maennlich","85","0.186645525267564","0.149249212370604","0.224041838164524"
"keinen Tag","2015","(noch) kein Abschluss","weiblich","73","0.123764045474311","0.0960144126129092","0.151513678335714"
"keinen Tag","2015","Hauptschule","maennlich","961","0.235310722807175","0.221825363719074","0.248796081895276"
"keinen Tag","2015","Hauptschule","weiblich","732","0.160687261094482","0.149196832632948","0.172177689556016"
"keinen Tag","2015","Realschule","maennlich","835","0.323800473162107","0.305741269709042","0.341859676615171"
"keinen Tag","2015","Realschule","weiblich","1103","0.265236017152151","0.251347162008892","0.27912487229541"
"keinen Tag","2015","(Fach-)Abitur","maennlich","585","0.314225914185974","0.292389326961333","0.336062501410615"
"keinen Tag","2015","(Fach-)Abitur","weiblich","681","0.27217713348916","0.254258182403717","0.290096084574602"
"keinen Tag","2015","AkademikerIn","maennlich","1014","0.303262066871698","0.287237746604738","0.319286387138659"
"keinen Tag","2015","AkademikerIn","weiblich","883","0.251518239066448","0.236449784065243","0.266586694067654"
"Ja","2015","(noch) kein Abschluss","maennlich","332","0.813354474732436","0.775958161835476","0.850750787629396"
"Ja","2015","(noch) kein Abschluss","weiblich","468","0.876235954525689","0.848486321664287","0.903985587387091"
"Ja","2015","Hauptschule","maennlich","2840","0.764689277192825","0.751203918104724","0.778174636280926"
"Ja","2015","Hauptschule","weiblich","3192","0.839312738905518","0.827822310443984","0.850803167367052"
"Ja","2015","Realschule","maennlich","1744","0.676199526837893","0.658140323384829","0.694258730290958"
"Ja","2015","Realschule","weiblich","2778","0.734763982847849","0.72087512770459","0.748652837991108"
"Ja","2015","(Fach-)Abitur","maennlich","1151","0.685774085814026","0.663937498589385","0.707610673038667"
"Ja","2015","(Fach-)Abitur","weiblich","1689","0.72782286651084","0.709903915425398","0.745741817596283"
"Ja","2015","AkademikerIn","maennlich","2147","0.696737933128302","0.680713612861342","0.712762253395262"
"Ja","2015","AkademikerIn","weiblich","2302","0.748481760933552","0.733413305932346","0.763550215934757"
"keinen Tag","2016","(noch) kein Abschluss","maennlich","76","0.182849658257278","0.142526104667128","0.223173211847427"
"keinen Tag","2016","(noch) kein Abschluss","weiblich","68","0.127439259621141","0.0972275975261311","0.157650921716151"
"keinen Tag","2016","Hauptschule","maennlich","818","0.231959221954933","0.217786280754477","0.246132163155389"
"keinen Tag","2016","Hauptschule","weiblich","683","0.184805626971585","0.17194860999029","0.19766264395288"
"keinen Tag","2016","Realschule","maennlich","731","0.303645975540457","0.285066393626002","0.322225557454913"
"keinen Tag","2016","Realschule","weiblich","961","0.251797947359786","0.237577843047033","0.266018051672538"
"keinen Tag","2016","(Fach-)Abitur","maennlich","502","0.310696073989699","0.287522556119129","0.333869591860269"
"keinen Tag","2016","(Fach-)Abitur","weiblich","592","0.24545887415509","0.22718682760478","0.263730920705399"
"keinen Tag","2016","AkademikerIn","maennlich","913","0.330472653160624","0.313329098735606","0.347616207585642"
"keinen Tag","2016","AkademikerIn","weiblich","837","0.255479005351927","0.239732865446227","0.271225145257627"
"Ja","2016","(noch) kein Abschluss","maennlich","277","0.817150341742722","0.776826788152572","0.857473895332872"
"Ja","2016","(noch) kein Abschluss","weiblich","400","0.872560740378859","0.842349078283849","0.902772402473869"
"Ja","2016","Hauptschule","maennlich","2589","0.768040778045067","0.753867836844611","0.782213719245523"
"Ja","2016","Hauptschule","weiblich","2818","0.815194373028415","0.80233735604712","0.82805139000971"
"Ja","2016","Realschule","maennlich","1622","0.696354024459543","0.677774442545087","0.714933606373998"
"Ja","2016","Realschule","weiblich","2618","0.748202052640215","0.733981948327462","0.762422156952967"
"Ja","2016","(Fach-)Abitur","maennlich","1030","0.689303926010301","0.666130408139731","0.712477443880871"
"Ja","2016","(Fach-)Abitur","weiblich","1539","0.75454112584491","0.736269079294601","0.77281317239522"
"Ja","2016","AkademikerIn","maennlich","1979","0.669527346839376","0.652383792414358","0.686670901264394"
"Ja","2016","AkademikerIn","weiblich","2110","0.744520994648073","0.728774854742373","0.760267134553773"
"keinen Tag","2017","(noch) kein Abschluss","maennlich","71","0.163213505099173","0.127614874048147","0.1988121361502"
"keinen Tag","2017","(noch) kein Abschluss","weiblich","58","0.102052546646811","0.0757024934547706","0.128402599838852"
"keinen Tag","2017","Hauptschule","maennlich","861","0.236616918178223","0.222584765437659","0.250649070918786"
"keinen Tag","2017","Hauptschule","weiblich","676","0.171097014608541","0.158731470024226","0.183462559192857"
"keinen Tag","2017","Realschule","maennlich","824","0.306728498170379","0.289546556133961","0.323910440206797"
"keinen Tag","2017","Realschule","weiblich","1010","0.227558322186526","0.214687383717855","0.240429260655197"
"keinen Tag","2017","(Fach-)Abitur","maennlich","534","0.294229608595938","0.272891498846329","0.315567718345547"
"keinen Tag","2017","(Fach-)Abitur","weiblich","617","0.24833128241938","0.230889243402898","0.265773321435862"
"keinen Tag","2017","AkademikerIn","maennlich","962","0.286708591864423","0.27108156312532","0.302335620603526"
"keinen Tag","2017","AkademikerIn","weiblich","835","0.250486304404163","0.235548244588465","0.265424364219861"
"Ja","2017","(noch) kein Abschluss","maennlich","343","0.836786494900827","0.8011878638498","0.872385125951853"
"Ja","2017","(noch) kein Abschluss","weiblich","449","0.897947453353189","0.871597400161148","0.924297506545229"
"Ja","2017","Hauptschule","maennlich","2663","0.763383081821777","0.749350929081214","0.777415234562341"
"Ja","2017","Hauptschule","weiblich","2887","0.828902985391459","0.816537440807143","0.841268529975774"
"Ja","2017","Realschule","maennlich","1943","0.693271501829621","0.676089559793203","0.710453443866039"
"Ja","2017","Realschule","weiblich","3066","0.772441677813474","0.759570739344803","0.785312616282145"
"Ja","2017","(Fach-)Abitur","maennlich","1218","0.705770391404062","0.684432281654453","0.727108501153671"
"Ja","2017","(Fach-)Abitur","weiblich","1740","0.75166871758062","0.734226678564138","0.769110756597102"
"Ja","2017","AkademikerIn","maennlich","2255","0.713291408135577","0.697664379396474","0.72891843687468"
"Ja","2017","AkademikerIn","weiblich","2397","0.749513695595837","0.734575635780139","0.764451755411535"
"keinen Tag","2018","(noch) kein Abschluss","maennlich","72","0.164091488010944","0.127751561589643","0.200431414432245"
"keinen Tag","2018","(noch) kein Abschluss","weiblich","53","0.0859791515101177","0.0611324759066251","0.11082582711361"
"keinen Tag","2018","Hauptschule","maennlich","754","0.217272601344804","0.203268071778091","0.231277130911516"
"keinen Tag","2018","Hauptschule","weiblich","642","0.171289973186543","0.158612770656015","0.183967175717072"
"keinen Tag","2018","Realschule","maennlich","751","0.282719190875252","0.265599620838075","0.299838760912429"
"keinen Tag","2018","Realschule","weiblich","993","0.231783519806031","0.21859246102039","0.244974578591672"
"keinen Tag","2018","(Fach-)Abitur","maennlich","503","0.288908438329005","0.267317948875486","0.310498927782524"
"keinen Tag","2018","(Fach-)Abitur","weiblich","605","0.23656832069952","0.219181501889818","0.253955139509222"
"keinen Tag","2018","AkademikerIn","maennlich","900","0.283513384311349","0.267731505007501","0.299295263615197"
"keinen Tag","2018","AkademikerIn","weiblich","780","0.214106251606249","0.199810891949584","0.228401611262915"
"Ja","2018","(noch) kein Abschluss","maennlich","327","0.835908511989056","0.799568585567755","0.872248438410357"
"Ja","2018","(noch) kein Abschluss","weiblich","436","0.914020848489882","0.88917417288639","0.938867524093375"
"Ja","2018","Hauptschule","maennlich","2577","0.782727398655196","0.768722869088484","0.796731928221909"
"Ja","2018","Hauptschule","weiblich","2751","0.828710026813457","0.816032824282928","0.841387229343985"
"Ja","2018","Realschule","maennlich","1907","0.717280809124748","0.700161239087571","0.734400379161925"
"Ja","2018","Realschule","weiblich","2938","0.768216480193969","0.755025421408328","0.78140753897961"
"Ja","2018","(Fach-)Abitur","maennlich","1190","0.711091561670995","0.689501072217476","0.732682051124514"
"Ja","2018","(Fach-)Abitur","weiblich","1690","0.76343167930048","0.746044860490778","0.780818498110182"
"Ja","2018","AkademikerIn","maennlich","2233","0.716486615688651","0.700704736384803","0.732268494992499"
"Ja","2018","AkademikerIn","weiblich","2383","0.785893748393751","0.771598388737085","0.800189108050416"
"keinen Tag","2019","(noch) kein Abschluss","maennlich","56","0.131386788151004","0.096871361579339","0.165902214722669"
"keinen Tag","2019","(noch) kein Abschluss","weiblich","51","0.0932623011388467","0.06497581676118","0.121548785516514"
"keinen Tag","2019","Hauptschule","maennlich","715","0.213174905507511","0.198822593741912","0.227527217273109"
"keinen Tag","2019","Hauptschule","weiblich","544","0.159027540719204","0.145973904938781","0.172081176499626"
"keinen Tag","2019","Realschule","maennlich","868","0.299555551929629","0.282558581274569","0.316552522584688"
"keinen Tag","2019","Realschule","weiblich","990","0.225341848942802","0.212190322433645","0.238493375451959"
"keinen Tag","2019","(Fach-)Abitur","maennlich","577","0.295669282221544","0.274564234274436","0.316774330168653"
"keinen Tag","2019","(Fach-)Abitur","weiblich","579","0.215078865625579","0.198323497225291","0.231834234025866"
"keinen Tag","2019","AkademikerIn","maennlich","1224","0.287708890333247","0.272988450212805","0.302429330453689"
"keinen Tag","2019","AkademikerIn","weiblich","858","0.211205224419155","0.197325443279188","0.225085005559123"
"Ja","2019","(noch) kein Abschluss","maennlich","312","0.868613211848996","0.834097785277331","0.903128638420661"
"Ja","2019","(noch) kein Abschluss","weiblich","355","0.906737698861153","0.878451214483486","0.93502418323882"
"Ja","2019","Hauptschule","maennlich","2413","0.786825094492489","0.772472782726891","0.801177406258088"
"Ja","2019","Hauptschule","weiblich","2471","0.840972459280796","0.827918823500374","0.854026095061219"
"Ja","2019","Realschule","maennlich","1922","0.700444448070371","0.683447477415312","0.717441418725431"
"Ja","2019","Realschule","weiblich","2887","0.774658151057198","0.761506624548041","0.787809677566355"
"Ja","2019","(Fach-)Abitur","maennlich","1219","0.704330717778456","0.683225669831347","0.725435765725564"
"Ja","2019","(Fach-)Abitur","weiblich","1731","0.784921134374421","0.768165765974134","0.801676502774709"
"Ja","2019","AkademikerIn","maennlich","2409","0.712291109666753","0.697570669546311","0.727011549787195"
"Ja","2019","AkademikerIn","weiblich","2464","0.788794775580845","0.774914994440877","0.802674556720812"
"keinen Tag","2020","(noch) kein Abschluss","maennlich","414","0.208171381975836","0.183032825259893","0.233309938691779"
"keinen Tag","2020","(noch) kein Abschluss","weiblich","237","0.148038780133118","0.124036762229312","0.172040798036923"
"keinen Tag","2020","Hauptschule","maennlich","909","0.220536791407691","0.206431476022488","0.234642106792894"
"keinen Tag","2020","Hauptschule","weiblich","609","0.149910351547986","0.137303085783424","0.162517617312548"
"keinen Tag","2020","Realschule","maennlich","751","0.283508515181413","0.265942945196806","0.30107408516602"
"keinen Tag","2020","Realschule","weiblich","898","0.233926172644081","0.220030069017999","0.247822276270163"
"keinen Tag","2020","(Fach-)Abitur","maennlich","840","0.312411118175192","0.292959849993193","0.331862386357192"
"keinen Tag","2020","(Fach-)Abitur","weiblich","756","0.23177475514809","0.215586308060756","0.247963202235423"
"keinen Tag","2020","AkademikerIn","maennlich","1433","0.284795932478638","0.270762280975686","0.29882958398159"
"keinen Tag","2020","AkademikerIn","weiblich","1033","0.245937983653661","0.231837272268101","0.26003869503922"
"Ja","2020","(noch) kein Abschluss","maennlich","588","0.791828618024164","0.766690061308221","0.816967174740107"
"Ja","2020","(noch) kein Abschluss","weiblich","604","0.851961219866882","0.827959201963077","0.875963237770688"
"Ja","2020","Hauptschule","maennlich","2410","0.779463208592309","0.765357893207106","0.793568523977512"
"Ja","2020","Hauptschule","weiblich","2471","0.850089648452014","0.837482382687452","0.862696914216576"
"Ja","2020","Realschule","maennlich","1778","0.716491484818587","0.69892591483398","0.734057054803194"
"Ja","2020","Realschule","weiblich","2667","0.766073827355919","0.752177723729836","0.779969930982001"
"Ja","2020","(Fach-)Abitur","maennlich","1341","0.687588881824808","0.668137613642808","0.707040150006807"
"Ja","2020","(Fach-)Abitur","weiblich","1854","0.76822524485191","0.752036797764577","0.784413691939244"
"Ja","2020","AkademikerIn","maennlich","2540","0.715204067521362","0.70117041601841","0.729237719024314"
"Ja","2020","AkademikerIn","weiblich","2550","0.754062016346339","0.73996130496078","0.768162727731899"
