"ple0044_h","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"keinen Tag","1986","AkademikerIn","maennlich","265","0.506046420262252","0.462091434496334","0.550001406028169"
"keinen Tag","1986","AkademikerIn","weiblich","74","0.295615708337209","0.237397253526075","0.353834163148344"
"Ja","1986","(noch) kein Abschluss","maennlich","337","0.783804434258114","0.74662824361458","0.820980624901649"
"Ja","1986","(noch) kein Abschluss","weiblich","432","0.857255384656696","0.827751025281833","0.886759744031559"
"Ja","1986","Hauptschule","maennlich","1697","0.602185699244478","0.584475499855159","0.619895898633796"
"Ja","1986","Hauptschule","weiblich","2278","0.771995563422184","0.757188465194241","0.786802661650127"
"Ja","1986","Realschule","maennlich","408","0.568762759405994","0.532737801157228","0.60478771765476"
"Ja","1986","Realschule","weiblich","722","0.733101241313148","0.705955402903854","0.760247079722442"
"Ja","1986","(Fach-)Abitur","maennlich","307","0.674556735544285","0.631832530705159","0.71728094038341"
"Ja","1986","(Fach-)Abitur","weiblich","216","0.672067621906832","0.621416419818517","0.722718823995148"
"Ja","1986","AkademikerIn","maennlich","232","0.493953579737748","0.449998593971831","0.537908565503666"
"Ja","1986","AkademikerIn","weiblich","162","0.704384291662791","0.646165836851656","0.762602746473925"
"keinen Tag","1987","(noch) kein Abschluss","maennlich","116","0.228360026050627","0.189445501361873","0.267274550739382"
"keinen Tag","1987","(noch) kein Abschluss","weiblich","97","0.132709749101551","0.10422689624985","0.161192601953252"
"keinen Tag","1987","Hauptschule","maennlich","1123","0.370551766848331","0.352898153104349","0.388205380592313"
"keinen Tag","1987","Hauptschule","weiblich","612","0.175118173038685","0.161556230103673","0.188680115973696"
"keinen Tag","1987","Realschule","maennlich","291","0.386121690724668","0.350779979772197","0.421463401677139"
"keinen Tag","1987","Realschule","weiblich","261","0.236644171702328","0.210288337540843","0.263000005863814"
"keinen Tag","1987","(Fach-)Abitur","maennlich","135","0.312849668546596","0.269915524031819","0.355783813061373"
"keinen Tag","1987","(Fach-)Abitur","weiblich","87","0.261803033208627","0.213636369355793","0.30996969706146"
"keinen Tag","1987","AkademikerIn","maennlich","246","0.490041427254956","0.445273789275355","0.534809065234556"
"keinen Tag","1987","AkademikerIn","weiblich","82","0.307695288652655","0.249424803156417","0.365965774148893"
"Ja","1987","(noch) kein Abschluss","maennlich","331","0.771639973949372","0.732725449260618","0.810554498638127"
"Ja","1987","(noch) kein Abschluss","weiblich","448","0.867290250898449","0.838807398046748","0.89577310375015"
"Ja","1987","Hauptschule","maennlich","1752","0.629448233151669","0.611794619407687","0.647101846895651"
"Ja","1987","Hauptschule","weiblich","2405","0.824881826961315","0.811319884026304","0.838443769896327"
"Ja","1987","Realschule","maennlich","438","0.613878309275332","0.578536598322861","0.649220020227803"
"Ja","1987","Realschule","weiblich","738","0.763355828297672","0.736999994136186","0.789711662459157"
"Ja","1987","(Fach-)Abitur","maennlich","313","0.687150331453404","0.644216186938627","0.730084475968181"
"Ja","1987","(Fach-)Abitur","weiblich","233","0.738196966791373","0.69003030293854","0.786363630644207"
"Ja","1987","AkademikerIn","maennlich","233","0.509958572745044","0.465190934765444","0.554726210724645"
"Ja","1987","AkademikerIn","weiblich","159","0.692304711347345","0.634034225851107","0.750575196843583"
"keinen Tag","1988","(noch) kein Abschluss","maennlich","91","0.16455700463213","0.128038154384014","0.201075854880245"
"keinen Tag","1988","(noch) kein Abschluss","weiblich","80","0.117429607518273","0.0893793847717566","0.145479830264788"
"keinen Tag","1988","Hauptschule","maennlich","1068","0.360884205452631","0.343038108792343","0.37873030211292"
"keinen Tag","1988","Hauptschule","weiblich","621","0.18912168997802","0.174752055632162","0.203491324323879"
"keinen Tag","1988","Realschule","maennlich","290","0.431585502637646","0.394385708884282","0.46878529639101"
"keinen Tag","1988","Realschule","weiblich","267","0.254982219326502","0.227763465165207","0.282200973487797"
"keinen Tag","1988","(Fach-)Abitur","maennlich","137","0.316869641177066","0.27279200299495","0.360947279359182"
"keinen Tag","1988","(Fach-)Abitur","weiblich","73","0.231624727172311","0.183483602328455","0.279765852016168"
"keinen Tag","1988","AkademikerIn","maennlich","249","0.52375572490187","0.478214324737583","0.569297125066158"
"keinen Tag","1988","AkademikerIn","weiblich","81","0.355208524359184","0.292112312277311","0.418304736441057"
"Ja","1988","(noch) kein Abschluss","maennlich","305","0.83544299536787","0.798924145119755","0.871961845615986"
"Ja","1988","(noch) kein Abschluss","weiblich","426","0.882570392481728","0.854520169735212","0.910620615228243"
"Ja","1988","Hauptschule","maennlich","1714","0.639115794547369","0.62126969788708","0.656961891207657"
"Ja","1988","Hauptschule","weiblich","2232","0.81087831002198","0.796508675676121","0.825247944367838"
"Ja","1988","Realschule","maennlich","391","0.568414497362354","0.53121470360899","0.605614291115718"
"Ja","1988","Realschule","weiblich","718","0.745017780673498","0.717799026512203","0.772236534834793"
"Ja","1988","(Fach-)Abitur","maennlich","291","0.683130358822934","0.639052720640818","0.72720799700505"
"Ja","1988","(Fach-)Abitur","weiblich","222","0.768375272827688","0.720234147983832","0.816516397671545"
"Ja","1988","AkademikerIn","maennlich","213","0.47624427509813","0.430702874933843","0.521785675262417"
"Ja","1988","AkademikerIn","weiblich","140","0.644791475640816","0.581695263558943","0.707887687722689"
"keinen Tag","1989","(noch) kein Abschluss","maennlich","90","0.145160388790699","0.109742499741022","0.180578277840376"
"keinen Tag","1989","(noch) kein Abschluss","weiblich","60","0.0911737882148146","0.0659172839358059","0.116430292493823"
"keinen Tag","1989","Hauptschule","maennlich","963","0.336229373007054","0.318333588320396","0.354125157693713"
"keinen Tag","1989","Hauptschule","weiblich","609","0.188000718334041","0.173440107986594","0.202561328681489"
"keinen Tag","1989","Realschule","maennlich","255","0.365135934376424","0.328624615536598","0.40164725321625"
"keinen Tag","1989","Realschule","weiblich","264","0.257406631343819","0.229907189760421","0.284906072927218"
"keinen Tag","1989","(Fach-)Abitur","maennlich","133","0.308961609562044","0.26588512006582","0.352038099058268"
"keinen Tag","1989","(Fach-)Abitur","weiblich","86","0.28600500151262","0.235373386956159","0.336636616069081"
"keinen Tag","1989","AkademikerIn","maennlich","255","0.515067480334065","0.469932801410583","0.560202159257548"
"keinen Tag","1989","AkademikerIn","weiblich","69","0.296137978719037","0.236482868556972","0.355793088881101"
"Ja","1989","(noch) kein Abschluss","maennlich","290","0.854839611209301","0.819421722159624","0.890257500258978"
"Ja","1989","(noch) kein Abschluss","weiblich","439","0.908826211785185","0.883569707506177","0.934082716064194"
"Ja","1989","Hauptschule","maennlich","1714","0.663770626992946","0.645874842306288","0.681666411679604"
"Ja","1989","Hauptschule","weiblich","2157","0.811999281665959","0.797438671318511","0.826559892013407"
"Ja","1989","Realschule","maennlich","413","0.634864065623576","0.59835274678375","0.671375384463402"
"Ja","1989","Realschule","weiblich","707","0.742593368656181","0.715093927072782","0.770092810239579"
"Ja","1989","(Fach-)Abitur","maennlich","309","0.691038390437956","0.647961900941732","0.73411487993418"
"Ja","1989","(Fach-)Abitur","weiblich","220","0.71399499848738","0.66336338393092","0.764626613043841"
"Ja","1989","AkademikerIn","maennlich","216","0.484932519665935","0.439797840742452","0.530067198589417"
"Ja","1989","AkademikerIn","weiblich","156","0.703862021280963","0.644206911118899","0.763517131443028"
"keinen Tag","1990","(noch) kein Abschluss","maennlich","","","",""
"keinen Tag","1990","(noch) kein Abschluss","weiblich","","","",""
"keinen Tag","1990","Hauptschule","maennlich","","","",""
"keinen Tag","1990","Hauptschule","weiblich","","","",""
"keinen Tag","1990","Realschule","maennlich","","","",""
"keinen Tag","1990","Realschule","weiblich","","","",""
"keinen Tag","1990","(Fach-)Abitur","maennlich","","","",""
"keinen Tag","1990","(Fach-)Abitur","weiblich","","","",""
"keinen Tag","1990","AkademikerIn","maennlich","","","",""
"keinen Tag","1990","AkademikerIn","weiblich","","","",""
"Ja","1990","(noch) kein Abschluss","maennlich","","","",""
"Ja","1990","(noch) kein Abschluss","weiblich","","","",""
"Ja","1990","Hauptschule","maennlich","","","",""
"Ja","1990","Hauptschule","weiblich","","","",""
"Ja","1990","Realschule","maennlich","","","",""
"Ja","1990","Realschule","weiblich","","","",""
"Ja","1990","(Fach-)Abitur","maennlich","","","",""
"Ja","1990","(Fach-)Abitur","weiblich","","","",""
"Ja","1990","AkademikerIn","maennlich","","","",""
"Ja","1990","AkademikerIn","weiblich","","","",""
"keinen Tag","1991","(noch) kein Abschluss","maennlich","81","0.185862833067","0.147106946540838","0.224618719593161"
"keinen Tag","1991","(noch) kein Abschluss","weiblich","80","0.126824355863954","0.0972690301633836","0.156379681564525"
"keinen Tag","1991","Hauptschule","maennlich","875","0.269383804780845","0.254105576115744","0.284662033445947"
"keinen Tag","1991","Hauptschule","weiblich","583","0.155663281898665","0.143626853709438","0.167699710087891"
"keinen Tag","1991","Realschule","maennlich","233","0.227591365251829","0.205913268137533","0.249269462366126"
"keinen Tag","1991","Realschule","weiblich","265","0.184897931780338","0.166481590490744","0.203314273069932"
"keinen Tag","1991","(Fach-)Abitur","maennlich","147","0.316549876617672","0.276022609393415","0.357077143841929"
"keinen Tag","1991","(Fach-)Abitur","weiblich","71","0.177323691316362","0.138871033515487","0.215776349117237"
"keinen Tag","1991","AkademikerIn","maennlich","222","0.31405197881924","0.284060315768493","0.344043641869987"
"keinen Tag","1991","AkademikerIn","weiblich","70","0.154349005238781","0.128544347546162","0.180153662931399"
"Ja","1991","(noch) kein Abschluss","maennlich","306","0.814137166933","0.775381280406839","0.852893053459162"
"Ja","1991","(noch) kein Abschluss","weiblich","407","0.873175644136046","0.843620318435475","0.902730969836616"
"Ja","1991","Hauptschule","maennlich","2364","0.730616195219155","0.715337966554053","0.745894423884256"
"Ja","1991","Hauptschule","weiblich","2902","0.844336718101335","0.832300289912108","0.856373146290562"
"Ja","1991","Realschule","maennlich","1204","0.772408634748171","0.750730537633874","0.794086731862467"
"Ja","1991","Realschule","weiblich","1442","0.815102068219662","0.796685726930068","0.833518409509256"
"Ja","1991","(Fach-)Abitur","maennlich","359","0.683450123382328","0.642922856158071","0.723977390606585"
"Ja","1991","(Fach-)Abitur","weiblich","308","0.822676308683638","0.784223650882763","0.861128966484513"
"Ja","1991","AkademikerIn","maennlich","698","0.68594802118076","0.655956358130013","0.715939684231507"
"Ja","1991","AkademikerIn","weiblich","683","0.845650994761219","0.819846337068601","0.871455652453838"
"keinen Tag","1992","(noch) kein Abschluss","maennlich","71","0.185559020875781","0.146107430073005","0.225010611678556"
"keinen Tag","1992","(noch) kein Abschluss","weiblich","68","0.129507547642996","0.0997481794801656","0.159266915805827"
"keinen Tag","1992","Hauptschule","maennlich","1084","0.326473048378244","0.310037458067458","0.34290863868903"
"keinen Tag","1992","Hauptschule","weiblich","757","0.194209520864828","0.180779497803456","0.207639543926199"
"keinen Tag","1992","Realschule","maennlich","658","0.433395953172104","0.407298058969135","0.459493847375072"
"keinen Tag","1992","Realschule","weiblich","582","0.286225228976569","0.264681997907114","0.307768460046025"
"keinen Tag","1992","(Fach-)Abitur","maennlich","179","0.379378736128834","0.336847019935536","0.421910452322131"
"keinen Tag","1992","(Fach-)Abitur","weiblich","86","0.215637383677597","0.174556649505828","0.256718117849365"
"keinen Tag","1992","AkademikerIn","maennlich","477","0.480327217019765","0.447794706705709","0.512859727333822"
"keinen Tag","1992","AkademikerIn","weiblich","298","0.36206957833395","0.327348607609738","0.396790549058163"
"Ja","1992","(noch) kein Abschluss","maennlich","302","0.81444097912422","0.774989388321444","0.853892569926995"
"Ja","1992","(noch) kein Abschluss","weiblich","421","0.870492452357004","0.840733084194173","0.900251820519834"
"Ja","1992","Hauptschule","maennlich","2043","0.673526951621756","0.65709136131097","0.689962541932542"
"Ja","1992","Hauptschule","weiblich","2576","0.805790479135172","0.792360456073801","0.819220502196544"
"Ja","1992","Realschule","maennlich","727","0.566604046827896","0.540506152624928","0.592701941030865"
"Ja","1992","Realschule","weiblich","1109","0.713774771023431","0.692231539953975","0.735318002092886"
"Ja","1992","(Fach-)Abitur","maennlich","321","0.620621263871166","0.578089547677869","0.663152980064464"
"Ja","1992","(Fach-)Abitur","weiblich","299","0.784362616322403","0.743281882150635","0.825443350494172"
"Ja","1992","AkademikerIn","maennlich","429","0.519672782980235","0.487140272666178","0.552205293294291"
"Ja","1992","AkademikerIn","weiblich","438","0.63793042166605","0.603209450941837","0.672651392390262"
"keinen Tag","1993","(noch) kein Abschluss","maennlich","","","",""
"keinen Tag","1993","(noch) kein Abschluss","weiblich","","","",""
"keinen Tag","1993","Hauptschule","maennlich","","","",""
"keinen Tag","1993","Hauptschule","weiblich","","","",""
"keinen Tag","1993","Realschule","maennlich","","","",""
"keinen Tag","1993","Realschule","weiblich","","","",""
"keinen Tag","1993","(Fach-)Abitur","maennlich","","","",""
"keinen Tag","1993","(Fach-)Abitur","weiblich","","","",""
"keinen Tag","1993","AkademikerIn","maennlich","","","",""
"keinen Tag","1993","AkademikerIn","weiblich","","","",""
"Ja","1993","(noch) kein Abschluss","maennlich","","","",""
"Ja","1993","(noch) kein Abschluss","weiblich","","","",""
"Ja","1993","Hauptschule","maennlich","","","",""
"Ja","1993","Hauptschule","weiblich","","","",""
"Ja","1993","Realschule","maennlich","","","",""
"Ja","1993","Realschule","weiblich","","","",""
"Ja","1993","(Fach-)Abitur","maennlich","","","",""
"Ja","1993","(Fach-)Abitur","weiblich","","","",""
"Ja","1993","AkademikerIn","maennlich","","","",""
"Ja","1993","AkademikerIn","weiblich","","","",""
"keinen Tag","1994","(noch) kein Abschluss","maennlich","68","0.139672556696064","0.103814372276724","0.175530741115404"
"keinen Tag","1994","(noch) kein Abschluss","weiblich","58","0.120531977200649","0.0914960504148833","0.149567903986414"
"keinen Tag","1994","Hauptschule","maennlich","990","0.318491674007512","0.301616541971045","0.335366806043979"
"keinen Tag","1994","Hauptschule","weiblich","588","0.159477819889491","0.146628943891671","0.172326695887311"
"keinen Tag","1994","Realschule","maennlich","571","0.380364746618534","0.354486911964396","0.406242581272673"
"keinen Tag","1994","Realschule","weiblich","499","0.257083247187021","0.236160531760397","0.278005962613645"
"keinen Tag","1994","(Fach-)Abitur","maennlich","186","0.381976211757762","0.339087264536122","0.424865158979403"
"keinen Tag","1994","(Fach-)Abitur","weiblich","101","0.203363456287936","0.164823816687455","0.241903095888417"
"keinen Tag","1994","AkademikerIn","maennlich","451","0.468101141461888","0.435591799361939","0.500610483561838"
"keinen Tag","1994","AkademikerIn","weiblich","245","0.296999978254848","0.263943549027865","0.330056407481831"
"Ja","1994","(noch) kein Abschluss","maennlich","291","0.860327443303936","0.824469258884596","0.896185627723276"
"Ja","1994","(noch) kein Abschluss","weiblich","425","0.879468022799351","0.850432096013586","0.908503949585117"
"Ja","1994","Hauptschule","maennlich","1938","0.681508325992488","0.664633193956021","0.698383458028955"
"Ja","1994","Hauptschule","weiblich","2531","0.840522180110509","0.827673304112689","0.853371056108329"
"Ja","1994","Realschule","maennlich","781","0.619635253381466","0.593757418727327","0.645513088035604"
"Ja","1994","Realschule","weiblich","1177","0.742916752812979","0.721994037386355","0.763839468239603"
"Ja","1994","(Fach-)Abitur","maennlich","307","0.618023788242238","0.575134841020597","0.660912735463879"
"Ja","1994","(Fach-)Abitur","weiblich","318","0.796636543712064","0.758096904111583","0.835176183312545"
"Ja","1994","AkademikerIn","maennlich","454","0.531898858538112","0.499389516438162","0.564408200638061"
"Ja","1994","AkademikerIn","weiblich","489","0.703000021745152","0.669943592518169","0.736056450972135"
"keinen Tag","1995","(noch) kein Abschluss","maennlich","69","0.145210486808876","0.109740823218325","0.180680150399427"
"keinen Tag","1995","(noch) kein Abschluss","weiblich","61","0.11659783074701","0.0878865914853059","0.145309070008713"
"keinen Tag","1995","Hauptschule","maennlich","944","0.293190861229738","0.276568115775028","0.309813606684448"
"keinen Tag","1995","Hauptschule","weiblich","586","0.162373827601572","0.149274844674037","0.175472810529107"
"keinen Tag","1995","Realschule","maennlich","592","0.423469476420923","0.397072889894885","0.449866062946962"
"keinen Tag","1995","Realschule","weiblich","510","0.261306897868939","0.240372745994934","0.282241049742944"
"keinen Tag","1995","(Fach-)Abitur","maennlich","189","0.33986143982347","0.29979973327203","0.37992314637491"
"keinen Tag","1995","(Fach-)Abitur","weiblich","126","0.242214368538117","0.204006953144956","0.280421783931278"
"keinen Tag","1995","AkademikerIn","maennlich","452","0.462021618880667","0.430013975807172","0.494029261954162"
"keinen Tag","1995","AkademikerIn","weiblich","272","0.316700994914548","0.283864937222811","0.349537052606286"
"Ja","1995","(noch) kein Abschluss","maennlich","310","0.854789513191124","0.819319849600573","0.890259176781675"
"Ja","1995","(noch) kein Abschluss","weiblich","419","0.88340216925299","0.854690929991287","0.912113408514694"
"Ja","1995","Hauptschule","maennlich","1937","0.706809138770262","0.690186393315552","0.723431884224973"
"Ja","1995","Hauptschule","weiblich","2459","0.837626172398428","0.824527189470893","0.850725155325963"
"Ja","1995","Realschule","maennlich","754","0.576530523579077","0.550133937053038","0.602927110105115"
"Ja","1995","Realschule","weiblich","1182","0.738693102131061","0.717758950257056","0.759627254005066"
"Ja","1995","(Fach-)Abitur","maennlich","348","0.66013856017653","0.62007685362509","0.70020026672797"
"Ja","1995","(Fach-)Abitur","weiblich","357","0.757785631461883","0.719578216068722","0.795993046855044"
"Ja","1995","AkademikerIn","maennlich","480","0.537978381119333","0.505970738045838","0.569986024192828"
"Ja","1995","AkademikerIn","weiblich","499","0.683299005085452","0.650462947393714","0.716135062777189"
"keinen Tag","1996","(noch) kein Abschluss","maennlich","43","0.0847481139692565","0.0561763537995641","0.113319874138949"
"keinen Tag","1996","(noch) kein Abschluss","weiblich","56","0.100455229721725","0.0729247981766265","0.127985661266823"
"keinen Tag","1996","Hauptschule","maennlich","895","0.289298921898723","0.272461545148409","0.306136298649037"
"keinen Tag","1996","Hauptschule","weiblich","568","0.17055175037977","0.15698844364342","0.184115057116119"
"keinen Tag","1996","Realschule","maennlich","525","0.396639882368619","0.370289277505412","0.422990487231826"
"keinen Tag","1996","Realschule","weiblich","472","0.253664419911876","0.232644549879192","0.274684289944561"
"keinen Tag","1996","(Fach-)Abitur","maennlich","175","0.378028432754432","0.335483747311606","0.420573118197259"
"keinen Tag","1996","(Fach-)Abitur","weiblich","124","0.221147785878876","0.183746516008879","0.258549055748873"
"keinen Tag","1996","AkademikerIn","maennlich","437","0.446812574746769","0.41491144140459","0.478713708088949"
"keinen Tag","1996","AkademikerIn","weiblich","273","0.309547449291942","0.276999189497185","0.3420957090867"
"Ja","1996","(noch) kein Abschluss","maennlich","322","0.915251886030743","0.886680125861051","0.943823646200436"
"Ja","1996","(noch) kein Abschluss","weiblich","402","0.899544770278275","0.872014338733177","0.927075201823374"
"Ja","1996","Hauptschule","maennlich","1891","0.710701078101277","0.693863701350963","0.72753845485159"
"Ja","1996","Hauptschule","weiblich","2386","0.829448249620231","0.815884942883881","0.84301155635658"
"Ja","1996","Realschule","maennlich","799","0.603360117631381","0.577009512768174","0.629710722494588"
"Ja","1996","Realschule","weiblich","1174","0.746335580088124","0.725315710055439","0.767355450120808"
"Ja","1996","(Fach-)Abitur","maennlich","324","0.621971567245568","0.579426881802741","0.664516252688394"
"Ja","1996","(Fach-)Abitur","weiblich","349","0.778852214121124","0.741450944251127","0.816253483991121"
"Ja","1996","AkademikerIn","maennlich","496","0.553187425253231","0.521286291911051","0.58508855859541"
"Ja","1996","AkademikerIn","weiblich","502","0.690452550708058","0.6579042909133","0.723000810502815"
"keinen Tag","1997","(noch) kein Abschluss","maennlich","56","0.155106358236601","0.118019216008388","0.192193500464814"
"keinen Tag","1997","(noch) kein Abschluss","weiblich","51","0.092878688667635","0.0658797104467815","0.119877666888488"
"keinen Tag","1997","Hauptschule","maennlich","860","0.286259395450364","0.269250611243885","0.303268179656843"
"keinen Tag","1997","Hauptschule","weiblich","518","0.152092910753559","0.138901751108837","0.165284070398282"
"keinen Tag","1997","Realschule","maennlich","543","0.374773944003355","0.348540974887157","0.401006913119553"
"keinen Tag","1997","Realschule","weiblich","508","0.273887804151406","0.252258466949024","0.295517141353789"
"keinen Tag","1997","(Fach-)Abitur","maennlich","182","0.400617237873688","0.357708457681403","0.443526018065973"
"keinen Tag","1997","(Fach-)Abitur","weiblich","116","0.223681800408825","0.186325027581819","0.26103857323583"
"keinen Tag","1997","AkademikerIn","maennlich","434","0.440902503329163","0.409027136529478","0.472777870128848"
"keinen Tag","1997","AkademikerIn","weiblich","257","0.290016630546302","0.257713171611181","0.322320089481423"
"Ja","1997","(noch) kein Abschluss","maennlich","310","0.844893641763399","0.807806499535186","0.881980783991612"
"Ja","1997","(noch) kein Abschluss","weiblich","393","0.907121311332365","0.880122333111512","0.934120289553219"
"Ja","1997","Hauptschule","maennlich","1853","0.713740604549636","0.696731820343157","0.730749388756115"
"Ja","1997","Hauptschule","weiblich","2329","0.847907089246441","0.834715929601718","0.861098248891163"
"Ja","1997","Realschule","maennlich","765","0.625226055996645","0.598993086880447","0.651459025112842"
"Ja","1997","Realschule","weiblich","1125","0.726112195848594","0.704482858646211","0.747741533050976"
"Ja","1997","(Fach-)Abitur","maennlich","319","0.599382762126312","0.556473981934027","0.642291542318597"
"Ja","1997","(Fach-)Abitur","weiblich","362","0.776318199591175","0.73896142676417","0.813674972418181"
"Ja","1997","AkademikerIn","maennlich","498","0.559097496670837","0.527222129871152","0.590972863470522"
"Ja","1997","AkademikerIn","weiblich","501","0.709983369453698","0.677679910518577","0.742286828388819"
"keinen Tag","1998","(noch) kein Abschluss","maennlich","59","0.151681890593674","0.114575637507038","0.18878814368031"
"keinen Tag","1998","(noch) kein Abschluss","weiblich","45","0.103235704767469","0.0747734076060944","0.131698001928843"
"keinen Tag","1998","Hauptschule","maennlich","922","0.293467747381778","0.276872064334434","0.310063430429123"
"keinen Tag","1998","Hauptschule","weiblich","557","0.155145668713265","0.142292762013897","0.167998575412633"
"keinen Tag","1998","Realschule","maennlich","625","0.403212237113798","0.378067261925192","0.428357212302404"
"keinen Tag","1998","Realschule","weiblich","532","0.257718802407928","0.237411533333153","0.278026071482702"
"keinen Tag","1998","(Fach-)Abitur","maennlich","190","0.337481663521543","0.297451281187004","0.377512045856081"
"keinen Tag","1998","(Fach-)Abitur","weiblich","146","0.239975913323818","0.204316861072312","0.275634965575324"
"keinen Tag","1998","AkademikerIn","maennlich","479","0.444296358514833","0.414053926637779","0.474538790391886"
"keinen Tag","1998","AkademikerIn","weiblich","307","0.328462800068775","0.296945303908544","0.359980296229006"
"Ja","1998","(noch) kein Abschluss","maennlich","300","0.848318109406326","0.81121185631969","0.885424362492962"
"Ja","1998","(noch) kein Abschluss","weiblich","394","0.896764295232531","0.868301998071157","0.925226592393906"
"Ja","1998","Hauptschule","maennlich","1970","0.706532252618222","0.689936569570877","0.723127935665566"
"Ja","1998","Hauptschule","weiblich","2491","0.844854331286735","0.832001424587367","0.857707237986103"
"Ja","1998","Realschule","maennlich","837","0.596787762886202","0.571642787697596","0.621932738074808"
"Ja","1998","Realschule","weiblich","1250","0.742281197592072","0.721973928517298","0.762588466666847"
"Ja","1998","(Fach-)Abitur","maennlich","346","0.662518336478457","0.622487954143919","0.702548718812996"
"Ja","1998","(Fach-)Abitur","weiblich","405","0.760024086676182","0.724365034424676","0.795683138927688"
"Ja","1998","AkademikerIn","maennlich","558","0.555703641485167","0.525461209608114","0.585946073362221"
"Ja","1998","AkademikerIn","weiblich","546","0.671537199931225","0.640019703770994","0.703054696091456"
"keinen Tag","1999","(noch) kein Abschluss","maennlich","64","0.170639509573177","0.130943211153224","0.210335807993131"
"keinen Tag","1999","(noch) kein Abschluss","weiblich","65","0.167563886000677","0.131631197623399","0.203496574377955"
"keinen Tag","1999","Hauptschule","maennlich","890","0.294021114642258","0.277223518781166","0.31081871050335"
"keinen Tag","1999","Hauptschule","weiblich","574","0.167713932504029","0.154202014497131","0.181225850510927"
"keinen Tag","1999","Realschule","maennlich","625","0.414663051633856","0.389252439121458","0.440073664146255"
"keinen Tag","1999","Realschule","weiblich","578","0.297779427178945","0.276660329733588","0.318898524624303"
"keinen Tag","1999","(Fach-)Abitur","maennlich","192","0.403868015499596","0.361490507102007","0.446245523897185"
"keinen Tag","1999","(Fach-)Abitur","weiblich","175","0.260658405459797","0.224364110009403","0.29695270091019"
"keinen Tag","1999","AkademikerIn","maennlich","466","0.425135949138471","0.395133795736031","0.45513810254091"
"keinen Tag","1999","AkademikerIn","weiblich","312","0.323474054047054","0.292025507210315","0.354922600883792"
"Ja","1999","(noch) kein Abschluss","maennlich","281","0.829360490426823","0.789664192006869","0.869056788846776"
"Ja","1999","(noch) kein Abschluss","weiblich","350","0.832436113999323","0.796503425622045","0.868368802376601"
"Ja","1999","Hauptschule","maennlich","1936","0.705978885357742","0.68918128949665","0.722776481218835"
"Ja","1999","Hauptschule","weiblich","2363","0.832286067495971","0.818774149489073","0.845797985502869"
