"ple0044_h","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1998","1 Einkommensschwächstes Quintil","1143","0.233763856347052","0.221169577180173","0.246358135513931"
"Nein","1998","2","1080","0.2422256043751","0.228839453667468","0.255611755082732"
"Nein","1998","3","790","0.2868658612668","0.269079080885271","0.30465264164833"
"Nein","1998","4","652","0.328234720056437","0.306957629934145","0.34951181017873"
"Nein","1998","5 Einkommensstärkstes Quintil","382","0.366299717505225","0.336288007871858","0.396311427138592"
"Ja","1999","1 Einkommensschwächstes Quintil","2654","0.752147810873246","0.738150249581186","0.766145372165306"
"Ja","1999","2","2755","0.734406048401008","0.720599860434112","0.748212236367905"
"Ja","1999","3","1679","0.70615855391948","0.688161561961179","0.724155545877782"
"Ja","1999","4","1253","0.669958382042688","0.649006845795037","0.690909918290339"
"Ja","1999","5 Einkommensstärkstes Quintil","697","0.638077703330256","0.609908689476097","0.666246717184415"
"Nein","1999","1 Einkommensschwächstes Quintil","1001","0.247852189126754","0.233854627834694","0.261849750418814"
"Nein","1999","2","1176","0.265593951598991","0.251787763632095","0.279400139565888"
"Nein","1999","3","782","0.29384144608052","0.275844454122218","0.311838438038821"
"Nein","1999","4","682","0.330041617957312","0.309090081709661","0.350993154204963"
"Nein","1999","5 Einkommensstärkstes Quintil","421","0.361922296669744","0.333753282815585","0.390091310523903"
"Ja","2000","1 Einkommensschwächstes Quintil","4442","0.760588890069027","0.749777957653252","0.771399822484802"
"Ja","2000","2","4779","0.741900875189006","0.731347827816351","0.752453922561661"
"Ja","2000","3","3132","0.707710282582599","0.694442393409729","0.72097817175547"
"Ja","2000","4","2504","0.685986663908655","0.671062137293984","0.700911190523326"
"Ja","2000","5 Einkommensstärkstes Quintil","1498","0.616977927909531","0.597728768753363","0.6362270870657"
"Nein","2000","1 Einkommensschwächstes Quintil","1543","0.239411109930973","0.228600177515198","0.250222042346748"
"Nein","2000","2","1826","0.258099124810994","0.247546077438339","0.268652172183649"
"Nein","2000","3","1382","0.292289717417401","0.27902182824453","0.305557606590271"
"Nein","2000","4","1211","0.314013336091345","0.299088809476674","0.328937862706016"
"Nein","2000","5 Einkommensstärkstes Quintil","952","0.383022072090469","0.3637729129343","0.402271231246637"
"Ja","2001","1 Einkommensschwächstes Quintil","3717","0.753761894686966","0.74185372056784","0.765670068806092"
"Ja","2001","2","4199","0.737431662535172","0.726094524946607","0.748768800123736"
"Ja","2001","3","3058","0.708547506618643","0.69513691502475","0.721958098212537"
"Ja","2001","4","2398","0.673016987073702","0.657733255271894","0.688300718875511"
"Ja","2001","5 Einkommensstärkstes Quintil","1524","0.642436007610806","0.623304847253523","0.661567167968089"
"Nein","2001","1 Einkommensschwächstes Quintil","1311","0.246238105313034","0.234329931193908","0.25814627943216"
"Nein","2001","2","1588","0.262568337464828","0.251231199876264","0.273905475053393"
"Nein","2001","3","1353","0.291452493381357","0.278041901787463","0.30486308497525"
"Nein","2001","4","1221","0.326983012926298","0.311699281124489","0.342266744728106"
"Nein","2001","5 Einkommensstärkstes Quintil","887","0.357563992389194","0.338432832031911","0.376695152746477"
"Ja","2002","1 Einkommensschwächstes Quintil","3359","0.769682100520675","0.757315757684227","0.782048443357124"
"Ja","2002","2","3735","0.732569084978507","0.720500427576915","0.744637742380098"
"Ja","2002","3","2939","0.702394626977386","0.688665141383247","0.716124112571526"
"Ja","2002","4","2728","0.695311751610699","0.681209192935416","0.709414310285982"
"Ja","2002","5 Einkommensstärkstes Quintil","2590","0.631458620604861","0.617024696727936","0.645892544481787"
"Nein","2002","1 Einkommensschwächstes Quintil","1094","0.230317899479325","0.217951556642876","0.242684242315773"
"Nein","2002","2","1432","0.267430915021493","0.255362257619902","0.279499572423085"
"Nein","2002","3","1321","0.297605373022614","0.283875887428474","0.311334858616753"
"Nein","2002","4","1364","0.304688248389301","0.290585689714018","0.318790807064584"
"Nein","2002","5 Einkommensstärkstes Quintil","1701","0.368541379395139","0.354107455518214","0.382975303272064"
"Ja","2003","1 Einkommensschwächstes Quintil","3147","0.771988677916343","0.759291197554165","0.784686158278522"
"Ja","2003","2","3538","0.737605150989832","0.725325947037989","0.749884354941674"
"Ja","2003","3","3007","0.714425480565485","0.700799159737384","0.728051801393586"
"Ja","2003","4","2816","0.685105197310186","0.671084837238564","0.699125557381807"
"Ja","2003","5 Einkommensstärkstes Quintil","2458","0.648085705511552","0.633149086086327","0.663022324936776"
"Nein","2003","1 Einkommensschwächstes Quintil","1047","0.228011322083657","0.215313841721478","0.240708802445835"
"Nein","2003","2","1393","0.262394849010168","0.250115645058326","0.274674052962011"
"Nein","2003","3","1214","0.285574519434515","0.271948198606414","0.299200840262616"
"Nein","2003","4","1400","0.314894802689814","0.300874442618193","0.328915162761436"
"Nein","2003","5 Einkommensstärkstes Quintil","1469","0.351914294488448","0.336977675063224","0.366850913913673"
"Ja","2004","1 Einkommensschwächstes Quintil","2977","0.758772786923384","0.745575406388626","0.771970167458142"
"Ja","2004","2","3482","0.737666441245803","0.725273272906582","0.750059609585024"
"Ja","2004","3","2833","0.717840189304515","0.70392103974729","0.731759338861739"
"Ja","2004","4","2852","0.69707322381436","0.683131003839661","0.711015443789059"
"Ja","2004","5 Einkommensstärkstes Quintil","2443","0.648645612056197","0.63373719499082","0.663554029121574"
"Nein","2004","1 Einkommensschwächstes Quintil","1060","0.241227213076616","0.228029832541858","0.254424593611374"
"Nein","2004","2","1358","0.262333558754197","0.249940390414975","0.274726727093418"
"Nein","2004","3","1183","0.282159810695485","0.268240661138261","0.296078960252709"
"Nein","2004","4","1321","0.30292677618564","0.288984556210941","0.316868996160339"
"Nein","2004","5 Einkommensstärkstes Quintil","1496","0.351354387943803","0.336445970878426","0.36626280500918"
"Ja","2005","1 Einkommensschwächstes Quintil","2983","0.748520512730029","0.73512865072252","0.761912374737538"
"Ja","2005","2","3299","0.754681195816794","0.742066113240858","0.76729627839273"
"Ja","2005","3","2660","0.703302442811763","0.688734351770435","0.717870533853092"
"Ja","2005","4","2688","0.693757137476451","0.679437129005179","0.708077145947723"
"Ja","2005","5 Einkommensstärkstes Quintil","2449","0.646823580851557","0.631867158914094","0.66178000278902"
"Nein","2005","1 Einkommensschwächstes Quintil","1049","0.251479487269971","0.238087625262462","0.26487134927748"
"Nein","2005","2","1170","0.245318804183206","0.23270372160727","0.257933886759141"
"Nein","2005","3","1117","0.296697557188237","0.282129466146908","0.311265648229565"
"Nein","2005","4","1292","0.306242862523549","0.291922854052277","0.320562870994821"
"Nein","2005","5 Einkommensstärkstes Quintil","1474","0.353176419148443","0.33821999721098","0.368132841085906"
"Ja","2006","1 Einkommensschwächstes Quintil","3076","0.756057506163769","0.742985128491209","0.769129883836329"
"Ja","2006","2","3431","0.726147424270222","0.713487185757762","0.738807662782682"
"Ja","2006","3","2881","0.714586787707968","0.700746313676228","0.728427261739707"
"Ja","2006","4","2965","0.694615687632867","0.680916373103923","0.708315002161811"
"Ja","2006","5 Einkommensstärkstes Quintil","2571","0.640179787272563","0.625458284063843","0.654901290481283"
"Nein","2006","1 Einkommensschwächstes Quintil","1070","0.243942493836231","0.230870116163671","0.257014871508791"
"Nein","2006","2","1335","0.273852575729778","0.261192337217318","0.286512814242238"
"Nein","2006","3","1209","0.285413212292032","0.271572738260293","0.299253686323772"
"Nein","2006","4","1377","0.305384312367133","0.291684997838189","0.319083626896077"
"Nein","2006","5 Einkommensstärkstes Quintil","1512","0.359820212727437","0.345098709518717","0.374541715936157"
"Ja","2007","1 Einkommensschwächstes Quintil","2734","0.744657538982098","0.730499642840448","0.758815435123748"
"Ja","2007","2","3182","0.740909170314859","0.727966270847495","0.753852069782223"
"Ja","2007","3","2661","0.711438068243992","0.697009236329354","0.72586690015863"
"Ja","2007","4","2808","0.700641580384322","0.686672450931024","0.714610709837621"
"Ja","2007","5 Einkommensstärkstes Quintil","2595","0.649734376073275","0.634928394759338","0.664540357387212"
"Nein","2007","1 Einkommensschwächstes Quintil","910","0.255342461017902","0.241184564876252","0.269500357159552"
"Nein","2007","2","1220","0.259090829685141","0.246147930217777","0.272033729152505"
"Nein","2007","3","1127","0.288561931756008","0.27413309984137","0.302990763670646"
"Nein","2007","4","1321","0.299358419615678","0.285389290162379","0.313327549068976"
"Nein","2007","5 Einkommensstärkstes Quintil","1393","0.350265623926725","0.335459642612788","0.365071605240662"
"Ja","2008","1 Einkommensschwächstes Quintil","2440","0.767347632188746","0.75278089676802","0.781914367609472"
"Ja","2008","2","2928","0.734359125096803","0.720621873691576","0.74809637650203"
"Ja","2008","3","2616","0.719137162591581","0.704599020662209","0.733675304520953"
"Ja","2008","4","2824","0.707047776632747","0.692989438479712","0.721106114785782"
"Ja","2008","5 Einkommensstärkstes Quintil","2660","0.666588197416326","0.652027687955043","0.681148706877609"
"Nein","2008","1 Einkommensschwächstes Quintil","792","0.232652367811254","0.218085632390528","0.24721910323198"
"Nein","2008","2","1043","0.265640874903197","0.251903623497971","0.279378126308424"
"Nein","2008","3","1055","0.280862837408419","0.266324695479047","0.295400979337791"
"Nein","2008","4","1202","0.292952223367253","0.278893885214218","0.307010561520288"
"Nein","2008","5 Einkommensstärkstes Quintil","1367","0.333411802583674","0.318851293122392","0.347972312044957"
"Ja","2009","1 Einkommensschwächstes Quintil","2194","0.767105758647162","0.7517434004734","0.782468116820923"
"Ja","2009","2","2661","0.736600110989672","0.722185395116683","0.751014826862661"
"Ja","2009","3","2439","0.748683692990604","0.733910905564331","0.763456480416877"
"Ja","2009","4","2723","0.713135932224845","0.698865571947012","0.727406292502677"
"Ja","2009","5 Einkommensstärkstes Quintil","2693","0.674487141730116","0.659900605340802","0.68907367811943"
"Nein","2009","1 Einkommensschwächstes Quintil","714","0.232894241352838","0.217531883179077","0.2482565995266"
"Nein","2009","2","926","0.263399889010328","0.248985173137339","0.277814604883317"
"Nein","2009","3","873","0.251316307009396","0.236543519583123","0.266089094435669"
"Nein","2009","4","1136","0.286864067775155","0.272593707497323","0.301134428052988"
"Nein","2009","5 Einkommensstärkstes Quintil","1271","0.325512858269884","0.310926321880569","0.340099394659198"
"Ja","2010","1 Einkommensschwächstes Quintil","3430","0.777999411405162","0.766022111625323","0.789976711185001"
"Ja","2010","2","3839","0.742157789727595","0.730548232491083","0.753767346964107"
"Ja","2010","3","3003","0.73405624696098","0.720661962554584","0.747450531367377"
"Ja","2010","4","3243","0.701364998425234","0.688269817967202","0.714460178883267"
"Ja","2010","5 Einkommensstärkstes Quintil","3239","0.688013173450797","0.674808430872746","0.701217916028848"
"Nein","2010","1 Einkommensschwächstes Quintil","1195","0.222000588594838","0.210023288814999","0.233977888374677"
"Nein","2010","2","1615","0.257842210272405","0.246232653035893","0.269451767508917"
"Nein","2010","3","1177","0.265943753039019","0.252549468632623","0.279338037445416"
"Nein","2010","4","1449","0.298635001574766","0.285539821116733","0.311730182032798"
"Nein","2010","5 Einkommensstärkstes Quintil","1490","0.311986826549203","0.298782083971152","0.325191569127254"
"Ja","2011","1 Einkommensschwächstes Quintil","3546","0.839795925444716","0.829038399751864","0.850553451137569"
"Ja","2011","2","3803","0.819327002917884","0.808629341427509","0.830024664408258"
"Ja","2011","3","2956","0.819484798888624","0.807370235757245","0.831599362020003"
"Ja","2011","4","3019","0.78790631519056","0.775212575572423","0.800600054808698"
"Ja","2011","5 Einkommensstärkstes Quintil","2725","0.753074745018989","0.739092863531133","0.767056626506846"
"Nein","2011","1 Einkommensschwächstes Quintil","920","0.160204074555284","0.149446548862432","0.170961600248136"
"Nein","2011","2","1166","0.180672997082116","0.169975335591742","0.191370658572491"
"Nein","2011","3","916","0.180515201111376","0.168400637979997","0.192629764242755"
"Nein","2011","4","965","0.21209368480944","0.199399945191302","0.224787424427577"
"Nein","2011","5 Einkommensstärkstes Quintil","929","0.246925254981011","0.232943373493154","0.260907136468867"
"Ja","2012","1 Einkommensschwächstes Quintil","3415","0.79904103229452","0.787278081091841","0.810803983497199"
"Ja","2012","2","4120","0.75682396205509","0.74562588681115","0.76802203729903"
"Ja","2012","3","3807","0.744987094376895","0.733132290206785","0.756841898547004"
"Ja","2012","4","4194","0.725057804712651","0.713650530765562","0.73646507865974"
"Ja","2012","5 Einkommensstärkstes Quintil","4249","0.694795636903777","0.683260431332141","0.706330842475413"
"Nein","2012","1 Einkommensschwächstes Quintil","1043","0.20095896770548","0.189196016502801","0.212721918908159"
"Nein","2012","2","1518","0.24317603794491","0.23197796270097","0.25437411318885"
"Nein","2012","3","1386","0.255012905623105","0.243158101452996","0.266867709793215"
"Nein","2012","4","1691","0.274942195287349","0.26353492134026","0.286349469234438"
"Nein","2012","5 Einkommensstärkstes Quintil","1873","0.305204363096223","0.293669157524587","0.316739568667859"
"Ja","2013","1 Einkommensschwächstes Quintil","4138","0.790130216985252","0.779300116608949","0.800960317361556"
"Ja","2013","2","4525","0.770357523722019","0.759866886112474","0.780848161331563"
"Ja","2013","3","4092","0.759163162605891","0.747916769099048","0.770409556112735"
"Ja","2013","4","4613","0.747541387346048","0.736929678600666","0.758153096091429"
"Ja","2013","5 Einkommensstärkstes Quintil","4653","0.711533505102494","0.700665049831533","0.722401960373455"
"Nein","2013","1 Einkommensschwächstes Quintil","1293","0.209869783014748","0.199039682638444","0.220699883391051"
"Nein","2013","2","1650","0.229642476277981","0.219151838668437","0.240133113887526"
"Nein","2013","3","1461","0.240836837394109","0.229590443887265","0.252083230900952"
"Nein","2013","4","1825","0.252458612653952","0.241846903908571","0.263070321399334"
"Nein","2013","5 Einkommensstärkstes Quintil","2022","0.288466494897506","0.277598039626545","0.299334950168467"
"Ja","2014","1 Einkommensschwächstes Quintil","2708","0.734711447151597","0.721166339775357","0.748256554527838"
"Ja","2014","2","3564","0.743474307568572","0.731536551349648","0.755412063787495"
"Ja","2014","3","3369","0.731021328772053","0.718471654612455","0.743571002931651"
"Ja","2014","4","4358","0.728559696423067","0.717396325650733","0.739723067195401"
"Ja","2014","5 Einkommensstärkstes Quintil","4565","0.701224053809624","0.690168731232364","0.712279376386884"
"Nein","2014","1 Einkommensschwächstes Quintil","1373","0.265288552848403","0.251743445472162","0.278833660224644"
"Nein","2014","2","1577","0.256525692431428","0.244587936212505","0.268463448650352"
"Nein","2014","3","1427","0.268978671227947","0.256428997068349","0.281528345387545"
"Nein","2014","4","1738","0.271440303576933","0.260276932804599","0.282603674349268"
"Nein","2014","5 Einkommensstärkstes Quintil","2020","0.298775946190376","0.287720623613116","0.309831268767636"
"Ja","2015","1 Einkommensschwächstes Quintil","3144","0.800247697123576","0.788039329542653","0.812456064704498"
"Ja","2015","2","3363","0.762919150237009","0.75064368316444","0.775194617309578"
"Ja","2015","3","3470","0.755500833375889","0.74326035447557","0.767741312276207"
"Ja","2015","4","4477","0.757439215313025","0.746649144059171","0.768229286566879"
"Ja","2015","5 Einkommensstärkstes Quintil","4841","0.699426835237116","0.688621569533057","0.710232100941176"
"Nein","2015","1 Einkommensschwächstes Quintil","976","0.199752302876425","0.187543935295502","0.211960670457347"
"Nein","2015","2","1248","0.237080849762991","0.224805382690422","0.24935631683556"
"Nein","2015","3","1266","0.244499166624111","0.232258687723793","0.25673964552443"
"Nein","2015","4","1585","0.242560784686975","0.231770713433121","0.253350855940829"
"Nein","2015","5 Einkommensstärkstes Quintil","2076","0.300573164762884","0.289767899058824","0.311378430466943"
"Ja","2016","1 Einkommensschwächstes Quintil","2548","0.793033452151132","0.779046800136888","0.807020104165375"
"Ja","2016","2","2936","0.774173222252989","0.761187989771266","0.787158454734713"
"Ja","2016","3","3045","0.761313275333768","0.748306210256858","0.774320340410678"
"Ja","2016","4","4300","0.735310611805558","0.72402960561819","0.746591617992925"
"Ja","2016","5 Einkommensstärkstes Quintil","4769","0.71095932189972","0.700151433353316","0.721767210446124"
"Nein","2016","1 Einkommensschwächstes Quintil","675","0.206966547848869","0.192979895834625","0.220953199863112"
"Nein","2016","2","1047","0.225826777747011","0.212841545265287","0.238812010228734"
"Nein","2016","3","1081","0.238686724666232","0.225679659589322","0.251693789743142"
"Nein","2016","4","1575","0.264689388194443","0.253408382007075","0.27597039438181"
"Nein","2016","5 Einkommensstärkstes Quintil","1989","0.28904067810028","0.278232789553876","0.299848566646684"
"Ja","2017","1 Einkommensschwächstes Quintil","2464","0.832273920768974","0.819007758519692","0.845540083018256"
"Ja","2017","2","2919","0.775729187427744","0.762633619650681","0.788824755204807"
"Ja","2017","3","3302","0.751929703284495","0.73926438470621","0.76459502186278"
"Ja","2017","4","4847","0.753055846252291","0.742561084458794","0.763550608045789"
"Ja","2017","5 Einkommensstärkstes Quintil","6093","0.73250283869725","0.723003283397093","0.742002393997406"
"Nein","2017","1 Einkommensschwächstes Quintil","583","0.167726079231026","0.154459916981744","0.180992241480308"
"Nein","2017","2","978","0.224270812572256","0.211175244795193","0.237366380349319"
"Nein","2017","3","1165","0.248070296715505","0.23540497813722","0.26073561529379"
"Nein","2017","4","1639","0.246944153747709","0.236449391954211","0.257438915541206"
"Nein","2017","5 Einkommensstärkstes Quintil","2248","0.26749716130275","0.257997606002594","0.276996716602907"
"Ja","2018","1 Einkommensschwächstes Quintil","2244","0.810431224328207","0.795931212052755","0.824931236603658"
"Ja","2018","2","2593","0.78698939352185","0.773192473517913","0.800786313525787"
"Ja","2018","3","3115","0.775927357120478","0.763202847190683","0.788651867050272"
"Ja","2018","4","4960","0.781276996519775","0.771255286817725","0.791298706221826"
"Ja","2018","5 Einkommensstärkstes Quintil","6184","0.734686163972785","0.725302058477302","0.744070269468269"
"Nein","2018","1 Einkommensschwächstes Quintil","563","0.189568775671793","0.175068763396342","0.204068787947245"
"Nein","2018","2","790","0.21301060647815","0.199213686474213","0.226807526482087"
"Nein","2018","3","1010","0.224072642879522","0.211348132949728","0.236797152809317"
"Nein","2018","4","1576","0.218723003480225","0.208701293778174","0.228744713182275"
"Nein","2018","5 Einkommensstärkstes Quintil","2319","0.265313836027215","0.255929730531731","0.274697941522698"
"Ja","2019","1 Einkommensschwächstes Quintil","1846","0.813813563970826","0.797849754984114","0.829777372957538"
"Ja","2019","2","2288","0.806772030472163","0.792478135270202","0.821065925674123"
"Ja","2019","3","2720","0.785782947280165","0.772335877587248","0.799230016973082"
"Ja","2019","4","4715","0.788719375959814","0.778559853365075","0.798878898554553"
"Ja","2019","5 Einkommensstärkstes Quintil","7235","0.730289605844402","0.721796286573696","0.738782925115108"
"Nein","2019","1 Einkommensschwächstes Quintil","438","0.186186436029174","0.170222627042462","0.202150245015886"
"Nein","2019","2","643","0.193227969527837","0.178934074325877","0.207521864729798"
"Nein","2019","3","856","0.214217052719835","0.200769983026918","0.227664122412752"
"Nein","2019","4","1487","0.211280624040186","0.201121101445447","0.221440146634926"
"Nein","2019","5 Einkommensstärkstes Quintil","3254","0.269710394155598","0.261217074884892","0.278203713426304"
"Ja","2020","1 Einkommensschwächstes Quintil","2493","0.816101827074244","0.803600542376139","0.828603111772349"
"Ja","2020","2","2544","0.793535451177297","0.780289342458848","0.806781559895746"
"Ja","2020","3","2488","0.79987021950529","0.786534967727235","0.813205471283346"
"Ja","2020","4","4695","0.779070900014053","0.768948529929109","0.789193270098998"
"Ja","2020","5 Einkommensstärkstes Quintil","7322","0.725363620365107","0.716881675809142","0.733845564921072"
"Nein","2020","1 Einkommensschwächstes Quintil","1196","0.183898172925756","0.171396888227651","0.196399457623861"
"Nein","2020","2","1043","0.206464548822703","0.193218440104254","0.219710657541152"
"Nein","2020","3","970","0.20012978049471","0.186794528716654","0.213465032272765"
"Nein","2020","4","1758","0.220929099985947","0.210806729901002","0.231051470070891"
"Nein","2020","5 Einkommensstärkstes Quintil","3315","0.274636379634893","0.266154435078928","0.283118324190858"
