"ple0044_h","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2020","46-65","5 Einkommensstärkstes Quintil","1864","0.358013556036879","0.344407035098153","0.371620076975605"
"Nein","2020","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2020","66","2","","","",""
"Nein","2020","66","3","","","",""
"Nein","2020","66","4","","","",""
"Nein","2020","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2020","17-29","1 Einkommensschwächstes Quintil","739","0.775312098109554","0.75057962446981","0.800044571749297"
"Ja","2020","17-29","2","558","0.735606976165213","0.70516109936531","0.766052852965116"
"Ja","2020","17-29","3","414","0.73513804605852","0.701084489779891","0.769191602337148"
"Ja","2020","17-29","4","785","0.790920196402818","0.766497384670861","0.815343008134775"
"Ja","2020","17-29","5 Einkommensstärkstes Quintil","968","0.725303884953738","0.701233505165502","0.749374264741975"
"Ja","2020","30-45","1 Einkommensschwächstes Quintil","726","0.805470572135862","0.783222171453969","0.827718972817755"
"Ja","2020","30-45","2","762","0.703952080275884","0.678470925377146","0.729433235174622"
"Ja","2020","30-45","3","637","0.667292762950325","0.638503553794408","0.696081972106243"
"Ja","2020","30-45","4","1105","0.696936516920926","0.674999239810331","0.718873794031521"
"Ja","2020","30-45","5 Einkommensstärkstes Quintil","1819","0.713389227015537","0.69625056485009","0.730527889180984"
"Ja","2020","46-65","1 Einkommensschwächstes Quintil","757","0.806908261514881","0.783399606108884","0.830416916920877"
"Ja","2020","46-65","2","715","0.756733631346308","0.730141040902888","0.783326221789728"
"Ja","2020","46-65","3","696","0.728592280511272","0.701167650015556","0.756016911006987"
"Ja","2020","46-65","4","1474","0.675525017423119","0.656278165692132","0.694771869154105"
"Ja","2020","46-65","5 Einkommensstärkstes Quintil","2905","0.641986443963121","0.628379923024395","0.655592964901847"
"Ja","2020","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2020","66","2","","","",""
"Ja","2020","66","3","","","",""
"Ja","2020","66","4","","","",""
"Ja","2020","66","5 Einkommensstärkstes Quintil","","","",""
