"ple0044_h","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1996","30-45","1 Einkommensschwächstes Quintil","488","0.338808011714701","0.314362030597194","0.363253992832209"
"Nein","1996","30-45","2","505","0.390189911398663","0.363288086823449","0.417091735973876"
"Nein","1996","30-45","3","288","0.379101265578228","0.344653694113642","0.413548837042813"
"Nein","1996","30-45","4","213","0.407254594529914","0.364779571209608","0.44972961785022"
"Nein","1996","30-45","5 Einkommensstärkstes Quintil","137","0.461122023205538","0.402838193465227","0.51940585294585"
"Nein","1996","46-65","1 Einkommensschwächstes Quintil","259","0.223789050701558","0.199445260581098","0.248132840822018"
"Nein","1996","46-65","2","318","0.278835327693167","0.25226294182681","0.305407713559525"
"Nein","1996","46-65","3","248","0.323469312547585","0.289180269612773","0.357758355482398"
"Nein","1996","46-65","4","180","0.398260595159405","0.354959862953274","0.441561327365535"
"Nein","1996","46-65","5 Einkommensstärkstes Quintil","146","0.454360137894734","0.40022745310223","0.508492822687239"
"Nein","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","66","2","","","",""
"Nein","1996","66","3","","","",""
"Nein","1996","66","4","","","",""
"Nein","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","17-29","1 Einkommensschwächstes Quintil","868","0.725627756175232","0.700147577058568","0.751107935291895"
"Ja","1996","17-29","2","610","0.752175466909762","0.722785265911506","0.781565667908018"
"Ja","1996","17-29","3","371","0.691491787388329","0.652353837028716","0.730629737747943"
"Ja","1996","17-29","4","229","0.703768151234166","0.654946874631788","0.752589427836543"
"Ja","1996","17-29","5 Einkommensstärkstes Quintil","86","0.678956158825663","0.59711041083828","0.760801906813046"
"Ja","1996","30-45","1 Einkommensschwächstes Quintil","952","0.661191988285299","0.636746007167791","0.685637969402806"
"Ja","1996","30-45","2","758","0.609810088601337","0.582908264026124","0.636711913176551"
"Ja","1996","30-45","3","474","0.620898734421772","0.586451162957187","0.655346305886358"
"Ja","1996","30-45","4","301","0.592745405470086","0.55027038214978","0.635220428790392"
"Ja","1996","30-45","5 Einkommensstärkstes Quintil","144","0.538877976794462","0.48059414705415","0.597161806534773"
"Ja","1996","46-65","1 Einkommensschwächstes Quintil","867","0.776210949298442","0.751867159177982","0.800554739418902"
"Ja","1996","46-65","2","776","0.721164672306833","0.694592286440475","0.74773705817319"
"Ja","1996","46-65","3","467","0.676530687452415","0.642241644517602","0.710819730387227"
"Ja","1996","46-65","4","311","0.601739404840595","0.558438672634465","0.645040137046726"
"Ja","1996","46-65","5 Einkommensstärkstes Quintil","179","0.545639862105266","0.491507177312761","0.59977254689777"
"Ja","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","66","2","","","",""
"Ja","1996","66","3","","","",""
"Ja","1996","66","4","","","",""
"Ja","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","17-29","1 Einkommensschwächstes Quintil","263","0.258860530615764","0.232976337097082","0.284744724134446"
"Nein","1997","17-29","2","229","0.2789981651436","0.247879890901716","0.310116439385484"
"Nein","1997","17-29","3","180","0.32746375145584","0.288279481796863","0.366648021114817"
"Nein","1997","17-29","4","118","0.363590457584256","0.312002368942913","0.4151785462256"
"Nein","1997","17-29","5 Einkommensstärkstes Quintil","31","0.310172699891017","0.222527491855956","0.397817907926077"
"Nein","1997","30-45","1 Einkommensschwächstes Quintil","510","0.369210977398215","0.343675122537159","0.394746832259272"
"Nein","1997","30-45","2","495","0.402813830550301","0.375558907626935","0.430068753473668"
"Nein","1997","30-45","3","294","0.398271790121426","0.36314255964185","0.433401020601003"
"Nein","1997","30-45","4","213","0.394748899271413","0.352736771560099","0.436761026982727"
"Nein","1997","30-45","5 Einkommensstärkstes Quintil","133","0.441794541329595","0.385125704909337","0.498463377749854"
"Nein","1997","46-65","1 Einkommensschwächstes Quintil","263","0.217282847499177","0.193033156492404","0.24153253850595"
"Nein","1997","46-65","2","297","0.272209409642181","0.24494771194248","0.299471107341882"
"Nein","1997","46-65","3","243","0.319389326985879","0.285682800604062","0.353095853367695"
"Nein","1997","46-65","4","190","0.337210204676237","0.295895718155683","0.378524691196791"
"Nein","1997","46-65","5 Einkommensstärkstes Quintil","132","0.379192401816878","0.325182228717199","0.433202574916557"
"Nein","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","66","2","","","",""
"Nein","1997","66","3","","","",""
"Nein","1997","66","4","","","",""
"Nein","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","17-29","1 Einkommensschwächstes Quintil","837","0.741139469384236","0.715255275865554","0.767023662902918"
"Ja","1997","17-29","2","569","0.7210018348564","0.689883560614516","0.752120109098284"
"Ja","1997","17-29","3","371","0.67253624854416","0.633351978885183","0.711720518203137"
"Ja","1997","17-29","4","216","0.636409542415744","0.5848214537744","0.687997631057087"
"Ja","1997","17-29","5 Einkommensstärkstes Quintil","76","0.689827300108983","0.602182092073923","0.777472508144044"
"Ja","1997","30-45","1 Einkommensschwächstes Quintil","862","0.630789022601785","0.605253167740728","0.656324877462841"
"Ja","1997","30-45","2","749","0.597186169449699","0.569931246526332","0.624441092373065"
"Ja","1997","30-45","3","452","0.601728209878574","0.566598979398997","0.63685744035815"
"Ja","1997","30-45","4","307","0.605251100728587","0.563238973017273","0.647263228439901"
"Ja","1997","30-45","5 Einkommensstärkstes Quintil","162","0.558205458670405","0.501536622250146","0.614874295090663"
"Ja","1997","46-65","1 Einkommensschwächstes Quintil","848","0.782717152500823","0.75846746149405","0.806966843507596"
"Ja","1997","46-65","2","727","0.727790590357819","0.700528892658118","0.75505228805752"
"Ja","1997","46-65","3","492","0.680610673014121","0.646904146632305","0.714317199395938"
"Ja","1997","46-65","4","313","0.662789795323763","0.621475308803209","0.704104281844317"
"Ja","1997","46-65","5 Einkommensstärkstes Quintil","178","0.620807598183122","0.566797425083443","0.674817771282801"
"Ja","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","66","2","","","",""
"Ja","1997","66","3","","","",""
"Ja","1997","66","4","","","",""
"Ja","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","17-29","1 Einkommensschwächstes Quintil","269","0.229590449828725","0.205450489382402","0.253730410275049"
"Nein","1998","17-29","2","217","0.271453281648482","0.240501350641213","0.30240521265575"
"Nein","1998","17-29","3","148","0.259297631275344","0.221916514562674","0.296678747988015"
"Nein","1998","17-29","4","122","0.319078968815441","0.271325490314642","0.36683244731624"
"Nein","1998","17-29","5 Einkommensstärkstes Quintil","36","0.278110250079387","0.200789301858997","0.355431198299777"
"Nein","1998","30-45","1 Einkommensschwächstes Quintil","550","0.370484541832539","0.345489045731237","0.395480037933841"
"Nein","1998","30-45","2","507","0.381217764990405","0.355046564002024","0.407388965978785"
"Nein","1998","30-45","3","364","0.431265322288355","0.397853205436897","0.464677439139813"
"Nein","1998","30-45","4","268","0.427174796859435","0.388700109627208","0.465649484091661"
"Nein","1998","30-45","5 Einkommensstärkstes Quintil","172","0.487702435535792","0.435110160075884","0.540294710995699"
"Nein","1998","46-65","1 Einkommensschwächstes Quintil","310","0.240675780403574","0.216658013672299","0.264693547134848"
"Nein","1998","46-65","2","351","0.288281685125457","0.262136240348552","0.314427129902363"
"Nein","1998","46-65","3","272","0.327628766170245","0.294648521895279","0.360609010445211"
"Nein","1998","46-65","4","260","0.38229620501072","0.345109619803251","0.41948279021819"
"Nein","1998","46-65","5 Einkommensstärkstes Quintil","169","0.406328524027485","0.358903099211992","0.453753948842977"
"Nein","1998","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","66","2","","","",""
"Nein","1998","66","3","","","",""
"Nein","1998","66","4","","","",""
"Nein","1998","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","17-29","1 Einkommensschwächstes Quintil","897","0.770409550171274","0.746269589724951","0.794549510617598"
"Ja","1998","17-29","2","576","0.728546718351518","0.69759478734425","0.759498649358787"
"Ja","1998","17-29","3","380","0.740702368724656","0.703321252011985","0.778083485437327"
"Ja","1998","17-29","4","244","0.680921031184559","0.63316755268376","0.728674509685358"
"Ja","1998","17-29","5 Einkommensstärkstes Quintil","93","0.721889749920613","0.644568801700223","0.799210698141003"
"Ja","1998","30-45","1 Einkommensschwächstes Quintil","884","0.629515458167461","0.60451996206616","0.654510954268763"
"Ja","1998","30-45","2","816","0.618782235009595","0.592611034021215","0.644953435997976"
"Ja","1998","30-45","3","480","0.568734677711645","0.535322560860187","0.602146794563103"
"Ja","1998","30-45","4","367","0.572825203140565","0.534350515908339","0.611299890372792"
"Ja","1998","30-45","5 Einkommensstärkstes Quintil","175","0.512297564464208","0.459705289004301","0.564889839924116"
"Ja","1998","46-65","1 Einkommensschwächstes Quintil","907","0.759324219596426","0.735306452865152","0.783341986327701"
"Ja","1998","46-65","2","802","0.711718314874543","0.685572870097637","0.737863759651448"
"Ja","1998","46-65","3","506","0.672371233829754","0.639390989554788","0.705351478104721"
"Ja","1998","46-65","4","396","0.61770379498928","0.58051720978181","0.654890380196749"
"Ja","1998","46-65","5 Einkommensstärkstes Quintil","243","0.593671475972515","0.546246051157023","0.641096900788008"
"Ja","1998","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","66","2","","","",""
"Ja","1998","66","3","","","",""
"Ja","1998","66","4","","","",""
"Ja","1998","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","17-29","1 Einkommensschwächstes Quintil","285","0.28813298420053","0.260048835054685","0.316217133346375"
"Nein","1999","17-29","2","274","0.349959846452859","0.317154148862309","0.38276554404341"
"Nein","1999","17-29","3","172","0.342461525914541","0.300445349348487","0.384477702480596"
"Nein","1999","17-29","4","132","0.338223927874099","0.290403675576601","0.386044180171597"
"Nein","1999","17-29","5 Einkommensstärkstes Quintil","41","0.29368340131347","0.219806091930918","0.367560710696022"
"Nein","1999","30-45","1 Einkommensschwächstes Quintil","462","0.370811202795625","0.343806521048212","0.397815884543037"
"Nein","1999","30-45","2","581","0.401866013805377","0.376266455389865","0.427465572220889"
"Nein","1999","30-45","3","336","0.399836386160633","0.366287189311232","0.433385583010033"
"Nein","1999","30-45","4","279","0.432284209778143","0.394688754627733","0.469879664928554"
"Nein","1999","30-45","5 Einkommensstärkstes Quintil","179","0.461600168725923","0.412561544832787","0.510638792619059"
"Nein","1999","46-65","1 Einkommensschwächstes Quintil","247","0.249473449240977","0.222298808661173","0.276648089820782"
"Nein","1999","46-65","2","307","0.268848718163465","0.24246774392213","0.295229692404799"
"Nein","1999","46-65","3","270","0.343538345084166","0.310773839798148","0.376302850370183"
"Nein","1999","46-65","4","262","0.367712219337268","0.331629649686129","0.403794788988407"
"Nein","1999","46-65","5 Einkommensstärkstes Quintil","192","0.429308153844564","0.383163397338166","0.475452910350961"
"Nein","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","66","2","","","",""
"Nein","1999","66","3","","","",""
"Nein","1999","66","4","","","",""
"Nein","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","17-29","1 Einkommensschwächstes Quintil","714","0.71186701579947","0.683782866653625","0.739951164945315"
"Ja","1999","17-29","2","538","0.650040153547141","0.61723445595659","0.682845851137691"
"Ja","1999","17-29","3","318","0.657538474085459","0.615522297519404","0.699554650651513"
"Ja","1999","17-29","4","244","0.661776072125901","0.613955819828403","0.709596324423399"
"Ja","1999","17-29","5 Einkommensstärkstes Quintil","105","0.70631659868653","0.632439289303978","0.780193908069082"
"Ja","1999","30-45","1 Einkommensschwächstes Quintil","767","0.629188797204375","0.602184115456963","0.656193478951788"
"Ja","1999","30-45","2","828","0.598133986194623","0.572534427779111","0.623733544610135"
"Ja","1999","30-45","3","483","0.600163613839367","0.566614416989967","0.633712810688768"
"Ja","1999","30-45","4","388","0.567715790221857","0.530120335071446","0.605311245372267"
"Ja","1999","30-45","5 Einkommensstärkstes Quintil","218","0.538399831274077","0.489361207380941","0.587438455167213"
"Ja","1999","46-65","1 Einkommensschwächstes Quintil","727","0.750526550759023","0.723351910179218","0.777701191338827"
"Ja","1999","46-65","2","778","0.731151281836535","0.704770307595201","0.75753225607787"
"Ja","1999","46-65","3","537","0.656461654915834","0.623697149629817","0.689226160201852"
"Ja","1999","46-65","4","424","0.632287780662732","0.596205211011593","0.668370350313871"
"Ja","1999","46-65","5 Einkommensstärkstes Quintil","250","0.570691846155436","0.524547089649039","0.616836602661834"
"Ja","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","66","2","","","",""
"Ja","1999","66","3","","","",""
"Ja","1999","66","4","","","",""
"Ja","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","17-29","1 Einkommensschwächstes Quintil","394","0.273472205458353","0.250505614327976","0.296438796588729"
"Nein","2000","17-29","2","379","0.315735253316308","0.290019464606917","0.3414510420257"
"Nein","2000","17-29","3","246","0.336879390367632","0.303430332239573","0.370328448495692"
"Nein","2000","17-29","4","187","0.279477523835037","0.244900058030896","0.314054989639178"
"Nein","2000","17-29","5 Einkommensstärkstes Quintil","85","0.336979038715918","0.279634388204436","0.3943236892274"
"Nein","2000","30-45","1 Einkommensschwächstes Quintil","719","0.360530751675632","0.339534628504166","0.381526874847098"
"Nein","2000","30-45","2","899","0.40876753629406","0.388210978311903","0.429324094276218"
"Nein","2000","30-45","3","655","0.404950749026503","0.380753849799156","0.429147648253849"
"Nein","2000","30-45","4","519","0.42063585999156","0.39334549118877","0.447926228794351"
"Nein","2000","30-45","5 Einkommensstärkstes Quintil","385","0.510074215941255","0.474902054016479","0.545246377866031"
"Nein","2000","46-65","1 Einkommensschwächstes Quintil","418","0.250310695938406","0.229345132988493","0.27127625888832"
"Nein","2000","46-65","2","527","0.277774797261793","0.257802534581921","0.297747059941664"
"Nein","2000","46-65","3","465","0.318134652910817","0.294438058288414","0.34183124753322"
"Nein","2000","46-65","4","494","0.367680514370371","0.342007194410247","0.393353834330495"
"Nein","2000","46-65","5 Einkommensstärkstes Quintil","456","0.427492292371889","0.397987604361128","0.45699698038265"
"Nein","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","66","2","","","",""
"Nein","2000","66","3","","","",""
"Nein","2000","66","4","","","",""
"Nein","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","17-29","1 Einkommensschwächstes Quintil","1053","0.726527794541648","0.703561203411271","0.749494385672024"
"Ja","2000","17-29","2","876","0.684264746683692","0.6585489579743","0.709980535393083"
"Ja","2000","17-29","3","521","0.663120609632368","0.629671551504308","0.696569667760427"
"Ja","2000","17-29","4","460","0.720522476164963","0.685945010360822","0.755099941969104"
"Ja","2000","17-29","5 Einkommensstärkstes Quintil","176","0.663020961284082","0.6056763107726","0.720365611795564"
"Ja","2000","30-45","1 Einkommensschwächstes Quintil","1290","0.639469248324368","0.618473125152902","0.660465371495835"
"Ja","2000","30-45","2","1298","0.59123246370594","0.570675905723782","0.611789021688097"
"Ja","2000","30-45","3","926","0.595049250973498","0.570852351746151","0.619246150200844"
"Ja","2000","30-45","4","738","0.57936414000844","0.552073771205649","0.60665450881123"
"Ja","2000","30-45","5 Einkommensstärkstes Quintil","391","0.489925784058745","0.454753622133969","0.525097945983521"
"Ja","2000","46-65","1 Einkommensschwächstes Quintil","1222","0.749689304061594","0.72872374111168","0.770654867011507"
"Ja","2000","46-65","2","1405","0.722225202738207","0.702252940058336","0.742197465418079"
"Ja","2000","46-65","3","1019","0.681865347089183","0.65816875246678","0.705561941711586"
"Ja","2000","46-65","4","861","0.632319485629629","0.606646165669505","0.657992805589753"
"Ja","2000","46-65","5 Einkommensstärkstes Quintil","624","0.572507707628111","0.54300301961735","0.602012395638872"
"Ja","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","66","2","","","",""
"Ja","2000","66","3","","","",""
"Ja","2000","66","4","","","",""
"Ja","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","17-29","1 Einkommensschwächstes Quintil","348","0.299273396452502","0.27340656657261","0.325140226332394"
"Nein","2001","17-29","2","329","0.317096882048286","0.289880289819934","0.344313474276638"
"Nein","2001","17-29","3","238","0.314756915449482","0.281825425317927","0.347688405581036"
"Nein","2001","17-29","4","189","0.332740152770663","0.29465466433508","0.370825641206246"
"Nein","2001","17-29","5 Einkommensstärkstes Quintil","77","0.289690682798807","0.234763355816826","0.344618009780787"
"Nein","2001","30-45","1 Einkommensschwächstes Quintil","626","0.380113946498491","0.356853772699565","0.403374120297417"
"Nein","2001","30-45","2","760","0.392307502160225","0.370541061956083","0.414073942364367"
"Nein","2001","30-45","3","619","0.42368760291504","0.39842714128585","0.44894806454423"
"Nein","2001","30-45","4","498","0.413096010836548","0.385294807200999","0.440897214472097"
"Nein","2001","30-45","5 Einkommensstärkstes Quintil","363","0.468933129229843","0.434200188096348","0.503666070363338"
"Nein","2001","46-65","1 Einkommensschwächstes Quintil","327","0.239341487602437","0.216934865446561","0.261748109758313"
"Nein","2001","46-65","2","472","0.296100281279374","0.273910009253291","0.318290553305457"
"Nein","2001","46-65","3","479","0.33233647911245","0.308099291967778","0.356573666257121"
"Nein","2001","46-65","4","522","0.389907436741804","0.363832270763616","0.415982602719992"
"Nein","2001","46-65","5 Einkommensstärkstes Quintil","426","0.399101284620641","0.369423980350301","0.42877858889098"
"Nein","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","66","2","","","",""
"Nein","2001","66","3","","","",""
"Nein","2001","66","4","","","",""
"Nein","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","17-29","1 Einkommensschwächstes Quintil","856","0.700726603547498","0.674859773667606","0.72659343342739"
"Ja","2001","17-29","2","794","0.682903117951714","0.655686525723362","0.710119710180066"
"Ja","2001","17-29","3","526","0.685243084550518","0.652311594418963","0.718174574682073"
"Ja","2001","17-29","4","399","0.667259847229337","0.629174358793754","0.70534533566492"
"Ja","2001","17-29","5 Einkommensstärkstes Quintil","185","0.710309317201193","0.655381990219213","0.765236644183174"
"Ja","2001","30-45","1 Einkommensschwächstes Quintil","1047","0.619886053501509","0.596625879702583","0.643146227300435"
"Ja","2001","30-45","2","1173","0.607692497839775","0.585926057635633","0.629458938043917"
"Ja","2001","30-45","3","851","0.57631239708496","0.55105193545577","0.60157285871415"
"Ja","2001","30-45","4","707","0.586903989163452","0.559102785527903","0.614705192799001"
"Ja","2001","30-45","5 Einkommensstärkstes Quintil","430","0.531066870770157","0.496333929636662","0.565799811903652"
"Ja","2001","46-65","1 Einkommensschwächstes Quintil","1066","0.760658512397563","0.738251890241687","0.783065134553439"
"Ja","2001","46-65","2","1154","0.703899718720626","0.681709446694543","0.726089990746709"
"Ja","2001","46-65","3","972","0.66766352088755","0.643426333742878","0.691900708032222"
"Ja","2001","46-65","4","822","0.610092563258196","0.584017397280008","0.636167729236384"
"Ja","2001","46-65","5 Einkommensstärkstes Quintil","620","0.600898715379359","0.57122141110902","0.630576019649699"
"Ja","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","66","2","","","",""
"Ja","2001","66","3","","","",""
"Ja","2001","66","4","","","",""
"Ja","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","17-29","1 Einkommensschwächstes Quintil","297","0.278004758020681","0.251408035385369","0.304601480655992"
"Nein","2002","17-29","2","259","0.275711579475973","0.247339908494021","0.304083250457925"
"Nein","2002","17-29","3","228","0.320185859885313","0.286525707231294","0.353846012539332"
"Nein","2002","17-29","4","209","0.298416010270756","0.264568211554556","0.332263808986956"
"Nein","2002","17-29","5 Einkommensstärkstes Quintil","158","0.323628008723499","0.282370739924982","0.364885277522016"
"Nein","2002","30-45","1 Einkommensschwächstes Quintil","472","0.340287103631179","0.315096498819514","0.365477708442843"
"Nein","2002","30-45","2","718","0.414606705908225","0.39130407394482","0.43790933787163"
"Nein","2002","30-45","3","583","0.446951571030921","0.420605439365289","0.473297702696553"
"Nein","2002","30-45","4","605","0.416813755640269","0.391033656313789","0.442593854966749"
"Nein","2002","30-45","5 Einkommensstärkstes Quintil","602","0.480670350443636","0.453625039981983","0.507715660905289"
"Nein","2002","46-65","1 Einkommensschwächstes Quintil","313","0.245746766789155","0.222049898163733","0.269443635414576"
"Nein","2002","46-65","2","435","0.319446865557335","0.295489065881635","0.343404665233035"
"Nein","2002","46-65","3","496","0.339218670563845","0.314391990733075","0.364045350394615"
"Nein","2002","46-65","4","525","0.347223733744748","0.322651064205279","0.371796403284218"
"Nein","2002","46-65","5 Einkommensstärkstes Quintil","887","0.41317055454817","0.391585044050395","0.434756065045944"
"Nein","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","66","2","","","",""
"Nein","2002","66","3","","","",""
"Nein","2002","66","4","","","",""
"Nein","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","17-29","1 Einkommensschwächstes Quintil","793","0.72199524197932","0.695398519344008","0.748591964614631"
"Ja","2002","17-29","2","694","0.724288420524027","0.695916749542076","0.752660091505979"
"Ja","2002","17-29","3","510","0.679814140114687","0.646153987460668","0.713474292768706"
"Ja","2002","17-29","4","493","0.701583989729244","0.667736191013044","0.735431788445444"
"Ja","2002","17-29","5 Einkommensstärkstes Quintil","336","0.676371991276501","0.635114722477984","0.717629260075017"
"Ja","2002","30-45","1 Einkommensschwächstes Quintil","887","0.659712896368821","0.634522291557157","0.684903501180486"
"Ja","2002","30-45","2","999","0.585393294091775","0.562090662128371","0.60869592605518"
"Ja","2002","30-45","3","785","0.553048428969079","0.526702297303447","0.579394560634711"
"Ja","2002","30-45","4","800","0.583186244359731","0.557406145033252","0.608966343686211"
"Ja","2002","30-45","5 Einkommensstärkstes Quintil","709","0.519329649556364","0.492284339094711","0.546374960018017"
"Ja","2002","46-65","1 Einkommensschwächstes Quintil","955","0.754253233210845","0.730556364585424","0.777950101836267"
"Ja","2002","46-65","2","1020","0.680553134442665","0.656595334766965","0.704510934118365"
"Ja","2002","46-65","3","901","0.660781329436155","0.635954649605385","0.685608009266925"
"Ja","2002","46-65","4","917","0.652776266255252","0.628203596715782","0.677348935794721"
"Ja","2002","46-65","5 Einkommensstärkstes Quintil","1112","0.58682944545183","0.565243934954056","0.608414955949605"
"Ja","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","66","2","","","",""
"Ja","2002","66","3","","","",""
"Ja","2002","66","4","","","",""
"Ja","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","17-29","1 Einkommensschwächstes Quintil","296","0.253180973860671","0.227163121204937","0.279198826516405"
"Nein","2003","17-29","2","283","0.312823099626565","0.282976702897029","0.342669496356101"
"Nein","2003","17-29","3","208","0.327126853187386","0.292809754373863","0.361443952000908"
"Nein","2003","17-29","4","222","0.32100496713828","0.286808538291942","0.355201395984619"
"Nein","2003","17-29","5 Einkommensstärkstes Quintil","103","0.222530881846377","0.182751304542689","0.262310459150065"
"Nein","2003","30-45","1 Einkommensschwächstes Quintil","431","0.339092029899974","0.313014855959588","0.365169203840361"
"Nein","2003","30-45","2","659","0.406423653560316","0.382387017379619","0.430460289741012"
"Nein","2003","30-45","3","577","0.431480262490648","0.405386705395594","0.457573819585701"
"Nein","2003","30-45","4","554","0.411367773072861","0.384891931103177","0.437843615042546"
"Nein","2003","30-45","5 Einkommensstärkstes Quintil","477","0.459940144870512","0.430620533581459","0.489259756159564"
"Nein","2003","46-65","1 Einkommensschwächstes Quintil","303","0.251849466354649","0.227019332825337","0.27667959988396"
"Nein","2003","46-65","2","438","0.297365032776949","0.273598770761675","0.321131294792224"
"Nein","2003","46-65","3","411","0.32091694751952","0.295442134311152","0.346391760727888"
"Nein","2003","46-65","4","606","0.382394380158232","0.358278830675098","0.406509929641366"
"Nein","2003","46-65","5 Einkommensstärkstes Quintil","845","0.435944188479702","0.413528831911164","0.45835954504824"
"Nein","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","66","2","","","",""
