"ple0044_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"keinen Tag","1985","Hauptschule","Rheinland-Pfalz,Saarland","317","0.614988647137834","0.573444188831104","0.656533105444564"
"keinen Tag","1985","Hauptschule","Baden-Wuerttemberg","729","0.623152499826117","0.595802682669762","0.650502316982472"
"keinen Tag","1985","Hauptschule","Bayern","691","0.603741791811923","0.575533820434709","0.631949763189138"
"keinen Tag","1985","Hauptschule","Saarland","","","",""
"keinen Tag","1985","Hauptschule","Berlin","94","0.51493141223942","0.440672302995987","0.589190521482854"
"keinen Tag","1985","Hauptschule","Brandenburg","","","",""
"keinen Tag","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1985","Hauptschule","Sachsen","","","",""
"keinen Tag","1985","Hauptschule","Sachsen-Anhalt","","","",""
"keinen Tag","1985","Hauptschule","Thueringen","","","",""
"keinen Tag","1985","Realschule","Schleswig-Holstein","36","0.446375973412401","0.337442596343645","0.555309350481157"
"keinen Tag","1985","Realschule","Hamburg","27","","",""
"keinen Tag","1985","Realschule","Niedersachsen","141","0.645773462519954","0.582573416480846","0.708973508559062"
"keinen Tag","1985","Realschule","Bremen","15","","",""
"keinen Tag","1985","Realschule","Nordrhein-Westfalen","280","0.620187705519625","0.575494132497352","0.664881278541898"
"keinen Tag","1985","Realschule","Hessen","100","0.589310097498257","0.517240760071239","0.661379434925275"
"keinen Tag","1985","Realschule","Rheinland-Pfalz,Saarland","66","0.641249014280122","0.549068032743554","0.733429995816691"
"keinen Tag","1985","Realschule","Baden-Wuerttemberg","178","0.661325057922945","0.605185913519747","0.717464202326144"
"keinen Tag","1985","Realschule","Bayern","197","0.557841748678506","0.506105988615103","0.609577508741909"
"keinen Tag","1985","Realschule","Saarland","","","",""
"keinen Tag","1985","Realschule","Berlin","41","0.58884521296781","0.475972253829233","0.701718172106386"
"keinen Tag","1985","Realschule","Brandenburg","","","",""
"keinen Tag","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1985","Realschule","Sachsen","","","",""
"keinen Tag","1985","Realschule","Sachsen-Anhalt","","","",""
"keinen Tag","1985","Realschule","Thueringen","","","",""
"keinen Tag","1985","(Fach-)Abitur","Schleswig-Holstein","15","","",""
"keinen Tag","1985","(Fach-)Abitur","Hamburg","20","","",""
"keinen Tag","1985","(Fach-)Abitur","Niedersachsen","42","0.569285286234219","0.45490750267584","0.683663069792598"
"keinen Tag","1985","(Fach-)Abitur","Bremen","6","","",""
"keinen Tag","1985","(Fach-)Abitur","Nordrhein-Westfalen","161","0.658023984424058","0.59968620172074","0.716361767127377"
"keinen Tag","1985","(Fach-)Abitur","Hessen","46","0.539786315346875","0.436237821332863","0.643334809360886"
"keinen Tag","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","20","","",""
"keinen Tag","1985","(Fach-)Abitur","Baden-Wuerttemberg","78","0.666157826608087","0.583154324748584","0.749161328467591"
"keinen Tag","1985","(Fach-)Abitur","Bayern","88","0.751612296483525","0.674305183953153","0.828919409013897"
"keinen Tag","1985","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","1985","(Fach-)Abitur","Berlin","16","","",""
"keinen Tag","1985","(Fach-)Abitur","Brandenburg","","","",""
"keinen Tag","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1985","(Fach-)Abitur","Sachsen","","","",""
"keinen Tag","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"keinen Tag","1985","(Fach-)Abitur","Thueringen","","","",""
"keinen Tag","1985","AkademikerIn","Schleswig-Holstein","12","","",""
"keinen Tag","1985","AkademikerIn","Hamburg","11","","",""
"keinen Tag","1985","AkademikerIn","Niedersachsen","46","0.602586666874826","0.491089660521695","0.714083673227956"
"keinen Tag","1985","AkademikerIn","Bremen","2","","",""
"keinen Tag","1985","AkademikerIn","Nordrhein-Westfalen","143","0.637312895791387","0.574211630214936","0.700414161367838"
"keinen Tag","1985","AkademikerIn","Hessen","51","0.553860965275412","0.451728718568651","0.655993211982174"
"keinen Tag","1985","AkademikerIn","Rheinland-Pfalz,Saarland","23","","",""
"keinen Tag","1985","AkademikerIn","Baden-Wuerttemberg","62","0.542767253485425","0.450507017355321","0.635027489615529"
"keinen Tag","1985","AkademikerIn","Bayern","89","0.590457255025513","0.510963452126578","0.669951057924449"
"keinen Tag","1985","AkademikerIn","Saarland","","","",""
"keinen Tag","1985","AkademikerIn","Berlin","21","","",""
"keinen Tag","1985","AkademikerIn","Brandenburg","","","",""
"keinen Tag","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1985","AkademikerIn","Sachsen","","","",""
"keinen Tag","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"keinen Tag","1985","AkademikerIn","Thueringen","","","",""
"Ja","1985","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Ja","1985","(noch) kein Abschluss","Hamburg","9","","",""
"Ja","1985","(noch) kein Abschluss","Niedersachsen","31","0.360344638753493","0.253799695042015","0.46688958246497"
"Ja","1985","(noch) kein Abschluss","Bremen","1","","",""
"Ja","1985","(noch) kein Abschluss","Nordrhein-Westfalen","143","0.440689687165742","0.387917937962769","0.493461436368714"
"Ja","1985","(noch) kein Abschluss","Hessen","63","0.480040885903279","0.391022622493288","0.56905914931327"
"Ja","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","33","0.440110254202389","0.322983651625092","0.557236856779685"
"Ja","1985","(noch) kein Abschluss","Baden-Wuerttemberg","107","0.308568557663783","0.255859229498475","0.361277885829092"
"Ja","1985","(noch) kein Abschluss","Bayern","42","0.292448024748012","0.204599798159457","0.380296251336566"
"Ja","1985","(noch) kein Abschluss","Saarland","","","",""
"Ja","1985","(noch) kein Abschluss","Berlin","20","","",""
"Ja","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","1985","(noch) kein Abschluss","Sachsen","","","",""
"Ja","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","1985","(noch) kein Abschluss","Thueringen","","","",""
"Ja","1985","Hauptschule","Schleswig-Holstein","85","0.391360791112697","0.325971018945331","0.456750563280062"
"Ja","1985","Hauptschule","Hamburg","68","0.459384191133325","0.378548332332065","0.540220049934585"
"Ja","1985","Hauptschule","Niedersachsen","251","0.385317105237089","0.347932542520067","0.422701667954111"
"Ja","1985","Hauptschule","Bremen","24","","",""
"Ja","1985","Hauptschule","Nordrhein-Westfalen","666","0.412473489202347","0.388713320636422","0.436233657768272"
"Ja","1985","Hauptschule","Hessen","264","0.37903528204237","0.341360421256387","0.416710142828353"
"Ja","1985","Hauptschule","Rheinland-Pfalz,Saarland","210","0.385011352862166","0.343466894555436","0.426555811168896"
"Ja","1985","Hauptschule","Baden-Wuerttemberg","477","0.376847500173883","0.349497683017528","0.404197317330238"
"Ja","1985","Hauptschule","Bayern","464","0.396258208188077","0.368050236810862","0.424466179565291"
"Ja","1985","Hauptschule","Saarland","","","",""
"Ja","1985","Hauptschule","Berlin","80","0.48506858776058","0.410809478517146","0.559327697004013"
"Ja","1985","Hauptschule","Brandenburg","","","",""
"Ja","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","1985","Hauptschule","Sachsen","","","",""
"Ja","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","1985","Hauptschule","Thueringen","","","",""
"Ja","1985","Realschule","Schleswig-Holstein","44","0.553624026587599","0.444690649518843","0.662557403656355"
"Ja","1985","Realschule","Hamburg","30","0.476309686766227","0.346653680374663","0.605965693157792"
"Ja","1985","Realschule","Niedersachsen","79","0.354226537480046","0.291026491440938","0.417426583519154"
"Ja","1985","Realschule","Bremen","7","","",""
"Ja","1985","Realschule","Nordrhein-Westfalen","173","0.379812294480375","0.335118721458102","0.424505867502648"
"Ja","1985","Realschule","Hessen","79","0.410689902501743","0.338620565074725","0.482759239928761"
"Ja","1985","Realschule","Rheinland-Pfalz,Saarland","38","0.358750985719878","0.266570004183309","0.450931967256446"
"Ja","1985","Realschule","Baden-Wuerttemberg","95","0.338674942077055","0.282535797673856","0.394814086480253"
"Ja","1985","Realschule","Bayern","157","0.442158251321494","0.390422491258091","0.493894011384897"
"Ja","1985","Realschule","Saarland","","","",""
"Ja","1985","Realschule","Berlin","32","0.41115478703219","0.298281827893614","0.524027746170767"
"Ja","1985","Realschule","Brandenburg","","","",""
"Ja","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","1985","Realschule","Sachsen","","","",""
"Ja","1985","Realschule","Sachsen-Anhalt","","","",""
"Ja","1985","Realschule","Thueringen","","","",""
"Ja","1985","(Fach-)Abitur","Schleswig-Holstein","10","","",""
"Ja","1985","(Fach-)Abitur","Hamburg","15","","",""
"Ja","1985","(Fach-)Abitur","Niedersachsen","30","0.430714713765781","0.316336930207402","0.54509249732416"
"Ja","1985","(Fach-)Abitur","Bremen","","","",""
"Ja","1985","(Fach-)Abitur","Nordrhein-Westfalen","93","0.341976015575942","0.283638232872623","0.40031379827926"
"Ja","1985","(Fach-)Abitur","Hessen","43","0.460213684653125","0.356665190639114","0.563762178667137"
"Ja","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","","",""
"Ja","1985","(Fach-)Abitur","Baden-Wuerttemberg","46","0.333842173391913","0.250838671532409","0.416845675251416"
"Ja","1985","(Fach-)Abitur","Bayern","32","0.248387703516475","0.171080590986103","0.325694816046847"
"Ja","1985","(Fach-)Abitur","Saarland","","","",""
"Ja","1985","(Fach-)Abitur","Berlin","17","","",""
"Ja","1985","(Fach-)Abitur","Brandenburg","","","",""
"Ja","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","1985","(Fach-)Abitur","Sachsen","","","",""
"Ja","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","1985","(Fach-)Abitur","Thueringen","","","",""
"Ja","1985","AkademikerIn","Schleswig-Holstein","6","","",""
"Ja","1985","AkademikerIn","Hamburg","4","","",""
"Ja","1985","AkademikerIn","Niedersachsen","28","","",""
"Ja","1985","AkademikerIn","Bremen","","","",""
"Ja","1985","AkademikerIn","Nordrhein-Westfalen","80","0.362687104208613","0.299585838632162","0.425788369785064"
"Ja","1985","AkademikerIn","Hessen","40","0.446139034724588","0.344006788017827","0.548271281431349"
"Ja","1985","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Ja","1985","AkademikerIn","Baden-Wuerttemberg","50","0.457232746514575","0.364972510384471","0.549492982644679"
"Ja","1985","AkademikerIn","Bayern","58","0.409542744974487","0.330048942075551","0.489036547873422"
"Ja","1985","AkademikerIn","Saarland","","","",""
"Ja","1985","AkademikerIn","Berlin","16","","",""
"Ja","1985","AkademikerIn","Brandenburg","","","",""
"Ja","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","1985","AkademikerIn","Sachsen","","","",""
"Ja","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","1985","AkademikerIn","Thueringen","","","",""
"keinen Tag","1986","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"keinen Tag","1986","(noch) kein Abschluss","Hamburg","8","","",""
"keinen Tag","1986","(noch) kein Abschluss","Niedersachsen","15","","",""
"keinen Tag","1986","(noch) kein Abschluss","Bremen","1","","",""
"keinen Tag","1986","(noch) kein Abschluss","Nordrhein-Westfalen","84","0.209537602297773","0.16615043128739","0.252924773308156"
"keinen Tag","1986","(noch) kein Abschluss","Hessen","26","","",""
"keinen Tag","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"keinen Tag","1986","(noch) kein Abschluss","Baden-Wuerttemberg","53","0.137076052279535","0.0951093065968236","0.179042797962246"
"keinen Tag","1986","(noch) kein Abschluss","Bayern","26","","",""
"keinen Tag","1986","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","1986","(noch) kein Abschluss","Berlin","14","","",""
"keinen Tag","1986","(noch) kein Abschluss","Brandenburg","","","",""
"keinen Tag","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1986","(noch) kein Abschluss","Sachsen","","","",""
"keinen Tag","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"keinen Tag","1986","(noch) kein Abschluss","Thueringen","","","",""
"keinen Tag","1986","Hauptschule","Schleswig-Holstein","76","0.339853363448401","0.273028907726972","0.406677819169829"
"keinen Tag","1986","Hauptschule","Hamburg","32","0.249143277024922","0.173622588367142","0.324663965682702"
"keinen Tag","1986","Hauptschule","Niedersachsen","206","0.292662376305038","0.257077529870912","0.328247222739163"
"keinen Tag","1986","Hauptschule","Bremen","24","","",""
"keinen Tag","1986","Hauptschule","Nordrhein-Westfalen","485","0.274975192415939","0.252638591141442","0.297311793690436"
"keinen Tag","1986","Hauptschule","Hessen","191","0.298211468018526","0.260355708483257","0.336067227553794"
"keinen Tag","1986","Hauptschule","Rheinland-Pfalz,Saarland","156","0.269818203172095","0.231557412259619","0.308078994084572"
"keinen Tag","1986","Hauptschule","Baden-Wuerttemberg","424","0.3471750438763","0.319884420306225","0.374465667446374"
"keinen Tag","1986","Hauptschule","Bayern","390","0.343327900714523","0.314539417945648","0.372116383483398"
"keinen Tag","1986","Hauptschule","Saarland","","","",""
"keinen Tag","1986","Hauptschule","Berlin","59","0.278879208154976","0.211860516585168","0.345897899724784"
"keinen Tag","1986","Hauptschule","Brandenburg","","","",""
"keinen Tag","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1986","Hauptschule","Sachsen","","","",""
"keinen Tag","1986","Hauptschule","Sachsen-Anhalt","","","",""
"keinen Tag","1986","Hauptschule","Thueringen","","","",""
"keinen Tag","1986","Realschule","Schleswig-Holstein","25","","",""
"keinen Tag","1986","Realschule","Hamburg","10","","",""
"keinen Tag","1986","Realschule","Niedersachsen","86","0.353760068934651","0.291423173238375","0.416096964630927"
"keinen Tag","1986","Realschule","Bremen","9","","",""
"keinen Tag","1986","Realschule","Nordrhein-Westfalen","156","0.331657318517268","0.288011894162758","0.375302742871779"
"keinen Tag","1986","Realschule","Hessen","57","0.34291356902847","0.270703521359384","0.415123616697556"
"keinen Tag","1986","Realschule","Rheinland-Pfalz,Saarland","43","0.386431801806346","0.295019910863389","0.477843692749303"
"keinen Tag","1986","Realschule","Baden-Wuerttemberg","92","0.321271779812616","0.26647812968093","0.376065429944302"
"keinen Tag","1986","Realschule","Bayern","110","0.327272508864686","0.275290833468925","0.379254184260448"
"keinen Tag","1986","Realschule","Saarland","","","",""
"keinen Tag","1986","Realschule","Berlin","28","","",""
"keinen Tag","1986","Realschule","Brandenburg","","","",""
"keinen Tag","1986","Realschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1986","Realschule","Sachsen","","","",""
"keinen Tag","1986","Realschule","Sachsen-Anhalt","","","",""
"keinen Tag","1986","Realschule","Thueringen","","","",""
"keinen Tag","1986","(Fach-)Abitur","Schleswig-Holstein","11","","",""
"keinen Tag","1986","(Fach-)Abitur","Hamburg","8","","",""
"keinen Tag","1986","(Fach-)Abitur","Niedersachsen","27","","",""
"keinen Tag","1986","(Fach-)Abitur","Bremen","4","","",""
"keinen Tag","1986","(Fach-)Abitur","Nordrhein-Westfalen","84","0.338606812675697","0.280178206659587","0.397035418691807"
"keinen Tag","1986","(Fach-)Abitur","Hessen","35","0.339812062797617","0.245065020258334","0.434559105336899"
"keinen Tag","1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","10","","",""
"keinen Tag","1986","(Fach-)Abitur","Baden-Wuerttemberg","40","0.332487692126952","0.248546944789562","0.416428439464342"
"keinen Tag","1986","(Fach-)Abitur","Bayern","35","0.245464065404997","0.169097703559392","0.321830427250602"
"keinen Tag","1986","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","1986","(Fach-)Abitur","Berlin","15","","",""
"keinen Tag","1986","(Fach-)Abitur","Brandenburg","","","",""
"keinen Tag","1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1986","(Fach-)Abitur","Sachsen","","","",""
"keinen Tag","1986","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"keinen Tag","1986","(Fach-)Abitur","Thueringen","","","",""
"keinen Tag","1986","AkademikerIn","Schleswig-Holstein","8","","",""
"keinen Tag","1986","AkademikerIn","Hamburg","5","","",""
"keinen Tag","1986","AkademikerIn","Niedersachsen","39","0.431865380521373","0.323322105765103","0.540408655277642"
"keinen Tag","1986","AkademikerIn","Bremen","","","",""
"keinen Tag","1986","AkademikerIn","Nordrhein-Westfalen","103","0.456687887253877","0.390104896118655","0.523270878389098"
"keinen Tag","1986","AkademikerIn","Hessen","30","0.352398752205703","0.252015910890596","0.452781593520811"
"keinen Tag","1986","AkademikerIn","Rheinland-Pfalz,Saarland","19","","",""
"keinen Tag","1986","AkademikerIn","Baden-Wuerttemberg","57","0.488541469918441","0.395550124314497","0.581532815522385"
"keinen Tag","1986","AkademikerIn","Bayern","63","0.427017769922684","0.34537230142395","0.508663238421418"
"keinen Tag","1986","AkademikerIn","Saarland","","","",""
"keinen Tag","1986","AkademikerIn","Berlin","15","","",""
"keinen Tag","1986","AkademikerIn","Brandenburg","","","",""
"keinen Tag","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1986","AkademikerIn","Sachsen","","","",""
"keinen Tag","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"keinen Tag","1986","AkademikerIn","Thueringen","","","",""
"Ja","1986","(noch) kein Abschluss","Schleswig-Holstein","12","","",""
"Ja","1986","(noch) kein Abschluss","Hamburg","11","","",""
"Ja","1986","(noch) kein Abschluss","Niedersachsen","59","0.882268239336834","0.808837251049746","0.955699227623922"
"Ja","1986","(noch) kein Abschluss","Bremen","3","","",""
"Ja","1986","(noch) kein Abschluss","Nordrhein-Westfalen","254","0.790462397702227","0.747075226691844","0.83384956871261"
"Ja","1986","(noch) kein Abschluss","Hessen","82","0.887914296425518","0.828417052463926","0.94741154038711"
"Ja","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","43","0.801995297072975","0.697624802582478","0.906365791563472"
"Ja","1986","(noch) kein Abschluss","Baden-Wuerttemberg","205","0.862923947720465","0.820957202037754","0.904890693403177"
"Ja","1986","(noch) kein Abschluss","Bayern","72","0.766499109857549","0.682739402591494","0.850258817123604"
"Ja","1986","(noch) kein Abschluss","Saarland","","","",""
"Ja","1986","(noch) kein Abschluss","Berlin","28","","",""
"Ja","1986","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","1986","(noch) kein Abschluss","Sachsen","","","",""
"Ja","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","1986","(noch) kein Abschluss","Thueringen","","","",""
"Ja","1986","Hauptschule","Schleswig-Holstein","117","0.660146636551599","0.593322180830171","0.726971092273028"
"Ja","1986","Hauptschule","Hamburg","94","0.750856722975078","0.675336034317297","0.826377411632858"
"Ja","1986","Hauptschule","Niedersachsen","422","0.707337623694963","0.671752777260837","0.742922470129088"
"Ja","1986","Hauptschule","Bremen","48","0.7185059301457","0.614626000618548","0.822385859672853"
"Ja","1986","Hauptschule","Nordrhein-Westfalen","1050","0.725024807584061","0.702688206309564","0.747361408858558"
"Ja","1986","Hauptschule","Hessen","370","0.701788531981475","0.663932772446206","0.739644291516743"
"Ja","1986","Hauptschule","Rheinland-Pfalz,Saarland","361","0.730181796827905","0.691921005915428","0.768442587740381"
"Ja","1986","Hauptschule","Baden-Wuerttemberg","745","0.6528249561237","0.625534332553626","0.680115579693775"
"Ja","1986","Hauptschule","Bayern","655","0.656672099285477","0.627883616516603","0.685460582054352"
"Ja","1986","Hauptschule","Saarland","","","",""
"Ja","1986","Hauptschule","Berlin","113","0.721120791845024","0.654102100275216","0.788139483414833"
"Ja","1986","Hauptschule","Brandenburg","","","",""
"Ja","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","1986","Hauptschule","Sachsen","","","",""
"Ja","1986","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","1986","Hauptschule","Thueringen","","","",""
"Ja","1986","Realschule","Schleswig-Holstein","46","0.697592874025965","0.590757285974582","0.804428462077349"
"Ja","1986","Realschule","Hamburg","36","0.823191552489492","0.712943447543646","0.933439657435338"
"Ja","1986","Realschule","Niedersachsen","140","0.646239931065349","0.583903035369073","0.708576826761625"
"Ja","1986","Realschule","Bremen","15","","",""
"Ja","1986","Realschule","Nordrhein-Westfalen","291","0.668342681482732","0.624697257128221","0.711988105837242"
"Ja","1986","Realschule","Hessen","109","0.65708643097153","0.584876383302444","0.729296478640616"
"Ja","1986","Realschule","Rheinland-Pfalz,Saarland","66","0.613568198193654","0.522156307250697","0.704980089136611"
"Ja","1986","Realschule","Baden-Wuerttemberg","187","0.678728220187384","0.623934570055698","0.73352187031907"
"Ja","1986","Realschule","Bayern","203","0.672727491135314","0.620745815739552","0.724709166531075"
"Ja","1986","Realschule","Saarland","","","",""
"Ja","1986","Realschule","Berlin","37","0.620964226633827","0.503023227188103","0.738905226079551"
"Ja","1986","Realschule","Brandenburg","","","",""
"Ja","1986","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","1986","Realschule","Sachsen","","","",""
"Ja","1986","Realschule","Sachsen-Anhalt","","","",""
"Ja","1986","Realschule","Thueringen","","","",""
"Ja","1986","(Fach-)Abitur","Schleswig-Holstein","10","","",""
"Ja","1986","(Fach-)Abitur","Hamburg","25","","",""
"Ja","1986","(Fach-)Abitur","Niedersachsen","49","0.639568361813893","0.531624926927305","0.747511796700481"
"Ja","1986","(Fach-)Abitur","Bremen","3","","",""
"Ja","1986","(Fach-)Abitur","Nordrhein-Westfalen","168","0.661393187324303","0.602964581308193","0.719821793340413"
"Ja","1986","(Fach-)Abitur","Hessen","61","0.660187937202383","0.565440894663101","0.754934979741666"
"Ja","1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","24","","",""
"Ja","1986","(Fach-)Abitur","Baden-Wuerttemberg","81","0.667512307873048","0.583571560535658","0.751453055210438"
"Ja","1986","(Fach-)Abitur","Bayern","87","0.754535934595003","0.678169572749398","0.830902296440608"
"Ja","1986","(Fach-)Abitur","Saarland","","","",""
"Ja","1986","(Fach-)Abitur","Berlin","15","","",""
"Ja","1986","(Fach-)Abitur","Brandenburg","","","",""
"Ja","1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","1986","(Fach-)Abitur","Sachsen","","","",""
"Ja","1986","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","1986","(Fach-)Abitur","Thueringen","","","",""
"Ja","1986","AkademikerIn","Schleswig-Holstein","7","","",""
"Ja","1986","AkademikerIn","Hamburg","8","","",""
"Ja","1986","AkademikerIn","Niedersachsen","41","0.568134619478628","0.459591344722358","0.676677894234897"
"Ja","1986","AkademikerIn","Bremen","1","","",""
"Ja","1986","AkademikerIn","Nordrhein-Westfalen","112","0.543312112746123","0.476729121610902","0.609895103881345"
"Ja","1986","AkademikerIn","Hessen","57","0.647601247794297","0.547218406479189","0.747984089109404"
"Ja","1986","AkademikerIn","Rheinland-Pfalz,Saarland","17","","",""
"Ja","1986","AkademikerIn","Baden-Wuerttemberg","54","0.511458530081559","0.418467184477615","0.604449875685503"
"Ja","1986","AkademikerIn","Bayern","78","0.572982230077316","0.491336761578582","0.65462769857605"
"Ja","1986","AkademikerIn","Saarland","","","",""
"Ja","1986","AkademikerIn","Berlin","19","","",""
"Ja","1986","AkademikerIn","Brandenburg","","","",""
"Ja","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","1986","AkademikerIn","Sachsen","","","",""
"Ja","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","1986","AkademikerIn","Thueringen","","","",""
"keinen Tag","1987","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"keinen Tag","1987","(noch) kein Abschluss","Hamburg","3","","",""
"keinen Tag","1987","(noch) kein Abschluss","Niedersachsen","12","","",""
"keinen Tag","1987","(noch) kein Abschluss","Bremen","2","","",""
"keinen Tag","1987","(noch) kein Abschluss","Nordrhein-Westfalen","58","0.147831947892596","0.109479162002915","0.186184733782278"
"keinen Tag","1987","(noch) kein Abschluss","Hessen","35","0.188901301726998","0.1167302229739","0.261072380480097"
"keinen Tag","1987","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","15","","",""
"keinen Tag","1987","(noch) kein Abschluss","Baden-Wuerttemberg","59","0.239431780786189","0.186427810433226","0.292435751139152"
"keinen Tag","1987","(noch) kein Abschluss","Bayern","24","","",""
"keinen Tag","1987","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","1987","(noch) kein Abschluss","Berlin","4","","",""
"keinen Tag","1987","(noch) kein Abschluss","Brandenburg","","","",""
"keinen Tag","1987","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1987","(noch) kein Abschluss","Sachsen","","","",""
"keinen Tag","1987","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"keinen Tag","1987","(noch) kein Abschluss","Thueringen","","","",""
"keinen Tag","1987","Hauptschule","Schleswig-Holstein","55","0.28373573873993","0.219294656053289","0.348176821426572"
"keinen Tag","1987","Hauptschule","Hamburg","32","0.28579768672445","0.203224479808008","0.368370893640892"
"keinen Tag","1987","Hauptschule","Niedersachsen","180","0.264622835752014","0.229616076903295","0.299629594600732"
"keinen Tag","1987","Hauptschule","Bremen","18","","",""
