"ple0044_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"keinen Tag","2006","(noch) kein Abschluss","Thueringen","","","",""
"keinen Tag","2006","Hauptschule","Schleswig-Holstein","64","0.268851972606971","0.214856483568166","0.322847461645776"
"keinen Tag","2006","Hauptschule","Hamburg","10","","",""
"keinen Tag","2006","Hauptschule","Niedersachsen","190","0.214764839278192","0.185394458156842","0.244135220399542"
"keinen Tag","2006","Hauptschule","Bremen","11","","",""
"keinen Tag","2006","Hauptschule","Nordrhein-Westfalen","422","0.241102310770415","0.221308510975378","0.260896110565452"
"keinen Tag","2006","Hauptschule","Hessen","112","0.223946754596103","0.187658819373393","0.260234689818814"
"keinen Tag","2006","Hauptschule","Rheinland-Pfalz,Saarland","179","0.299641625941876","0.263898325896886","0.335384925986866"
"keinen Tag","2006","Hauptschule","Baden-Wuerttemberg","241","0.207380524710688","0.183031047503897","0.231730001917479"
"keinen Tag","2006","Hauptschule","Bayern","402","0.271833470406786","0.248118282707238","0.295548658106334"
"keinen Tag","2006","Hauptschule","Saarland","","","",""
"keinen Tag","2006","Hauptschule","Berlin","30","0.232944847802505","0.163173295563167","0.302716400041844"
"keinen Tag","2006","Hauptschule","Brandenburg","34","0.148348895092443","0.1031911105007","0.193506679684185"
"keinen Tag","2006","Hauptschule","Mecklenburg-Vorpommern","16","","",""
"keinen Tag","2006","Hauptschule","Sachsen","45","0.102141004200703","0.0717727000529831","0.132509308348423"
"keinen Tag","2006","Hauptschule","Sachsen-Anhalt","37","0.140676849210469","0.0988153549583617","0.182538343462577"
"keinen Tag","2006","Hauptschule","Thueringen","29","","",""
"keinen Tag","2006","Realschule","Schleswig-Holstein","63","0.32637174847629","0.256094222987496","0.396649273965085"
"keinen Tag","2006","Realschule","Hamburg","25","","",""
"keinen Tag","2006","Realschule","Niedersachsen","186","0.307442199006162","0.269292625694228","0.345591772318097"
"keinen Tag","2006","Realschule","Bremen","10","","",""
"keinen Tag","2006","Realschule","Nordrhein-Westfalen","313","0.328852821769933","0.29816002194597","0.359545621593895"
"keinen Tag","2006","Realschule","Hessen","95","0.267664475232574","0.22032440796892","0.315004542496228"
"keinen Tag","2006","Realschule","Rheinland-Pfalz,Saarland","78","0.264071552728052","0.209750717943934","0.318392387512171"
"keinen Tag","2006","Realschule","Baden-Wuerttemberg","184","0.289755319795231","0.252835990892414","0.326674648698048"
"keinen Tag","2006","Realschule","Bayern","256","0.338396626709707","0.303066080792786","0.373727172626628"
"keinen Tag","2006","Realschule","Saarland","","","",""
"keinen Tag","2006","Realschule","Berlin","68","0.328629006541167","0.265400285917203","0.391857727165131"
"keinen Tag","2006","Realschule","Brandenburg","126","0.444632081914755","0.389135846386414","0.500128317443096"
"keinen Tag","2006","Realschule","Mecklenburg-Vorpommern","79","0.356459340316229","0.291834444112379","0.421084236520078"
"keinen Tag","2006","Realschule","Sachsen","252","0.428486284181689","0.388419814833284","0.468552753530093"
"keinen Tag","2006","Realschule","Sachsen-Anhalt","124","0.403086035302314","0.348036593801816","0.458135476802813"
"keinen Tag","2006","Realschule","Thueringen","151","0.415983269731331","0.36492605093848","0.467040488524182"
"keinen Tag","2006","(Fach-)Abitur","Schleswig-Holstein","24","","",""
"keinen Tag","2006","(Fach-)Abitur","Hamburg","19","","",""
"keinen Tag","2006","(Fach-)Abitur","Niedersachsen","64","0.373702713240097","0.305973903100663","0.441431523379531"
"keinen Tag","2006","(Fach-)Abitur","Bremen","5","","",""
"keinen Tag","2006","(Fach-)Abitur","Nordrhein-Westfalen","228","0.341364579848917","0.305051823925529","0.377677335772305"
"keinen Tag","2006","(Fach-)Abitur","Hessen","67","0.352541112222252","0.283695984430169","0.421386240014334"
"keinen Tag","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","40","0.336721301955092","0.255483206046645","0.417959397863538"
"keinen Tag","2006","(Fach-)Abitur","Baden-Wuerttemberg","93","0.308643889315419","0.257387201550044","0.359900577080793"
"keinen Tag","2006","(Fach-)Abitur","Bayern","89","0.318660573534159","0.266281570704371","0.371039576363946"
"keinen Tag","2006","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","2006","(Fach-)Abitur","Berlin","41","0.368650369741295","0.279303080274684","0.457997659207905"
"keinen Tag","2006","(Fach-)Abitur","Brandenburg","25","","",""
"keinen Tag","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","5","","",""
"keinen Tag","2006","(Fach-)Abitur","Sachsen","43","0.326612157163732","0.243394212662344","0.409830101665119"
"keinen Tag","2006","(Fach-)Abitur","Sachsen-Anhalt","23","","",""
"keinen Tag","2006","(Fach-)Abitur","Thueringen","19","","",""
"keinen Tag","2006","AkademikerIn","Schleswig-Holstein","44","0.390306945320921","0.302290089393036","0.478323801248806"
"keinen Tag","2006","AkademikerIn","Hamburg","26","","",""
"keinen Tag","2006","AkademikerIn","Niedersachsen","132","0.398274159934394","0.344468876053301","0.452079443815486"
"keinen Tag","2006","AkademikerIn","Bremen","13","","",""
"keinen Tag","2006","AkademikerIn","Nordrhein-Westfalen","332","0.372901368843891","0.340277025211316","0.405525712476467"
"keinen Tag","2006","AkademikerIn","Hessen","126","0.355899653447776","0.30552362766199","0.406275679233561"
"keinen Tag","2006","AkademikerIn","Rheinland-Pfalz,Saarland","59","0.336771734419647","0.270095852821687","0.403447616017607"
"keinen Tag","2006","AkademikerIn","Baden-Wuerttemberg","212","0.39776521090695","0.355370719593633","0.440159702220268"
"keinen Tag","2006","AkademikerIn","Bayern","234","0.352331304216646","0.31414013767688","0.390522470756413"
"keinen Tag","2006","AkademikerIn","Saarland","","","",""
"keinen Tag","2006","AkademikerIn","Berlin","85","0.331949742653657","0.273807931446174","0.39009155386114"
"keinen Tag","2006","AkademikerIn","Brandenburg","92","0.315818329661576","0.259097493866185","0.372539165456967"
"keinen Tag","2006","AkademikerIn","Mecklenburg-Vorpommern","50","0.306725631421566","0.230611351822454","0.382839911020679"
"keinen Tag","2006","AkademikerIn","Sachsen","154","0.407569348425983","0.357296374540643","0.457842322311322"
"keinen Tag","2006","AkademikerIn","Sachsen-Anhalt","83","0.324483925256567","0.262618046214385","0.386349804298749"
"keinen Tag","2006","AkademikerIn","Thueringen","62","0.336849930221404","0.267804334797796","0.405895525645012"
"Ja","2006","(noch) kein Abschluss","Schleswig-Holstein","16","","",""
"Ja","2006","(noch) kein Abschluss","Hamburg","7","","",""
"Ja","2006","(noch) kein Abschluss","Niedersachsen","57","0.944663992563668","0.887288587458366","1.00203939766897"
"Ja","2006","(noch) kein Abschluss","Bremen","4","","",""
"Ja","2006","(noch) kein Abschluss","Nordrhein-Westfalen","145","0.859239702728248","0.80680703020926","0.911672375247237"
"Ja","2006","(noch) kein Abschluss","Hessen","38","0.781714700649355","0.659658980708053","0.903770420590657"
"Ja","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","28","","",""
"Ja","2006","(noch) kein Abschluss","Baden-Wuerttemberg","110","0.954662841135191","0.917125868213579","0.992199814056802"
"Ja","2006","(noch) kein Abschluss","Bayern","70","0.828405420260662","0.745787102817642","0.911023737703682"
"Ja","2006","(noch) kein Abschluss","Saarland","","","",""
"Ja","2006","(noch) kein Abschluss","Berlin","17","","",""
"Ja","2006","(noch) kein Abschluss","Brandenburg","13","","",""
"Ja","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","15","","",""
"Ja","2006","(noch) kein Abschluss","Sachsen","23","","",""
"Ja","2006","(noch) kein Abschluss","Sachsen-Anhalt","22","","",""
"Ja","2006","(noch) kein Abschluss","Thueringen","11","","",""
"Ja","2006","Hauptschule","Schleswig-Holstein","195","0.731148027393029","0.677152538354224","0.785143516431834"
"Ja","2006","Hauptschule","Hamburg","74","0.924836823057561","0.868454421708406","0.981219224406716"
"Ja","2006","Hauptschule","Niedersachsen","561","0.785235160721808","0.755864779600458","0.814605541843158"
"Ja","2006","Hauptschule","Bremen","30","0.737816393263465","0.603189110714558","0.872443675812371"
"Ja","2006","Hauptschule","Nordrhein-Westfalen","1372","0.758897689229585","0.739103889434548","0.778691489024622"
"Ja","2006","Hauptschule","Hessen","395","0.776053245403897","0.739765310181186","0.812341180626607"
"Ja","2006","Hauptschule","Rheinland-Pfalz,Saarland","452","0.700358374058124","0.664615074013134","0.736101674103114"
"Ja","2006","Hauptschule","Baden-Wuerttemberg","824","0.792619475289312","0.768269998082521","0.816968952496103"
"Ja","2006","Hauptschule","Bayern","950","0.728166529593214","0.704451341893666","0.751881717292762"
"Ja","2006","Hauptschule","Saarland","","","",""
"Ja","2006","Hauptschule","Berlin","111","0.767055152197495","0.697283599958156","0.836826704436833"
"Ja","2006","Hauptschule","Brandenburg","204","0.851651104907557","0.806493320315815","0.8968088894993"
"Ja","2006","Hauptschule","Mecklenburg-Vorpommern","113","0.869136436394032","0.81093863398566","0.927334238802404"
"Ja","2006","Hauptschule","Sachsen","337","0.897858995799297","0.867490691651577","0.928227299947017"
"Ja","2006","Hauptschule","Sachsen-Anhalt","228","0.859323150789531","0.817461656537424","0.901184645041638"
"Ja","2006","Hauptschule","Thueringen","263","0.914985928167648","0.8829962934058","0.946975562929496"
"Ja","2006","Realschule","Schleswig-Holstein","108","0.67362825152371","0.603350726034915","0.743905777012504"
"Ja","2006","Realschule","Hamburg","51","0.625997651583779","0.517213704777219","0.734781598390339"
"Ja","2006","Realschule","Niedersachsen","376","0.692557800993838","0.654408227681903","0.730707374305772"
"Ja","2006","Realschule","Bremen","28","","",""
"Ja","2006","Realschule","Nordrhein-Westfalen","587","0.671147178230067","0.640454378406105","0.70183997805403"
"Ja","2006","Realschule","Hessen","241","0.732335524767426","0.684995457503772","0.77967559203108"
"Ja","2006","Realschule","Rheinland-Pfalz,Saarland","175","0.735928447271948","0.681607612487829","0.790249282056066"
"Ja","2006","Realschule","Baden-Wuerttemberg","396","0.710244680204769","0.673325351301952","0.747164009107586"
"Ja","2006","Realschule","Bayern","433","0.661603373290293","0.626272827373372","0.696933919207214"
"Ja","2006","Realschule","Saarland","","","",""
"Ja","2006","Realschule","Berlin","144","0.671370993458833","0.608142272834868","0.734599714082797"
"Ja","2006","Realschule","Brandenburg","182","0.555367918085245","0.499871682556904","0.610864153613586"
"Ja","2006","Realschule","Mecklenburg-Vorpommern","132","0.643540659683771","0.578915763479922","0.708165555887621"
"Ja","2006","Realschule","Sachsen","334","0.571513715818311","0.531447246469906","0.611580185166716"
"Ja","2006","Realschule","Sachsen-Anhalt","181","0.596913964697686","0.541864523197187","0.651963406198184"
"Ja","2006","Realschule","Thueringen","207","0.584016730268669","0.532959511475818","0.63507394906152"
"Ja","2006","(Fach-)Abitur","Schleswig-Holstein","53","0.761142988212366","0.665906175755827","0.856379800668904"
"Ja","2006","(Fach-)Abitur","Hamburg","29","","",""
"Ja","2006","(Fach-)Abitur","Niedersachsen","132","0.626297286759903","0.558568476620469","0.694026096899337"
"Ja","2006","(Fach-)Abitur","Bremen","15","","",""
"Ja","2006","(Fach-)Abitur","Nordrhein-Westfalen","427","0.658635420151083","0.622322664227695","0.694948176074471"
"Ja","2006","(Fach-)Abitur","Hessen","118","0.647458887777748","0.578613759985666","0.716304015569831"
"Ja","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","90","0.663278698044908","0.582040602136462","0.744516793953355"
"Ja","2006","(Fach-)Abitur","Baden-Wuerttemberg","219","0.691356110684581","0.640099422919207","0.742612798449956"
"Ja","2006","(Fach-)Abitur","Bayern","215","0.681339426465841","0.628960423636054","0.733718429295629"
"Ja","2006","(Fach-)Abitur","Saarland","","","",""
"Ja","2006","(Fach-)Abitur","Berlin","71","0.631349630258705","0.542002340792095","0.720696919725316"
"Ja","2006","(Fach-)Abitur","Brandenburg","55","0.634316551900422","0.528778573428024","0.739854530372819"
"Ja","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","16","","",""
"Ja","2006","(Fach-)Abitur","Sachsen","79","0.673387842836268","0.590169898334881","0.756605787337656"
"Ja","2006","(Fach-)Abitur","Sachsen-Anhalt","50","0.680803627956155","0.573866980396295","0.787740275516015"
"Ja","2006","(Fach-)Abitur","Thueringen","44","0.781616231377","0.679596358224208","0.883636104529792"
"Ja","2006","AkademikerIn","Schleswig-Holstein","74","0.609693054679079","0.521676198751194","0.697709910606964"
"Ja","2006","AkademikerIn","Hamburg","49","0.63516041985472","0.526214706595535","0.744106133113905"
"Ja","2006","AkademikerIn","Niedersachsen","186","0.601725840065606","0.547920556184514","0.655531123946699"
"Ja","2006","AkademikerIn","Bremen","18","","",""
"Ja","2006","AkademikerIn","Nordrhein-Westfalen","512","0.627098631156109","0.594474287523533","0.659722974788684"
"Ja","2006","AkademikerIn","Hessen","221","0.644100346552224","0.593724320766439","0.69447637233801"
"Ja","2006","AkademikerIn","Rheinland-Pfalz,Saarland","134","0.663228265580353","0.596552383982393","0.729904147178313"
"Ja","2006","AkademikerIn","Baden-Wuerttemberg","300","0.60223478909305","0.559840297779732","0.644629280406367"
"Ja","2006","AkademikerIn","Bayern","367","0.647668695783354","0.609477529243587","0.68585986232312"
"Ja","2006","AkademikerIn","Saarland","","","",""
"Ja","2006","AkademikerIn","Berlin","167","0.668050257346343","0.60990844613886","0.726192068553826"
"Ja","2006","AkademikerIn","Brandenburg","166","0.684181670338424","0.627460834543033","0.740902506133815"
"Ja","2006","AkademikerIn","Mecklenburg-Vorpommern","91","0.693274368578434","0.617160088979321","0.769388648177546"
"Ja","2006","AkademikerIn","Sachsen","213","0.592430651574017","0.542157677688678","0.642703625459357"
"Ja","2006","AkademikerIn","Sachsen-Anhalt","137","0.675516074743433","0.613650195701251","0.737381953785615"
"Ja","2006","AkademikerIn","Thueringen","118","0.663150069778596","0.594104474354988","0.732195665202204"
"keinen Tag","2007","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"keinen Tag","2007","(noch) kein Abschluss","Hamburg","","","",""
"keinen Tag","2007","(noch) kein Abschluss","Niedersachsen","6","","",""
"keinen Tag","2007","(noch) kein Abschluss","Bremen","","","",""
"keinen Tag","2007","(noch) kein Abschluss","Nordrhein-Westfalen","19","","",""
"keinen Tag","2007","(noch) kein Abschluss","Hessen","5","","",""
"keinen Tag","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","6","","",""
"keinen Tag","2007","(noch) kein Abschluss","Baden-Wuerttemberg","8","","",""
"keinen Tag","2007","(noch) kein Abschluss","Bayern","5","","",""
"keinen Tag","2007","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","2007","(noch) kein Abschluss","Berlin","4","","",""
"keinen Tag","2007","(noch) kein Abschluss","Brandenburg","1","","",""
"keinen Tag","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"keinen Tag","2007","(noch) kein Abschluss","Sachsen","1","","",""
"keinen Tag","2007","(noch) kein Abschluss","Sachsen-Anhalt","3","","",""
"keinen Tag","2007","(noch) kein Abschluss","Thueringen","","","",""
"keinen Tag","2007","Hauptschule","Schleswig-Holstein","54","0.238226026309431","0.183527226253859","0.292924826365004"
"keinen Tag","2007","Hauptschule","Hamburg","12","","",""
"keinen Tag","2007","Hauptschule","Niedersachsen","160","0.207251245307441","0.177029090491942","0.23747340012294"
"keinen Tag","2007","Hauptschule","Bremen","8","","",""
"keinen Tag","2007","Hauptschule","Nordrhein-Westfalen","371","0.219299198579011","0.198999364772334","0.239599032385688"
"keinen Tag","2007","Hauptschule","Hessen","103","0.248630735750659","0.208916472238459","0.288344999262858"
"keinen Tag","2007","Hauptschule","Rheinland-Pfalz,Saarland","136","0.251545613978518","0.215640384736627","0.287450843220409"
"keinen Tag","2007","Hauptschule","Baden-Wuerttemberg","217","0.226066614866315","0.199327060175603","0.252806169557027"
"keinen Tag","2007","Hauptschule","Bayern","380","0.290291449841137","0.265239144941765","0.315343754740508"
"keinen Tag","2007","Hauptschule","Saarland","","","",""
"keinen Tag","2007","Hauptschule","Berlin","29","","",""
"keinen Tag","2007","Hauptschule","Brandenburg","20","","",""
"keinen Tag","2007","Hauptschule","Mecklenburg-Vorpommern","21","","",""
"keinen Tag","2007","Hauptschule","Sachsen","36","0.0779657422877637","0.0500750462780833","0.105856438297444"
"keinen Tag","2007","Hauptschule","Sachsen-Anhalt","28","","",""
"keinen Tag","2007","Hauptschule","Thueringen","25","","",""
"keinen Tag","2007","Realschule","Schleswig-Holstein","45","0.246774627838732","0.180790589722873","0.312758665954591"
"keinen Tag","2007","Realschule","Hamburg","18","","",""
"keinen Tag","2007","Realschule","Niedersachsen","167","0.30532470960051","0.265778839872753","0.344870579328266"
"keinen Tag","2007","Realschule","Bremen","10","","",""
"keinen Tag","2007","Realschule","Nordrhein-Westfalen","284","0.311776598977893","0.280562601939065","0.342990596016721"
"keinen Tag","2007","Realschule","Hessen","110","0.324235051761586","0.273266370383783","0.375203733139389"
"keinen Tag","2007","Realschule","Rheinland-Pfalz,Saarland","86","0.351968062274225","0.290645546411327","0.413290578137123"
"keinen Tag","2007","Realschule","Baden-Wuerttemberg","167","0.309281473219515","0.269932114281519","0.348630832157511"
"keinen Tag","2007","Realschule","Bayern","224","0.317975543664357","0.281952748358345","0.353998338970368"
"keinen Tag","2007","Realschule","Saarland","","","",""
"keinen Tag","2007","Realschule","Berlin","71","0.334148327644138","0.269100799202706","0.39919585608557"
"keinen Tag","2007","Realschule","Brandenburg","104","0.418657305285891","0.360455159482936","0.476859451088846"
"keinen Tag","2007","Realschule","Mecklenburg-Vorpommern","72","0.351818677041722","0.28263076124693","0.421006592836514"
"keinen Tag","2007","Realschule","Sachsen","249","0.423011908302721","0.382701248552292","0.46332256805315"
"keinen Tag","2007","Realschule","Sachsen-Anhalt","122","0.412245149802677","0.354895501167862","0.469594798437492"
"keinen Tag","2007","Realschule","Thueringen","148","0.443944387683827","0.391209952262761","0.496678823104894"
"keinen Tag","2007","(Fach-)Abitur","Schleswig-Holstein","17","","",""
"keinen Tag","2007","(Fach-)Abitur","Hamburg","14","","",""
"keinen Tag","2007","(Fach-)Abitur","Niedersachsen","72","0.415892814313563","0.345438734138549","0.486346894488577"
"keinen Tag","2007","(Fach-)Abitur","Bremen","5","","",""
"keinen Tag","2007","(Fach-)Abitur","Nordrhein-Westfalen","218","0.352083365756929","0.314668581700277","0.389498149813581"
"keinen Tag","2007","(Fach-)Abitur","Hessen","58","0.330903901148222","0.262730064030986","0.399077738265458"
"keinen Tag","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","36","0.320095148758531","0.237984238899405","0.402206058617658"
"keinen Tag","2007","(Fach-)Abitur","Baden-Wuerttemberg","84","0.292487879501688","0.240839007859268","0.344136751144109"
"keinen Tag","2007","(Fach-)Abitur","Bayern","91","0.329788028569818","0.275206060028222","0.384369997111415"
"keinen Tag","2007","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","2007","(Fach-)Abitur","Berlin","28","","",""
"keinen Tag","2007","(Fach-)Abitur","Brandenburg","18","","",""
"keinen Tag","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","11","","",""
"keinen Tag","2007","(Fach-)Abitur","Sachsen","45","0.407362907653345","0.319083427679988","0.495642387626702"
"keinen Tag","2007","(Fach-)Abitur","Sachsen-Anhalt","25","","",""
"keinen Tag","2007","(Fach-)Abitur","Thueringen","19","","",""
"keinen Tag","2007","AkademikerIn","Schleswig-Holstein","37","0.344866694522538","0.25216709229238","0.437566296752697"
"keinen Tag","2007","AkademikerIn","Hamburg","27","","",""
"keinen Tag","2007","AkademikerIn","Niedersachsen","126","0.411191096691594","0.355969722901219","0.466412470481968"
"keinen Tag","2007","AkademikerIn","Bremen","12","","",""
"keinen Tag","2007","AkademikerIn","Nordrhein-Westfalen","326","0.384503165588835","0.351145170960902","0.417861160216769"
"keinen Tag","2007","AkademikerIn","Hessen","129","0.392095626532575","0.339340608592804","0.444850644472345"
"keinen Tag","2007","AkademikerIn","Rheinland-Pfalz,Saarland","63","0.30812854339806","0.24104884990932","0.375208236886801"
"keinen Tag","2007","AkademikerIn","Baden-Wuerttemberg","178","0.348930308154346","0.306021939172341","0.39183867713635"
"keinen Tag","2007","AkademikerIn","Bayern","189","0.32027460471837","0.281835976945019","0.358713232491721"
"keinen Tag","2007","AkademikerIn","Saarland","","","",""
"keinen Tag","2007","AkademikerIn","Berlin","88","0.351801321746126","0.29353185522182","0.410070788270433"
"keinen Tag","2007","AkademikerIn","Brandenburg","71","0.228743263635179","0.175492874929316","0.281993652341043"
"keinen Tag","2007","AkademikerIn","Mecklenburg-Vorpommern","45","0.297327932743592","0.219352943065739","0.375302922421444"
"keinen Tag","2007","AkademikerIn","Sachsen","147","0.327509949591972","0.279165236580029","0.375854662603915"
"keinen Tag","2007","AkademikerIn","Sachsen-Anhalt","85","0.375011428299539","0.311038675366108","0.438984181232969"
"keinen Tag","2007","AkademikerIn","Thueringen","53","0.282311105287344","0.215621037182457","0.34900117339223"
"Ja","2007","(noch) kein Abschluss","Schleswig-Holstein","15","","",""
"Ja","2007","(noch) kein Abschluss","Hamburg","8","","",""
"Ja","2007","(noch) kein Abschluss","Niedersachsen","42","0.928921494007855","0.856229576729578","1.00161341128613"
"Ja","2007","(noch) kein Abschluss","Bremen","3","","",""
"Ja","2007","(noch) kein Abschluss","Nordrhein-Westfalen","110","0.770656927101283","0.698108735269451","0.843205118933116"
"Ja","2007","(noch) kein Abschluss","Hessen","37","0.886873980351859","0.791080565365357","0.982667395338362"
"Ja","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","23","","",""
"Ja","2007","(noch) kein Abschluss","Baden-Wuerttemberg","95","0.911691885645915","0.856895258303387","0.966488512988442"
"Ja","2007","(noch) kein Abschluss","Bayern","54","0.876043823686558","0.791958715601159","0.960128931771957"
"Ja","2007","(noch) kein Abschluss","Saarland","","","",""
"Ja","2007","(noch) kein Abschluss","Berlin","15","","",""
"Ja","2007","(noch) kein Abschluss","Brandenburg","17","","",""
"Ja","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","12","","",""
"Ja","2007","(noch) kein Abschluss","Sachsen","22","","",""
"Ja","2007","(noch) kein Abschluss","Sachsen-Anhalt","23","","",""
"Ja","2007","(noch) kein Abschluss","Thueringen","11","","",""
"Ja","2007","Hauptschule","Schleswig-Holstein","179","0.761773973690569","0.707075173634996","0.816472773746141"
"Ja","2007","Hauptschule","Hamburg","71","0.885825887657976","0.817408411299586","0.954243364016366"
"Ja","2007","Hauptschule","Niedersachsen","531","0.792748754692559","0.76252659987706","0.822970909508058"
"Ja","2007","Hauptschule","Bremen","33","0.825052150552529","0.708759795083686","0.941344506021372"
"Ja","2007","Hauptschule","Nordrhein-Westfalen","1225","0.780700801420989","0.760400967614312","0.801000635227666"
"Ja","2007","Hauptschule","Hessen","352","0.751369264249341","0.711655000737142","0.791083527761541"
"Ja","2007","Hauptschule","Rheinland-Pfalz,Saarland","425","0.748454386021482","0.712549156779591","0.784359615263373"
"Ja","2007","Hauptschule","Baden-Wuerttemberg","723","0.773933385133685","0.747193830442973","0.800672939824397"
"Ja","2007","Hauptschule","Bayern","881","0.709708550158864","0.684656245259492","0.734760855058235"
"Ja","2007","Hauptschule","Saarland","","","",""
"Ja","2007","Hauptschule","Berlin","92","0.751806239312046","0.674839374103148","0.828773104520943"
"Ja","2007","Hauptschule","Brandenburg","187","0.89710712630643","0.855718813765038","0.938495438847822"
"Ja","2007","Hauptschule","Mecklenburg-Vorpommern","98","0.815531882966225","0.745844245754347","0.885219520178103"
"Ja","2007","Hauptschule","Sachsen","319","0.922034257712236","0.894143561702556","0.949924953721917"
"Ja","2007","Hauptschule","Sachsen-Anhalt","214","0.846399087647291","0.800970953563248","0.891827221731333"
"Ja","2007","Hauptschule","Thueringen","256","0.926191015532576","0.895620706573287","0.956761324491865"
"Ja","2007","Realschule","Schleswig-Holstein","119","0.753225372161268","0.687241334045409","0.819209410277127"
"Ja","2007","Realschule","Hamburg","48","0.673472610467111","0.560337892007875","0.786607328926347"
"Ja","2007","Realschule","Niedersachsen","354","0.69467529039949","0.655129420671734","0.734221160127247"
"Ja","2007","Realschule","Bremen","32","0.800273993681717","0.679364582328804","0.92118340503463"
"Ja","2007","Realschule","Nordrhein-Westfalen","562","0.688223401022107","0.657009403983279","0.719437398060935"
"Ja","2007","Realschule","Hessen","214","0.675764948238414","0.624796266860611","0.726733629616217"
"Ja","2007","Realschule","Rheinland-Pfalz,Saarland","147","0.648031937725775","0.586709421862877","0.709354453588673"
"Ja","2007","Realschule","Baden-Wuerttemberg","363","0.690718526780485","0.651369167842489","0.730067885718481"
"Ja","2007","Realschule","Bayern","418","0.682024456335643","0.646001661029632","0.718047251641655"
"Ja","2007","Realschule","Saarland","","","",""
"Ja","2007","Realschule","Berlin","131","0.665851672355862","0.60080414391443","0.730899200797294"
"Ja","2007","Realschule","Brandenburg","172","0.581342694714109","0.523140548911154","0.639544840517064"
"Ja","2007","Realschule","Mecklenburg-Vorpommern","111","0.648181322958278","0.578993407163486","0.71736923875307"
"Ja","2007","Realschule","Sachsen","328","0.576988091697279","0.53667743194685","0.617298751447708"
"Ja","2007","Realschule","Sachsen-Anhalt","161","0.587754850197323","0.530405201562508","0.645104498832138"
"Ja","2007","Realschule","Thueringen","193","0.556055612316173","0.503321176895106","0.60879004773724"
"Ja","2007","(Fach-)Abitur","Schleswig-Holstein","47","0.800112621325392","0.702135121957124","0.898090120693661"
"Ja","2007","(Fach-)Abitur","Hamburg","31","0.721982370301796","0.591081872313626","0.852882868289965"
"Ja","2007","(Fach-)Abitur","Niedersachsen","116","0.584107185686437","0.513653105511423","0.654561265861451"
"Ja","2007","(Fach-)Abitur","Bremen","16","","",""
"Ja","2007","(Fach-)Abitur","Nordrhein-Westfalen","408","0.647916634243071","0.610501850186419","0.685331418299723"
"Ja","2007","(Fach-)Abitur","Hessen","125","0.669096098851778","0.600922261734542","0.737269935969014"
"Ja","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","88","0.679904851241469","0.597793941382342","0.762015761100595"
"Ja","2007","(Fach-)Abitur","Baden-Wuerttemberg","214","0.707512120498312","0.655863248855891","0.759160992140732"
"Ja","2007","(Fach-)Abitur","Bayern","194","0.670211971430182","0.615630002888585","0.724793939971778"
"Ja","2007","(Fach-)Abitur","Saarland","","","",""
"Ja","2007","(Fach-)Abitur","Berlin","77","0.743519584841012","0.659992610138777","0.827046559543248"
"Ja","2007","(Fach-)Abitur","Brandenburg","51","0.693834992628941","0.585084953642776","0.802585031615107"
"Ja","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","16","","",""
"Ja","2007","(Fach-)Abitur","Sachsen","74","0.592637092346655","0.504357612373298","0.680916572320012"
"Ja","2007","(Fach-)Abitur","Sachsen-Anhalt","42","0.655517085308605","0.541731685195081","0.76930248542213"
"Ja","2007","(Fach-)Abitur","Thueringen","38","0.579204667890799","0.451041820790442","0.707367514991156"
"Ja","2007","AkademikerIn","Schleswig-Holstein","64","0.655133305477462","0.562433703247303","0.74783290770762"
"Ja","2007","AkademikerIn","Hamburg","50","0.668640154696037","0.563504773189999","0.773775536202074"
"Ja","2007","AkademikerIn","Niedersachsen","179","0.588808903308406","0.533587529518032","0.644030277098781"
"Ja","2007","AkademikerIn","Bremen","21","","",""
"Ja","2007","AkademikerIn","Nordrhein-Westfalen","491","0.615496834411165","0.582138839783231","0.648854829039098"
"Ja","2007","AkademikerIn","Hessen","200","0.607904373467425","0.555149355527655","0.660659391407196"
"Ja","2007","AkademikerIn","Rheinland-Pfalz,Saarland","119","0.691871456601939","0.624791763113199","0.75895115009068"
"Ja","2007","AkademikerIn","Baden-Wuerttemberg","296","0.651069691845654","0.60816132286365","0.693978060827659"
"Ja","2007","AkademikerIn","Bayern","377","0.67972539528163","0.641286767508279","0.718164023054981"
