year,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,4th Quintile,Slightly Expensive,0.07982,91,569,0.05753,0.10211
1987,5th Quintile,Very Inexpensive,0.06178,60,429,0.03897,0.08459
1987,5th Quintile,Inexpensive,0.09922,102,429,0.07089,0.12754
1987,5th Quintile,Reasonable,0.23063,209,429,0.19072,0.27054
1987,5th Quintile,Slightly Expensive,0.05614,58,429,0.03433,0.07795
1988,1st Quintile,Very Inexpensive,0.07698,58,724,0.05755,0.09641
1988,1st Quintile,Inexpensive,0.18186,172,724,0.15374,0.20998
1988,1st Quintile,Reasonable,0.30889,309,724,0.27521,0.34257
1988,1st Quintile,Slightly Expensive,0.12598,142,724,0.10179,0.15017
1988,1st Quintile,Too Expensive,0.02648,43,724,0.01478,0.03818
1988,2nd Quintile,Very Inexpensive,0.06157,61,661,0.04323,0.07991
1988,2nd Quintile,Inexpensive,0.22691,201,661,0.19496,0.25887
1988,2nd Quintile,Reasonable,0.25334,270,661,0.22016,0.28652
1988,2nd Quintile,Slightly Expensive,0.07904,96,661,0.05846,0.09963
1988,2nd Quintile,Too Expensive,0.02676,33,661,0.01445,0.03907
1988,3rd Quintile,Very Inexpensive,0.09409,78,603,0.07077,0.11741
1988,3rd Quintile,Inexpensive,0.16378,166,603,0.13422,0.19335
1988,3rd Quintile,Reasonable,0.24005,252,603,0.20593,0.27417
1988,3rd Quintile,Slightly Expensive,0.09298,107,603,0.06978,0.11617
1988,4th Quintile,Very Inexpensive,0.06227,56,542,0.04190,0.08263
1988,4th Quintile,Inexpensive,0.14407,155,542,0.11448,0.17366
1988,4th Quintile,Reasonable,0.24199,256,542,0.20590,0.27808
1988,4th Quintile,Slightly Expensive,0.07639,75,542,0.05401,0.09877
1988,5th Quintile,Very Inexpensive,0.06222,58,396,0.03839,0.08604
1988,5th Quintile,Inexpensive,0.10922,100,396,0.07846,0.13998
1988,5th Quintile,Reasonable,0.20328,182,396,0.16359,0.24297
1988,5th Quintile,Slightly Expensive,0.05886,56,396,0.03565,0.08207
1989,1st Quintile,Very Inexpensive,0.05732,46,697,0.04005,0.07459
1989,1st Quintile,Inexpensive,0.18787,176,697,0.15885,0.21689
1989,1st Quintile,Reasonable,0.30375,291,697,0.26959,0.33792
1989,1st Quintile,Slightly Expensive,0.11735,140,697,0.09344,0.14126
1989,1st Quintile,Too Expensive,0.04205,44,697,0.02714,0.05697
1989,2nd Quintile,Very Inexpensive,0.09157,76,648,0.06935,0.11380
1989,2nd Quintile,Inexpensive,0.21474,204,648,0.18310,0.24639
1989,2nd Quintile,Reasonable,0.24339,256,648,0.21032,0.27645
1989,2nd Quintile,Slightly Expensive,0.08522,112,648,0.06370,0.10673
1989,3rd Quintile,Very Inexpensive,0.07935,71,572,0.05718,0.10152
1989,3rd Quintile,Inexpensive,0.16963,178,572,0.13884,0.20041
1989,3rd Quintile,Reasonable,0.25450,236,572,0.21877,0.29023
1989,3rd Quintile,Slightly Expensive,0.07379,87,572,0.05235,0.09524
1989,4th Quintile,Very Inexpensive,0.08063,69,529,0.05740,0.10385
1989,4th Quintile,Inexpensive,0.15550,164,529,0.12459,0.18642
1989,4th Quintile,Reasonable,0.22578,223,529,0.19012,0.26144
1989,4th Quintile,Slightly Expensive,0.06633,73,529,0.04510,0.08756
1989,5th Quintile,Very Inexpensive,0.07103,61,381,0.04521,0.09686
1989,5th Quintile,Inexpensive,0.13018,116,381,0.09635,0.16402
1989,5th Quintile,Reasonable,0.18931,159,381,0.14992,0.22870
1989,5th Quintile,Slightly Expensive,0.04774,45,381,0.02630,0.06918
1990,1st Quintile,Very Inexpensive,0.16148,353,1515,0.14295,0.18002
1990,1st Quintile,Inexpensive,0.24069,502,1515,0.21916,0.26222
1990,1st Quintile,Reasonable,0.27429,581,1515,0.25181,0.29676
1990,1st Quintile,Slightly Expensive,0.04487,79,1515,0.03444,0.05530
1990,2nd Quintile,Very Inexpensive,0.07176,73,851,0.05441,0.08911
1990,2nd Quintile,Inexpensive,0.20366,240,851,0.17658,0.23073
1990,2nd Quintile,Reasonable,0.28067,348,851,0.25046,0.31087
1990,2nd Quintile,Slightly Expensive,0.08966,134,851,0.07045,0.10887
1990,2nd Quintile,Too Expensive,0.03209,56,851,0.02024,0.04394
1990,3rd Quintile,Very Inexpensive,0.07881,81,756,0.05959,0.09803
1990,3rd Quintile,Inexpensive,0.21318,255,756,0.18396,0.24239
1990,3rd Quintile,Reasonable,0.26183,311,756,0.23047,0.29319
1990,3rd Quintile,Slightly Expensive,0.07941,109,756,0.06012,0.09870
1990,4th Quintile,Very Inexpensive,0.09189,99,646,0.06960,0.11419
1990,4th Quintile,Inexpensive,0.15948,211,646,0.13123,0.18774
1990,4th Quintile,Reasonable,0.22738,256,646,0.19503,0.25973
1990,4th Quintile,Slightly Expensive,0.06290,80,646,0.04416,0.08163
1990,5th Quintile,Very Inexpensive,0.07061,80,477,0.04760,0.09363
1990,5th Quintile,Inexpensive,0.15097,158,477,0.11880,0.18313
1990,5th Quintile,Reasonable,0.17310,186,477,0.13911,0.20709
1990,5th Quintile,Slightly Expensive,0.05255,53,477,0.03250,0.07259
1991,1st Quintile,Very Inexpensive,0.16196,355,1400,0.14266,0.18127
1991,1st Quintile,Inexpensive,0.30177,559,1400,0.27771,0.32582
1991,1st Quintile,Reasonable,0.21692,427,1400,0.19533,0.23852
1991,1st Quintile,Slightly Expensive,0.03215,59,1400,0.02290,0.04139
1991,2nd Quintile,Very Inexpensive,0.10559,92,854,0.08497,0.12621
1991,2nd Quintile,Inexpensive,0.20163,234,854,0.17471,0.22856
1991,2nd Quintile,Reasonable,0.28473,351,854,0.25445,0.31502
1991,2nd Quintile,Slightly Expensive,0.08656,131,854,0.06769,0.10543
1991,2nd Quintile,Too Expensive,0.02779,46,854,0.01676,0.03882
1991,3rd Quintile,Very Inexpensive,0.08563,94,749,0.06558,0.10568
1991,3rd Quintile,Inexpensive,0.21578,250,749,0.18630,0.24526
1991,3rd Quintile,Reasonable,0.25332,318,749,0.22215,0.28449
1991,3rd Quintile,Slightly Expensive,0.05881,87,749,0.04195,0.07567
1991,4th Quintile,Very Inexpensive,0.08239,90,648,0.06120,0.10357
1991,4th Quintile,Inexpensive,0.18005,228,648,0.15045,0.20966
1991,4th Quintile,Reasonable,0.19394,239,648,0.16347,0.22441
1991,4th Quintile,Slightly Expensive,0.06814,91,648,0.04873,0.08756
1991,5th Quintile,Very Inexpensive,0.09330,109,496,0.06768,0.11893
1991,5th Quintile,Inexpensive,0.14143,166,496,0.11073,0.17213
1991,5th Quintile,Reasonable,0.17068,164,496,0.13754,0.20383
1991,5th Quintile,Slightly Expensive,0.05454,57,496,0.03453,0.07454
1992,1st Quintile,Very Inexpensive,0.06109,55,1012,0.04632,0.07585
1992,1st Quintile,Inexpensive,0.15733,204,1012,0.13489,0.17978
1992,1st Quintile,Reasonable,0.30327,436,1012,0.27494,0.33161
1992,1st Quintile,Slightly Expensive,0.16633,272,1012,0.14337,0.18928
1992,1st Quintile,Too Expensive,0.02070,45,1012,0.01192,0.02948
1992,2nd Quintile,Very Inexpensive,0.06232,63,986,0.04722,0.07741
1992,2nd Quintile,Inexpensive,0.19718,261,986,0.17233,0.22203
1992,2nd Quintile,Reasonable,0.25903,445,986,0.23167,0.28639
1992,2nd Quintile,Slightly Expensive,0.10367,184,986,0.08463,0.12271
1992,2nd Quintile,Too Expensive,0.01459,33,986,0.00710,0.02208
1992,3rd Quintile,Very Inexpensive,0.06760,75,861,0.05082,0.08438
1992,3rd Quintile,Inexpensive,0.18622,256,861,0.16020,0.21224
1992,3rd Quintile,Reasonable,0.26430,364,861,0.23482,0.29377
1992,3rd Quintile,Slightly Expensive,0.07428,129,861,0.05675,0.09181
1992,3rd Quintile,Too Expensive,0.01652,37,861,0.00800,0.02504
1992,4th Quintile,Very Inexpensive,0.06806,86,707,0.04949,0.08664
1992,4th Quintile,Inexpensive,0.17209,223,707,0.14424,0.19993
1992,4th Quintile,Reasonable,0.23571,310,707,0.20440,0.26702
1992,4th Quintile,Slightly Expensive,0.05702,88,707,0.03991,0.07412
1992,5th Quintile,Very Inexpensive,0.07407,85,458,0.05006,0.09808
1992,5th Quintile,Inexpensive,0.12417,151,458,0.09394,0.15441
1992,5th Quintile,Reasonable,0.15366,167,458,0.12059,0.18672
1992,5th Quintile,Slightly Expensive,0.03976,55,458,0.02185,0.05768
1993,1st Quintile,Very Inexpensive,0.04277,47,967,0.03001,0.05553
1993,1st Quintile,Inexpensive,0.16913,191,967,0.14549,0.19277
1993,1st Quintile,Reasonable,0.28849,386,967,0.25992,0.31706
1993,1st Quintile,Slightly Expensive,0.15505,261,967,0.13222,0.17787
1993,1st Quintile,Too Expensive,0.04147,82,967,0.02890,0.05405
1993,2nd Quintile,Very Inexpensive,0.05481,62,1000,0.04069,0.06892
1993,2nd Quintile,Inexpensive,0.16255,209,1000,0.13967,0.18543
1993,2nd Quintile,Reasonable,0.27905,439,1000,0.25124,0.30687
1993,2nd Quintile,Slightly Expensive,0.12078,229,1000,0.10058,0.14099
1993,2nd Quintile,Too Expensive,0.02766,61,1000,0.01749,0.03783
1993,3rd Quintile,Very Inexpensive,0.07534,93,841,0.05749,0.09318
1993,3rd Quintile,Inexpensive,0.17752,235,841,0.15168,0.20337
1993,3rd Quintile,Reasonable,0.21743,315,841,0.18954,0.24533
1993,3rd Quintile,Slightly Expensive,0.07262,154,841,0.05507,0.09017
1993,3rd Quintile,Too Expensive,0.01985,44,841,0.01041,0.02928
1993,4th Quintile,Very Inexpensive,0.06511,83,701,0.04683,0.08339
1993,4th Quintile,Inexpensive,0.16389,213,701,0.13647,0.19132
1993,4th Quintile,Reasonable,0.21601,296,701,0.18552,0.24649
1993,4th Quintile,Slightly Expensive,0.07368,109,701,0.05433,0.09304
1993,5th Quintile,Very Inexpensive,0.06184,66,466,0.03995,0.08374
1993,5th Quintile,Inexpensive,0.13998,155,466,0.10844,0.17152
1993,5th Quintile,Reasonable,0.16403,190,466,0.13037,0.19769
1993,5th Quintile,Slightly Expensive,0.04026,55,466,0.02239,0.05812
1994,1st Quintile,Very Inexpensive,0.05804,62,1019,0.04368,0.07240
1994,1st Quintile,Inexpensive,0.17100,210,1019,0.14787,0.19413
1994,1st Quintile,Reasonable,0.32192,451,1019,0.29322,0.35062
1994,1st Quintile,Slightly Expensive,0.13769,242,1019,0.11653,0.15886
1994,1st Quintile,Too Expensive,0.03524,54,1019,0.02391,0.04656
1994,2nd Quintile,Very Inexpensive,0.05472,65,923,0.04004,0.06940
1994,2nd Quintile,Inexpensive,0.16881,214,923,0.14463,0.19299
1994,2nd Quintile,Reasonable,0.28648,425,923,0.25730,0.31567
1994,2nd Quintile,Slightly Expensive,0.08958,179,923,0.07115,0.10802
1994,2nd Quintile,Too Expensive,0.02374,40,923,0.01392,0.03357
1994,3rd Quintile,Very Inexpensive,0.06745,74,781,0.04985,0.08505
1994,3rd Quintile,Inexpensive,0.16311,224,781,0.13718,0.18904
1994,3rd Quintile,Reasonable,0.23583,347,781,0.20603,0.26562
1994,3rd Quintile,Slightly Expensive,0.07323,136,781,0.05495,0.09152
1994,4th Quintile,Very Inexpensive,0.06030,75,677,0.04236,0.07825
1994,4th Quintile,Inexpensive,0.16324,205,677,0.13538,0.19110
1994,4th Quintile,Reasonable,0.22593,292,677,0.19440,0.25745
1994,4th Quintile,Slightly Expensive,0.06696,105,677,0.04812,0.08581
1994,5th Quintile,Very Inexpensive,0.06097,70,476,0.03945,0.08249
1994,5th Quintile,Inexpensive,0.10968,133,476,0.08158,0.13778
1994,5th Quintile,Reasonable,0.17210,204,476,0.13815,0.20604
1994,5th Quintile,Slightly Expensive,0.05357,69,476,0.03332,0.07382
1995,1st Quintile,Very Inexpensive,0.05202,56,1098,0.03888,0.06516
1995,1st Quintile,Inexpensive,0.20502,264,1098,0.18113,0.22891
1995,1st Quintile,Reasonable,0.30193,461,1098,0.27476,0.32909
1995,1st Quintile,Slightly Expensive,0.14983,255,1098,0.12871,0.17095
1995,1st Quintile,Too Expensive,0.02977,62,1098,0.01971,0.03982
1995,2nd Quintile,Very Inexpensive,0.05233,71,1004,0.03855,0.06611
1995,2nd Quintile,Inexpensive,0.16087,244,1004,0.13813,0.18361
1995,2nd Quintile,Reasonable,0.29675,463,1004,0.26848,0.32502
1995,2nd Quintile,Slightly Expensive,0.10985,180,1004,0.09049,0.12920
1995,2nd Quintile,Too Expensive,0.02237,46,1004,0.01322,0.03153
1995,3rd Quintile,Very Inexpensive,0.05445,75,799,0.03870,0.07019
1995,3rd Quintile,Inexpensive,0.17151,233,799,0.14536,0.19766
1995,3rd Quintile,Reasonable,0.24166,368,799,0.21196,0.27136
1995,3rd Quintile,Slightly Expensive,0.06701,123,799,0.04966,0.08436
1995,4th Quintile,Very Inexpensive,0.06419,83,667,0.04558,0.08280
1995,4th Quintile,Inexpensive,0.13838,192,667,0.11215,0.16460
1995,4th Quintile,Reasonable,0.20740,298,667,0.17661,0.23820
1995,4th Quintile,Slightly Expensive,0.06731,94,667,0.04828,0.08634
1995,5th Quintile,Very Inexpensive,0.05458,58,462,0.03385,0.07532
1995,5th Quintile,Inexpensive,0.11556,139,462,0.08637,0.14474
1995,5th Quintile,Reasonable,0.15706,194,462,0.12385,0.19028
1995,5th Quintile,Slightly Expensive,0.05854,71,462,0.03711,0.07997
1996,1st Quintile,Very Inexpensive,0.06103,72,1125,0.04703,0.07502
1996,1st Quintile,Inexpensive,0.18801,261,1125,0.16517,0.21086
1996,1st Quintile,Reasonable,0.31782,482,1125,0.29060,0.34504
1996,1st Quintile,Slightly Expensive,0.14206,256,1125,0.12165,0.16247
1996,1st Quintile,Too Expensive,0.03125,54,1125,0.02108,0.04142
1996,2nd Quintile,Very Inexpensive,0.04226,56,932,0.02934,0.05518
1996,2nd Quintile,Inexpensive,0.17565,237,932,0.15121,0.20010
1996,2nd Quintile,Reasonable,0.28487,405,932,0.25588,0.31387
1996,2nd Quintile,Slightly Expensive,0.11178,200,932,0.09154,0.13203
1996,2nd Quintile,Too Expensive,0.01673,34,932,0.00849,0.02497
1996,3rd Quintile,Very Inexpensive,0.05247,75,796,0.03697,0.06797
1996,3rd Quintile,Inexpensive,0.18405,226,796,0.15711,0.21098
1996,3rd Quintile,Reasonable,0.23692,363,796,0.20736,0.26648
1996,3rd Quintile,Slightly Expensive,0.08818,132,796,0.06847,0.10789
1996,4th Quintile,Very Inexpensive,0.05727,73,651,0.03940,0.07513
1996,4th Quintile,Inexpensive,0.14221,189,651,0.11536,0.16907
1996,4th Quintile,Reasonable,0.19270,287,651,0.16238,0.22302
1996,4th Quintile,Slightly Expensive,0.06892,102,651,0.04945,0.08840
1996,5th Quintile,Very Inexpensive,0.04862,56,452,0.02877,0.06847
1996,5th Quintile,Inexpensive,0.10812,120,452,0.07946,0.13678
1996,5th Quintile,Reasonable,0.15447,198,452,0.12111,0.18782
1996,5th Quintile,Slightly Expensive,0.06743,78,452,0.04429,0.09058
1997,1st Quintile,Very Inexpensive,0.05486,71,1045,0.04104,0.06867
1997,1st Quintile,Inexpensive,0.17023,223,1045,0.14743,0.19303
1997,1st Quintile,Reasonable,0.31929,449,1045,0.29101,0.34757
1997,1st Quintile,Slightly Expensive,0.15829,242,1045,0.13615,0.18043
1997,1st Quintile,Too Expensive,0.03352,60,1045,0.02261,0.04444
1997,2nd Quintile,Very Inexpensive,0.05531,64,936,0.04066,0.06996
1997,2nd Quintile,Inexpensive,0.16280,214,936,0.13913,0.18646
1997,2nd Quintile,Reasonable,0.30080,439,936,0.27140,0.33019
1997,2nd Quintile,Slightly Expensive,0.10592,176,936,0.08620,0.12565
1997,2nd Quintile,Too Expensive,0.02345,43,936,0.01375,0.03315
1997,3rd Quintile,Very Inexpensive,0.05647,77,779,0.04025,0.07269
1997,3rd Quintile,Inexpensive,0.14233,199,779,0.11778,0.16688
1997,3rd Quintile,Reasonable,0.24841,371,779,0.21805,0.27877
1997,3rd Quintile,Slightly Expensive,0.08969,132,779,0.06961,0.10977
1997,4th Quintile,Very Inexpensive,0.06264,78,652,0.04402,0.08125
1997,4th Quintile,Inexpensive,0.13212,178,652,0.10611,0.15813
1997,4th Quintile,Reasonable,0.20073,286,652,0.16996,0.23150
1997,4th Quintile,Slightly Expensive,0.08023,110,652,0.05936,0.10110
1997,5th Quintile,Very Inexpensive,0.03586,35,409,0.01782,0.05390
1997,5th Quintile,Inexpensive,0.07872,99,409,0.05259,0.10486
1997,5th Quintile,Reasonable,0.16711,204,409,0.13091,0.20331
1997,5th Quintile,Slightly Expensive,0.06657,71,409,0.04238,0.09075
1998,1st Quintile,Very Inexpensive,0.05901,75,1213,0.04575,0.07228
1998,1st Quintile,Inexpensive,0.18766,275,1213,0.16567,0.20964
1998,1st Quintile,Reasonable,0.31895,498,1213,0.29271,0.34519
1998,1st Quintile,Slightly Expensive,0.18571,302,1213,0.16382,0.20760
1998,1st Quintile,Too Expensive,0.03270,63,1213,0.02268,0.04271
1998,2nd Quintile,Very Inexpensive,0.04303,62,962,0.03020,0.05586
1998,2nd Quintile,Inexpensive,0.15675,237,962,0.13377,0.17974
1998,2nd Quintile,Reasonable,0.28258,462,962,0.25411,0.31104
1998,2nd Quintile,Slightly Expensive,0.11247,201,962,0.09249,0.13244
1998,3rd Quintile,Very Inexpensive,0.04112,67,825,0.02756,0.05468
1998,3rd Quintile,Inexpensive,0.15548,237,825,0.13074,0.18023
1998,3rd Quintile,Reasonable,0.24102,382,825,0.21181,0.27022
1998,3rd Quintile,Slightly Expensive,0.08320,139,825,0.06434,0.10205
1998,4th Quintile,Very Inexpensive,0.05045,79,713,0.03437,0.06653
1998,4th Quintile,Inexpensive,0.13218,199,713,0.10730,0.15706
1998,4th Quintile,Reasonable,0.19921,304,713,0.16987,0.22855
1998,4th Quintile,Slightly Expensive,0.09282,131,713,0.07150,0.11413
1998,5th Quintile,Very Inexpensive,0.03709,49,445,0.01951,0.05466
1998,5th Quintile,Inexpensive,0.07593,107,445,0.05129,0.10057
1998,5th Quintile,Reasonable,0.14678,192,445,0.11387,0.17970
1998,5th Quintile,Slightly Expensive,0.06969,97,445,0.04601,0.09338
1999,1st Quintile,Very Inexpensive,0.06082,76,1190,0.04724,0.07441
1999,1st Quintile,Inexpensive,0.17332,264,1190,0.15180,0.19483
1999,1st Quintile,Reasonable,0.33467,510,1190,0.30785,0.36150
1999,1st Quintile,Slightly Expensive,0.18589,294,1190,0.16378,0.20800
1999,1st Quintile,Too Expensive,0.02117,46,1190,0.01299,0.02936
1999,2nd Quintile,Very Inexpensive,0.06185,79,946,0.04649,0.07720
1999,2nd Quintile,Inexpensive,0.15603,233,946,0.13289,0.17917
1999,2nd Quintile,Reasonable,0.28004,449,946,0.25141,0.30867
1999,2nd Quintile,Slightly Expensive,0.11269,185,946,0.09253,0.13285
1999,3rd Quintile,Very Inexpensive,0.05110,67,782,0.03566,0.06655
1999,3rd Quintile,Inexpensive,0.13863,215,782,0.11440,0.16287
1999,3rd Quintile,Reasonable,0.24358,359,782,0.21348,0.27369
1999,3rd Quintile,Slightly Expensive,0.09270,141,782,0.07236,0.11304
1999,4th Quintile,Very Inexpensive,0.04356,62,638,0.02771,0.05942
1999,4th Quintile,Inexpensive,0.12777,169,638,0.10185,0.15369
1999,4th Quintile,Reasonable,0.19686,287,638,0.16598,0.22774
1999,4th Quintile,Slightly Expensive,0.09436,120,638,0.07166,0.11706
1999,5th Quintile,Very Inexpensive,0.02921,38,429,0.01326,0.04517
1999,5th Quintile,Inexpensive,0.07071,103,429,0.04642,0.09499
1999,5th Quintile,Reasonable,0.15528,193,429,0.12096,0.18959
1999,5th Quintile,Slightly Expensive,0.07451,95,429,0.04963,0.09938
2000,1st Quintile,Very Inexpensive,0.05222,116,1922,0.04227,0.06217
2000,1st Quintile,Inexpensive,0.19610,483,1922,0.17834,0.21385
2000,1st Quintile,Reasonable,0.33861,848,1922,0.31745,0.35978
2000,1st Quintile,Slightly Expensive,0.15169,401,1922,0.13565,0.16773
2000,1st Quintile,Too Expensive,0.02618,74,1922,0.01904,0.03332
2000,2nd Quintile,Very Inexpensive,0.04875,116,1636,0.03831,0.05919
2000,2nd Quintile,Inexpensive,0.17091,450,1636,0.15266,0.18915
2000,2nd Quintile,Reasonable,0.28678,730,1636,0.26486,0.30870
2000,2nd Quintile,Slightly Expensive,0.10256,295,1636,0.08786,0.11727
2000,2nd Quintile,Too Expensive,0.01628,45,1636,0.01014,0.02241
2000,3rd Quintile,Very Inexpensive,0.04500,107,1291,0.03369,0.05632
2000,3rd Quintile,Inexpensive,0.14470,342,1291,0.12550,0.16389
2000,3rd Quintile,Reasonable,0.23630,580,1291,0.21312,0.25949
2000,3rd Quintile,Slightly Expensive,0.10835,262,1291,0.09138,0.12531
2000,4th Quintile,Very Inexpensive,0.04850,114,1042,0.03545,0.06155
2000,4th Quintile,Inexpensive,0.10523,258,1042,0.08659,0.12387
2000,4th Quintile,Reasonable,0.20358,482,1042,0.17912,0.22804
2000,4th Quintile,Slightly Expensive,0.08135,188,1042,0.06475,0.09796
