year,bula_h,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Baden-Wuerttemberg,4th Quintile,Reasonable,0.25726,52,52,0.13729,0.37723
1986,Baden-Wuerttemberg,5th Quintile,Reasonable,0.13989,31,31,0.01576,0.26401
1986,Bavaria,1st Quintile,Reasonable,0.26358,42,42,0.12872,0.39845
1986,Bavaria,2nd Quintile,Inexpensive,0.25405,37,37,0.11185,0.39626
1986,Bavaria,3rd Quintile,Inexpensive,0.20729,38,72,0.11300,0.30159
1986,Bavaria,3rd Quintile,Reasonable,0.16952,34,72,0.08224,0.25680
1986,Bavaria,4th Quintile,Reasonable,0.21838,38,38,0.08525,0.35150
1987,North Rhine-Westphalia,1st Quintile,Inexpensive,0.27948,74,219,0.21991,0.33905
1987,North Rhine-Westphalia,1st Quintile,Reasonable,0.30377,100,219,0.24272,0.36481
1987,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.12807,45,219,0.08371,0.17243
1987,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.19169,58,201,0.13714,0.24625
1987,North Rhine-Westphalia,2nd Quintile,Reasonable,0.32979,104,201,0.26463,0.39495
1987,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.12168,39,201,0.07637,0.16699
1987,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.18402,50,120,0.11439,0.25364
1987,North Rhine-Westphalia,3rd Quintile,Reasonable,0.26577,70,120,0.18640,0.34514
1987,North Rhine-Westphalia,4th Quintile,Inexpensive,0.17667,44,114,0.10635,0.24699
1987,North Rhine-Westphalia,4th Quintile,Reasonable,0.28977,70,114,0.20613,0.37342
1987,North Rhine-Westphalia,5th Quintile,Reasonable,0.28428,69,69,0.17707,0.39150
1987,Hesse,2nd Quintile,Reasonable,0.37485,33,33,0.20712,0.54257
1987,Baden-Wuerttemberg,1st Quintile,Reasonable,0.16832,32,32,0.03661,0.30003
1987,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.22496,42,82,0.13402,0.31589
1987,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.17638,40,82,0.09338,0.25938
1987,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.16994,38,100,0.09595,0.24392
1987,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.30476,62,100,0.21409,0.39543
1987,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.14728,33,80,0.06913,0.22542
1987,Baden-Wuerttemberg,4th Quintile,Reasonable,0.12897,47,80,0.05506,0.20288
1987,Bavaria,1st Quintile,Reasonable,0.25123,38,38,0.11148,0.39099
1987,Bavaria,2nd Quintile,Inexpensive,0.17834,35,75,0.09112,0.26556
1987,Bavaria,2nd Quintile,Reasonable,0.21831,40,75,0.12419,0.31244
1987,Bavaria,3rd Quintile,Reasonable,0.23554,42,42,0.10565,0.36543
1987,Bavaria,4th Quintile,Inexpensive,0.16318,31,67,0.07403,0.25234
1987,Bavaria,4th Quintile,Reasonable,0.20159,36,67,0.10480,0.29838
1988,Lower Saxony,1st Quintile,Reasonable,0.37647,31,31,0.20309,0.54985
1988,North Rhine-Westphalia,1st Quintile,Inexpensive,0.18776,50,221,0.13615,0.23936
1988,North Rhine-Westphalia,1st Quintile,Reasonable,0.34873,118,221,0.28576,0.41171
1988,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.15308,53,221,0.10550,0.20066
1988,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.23069,57,147,0.16235,0.29902
1988,North Rhine-Westphalia,2nd Quintile,Reasonable,0.31279,90,147,0.23759,0.38800
1988,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.21008,49,116,0.13563,0.28454
1988,North Rhine-Westphalia,3rd Quintile,Reasonable,0.25159,67,116,0.17229,0.33090
1988,North Rhine-Westphalia,4th Quintile,Inexpensive,0.15795,39,101,0.08647,0.22942
1988,North Rhine-Westphalia,4th Quintile,Reasonable,0.25919,62,101,0.17331,0.34508
1988,North Rhine-Westphalia,5th Quintile,Reasonable,0.26637,62,62,0.15543,0.37731
1988,Baden-Wuerttemberg,1st Quintile,Reasonable,0.25443,43,43,0.12270,0.38615
1988,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.16370,33,90,0.08683,0.24057
1988,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.24206,57,90,0.15307,0.33104
1988,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.16828,36,93,0.09183,0.24473
1988,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.23892,57,93,0.15178,0.32606
1988,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.16067,31,82,0.08070,0.24064
1988,Baden-Wuerttemberg,4th Quintile,Reasonable,0.19203,51,82,0.10625,0.27781
1988,Bavaria,1st Quintile,Inexpensive,0.25000,32,70,0.14783,0.35217
1988,Bavaria,1st Quintile,Reasonable,0.25561,38,70,0.15269,0.35854
1988,Bavaria,2nd Quintile,Inexpensive,0.24971,33,71,0.14831,0.35111
1988,Bavaria,2nd Quintile,Reasonable,0.19104,38,71,0.09895,0.28314
1988,Bavaria,3rd Quintile,Reasonable,0.17916,36,36,0.05211,0.30621
1988,Bavaria,4th Quintile,Reasonable,0.20661,35,35,0.07052,0.34270
1989,North Rhine-Westphalia,1st Quintile,Inexpensive,0.21681,54,200,0.15956,0.27406
1989,North Rhine-Westphalia,1st Quintile,Reasonable,0.34533,102,200,0.27927,0.41139
1989,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.12787,44,200,0.08148,0.17427
1989,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.23696,59,166,0.17208,0.30184
1989,North Rhine-Westphalia,2nd Quintile,Reasonable,0.22889,72,166,0.16478,0.29299
1989,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.11411,35,166,0.06560,0.16262
1989,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.15430,45,113,0.08740,0.22120
1989,North Rhine-Westphalia,3rd Quintile,Reasonable,0.29544,68,113,0.21095,0.37994
1989,North Rhine-Westphalia,4th Quintile,Inexpensive,0.19013,43,101,0.11322,0.26704
1989,North Rhine-Westphalia,4th Quintile,Reasonable,0.26428,58,101,0.17785,0.35070
1989,North Rhine-Westphalia,5th Quintile,Inexpensive,0.12319,32,82,0.05161,0.19476
1989,North Rhine-Westphalia,5th Quintile,Reasonable,0.21529,50,82,0.12578,0.30480
1989,Baden-Wuerttemberg,1st Quintile,Reasonable,0.17115,38,38,0.04979,0.29251
1989,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.20870,38,88,0.12331,0.29410
1989,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.25498,50,88,0.16339,0.34657
1989,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.15459,32,77,0.07331,0.23586
1989,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.21061,45,77,0.11894,0.30228
1989,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.17651,42,73,0.08844,0.26457
1989,Baden-Wuerttemberg,4th Quintile,Reasonable,0.11848,31,73,0.04383,0.19313
1989,Bavaria,1st Quintile,Reasonable,0.33586,41,41,0.18949,0.48222
1989,Bavaria,2nd Quintile,Inexpensive,0.20451,32,72,0.11068,0.29833
1989,Bavaria,2nd Quintile,Reasonable,0.23742,40,72,0.13845,0.33640
1989,Bavaria,3rd Quintile,Inexpensive,0.19199,34,34,0.05760,0.32637
1989,Bavaria,4th Quintile,Reasonable,0.22496,40,40,0.09391,0.35601
1990,Lower Saxony,2nd Quintile,Reasonable,0.28533,35,35,0.13354,0.43712
1990,Lower Saxony,3rd Quintile,Reasonable,0.23586,31,31,0.08394,0.38778
1990,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.22055,75,241,0.16809,0.27300
1990,North Rhine-Westphalia,2nd Quintile,Reasonable,0.35228,122,241,0.29185,0.41272
1990,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.10390,44,241,0.06530,0.14251
1990,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.22562,75,175,0.16351,0.28773
1990,North Rhine-Westphalia,3rd Quintile,Reasonable,0.31572,100,175,0.24665,0.38478
1990,North Rhine-Westphalia,4th Quintile,Inexpensive,0.15985,49,114,0.09228,0.22742
1990,North Rhine-Westphalia,4th Quintile,Reasonable,0.27477,65,114,0.19246,0.35707
1990,North Rhine-Westphalia,5th Quintile,Inexpensive,0.13034,39,92,0.06117,0.19952
1990,North Rhine-Westphalia,5th Quintile,Reasonable,0.20622,53,92,0.12309,0.28934
1990,Hesse,2nd Quintile,Reasonable,0.22187,33,33,0.07790,0.36583
1990,Hesse,4th Quintile,Inexpensive,0.19432,31,67,0.09886,0.28978
1990,Hesse,4th Quintile,Reasonable,0.24385,36,67,0.14025,0.34744
1990,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.21992,41,95,0.13618,0.30365
1990,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.18696,54,95,0.10814,0.26578
1990,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.19320,43,96,0.11380,0.27259
1990,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.23069,53,96,0.14597,0.31540
1990,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.15421,41,91,0.07959,0.22882
1990,Baden-Wuerttemberg,4th Quintile,Reasonable,0.17954,50,91,0.10024,0.25883
1990,Bavaria,2nd Quintile,Inexpensive,0.22844,40,82,0.13701,0.31987
1990,Bavaria,2nd Quintile,Reasonable,0.25902,42,82,0.16361,0.35443
1990,Bavaria,3rd Quintile,Inexpensive,0.18347,41,87,0.10166,0.26527
1990,Bavaria,3rd Quintile,Reasonable,0.21701,46,87,0.12989,0.30413
1990,Bavaria,4th Quintile,Inexpensive,0.13990,35,35,0.02330,0.25650
1990,Bavaria,5th Quintile,Inexpensive,0.15817,34,72,0.07329,0.24305
1990,Bavaria,5th Quintile,Reasonable,0.15658,38,72,0.07205,0.24111
1990,Berlin,1st Quintile,Inexpensive,0.28113,48,126,0.20232,0.35993
1990,Berlin,1st Quintile,Reasonable,0.40831,78,126,0.32215,0.49448
1990,Brandenburg,1st Quintile,Very Inexpensive,0.15342,52,207,0.10421,0.20264
1990,Brandenburg,1st Quintile,Inexpensive,0.24419,79,207,0.18552,0.30286
1990,Brandenburg,1st Quintile,Reasonable,0.22684,76,207,0.16965,0.28403
1990,Mecklenburg-Western Pomerania,1st Quintile,Very Inexpensive,0.21060,49,160,0.14722,0.27398
1990,Mecklenburg-Western Pomerania,1st Quintile,Inexpensive,0.22065,47,160,0.15619,0.28511
1990,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.31237,64,160,0.24033,0.38441
1990,Saxony,1st Quintile,Very Inexpensive,0.18703,123,466,0.15159,0.22247
1990,Saxony,1st Quintile,Inexpensive,0.23823,154,466,0.19951,0.27695
1990,Saxony,1st Quintile,Reasonable,0.29995,189,466,0.25830,0.34160
1990,Saxony-Anhalt,1st Quintile,Very Inexpensive,0.15576,60,235,0.10930,0.20222
1990,Saxony-Anhalt,1st Quintile,Inexpensive,0.23441,93,235,0.18013,0.28869
1990,Saxony-Anhalt,1st Quintile,Reasonable,0.21103,82,235,0.15875,0.26331
1990,Thuringa,1st Quintile,Very Inexpensive,0.12554,43,194,0.07879,0.17228
1990,Thuringa,1st Quintile,Inexpensive,0.23311,72,194,0.17346,0.29276
1990,Thuringa,1st Quintile,Reasonable,0.24212,79,194,0.18169,0.30256
1991,Lower Saxony,2nd Quintile,Reasonable,0.33420,41,41,0.18802,0.48039
1991,Lower Saxony,3rd Quintile,Reasonable,0.32686,39,39,0.17772,0.47600
1991,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.23743,77,246,0.18415,0.29071
1991,North Rhine-Westphalia,2nd Quintile,Reasonable,0.32640,127,246,0.26768,0.38511
1991,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.08725,42,246,0.05191,0.12258
1991,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.22110,73,166,0.15778,0.28442
1991,North Rhine-Westphalia,3rd Quintile,Reasonable,0.29982,93,166,0.22991,0.36974
1991,North Rhine-Westphalia,4th Quintile,Inexpensive,0.24736,74,141,0.17588,0.31883
1991,North Rhine-Westphalia,4th Quintile,Reasonable,0.21784,67,141,0.14946,0.28622
1991,North Rhine-Westphalia,5th Quintile,Inexpensive,0.10312,32,73,0.03287,0.17337
1991,North Rhine-Westphalia,5th Quintile,Reasonable,0.18275,41,73,0.09348,0.27201
1991,Hesse,2nd Quintile,Reasonable,0.31516,40,40,0.16935,0.46097
1991,Hesse,3rd Quintile,Reasonable,0.21450,32,32,0.07000,0.35899
1991,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.14501,34,88,0.07102,0.21901
1991,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.23299,54,88,0.14416,0.32183
1991,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.26357,53,103,0.17807,0.34907
1991,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.16433,50,103,0.09241,0.23624
1991,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.09740,35,87,0.03474,0.16007
1991,Baden-Wuerttemberg,4th Quintile,Reasonable,0.17175,52,87,0.09203,0.25146
1991,Bavaria,2nd Quintile,Inexpensive,0.22691,38,77,0.13275,0.32108
1991,Bavaria,2nd Quintile,Reasonable,0.23564,39,77,0.14023,0.33106
1991,Bavaria,3rd Quintile,Inexpensive,0.14813,32,83,0.07124,0.22502
1991,Bavaria,3rd Quintile,Reasonable,0.23080,51,83,0.13960,0.32200
1991,Bavaria,4th Quintile,Inexpensive,0.12580,31,64,0.04391,0.20769
1991,Bavaria,4th Quintile,Reasonable,0.13567,33,64,0.05111,0.22023
1991,Bavaria,5th Quintile,Very Inexpensive,0.14722,32,63,0.05902,0.23542
1991,Bavaria,5th Quintile,Inexpensive,0.14774,31,63,0.05941,0.23606
1991,Berlin,1st Quintile,Very Inexpensive,0.19766,32,134,0.12998,0.26535
1991,Berlin,1st Quintile,Inexpensive,0.35971,49,134,0.27815,0.44128
1991,Berlin,1st Quintile,Reasonable,0.32937,53,134,0.24949,0.40924
1991,Brandenburg,1st Quintile,Very Inexpensive,0.14327,48,192,0.09358,0.19296
1991,Brandenburg,1st Quintile,Inexpensive,0.30465,91,192,0.23938,0.36993
1991,Brandenburg,1st Quintile,Reasonable,0.17486,53,192,0.12099,0.22873
1991,Mecklenburg-Western Pomerania,1st Quintile,Very Inexpensive,0.16743,36,152,0.10788,0.22699
1991,Mecklenburg-Western Pomerania,1st Quintile,Inexpensive,0.30635,60,152,0.23282,0.37988
1991,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.25352,56,152,0.18413,0.32291
1991,Saxony,1st Quintile,Very Inexpensive,0.19380,127,421,0.15599,0.23160
1991,Saxony,1st Quintile,Inexpensive,0.30291,165,421,0.25896,0.34685
1991,Saxony,1st Quintile,Reasonable,0.22464,129,421,0.18473,0.26456
1991,Saxony-Anhalt,1st Quintile,Very Inexpensive,0.15771,64,227,0.11019,0.20523
1991,Saxony-Anhalt,1st Quintile,Inexpensive,0.33854,108,227,0.27685,0.40024
1991,Saxony-Anhalt,1st Quintile,Reasonable,0.13963,55,227,0.09444,0.18481
1991,Thuringa,1st Quintile,Very Inexpensive,0.13325,44,182,0.08374,0.18276
1991,Thuringa,1st Quintile,Inexpensive,0.24520,73,182,0.18252,0.30787
1991,Thuringa,1st Quintile,Reasonable,0.24396,65,182,0.18139,0.30653
1992,Lower Saxony,4th Quintile,Reasonable,0.27293,34,34,0.12094,0.42492
1992,North Rhine-Westphalia,1st Quintile,Inexpensive,0.20918,37,89,0.12420,0.29416
1992,North Rhine-Westphalia,1st Quintile,Reasonable,0.30432,52,89,0.20819,0.40046
1992,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.23796,66,179,0.17540,0.30052
1992,North Rhine-Westphalia,2nd Quintile,Reasonable,0.30202,81,179,0.23457,0.36947
1992,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.07675,32,179,0.03764,0.11585
1992,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.24877,74,156,0.18071,0.31683
1992,North Rhine-Westphalia,3rd Quintile,Reasonable,0.29320,82,156,0.22153,0.36487
1992,North Rhine-Westphalia,4th Quintile,Inexpensive,0.20969,56,117,0.13561,0.28377
1992,North Rhine-Westphalia,4th Quintile,Reasonable,0.23202,61,117,0.15520,0.30884
1992,North Rhine-Westphalia,5th Quintile,Inexpensive,0.13854,42,79,0.06187,0.21521
1992,North Rhine-Westphalia,5th Quintile,Reasonable,0.16875,37,79,0.08563,0.25187
1992,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.18614,33,74,0.09685,0.27543
1992,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.14755,41,74,0.06619,0.22890
1992,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.22458,45,79,0.13197,0.31719
1992,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.18788,34,79,0.10119,0.27457
1992,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.17069,41,85,0.09023,0.25115
1992,Baden-Wuerttemberg,4th Quintile,Reasonable,0.13979,44,85,0.06563,0.21395
1992,Bavaria,3rd Quintile,Reasonable,0.16951,32,32,0.03743,0.30160
1992,Bavaria,4th Quintile,Inexpensive,0.14230,32,79,0.06477,0.21983
1992,Bavaria,4th Quintile,Reasonable,0.19876,47,79,0.11019,0.28732
1992,Berlin,1st Quintile,Reasonable,0.41027,31,31,0.23425,0.58629
1992,Berlin,4th Quintile,Reasonable,0.51068,35,35,0.34265,0.67871
1992,Brandenburg,1st Quintile,Reasonable,0.35435,45,45,0.21301,0.49568
1992,Saxony,1st Quintile,Reasonable,0.36246,92,144,0.28367,0.44125
1992,Saxony,1st Quintile,Slightly Expensive,0.22141,52,144,0.15336,0.28947
1992,Saxony,2nd Quintile,Reasonable,0.38850,72,72,0.27513,0.50188
1992,Saxony,3rd Quintile,Reasonable,0.47202,42,42,0.31921,0.62484
1992,Saxony-Anhalt,1st Quintile,Reasonable,0.34265,44,84,0.24054,0.44475
1992,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.25995,40,84,0.16559,0.35431
1992,Saxony-Anhalt,2nd Quintile,Reasonable,0.36891,48,48,0.23097,0.50686
1992,Thuringa,1st Quintile,Reasonable,0.35231,45,76,0.24420,0.46042
1992,Thuringa,1st Quintile,Slightly Expensive,0.22786,31,76,0.13293,0.32279
1992,Thuringa,2nd Quintile,Reasonable,0.31229,34,34,0.15418,0.47041
1993,North Rhine-Westphalia,1st Quintile,Inexpensive,0.28264,57,122,0.20241,0.36287
1993,North Rhine-Westphalia,1st Quintile,Reasonable,0.30864,65,122,0.22633,0.39095
1993,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.25019,62,139,0.17792,0.32245
1993,North Rhine-Westphalia,2nd Quintile,Reasonable,0.27482,77,139,0.20034,0.34930
1993,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.19890,53,114,0.12530,0.27250
1993,North Rhine-Westphalia,3rd Quintile,Reasonable,0.28372,61,114,0.20060,0.36684
1993,North Rhine-Westphalia,4th Quintile,Inexpensive,0.19741,54,120,0.12589,0.26892
1993,North Rhine-Westphalia,4th Quintile,Reasonable,0.22151,66,120,0.14690,0.29613
1993,North Rhine-Westphalia,5th Quintile,Inexpensive,0.11499,36,88,0.04795,0.18202
1993,North Rhine-Westphalia,5th Quintile,Reasonable,0.20453,52,88,0.11977,0.28929
1993,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.30767,57,57,0.18679,0.42855
1993,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.22340,46,85,0.13433,0.31248
1993,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.12910,39,85,0.05739,0.20081
1993,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.13794,44,87,0.06506,0.21082
1993,Baden-Wuerttemberg,4th Quintile,Reasonable,0.16179,43,87,0.08396,0.23962
1993,Bavaria,1st Quintile,Reasonable,0.26703,31,31,0.10871,0.42534
1993,Bavaria,2nd Quintile,Inexpensive,0.22751,32,65,0.12480,0.33022
1993,Bavaria,2nd Quintile,Reasonable,0.20667,33,65,0.10746,0.30587
1993,Bavaria,3rd Quintile,Reasonable,0.15793,33,33,0.03158,0.28429
1993,Bavaria,4th Quintile,Reasonable,0.19186,40,40,0.06827,0.31544
1993,Saxony,1st Quintile,Reasonable,0.39893,73,118,0.31020,0.48766
1993,Saxony,1st Quintile,Slightly Expensive,0.23626,45,118,0.15929,0.31323
1993,Saxony,2nd Quintile,Reasonable,0.37166,65,109,0.28052,0.46280
1993,Saxony,2nd Quintile,Slightly Expensive,0.22285,44,109,0.14436,0.30134
1993,Saxony,3rd Quintile,Reasonable,0.27623,31,31,0.11623,0.43624
1993,Saxony-Anhalt,1st Quintile,Reasonable,0.32775,32,65,0.21275,0.44275
1993,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.32124,33,65,0.20684,0.43565
