year,bula_h,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.16337,32,32,0.03322,0.29351
2001,"Rhineland-Palatinate, Saarland",Couple with children,Inexpensive,0.10829,32,73,0.03651,0.18007
2001,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.15320,41,73,0.07000,0.23640
2001,Baden-Wuerttemberg,Single-person household,Inexpensive,0.13626,47,169,0.08439,0.18814
2001,Baden-Wuerttemberg,Single-person household,Reasonable,0.35466,122,169,0.28232,0.42700
2001,Baden-Wuerttemberg,Couple without children,Inexpensive,0.07026,33,106,0.02137,0.11915
2001,Baden-Wuerttemberg,Couple without children,Reasonable,0.18824,73,106,0.11347,0.26301
2001,Baden-Wuerttemberg,Single parent,Reasonable,0.43812,37,37,0.27604,0.60020
2001,Baden-Wuerttemberg,Couple with children,Inexpensive,0.11156,60,225,0.07033,0.15279
2001,Baden-Wuerttemberg,Couple with children,Reasonable,0.18623,121,225,0.13525,0.23721
2001,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.08260,44,225,0.04655,0.11865
2001,Bavaria,Single-person household,Inexpensive,0.15962,69,224,0.11155,0.20769
2001,Bavaria,Single-person household,Reasonable,0.27369,112,224,0.21517,0.33221
2001,Bavaria,Single-person household,Slightly Expensive,0.11390,43,224,0.07221,0.15560
2001,Bavaria,Couple without children,Inexpensive,0.10218,55,174,0.05705,0.14732
2001,Bavaria,Couple without children,Reasonable,0.18188,88,174,0.12440,0.23936
2001,Bavaria,Couple without children,Slightly Expensive,0.07880,31,174,0.03865,0.11894
2001,Bavaria,Couple with children,Inexpensive,0.06137,36,159,0.02395,0.09880
2001,Bavaria,Couple with children,Reasonable,0.15463,88,159,0.09826,0.21101
2001,Bavaria,Couple with children,Slightly Expensive,0.05677,35,159,0.02068,0.09285
2001,Berlin,Single-person household,Inexpensive,0.26302,46,148,0.19185,0.33420
2001,Berlin,Single-person household,Reasonable,0.36990,67,148,0.29186,0.44794
2001,Berlin,Single-person household,Slightly Expensive,0.19355,35,148,0.12968,0.25741
2001,Berlin,Couple without children,Reasonable,0.41172,46,46,0.26793,0.55552
2001,Berlin,Couple with children,Inexpensive,0.23457,32,76,0.13867,0.33047
2001,Berlin,Couple with children,Reasonable,0.37004,44,76,0.26077,0.47931
2001,Brandenburg,Couple without children,Reasonable,0.26227,48,48,0.13651,0.38802
2001,Brandenburg,Couple with children,Reasonable,0.27861,41,41,0.13968,0.41755
2001,Saxony,Single-person household,Inexpensive,0.20114,39,106,0.12446,0.27781
2001,Saxony,Single-person household,Reasonable,0.35034,67,106,0.25909,0.44160
2001,Saxony,Couple without children,Inexpensive,0.14715,44,171,0.09390,0.20041
2001,Saxony,Couple without children,Reasonable,0.30131,89,171,0.23234,0.37029
2001,Saxony,Couple without children,Slightly Expensive,0.12614,38,171,0.07623,0.17605
2001,Saxony,Couple with children,Inexpensive,0.12566,37,95,0.05865,0.19267
2001,Saxony,Couple with children,Reasonable,0.20592,58,95,0.12417,0.28767
2001,Saxony-Anhalt,Single-person household,Reasonable,0.34772,36,36,0.18994,0.50550
2001,Saxony-Anhalt,Couple without children,Inexpensive,0.17048,33,72,0.08300,0.25795
2001,Saxony-Anhalt,Couple without children,Reasonable,0.22804,39,72,0.13045,0.32564
2001,Thuringa,Single-person household,Reasonable,0.31497,40,40,0.16918,0.46075
2002,Schleswig-Holstein,Single-person household,Reasonable,0.44672,42,42,0.29454,0.59890
2002,Lower Saxony,Single-person household,Inexpensive,0.17736,35,91,0.09845,0.25628
2002,Lower Saxony,Single-person household,Reasonable,0.23787,56,91,0.14990,0.32584
2002,Lower Saxony,Couple without children,Inexpensive,0.09567,34,80,0.03081,0.16054
2002,Lower Saxony,Couple without children,Reasonable,0.15241,46,80,0.07315,0.23167
2002,Lower Saxony,Couple with children,Reasonable,0.17363,62,62,0.07857,0.26868
2002,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.07764,41,419,0.05199,0.10330
2002,North Rhine-Westphalia,Single-person household,Inexpensive,0.17281,112,419,0.13657,0.20906
2002,North Rhine-Westphalia,Single-person household,Reasonable,0.31819,197,419,0.27354,0.36284
2002,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.10990,69,419,0.07991,0.13988
2002,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.04166,37,391,0.02183,0.06149
2002,North Rhine-Westphalia,Couple without children,Inexpensive,0.14159,117,391,0.10699,0.17619
2002,North Rhine-Westphalia,Couple without children,Reasonable,0.22520,177,391,0.18375,0.26666
2002,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.08211,60,391,0.05486,0.10936
2002,North Rhine-Westphalia,Single parent,Reasonable,0.36198,39,39,0.20918,0.51478
2002,North Rhine-Westphalia,Couple with children,Inexpensive,0.12520,100,362,0.09106,0.15934
2002,North Rhine-Westphalia,Couple with children,Reasonable,0.22531,193,362,0.18221,0.26841
2002,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.07863,69,362,0.05086,0.10639
2002,Hesse,Single-person household,Inexpensive,0.16713,31,79,0.08433,0.24992
2002,Hesse,Single-person household,Reasonable,0.25638,48,79,0.15948,0.35328
2002,Hesse,Couple without children,Inexpensive,0.10738,31,84,0.04077,0.17399
2002,Hesse,Couple without children,Reasonable,0.16233,53,84,0.08299,0.24166
2002,Hesse,Couple with children,Reasonable,0.18746,59,59,0.08702,0.28790
2002,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.31538,48,48,0.18254,0.44823
2002,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.12223,31,31,0.00502,0.23944
2002,Baden-Wuerttemberg,Single-person household,Inexpensive,0.16094,54,153,0.10252,0.21936
2002,Baden-Wuerttemberg,Single-person household,Reasonable,0.28545,99,153,0.21366,0.35725
2002,Baden-Wuerttemberg,Couple without children,Inexpensive,0.10297,42,153,0.05465,0.15128
2002,Baden-Wuerttemberg,Couple without children,Reasonable,0.16460,78,153,0.10565,0.22355
2002,Baden-Wuerttemberg,Couple without children,Slightly Expensive,0.07518,33,153,0.03326,0.11710
2002,Baden-Wuerttemberg,Single parent,Reasonable,0.37615,31,31,0.20281,0.54950
2002,Baden-Wuerttemberg,Couple with children,Inexpensive,0.08345,55,213,0.04622,0.12068
2002,Baden-Wuerttemberg,Couple with children,Reasonable,0.21151,116,213,0.15654,0.26649
2002,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.06573,42,213,0.03237,0.09909
2002,Bavaria,Single-person household,Inexpensive,0.14084,60,200,0.09251,0.18917
2002,Bavaria,Single-person household,Reasonable,0.26778,101,200,0.20626,0.32931
2002,Bavaria,Single-person household,Slightly Expensive,0.09283,39,200,0.05251,0.13316
2002,Bavaria,Couple without children,Inexpensive,0.11886,65,188,0.07247,0.16524
2002,Bavaria,Couple without children,Reasonable,0.15553,84,188,0.10359,0.20748
2002,Bavaria,Couple without children,Slightly Expensive,0.07464,39,188,0.03697,0.11230
2002,Bavaria,Single parent,Reasonable,0.30967,38,38,0.16068,0.45865
2002,Bavaria,Couple with children,Inexpensive,0.07948,41,166,0.03821,0.12075
2002,Bavaria,Couple with children,Reasonable,0.16366,92,166,0.10720,0.22011
2002,Bavaria,Couple with children,Slightly Expensive,0.05437,33,166,0.01977,0.08897
2002,Berlin,Single-person household,Inexpensive,0.20239,40,144,0.13654,0.26825
2002,Berlin,Single-person household,Reasonable,0.35273,63,144,0.27442,0.43105
2002,Berlin,Single-person household,Slightly Expensive,0.21745,41,144,0.14983,0.28506
2002,Berlin,Couple without children,Reasonable,0.38843,38,38,0.23138,0.54548
2002,Berlin,Couple with children,Reasonable,0.41320,49,49,0.27390,0.55250
2002,Brandenburg,Couple without children,Inexpensive,0.18397,38,83,0.10010,0.26783
2002,Brandenburg,Couple without children,Reasonable,0.24803,45,83,0.15456,0.34151
2002,Brandenburg,Couple with children,Reasonable,0.24949,35,35,0.10403,0.39494
2002,Mecklenburg-Western Pomerania,Single-person household,Reasonable,0.43614,31,31,0.25868,0.61360
2002,Saxony,Single-person household,Inexpensive,0.25366,49,117,0.17448,0.33284
2002,Saxony,Single-person household,Reasonable,0.34869,68,117,0.26197,0.43541
2002,Saxony,Couple without children,Inexpensive,0.15982,47,170,0.10458,0.21507
2002,Saxony,Couple without children,Reasonable,0.27574,89,170,0.20836,0.34312
2002,Saxony,Couple without children,Slightly Expensive,0.12885,34,170,0.07834,0.17937
2002,Saxony,Couple with children,Inexpensive,0.10228,32,90,0.03932,0.16523
2002,Saxony,Couple with children,Reasonable,0.21840,58,90,0.13257,0.30424
2002,Saxony-Anhalt,Single-person household,Reasonable,0.42864,50,50,0.29008,0.56721
2002,Saxony-Anhalt,Couple without children,Reasonable,0.28572,45,45,0.15224,0.41921
2002,Thuringa,Single-person household,Reasonable,0.32347,38,38,0.17273,0.47420
2005,Schleswig-Holstein,Single-person household,Reasonable,0.36190,35,35,0.20037,0.52344
2005,Lower Saxony,Single-person household,Reasonable,0.27381,62,62,0.16191,0.38571
2005,Lower Saxony,Couple without children,Reasonable,0.12327,40,40,0.02009,0.22644
2005,Lower Saxony,Couple with children,Reasonable,0.15067,41,41,0.03981,0.26154
2005,North Rhine-Westphalia,Single-person household,Inexpensive,0.19839,106,352,0.15667,0.24011
2005,North Rhine-Westphalia,Single-person household,Reasonable,0.33205,191,352,0.28278,0.38131
2005,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.10548,55,352,0.07334,0.13761
2005,North Rhine-Westphalia,Couple without children,Inexpensive,0.10452,82,346,0.07223,0.13680
2005,North Rhine-Westphalia,Couple without children,Reasonable,0.26120,193,346,0.21485,0.30756
2005,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.09035,71,346,0.06010,0.12060
2005,North Rhine-Westphalia,Single parent,Reasonable,0.32405,42,42,0.18079,0.46731
2005,North Rhine-Westphalia,Couple with children,Inexpensive,0.11368,75,311,0.07835,0.14902
2005,North Rhine-Westphalia,Couple with children,Reasonable,0.25631,176,311,0.20771,0.30492
2005,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09040,60,311,0.05848,0.12232
2005,Hesse,Single-person household,Inexpensive,0.20043,37,99,0.12117,0.27969
2005,Hesse,Single-person household,Reasonable,0.30449,62,99,0.21338,0.39560
2005,Hesse,Couple without children,Inexpensive,0.14047,35,77,0.06235,0.21859
2005,Hesse,Couple without children,Reasonable,0.18243,42,77,0.09560,0.26925
2005,Hesse,Couple with children,Reasonable,0.18218,43,43,0.06544,0.29892
2005,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.20252,36,36,0.06938,0.33567
2005,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.16866,32,32,0.03685,0.30048
2005,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.18841,32,32,0.05075,0.32606
2005,Baden-Wuerttemberg,Single-person household,Inexpensive,0.14056,49,182,0.08993,0.19120
2005,Baden-Wuerttemberg,Single-person household,Reasonable,0.29503,94,182,0.22859,0.36147
2005,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.11200,39,182,0.06605,0.15794
2005,Baden-Wuerttemberg,Couple without children,Inexpensive,0.09545,31,115,0.04151,0.14939
2005,Baden-Wuerttemberg,Couple without children,Reasonable,0.19119,84,115,0.11900,0.26337
2005,Baden-Wuerttemberg,Single parent,Reasonable,0.38659,32,32,0.21516,0.55801
2005,Baden-Wuerttemberg,Couple with children,Inexpensive,0.11228,43,171,0.06482,0.15974
2005,Baden-Wuerttemberg,Couple with children,Reasonable,0.15951,87,171,0.10447,0.21455
2005,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.08812,41,171,0.04551,0.13074
2005,Bavaria,Single-person household,Inexpensive,0.14482,58,179,0.09312,0.19652
2005,Bavaria,Single-person household,Reasonable,0.20506,76,179,0.14575,0.26438
2005,Bavaria,Single-person household,Slightly Expensive,0.11792,45,179,0.07054,0.16530
2005,Bavaria,Couple without children,Inexpensive,0.12187,53,181,0.07408,0.16966
2005,Bavaria,Couple without children,Reasonable,0.19573,95,181,0.13777,0.25370
2005,Bavaria,Couple without children,Slightly Expensive,0.08157,33,181,0.04158,0.12155
2005,Bavaria,Couple with children,Inexpensive,0.09649,44,126,0.04472,0.14825
2005,Bavaria,Couple with children,Reasonable,0.16331,82,126,0.09851,0.22811
2005,Berlin,Single-person household,Inexpensive,0.17449,37,120,0.10630,0.24268
2005,Berlin,Single-person household,Reasonable,0.48604,83,120,0.39624,0.57584
2005,Berlin,Couple without children,Reasonable,0.36349,40,40,0.21253,0.51445
2005,Berlin,Couple with children,Reasonable,0.37052,37,37,0.21276,0.52828
2005,Brandenburg,Couple without children,Reasonable,0.29476,47,47,0.16300,0.42652
2005,Saxony,Single-person household,Inexpensive,0.21967,43,123,0.14620,0.29314
2005,Saxony,Single-person household,Reasonable,0.40086,80,123,0.31390,0.48783
2005,Saxony,Couple without children,Inexpensive,0.13541,40,161,0.08239,0.18843
2005,Saxony,Couple without children,Reasonable,0.31482,90,161,0.24285,0.38678
2005,Saxony,Couple without children,Slightly Expensive,0.12805,31,161,0.07627,0.17983
2005,Saxony,Couple with children,Reasonable,0.18095,40,40,0.06012,0.30177
2005,Saxony-Anhalt,Single-person household,Reasonable,0.47971,50,50,0.33982,0.61959
2005,Saxony-Anhalt,Couple without children,Reasonable,0.26378,35,35,0.11565,0.41191
2005,Thuringa,Single-person household,Reasonable,0.34224,42,42,0.19701,0.48747
2005,Thuringa,Couple without children,Reasonable,0.27665,33,33,0.12165,0.43165
2006,Hamburg,Single-person household,Reasonable,0.59448,43,43,0.44599,0.74297
2006,Lower Saxony,Single-person household,Inexpensive,0.16998,41,114,0.10073,0.23924
2006,Lower Saxony,Single-person household,Reasonable,0.29380,73,114,0.20982,0.37779
2006,Lower Saxony,Couple without children,Reasonable,0.15604,54,54,0.05834,0.25375
2006,Lower Saxony,Couple with children,Reasonable,0.15154,40,40,0.03900,0.26407
2006,North Rhine-Westphalia,Single-person household,Inexpensive,0.17235,104,389,0.13477,0.20993
2006,North Rhine-Westphalia,Single-person household,Reasonable,0.32159,214,389,0.27511,0.36806
2006,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.11611,71,389,0.08424,0.14799
2006,North Rhine-Westphalia,Couple without children,Inexpensive,0.10481,89,350,0.07267,0.13695
2006,North Rhine-Westphalia,Couple without children,Reasonable,0.26519,195,350,0.21887,0.31150
2006,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.07847,66,350,0.05026,0.10669
2006,North Rhine-Westphalia,Single parent,Reasonable,0.37321,50,50,0.23779,0.50864
2006,North Rhine-Westphalia,Couple with children,Inexpensive,0.11044,73,313,0.07566,0.14523
2006,North Rhine-Westphalia,Couple with children,Reasonable,0.26469,179,313,0.21574,0.31364
2006,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09306,61,313,0.06082,0.12529
2006,Hesse,Single-person household,Inexpensive,0.18028,36,124,0.11234,0.24821
2006,Hesse,Single-person household,Reasonable,0.27034,57,124,0.19185,0.34884
2006,Hesse,Single-person household,Slightly Expensive,0.14138,31,124,0.07981,0.20295
2006,Hesse,Couple without children,Inexpensive,0.12281,35,93,0.05574,0.18987
2006,Hesse,Couple without children,Reasonable,0.21109,58,93,0.12770,0.29448
2006,Hesse,Couple with children,Reasonable,0.21291,44,44,0.09055,0.33526
2006,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.22639,47,47,0.10545,0.34733
2006,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.14874,31,31,0.02140,0.27607
2006,Baden-Wuerttemberg,Single-person household,Inexpensive,0.16393,61,215,0.11433,0.21353
2006,Baden-Wuerttemberg,Single-person household,Reasonable,0.27611,107,215,0.21621,0.33601
2006,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.11880,47,215,0.07545,0.16215
2006,Baden-Wuerttemberg,Couple without children,Inexpensive,0.08103,37,119,0.03179,0.13027
2006,Baden-Wuerttemberg,Couple without children,Reasonable,0.18313,82,119,0.11334,0.25291
2006,Baden-Wuerttemberg,Single parent,Reasonable,0.38435,36,36,0.22319,0.54550
2006,Baden-Wuerttemberg,Couple with children,Inexpensive,0.10671,47,175,0.06083,0.15258
2006,Baden-Wuerttemberg,Couple with children,Reasonable,0.20914,91,175,0.14871,0.26957
2006,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.07298,37,175,0.03434,0.11163
2006,Bavaria,Single-person household,Inexpensive,0.11756,55,211,0.07400,0.16113
2006,Bavaria,Single-person household,Reasonable,0.24987,107,211,0.19131,0.30842
2006,Bavaria,Single-person household,Slightly Expensive,0.12376,49,211,0.07922,0.16830
2006,Bavaria,Couple without children,Inexpensive,0.11046,49,192,0.06600,0.15491
2006,Bavaria,Couple without children,Reasonable,0.17301,98,192,0.11937,0.22666
2006,Bavaria,Couple without children,Slightly Expensive,0.10253,45,192,0.05951,0.14555
2006,Bavaria,Couple with children,Inexpensive,0.10485,38,148,0.05532,0.15438
2006,Bavaria,Couple with children,Reasonable,0.13250,76,148,0.07769,0.18731
2006,Bavaria,Couple with children,Slightly Expensive,0.07073,34,148,0.02929,0.11218
2006,Berlin,Single-person household,Inexpensive,0.21669,39,132,0.14614,0.28724
2006,Berlin,Single-person household,Reasonable,0.31738,55,132,0.23767,0.39709
2006,Berlin,Single-person household,Slightly Expensive,0.22059,38,132,0.14959,0.29160
2006,Berlin,Couple without children,Inexpensive,0.25159,37,80,0.15591,0.34728
2006,Berlin,Couple without children,Reasonable,0.29111,43,80,0.19094,0.39129
2006,Brandenburg,Single-person household,Reasonable,0.30961,48,48,0.17743,0.44179
2006,Brandenburg,Couple without children,Reasonable,0.28401,46,46,0.15226,0.41577
2006,Saxony,Single-person household,Inexpensive,0.17022,43,143,0.10841,0.23204
2006,Saxony,Single-person household,Reasonable,0.41838,100,143,0.33725,0.49952
2006,Saxony,Couple without children,Inexpensive,0.14305,40,171,0.09041,0.19568
2006,Saxony,Couple without children,Reasonable,0.30666,93,171,0.23734,0.37597
2006,Saxony,Couple without children,Slightly Expensive,0.13525,38,171,0.08384,0.18666
2006,Saxony,Couple with children,Reasonable,0.17665,41,41,0.05846,0.29484
2006,Saxony-Anhalt,Single-person household,Reasonable,0.49642,58,58,0.36662,0.62622
2006,Saxony-Anhalt,Couple without children,Reasonable,0.22006,31,31,0.07181,0.36831
2006,Thuringa,Single-person household,Reasonable,0.28707,45,45,0.15340,0.42074
2007,Schleswig-Holstein,Single-person household,Reasonable,0.32680,32,32,0.16168,0.49191
2007,Lower Saxony,Single-person household,Inexpensive,0.15063,35,105,0.08189,0.21938
2007,Lower Saxony,Single-person household,Reasonable,0.27381,70,105,0.18811,0.35951
2007,Lower Saxony,Couple without children,Reasonable,0.15148,44,44,0.04432,0.25864
2007,Lower Saxony,Couple with children,Reasonable,0.11753,34,34,0.00765,0.22741
2007,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.05851,32,378,0.03482,0.08220
2007,North Rhine-Westphalia,Single-person household,Inexpensive,0.15833,91,378,0.12148,0.19518
2007,North Rhine-Westphalia,Single-person household,Reasonable,0.34953,200,378,0.30140,0.39767
2007,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.08514,55,378,0.05697,0.11332
2007,North Rhine-Westphalia,Couple without children,Inexpensive,0.09469,75,313,0.06220,0.12718
2007,North Rhine-Westphalia,Couple without children,Reasonable,0.24765,185,313,0.19976,0.29555
2007,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.07865,53,313,0.04878,0.10852
2007,North Rhine-Westphalia,Single parent,Reasonable,0.35227,43,43,0.20781,0.49674
2007,North Rhine-Westphalia,Couple with children,Inexpensive,0.10911,68,286,0.07291,0.14531
2007,North Rhine-Westphalia,Couple with children,Reasonable,0.21659,154,286,0.16876,0.26441
2007,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.10889,64,286,0.07272,0.14505
2007,Hesse,Single-person household,Inexpensive,0.20299,33,94,0.12124,0.28474
2007,Hesse,Single-person household,Reasonable,0.30649,61,94,0.21279,0.40019
2007,Hesse,Couple without children,Inexpensive,0.12007,32,79,0.04793,0.19220
2007,Hesse,Couple without children,Reasonable,0.19537,47,79,0.10738,0.28337
2007,Hesse,Couple with children,Reasonable,0.17024,42,42,0.05520,0.28529
2007,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.25924,50,50,0.13654,0.38195
2007,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.21147,31,31,0.06534,0.35759
2007,Baden-Wuerttemberg,Single-person household,Inexpensive,0.14957,53,198,0.09977,0.19937
2007,Baden-Wuerttemberg,Single-person household,Reasonable,0.28782,103,198,0.22459,0.35104
2007,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.10353,42,198,0.06099,0.14607
2007,Baden-Wuerttemberg,Couple without children,Inexpensive,0.06981,35,103,0.02036,0.11926
2007,Baden-Wuerttemberg,Couple without children,Reasonable,0.19259,68,103,0.11606,0.26911
2007,Baden-Wuerttemberg,Single parent,Reasonable,0.42706,37,37,0.26548,0.58865
2007,Baden-Wuerttemberg,Couple with children,Inexpensive,0.09213,37,120,0.04017,0.14410
2007,Baden-Wuerttemberg,Couple with children,Reasonable,0.18810,83,120,0.11789,0.25832
2007,Bavaria,Single-person household,Inexpensive,0.11139,52,205,0.06822,0.15456
2007,Bavaria,Single-person household,Reasonable,0.26798,113,205,0.20720,0.32876
2007,Bavaria,Single-person household,Slightly Expensive,0.08928,40,205,0.05015,0.12840
2007,Bavaria,Couple without children,Inexpensive,0.10247,42,169,0.05661,0.14833
2007,Bavaria,Couple without children,Reasonable,0.18251,88,169,0.12410,0.24092
2007,Bavaria,Couple without children,Slightly Expensive,0.07646,39,169,0.03627,0.11664
2007,Bavaria,Couple with children,Inexpensive,0.08627,45,155,0.04193,0.13062
2007,Bavaria,Couple with children,Reasonable,0.16633,78,155,0.10751,0.22514
2007,Bavaria,Couple with children,Slightly Expensive,0.06580,32,155,0.02664,0.10496
2007,Berlin,Single-person household,Inexpensive,0.20788,35,118,0.13435,0.28142
2007,Berlin,Single-person household,Reasonable,0.29561,49,118,0.21292,0.37829
2007,Berlin,Single-person household,Slightly Expensive,0.21154,34,118,0.13754,0.28555
2007,Berlin,Couple without children,Reasonable,0.26979,39,39,0.12867,0.41092
2007,Berlin,Couple with children,Reasonable,0.38239,34,34,0.21658,0.54820
2007,Brandenburg,Single-person household,Reasonable,0.33409,46,46,0.19628,0.47190
2007,Brandenburg,Couple without children,Reasonable,0.21071,34,34,0.07157,0.34985
2007,Saxony,Single-person household,Inexpensive,0.18399,45,141,0.11980,0.24817
2007,Saxony,Single-person household,Reasonable,0.40843,96,141,0.32701,0.48986
2007,Saxony,Couple without children,Inexpensive,0.13108,43,158,0.07829,0.18387
2007,Saxony,Couple without children,Reasonable,0.30511,82,158,0.23308,0.37714
2007,Saxony,Couple without children,Slightly Expensive,0.11610,33,158,0.06599,0.16621
2007,Saxony,Couple with children,Reasonable,0.19045,37,37,0.06218,0.31872
2007,Saxony-Anhalt,Single-person household,Reasonable,0.48146,54,54,0.34693,0.61598
2007,Thuringa,Single-person household,Reasonable,0.28525,42,42,0.14704,0.42347
2007,Thuringa,Couple without children,Reasonable,0.18886,33,33,0.05325,0.32447
2008,Schleswig-Holstein,Single-person household,Reasonable,0.39056,36,36,0.22893,0.55219
2008,Hamburg,Single-person household,Reasonable,0.39091,31,31,0.21629,0.56552
2008,Lower Saxony,Single-person household,Inexpensive,0.14080,36,98,0.07158,0.21001
2008,Lower Saxony,Single-person household,Reasonable,0.26694,62,98,0.17891,0.35497
2008,Lower Saxony,Couple without children,Reasonable,0.16655,51,51,0.06328,0.26982
2008,North Rhine-Westphalia,Single-person household,Inexpensive,0.17341,85,319,0.13180,0.21502
2008,North Rhine-Westphalia,Single-person household,Reasonable,0.32120,184,319,0.26988,0.37252
2008,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.09255,50,319,0.06070,0.12440
2008,North Rhine-Westphalia,Couple without children,Inexpensive,0.09871,73,299,0.06484,0.13258
2008,North Rhine-Westphalia,Couple without children,Reasonable,0.25054,169,299,0.20134,0.29974
2008,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.08713,57,299,0.05511,0.11915
2008,North Rhine-Westphalia,Single parent,Reasonable,0.36845,44,44,0.22427,0.51263
2008,North Rhine-Westphalia,Couple with children,Inexpensive,0.08621,55,253,0.05156,0.12087
2008,North Rhine-Westphalia,Couple with children,Reasonable,0.23745,146,253,0.18491,0.28999
2008,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09583,52,253,0.05949,0.13218
2008,Hesse,Single-person household,Inexpensive,0.19780,34,76,0.10764,0.28795
2008,Hesse,Single-person household,Reasonable,0.26670,42,76,0.16661,0.36678
2008,Hesse,Couple without children,Inexpensive,0.14451,32,76,0.06493,0.22408
2008,Hesse,Couple without children,Reasonable,0.19460,44,76,0.10500,0.28419
2008,Hesse,Couple with children,Reasonable,0.14259,33,33,0.02144,0.26373
2008,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.17147,35,35,0.04477,0.29817
2008,Baden-Wuerttemberg,Single-person household,Inexpensive,0.14806,51,184,0.09660,0.19951
2008,Baden-Wuerttemberg,Single-person household,Reasonable,0.26400,100,184,0.20014,0.32787
2008,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.11029,33,184,0.06491,0.15568
2008,Baden-Wuerttemberg,Couple without children,Inexpensive,0.09327,36,103,0.03683,0.14970
2008,Baden-Wuerttemberg,Couple without children,Reasonable,0.18007,67,103,0.10550,0.25464
2008,Baden-Wuerttemberg,Couple with children,Inexpensive,0.07268,32,127,0.02735,0.11801
2008,Baden-Wuerttemberg,Couple with children,Reasonable,0.14642,59,127,0.08469,0.20815
2008,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.08715,36,127,0.03790,0.13640
2008,Bavaria,Single-person household,Inexpensive,0.15899,69,206,0.10894,0.20905
2008,Bavaria,Single-person household,Reasonable,0.25214,97,206,0.19270,0.31159
2008,Bavaria,Single-person household,Slightly Expensive,0.08361,40,206,0.04572,0.12151
2008,Bavaria,Couple without children,Inexpensive,0.13436,47,134,0.07640,0.19232
2008,Bavaria,Couple without children,Reasonable,0.17057,87,134,0.10664,0.23449
2008,Bavaria,Couple with children,Inexpensive,0.09489,48,98,0.03657,0.15321
2008,Bavaria,Couple with children,Reasonable,0.10994,50,98,0.04768,0.17219
2008,Berlin,Single-person household,Inexpensive,0.19987,34,95,0.11902,0.28071
2008,Berlin,Single-person household,Reasonable,0.33108,61,95,0.23594,0.42621
2008,Berlin,Couple without children,Reasonable,0.29617,44,44,0.15971,0.43264
2008,Berlin,Couple with children,Reasonable,0.48520,32,32,0.30927,0.66114
2008,Brandenburg,Single-person household,Reasonable,0.31716,42,42,0.17471,0.45961
2008,Brandenburg,Couple without children,Reasonable,0.21617,33,33,0.07355,0.35880
2008,Saxony,Single-person household,Inexpensive,0.16333,35,129,0.09929,0.22737
2008,Saxony,Single-person household,Reasonable,0.39647,94,129,0.31173,0.48121
2008,Saxony,Couple without children,Inexpensive,0.16889,43,162,0.11102,0.22676
2008,Saxony,Couple without children,Reasonable,0.31343,85,162,0.24177,0.38509
2008,Saxony,Couple without children,Slightly Expensive,0.12185,34,162,0.07132,0.17238
2008,Saxony,Couple with children,Reasonable,0.16196,34,34,0.03626,0.28766
2008,Saxony-Anhalt,Single-person household,Reasonable,0.45792,50,50,0.31841,0.59742
2008,Thuringa,Single-person household,Reasonable,0.30049,43,43,0.16183,0.43915
2008,Thuringa,Couple without children,Reasonable,0.21943,35,35,0.08032,0.35854
