year,bula_h,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Baden-Wuerttemberg,Couple with children,Inexpensive,0.11288,57,221,0.07106,0.15470
1988,Baden-Wuerttemberg,Couple with children,Reasonable,0.20727,124,221,0.15371,0.26084
1988,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.04112,40,221,0.01488,0.06736
1988,Bavaria,Single-person household,Inexpensive,0.21635,37,89,0.13032,0.30238
1988,Bavaria,Single-person household,Reasonable,0.27509,52,89,0.18178,0.36839
1988,Bavaria,Couple without children,Inexpensive,0.17660,32,74,0.08912,0.26408
1988,Bavaria,Couple without children,Reasonable,0.22199,42,74,0.12665,0.31732
1988,Bavaria,Couple with children,Inexpensive,0.11264,52,119,0.05560,0.16969
1988,Bavaria,Couple with children,Reasonable,0.12643,67,119,0.06647,0.18640
1988,Berlin,Single-person household,Reasonable,0.44448,31,31,0.26666,0.62230
1989,Lower Saxony,Single-person household,Reasonable,0.33229,34,34,0.17158,0.49301
1989,Lower Saxony,Couple without children,Reasonable,0.25268,40,40,0.11629,0.38906
1989,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.12066,31,175,0.07226,0.16905
1989,North Rhine-Westphalia,Single-person household,Inexpensive,0.19494,55,175,0.13608,0.25381
1989,North Rhine-Westphalia,Single-person household,Reasonable,0.33679,89,175,0.26657,0.40702
1989,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.10702,31,183,0.06211,0.15193
1989,North Rhine-Westphalia,Couple without children,Inexpensive,0.20023,63,183,0.14209,0.25836
1989,North Rhine-Westphalia,Couple without children,Reasonable,0.27765,89,183,0.21259,0.34272
1989,North Rhine-Westphalia,Couple with children,Inexpensive,0.18204,101,299,0.13822,0.22585
1989,North Rhine-Westphalia,Couple with children,Reasonable,0.20602,141,299,0.16010,0.25194
1989,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.06756,57,299,0.03906,0.09606
1989,Hesse,Couple with children,Inexpensive,0.16955,38,96,0.09410,0.24501
1989,Hesse,Couple with children,Reasonable,0.22684,58,96,0.14263,0.31106
1989,Baden-Wuerttemberg,Single-person household,Inexpensive,0.19464,33,71,0.10189,0.28739
1989,Baden-Wuerttemberg,Single-person household,Reasonable,0.22143,38,71,0.12416,0.31870
1989,Baden-Wuerttemberg,Couple without children,Inexpensive,0.18216,44,76,0.09481,0.26952
1989,Baden-Wuerttemberg,Couple without children,Reasonable,0.11257,32,76,0.04104,0.18410
1989,Baden-Wuerttemberg,Couple with children,Inexpensive,0.14182,69,206,0.09406,0.18958
1989,Baden-Wuerttemberg,Couple with children,Reasonable,0.14903,92,206,0.10028,0.19777
1989,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.05331,45,206,0.02256,0.08406
1989,Bavaria,Single-person household,Inexpensive,0.22137,40,100,0.13959,0.30315
1989,Bavaria,Single-person household,Reasonable,0.32948,60,100,0.23690,0.42207
1989,Bavaria,Couple without children,Reasonable,0.15886,35,35,0.03599,0.28173
1989,Bavaria,Couple with children,Inexpensive,0.10209,55,120,0.04769,0.15649
1989,Bavaria,Couple with children,Reasonable,0.16926,65,120,0.10189,0.23663
1989,Berlin,Single-person household,Reasonable,0.54748,35,35,0.38017,0.71479
1990,Lower Saxony,Single-person household,Reasonable,0.34244,40,40,0.19351,0.49137
1990,Lower Saxony,Couple without children,Reasonable,0.19351,32,32,0.05444,0.33258
1990,North Rhine-Westphalia,Single-person household,Inexpensive,0.17873,51,142,0.11549,0.24197
1990,North Rhine-Westphalia,Single-person household,Reasonable,0.37083,91,142,0.29111,0.45056
1990,North Rhine-Westphalia,Couple without children,Inexpensive,0.23329,76,169,0.16934,0.29725
1990,North Rhine-Westphalia,Couple without children,Reasonable,0.29839,93,169,0.22920,0.36758
1990,North Rhine-Westphalia,Couple with children,Inexpensive,0.17968,100,275,0.13422,0.22514
1990,North Rhine-Westphalia,Couple with children,Reasonable,0.20571,129,275,0.15785,0.25357
1990,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.06141,46,275,0.03298,0.08984
1990,Hesse,Couple with children,Inexpensive,0.19277,49,98,0.11427,0.27128
1990,Hesse,Couple with children,Reasonable,0.19464,49,98,0.11585,0.27343
1990,Baden-Wuerttemberg,Single-person household,Inexpensive,0.19504,31,66,0.09871,0.29137
1990,Baden-Wuerttemberg,Single-person household,Reasonable,0.22736,35,66,0.12546,0.32925
1990,Baden-Wuerttemberg,Couple without children,Reasonable,0.15409,39,39,0.03930,0.26888
1990,Baden-Wuerttemberg,Couple with children,Inexpensive,0.17075,76,202,0.11873,0.22277
1990,Baden-Wuerttemberg,Couple with children,Reasonable,0.15463,92,202,0.10464,0.20461
1990,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.03494,34,202,0.00956,0.06033
1990,Bavaria,Single-person household,Inexpensive,0.25127,49,92,0.16215,0.34039
1990,Bavaria,Single-person household,Reasonable,0.22289,43,92,0.13738,0.30840
1990,Bavaria,Couple without children,Inexpensive,0.12910,32,71,0.05055,0.20765
1990,Bavaria,Couple without children,Reasonable,0.18964,39,71,0.09780,0.28147
1990,Bavaria,Couple with children,Inexpensive,0.14291,62,120,0.08003,0.20579
1990,Bavaria,Couple with children,Reasonable,0.14712,58,120,0.08347,0.21076
1990,Berlin,Single-person household,Reasonable,0.42850,44,44,0.28059,0.57641
1990,Berlin,Couple with children,Inexpensive,0.24331,31,94,0.15610,0.33052
1990,Berlin,Couple with children,Reasonable,0.43636,63,94,0.33557,0.53715
1990,Brandenburg,Couple with children,Inexpensive,0.23313,43,82,0.14105,0.32521
1990,Brandenburg,Couple with children,Reasonable,0.20705,39,82,0.11881,0.29529
1990,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.27449,35,35,0.12448,0.42449
1990,Saxony,Single-person household,Reasonable,0.32801,31,31,0.16000,0.49601
1990,Saxony,Couple without children,Very Inexpensive,0.20783,35,120,0.13492,0.28073
1990,Saxony,Couple without children,Inexpensive,0.26906,42,120,0.18938,0.34874
1990,Saxony,Couple without children,Reasonable,0.26277,43,120,0.18369,0.34185
1990,Saxony,Couple with children,Very Inexpensive,0.18401,59,220,0.13269,0.23533
1990,Saxony,Couple with children,Inexpensive,0.22176,72,220,0.16674,0.27678
1990,Saxony,Couple with children,Reasonable,0.28879,89,220,0.22876,0.34881
1990,Saxony-Anhalt,Couple with children,Very Inexpensive,0.15360,35,116,0.08770,0.21950
1990,Saxony-Anhalt,Couple with children,Inexpensive,0.20449,43,116,0.13077,0.27821
1990,Saxony-Anhalt,Couple with children,Reasonable,0.18305,38,116,0.11237,0.25373
1990,Thuringa,Couple with children,Inexpensive,0.19711,31,63,0.09808,0.29613
1990,Thuringa,Couple with children,Reasonable,0.17484,32,63,0.08029,0.26938
1991,Lower Saxony,Single-person household,Reasonable,0.45453,47,47,0.31063,0.59842
1991,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.12413,32,182,0.07609,0.17217
1991,North Rhine-Westphalia,Single-person household,Inexpensive,0.20555,56,182,0.14668,0.26442
1991,North Rhine-Westphalia,Single-person household,Reasonable,0.34235,94,182,0.27322,0.41147
1991,North Rhine-Westphalia,Couple without children,Inexpensive,0.24846,83,161,0.18150,0.31541
1991,North Rhine-Westphalia,Couple without children,Reasonable,0.23873,78,161,0.17267,0.30479
1991,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.07525,40,308,0.04575,0.10476
1991,North Rhine-Westphalia,Couple with children,Inexpensive,0.17294,100,308,0.13063,0.21524
1991,North Rhine-Westphalia,Couple with children,Reasonable,0.19050,129,308,0.14657,0.23443
1991,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.04754,39,308,0.02374,0.07134
1991,Hesse,Couple without children,Inexpensive,0.19561,31,31,0.05367,0.33756
1991,Hesse,Couple with children,Inexpensive,0.13347,34,84,0.06030,0.20663
1991,Hesse,Couple with children,Reasonable,0.18452,50,84,0.10107,0.26798
1991,Baden-Wuerttemberg,Single-person household,Reasonable,0.21151,34,34,0.07218,0.35085
1991,Baden-Wuerttemberg,Couple without children,Inexpensive,0.16434,37,70,0.07690,0.25178
1991,Baden-Wuerttemberg,Couple without children,Reasonable,0.14855,33,70,0.06464,0.23247
1991,Baden-Wuerttemberg,Couple with children,Inexpensive,0.13276,71,201,0.08573,0.17979
1991,Baden-Wuerttemberg,Couple with children,Reasonable,0.16571,96,201,0.11418,0.21725
1991,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.05034,34,201,0.02003,0.08064
1991,Bavaria,Single-person household,Inexpensive,0.23885,43,86,0.14821,0.32950
1991,Bavaria,Single-person household,Reasonable,0.26002,43,86,0.16677,0.35327
1991,Bavaria,Couple without children,Inexpensive,0.14706,35,71,0.06409,0.23003
1991,Bavaria,Couple without children,Reasonable,0.14255,36,71,0.06064,0.22445
1991,Bavaria,Couple with children,Inexpensive,0.11653,50,106,0.05516,0.17790
1991,Bavaria,Couple with children,Reasonable,0.10158,56,106,0.04380,0.15936
1991,Berlin,Single-person household,Reasonable,0.42681,35,35,0.26055,0.59307
1991,Berlin,Couple with children,Inexpensive,0.34515,36,81,0.24097,0.44933
1991,Berlin,Couple with children,Reasonable,0.35205,45,81,0.24739,0.45671
1991,Brandenburg,Couple with children,Inexpensive,0.34560,54,54,0.21756,0.47363
1991,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.23391,31,31,0.08243,0.38539
1991,Saxony,Single-person household,Inexpensive,0.39533,33,33,0.22593,0.56473
1991,Saxony,Couple without children,Very Inexpensive,0.23806,37,80,0.14414,0.33197
1991,Saxony,Couple without children,Inexpensive,0.29053,43,80,0.19041,0.39064
1991,Saxony,Couple with children,Very Inexpensive,0.23051,70,201,0.17214,0.28887
1991,Saxony,Couple with children,Inexpensive,0.24998,71,201,0.18997,0.30999
1991,Saxony,Couple with children,Reasonable,0.21230,60,201,0.15563,0.26898
1991,Saxony-Anhalt,Single-person household,Inexpensive,0.57771,31,31,0.40096,0.75446
1991,Saxony-Anhalt,Couple with children,Very Inexpensive,0.20797,45,89,0.12317,0.29277
1991,Saxony-Anhalt,Couple with children,Inexpensive,0.24044,44,89,0.15115,0.32973
1991,Thuringa,Couple with children,Inexpensive,0.20090,33,33,0.06207,0.33972
1992,Lower Saxony,Single-person household,Reasonable,0.42071,43,43,0.27141,0.57001
1992,Lower Saxony,Couple with children,Reasonable,0.13315,33,33,0.01544,0.25086
1992,North Rhine-Westphalia,Single-person household,Inexpensive,0.23512,73,158,0.16878,0.30146
1992,North Rhine-Westphalia,Single-person household,Reasonable,0.34876,85,158,0.27421,0.42331
1992,North Rhine-Westphalia,Couple without children,Inexpensive,0.22845,71,152,0.16149,0.29542
1992,North Rhine-Westphalia,Couple without children,Reasonable,0.22601,81,152,0.15930,0.29272
1992,North Rhine-Westphalia,Couple with children,Inexpensive,0.16450,100,261,0.11944,0.20956
1992,North Rhine-Westphalia,Couple with children,Reasonable,0.18206,123,261,0.13515,0.22897
1992,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.04067,38,261,0.01666,0.06468
1992,Hesse,Couple without children,Inexpensive,0.18358,33,33,0.04944,0.31772
1992,Hesse,Couple with children,Inexpensive,0.13816,35,79,0.06158,0.21474
1992,Hesse,Couple with children,Reasonable,0.16447,44,79,0.08220,0.24674
1992,Baden-Wuerttemberg,Single-person household,Inexpensive,0.18754,34,34,0.05436,0.32072
1992,Baden-Wuerttemberg,Couple without children,Inexpensive,0.15495,32,72,0.07078,0.23912
1992,Baden-Wuerttemberg,Couple without children,Reasonable,0.12556,40,72,0.04848,0.20263
1992,Baden-Wuerttemberg,Couple with children,Inexpensive,0.14984,72,153,0.09310,0.20659
1992,Baden-Wuerttemberg,Couple with children,Reasonable,0.13400,81,153,0.07985,0.18816
1992,Bavaria,Single-person household,Inexpensive,0.25592,49,49,0.13247,0.37937
1992,Bavaria,Couple without children,Inexpensive,0.13978,34,79,0.06282,0.21673
1992,Bavaria,Couple without children,Reasonable,0.16131,45,79,0.07968,0.24293
1992,Bavaria,Couple with children,Inexpensive,0.11275,50,105,0.05197,0.17354
1992,Bavaria,Couple with children,Reasonable,0.11215,55,105,0.05150,0.17280
1992,Berlin,Single-person household,Reasonable,0.45887,39,39,0.30044,0.61731
1992,Berlin,Couple without children,Reasonable,0.37901,32,32,0.20823,0.54979
1992,Berlin,Couple with children,Reasonable,0.44700,54,54,0.31314,0.58085
1992,Brandenburg,Couple with children,Reasonable,0.25861,40,74,0.15817,0.35906
1992,Brandenburg,Couple with children,Slightly Expensive,0.22731,34,74,0.13117,0.32345
1992,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.33420,37,37,0.18011,0.48830
1992,Saxony,Single-person household,Reasonable,0.38777,35,35,0.22399,0.55155
1992,Saxony,Couple without children,Reasonable,0.41930,66,98,0.32110,0.51750
1992,Saxony,Couple without children,Slightly Expensive,0.22553,32,98,0.14236,0.30870
1992,Saxony,Couple with children,Reasonable,0.36735,103,144,0.28834,0.44637
1992,Saxony,Couple with children,Slightly Expensive,0.14713,41,144,0.08907,0.20519
1992,Saxony-Anhalt,Couple without children,Reasonable,0.38946,36,36,0.22791,0.55101
1992,Saxony-Anhalt,Couple with children,Reasonable,0.30064,54,87,0.20373,0.39756
1992,Saxony-Anhalt,Couple with children,Slightly Expensive,0.16623,33,87,0.08755,0.24492
1992,Thuringa,Couple with children,Reasonable,0.30182,45,45,0.16618,0.43746
1993,Lower Saxony,Single-person household,Reasonable,0.39056,42,42,0.24122,0.53990
1993,North Rhine-Westphalia,Single-person household,Inexpensive,0.23266,69,160,0.16698,0.29834
1993,North Rhine-Westphalia,Single-person household,Reasonable,0.32710,91,160,0.25417,0.40002
1993,North Rhine-Westphalia,Couple without children,Inexpensive,0.19154,61,150,0.12836,0.25473
1993,North Rhine-Westphalia,Couple without children,Reasonable,0.25544,89,150,0.18541,0.32546
1993,North Rhine-Westphalia,Couple with children,Inexpensive,0.16447,107,266,0.11984,0.20911
1993,North Rhine-Westphalia,Couple with children,Reasonable,0.17148,112,266,0.12610,0.21686
1993,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.04705,47,266,0.02156,0.07255
1993,Hesse,Couple without children,Inexpensive,0.26996,45,45,0.13879,0.40114
1993,Hesse,Couple with children,Reasonable,0.17853,41,41,0.05985,0.29720
1993,Baden-Wuerttemberg,Single-person household,Inexpensive,0.21615,39,74,0.12173,0.31058
1993,Baden-Wuerttemberg,Single-person household,Reasonable,0.17055,35,74,0.08427,0.25683
1993,Baden-Wuerttemberg,Couple without children,Inexpensive,0.20973,42,76,0.11759,0.30187
1993,Baden-Wuerttemberg,Couple without children,Reasonable,0.10339,34,76,0.03449,0.17230
1993,Baden-Wuerttemberg,Couple with children,Inexpensive,0.08742,53,147,0.04161,0.13324
1993,Baden-Wuerttemberg,Couple with children,Reasonable,0.13897,94,147,0.08286,0.19509
1993,Bavaria,Single-person household,Inexpensive,0.21311,41,87,0.12656,0.29966
1993,Bavaria,Single-person household,Reasonable,0.22007,46,87,0.13251,0.30764
1993,Bavaria,Couple without children,Inexpensive,0.13654,37,80,0.06082,0.21226
1993,Bavaria,Couple without children,Reasonable,0.19033,43,80,0.10377,0.27690
1993,Bavaria,Couple with children,Inexpensive,0.12498,50,109,0.06261,0.18735
1993,Bavaria,Couple with children,Reasonable,0.12727,59,109,0.06441,0.19013
1993,Berlin,Single-person household,Reasonable,0.38100,35,35,0.21776,0.54424
1993,Berlin,Couple with children,Reasonable,0.36874,46,46,0.22778,0.50971
1993,Brandenburg,Couple with children,Reasonable,0.29321,35,67,0.18338,0.40304
1993,Brandenburg,Couple with children,Slightly Expensive,0.19016,32,67,0.09548,0.28484
1993,Saxony,Single-person household,Reasonable,0.48878,39,39,0.32984,0.64772
