year,pgisced97,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1985,vocational + Abi,1. Quintil,1.5012328598321945,1.2571684643466172,1.7452972553177717,0.0,0.0,1.0794627267689099,0.0,2.6986568169222744,0.0,0.0,0.0,142.0
1985,vocational + Abi,2. Quintil,0.9683942270707817,0.5797069736358978,1.3570814805056655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1985,vocational + Abi,3. Quintil,0.46057897293893063,0.22283185152373744,0.6983260943541238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
1985,vocational + Abi,4. Quintil,,,,,,,,,,,,
1985,vocational + Abi,5. Quintil,,,,,,,,,,,,
1985,higher vocational,1. Quintil,1.7100943164566353,1.493862079953246,1.9263265529600246,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,221.0
1985,higher vocational,2. Quintil,1.1818877602295008,1.0140207824378118,1.3497547380211898,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,213.0
1985,higher vocational,3. Quintil,0.8773315172611791,0.6492321014402838,1.1054309330820744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
1985,higher vocational,4. Quintil,0.4012480534968437,0.23418457932906558,0.5683115276646219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
1985,higher vocational,5. Quintil,,,,,,,,,,,,
1985,higher education,1. Quintil,1.5505759679198285,1.3484818868667658,1.7526700489728912,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,178.0
1985,higher education,2. Quintil,1.8072389283525017,1.5989202773747715,2.015557579330232,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0,220.0
1985,higher education,3. Quintil,1.08929789150182,0.9230467328948082,1.255549050108832,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,186.0
1985,higher education,4. Quintil,0.6805168430698473,0.44767724380565954,0.913356442334035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
1985,higher education,5. Quintil,0.5041356008753831,0.30664475747005876,0.7016264442807074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
1986,-5,-6,,,,,,,,,,,,
1986,-1,-6,,,,,,,,,,,,
1986,-1,1. Quintil,1.0999875193223174,0.795629945340778,1.4043450933038568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
1986,-1,2. Quintil,,,,,,,,,,,,
1986,-1,3. Quintil,,,,,,,,,,,,
1986,-1,4. Quintil,,,,,,,,,,,,
1986,-1,5. Quintil,,,,,,,,,,,,
1986,in school,-6,,,,,,,,,,,,
1986,in school,1. Quintil,0.06667513912707057,0.019669823199786246,0.1136804550543549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
1986,in school,2. Quintil,,,,,,,,,,,,
1986,in school,3. Quintil,,,,,,,,,,,,
1986,in school,4. Quintil,,,,,,,,,,,,
1986,inadequately,-6,,,,,,,,,,,,
1986,inadequately,1. Quintil,1.8720496912797346,1.7300289554165293,2.01407042714294,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,527.0
1986,inadequately,2. Quintil,1.242641440282414,1.027268330975702,1.458014549589126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0
1986,inadequately,3. Quintil,0.3896895240632641,0.17734498220470238,0.6020340659218258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
1986,inadequately,4. Quintil,,,,,,,,,,,,
1986,general elemantary,-6,,,,,,,,,,,,
1986,general elemantary,1. Quintil,0.9196300218082507,0.8636601595992636,0.9755998840172379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816.0
1986,general elemantary,2. Quintil,0.7131216711476147,0.6265829145745885,0.7996604277206409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
1986,general elemantary,3. Quintil,0.31539671342815917,0.22596045099071724,0.4048329758656011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0
1986,general elemantary,4. Quintil,0.2514616240776759,0.03416383200871925,0.4687594161466326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
1986,general elemantary,5. Quintil,,,,,,,,,,,,
1986,middle vocational,-6,,,,,,,,,,,,
1986,middle vocational,1. Quintil,1.4101076762761073,1.3512827871782738,1.468932565373941,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,2437.0
1986,middle vocational,2. Quintil,0.935223672279701,0.8768554470159512,0.9935918975434509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0
1986,middle vocational,3. Quintil,0.7308991894484781,0.6521239239865553,0.8096744549104009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0
1986,middle vocational,4. Quintil,0.4391650245540097,0.3227796130800782,0.5555504360279412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0
1986,middle vocational,5. Quintil,0.6726320192451536,0.42172703249465876,0.9235370059956485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
1986,vocational + Abi,1. Quintil,1.6515187250626853,1.394203196452116,1.9088342536732545,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,147.0
1986,vocational + Abi,2. Quintil,0.8918817476266092,0.5915635690216543,1.1921999262315641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
1986,vocational + Abi,3. Quintil,0.5251462118430666,0.22286858598635967,0.8274238376997736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
1986,vocational + Abi,4. Quintil,,,,,,,,,,,,
1986,vocational + Abi,5. Quintil,,,,,,,,,,,,
1986,higher vocational,1. Quintil,1.742985785635316,1.531587728856194,1.9543838424144377,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,217.0
1986,higher vocational,2. Quintil,1.1425657774867783,0.9689076836555645,1.3162238713179923,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,186.0
1986,higher vocational,3. Quintil,1.3083134037899542,1.0174391549375232,1.5991876526423852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
1986,higher vocational,4. Quintil,0.6878043840380598,0.42429728671822353,0.951311481357896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
1986,higher vocational,5. Quintil,,,,,,,,,,,,
1986,higher education,1. Quintil,1.6406428701881224,1.405057670094308,1.8762280702819367,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,169.0
1986,higher education,2. Quintil,1.595702161868115,1.3969401026459147,1.7944642210903154,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,195.0
1986,higher education,3. Quintil,1.4313772444548356,1.2125332759593834,1.6502212129502878,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,187.0
1986,higher education,4. Quintil,0.7798507410924194,0.557973897637221,1.0017275845476177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
1986,higher education,5. Quintil,0.6213365491417397,0.3631969991639273,0.8794760991195523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
1987,-5,-6,,,,,,,,,,,,
1987,-5,1. Quintil,,,,,,,,,,,,
1987,-5,2. Quintil,,,,,,,,,,,,
1987,-1,-6,,,,,,,,,,,,
1987,-1,1. Quintil,1.1387907266835677,0.838609193853213,1.4389722595139225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
1987,-1,2. Quintil,,,,,,,,,,,,
1987,-1,3. Quintil,,,,,,,,,,,,
1987,-1,4. Quintil,,,,,,,,,,,,
1987,-1,5. Quintil,,,,,,,,,,,,
1987,in school,-6,,,,,,,,,,,,
1987,in school,1. Quintil,0.015145682560865027,-0.0019613675380384926,0.032252732659768545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
1987,in school,2. Quintil,0.023079725271952324,-0.0006950940144744844,0.04685454455837913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
1987,in school,3. Quintil,,,,,,,,,,,,
1987,in school,4. Quintil,,,,,,,,,,,,
1987,in school,5. Quintil,,,,,,,,,,,,
1987,inadequately,-6,,,,,,,,,,,,
1987,inadequately,1. Quintil,2.3546158603707563,2.190364464626137,2.5188672561153758,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,477.0
1987,inadequately,2. Quintil,1.107096903541625,0.9515848949918013,1.2626089120914485,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,189.0
1987,inadequately,3. Quintil,0.36898827444633653,0.19543619016536012,0.542540358727313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
1987,inadequately,4. Quintil,,,,,,,,,,,,
1987,inadequately,5. Quintil,,,,,,,,,,,,
1987,general elemantary,-6,,,,,,,,,,,,
1987,general elemantary,1. Quintil,1.0612414898230274,0.9971386899157563,1.1253442897302983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611.0
1987,general elemantary,2. Quintil,0.650863055165791,0.5750048460426489,0.7267212642889331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0
1987,general elemantary,3. Quintil,0.40169975781682227,0.3070479011359916,0.4963516144976529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0
1987,general elemantary,4. Quintil,0.7001465931241643,0.44171786517929046,0.9585753210690381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
1987,general elemantary,5. Quintil,,,,,,,,,,,,
1987,middle vocational,-6,,,,,,,,,,,,
1987,middle vocational,1. Quintil,1.5634867293474077,1.4979299367334151,1.6290435219614003,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,2235.0
1987,middle vocational,2. Quintil,1.1344372095251585,1.0626543852989583,1.2062200337513587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0
1987,middle vocational,3. Quintil,0.6698947431751316,0.5989519844026822,0.7408375019475811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0
1987,middle vocational,4. Quintil,0.6219081078407355,0.5150238934344785,0.7287923222469924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0
1987,middle vocational,5. Quintil,0.5831406618424185,0.3579139193690027,0.8083674043158344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
1987,vocational + Abi,1. Quintil,1.8215746565430118,1.4743865663553,2.1687627467307236,0.0,0.0,1.4895196340282846,0.0,3.7237990850707114,0.0,0.0,0.0,126.0
1987,vocational + Abi,2. Quintil,1.2158760200741159,0.8606230505416195,1.5711289896066123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
1987,vocational + Abi,3. Quintil,0.7536957908573857,0.43017609756487923,1.0772154841498922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
1987,vocational + Abi,4. Quintil,,,,,,,,,,,,
1987,vocational + Abi,5. Quintil,,,,,,,,,,,,
1987,higher vocational,1. Quintil,1.9570835848871801,1.7031740678324934,2.2109931019418667,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,200.0
1987,higher vocational,2. Quintil,1.5133578056521153,1.2805557045770102,1.7461599067272204,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,172.0
1987,higher vocational,3. Quintil,0.9467584328898531,0.7416392817873023,1.1518775839924038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
1987,higher vocational,4. Quintil,0.9621464316462318,0.655918782548671,1.2683740807437927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
1987,higher vocational,5. Quintil,,,,,,,,,,,,
1987,higher education,1. Quintil,1.4193910600850275,1.1713825700212062,1.6673995501488488,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,133.0
1987,higher education,2. Quintil,1.9751176365868939,1.7517736157229542,2.1984616574508333,0.0,0.0,3.0,0.0,7.5,0.0,-1.0,0.0,188.0
1987,higher education,3. Quintil,1.699466268852976,1.4894713274610771,1.909461210244875,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,192.0
1987,higher education,4. Quintil,0.9181023105321308,0.7121986301118235,1.124005990952438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
1987,higher education,5. Quintil,0.6156254990701101,0.43028403876349247,0.8009669593767277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1988,-5,-6,,,,,,,,,,,,
1988,-5,1. Quintil,,,,,,,,,,,,
1988,-5,5. Quintil,,,,,,,,,,,,
1988,-1,-6,,,,,,,,,,,,
1988,-1,1. Quintil,1.739328347668948,1.3395024260401402,2.139154269297756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
1988,-1,2. Quintil,0.3420714061391563,0.1306257243513555,0.5535170879269571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
1988,-1,3. Quintil,,,,,,,,,,,,
1988,-1,4. Quintil,,,,,,,,,,,,
1988,-1,5. Quintil,,,,,,,,,,,,
1988,in school,-6,,,,,,,,,,,,
1988,in school,1. Quintil,0.021267462692749806,-0.022298337225307063,0.06483326261080667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
1988,in school,2. Quintil,,,,,,,,,,,,
1988,in school,3. Quintil,,,,,,,,,,,,
1988,in school,4. Quintil,,,,,,,,,,,,
1988,in school,5. Quintil,,,,,,,,,,,,
1988,inadequately,-6,,,,,,,,,,,,
1988,inadequately,1. Quintil,2.654666445564255,2.4747483125803003,2.8345845785482098,0.0,0.0,4.0,0.0,10.0,0.0,-2.0,0.0,426.0
1988,inadequately,2. Quintil,1.3692179904556905,1.139903759907364,1.598532221004017,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,184.0
1988,inadequately,3. Quintil,0.8255772508129677,0.599018358905597,1.0521361427203386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
1988,inadequately,4. Quintil,,,,,,,,,,,,
1988,inadequately,5. Quintil,,,,,,,,,,,,
1988,general elemantary,-6,,,,,,,,,,,,
1988,general elemantary,1. Quintil,1.0622235553142672,0.9926780113025542,1.1317690993259801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.0
1988,general elemantary,2. Quintil,0.686894993769547,0.6098723145522019,0.7639176729868921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0
1988,general elemantary,3. Quintil,0.4166943205124405,0.29845676250488096,0.53493187852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0
1988,general elemantary,4. Quintil,0.8813861959512198,0.4701449520724063,1.2926274398300333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
1988,general elemantary,5. Quintil,,,,,,,,,,,,
1988,middle vocational,-6,,,,,,,,,,,,
1988,middle vocational,1. Quintil,1.4868177909117135,1.421028397071149,1.552607184752278,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1923.0
1988,middle vocational,2. Quintil,1.2763092344899285,1.2043376972717061,1.3482807717081509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.0
1988,middle vocational,3. Quintil,0.8481827793225302,0.7649859677168489,0.9313795909282114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
1988,middle vocational,4. Quintil,0.5031079843139337,0.40239434995230516,0.6038216186755622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0
1988,middle vocational,5. Quintil,0.5052929596565561,0.32781934975967447,0.6827665695534377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
1988,vocational + Abi,1. Quintil,1.778948177548036,1.4824888788524264,2.0754074762436456,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,104.0
1988,vocational + Abi,2. Quintil,1.3015009235627382,0.9684298364016048,1.6345720107238715,0.0,0.0,1.0287897412974198,0.0,2.57197435324355,0.0,0.0,0.0,66.0
1988,vocational + Abi,3. Quintil,0.7606013753441664,0.44558640701550645,1.0756163436728263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
1988,vocational + Abi,4. Quintil,,,,,,,,,,,,
1988,vocational + Abi,5. Quintil,,,,,,,,,,,,
1988,higher vocational,1. Quintil,2.0103330450046752,1.7403034286046957,2.280362661404655,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0,167.0
1988,higher vocational,2. Quintil,1.2513896151090231,1.037152132724394,1.4656270974936523,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,168.0
1988,higher vocational,3. Quintil,1.219666347924237,0.9750156356307285,1.4643170602177453,0.0,0.0,0.8306346663569579,0.0,2.076586665892395,0.0,0.0,0.0,112.0
1988,higher vocational,4. Quintil,1.6043419951894353,1.115072387628721,2.0936116027501495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
1988,higher vocational,5. Quintil,,,,,,,,,,,,
1988,higher education,1. Quintil,2.0265269762337748,1.6535835065627054,2.399470445904844,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,115.0
1988,higher education,2. Quintil,2.097957226002947,1.8442641776149424,2.351650274390952,0.0,0.0,3.0,0.0,7.5,0.0,-0.025000000000005684,0.0,165.0
1988,higher education,3. Quintil,1.5114195162490929,1.2990285937620543,1.7238104387361315,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,180.0
1988,higher education,4. Quintil,1.056534496599396,0.8944367319445645,1.2186322612542273,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,157.0
1988,higher education,5. Quintil,0.8494890036423394,0.4810670377548031,1.2179109695298758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
1989,-5,-6,,,,,,,,,,,,
1989,-5,1. Quintil,,,,,,,,,,,,
1989,-1,1. Quintil,1.9022282073269488,1.4281483262836452,2.3763080883702523,0.0,0.0,0.5756137539537988,0.0,1.439034384884497,0.0,0.0,0.0,76.0
1989,-1,2. Quintil,0.4719766680902183,0.20925372924000984,0.7346996069404268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1989,-1,3. Quintil,,,,,,,,,,,,
1989,-1,4. Quintil,,,,,,,,,,,,
1989,-1,5. Quintil,,,,,,,,,,,,
1989,in school,-6,,,,,,,,,,,,
1989,in school,1. Quintil,0.1360016325435695,0.05827455181036899,0.21372871327677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
1989,in school,2. Quintil,,,,,,,,,,,,
1989,in school,3. Quintil,,,,,,,,,,,,
1989,in school,4. Quintil,,,,,,,,,,,,
1989,in school,5. Quintil,,,,,,,,,,,,
1989,inadequately,-6,,,,,,,,,,,,
1989,inadequately,1. Quintil,2.5260819274987436,2.3399784493125604,2.712185405684927,0.0,0.0,4.0,0.0,10.0,0.0,-1.0,0.0,387.0
1989,inadequately,2. Quintil,1.1820356445660667,1.0210904622595207,1.3429808268726127,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,179.0
1989,inadequately,3. Quintil,0.2244583405406444,0.13303651096379954,0.31588017011748926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
1989,inadequately,4. Quintil,,,,,,,,,,,,
1989,inadequately,5. Quintil,,,,,,,,,,,,
1989,general elemantary,-6,,,,,,,,,,,,
1989,general elemantary,1. Quintil,1.1349878547660062,1.0584170947047906,1.2115586148272217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.0
1989,general elemantary,2. Quintil,0.7016565591541125,0.6201574455711478,0.7831556727370772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0
1989,general elemantary,3. Quintil,0.6230706403717027,0.4840705765963176,0.7620707041470878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0
1989,general elemantary,4. Quintil,0.09751895078277721,0.03139334285048309,0.16364455871507133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
1989,general elemantary,5. Quintil,,,,,,,,,,,,
1989,middle vocational,-6,,,,,,,,,,,,
1989,middle vocational,1. Quintil,1.8016591945122857,1.7151220002141874,1.888196388810384,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1652.0
1989,middle vocational,2. Quintil,1.483748922586181,1.4020233180985067,1.5654745270738555,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,1525.0
1989,middle vocational,3. Quintil,0.849699322347901,0.7748057938581661,0.924592850837636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0
1989,middle vocational,4. Quintil,0.6657012875687978,0.559678112743664,0.7717244623939316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0
1989,middle vocational,5. Quintil,0.506397314242184,0.3389751974713026,0.6738194310130654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
1989,vocational + Abi,1. Quintil,1.6923189970693884,1.3777518589160533,2.0068861352227234,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,96.0
1989,vocational + Abi,2. Quintil,2.130931623803826,1.6705479054710417,2.59131534213661,0.0,0.0,2.8983499578072514,0.0,7.245874894518128,0.0,0.0,0.0,78.0
1989,vocational + Abi,3. Quintil,1.0182506183322113,0.6609589281742144,1.3755423084902083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
1989,vocational + Abi,4. Quintil,0.2925819818329045,0.01912910232784798,0.5660348613379611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
1989,vocational + Abi,5. Quintil,,,,,,,,,,,,
1989,higher vocational,1. Quintil,2.0861394734730623,1.796555633075702,2.375723313870423,0.0,0.0,4.0,0.0,10.0,0.0,-0.025000000000005684,0.0,133.0
1989,higher vocational,2. Quintil,1.8362084018200722,1.5612754051969655,2.111141398443179,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,163.0
1989,higher vocational,3. Quintil,0.9443597686904611,0.7391295571427473,1.149589980238175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
1989,higher vocational,4. Quintil,1.869725470219309,1.3298769638965189,2.4095739765420987,0.0,0.0,0.17178835173315268,0.0,0.42947087933288175,0.0,0.0,0.0,67.0
