"religion","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"katholisch","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"katholisch","1990","66 und älter","Sachsen","","","",""
"katholisch","1990","66 und älter","Sachsen-Anhalt","","","",""
"katholisch","1990","66 und älter","Thueringen","","","",""
"evangelisch","1990","16-34 Jahre alt","Schleswig-Holstein","66","0.753059716276341","0.667242800236268","0.838876632316414"
"evangelisch","1990","16-34 Jahre alt","Hamburg","","","",""
"evangelisch","1990","16-34 Jahre alt","Niedersachsen","239","0.765310692125419","0.721773246834897","0.808848137415942"
"evangelisch","1990","16-34 Jahre alt","Bremen","","","",""
"evangelisch","1990","16-34 Jahre alt","Nordrhein-Westfalen","319","0.390331056373131","0.36014118835906","0.420520924387201"
"evangelisch","1990","16-34 Jahre alt","Hessen","144","0.566426287483114","0.51551658359504","0.617335991371187"
"evangelisch","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","78","0.308221143134415","0.253040493811952","0.363401792456879"
"evangelisch","1990","16-34 Jahre alt","Baden-Wuerttemberg","184","0.362370706310393","0.32764349932427","0.397097913296515"
"evangelisch","1990","16-34 Jahre alt","Bayern","111","0.227414341263282","0.194123736077473","0.26070494644909"
"evangelisch","1990","16-34 Jahre alt","Saarland","","","",""
"evangelisch","1990","16-34 Jahre alt","Berlin","47","0.311208487436455","0.253234301544356","0.369182673328554"
"evangelisch","1990","16-34 Jahre alt","Brandenburg","49","0.178497251883644","0.134194834942145","0.222799668825144"
"evangelisch","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","30","0.15879242637814","0.109003885624737","0.208580967131543"
"evangelisch","1990","16-34 Jahre alt","Sachsen","115","0.233449238194407","0.195839817260933","0.271058659127881"
"evangelisch","1990","16-34 Jahre alt","Sachsen-Anhalt","55","0.166515416591228","0.124146644653445","0.208884188529012"
"evangelisch","1990","16-34 Jahre alt","Thueringen","78","0.256927132013213","0.206464193809521","0.307390070216905"
"evangelisch","1990","35-65 Jahre alt","Schleswig-Holstein","98","0.662307645845508","0.587856267893475","0.736759023797542"
"evangelisch","1990","35-65 Jahre alt","Hamburg","","","",""
"evangelisch","1990","35-65 Jahre alt","Niedersachsen","280","0.624615659115937","0.581915536068875","0.667315782162999"
"evangelisch","1990","35-65 Jahre alt","Bremen","","","",""
"evangelisch","1990","35-65 Jahre alt","Nordrhein-Westfalen","399","0.383276527106848","0.356988877405756","0.40956417680794"
"evangelisch","1990","35-65 Jahre alt","Hessen","207","0.546422859149862","0.5034262224111","0.589419495888624"
"evangelisch","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","100","0.352382419106261","0.299374930902821","0.4053899073097"
"evangelisch","1990","35-65 Jahre alt","Baden-Wuerttemberg","254","0.411869768185895","0.379697257420474","0.444042278951317"
"evangelisch","1990","35-65 Jahre alt","Bayern","140","0.223679024036088","0.194509902523045","0.252848145549132"
"evangelisch","1990","35-65 Jahre alt","Saarland","","","",""
"evangelisch","1990","35-65 Jahre alt","Berlin","107","0.40663140154332","0.35330994215693","0.459952860929709"
"evangelisch","1990","35-65 Jahre alt","Brandenburg","114","0.321853914723489","0.274819091783933","0.368888737663044"
"evangelisch","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","74","0.302675482064392","0.247257307464181","0.358093656664604"
"evangelisch","1990","35-65 Jahre alt","Sachsen","208","0.297219994241874","0.263314577324712","0.331125411159037"
"evangelisch","1990","35-65 Jahre alt","Sachsen-Anhalt","114","0.265806068859246","0.223456617193262","0.30815552052523"
"evangelisch","1990","35-65 Jahre alt","Thueringen","135","0.352933327530868","0.305073673447072","0.400792981614665"
"evangelisch","1990","66 und älter","Schleswig-Holstein","","","",""
"evangelisch","1990","66 und älter","Hamburg","","","",""
"evangelisch","1990","66 und älter","Niedersachsen","95","0.778445211267413","0.704448911646368","0.852441510888457"
"evangelisch","1990","66 und älter","Bremen","","","",""
"evangelisch","1990","66 und älter","Nordrhein-Westfalen","99","0.416561324910279","0.354830493105768","0.47829215671479"
"evangelisch","1990","66 und älter","Hessen","61","0.590044094200916","0.497287024401144","0.682801164000688"
"evangelisch","1990","66 und älter","Rheinland-Pfalz,Saarland","40","0.495834567716308","0.39253898037969","0.599130155052927"
"evangelisch","1990","66 und älter","Baden-Wuerttemberg","78","0.483679912214852","0.407659086326789","0.559700738102915"
"evangelisch","1990","66 und älter","Bayern","67","0.338775106992427","0.273344581935812","0.404205632049043"
"evangelisch","1990","66 und älter","Saarland","","","",""
"evangelisch","1990","66 und älter","Berlin","","","",""
"evangelisch","1990","66 und älter","Brandenburg","40","0.611253157199145","0.492748502865752","0.729757811532538"
"evangelisch","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"evangelisch","1990","66 und älter","Sachsen","82","0.554283700274856","0.474205824277293","0.63436157627242"
"evangelisch","1990","66 und älter","Sachsen-Anhalt","43","0.441073313713329","0.343758063166392","0.538388564260265"
"evangelisch","1990","66 und älter","Thueringen","37","0.495610089941651","0.380916294189866","0.610303885693436"
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Hamburg","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Bremen","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Nordrhein-Westfalen","148","0.0495121868280643","0.036086795449376","0.0629375782067525"
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Hessen","70","0.0559305799901945","0.0323244917705722","0.0795366682098168"
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Baden-Wuerttemberg","111","0.046897023671994","0.0316230605660751","0.062170986777913"
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Bayern","42","0.0219619528217246","0.0103219577414834","0.0336019479019657"
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Saarland","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Berlin","35","0.064854354514584","0.0340172035137257","0.0956915055154424"
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Brandenburg","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Sachsen","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","1990","16-34 Jahre alt","Thueringen","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Hamburg","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Niedersachsen","31","0.0211043728597653","0.00842963352970622","0.0337791121898244"
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Bremen","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Nordrhein-Westfalen","123","0.0322187994385739","0.0226712113083943","0.0417663875687535"
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Hessen","51","0.0352132599987355","0.0192943526108696","0.0511321673866015"
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Baden-Wuerttemberg","80","0.027540942305891","0.0168431710900576","0.0382387135217244"
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Bayern","51","0.0246235750353842","0.0137755234795562","0.0354716265912121"
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Saarland","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Berlin","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Brandenburg","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Sachsen","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","1990","35-65 Jahre alt","Thueringen","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Hamburg","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Bremen","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Nordrhein-Westfalen","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Hessen","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Baden-Wuerttemberg","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Bayern","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Saarland","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Berlin","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Brandenburg","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Sachsen","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","1990","66 und älter","Thueringen","","","",""
"konfessionslos","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"konfessionslos","1990","16-34 Jahre alt","Hamburg","","","",""
"konfessionslos","1990","16-34 Jahre alt","Niedersachsen","","","",""
"konfessionslos","1990","16-34 Jahre alt","Bremen","","","",""
"konfessionslos","1990","16-34 Jahre alt","Nordrhein-Westfalen","55","0.0680015330744878","0.0524216363171948","0.0835814298317809"
"konfessionslos","1990","16-34 Jahre alt","Hessen","33","0.0974561061000112","0.0669886570976158","0.127923555102407"
"konfessionslos","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","1990","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"konfessionslos","1990","16-34 Jahre alt","Bayern","31","0.0549109661014469","0.0368181841576663","0.0730037480452276"
"konfessionslos","1990","16-34 Jahre alt","Saarland","","","",""
"konfessionslos","1990","16-34 Jahre alt","Berlin","134","0.516128242653639","0.453552069836295","0.578704415470983"
"konfessionslos","1990","16-34 Jahre alt","Brandenburg","231","0.795751932033533","0.749110167504755","0.84239369656231"
"konfessionslos","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","174","0.829062917142626","0.777779753659792","0.88034608062546"
"konfessionslos","1990","16-34 Jahre alt","Sachsen","350","0.724755121034017","0.685046461509782","0.764463780558252"
"konfessionslos","1990","16-34 Jahre alt","Sachsen-Anhalt","226","0.792553476180997","0.746439004777454","0.838667947584541"
"konfessionslos","1990","16-34 Jahre alt","Thueringen","182","0.625793365021917","0.569904786215359","0.681681943828475"
"konfessionslos","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"konfessionslos","1990","35-65 Jahre alt","Hamburg","30","0.390135225767927","0.287637832174692","0.492632619361161"
"konfessionslos","1990","35-65 Jahre alt","Niedersachsen","72","0.171248241569473","0.138027455204794","0.204469027934152"
"konfessionslos","1990","35-65 Jahre alt","Bremen","","","",""
"konfessionslos","1990","35-65 Jahre alt","Nordrhein-Westfalen","110","0.0982791414559817","0.0821831718498445","0.114375111062119"
"konfessionslos","1990","35-65 Jahre alt","Hessen","41","0.0879880138349235","0.0635223780177065","0.11245364965214"
"konfessionslos","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","1990","35-65 Jahre alt","Baden-Wuerttemberg","30","0.0448072106497939","0.031283753872532","0.0583306674270557"
"konfessionslos","1990","35-65 Jahre alt","Bayern","46","0.0686336247631809","0.050935844236821","0.0863314052895407"
"konfessionslos","1990","35-65 Jahre alt","Saarland","","","",""
"konfessionslos","1990","35-65 Jahre alt","Berlin","156","0.464981848531923","0.410838944123269","0.519124752940577"
"konfessionslos","1990","35-65 Jahre alt","Brandenburg","247","0.625938981799756","0.577223644778434","0.674654318821079"
"konfessionslos","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","177","0.655871364071653","0.598563282695451","0.713179445447856"
"konfessionslos","1990","35-65 Jahre alt","Sachsen","445","0.636210398309508","0.600520451404003","0.671900345215012"
"konfessionslos","1990","35-65 Jahre alt","Sachsen-Anhalt","274","0.661381957946044","0.616014842253353","0.706749073638736"
"konfessionslos","1990","35-65 Jahre alt","Thueringen","195","0.50786645288418","0.457797910007759","0.557934995760602"
"konfessionslos","1990","66 und älter","Schleswig-Holstein","","","",""
"konfessionslos","1990","66 und älter","Hamburg","","","",""
"konfessionslos","1990","66 und älter","Niedersachsen","","","",""
"konfessionslos","1990","66 und älter","Bremen","","","",""
"konfessionslos","1990","66 und älter","Nordrhein-Westfalen","","","",""
"konfessionslos","1990","66 und älter","Hessen","","","",""
"konfessionslos","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","1990","66 und älter","Baden-Wuerttemberg","","","",""
"konfessionslos","1990","66 und älter","Bayern","","","",""
"konfessionslos","1990","66 und älter","Saarland","","","",""
"konfessionslos","1990","66 und älter","Berlin","","","",""
"konfessionslos","1990","66 und älter","Brandenburg","","","",""
"konfessionslos","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"konfessionslos","1990","66 und älter","Sachsen","52","0.347017089452149","0.270326235715417","0.42370794318888"
"konfessionslos","1990","66 und älter","Sachsen-Anhalt","49","0.469924814021988","0.37210405747773","0.567745570566246"
"konfessionslos","1990","66 und älter","Thueringen","","","",""
"andere","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"andere","1990","16-34 Jahre alt","Hamburg","","","",""
"andere","1990","16-34 Jahre alt","Niedersachsen","","","",""
"andere","1990","16-34 Jahre alt","Bremen","","","",""
"andere","1990","16-34 Jahre alt","Nordrhein-Westfalen","68","0.0285258396841516","0.0182235805430002","0.038828098825303"
"andere","1990","16-34 Jahre alt","Hessen","","","",""
"andere","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"andere","1990","16-34 Jahre alt","Baden-Wuerttemberg","70","0.041998087339036","0.0275067946540751","0.0564893800239969"
"andere","1990","16-34 Jahre alt","Bayern","40","0.0114243629421569","0.00298401418284866","0.0198647117014652"
"andere","1990","16-34 Jahre alt","Saarland","","","",""
"andere","1990","16-34 Jahre alt","Berlin","","","",""
"andere","1990","16-34 Jahre alt","Brandenburg","","","",""
"andere","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"andere","1990","16-34 Jahre alt","Sachsen","","","",""
"andere","1990","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"andere","1990","16-34 Jahre alt","Thueringen","","","",""
"andere","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"andere","1990","35-65 Jahre alt","Hamburg","","","",""
"andere","1990","35-65 Jahre alt","Niedersachsen","","","",""
"andere","1990","35-65 Jahre alt","Bremen","","","",""
"andere","1990","35-65 Jahre alt","Nordrhein-Westfalen","114","0.038648431325813","0.0282262778629595","0.0490705847886666"
"andere","1990","35-65 Jahre alt","Hessen","48","0.0383548886778611","0.0217681022058206","0.0549416751499017"
"andere","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"andere","1990","35-65 Jahre alt","Baden-Wuerttemberg","120","0.0559996095490457","0.040970029993831","0.0710291891042603"
"andere","1990","35-65 Jahre alt","Bayern","80","0.033692173548071","0.0210619126194655","0.0463224344766765"
"andere","1990","35-65 Jahre alt","Saarland","","","",""
"andere","1990","35-65 Jahre alt","Berlin","","","",""
"andere","1990","35-65 Jahre alt","Brandenburg","","","",""
"andere","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"andere","1990","35-65 Jahre alt","Sachsen","","","",""
"andere","1990","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"andere","1990","35-65 Jahre alt","Thueringen","","","",""
"andere","1990","66 und älter","Schleswig-Holstein","","","",""
"andere","1990","66 und älter","Hamburg","","","",""
"andere","1990","66 und älter","Niedersachsen","","","",""
"andere","1990","66 und älter","Bremen","","","",""
"andere","1990","66 und älter","Nordrhein-Westfalen","","","",""
"andere","1990","66 und älter","Hessen","","","",""
"andere","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"andere","1990","66 und älter","Baden-Wuerttemberg","","","",""
"andere","1990","66 und älter","Bayern","","","",""
"andere","1990","66 und älter","Saarland","","","",""
"andere","1990","66 und älter","Berlin","","","",""
"andere","1990","66 und älter","Brandenburg","","","",""
"andere","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"andere","1990","66 und älter","Sachsen","","","",""
"andere","1990","66 und älter","Sachsen-Anhalt","","","",""
"andere","1990","66 und älter","Thueringen","","","",""
"katholisch","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"katholisch","1991","16-34 Jahre alt","Hamburg","","","",""
"katholisch","1991","16-34 Jahre alt","Niedersachsen","","","",""
"katholisch","1991","16-34 Jahre alt","Bremen","","","",""
"katholisch","1991","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"katholisch","1991","16-34 Jahre alt","Hessen","","","",""
"katholisch","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"katholisch","1991","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"katholisch","1991","16-34 Jahre alt","Bayern","","","",""
"katholisch","1991","16-34 Jahre alt","Saarland","","","",""
"katholisch","1991","16-34 Jahre alt","Berlin","","","",""
"katholisch","1991","16-34 Jahre alt","Brandenburg","","","",""
"katholisch","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"katholisch","1991","16-34 Jahre alt","Sachsen","","","",""
"katholisch","1991","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"katholisch","1991","16-34 Jahre alt","Thueringen","","","",""
"katholisch","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"katholisch","1991","35-65 Jahre alt","Hamburg","","","",""
"katholisch","1991","35-65 Jahre alt","Niedersachsen","","","",""
"katholisch","1991","35-65 Jahre alt","Bremen","","","",""
"katholisch","1991","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"katholisch","1991","35-65 Jahre alt","Hessen","","","",""
"katholisch","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"katholisch","1991","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"katholisch","1991","35-65 Jahre alt","Bayern","","","",""
"katholisch","1991","35-65 Jahre alt","Saarland","","","",""
"katholisch","1991","35-65 Jahre alt","Berlin","","","",""
"katholisch","1991","35-65 Jahre alt","Brandenburg","","","",""
"katholisch","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"katholisch","1991","35-65 Jahre alt","Sachsen","35","0.0531309444308717","0.0361978288603435","0.0700640600014"
"katholisch","1991","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"katholisch","1991","35-65 Jahre alt","Thueringen","41","0.117387774016191","0.0842753342211488","0.150500213811233"
"katholisch","1991","66 und älter","Schleswig-Holstein","","","",""
"katholisch","1991","66 und älter","Hamburg","","","",""
"katholisch","1991","66 und älter","Niedersachsen","","","",""
"katholisch","1991","66 und älter","Bremen","","","",""
"katholisch","1991","66 und älter","Nordrhein-Westfalen","","","",""
"katholisch","1991","66 und älter","Hessen","","","",""
"katholisch","1991","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"katholisch","1991","66 und älter","Baden-Wuerttemberg","","","",""
"katholisch","1991","66 und älter","Bayern","","","",""
"katholisch","1991","66 und älter","Saarland","","","",""
"katholisch","1991","66 und älter","Berlin","","","",""
"katholisch","1991","66 und älter","Brandenburg","","","",""
"katholisch","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"katholisch","1991","66 und älter","Sachsen","","","",""
"katholisch","1991","66 und älter","Sachsen-Anhalt","","","",""
"katholisch","1991","66 und älter","Thueringen","","","",""
"evangelisch","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"evangelisch","1991","16-34 Jahre alt","Hamburg","","","",""
"evangelisch","1991","16-34 Jahre alt","Niedersachsen","","","",""
"evangelisch","1991","16-34 Jahre alt","Bremen","","","",""
"evangelisch","1991","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"evangelisch","1991","16-34 Jahre alt","Hessen","","","",""
"evangelisch","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","1991","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"evangelisch","1991","16-34 Jahre alt","Bayern","","","",""
"evangelisch","1991","16-34 Jahre alt","Saarland","","","",""
"evangelisch","1991","16-34 Jahre alt","Berlin","","","",""
"evangelisch","1991","16-34 Jahre alt","Brandenburg","40","0.154842008184309","0.110353834094135","0.199330182274483"
"evangelisch","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","32","0.180670786134459","0.12492709361789","0.236414478651029"
"evangelisch","1991","16-34 Jahre alt","Sachsen","93","0.211319005707784","0.172597332050541","0.250040679365026"
"evangelisch","1991","16-34 Jahre alt","Sachsen-Anhalt","47","0.148785814380757","0.107249904703745","0.19032172405777"
"evangelisch","1991","16-34 Jahre alt","Thueringen","66","0.230996797312187","0.180155903026031","0.281837691598344"
"evangelisch","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"evangelisch","1991","35-65 Jahre alt","Hamburg","","","",""
"evangelisch","1991","35-65 Jahre alt","Niedersachsen","","","",""
"evangelisch","1991","35-65 Jahre alt","Bremen","","","",""
"evangelisch","1991","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"evangelisch","1991","35-65 Jahre alt","Hessen","","","",""
"evangelisch","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","1991","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"evangelisch","1991","35-65 Jahre alt","Bayern","","","",""
"evangelisch","1991","35-65 Jahre alt","Saarland","","","",""
"evangelisch","1991","35-65 Jahre alt","Berlin","31","0.268818127791237","0.197391652858678","0.340244602723796"
"evangelisch","1991","35-65 Jahre alt","Brandenburg","90","0.246421506515334","0.202030258219209","0.290812754811459"
"evangelisch","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","86","0.356452556484436","0.297782127999836","0.415122984969036"
"evangelisch","1991","35-65 Jahre alt","Sachsen","199","0.29156820018182","0.25725689454353","0.32587950582011"
"evangelisch","1991","35-65 Jahre alt","Sachsen-Anhalt","104","0.241004244196886","0.200101215685846","0.281907272707926"
"evangelisch","1991","35-65 Jahre alt","Thueringen","122","0.322130265127795","0.274059208791217","0.370201321464373"
"evangelisch","1991","66 und älter","Schleswig-Holstein","","","",""
"evangelisch","1991","66 und älter","Hamburg","","","",""
"evangelisch","1991","66 und älter","Niedersachsen","","","",""
"evangelisch","1991","66 und älter","Bremen","","","",""
"evangelisch","1991","66 und älter","Nordrhein-Westfalen","","","",""
"evangelisch","1991","66 und älter","Hessen","","","",""
"evangelisch","1991","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","1991","66 und älter","Baden-Wuerttemberg","","","",""
"evangelisch","1991","66 und älter","Bayern","","","",""
"evangelisch","1991","66 und älter","Saarland","","","",""
"evangelisch","1991","66 und älter","Berlin","","","",""
"evangelisch","1991","66 und älter","Brandenburg","39","0.558613485950485","0.437899761224958","0.679327210676013"
"evangelisch","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"evangelisch","1991","66 und älter","Sachsen","73","0.559753175497364","0.475067974144106","0.644438376850622"
"evangelisch","1991","66 und älter","Sachsen-Anhalt","36","0.378683841012488","0.28215503484445","0.475212647180525"
"evangelisch","1991","66 und älter","Thueringen","32","0.461430917746357","0.342944740189211","0.579917095303502"
